method,sample,h,q,term,n,effect,coefficient,replicate,block_days,refit_first_stage
sequential_ols,all,6,0.1,e_origin,576,0.17429542853186836,0.01832097623516669,129,7,True
sequential_ols,all,6,0.1,downside,576,0.5592945740541363,23750.988627932515,129,7,True
sequential_ols,all,6,0.1,btc_vol,576,-0.876124876680586,-387.01711147830633,129,7,True
sequential_ols,all,6,0.1,btc_ret,576,-0.8342135182622673,-154.25394339424548,129,7,True
sequential_ols,all,6,0.1,account_ls,576,2.1633395106216096,3.7642649201848677,129,7,True
sequential_ols,all,6,0.5,e_origin,576,1.065433901990429,0.11199254830105054,129,7,True
sequential_ols,all,6,0.5,downside,576,-1.411358890100933,-59934.72939623775,129,7,True
sequential_ols,all,6,0.5,btc_vol,576,1.4885314027139622,657.5399685096908,129,7,True
sequential_ols,all,6,0.5,btc_ret,576,-0.6837822328718399,-126.43778065730538,129,7,True
sequential_ols,all,6,0.5,account_ls,576,0.22179489421444867,0.3859286698497296,129,7,True
sequential_ols,matched,1,0.1,e_origin,228,0.6687258074699266,0.07049001131891545,129,7,True
sequential_ols,matched,1,0.1,downside,228,-4.789080122153543,-211960.17352953574,129,7,True
sequential_ols,matched,1,0.1,btc_vol,228,4.023480907639672,1828.3313201138158,129,7,True
sequential_ols,matched,1,0.1,btc_ret,228,-0.49101175893423304,-77.72604764160528,129,7,True
sequential_ols,matched,1,0.1,account_ls,228,2.568208785772593,4.3265720398676155,129,7,True
sequential_ols,matched,6,0.1,e_origin,228,1.324888828797767,0.13965578641506093,129,7,True
sequential_ols,matched,6,0.1,downside,228,-0.7074385545231886,-31310.563814662255,129,7,True
sequential_ols,matched,6,0.1,btc_vol,228,0.6307076466026738,286.60321015302696,129,7,True
sequential_ols,matched,6,0.1,btc_ret,228,-1.7228102280473607,-272.71695112415784,129,7,True
sequential_ols,matched,6,0.1,account_ls,228,0.23902469452432226,0.40267659152007984,129,7,True
sequential_ols,matched,12,0.1,e_origin,228,-1.091633359898297,-0.11506845860558053,129,7,True
sequential_ols,matched,12,0.1,downside,228,0.7815869654403309,34592.302612941,129,7,True
sequential_ols,matched,12,0.1,btc_vol,228,-1.3426737875015267,-610.1315241048313,129,7,True
sequential_ols,matched,12,0.1,btc_ret,228,2.5606664329115914,405.3476877839992,129,7,True
sequential_ols,matched,12,0.1,account_ls,228,4.061468103459154,6.842214088896312,129,7,True
pca_1,all,6,0.1,e_origin,576,0.16561900758698708,0.01757268258661899,129,7,True
pca_1,all,6,0.1,downside,576,0.601119821511673,25527.138483139694,129,7,True
pca_1,all,6,0.1,btc_vol,576,-0.9005717221836698,-397.81619706894327,129,7,True
pca_1,all,6,0.1,btc_ret,576,-0.8111368741093585,-149.9868543541314,129,7,True
pca_1,all,6,0.1,account_ls,576,2.079156475401815,3.617784330893774,129,7,True
pca_1,all,6,0.5,e_origin,576,0.9430297402230877,0.10005833591279249,129,7,True
pca_1,all,6,0.5,downside,576,-1.4888255917522997,-63224.428305040245,129,7,True
pca_1,all,6,0.5,btc_vol,576,1.5903432697331927,702.5140763529513,129,7,True
pca_1,all,6,0.5,btc_ret,576,-0.6741382566249251,-124.65451853853047,129,7,True
pca_1,all,6,0.5,account_ls,576,0.23907382755205558,0.41599444653509016,129,7,True
pca_1,matched,1,0.1,e_origin,228,0.7404154565338178,0.0787829236287359,129,7,True
pca_1,matched,1,0.1,downside,228,-4.653059397606166,-205940.024431318,129,7,True
pca_1,matched,1,0.1,btc_vol,228,3.875153965830037,1760.9292870105082,129,7,True
pca_1,matched,1,0.1,btc_ret,228,-0.5233344869357007,-82.84266216424288,129,7,True
pca_1,matched,1,0.1,account_ls,228,2.659931590276569,4.481094259238406,129,7,True
pca_1,matched,6,0.1,e_origin,228,1.3695198198140839,0.14572193816367895,129,7,True
pca_1,matched,6,0.1,downside,228,-0.6755099451669903,-29897.43365039736,129,7,True
pca_1,matched,6,0.1,btc_vol,228,0.6171799468106793,280.45601627127195,129,7,True
pca_1,matched,6,0.1,btc_ret,228,-1.715836327104715,-271.61299842434374,129,7,True
pca_1,matched,6,0.1,account_ls,228,0.13254746996641964,0.22329811372379726,129,7,True
pca_1,matched,12,0.1,e_origin,228,-1.0187559421326777,-0.10839937345594003,129,7,True
pca_1,matched,12,0.1,downside,228,1.0013911799374715,44320.630028433654,129,7,True
pca_1,matched,12,0.1,btc_vol,228,-1.6390382467205076,-744.8040714331416,129,7,True
pca_1,matched,12,0.1,btc_ret,228,2.5203040419492795,398.95841285161225,129,7,True
pca_1,matched,12,0.1,account_ls,228,4.006068734425121,6.748884698226523,129,7,True
pca_2,all,6,0.1,e_origin,576,1.2996960345308,0.19327522400784417,129,7,True
pca_2,all,6,0.1,downside,576,1.9830133871779065,84210.59418921082,129,7,True
pca_2,all,6,0.1,btc_vol,576,-1.6458963905680641,-727.0539666486992,129,7,True
