task,method,info,algorithm,q,contrast,block_days,n,delta,relative_pct,ci_low,ci_high
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,3,577,0.1758367670033624,1.4077538486811456,0.035413180827331386,0.3243929555610943
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,7,577,0.1758367670033624,1.4077538486811456,0.04390332842777693,0.3309160650305718
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_residual,3,577,-0.1253028169644577,-1.8246431097861922,-0.19835015035324408,-0.06567346179476294
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_residual,7,577,-0.1253028169644577,-1.8246431097861922,-0.17187134421236125,-0.07354119894708022
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_positioning,3,577,-5.693019712495115e-17,-8.444176372138949e-16,-1.2690696857006497e-16,-1.8806011960984186e-18
observed_change,ae_selected,with_positioning,linear_qr,0.1,add_positioning,7,577,-5.693019712495115e-17,-8.444176372138949e-16,-9.968739822178003e-17,-1.511464534659639e-17
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_sequential_ols,3,577,-0.19324649030852073,-2.7864610499188514,-0.3049918208371089,-0.09884493407593233
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_sequential_ols,7,577,-0.19324649030852073,-2.7864610499188514,-0.2846836135874861,-0.10442382554757909
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_pca_2,3,577,-0.09459060302115015,-1.3836037497009441,-0.18306298517246056,-0.01562909385443862
observed_change,ae_selected,with_positioning,linear_qr,0.1,AE_minus_pca_2,7,577,-0.09459060302115015,-1.3836037497009441,-0.1698143317901135,-0.02830312770989556
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_residual,3,577,-0.004336506622176527,-0.034537535949404105,-0.009423423244860995,0.0008202144379187413
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_residual,7,577,-0.004336506622176527,-0.034537535949404105,-0.009721445635424713,0.0010696361300605729
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_positioning,3,577,0.028141788180447172,0.2247128288330936,0.00404782668606402,0.057742953150077984
observed_change,ae_selected,with_positioning,linear_qr,0.5,add_positioning,7,577,0.028141788180447172,0.2247128288330936,0.004151853445276691,0.05361253642407183
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_sequential_ols,3,577,0.02507088265822125,0.20014249983942164,-0.05205724479389956,0.111981853416094
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_sequential_ols,7,577,0.02507088265822125,0.20014249983942164,-0.04335872868436901,0.09862781079947373
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_pca_2,3,577,0.004914770127241037,0.03917190157067515,-0.11051437133356276,0.12068008668224767
observed_change,ae_selected,with_positioning,linear_qr,0.5,AE_minus_pca_2,7,577,0.004914770127241037,0.03917190157067515,-0.07906191810512551,0.09466465982381626
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_residual,3,577,0.055118960379657495,0.8636343807891871,-0.021754667073616455,0.14846056640706431
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_residual,7,577,0.055118960379657495,0.8636343807891871,-0.01323074236466907,0.13458153545370172
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_positioning,3,577,0.014866618404329837,0.23147848070043367,-0.08554074039793656,0.10889887835187939
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,add_positioning,7,577,0.014866618404329837,0.23147848070043367,-0.08976113858856614,0.11138602307679123
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,3,577,0.04582857590121753,0.7170237452072573,-0.060754794385113206,0.15661968396088047
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_sequential_ols,7,577,0.04582857590121753,0.7170237452072573,-0.0693886831583107,0.15811388515095529
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,3,577,-0.061969866040689,-0.9534854000626981,-0.18645119489665726,0.06033207247504493
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,AE_minus_pca_2,7,577,-0.061969866040689,-0.9534854000626981,-0.19587022105242183,0.057945978972465804
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_residual,3,577,-0.03325182873740139,-0.2648753627085784,-0.11730028112044305,0.049917206730160736
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_residual,7,577,-0.03325182873740139,-0.2648753627085784,-0.1044297310389766,0.03847933266773187
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_positioning,3,577,-0.14591468500836258,-1.1519798215109178,-0.36170966323965703,0.019223163769821344
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,add_positioning,7,577,-0.14591468500836258,-1.1519798215109178,-0.3278343775474396,-0.013827179275254202
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,3,577,0.030075229632117697,0.24078604325373057,-0.1123986058625354,0.15906065688769383
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_sequential_ols,7,577,0.030075229632117697,0.24078604325373057,-0.08828336424286826,0.1472610904419953
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,3,577,0.14836455989843422,1.1991819116378768,-0.02836913116037157,0.31594043194844795
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,AE_minus_pca_2,7,577,0.14836455989843422,1.1991819116378768,-0.02605837837374976,0.31637185245226357
observed_change,joint_ols,without_positioning,linear_qr,0.1,add_residual,3,577,0.06819722704144913,0.9930790339933145,-0.0059314651826288195,0.16024335744097928
observed_change,joint_ols,without_positioning,linear_qr,0.1,add_residual,7,577,0.06819722704144913,0.9930790339933145,-0.005935224170839589,0.15180631453428156
observed_change,joint_ols,without_positioning,linear_qr,0.5,add_residual,3,577,-0.031131899092218807,-0.24854972679468817,-0.12001958592311021,0.04529521841657429
