task,method,info,algorithm,q,period,n,pinball,baseline_pinball,skill,below_rate
observed_change,baseline,with_positioning,quantile_lightgbm,0.5,2026-03,153,17.587364651898984,16.736173515796487,-0.05085936371889899,0.6535947712418301
observed_change,sequential_ols,without_positioning,linear_qr,0.1,all,577,6.935194386232262,6.023763168240579,-0.15130595153492643,0.16984402079722705
observed_change,sequential_ols,without_positioning,linear_qr,0.1,2026-01,220,4.509669833719025,5.511596359877639,0.18178517814770767,0.05
observed_change,sequential_ols,without_positioning,linear_qr,0.1,2026-02,204,5.175964279229421,4.556566992556258,-0.1359350773696577,0.1323529411764706
observed_change,sequential_ols,without_positioning,linear_qr,0.1,2026-03,153,12.768516891993647,8.716473741308869,-0.4648718358986672,0.39215686274509803
observed_change,sequential_ols,without_positioning,linear_qr,0.5,all,577,12.491822559020271,12.329308003990924,-0.013181157853850545,0.5701906412478336
observed_change,sequential_ols,without_positioning,linear_qr,0.5,2026-01,220,10.31346682708525,10.572698450086417,0.024518964976159685,0.4909090909090909
observed_change,sequential_ols,without_positioning,linear_qr,0.5,2026-02,204,10.962520049292866,10.918541722386703,-0.004027857201478913,0.5686274509803921
observed_change,sequential_ols,without_positioning,linear_qr,0.5,2026-03,153,17.663168787844423,16.736173515796487,-0.0553887225878118,0.6862745098039216
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.1,all,577,6.484329014102893,6.023763168240579,-0.07645815962529556,0.14904679376083188
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.1,2026-01,220,4.634791055209903,5.511596359877639,0.15908372954350403,0.06818181818181818
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.1,2026-02,204,4.958778740188798,4.556566992556258,-0.08827078550356116,0.08823529411764706
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.1,2026-03,153,11.17786239210899,8.716473741308869,-0.28238353304905583,0.3464052287581699
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.5,all,577,12.628456392643898,12.329308003990924,-0.024263193729618937,0.5355285961871751
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.5,2026-01,220,10.792914564522697,10.572698450086417,-0.020828752042434395,0.4681818181818182
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.5,2026-02,204,10.7626066727032,10.918541722386703,0.014281673656453941,0.5147058823529411
observed_change,sequential_ols,without_positioning,quantile_lightgbm,0.5,2026-03,153,17.755597209994004,16.736173515796487,-0.060911396098715764,0.6601307189542484
observed_change,sequential_ols,with_positioning,linear_qr,0.1,all,577,6.935194386232262,6.023763168240579,-0.15130595153492643,0.16984402079722705
observed_change,sequential_ols,with_positioning,linear_qr,0.1,2026-01,220,4.509669833719023,5.511596359877639,0.181785178147708,0.05
observed_change,sequential_ols,with_positioning,linear_qr,0.1,2026-02,204,5.175964279229421,4.556566992556258,-0.1359350773696577,0.1323529411764706
observed_change,sequential_ols,with_positioning,linear_qr,0.1,2026-03,153,12.768516891993647,8.716473741308869,-0.4648718358986672,0.39215686274509803
observed_change,sequential_ols,with_positioning,linear_qr,0.5,all,577,12.526516196378143,12.329308003990924,-0.0159950738779,0.5684575389948007
observed_change,sequential_ols,with_positioning,linear_qr,0.5,2026-01,220,10.316411384614073,10.572698450086417,0.024240459205591924,0.4863636363636364
observed_change,sequential_ols,with_positioning,linear_qr,0.5,2026-02,204,10.956584742575027,10.918541722386703,-0.003484258352040026,0.5686274509803921
observed_change,sequential_ols,with_positioning,linear_qr,0.5,2026-03,153,17.797686622286186,16.736173515796487,-0.0634262727670567,0.6862745098039216
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,all,577,6.3915004499566015,6.023763168240579,-0.06104776556536362,0.1438474870017331
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,2026-01,220,4.550962551538767,5.511596359877639,0.1742932075599598,0.06818181818181818
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,2026-02,204,4.893024646638927,4.556566992556258,-0.07384016401653182,0.08823529411764706
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,2026-03,153,11.035993270405815,8.716473741308869,-0.26610755655745777,0.32679738562091504
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,all,577,12.490437246990117,12.329308003990924,-0.013068798585211372,0.5389948006932409
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,2026-01,220,10.633531888166019,10.572698450086417,-0.005753823242646616,0.4590909090909091
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,2026-02,204,10.481426838478164,10.918541722386703,0.040034181763697,0.5294117647058824
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,2026-03,153,17.839177784753122,16.736173515796487,-0.06590540352103558,0.6666666666666666
observed_change,pca_1,without_positioning,linear_qr,0.1,all,577,6.935242825789017,6.023763168240579,-0.1513139929461509,0.16984402079722705
observed_change,pca_1,without_positioning,linear_qr,0.1,2026-01,220,4.509848430003278,5.511596359877639,0.1817527744169931,0.05
observed_change,pca_1,without_positioning,linear_qr,0.1,2026-02,204,5.17590868335546,4.556566992556258,-0.13592287610628295,0.1323529411764706
observed_change,pca_1,without_positioning,linear_qr,0.1,2026-03,153,12.768516891993647,8.716473741308869,-0.4648718358986672,0.39215686274509803
observed_change,pca_1,without_positioning,linear_qr,0.5,all,577,12.492541126843655,12.329308003990924,-0.013239439131530473,0.5701906412478336
observed_change,pca_1,without_positioning,linear_qr,0.5,2026-01,220,10.31423627634813,10.572698450086417,0.024446187977315792,0.4909090909090909
observed_change,pca_1,without_positioning,linear_qr,0.5,2026-02,204,10.961809322232792,10.918541722386703,-0.003962763613145848,0.5686274509803921
observed_change,pca_1,without_positioning,linear_qr,0.5,2026-03,153,17.6657199193249,16.736173515796487,-0.05554115477179167,0.6862745098039216
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,all,577,6.52023085947805,6.023763168240579,-0.08241819563143293,0.14904679376083188
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,2026-01,220,4.602689554264386,5.511596359877639,0.16490808583693728,0.06363636363636363
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,2026-02,204,4.846875251798753,4.556566992556258,-0.06371205772169075,0.08333333333333333
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,2026-03,153,11.508620605318457,8.716473741308869,-0.3203298658237359,0.35947712418300654
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,all,577,12.648297916867264,12.329308003990924,-0.02587249120332502,0.5320623916811091
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,2026-01,220,10.75605525797008,10.572698450086417,-0.01734247966583835,0.4727272727272727
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,2026-02,204,10.78892831309478,10.918541722386703,0.011870945093901186,0.5049019607843137
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,2026-03,153,17.848329185670966,16.736173515796487,-0.06645220718013989,0.6535947712418301
observed_change,pca_1,with_positioning,linear_qr,0.1,all,577,6.935242825789017,6.023763168240579,-0.1513139929461509,0.16984402079722705
observed_change,pca_1,with_positioning,linear_qr,0.1,2026-01,220,4.509848430003278,5.511596359877639,0.1817527744169931,0.05
observed_change,pca_1,with_positioning,linear_qr,0.1,2026-02,204,5.17590868335546,4.556566992556258,-0.13592287610628295,0.1323529411764706
observed_change,pca_1,with_positioning,linear_qr,0.1,2026-03,153,12.768516891993647,8.716473741308869,-0.4648718358986672,0.39215686274509803
observed_change,pca_1,with_positioning,linear_qr,0.5,all,577,12.524490834439103,12.329308003990924,-0.015830801727477306,0.5684575389948007
observed_change,pca_1,with_positioning,linear_qr,0.5,2026-01,220,10.316734256259794,10.572698450086417,0.0242099209615243,0.4863636363636364
observed_change,pca_1,with_positioning,linear_qr,0.5,2026-02,204,10.953957777990377,10.918541722386703,-0.0032436616999007573,0.5686274509803921
observed_change,pca_1,with_positioning,linear_qr,0.5,2026-03,153,17.79308685218412,16.736173515796487,-0.06315143275672086,0.6862745098039216
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,all,577,6.446011984955633,6.023763168240579,-0.07009718093521666,0.15077989601386482
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,2026-01,220,4.583863874911584,5.511596359877639,0.168323734974426,0.06818181818181818
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,2026-02,204,4.81084473355165,4.556566992556258,-0.05580467518875243,0.08333333333333333
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,2026-03,153,11.303833576433432,8.716473741308869,-0.29683561402389347,0.35947712418300654
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,all,577,12.482098131317704,12.329308003990924,-0.01239243332045259,0.5389948006932409
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,2026-01,220,10.647020179033692,10.572698450086417,-0.007029589399352165,0.4727272727272727
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,2026-02,204,10.485815941664677,10.918541722386703,0.03963219555545505,0.5147058823529411
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,2026-03,153,17.782481897276526,16.736173515796487,-0.06251777806273795,0.6666666666666666
observed_change,pca_2,without_positioning,linear_qr,0.1,all,577,6.836538498944891,6.023763168240579,-0.13492816832334187,0.1663778162911612
observed_change,pca_2,without_positioning,linear_qr,0.1,2026-01,220,4.555180210922582,5.511596359877639,0.17352797384028507,0.05454545454545454
observed_change,pca_2,without_positioning,linear_qr,0.1,2026-02,204,5.054322654303632,4.556566992556258,-0.10923918435974334,0.12254901960784313
observed_change,pca_2,without_positioning,linear_qr,0.1,2026-03,153,12.493210758237213,8.716473741308869,-0.43328725916189437,0.38562091503267976
observed_change,pca_2,without_positioning,linear_qr,0.5,all,577,12.445491972275708,12.329308003990924,-0.00942339734291453,0.5719237435008665
observed_change,pca_2,without_positioning,linear_qr,0.5,2026-01,220,10.358825409503035,10.572698450086417,0.020228803610835344,0.4909090909090909
observed_change,pca_2,without_positioning,linear_qr,0.5,2026-02,204,10.841068824409737,10.918541722386703,0.007095535278133336,0.5784313725490197
observed_change,pca_2,without_positioning,linear_qr,0.5,2026-03,153,17.585158416554435,16.736173515796487,-0.05072753935997554,0.6797385620915033
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,all,577,6.462094775740485,6.023763168240579,-0.07276707188804266,0.15077989601386482
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,2026-01,220,4.552842672427891,5.511596359877639,0.17395208662759054,0.08636363636363636
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,2026-02,204,4.740640424040251,4.556566992556258,-0.04039739386794938,0.08333333333333333
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,2026-03,153,11.502697066430802,8.716473741308869,-0.31965028609190216,0.3333333333333333
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,all,577,12.490590394627237,12.329308003990924,-0.01308122001527634,0.5441941074523396
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,2026-01,220,10.655224609926597,10.572698450086417,-0.0078055909973961946,0.4863636363636364
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,2026-02,204,10.623895213450174,10.918541722386703,0.026985884784632375,0.5245098039215687
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,2026-03,153,17.618605359295604,16.736173515796487,-0.052726021432929704,0.6535947712418301
observed_change,pca_2,with_positioning,linear_qr,0.1,all,577,6.836538498944891,6.023763168240579,-0.13492816832334187,0.1663778162911612
observed_change,pca_2,with_positioning,linear_qr,0.1,2026-01,220,4.555180210922581,5.511596359877639,0.17352797384028518,0.05454545454545454
observed_change,pca_2,with_positioning,linear_qr,0.1,2026-02,204,5.054322654303632,4.556566992556258,-0.10923918435974334,0.12254901960784313
observed_change,pca_2,with_positioning,linear_qr,0.1,2026-03,153,12.493210758237213,8.716473741308869,-0.43328725916189437,0.38562091503267976
observed_change,pca_2,with_positioning,linear_qr,0.5,all,577,12.546672308909123,12.329308003990924,-0.01762988683937805,0.5753899480069324
observed_change,pca_2,with_positioning,linear_qr,0.5,2026-01,220,10.358825409503035,10.572698450086417,0.020228803610835344,0.4909090909090909
observed_change,pca_2,with_positioning,linear_qr,0.5,2026-02,204,10.85872425413234,10.918541722386703,0.005478521745419185,0.5784313725490197
observed_change,pca_2,with_positioning,linear_qr,0.5,2026-03,153,17.943193361483,16.736173515796487,-0.07212041895641574,0.6928104575163399
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,all,577,6.499298891898508,6.023763168240579,-0.07894329680242462,0.15251299826689774
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,2026-01,220,4.61966007277149,5.511596359877639,0.16182902899042306,0.08181818181818182
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,2026-02,204,4.878556569192406,4.556566992556258,-0.07066494954691982,0.08823529411764706
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,2026-03,153,11.36303728431674,8.716473741308869,-0.3036277767310134,0.33986928104575165
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,all,577,12.3721479167238,12.329308003990924,-0.0034746404842032064,0.5424610051993067
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,2026-01,220,10.487038581998126,10.572698450086417,0.00810198725450173,0.4863636363636364
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,2026-02,204,10.395537247417419,10.918541722386703,0.0479005794241687,0.5196078431372549
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,2026-03,153,17.718243538803215,16.736173515796487,-0.058679483818675715,0.6535947712418301
observed_change,ae_selected,without_positioning,linear_qr,0.1,all,577,6.741947895923741,6.023763168240579,-0.11922525963000807,0.16464471403812825
observed_change,ae_selected,without_positioning,linear_qr,0.1,2026-01,220,4.5146028010247905,5.511596359877639,0.1808901620791008,0.05
observed_change,ae_selected,without_positioning,linear_qr,0.1,2026-02,204,4.9762727107318225,4.556566992556258,-0.092110072969674,0.11764705882352941
observed_change,ae_selected,without_positioning,linear_qr,0.1,2026-03,153,12.298899913289233,8.716473741308869,-0.4109948906290659,0.39215686274509803
observed_change,ae_selected,without_positioning,linear_qr,0.5,all,577,12.523445290855916,12.329308003990924,-0.015746000246092517,0.5632582322357019
observed_change,ae_selected,without_positioning,linear_qr,0.5,2026-01,220,10.274702414696122,10.572698450086417,0.028185428421810266,0.4727272727272727
observed_change,ae_selected,without_positioning,linear_qr,0.5,2026-02,204,11.038302237867427,10.918541722386703,-0.010968544932623558,0.5735294117647058
observed_change,ae_selected,without_positioning,linear_qr,0.5,2026-03,153,17.737122516769684,16.736173515796487,-0.059807518130022164,0.6797385620915033
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,all,577,6.422462407453491,6.023763168240579,-0.06618773482247708,0.14731369150779897
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,2026-01,220,4.606838488364847,5.511596359877639,0.16415532133287025,0.07727272727272727
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,2026-02,204,4.883645660461729,4.556566992556258,-0.07178181917215243,0.08823529411764706
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,2026-03,153,11.084919130236631,8.716473741308869,-0.2717205901399429,0.32679738562091504
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,all,577,12.666427161630597,12.329308003990924,-0.027342909880307076,0.5459272097053726
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,2026-01,220,10.894552491936015,10.572698450086417,-0.030441995803537347,0.4818181818181818
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,2026-02,204,10.752544165053484,10.918541722386703,0.01520327178792269,0.5294117647058824
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,2026-03,153,17.766064799764838,16.736173515796487,-0.06153684311388652,0.6601307189542484
observed_change,ae_selected,with_positioning,linear_qr,0.1,all,577,6.741947895923741,6.023763168240579,-0.11922525963000807,0.16464471403812825
observed_change,ae_selected,with_positioning,linear_qr,0.1,2026-01,220,4.5146028010247905,5.511596359877639,0.1808901620791008,0.05
observed_change,ae_selected,with_positioning,linear_qr,0.1,2026-02,204,4.9762727107318225,4.556566992556258,-0.092110072969674,0.11764705882352941
observed_change,ae_selected,with_positioning,linear_qr,0.1,2026-03,153,12.298899913289233,8.716473741308869,-0.4109948906290659,0.39215686274509803
observed_change,ae_selected,with_positioning,linear_qr,0.5,all,577,12.551587079036365,12.329308003990924,-0.01802851181700471,0.5632582322357019
observed_change,ae_selected,with_positioning,linear_qr,0.5,2026-01,220,10.334944219805191,10.572698450086417,0.022487563738213145,0.4727272727272727
observed_change,ae_selected,with_positioning,linear_qr,0.5,2026-02,204,11.038302237867427,10.918541722386703,-0.010968544932623558,0.5735294117647058
observed_change,ae_selected,with_positioning,linear_qr,0.5,2026-03,153,17.75662980210382,16.736173515796487,-0.060973094318373944,0.6797385620915033
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,all,577,6.43732902585782,6.023763168240579,-0.06865572999245839,0.14558058925476602
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,2026-01,220,4.613616868314689,5.511596359877639,0.16292548164446596,0.06818181818181818
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,2026-02,204,4.761226520559394,4.556566992556258,-0.04491529002810113,0.08823529411764706
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,2026-03,153,11.294463573180481,8.716473741308869,-0.2957606376594786,0.3333333333333333
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,all,577,12.520512476622235,12.329308003990924,-0.01550812686076286,0.5441941074523396
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,2026-01,220,10.694518000233124,10.572698450086417,-0.01152208688461287,0.4590909090909091
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,2026-02,204,10.598011120720967,10.918541722386703,0.02935653952840056,0.5490196078431373
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,2026-03,153,17.709460590409567,16.736173515796487,-0.05815469549801455,0.6601307189542484
observed_change,joint_ols,without_positioning,linear_qr,0.1,all,577,6.935447939929649,6.023763168240579,-0.15134804377698585,0.16984402079722705
observed_change,joint_ols,without_positioning,linear_qr,0.1,2026-01,220,4.509565548290944,5.511596359877639,0.18180409924084884,0.05
observed_change,joint_ols,without_positioning,linear_qr,0.1,2026-02,204,5.176793903139075,4.556566992556258,-0.1361171495110327,0.1323529411764706
observed_change,joint_ols,without_positioning,linear_qr,0.1,2026-03,153,12.768516891993647,8.716473741308869,-0.4648718358986672,0.39215686274509803
observed_change,joint_ols,without_positioning,linear_qr,0.5,all,577,12.494288866280408,12.329308003990924,-0.01338119400018889,0.5701906412478336
observed_change,joint_ols,without_positioning,linear_qr,0.5,2026-01,220,10.315358456625061,10.572698450086417,0.024340048538814885,0.4909090909090909
observed_change,joint_ols,without_positioning,linear_qr,0.5,2026-02,204,10.960906694584514,10.918541722386703,-0.0038800943637875562,0.5686274509803921
observed_change,joint_ols,without_positioning,linear_qr,0.5,2026-03,153,17.67190097837281,16.736173515796487,-0.05591047808467886,0.6862745098039216
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,all,577,6.490827787728003,6.023763168240579,-0.07753701572298777,0.15077989601386482
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,2026-01,220,4.614678582108574,5.511596359877639,0.16273284892527518,0.06818181818181818
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,2026-02,204,4.875912244432157,4.556566992556258,-0.07008461686124456,0.08823529411764706
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,2026-03,153,11.341779396019682,8.716473741308869,-0.3011889592770798,0.35294117647058826
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,all,577,12.662189298086286,12.329308003990924,-0.026999187139100655,0.537261698440208
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,2026-01,220,10.760270708778345,10.572698450086417,-0.01774119063146018,0.4818181818181818
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,2026-02,204,10.84555105501264,10.918541722386703,0.0066850197791896715,0.5049019607843137
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,2026-03,153,17.819158521842965,16.736173515796487,-0.06470923625548575,0.6601307189542484
observed_change,joint_ols,with_positioning,linear_qr,0.1,all,577,6.935447939929649,6.023763168240579,-0.15134804377698585,0.16984402079722705
observed_change,joint_ols,with_positioning,linear_qr,0.1,2026-01,220,4.509565548290944,5.511596359877639,0.18180409924084884,0.05
observed_change,joint_ols,with_positioning,linear_qr,0.1,2026-02,204,5.176793903139075,4.556566992556258,-0.1361171495110327,0.1323529411764706
observed_change,joint_ols,with_positioning,linear_qr,0.1,2026-03,153,12.768516891993647,8.716473741308869,-0.4648718358986672,0.39215686274509803
observed_change,joint_ols,with_positioning,linear_qr,0.5,all,577,12.527234151987297,12.329308003990924,-0.016053305500382198,0.5684575389948007
observed_change,joint_ols,with_positioning,linear_qr,0.5,2026-01,220,10.316742181806859,10.572698450086417,0.024209171337660318,0.4863636363636364
observed_change,joint_ols,with_positioning,linear_qr,0.5,2026-02,204,10.955023878776032,10.918541722386703,-0.0033413030161828505,0.5686274509803921
observed_change,joint_ols,with_positioning,linear_qr,0.5,2026-03,153,17.80199970214935,16.736173515796487,-0.06368398280209497,0.6862745098039216
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,all,577,6.405011299411883,6.023763168240579,-0.0632906906402595,0.14904679376083188
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,2026-01,220,4.594801345645155,5.511596359877639,0.16633928799764963,0.07272727272727272
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,2026-02,204,4.8168774213980345,4.556566992556258,-0.05712862979234745,0.08823529411764706
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,2026-03,153,11.125439410153747,8.716473741308869,-0.2763692911077533,0.33986928104575165
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,all,577,12.449061885011815,12.329308003990924,-0.009712944228672749,0.5424610051993067
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,2026-01,220,10.68502325139032,10.572698450086417,-0.010624042843384363,0.4818181818181818
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,2026-02,204,10.442014324837878,10.918541722386703,0.043643868353937965,0.5196078431372549
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,2026-03,153,17.661651438424972,16.736173515796487,-0.055298059724044446,0.6601307189542484
own_residual,sequential_ols,without_positioning,linear_qr,0.1,all,577,1.9451118964073326,1.960581453389007,0.00789029038040423,0.15424610051993068
own_residual,sequential_ols,without_positioning,linear_qr,0.1,2026-01,220,1.6445364028092377,1.5587320971465188,-0.05504750034967265,0.1318181818181818
own_residual,sequential_ols,without_positioning,linear_qr,0.1,2026-02,204,2.1902496146040082,1.9566934033041163,-0.11936270184460351,0.14215686274509803
own_residual,sequential_ols,without_positioning,linear_qr,0.1,2026-03,153,2.050461661632554,2.543588123916231,0.19387040600128125,0.20261437908496732
own_residual,sequential_ols,without_positioning,linear_qr,0.5,all,577,4.048316540040296,4.291792738992559,0.056730651678537414,0.5545927209705372
own_residual,sequential_ols,without_positioning,linear_qr,0.5,2026-01,220,3.3444403285803146,3.8633163644066837,0.13430845079291265,0.65
own_residual,sequential_ols,without_positioning,linear_qr,0.5,2026-02,204,4.605508901540517,4.361020113450354,-0.05606229316303901,0.5
own_residual,sequential_ols,without_positioning,linear_qr,0.5,2026-03,153,4.3175029764791875,4.815599392714795,0.10343393949861046,0.49019607843137253
own_residual,sequential_ols,without_positioning,quantile_lightgbm,0.1,all,577,2.1153915024457914,1.960581453389007,-0.07896129425746845,0.18024263431542462
