definition,h,learner,seed,sample,minimum_gap_bp,block_days,n,premium_n,discount_n,days,outcome,group,estimate,lo,hi,bootstrap_valid,p,group_n,group_days
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,total,discount,8.517935949796843,6.794075352135492,10.61677552515963,1.0,0.0005,70,50
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,total,premium,10.590755818616234,7.997765116814475,13.524222209404408,1.0,0.0005,45,37
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,dominance,discount,-5.28248653236869,-23.776534750136467,11.88577365537091,1.0,0.571,70,50
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,dominance,premium,-6.249133661169981,-26.395801206448485,12.69537671387075,1.0,0.5225,45,37
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,local,discount,2.278014041677259,-6.926813040789088,11.120295191639146,1.0,0.6115,157,61
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,local,premium,8.211250167593667,-0.29643327812131504,15.712643502127687,1.0,0.046,91,44
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,basket_price,discount,5.740643479040262,-3.7938555684058803,15.808628349358814,1.0,0.2505,157,61
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,basket_price,premium,3.095337765075972,-5.11413241868711,11.978917439259984,1.0,0.486,91,44
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,157,61
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,91,44
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,numeraire,discount,-0.11285710232114902,-0.23342881760191928,0.014446299014814357,1.0,0.0765,157,61
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,numeraire,premium,-0.059659157953232525,-0.23188902988557542,0.10302247398603841,1.0,0.5075,91,44
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,global_control,discount,0.020176808366375882,-0.05037999581198986,0.10649853592010176,1.0,0.6205,157,61
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,global_control,premium,0.002004647351635546,-0.0988258521764577,0.08174260275696432,1.0,0.963,91,44
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,total,discount,7.925977226762605,6.4164468209622445,9.481117035505015,1.0,0.0005,157,61
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,total,premium,11.24893342206812,8.910195933548767,13.90856111654056,1.0,0.0005,91,44
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,dominance,discount,-3.462629437363,-22.874407075994448,14.560735007677948,1.0,0.714,157,61
PCA,12,forest40,20260926,overlap,5,5,248,91,157,73,dominance,premium,5.115912402517698,-12.173076468289848,20.700551611235312,1.0,0.55,91,44
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,local,discount,-7.135585080866437,-17.08033228879641,3.26604720751247,1.0,0.149,50,19
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,local,premium,-2.1724988967618173,-10.744798915679036,7.479909624964847,1.0,0.584,34,16
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_price,discount,18.216201578390393,7.4824975056239955,27.150546680385244,1.0,0.0015,50,19
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_price,premium,12.811907812767531,2.065161050641122,22.695318297538982,1.0,0.0205,34,16
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,50,19
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,34,16
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,numeraire,discount,0.04506601401997193,-0.13291184027570033,0.3303079140158231,1.0,0.6975,50,19
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,numeraire,premium,0.041398837277238074,-0.19752277172870678,0.19281715064513114,1.0,0.665,34,16
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,global_control,discount,-0.04118922617156796,-0.08586020445965016,0.0355202827467335,1.0,0.1695,50,19
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,global_control,premium,0.06057239142877641,0.012258698265347607,0.10807488234831893,1.0,0.011,34,16
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,total,discount,11.084493285372123,7.105428564088907,14.266773664208912,1.0,0.0005,50,19
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,total,premium,10.74138014471182,8.953874544566066,13.080948602798133,1.0,0.0005,34,16
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,dominance,discount,-25.351786659256835,-43.51512784674804,-4.7426050939685425,1.0,0.015,50,19
PCA,12,forest40,20260926,2025-12,5,5,84,34,50,23,dominance,premium,-14.984406709529347,-33.47169260797699,5.257253055034699,1.0,0.114,34,16
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,local,discount,5.969296199557978,-3.8031521376255992,16.335704090070557,1.0,0.237,153,48
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,local,premium,10.10268413352333,0.4715445326189074,17.803790600199367,1.0,0.0235,80,34
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,basket_price,discount,1.6045696646232859,-9.42477807786872,12.2815409608732,1.0,0.754,153,48
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,basket_price,premium,2.7069146684893113,-5.844150607604775,13.121796420885413,1.0,0.5635,80,34
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,153,48
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,80,34
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,numeraire,discount,-0.11987035268796807,-0.23855470538056286,-0.0052218362019978695,1.0,0.041,153,48
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,numeraire,premium,-0.05652098687144893,-0.23439929480280705,0.13098410387689322,1.0,0.558,80,34
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,global_control,discount,0.03362745376978125,-0.03924521381426475,0.12143014325165823,1.0,0.45,153,48
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,global_control,premium,-0.04679629201554265,-0.18299151912199238,0.07251591822832441,1.0,0.4845,80,34
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,total,discount,7.487622965262956,5.936270486082318,9.260023456835107,1.0,0.0005,153,48
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,total,premium,12.706281523125664,9.968049039823514,15.665268797522675,1.0,0.0005,80,34
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,dominance,discount,4.364726534934694,-15.850657157361514,25.839424493863536,1.0,0.6685,153,48
PCA,12,forest40,20260926,without_2025-12,5,5,233,80,153,53,dominance,premium,7.395769465034017,-12.326569802783311,23.19040083632746,1.0,0.4135,80,34
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,local,discount,8.126941935294335,-8.047239664069203,26.129832477216564,1.0,0.3705,59,17
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,local,premium,6.329890416014354,-18.14257642787552,21.633906376623234,0.9989994997498749,0.5735735735735735,18,10
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_price,discount,-2.217286347254554,-20.48288625003146,15.084686176303318,1.0,0.813,59,17
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_price,premium,1.230343077600801,-13.09179896426646,24.859803279561596,0.9989994997498749,0.9049049049049049,18,10
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,59,17
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,basket_weights,premium,0.0,0.0,0.0,0.9989994997498749,1.0,18,10
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,numeraire,discount,-0.05938717720286115,-0.24616820755106208,0.09431002984324784,1.0,0.5025,59,17
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,numeraire,premium,-0.03009375742901882,-0.3998946414731023,0.3546853416963737,0.9989994997498749,0.8788788788788788,18,10
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,global_control,discount,0.004832391959190656,-0.1254656665033184,0.24009357944610732,1.0,0.962,59,17
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,global_control,premium,-0.22175309768286,-0.6019012651391914,0.31377229663862705,0.9989994997498749,0.3963963963963964,18,10
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,total,discount,5.855100802796051,3.96208169427405,8.757878463749696,1.0,0.0005,59,17
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,total,premium,7.308386638503265,1.5396501224614887,10.570506036117635,0.9989994997498749,0.01001001001001001,18,10
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,dominance,discount,10.344228282548892,-22.89683319686914,47.19068539745957,1.0,0.584,59,17
PCA,12,forest40,20260926,2026-01,5,5,77,18,59,20,dominance,premium,5.0995473384135535,-42.62009098603343,34.52563843962131,0.9989994997498749,0.7987987987987988,18,10
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,local,discount,0.5349547937964094,-8.715357918855025,9.009081660773166,1.0,0.9185,144,50
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,local,premium,6.46262229899694,-1.3934252558812046,13.582791843682168,1.0,0.086,96,40
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,basket_price,discount,8.938396750659033,-0.07674463778141084,18.734925194814192,1.0,0.061,144,50
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,basket_price,premium,6.562623580379444,-1.141427147071462,14.7743236558649,1.0,0.1085,96,40
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,144,50
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,96,40
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,numeraire,discount,-0.08738208198119247,-0.2157396246530391,0.0579557536106969,1.0,0.191,144,50
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,numeraire,premium,-0.026796154672577916,-0.1897575498820827,0.11395030504574839,1.0,0.725,96,40
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,global_control,discount,0.01944741661531863,-0.033180779935306166,0.08734996400364668,1.0,0.529,144,50
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,global_control,premium,0.024034517766942348,-0.01625550896065309,0.061688180017079354,1.0,0.205,96,40
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,total,discount,9.405416879089383,7.406776515034157,11.341705291927262,1.0,0.0005,144,50
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,total,premium,13.022484242470796,10.75387845629452,15.489540492216681,1.0,0.0005,96,40
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,dominance,discount,-8.403441956862626,-27.25324031044915,9.081151206969711,1.0,0.38,144,50
PCA,12,forest40,20260926,without_2026-01,5,5,240,96,144,56,dominance,premium,-0.10000128138250375,-16.054325196716015,14.46460107610506,1.0,0.9925,96,40
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,local,discount,-7.61470842943081,-24.608979039727846,10.106964822279119,1.0,0.418,42,18
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,local,premium,10.086141871254648,-5.736142685558271,20.32912454443716,1.0,0.1205,38,16
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_price,discount,18.248408116314724,-1.4763161477699251,36.41973134084075,1.0,0.063,42,18
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_price,premium,2.8693185165647725,-9.542987889359212,22.484864324641133,1.0,0.716,38,16
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,42,18
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,38,16
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,numeraire,discount,0.006562990569619133,-0.20744834707142185,0.22342308596877053,1.0,0.9535,42,18
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,numeraire,premium,-0.0382817816087815,-0.15585599148603865,0.08981491185807504,1.0,0.582,38,16
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,global_control,discount,0.10216553616372308,-0.03642141827210257,0.2804655165792375,1.0,0.255,42,18
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,global_control,premium,0.010265436648027525,-0.08843144846751418,0.09064587942766844,1.0,0.799,38,16
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,total,discount,10.74242821361688,6.626740996295597,14.703098179685227,1.0,0.0005,42,18
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,total,premium,12.927444042858811,9.485239010351437,18.293239457849975,1.0,0.0005,38,16
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,dominance,discount,-25.86311654574554,-60.95833440484667,11.63447190940831,1.0,0.1685,42,18
PCA,12,forest40,20260926,2026-02,5,5,80,38,42,20,dominance,premium,7.216823354689872,-27.625856602726873,29.814559818665337,1.0,0.6215,38,16
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,local,discount,5.443110674069209,-3.5652212401262044,13.926854383777297,1.0,0.233,161,49
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,local,premium,4.619426014266945,-4.483212662587085,12.297421796586974,1.0,0.261,76,34
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,basket_price,discount,2.4215906628674775,-6.755266335162147,12.088530916861624,1.0,0.628,161,49
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,basket_price,premium,7.146367572154995,-0.03461364509981277,14.983904960678867,1.0,0.066,76,34
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,161,49
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,76,34
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,numeraire,discount,-0.10163048983965545,-0.21737288908308944,0.018555284284306625,1.0,0.0905,161,49
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,numeraire,premium,-0.021834352383633186,-0.22856954020106318,0.1866184602875745,1.0,0.839,76,34
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,global_control,discount,-0.007487039755765449,-0.06750032480411289,0.062282352599680825,1.0,0.825,161,49
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,global_control,premium,-0.02729379796434288,-0.15878611717961236,0.09062311686485458,1.0,0.688,76,34
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,total,discount,7.755583807341177,6.122325550962794,9.592832111732555,1.0,0.0005,161,49
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,total,premium,11.716665436073951,9.184318222168189,13.99332892866645,1.0,0.0005,76,34
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,dominance,discount,3.0215200112017317,-15.475368193958372,21.076815559955506,1.0,0.7495,161,49
PCA,12,forest40,20260926,without_2026-02,5,5,237,76,161,56,dominance,premium,-2.5269415578880485,-19.084436135426937,12.589424153127675,1.0,0.7375,76,34
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,local,discount,14.49289419973267,-3.492976091913493,28.32961763653855,1.0,0.077,52,13
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,local,premium,12.958471336913803,-17.12710321601927,30.56083003663212,1.0,0.15,24,8
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,basket_price,discount,-7.502193994419948,-21.270441541005532,11.803142452728487,1.0,0.3975,52,13
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,basket_price,premium,3.557203935536215,-9.508392864921932,24.06332710938809,1.0,0.531,24,8
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,52,13
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,24,8
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,numeraire,discount,-0.29061473288873685,-0.5139256110524547,-0.060710487350621324,1.0,0.019,52,13
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,numeraire,premium,-0.10522015061916161,-0.6567160896845067,0.5756336422683271,1.0,0.7015,24,8
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,global_control,discount,0.010941091967459852,-0.04663483251532531,0.06938253442779423,1.0,0.7035,52,13
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,global_control,premium,-0.005926424815707427,-0.09505985404394707,0.03449152961478679,1.0,0.8155,24,8
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,total,discount,6.7110265643914655,4.61100433608091,9.099123409682974,1.0,0.0005,52,13
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,total,premium,16.404528697014985,8.082303740217744,21.15553123917383,1.0,0.001,24,8
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,dominance,discount,21.995088194152615,-15.73255445419332,49.36549989106938,1.0,0.183,52,13
PCA,12,forest40,20260926,2026-03,5,5,76,24,52,13,dominance,premium,9.401267401377586,-41.49434683880254,40.72606161732216,1.0,0.482,24,8
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,local,discount,-1.3053472443513254,-9.943843753455795,7.807925268814045,1.0,0.7775,151,54
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,local,premium,4.703849512289259,-3.5661687462663045,12.354984829405831,1.0,0.2415,90,42
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_price,discount,10.241214074945162,0.5783533947606115,19.797757040461494,1.0,0.0385,151,54
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_price,premium,6.297612718448576,-2.092353451814755,15.663063065920984,1.0,0.159,90,42
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,151,54
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,90,42
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,numeraire,discount,-0.006456272516862309,-0.11883354316213388,0.11775564775583831,1.0,0.91,151,54
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,numeraire,premium,-0.006542609638110453,-0.12994619384152434,0.11566206839121568,1.0,0.9135,90,42
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,global_control,discount,0.016666240635034576,-0.05875942394838924,0.1102701331792056,1.0,0.7015,151,54
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,global_control,premium,-0.017133420634311516,-0.14014553681124317,0.09065483953508588,1.0,0.7815,90,42
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,total,discount,8.946076798711804,6.940772079546367,11.11532458793273,1.0,0.0005,151,54
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,total,premium,10.977786200465504,9.300770716107936,13.019387423580396,1.0,0.0005,90,42
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,dominance,discount,-11.546561319296488,-29.720369204211746,7.246205452103677,1.0,0.2335,151,54
PCA,12,forest40,20260926,without_2026-03,5,5,241,90,151,63,dominance,premium,-1.5937632061593188,-19.034123894410254,14.269507687597699,1.0,0.8425,90,42
PCA,12,forest40,20260926,common_path,5,5,146,50,96,72,local,discount,13.199330142441491,1.1716200627745128,25.93848209445653,1.0,0.039,96,53
PCA,12,forest40,20260926,common_path,5,5,146,50,96,72,local,premium,2.013573274864806,-8.992849871776686,12.937340154924314,1.0,0.7165,50,38
PCA,12,forest40,20260926,common_path,5,5,146,50,96,72,basket_price,discount,-6.083961688711917,-18.47338482978747,6.209007221600159,1.0,0.344,96,53
