definition,h,learner,seed,sample,minimum_gap_bp,block_days,n,premium_n,discount_n,days,outcome,estimate,lo,hi,bootstrap_valid,p
CAP,12,forest40,20260927,full,0,5,509,202,307,78,local,-0.8416583900521236,-12.1000591950332,10.592411522417278,1.0,0.883
CAP,12,forest40,20260927,full,0,5,509,202,307,78,basket_price,2.834722334341917,-9.02097549626156,14.692352768115992,1.0,0.644
CAP,12,forest40,20260927,full,0,5,509,202,307,78,basket_weights,-0.005665008295162089,-0.00833605691534038,-0.0033083663580796706,1.0,0.0005
CAP,12,forest40,20260927,full,0,5,509,202,307,78,numeraire,0.04453890842314205,-0.13367570116245645,0.21410661295367409,1.0,0.6185
CAP,12,forest40,20260927,full,0,5,509,202,307,78,global_control,0.023576626649365322,-0.1476156027577627,0.17555018257857913,1.0,0.792
CAP,12,forest40,20260927,full,0,5,509,202,307,78,total,2.0555144710670854,0.21424163829713957,3.856385193347513,1.0,0.027
CAP,12,forest40,20260927,full,0,5,509,202,307,78,dominance,-3.67638072439404,-26.641427625750293,19.504556001968247,1.0,0.7515
CAP,12,forest40,20260927,full,10,5,98,30,68,50,local,-17.992274692982196,-51.46216003444226,22.10805826163753,1.0,0.33
CAP,12,forest40,20260927,full,10,5,98,30,68,50,basket_price,18.501964331784656,-25.412025510239122,55.10746134865956,1.0,0.3605
CAP,12,forest40,20260927,full,10,5,98,30,68,50,basket_weights,-0.013382716793878329,-0.03183366856058749,-0.0027575057081395183,1.0,0.062
CAP,12,forest40,20260927,full,10,5,98,30,68,50,numeraire,0.5306452680748586,-0.07111434319940174,1.0020527637816974,1.0,0.05
CAP,12,forest40,20260927,full,10,5,98,30,68,50,global_control,-0.20237226773944134,-0.5198773639970707,0.024278735074163185,1.0,0.1385
CAP,12,forest40,20260927,full,10,5,98,30,68,50,total,0.8245799223434146,-5.3926114828406275,5.3788878434102205,1.0,0.7555
CAP,12,forest40,20260927,full,10,5,98,30,68,50,dominance,-36.494239024766856,-106.99032349765606,47.80329806673171,1.0,0.345
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,local,-0.7681910403097701,-24.01940179589734,23.612858774568558,1.0,0.9535
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,basket_price,2.5008283466157692,-23.186725053139316,27.05493883636494,1.0,0.853
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,basket_weights,-0.008523958017665785,-0.013591025482118506,-0.0047226159738115,1.0,0.002
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,numeraire,0.028399297631230443,-0.23773112642164027,0.2670517894535452,1.0,0.8195
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,global_control,-0.20838376392611044,-0.48630088622162604,0.04763960358265025,1.0,0.112
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,total,1.5441288819936445,-2.6007719521270953,5.590824519699215,1.0,0.4685
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,dominance,-3.269019386925537,-51.09266372179843,46.882585043586445,1.0,0.899
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,local,-6.355099631105069,-21.666790797998857,10.632438661466743,1.0,0.4455
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,basket_price,8.8470124192774,-9.679388193858792,25.221404441610233,1.0,0.3125
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,basket_weights,-0.00755728055343934,-0.01133935804861459,-0.0042569107323261555,1.0,0.0005
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,numeraire,0.08555048744903458,-0.0695661391264533,0.23785992962490068,1.0,0.266
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,global_control,-0.13833681127541542,-0.3806916942707057,0.04358592166439621,1.0,0.193
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,total,2.4315691837921154,0.022457146977304415,4.668239137864476,1.0,0.0405
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,dominance,-15.20211205038246,-47.31137169257003,20.359891091157763,1.0,0.371
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,local,9.9994393504506,-8.326527117455706,31.96452158312972,1.0,0.3265
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,basket_price,-10.965780748786491,-31.68751134494775,9.037767562270643,1.0,0.276
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,basket_weights,-0.007586774296640104,-0.012399202426345996,-0.0008838184525003906,1.0,0.0165
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,numeraire,-0.13304255527156097,-0.7406499091704728,0.15475852011090419,1.0,0.4825
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,global_control,0.006076171309766111,-0.4131827696036043,0.3430350693318665,1.0,0.972
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,total,-1.1008945565942558,-4.900031831553836,3.613457063781908,1.0,0.628
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,dominance,20.965220099237094,-16.884364188142882,62.53119322681201,1.0,0.2975
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,local,-10.412867768310402,-28.948314398026238,9.622840203565133,1.0,0.2835
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,basket_price,13.747204632397464,-7.615670688229545,33.344987804319736,1.0,0.185
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,basket_weights,-0.007680866154183499,-0.012173193822592623,-0.0038935201803923934,1.0,0.001
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,numeraire,0.15733007023387863,-0.011950337034507368,0.33749221605920676,1.0,0.087
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,global_control,-0.1713880779991334,-0.462458033615981,0.040383229656441255,1.0,0.1785
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,total,3.3125979901671343,0.7239073518672778,5.585668903176858,1.0,0.0075
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,dominance,-24.160072400707865,-61.93515264843309,17.662128706382266,1.0,0.2325
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,local,-4.519212116219331,-39.67168422175625,29.27291920148398,1.0,0.701
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,basket_price,7.471008077035763,-26.85378591077285,43.05642504128979,1.0,0.593
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,basket_weights,-0.00881154124268559,-0.013158181561870345,-0.005171475320346149,1.0,0.0005
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,numeraire,0.052008920900446544,-0.2099643073184002,0.3420481810455575,1.0,0.729
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,global_control,-0.28737636063670896,-1.038616876700259,0.14190921348519353,1.0,0.295
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,total,2.707616979836685,-0.3748275641570683,5.220291753117903,1.0,0.06
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,dominance,-11.990220193255091,-82.7146690075218,55.953489238043176,1.0,0.6365
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,local,-8.14977072041505,-23.523118264535103,9.83012271225282,1.0,0.3505
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,basket_price,10.508436806093087,-10.084807257554584,27.412580131350072,1.0,0.279
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,basket_weights,-0.006998179463636594,-0.012833440781741005,-0.002213938332676841,1.0,0.011
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,numeraire,0.137609175804108,-0.05957087647130363,0.3278990729147408,1.0,0.161
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,global_control,-0.05461872112162941,-0.20648350307566662,0.09120712666754657,1.0,0.4585
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,total,2.434658360896723,-0.8177803961407845,5.491003875104102,1.0,0.136
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,dominance,-18.65820752650814,-50.89745704375461,19.63623842888387,1.0,0.305
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,local,3.289232489297058,-31.110456889958016,73.31662606482283,1.0,0.879
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,basket_price,0.3244407784280477,-75.45978283229391,35.458811955332315,1.0,0.9885
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,basket_weights,-0.018549806458237672,-0.03500758734057297,-0.0036092103528924274,1.0,0.0155
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,numeraire,-0.08290209126182299,-0.525725916811756,0.14846296193604921,1.0,0.6305
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,global_control,-0.1790046006849702,-0.582326158528163,0.25444383210679333,1.0,0.36
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,total,3.333216769320023,-4.669246180141476,11.632236635568868,1.0,0.3445
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,dominance,2.964791710869017,-66.28310736013042,148.11460213776257,1.0,0.945
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,local,-8.558451381626545,-25.551568818058215,9.761902195255848,1.0,0.334
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,basket_price,10.956178134974218,-8.289847143324122,28.6747416821567,1.0,0.2445
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,basket_weights,-0.005787476020624614,-0.008175278043465324,-0.0033524373920165245,1.0,0.0005
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,numeraire,0.13876318000603446,-0.0439253287166437,0.32178942338350736,1.0,0.141
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,global_control,-0.13341371851893585,-0.4084586669099673,0.06919005124748684,1.0,0.28
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,total,2.3972887388136965,-0.20517466703308043,4.570454706370268,1.0,0.047
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,dominance,-19.514629516600763,-54.22030527726955,17.942400199967665,1.0,0.2835
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,local,-23.922493490394082,-43.530073140796816,4.294873607876725,1.0,0.0415
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,basket_price,27.57822471749507,-4.235819722979465,50.08359032611736,1.0,0.0415
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,basket_weights,-0.0011725495310770957,-0.004105877596017999,0.0023142102143281825,1.0,0.5245
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,numeraire,0.39655095000384555,0.06738127256864854,0.782367648933325,1.0,0.032
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,global_control,-0.030063968599546458,-0.13843930359635886,0.08439100077736035,1.0,0.596
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,total,4.021045658973876,-1.5094770624067229,8.167765907898694,1.0,0.104
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,dominance,-51.500718207889165,-93.46133552787181,8.326515669773023,1.0,0.0405
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,local,0.847951944981271,-19.79140136178157,22.95133124516001,1.0,0.937
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,basket_price,1.2450847714501507,-21.385956287261333,22.496116463074237,1.0,0.9075
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,basket_weights,-0.01057275822076405,-0.0159893079611807,-0.006094522417865115,1.0,0.0005
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,numeraire,-0.023935083872437552,-0.21656853771472284,0.1522060989769085,1.0,0.7865
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,global_control,-0.18942550378814882,-0.5532173680730756,0.07732880052062362,1.0,0.241
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,total,1.8691033705496511,-0.567079611021142,4.089310941533871,1.0,0.115
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,dominance,-0.39713282646888015,-42.062220816407304,44.87997787416351,1.0,0.9805
CAP,12,forest40,20260927,common_path,5,5,128,35,93,67,local,-26.76689133498759,-49.653184111404045,-3.2202846398357328,1.0,0.0195
CAP,12,forest40,20260927,common_path,5,5,128,35,93,67,basket_price,29.00307503680526,3.166141742179648,52.11034196324953,1.0,0.019
CAP,12,forest40,20260927,common_path,5,5,128,35,93,67,basket_weights,-0.009952267859473557,-0.016748366958675768,-0.004276073050572901,1.0,0.005
CAP,12,forest40,20260927,common_path,5,5,128,35,93,67,numeraire,0.21929192248893098,-0.17035508205551778,0.5848086844378829,1.0,0.272
CAP,12,forest40,20260927,common_path,5,5,128,35,93,67,global_control,-0.5067023733431161,-0.734566245736624,-0.278203347913494,1.0,0.0005
CAP,12,forest40,20260927,common_path,5,5,128,35,93,67,total,1.9388209831035161,-2.1395485056212054,5.734198236816633,1.0,0.3455
CAP,12,forest40,20260927,common_path,5,5,128,35,93,67,dominance,-55.769966371792854,-101.75669782455381,-6.158837569102493,1.0,0.019
CAP,12,linear,20260926,full,5,1,275,91,184,74,local,-4.1632062463724635,-25.299377243000716,18.035473065167658,1.0,0.6895
CAP,12,linear,20260926,full,5,1,275,91,184,74,basket_price,8.958317527316256,-13.131136885992712,30.893591061035846,1.0,0.4105
CAP,12,linear,20260926,full,5,1,275,91,184,74,basket_weights,-0.006935511576699375,-0.01130711218129047,-0.0030503812081834427,1.0,0.0035
CAP,12,linear,20260926,full,5,1,275,91,184,74,numeraire,0.06921406078312205,-0.18489994290798636,0.30458507582004546,1.0,0.58
CAP,12,linear,20260926,full,5,1,275,91,184,74,global_control,-0.09690602159727485,-0.29883361825297733,0.12694349710619676,1.0,0.3575
CAP,12,linear,20260926,full,5,1,275,91,184,74,total,4.760483808552673,2.5300412017136744,7.203021431353244,1.0,0.001
CAP,12,linear,20260926,full,5,1,275,91,184,74,dominance,-13.12152377368872,-56.80942153359605,30.799588121098044,1.0,0.532
CAP,12,linear,20260926,full,5,5,275,91,184,74,local,-4.1632062463724635,-19.68339241198853,14.316408749463058,1.0,0.644
CAP,12,linear,20260926,full,5,5,275,91,184,74,basket_price,8.958317527316256,-10.338196630853124,25.342611174184103,1.0,0.3345
CAP,12,linear,20260926,full,5,5,275,91,184,74,basket_weights,-0.006935511576699375,-0.010071082831473134,-0.00398071643884694,1.0,0.0005
CAP,12,linear,20260926,full,5,5,275,91,184,74,numeraire,0.06921406078312205,-0.11488351242745241,0.22065329900815067,1.0,0.399
CAP,12,linear,20260926,full,5,5,275,91,184,74,global_control,-0.09690602159727485,-0.3269800026267759,0.0834131014416962,1.0,0.3895
CAP,12,linear,20260926,full,5,5,275,91,184,74,total,4.760483808552673,2.3046181446966076,7.537834294360059,1.0,0.0015
CAP,12,linear,20260926,full,5,5,275,91,184,74,dominance,-13.12152377368872,-44.795892402013465,24.31088647434989,1.0,0.461
CAP,12,linear,20260926,full,5,10,275,91,184,74,local,-4.1632062463724635,-17.90784508980862,10.856911828992382,1.0,0.5765
CAP,12,linear,20260926,full,5,10,275,91,184,74,basket_price,8.958317527316256,-6.267156920126814,23.164734325711652,1.0,0.245
CAP,12,linear,20260926,full,5,10,275,91,184,74,basket_weights,-0.006935511576699375,-0.009264027073470715,-0.004292400996193269,1.0,0.0005
CAP,12,linear,20260926,full,5,10,275,91,184,74,numeraire,0.06921406078312205,-0.06904515683765718,0.19188956859889647,1.0,0.292
CAP,12,linear,20260926,full,5,10,275,91,184,74,global_control,-0.09690602159727485,-0.3134733297014338,0.06282976873164854,1.0,0.333
CAP,12,linear,20260926,full,5,10,275,91,184,74,total,4.760483808552673,2.398710744265251,7.1357790883144,1.0,0.001
CAP,12,linear,20260926,full,5,10,275,91,184,74,dominance,-13.12152377368872,-40.97404431692762,17.093740393999646,1.0,0.384
CAP,12,linear,20260926,full,0,5,509,202,307,78,local,-0.9025285776236542,-11.262578534657212,10.34519068808585,1.0,0.8625
CAP,12,linear,20260926,full,0,5,509,202,307,78,basket_price,3.5071254517016173,-8.605296511770904,14.718577894425776,1.0,0.536
CAP,12,linear,20260926,full,0,5,509,202,307,78,basket_weights,-0.0060905969535679306,-0.008693292660005746,-0.0036842064814343067,1.0,0.0005
CAP,12,linear,20260926,full,0,5,509,202,307,78,numeraire,0.03336429624569309,-0.1323061483008868,0.1913543892310354,1.0,0.7075
CAP,12,linear,20260926,full,0,5,509,202,307,78,global_control,0.05636510245166435,-0.1270620383774812,0.21719606632344057,1.0,0.5385
CAP,12,linear,20260926,full,0,5,509,202,307,78,total,2.6882356758217583,0.7278786278513217,4.68310830299291,1.0,0.0095
CAP,12,linear,20260926,full,0,5,509,202,307,78,dominance,-4.409654029325273,-26.079949394535806,18.503995312591314,1.0,0.7
CAP,12,linear,20260926,full,10,5,98,30,68,50,local,-16.669197076297902,-47.35878676124808,27.997576625781075,1.0,0.3885
CAP,12,linear,20260926,full,10,5,98,30,68,50,basket_price,23.47039385134587,-23.910840523612038,56.69394719709247,1.0,0.261
CAP,12,linear,20260926,full,10,5,98,30,68,50,basket_weights,-0.008529789376723773,-0.017771796989641944,-0.0011485985940644925,1.0,0.042
CAP,12,linear,20260926,full,10,5,98,30,68,50,numeraire,0.5459960555578454,0.05420992286617852,0.9011790238187146,1.0,0.019
CAP,12,linear,20260926,full,10,5,98,30,68,50,global_control,-0.19903537046832112,-0.4939639942790144,0.07920943147546165,1.0,0.166
CAP,12,linear,20260926,full,10,5,98,30,68,50,total,7.1396276707605795,1.6709963252062234,12.03907838084117,1.0,0.0055
CAP,12,linear,20260926,full,10,5,98,30,68,50,dominance,-40.139590927643766,-104.37680906649139,51.503883732132174,1.0,0.313
CAP,12,linear,20260926,nonoverlap,5,5,109,40,69,71,local,1.856383346490106,-23.93730587665236,27.72435903451348,1.0,0.8835
CAP,12,linear,20260926,nonoverlap,5,5,109,40,69,71,basket_price,2.3082314437796834,-25.264232900111626,30.77187977117898,1.0,0.881
CAP,12,linear,20260926,nonoverlap,5,5,109,40,69,71,basket_weights,-0.006365654539175439,-0.010548000362168105,-0.0029371403853440765,1.0,0.004
CAP,12,linear,20260926,nonoverlap,5,5,109,40,69,71,numeraire,-0.05512699523245325,-0.32374697389267443,0.16699729790461662,1.0,0.632
CAP,12,linear,20260926,nonoverlap,5,5,109,40,69,71,global_control,-0.05451238676726489,-0.33906813201494473,0.18673276149976775,1.0,0.693
CAP,12,linear,20260926,nonoverlap,5,5,109,40,69,71,total,4.048609753731073,0.2347046294881932,8.632888176100575,1.0,0.063
CAP,12,linear,20260926,nonoverlap,5,5,109,40,69,71,dominance,-0.4518480972895837,-54.6616374209379,52.54755010066539,1.0,0.99
CAP,12,linear,20260926,overlap,5,5,201,61,140,72,local,-0.4996191275925801,-16.379659393998438,17.732114137402238,1.0,0.955
CAP,12,linear,20260926,overlap,5,5,201,61,140,72,basket_price,5.441568850738355,-13.397236509569735,22.597299869771287,1.0,0.556
CAP,12,linear,20260926,overlap,5,5,201,61,140,72,basket_weights,-0.007263022276724544,-0.010802436586276663,-0.004203253666255062,1.0,0.0005
CAP,12,linear,20260926,overlap,5,5,201,61,140,72,numeraire,0.052754274756362594,-0.1366444462794906,0.21496097483250917,1.0,0.549
CAP,12,linear,20260926,overlap,5,5,201,61,140,72,global_control,-0.09133075575007453,-0.33427847305553404,0.09646232711979125,1.0,0.4315
CAP,12,linear,20260926,overlap,5,5,201,61,140,72,total,4.896110219874991,2.384944133152395,7.521011226732311,1.0,0.0005
CAP,12,linear,20260926,overlap,5,5,201,61,140,72,dominance,-5.941187978330936,-38.41259168606707,30.77257027770694,1.0,0.731
CAP,12,linear,20260926,2025-12,5,5,65,28,37,22,local,-5.344068324367551,-36.21858692439901,19.466304077883258,1.0,0.685
CAP,12,linear,20260926,2025-12,5,5,65,28,37,22,basket_price,5.417171313222338,-20.818153891227418,39.69128543101498,1.0,0.7135
CAP,12,linear,20260926,2025-12,5,5,65,28,37,22,basket_weights,-0.009667274857052356,-0.015151569002651067,-0.0033515634650058347,1.0,0.0075
CAP,12,linear,20260926,2025-12,5,5,65,28,37,22,numeraire,-0.022260098448456958,-0.6188747204369205,0.3408136961985984,1.0,0.921
CAP,12,linear,20260926,2025-12,5,5,65,28,37,22,global_control,-0.04036275522058611,-0.33730177466710093,0.23466875306370089,1.0,0.792
CAP,12,linear,20260926,2025-12,5,5,65,28,37,22,total,0.0008128603289346631,-4.223258592795494,5.130705615020027,1.0,0.9995
CAP,12,linear,20260926,2025-12,5,5,65,28,37,22,dominance,-10.761239637589888,-75.1957005739137,39.79452459146147,1.0,0.702
CAP,12,linear,20260926,without_2025-12,5,5,210,63,147,52,local,-3.8374505463653517,-22.457759458226974,18.307353372383794,1.0,0.705
CAP,12,linear,20260926,without_2025-12,5,5,210,63,147,52,basket_price,9.935187379685672,-12.69887938578045,29.888025513322194,1.0,0.3705
CAP,12,linear,20260926,without_2025-12,5,5,210,63,147,52,basket_weights,-0.006181920216431457,-0.009518006908810321,-0.002710267817133128,1.0,0.0005
CAP,12,linear,20260926,without_2025-12,5,5,210,63,147,52,numeraire,0.0944483614930218,-0.07301544666419045,0.2551063984379974,1.0,0.2765
CAP,12,linear,20260926,without_2025-12,5,5,210,63,147,52,global_control,-0.11250419488309998,-0.4184446417905971,0.1100908449829371,1.0,0.411
CAP,12,linear,20260926,without_2025-12,5,5,210,63,147,52,total,6.073499079713404,3.093120022230767,9.206200194472231,1.0,0.001
CAP,12,linear,20260926,without_2025-12,5,5,210,63,147,52,dominance,-13.772637926051024,-52.50296940670949,30.65739833281922,1.0,0.512
CAP,12,linear,20260926,2026-01,5,5,78,14,64,19,local,3.933955273242167,-33.091448544847125,39.22969615172969,1.0,0.815
CAP,12,linear,20260926,2026-01,5,5,78,14,64,19,basket_price,3.482931711486523,-32.247482450937135,41.793928803240426,1.0,0.833
CAP,12,linear,20260926,2026-01,5,5,78,14,64,19,basket_weights,-0.01156457099513722,-0.017445777662803818,-0.005819138159688442,1.0,0.0005
CAP,12,linear,20260926,2026-01,5,5,78,14,64,19,numeraire,-0.022175072166539096,-0.29246070243396033,0.24907840696380804,1.0,0.891
CAP,12,linear,20260926,2026-01,5,5,78,14,64,19,global_control,-0.13775449682091026,-0.9641566768824007,0.35583765341324913,1.0,0.68
CAP,12,linear,20260926,2026-01,5,5,78,14,64,19,total,7.245392844745276,2.669491706562031,11.552524693134227,1.0,0.0005
CAP,12,linear,20260926,2026-01,5,5,78,14,64,19,dominance,0.4510235617556421,-74.61743184709842,71.52901070169418,1.0,0.9865
CAP,12,linear,20260926,without_2026-01,5,5,197,77,120,55,local,-7.834317498095536,-24.191001785563238,11.751037609675574,1.0,0.3905
CAP,12,linear,20260926,without_2026-01,5,5,197,77,120,55,basket_price,11.440761582226758,-10.373445041890058,29.852046512000086,1.0,0.272
CAP,12,linear,20260926,without_2026-01,5,5,197,77,120,55,basket_weights,-0.004836777091194059,-0.007896629299521769,-0.0014789064922166343,1.0,0.0045
CAP,12,linear,20260926,without_2026-01,5,5,197,77,120,55,numeraire,0.11064829343909652,-0.10900881365884277,0.29153530255140664,1.0,0.2685
CAP,12,linear,20260926,without_2026-01,5,5,197,77,120,55,global_control,-0.0783860381875384,-0.19931112061992431,0.04204371773060886,1.0,0.1965
CAP,12,linear,20260926,without_2026-01,5,5,197,77,120,55,total,3.6338695622915727,0.53778492330461,7.075178634927696,1.0,0.0265
CAP,12,linear,20260926,without_2026-01,5,5,197,77,120,55,dominance,-19.275079080322293,-54.15897036393568,22.009723564524965,1.0,0.3255
CAP,12,linear,20260926,2026-02,5,5,58,27,31,19,local,-0.7789491395605957,-27.669820650070438,69.2220534679221,1.0,0.9665
CAP,12,linear,20260926,2026-02,5,5,58,27,31,19,basket_price,6.255559778424231,-61.57668477370604,32.51766949789333,1.0,0.753
CAP,12,linear,20260926,2026-02,5,5,58,27,31,19,basket_weights,-0.006993342835632834,-0.014442435711046652,0.0016890837459287845,1.0,0.1165
CAP,12,linear,20260926,2026-02,5,5,58,27,31,19,numeraire,-0.011389350402058658,-0.5694909253486555,0.2081674529528214,1.0,0.9505
CAP,12,linear,20260926,2026-02,5,5,58,27,31,19,global_control,-0.06664346456506473,-0.34663645077099753,0.23908444410016194,1.0,0.557
CAP,12,linear,20260926,2026-02,5,5,58,27,31,19,total,5.391584481060817,0.480689504662382,16.818590526199706,1.0,0.1435
CAP,12,linear,20260926,2026-02,5,5,58,27,31,19,dominance,-7.0345089179848275,-60.5455560084039,131.01376517081363,1.0,0.8515
CAP,12,linear,20260926,without_2026-02,5,5,217,64,153,55,local,-4.9140456548586835,-22.889589875809563,15.813441675011212,1.0,0.6095
CAP,12,linear,20260926,without_2026-02,5,5,217,64,153,55,basket_price,9.557957851739287,-11.834330409246624,29.076089340647833,1.0,0.3595
CAP,12,linear,20260926,without_2026-02,5,5,217,64,153,55,basket_weights,-0.006922680994719589,-0.010476565829846568,-0.003725279909785129,1.0,0.0005
CAP,12,linear,20260926,without_2026-02,5,5,217,64,153,55,numeraire,0.08709692714526596,-0.1158040737099462,0.27414214600068304,1.0,0.3725
CAP,12,linear,20260926,without_2026-02,5,5,217,64,153,55,global_control,-0.10362014517128144,-0.38080997757294927,0.11014668121782076,1.0,0.444
CAP,12,linear,20260926,without_2026-02,5,5,217,64,153,55,total,4.62046629785956,1.7344525953744907,7.536923499830575,1.0,0.0015
CAP,12,linear,20260926,without_2026-02,5,5,217,64,153,55,dominance,-14.472003506597972,-51.49409449013156,27.458388482612175,1.0,0.4735
CAP,12,linear,20260926,2026-03,5,5,74,22,52,14,local,-14.103008977259357,-38.24304715305376,25.219711068774284,1.0,0.353
CAP,12,linear,20260926,2026-03,5,5,74,22,52,14,basket_price,19.171564649075368,-25.710877658564762,48.07227548198244,1.0,0.282
CAP,12,linear,20260926,2026-03,5,5,74,22,52,14,basket_weights,0.000110632019841404,-0.0026291432577557764,0.0038915801342605926,1.0,0.9335
CAP,12,linear,20260926,2026-03,5,5,74,22,52,14,numeraire,0.285997620722291,-0.04147571262826792,0.594279323759944,1.0,0.078
CAP,12,linear,20260926,2026-03,5,5,74,22,52,14,global_control,-0.11405605143665477,-0.231433410914296,-0.04722135053154179,1.0,0.0275
CAP,12,linear,20260926,2026-03,5,5,74,22,52,14,total,5.240607873121309,-0.6332321831043062,10.077030040938958,1.0,0.0645
CAP,12,linear,20260926,2026-03,5,5,74,22,52,14,dominance,-33.27457362633472,-86.36618216017075,50.69067503052598,1.0,0.31
CAP,12,linear,20260926,without_2026-03,5,5,201,69,132,60,local,-0.09823066219730608,-19.47826984155828,23.586565140306078,1.0,0.992
CAP,12,linear,20260926,without_2026-03,5,5,201,69,132,60,basket_price,4.781514293979491,-18.628758754767986,25.24543293892632,1.0,0.657
CAP,12,linear,20260926,without_2026-03,5,5,201,69,132,60,basket_weights,-0.009817098108947857,-0.013887069627737818,-0.006079297920768376,1.0,0.0005
CAP,12,linear,20260926,without_2026-03,5,5,201,69,132,60,numeraire,-0.0194416099642456,-0.24822724728214296,0.16611741194644228,1.0,0.845
CAP,12,linear,20260926,without_2026-03,5,5,201,69,132,60,global_control,-0.08989235598917134,-0.4241059047019863,0.1588911423432401,1.0,0.5645
CAP,12,linear,20260926,without_2026-03,5,5,201,69,132,60,total,4.564132567719514,1.8413378405284035,7.8215273762368644,1.0,0.0045
CAP,12,linear,20260926,without_2026-03,5,5,201,69,132,60,dominance,-4.879744956176798,-44.45110449243993,42.60849453341741,1.0,0.826
CAP,12,linear,20260926,common_path,5,5,128,35,93,67,local,-23.80838935598917,-47.52269169525461,-0.46001251856741193,1.0,0.047
CAP,12,linear,20260926,common_path,5,5,128,35,93,67,basket_price,29.57512518552137,4.603474022443581,55.210961614892724,1.0,0.018
CAP,12,linear,20260926,common_path,5,5,128,35,93,67,basket_weights,-0.008971092033685596,-0.013097457737274132,-0.005155111447764662,1.0,0.0005
