sample,horizon,variant,information,strategy,calibration,n,loss_bp,below_rate
native,12,own_scale,F,qrf,calibrated,509,1.8653680209568904,0.10609037328094302
native,12,own_scale,F,threshold,calibrated,509,1.9954253676209475,0.1100196463654224
native,12,own_scale,R,boosting,calibrated,509,1.9242972731609007,0.10412573673870335
native,12,own_scale,R,linear,calibrated,509,2.023949527141502,0.09037328094302555
native,12,own_scale,R,ml_selected,calibrated,509,1.948032527565328,0.10216110019646366
native,12,own_scale,R,qrf,calibrated,509,1.8918766265105071,0.09823182711198428
native,12,own_scale,R,threshold,calibrated,509,1.974946834376171,0.09823182711198428
common_origins,1,original,B,boosting,raw,239,1.693895021718269,0.200836820083682
common_origins,1,original,B,linear,raw,239,1.6547075922043701,0.16736401673640167
common_origins,1,original,B,ml_selected,raw,239,1.7299973799947108,0.19246861924686193
common_origins,1,original,B,qrf,raw,239,1.7027207687044887,0.17573221757322174
common_origins,1,original,B,threshold,raw,239,1.6990590113592763,0.17573221757322174
common_origins,1,original,F,boosting,raw,239,1.6637461562509928,0.19665271966527198
common_origins,1,original,F,linear,raw,239,1.681497822448342,0.16317991631799164
common_origins,1,original,F,ml_selected,raw,239,1.7391177930575952,0.19246861924686193
common_origins,1,original,F,qrf,raw,239,1.7167468200188394,0.1799163179916318
common_origins,1,original,F,threshold,raw,239,1.7461697157930016,0.18410041841004185
common_origins,1,original,R,boosting,raw,239,1.704465117896217,0.19246861924686193
common_origins,1,original,R,linear,raw,239,1.7201325961953584,0.17154811715481172
common_origins,1,original,R,ml_selected,raw,239,1.7292962300735024,0.19246861924686193
common_origins,1,original,R,qrf,raw,239,1.6884702234098485,0.1799163179916318
common_origins,1,original,R,threshold,raw,239,1.8372316800826205,0.19246861924686193
common_origins,1,own_scale,B,boosting,raw,239,1.6565751986684658,0.17573221757322174
common_origins,1,own_scale,B,linear,raw,239,1.561837920823022,0.12552301255230125
common_origins,1,own_scale,B,ml_selected,raw,239,1.662238840390416,0.17573221757322174
common_origins,1,own_scale,B,qrf,raw,239,1.668776176115937,0.17154811715481172
common_origins,1,own_scale,B,threshold,raw,239,1.6680183573603868,0.16317991631799164
common_origins,1,own_scale,F,boosting,raw,239,1.608462044029617,0.16736401673640167
common_origins,1,own_scale,F,linear,raw,239,1.5400898964012866,0.11715481171548117
common_origins,1,own_scale,F,ml_selected,raw,239,1.6692004043456754,0.16317991631799164
common_origins,1,own_scale,F,qrf,raw,239,1.6692004043456754,0.16317991631799164
common_origins,1,own_scale,F,threshold,raw,239,1.7318795029452758,0.18410041841004185
common_origins,1,own_scale,R,boosting,raw,239,1.6728377005600692,0.1799163179916318
common_origins,1,own_scale,R,linear,raw,239,1.6123959864335358,0.13389121338912133
common_origins,1,own_scale,R,ml_selected,raw,239,1.5867373923251828,0.16317991631799164
common_origins,1,own_scale,R,qrf,raw,239,1.6551309683009536,0.17154811715481172
common_origins,1,own_scale,R,threshold,raw,239,1.740541049966026,0.1799163179916318
common_origins,1,original,B,boosting,calibrated,239,1.6341929303049811,0.08786610878661087
common_origins,1,original,B,linear,calibrated,239,1.6099687707640524,0.09205020920502092
common_origins,1,original,B,ml_selected,calibrated,239,1.628743888853144,0.0794979079497908
common_origins,1,original,B,qrf,calibrated,239,1.5963455951287773,0.08786610878661087
common_origins,1,original,B,threshold,calibrated,239,1.6253219152937828,0.08786610878661087
common_origins,1,original,F,boosting,calibrated,239,1.5819482666293174,0.0794979079497908
common_origins,1,original,F,linear,calibrated,239,1.6507226571660731,0.08368200836820083
common_origins,1,original,F,ml_selected,calibrated,239,1.60799867358418,0.08368200836820083
common_origins,1,original,F,qrf,calibrated,239,1.5996564401062416,0.09205020920502092
common_origins,1,original,F,threshold,calibrated,239,1.6334633472156466,0.08786610878661087
common_origins,1,original,R,boosting,calibrated,239,1.5755470875310131,0.09623430962343096
common_origins,1,original,R,linear,calibrated,239,1.6517818385256702,0.08786610878661087
common_origins,1,original,R,ml_selected,calibrated,239,1.5738693325122894,0.100418410041841
common_origins,1,original,R,qrf,calibrated,239,1.5715560077550528,0.09205020920502092
common_origins,1,original,R,threshold,calibrated,239,1.635656145274579,0.08786610878661087
common_origins,1,own_scale,B,boosting,calibrated,239,1.6378623192632522,0.08786610878661087
common_origins,1,own_scale,B,linear,calibrated,239,1.60378922050272,0.100418410041841
common_origins,1,own_scale,B,ml_selected,calibrated,239,1.6035230410179009,0.09205020920502092
common_origins,1,own_scale,B,qrf,calibrated,239,1.612861927525534,0.08786610878661087
