horizon,variant,information,fold,candidate,kind,score,n
1,own_scale,R,2026-01,54,threshold,1.4707735961323207,938
1,own_scale,R,2026-01,55,threshold,1.4698002310189964,938
1,own_scale,R,2026-01,56,threshold,1.4871026122934583,938
1,own_scale,R,2026-01,57,threshold,1.4823032498070379,938
1,own_scale,R,2026-01,58,threshold,1.4766070084783223,938
1,own_scale,R,2026-01,59,threshold,1.4514972881397565,938
1,own_scale,R,2026-02,0,linear,1.6312490755567222,887
1,own_scale,R,2026-02,1,linear,1.7138365988629476,887
1,own_scale,R,2026-02,2,linear,1.8147740454578951,887
1,own_scale,R,2026-02,3,linear,1.6312490755567222,887
1,own_scale,R,2026-02,4,linear,1.6421682509931057,887
1,own_scale,R,2026-02,5,linear,1.6792098733921657,887
1,own_scale,R,2026-02,6,linear,1.6098974925117067,887
1,own_scale,R,2026-02,7,linear,1.6365175605715347,887
1,own_scale,R,2026-02,8,linear,1.7488050997644016,887
1,own_scale,R,2026-02,9,linear,1.609897492511707,887
1,own_scale,R,2026-02,10,linear,1.599573892614965,887
1,own_scale,R,2026-02,11,linear,1.6911713632649972,887
1,own_scale,R,2026-02,12,qrf,1.7269558245852976,887
1,own_scale,R,2026-02,13,qrf,1.7404201827315642,887
1,own_scale,R,2026-02,14,qrf,1.8083846818052662,887
1,own_scale,R,2026-02,15,qrf,1.555172656820827,887
1,own_scale,R,2026-02,16,qrf,1.538724507158257,887
1,own_scale,R,2026-02,17,qrf,1.5643405149922134,887
1,own_scale,R,2026-02,18,qrf,1.7645875134813025,887
1,own_scale,R,2026-02,19,qrf,1.7881221227186026,887
1,own_scale,R,2026-02,20,qrf,1.9134263333042982,887
1,own_scale,R,2026-02,21,qrf,1.586915788145401,887
1,own_scale,R,2026-02,22,qrf,1.5728577980954306,887
1,own_scale,R,2026-02,23,qrf,1.6055302078178946,887
1,own_scale,R,2026-02,24,boosting,1.6787675602123127,887
1,own_scale,R,2026-02,25,boosting,1.6494357021150559,887
1,own_scale,R,2026-02,26,boosting,1.7258699488892717,887
1,own_scale,R,2026-02,27,boosting,1.5829412711664095,887
1,own_scale,R,2026-02,28,boosting,1.5491750901957417,887
1,own_scale,R,2026-02,29,boosting,1.5379902065862343,887
1,own_scale,R,2026-02,30,boosting,1.7009548151293163,887
1,own_scale,R,2026-02,31,boosting,1.6355164103939068,887
1,own_scale,R,2026-02,32,boosting,1.7491088178849301,887
1,own_scale,R,2026-02,33,boosting,1.6033285070463263,887
1,own_scale,R,2026-02,34,boosting,1.5830698579715845,887
1,own_scale,R,2026-02,35,boosting,1.5966300181933823,887
1,own_scale,R,2026-02,36,threshold,1.5464668921530216,887
1,own_scale,R,2026-02,37,threshold,1.569258083211199,887
1,own_scale,R,2026-02,38,threshold,1.6066480674258417,887
1,own_scale,R,2026-02,39,threshold,1.5766134466661188,887
1,own_scale,R,2026-02,40,threshold,1.5773456556093408,887
1,own_scale,R,2026-02,41,threshold,1.6300761294339354,887
1,own_scale,R,2026-02,42,threshold,1.5464668921530207,887
1,own_scale,R,2026-02,43,threshold,1.5393173645656775,887
1,own_scale,R,2026-02,44,threshold,1.534925620352168,887
1,own_scale,R,2026-02,45,threshold,1.5766134466661186,887
1,own_scale,R,2026-02,46,threshold,1.5555378429788684,887
1,own_scale,R,2026-02,47,threshold,1.5547935514367652,887
1,own_scale,R,2026-02,48,threshold,1.6035423010663532,887
1,own_scale,R,2026-02,49,threshold,1.6708864862891062,887
1,own_scale,R,2026-02,50,threshold,1.7074635738375465,887
1,own_scale,R,2026-02,51,threshold,1.608245475571015,887
1,own_scale,R,2026-02,52,threshold,1.6120795494471825,887
1,own_scale,R,2026-02,53,threshold,1.6334771228266396,887
1,own_scale,R,2026-02,54,threshold,1.6035423010663548,887
1,own_scale,R,2026-02,55,threshold,1.617590308020303,887
1,own_scale,R,2026-02,56,threshold,1.6083503973721514,887
1,own_scale,R,2026-02,57,threshold,1.6082454755710152,887
1,own_scale,R,2026-02,58,threshold,1.6044280624129656,887
1,own_scale,R,2026-02,59,threshold,1.5715317924380696,887
1,own_scale,R,2026-03,0,linear,1.6979070009093415,887
1,own_scale,R,2026-03,1,linear,1.7677414855555003,887
1,own_scale,R,2026-03,2,linear,1.8851902155370481,887
1,own_scale,R,2026-03,3,linear,1.6979070009093415,887
1,own_scale,R,2026-03,4,linear,1.7105183086883349,887
1,own_scale,R,2026-03,5,linear,1.8607593216291494,887
1,own_scale,R,2026-03,6,linear,1.7099399927462477,887
1,own_scale,R,2026-03,7,linear,1.71659275755216,887
1,own_scale,R,2026-03,8,linear,1.8104286083208938,887
1,own_scale,R,2026-03,9,linear,1.7099399927462484,887
1,own_scale,R,2026-03,10,linear,1.7011350908789635,887
1,own_scale,R,2026-03,11,linear,1.879951286551041,887
1,own_scale,R,2026-03,12,qrf,1.8663912788845942,887
1,own_scale,R,2026-03,13,qrf,1.9321844918685296,887
1,own_scale,R,2026-03,14,qrf,1.972146931299564,887
1,own_scale,R,2026-03,15,qrf,1.6579348415303377,887
1,own_scale,R,2026-03,16,qrf,1.6498223208178922,887
1,own_scale,R,2026-03,17,qrf,1.6602182660731273,887
1,own_scale,R,2026-03,18,qrf,1.937190457388982,887
1,own_scale,R,2026-03,19,qrf,2.0626058542317827,887
1,own_scale,R,2026-03,20,qrf,2.0831485271294703,887
1,own_scale,R,2026-03,21,qrf,1.6668226009256266,887
1,own_scale,R,2026-03,22,qrf,1.6550556883724425,887
1,own_scale,R,2026-03,23,qrf,1.6868706250658065,887
1,own_scale,R,2026-03,24,boosting,1.7873539388832937,887
1,own_scale,R,2026-03,25,boosting,1.7379461675125374,887
1,own_scale,R,2026-03,26,boosting,1.8743817048745492,887
1,own_scale,R,2026-03,27,boosting,1.7104208013109437,887
1,own_scale,R,2026-03,28,boosting,1.649370314447186,887
1,own_scale,R,2026-03,29,boosting,1.6336867778373632,887
1,own_scale,R,2026-03,30,boosting,1.846195927864397,887
1,own_scale,R,2026-03,31,boosting,1.7742580195674846,887
1,own_scale,R,2026-03,32,boosting,1.9799164575595876,887
1,own_scale,R,2026-03,33,boosting,1.7214682721204786,887
1,own_scale,R,2026-03,34,boosting,1.696488162813157,887
1,own_scale,R,2026-03,35,boosting,1.7125470170942823,887
1,own_scale,R,2026-03,36,threshold,1.6539335066004042,887
1,own_scale,R,2026-03,37,threshold,1.6680285124516785,887
1,own_scale,R,2026-03,38,threshold,1.6916603422834164,887
1,own_scale,R,2026-03,39,threshold,1.6971354936758252,887
1,own_scale,R,2026-03,40,threshold,1.691813130284346,887
1,own_scale,R,2026-03,41,threshold,1.71786286799278,887
1,own_scale,R,2026-03,42,threshold,1.6539335066004048,887
1,own_scale,R,2026-03,43,threshold,1.6507375389686978,887
1,own_scale,R,2026-03,44,threshold,1.6602069039815717,887
1,own_scale,R,2026-03,45,threshold,1.6971354936758247,887
1,own_scale,R,2026-03,46,threshold,1.6835517837179144,887
1,own_scale,R,2026-03,47,threshold,1.6723057446726446,887
1,own_scale,R,2026-03,48,threshold,1.7241071762497044,887
1,own_scale,R,2026-03,49,threshold,1.7766696699458457,887
1,own_scale,R,2026-03,50,threshold,1.787634530140281,887
1,own_scale,R,2026-03,51,threshold,1.7483232652466543,887
1,own_scale,R,2026-03,52,threshold,1.7460505251785803,887
1,own_scale,R,2026-03,53,threshold,1.7397403420910238,887
1,own_scale,R,2026-03,54,threshold,1.724107176249705,887
1,own_scale,R,2026-03,55,threshold,1.7373178703351686,887
1,own_scale,R,2026-03,56,threshold,1.7249503841491618,887
1,own_scale,R,2026-03,57,threshold,1.7483232652466545,887
1,own_scale,R,2026-03,58,threshold,1.7422090996801187,887
1,own_scale,R,2026-03,59,threshold,1.6990317925074179,887
1,own_scale,B,2025-12,0,linear,1.3470745645606956,955
1,own_scale,B,2025-12,1,linear,1.320274388386234,955
1,own_scale,B,2025-12,2,linear,1.355258759452512,955
1,own_scale,B,2025-12,3,linear,1.3470745645606956,955
1,own_scale,B,2025-12,4,linear,1.3141813827000473,955
1,own_scale,B,2025-12,5,linear,1.34421578094892,955
1,own_scale,B,2025-12,6,linear,1.3112941994503449,955
1,own_scale,B,2025-12,7,linear,1.3100401838899836,955
1,own_scale,B,2025-12,8,linear,1.3565866096276915,955
1,own_scale,B,2025-12,9,linear,1.3112941994503453,955
1,own_scale,B,2025-12,10,linear,1.2973341803846183,955
1,own_scale,B,2025-12,11,linear,1.3427441426559483,955
1,own_scale,B,2025-12,12,qrf,1.3334524323154189,955
1,own_scale,B,2025-12,13,qrf,1.3378264670527966,955
1,own_scale,B,2025-12,14,qrf,1.338158631599096,955
1,own_scale,B,2025-12,15,qrf,1.304668777150926,955
1,own_scale,B,2025-12,16,qrf,1.288980609318641,955
1,own_scale,B,2025-12,17,qrf,1.3135184229631423,955
1,own_scale,B,2025-12,18,qrf,1.338467601617761,955
1,own_scale,B,2025-12,19,qrf,1.3411534741222573,955
1,own_scale,B,2025-12,20,qrf,1.341761384037928,955
1,own_scale,B,2025-12,21,qrf,1.321230234901003,955
1,own_scale,B,2025-12,22,qrf,1.3075315996305312,955
1,own_scale,B,2025-12,23,qrf,1.3321136720542748,955
1,own_scale,B,2025-12,24,boosting,1.3325872393295253,955
1,own_scale,B,2025-12,25,boosting,1.3442656502112555,955
1,own_scale,B,2025-12,26,boosting,1.3461105511715021,955
1,own_scale,B,2025-12,27,boosting,1.3236126169026232,955
1,own_scale,B,2025-12,28,boosting,1.3181285548002415,955
1,own_scale,B,2025-12,29,boosting,1.3094005854747364,955
1,own_scale,B,2025-12,30,boosting,1.3306732825626135,955
1,own_scale,B,2025-12,31,boosting,1.337708330999261,955
1,own_scale,B,2025-12,32,boosting,1.3498947420067013,955
1,own_scale,B,2025-12,33,boosting,1.3300977668305118,955
1,own_scale,B,2025-12,34,boosting,1.3155026768964808,955
1,own_scale,B,2025-12,35,boosting,1.3093096188795044,955
1,own_scale,B,2025-12,36,threshold,1.3373022904704968,955
1,own_scale,B,2025-12,37,threshold,1.3365594184223473,955
1,own_scale,B,2025-12,38,threshold,1.335752136921326,955
1,own_scale,B,2025-12,39,threshold,1.3685804120605314,955
1,own_scale,B,2025-12,40,threshold,1.3477159011631556,955
1,own_scale,B,2025-12,41,threshold,1.3102643230287605,955
1,own_scale,B,2025-12,42,threshold,1.3373022904704963,955
1,own_scale,B,2025-12,43,threshold,1.2995839906277264,955
1,own_scale,B,2025-12,44,threshold,1.2813488826427646,955
1,own_scale,B,2025-12,45,threshold,1.3685804120605307,955
1,own_scale,B,2025-12,46,threshold,1.329264603430186,955
1,own_scale,B,2025-12,47,threshold,1.2879460318791536,955
1,own_scale,B,2025-12,48,threshold,1.3767698534006585,955
1,own_scale,B,2025-12,49,threshold,1.3551403319474635,955
1,own_scale,B,2025-12,50,threshold,1.3347268954571934,955
1,own_scale,B,2025-12,51,threshold,1.38031189873122,955
1,own_scale,B,2025-12,52,threshold,1.3664706565215485,955
1,own_scale,B,2025-12,53,threshold,1.3449527138440898,955
1,own_scale,B,2025-12,54,threshold,1.3767698534006565,955
1,own_scale,B,2025-12,55,threshold,1.315596856204539,955
1,own_scale,B,2025-12,56,threshold,1.2959390247927878,955
1,own_scale,B,2025-12,57,threshold,1.380311898731224,955
1,own_scale,B,2025-12,58,threshold,1.3442775564549696,955
1,own_scale,B,2025-12,59,threshold,1.2987191371964557,955
1,own_scale,B,2026-01,0,linear,1.5637502472375062,938
1,own_scale,B,2026-01,1,linear,1.6020329823332766,938
1,own_scale,B,2026-01,2,linear,1.7257491901428963,938
1,own_scale,B,2026-01,3,linear,1.5637502472375062,938
1,own_scale,B,2026-01,4,linear,1.5338035192739294,938
1,own_scale,B,2026-01,5,linear,1.5418835911438598,938
1,own_scale,B,2026-01,6,linear,1.5398585235643347,938
1,own_scale,B,2026-01,7,linear,1.5519498254636892,938
1,own_scale,B,2026-01,8,linear,1.658054486692175,938
1,own_scale,B,2026-01,9,linear,1.5398585235643338,938
1,own_scale,B,2026-01,10,linear,1.5086547927992997,938
1,own_scale,B,2026-01,11,linear,1.5236654533175358,938
1,own_scale,B,2026-01,12,qrf,1.5707133458815563,938
1,own_scale,B,2026-01,13,qrf,1.5735114357531361,938
1,own_scale,B,2026-01,14,qrf,1.6160637044504067,938
1,own_scale,B,2026-01,15,qrf,1.4644119399874096,938
1,own_scale,B,2026-01,16,qrf,1.442690538600697,938
1,own_scale,B,2026-01,17,qrf,1.465408644856971,938
1,own_scale,B,2026-01,18,qrf,1.5889469537676502,938
1,own_scale,B,2026-01,19,qrf,1.6129870080704736,938
1,own_scale,B,2026-01,20,qrf,1.691819083606343,938
1,own_scale,B,2026-01,21,qrf,1.4828977393603033,938
1,own_scale,B,2026-01,22,qrf,1.466769934304476,938
1,own_scale,B,2026-01,23,qrf,1.512871720496016,938
1,own_scale,B,2026-01,24,boosting,1.5787628414387744,938
1,own_scale,B,2026-01,25,boosting,1.5606051726917363,938
1,own_scale,B,2026-01,26,boosting,1.5892344713993154,938
1,own_scale,B,2026-01,27,boosting,1.4756445511405107,938
1,own_scale,B,2026-01,28,boosting,1.4486747008132446,938
1,own_scale,B,2026-01,29,boosting,1.4514086707454392,938
1,own_scale,B,2026-01,30,boosting,1.5969342944395188,938
1,own_scale,B,2026-01,31,boosting,1.5847714943338869,938
1,own_scale,B,2026-01,32,boosting,1.614418138747572,938
1,own_scale,B,2026-01,33,boosting,1.496000387477048,938
1,own_scale,B,2026-01,34,boosting,1.4713348290469652,938
1,own_scale,B,2026-01,35,boosting,1.488781922321361,938
1,own_scale,B,2026-01,36,threshold,1.502899167595401,938
1,own_scale,B,2026-01,37,threshold,1.514524734406578,938
1,own_scale,B,2026-01,38,threshold,1.5381532198955488,938
1,own_scale,B,2026-01,39,threshold,1.5215624574740976,938
1,own_scale,B,2026-01,40,threshold,1.5250721315832387,938
1,own_scale,B,2026-01,41,threshold,1.5086135346794363,938
1,own_scale,B,2026-01,42,threshold,1.502899167595401,938
1,own_scale,B,2026-01,43,threshold,1.4657217046268023,938
1,own_scale,B,2026-01,44,threshold,1.4698020316455702,938
1,own_scale,B,2026-01,45,threshold,1.5215624574740934,938
1,own_scale,B,2026-01,46,threshold,1.5455173180330064,938
1,own_scale,B,2026-01,47,threshold,1.4739872209157405,938
1,own_scale,B,2026-01,48,threshold,1.5953101907663196,938
1,own_scale,B,2026-01,49,threshold,1.6139269448003368,938
1,own_scale,B,2026-01,50,threshold,1.595368836052806,938
1,own_scale,B,2026-01,51,threshold,2.1984997073691677,938
1,own_scale,B,2026-01,52,threshold,1.9114110006117555,938
1,own_scale,B,2026-01,53,threshold,1.5795413522317774,938
1,own_scale,B,2026-01,54,threshold,1.5953101907663167,938
1,own_scale,B,2026-01,55,threshold,1.5493492880860784,938
1,own_scale,B,2026-01,56,threshold,1.5412314890479142,938
1,own_scale,B,2026-01,57,threshold,2.1984997073691277,938
1,own_scale,B,2026-01,58,threshold,1.8938123043603445,938
1,own_scale,B,2026-01,59,threshold,1.5614746285416639,938
1,own_scale,B,2026-02,0,linear,1.660768847269898,887
1,own_scale,B,2026-02,1,linear,1.6975680962012591,887
1,own_scale,B,2026-02,2,linear,1.8147740454578951,887
1,own_scale,B,2026-02,3,linear,1.660768847269898,887
1,own_scale,B,2026-02,4,linear,1.6213733530785914,887
1,own_scale,B,2026-02,5,linear,1.6792098733921654,887
1,own_scale,B,2026-02,6,linear,1.6387956688058447,887
1,own_scale,B,2026-02,7,linear,1.6420622864415726,887
1,own_scale,B,2026-02,8,linear,1.7488050997644016,887
1,own_scale,B,2026-02,9,linear,1.6387956688058438,887
1,own_scale,B,2026-02,10,linear,1.6030184802543357,887
1,own_scale,B,2026-02,11,linear,1.6911713632649972,887
1,own_scale,B,2026-02,12,qrf,1.7458349675240965,887
1,own_scale,B,2026-02,13,qrf,1.7296719949782065,887
1,own_scale,B,2026-02,14,qrf,1.809741972200412,887
1,own_scale,B,2026-02,15,qrf,1.572513349519727,887
1,own_scale,B,2026-02,16,qrf,1.5435316871731655,887
1,own_scale,B,2026-02,17,qrf,1.5656085382132086,887
1,own_scale,B,2026-02,18,qrf,1.7695884176758891,887
1,own_scale,B,2026-02,19,qrf,1.790052689091888,887
1,own_scale,B,2026-02,20,qrf,1.9290588130320823,887
1,own_scale,B,2026-02,21,qrf,1.5993982008231,887
1,own_scale,B,2026-02,22,qrf,1.5759230912865516,887
1,own_scale,B,2026-02,23,qrf,1.6227775322508784,887
1,own_scale,B,2026-02,24,boosting,1.6883298976973848,887
1,own_scale,B,2026-02,25,boosting,1.6558717579463476,887
1,own_scale,B,2026-02,26,boosting,1.7144695383475466,887
1,own_scale,B,2026-02,27,boosting,1.5834558003710293,887
1,own_scale,B,2026-02,28,boosting,1.5559685623427366,887
1,own_scale,B,2026-02,29,boosting,1.55259863932922,887
1,own_scale,B,2026-02,30,boosting,1.7001293562835829,887
1,own_scale,B,2026-02,31,boosting,1.6930480365459708,887
1,own_scale,B,2026-02,32,boosting,1.7614149913490926,887
1,own_scale,B,2026-02,33,boosting,1.5995165378988494,887
1,own_scale,B,2026-02,34,boosting,1.5830120762680715,887
1,own_scale,B,2026-02,35,boosting,1.6099743120603127,887
1,own_scale,B,2026-02,36,threshold,1.6088463836701927,887
1,own_scale,B,2026-02,37,threshold,1.623010680738825,887
1,own_scale,B,2026-02,38,threshold,1.6375329551850064,887
1,own_scale,B,2026-02,39,threshold,1.63611005877409,887
1,own_scale,B,2026-02,40,threshold,1.6381468010222737,887
1,own_scale,B,2026-02,41,threshold,1.6221217226999292,887
1,own_scale,B,2026-02,42,threshold,1.6088463836701925,887
1,own_scale,B,2026-02,43,threshold,1.5723911738100003,887
1,own_scale,B,2026-02,44,threshold,1.5797399963969478,887
1,own_scale,B,2026-02,45,threshold,1.63611005877409,887
1,own_scale,B,2026-02,46,threshold,1.671426498887184,887
1,own_scale,B,2026-02,47,threshold,1.6063322397683173,887
1,own_scale,B,2026-02,48,threshold,1.7342999617953294,887
1,own_scale,B,2026-02,49,threshold,1.7436632468302327,887
1,own_scale,B,2026-02,50,threshold,1.7116144590047973,887
1,own_scale,B,2026-02,51,threshold,2.3392022188956885,887
1,own_scale,B,2026-02,52,threshold,2.033025766777556,887
1,own_scale,B,2026-02,53,threshold,1.6776727362901311,887
1,own_scale,B,2026-02,54,threshold,1.7342999617953279,887
1,own_scale,B,2026-02,55,threshold,1.6741749180726762,887
1,own_scale,B,2026-02,56,threshold,1.664221080829396,887
1,own_scale,B,2026-02,57,threshold,2.3392022188956436,887
1,own_scale,B,2026-02,58,threshold,2.0207500413070703,887
1,own_scale,B,2026-02,59,threshold,1.682117420187807,887
1,own_scale,B,2026-03,0,linear,1.6886405470728127,887
1,own_scale,B,2026-03,1,linear,1.7474182644969771,887
1,own_scale,B,2026-03,2,linear,1.8851902155370481,887
1,own_scale,B,2026-03,3,linear,1.6886405470728127,887
1,own_scale,B,2026-03,4,linear,1.677666109154624,887
1,own_scale,B,2026-03,5,linear,1.8607593216291494,887
1,own_scale,B,2026-03,6,linear,1.711647344616301,887
1,own_scale,B,2026-03,7,linear,1.7032405043886263,887
1,own_scale,B,2026-03,8,linear,1.8104286083208938,887
1,own_scale,B,2026-03,9,linear,1.7116473446163003,887
1,own_scale,B,2026-03,10,linear,1.6849110323145011,887
1,own_scale,B,2026-03,11,linear,1.879951286551041,887
1,own_scale,B,2026-03,12,qrf,1.8655280333710509,887
1,own_scale,B,2026-03,13,qrf,1.8891756152299577,887
1,own_scale,B,2026-03,14,qrf,1.9664225656526046,887
1,own_scale,B,2026-03,15,qrf,1.6676468450886264,887
1,own_scale,B,2026-03,16,qrf,1.649188406095903,887
1,own_scale,B,2026-03,17,qrf,1.6610567322470111,887
1,own_scale,B,2026-03,18,qrf,1.9315648355528636,887
1,own_scale,B,2026-03,19,qrf,2.029967038222947,887
1,own_scale,B,2026-03,20,qrf,2.0834849306181016,887
1,own_scale,B,2026-03,21,qrf,1.6720704980794379,887
1,own_scale,B,2026-03,22,qrf,1.6571782040608987,887
1,own_scale,B,2026-03,23,qrf,1.6939688052723645,887
1,own_scale,B,2026-03,24,boosting,1.7885406158691766,887
1,own_scale,B,2026-03,25,boosting,1.7503776844063015,887
1,own_scale,B,2026-03,26,boosting,1.8521542136607734,887
1,own_scale,B,2026-03,27,boosting,1.7036100557650027,887
1,own_scale,B,2026-03,28,boosting,1.6494088178535267,887
1,own_scale,B,2026-03,29,boosting,1.6460564313078427,887
1,own_scale,B,2026-03,30,boosting,1.8221638876803001,887
1,own_scale,B,2026-03,31,boosting,1.8105531273337776,887
1,own_scale,B,2026-03,32,boosting,1.9375086217549164,887
1,own_scale,B,2026-03,33,boosting,1.7198800473428202,887
1,own_scale,B,2026-03,34,boosting,1.7011567630990683,887
1,own_scale,B,2026-03,35,boosting,1.7091066525458523,887
1,own_scale,B,2026-03,36,threshold,1.6957302661883962,887
1,own_scale,B,2026-03,37,threshold,1.7127197738982596,887
1,own_scale,B,2026-03,38,threshold,1.72406178980906,887
1,own_scale,B,2026-03,39,threshold,1.7281237190495093,887
1,own_scale,B,2026-03,40,threshold,1.728345756333949,887
1,own_scale,B,2026-03,41,threshold,1.7097079727167954,887
1,own_scale,B,2026-03,42,threshold,1.6957302661883957,887
1,own_scale,B,2026-03,43,threshold,1.6785798198938169,887
1,own_scale,B,2026-03,44,threshold,1.7024414560733707,887
1,own_scale,B,2026-03,45,threshold,1.7281237190495093,887
1,own_scale,B,2026-03,46,threshold,1.777015427739523,887
1,own_scale,B,2026-03,47,threshold,1.71726319938451,887
1,own_scale,B,2026-03,48,threshold,1.8130375932122857,887
1,own_scale,B,2026-03,49,threshold,1.8016967032834033,887
1,own_scale,B,2026-03,50,threshold,1.7870585220961568,887
1,own_scale,B,2026-03,51,threshold,2.4567842046950545,887
1,own_scale,B,2026-03,52,threshold,2.136405900307293,887
1,own_scale,B,2026-03,53,threshold,1.7602271673652128,887
1,own_scale,B,2026-03,54,threshold,1.8130375932122853,887
1,own_scale,B,2026-03,55,threshold,1.7662425669555155,887
1,own_scale,B,2026-03,56,threshold,1.7697231632302945,887
1,own_scale,B,2026-03,57,threshold,2.456784204695013,887
1,own_scale,B,2026-03,58,threshold,2.1311277757823324,887
1,own_scale,B,2026-03,59,threshold,1.8091818135540811,887
1,own_scale,F,2025-12,0,linear,1.344180760205132,955
1,own_scale,F,2025-12,1,linear,1.327806169715033,955
1,own_scale,F,2025-12,2,linear,1.353712257423481,955
1,own_scale,F,2025-12,3,linear,1.3441807602051323,955
1,own_scale,F,2025-12,4,linear,1.3227514099813706,955
1,own_scale,F,2025-12,5,linear,1.34421578094892,955
1,own_scale,F,2025-12,6,linear,1.3295182184957801,955
1,own_scale,F,2025-12,7,linear,1.3222922311912262,955
1,own_scale,F,2025-12,8,linear,1.356060873751177,955
1,own_scale,F,2025-12,9,linear,1.329518218495783,955
1,own_scale,F,2025-12,10,linear,1.2958747286757846,955
1,own_scale,F,2025-12,11,linear,1.3427441426559483,955
1,own_scale,F,2025-12,12,qrf,1.3516372846864404,955
1,own_scale,F,2025-12,13,qrf,1.3545465776446177,955
1,own_scale,F,2025-12,14,qrf,1.3516511776268003,955
1,own_scale,F,2025-12,15,qrf,1.3021909627268429,955
1,own_scale,F,2025-12,16,qrf,1.2856421599135859,955
1,own_scale,F,2025-12,17,qrf,1.3120322109791223,955
1,own_scale,F,2025-12,18,qrf,1.3534501807518708,955
1,own_scale,F,2025-12,19,qrf,1.3551444634962002,955
1,own_scale,F,2025-12,20,qrf,1.3488019905758208,955
1,own_scale,F,2025-12,21,qrf,1.3112880142414662,955
1,own_scale,F,2025-12,22,qrf,1.2976848283249744,955
1,own_scale,F,2025-12,23,qrf,1.327303933690782,955
1,own_scale,F,2025-12,24,boosting,1.3377337048331597,955
1,own_scale,F,2025-12,25,boosting,1.3433789080520087,955
1,own_scale,F,2025-12,26,boosting,1.338803271837221,955
1,own_scale,F,2025-12,27,boosting,1.3249870820947092,955
1,own_scale,F,2025-12,28,boosting,1.3304809463799327,955
1,own_scale,F,2025-12,29,boosting,1.3071076151519745,955
1,own_scale,F,2025-12,30,boosting,1.3367971878749818,955
1,own_scale,F,2025-12,31,boosting,1.336405501942314,955
1,own_scale,F,2025-12,32,boosting,1.347921575392932,955
1,own_scale,F,2025-12,33,boosting,1.3339801824962292,955
1,own_scale,F,2025-12,34,boosting,1.3405184694471255,955
1,own_scale,F,2025-12,35,boosting,1.3108574575676921,955
1,own_scale,F,2025-12,36,threshold,1.378380180301248,955
1,own_scale,F,2025-12,37,threshold,1.3664827478326536,955
1,own_scale,F,2025-12,38,threshold,1.350170564269783,955
1,own_scale,F,2025-12,39,threshold,1.4445872759276923,955
1,own_scale,F,2025-12,40,threshold,1.3912524766900123,955
1,own_scale,F,2025-12,41,threshold,1.3572485698229488,955
1,own_scale,F,2025-12,42,threshold,1.3783801803012299,955
1,own_scale,F,2025-12,43,threshold,1.3285232372903344,955
1,own_scale,F,2025-12,44,threshold,1.2958753736504807,955
1,own_scale,F,2025-12,45,threshold,1.444587275927685,955
1,own_scale,F,2025-12,46,threshold,1.3741973205652127,955
1,own_scale,F,2025-12,47,threshold,1.3328911514292057,955
1,own_scale,F,2025-12,48,threshold,1.5070912908985425,955
1,own_scale,F,2025-12,49,threshold,1.397106954590073,955
1,own_scale,F,2025-12,50,threshold,1.3236596408509866,955
1,own_scale,F,2025-12,51,threshold,1.492407263736714,955
1,own_scale,F,2025-12,52,threshold,1.3914043802975957,955
1,own_scale,F,2025-12,53,threshold,1.3542545984993621,955
1,own_scale,F,2025-12,54,threshold,1.5070912908985425,955
1,own_scale,F,2025-12,55,threshold,1.3688583951390842,955
1,own_scale,F,2025-12,56,threshold,1.3032175828875199,955
1,own_scale,F,2025-12,57,threshold,1.4924072637367054,955
1,own_scale,F,2025-12,58,threshold,1.4029559772344613,955
1,own_scale,F,2025-12,59,threshold,1.3186703000057858,955
1,own_scale,F,2026-01,0,linear,1.5380937262582668,938
1,own_scale,F,2026-01,1,linear,1.5998852082453583,938
1,own_scale,F,2026-01,2,linear,1.7246008293735864,938
1,own_scale,F,2026-01,3,linear,1.538093726258266,938
1,own_scale,F,2026-01,4,linear,1.5408775306162443,938
1,own_scale,F,2026-01,5,linear,1.5418835911438598,938
1,own_scale,F,2026-01,6,linear,1.5276931259363438,938
1,own_scale,F,2026-01,7,linear,1.5452456763679783,938
1,own_scale,F,2026-01,8,linear,1.6579453921016003,938
1,own_scale,F,2026-01,9,linear,1.5276931259363475,938
1,own_scale,F,2026-01,10,linear,1.493584077382382,938
1,own_scale,F,2026-01,11,linear,1.5236654533175358,938
1,own_scale,F,2026-01,12,qrf,1.5770733370217314,938
1,own_scale,F,2026-01,13,qrf,1.588818753506661,938
1,own_scale,F,2026-01,14,qrf,1.6168691213736448,938
1,own_scale,F,2026-01,15,qrf,1.463134460541604,938
1,own_scale,F,2026-01,16,qrf,1.4305649187098353,938
1,own_scale,F,2026-01,17,qrf,1.4630441624838313,938
1,own_scale,F,2026-01,18,qrf,1.5952827176869386,938
1,own_scale,F,2026-01,19,qrf,1.6208473419599887,938
1,own_scale,F,2026-01,20,qrf,1.7084726051114003,938
1,own_scale,F,2026-01,21,qrf,1.4844015249108469,938
1,own_scale,F,2026-01,22,qrf,1.4570723379993278,938
1,own_scale,F,2026-01,23,qrf,1.5088730925133296,938
1,own_scale,F,2026-01,24,boosting,1.5602335247174566,938
1,own_scale,F,2026-01,25,boosting,1.54627922514499,938
1,own_scale,F,2026-01,26,boosting,1.595208690520241,938
1,own_scale,F,2026-01,27,boosting,1.475036858912192,938
1,own_scale,F,2026-01,28,boosting,1.4565101874023128,938
1,own_scale,F,2026-01,29,boosting,1.4547778632839332,938
1,own_scale,F,2026-01,30,boosting,1.5806215085984596,938
