sample,horizon,calibration,comparison,n,fold,improvement_pct
native,6,calibrated,scale__B__qrf,703,2026-01,10.527244182289387
native,6,calibrated,scale__B__qrf,703,2026-02,0.7288770324229032
native,6,calibrated,scale__B__qrf,703,2026-03,-0.3594448476071044
native,6,calibrated,scale__B__boosting,703,2025-12,-0.8792647045250179
native,6,calibrated,scale__B__boosting,703,2026-01,-0.634883086986382
native,6,calibrated,scale__B__boosting,703,2026-02,1.0473191009451543
native,6,calibrated,scale__B__boosting,703,2026-03,0.7720012028959222
native,6,calibrated,scale__B__threshold,703,2025-12,-6.14004762713769
native,6,calibrated,scale__B__threshold,703,2026-01,-0.8763187132975858
native,6,calibrated,scale__B__threshold,703,2026-02,-1.6148686031180137
native,6,calibrated,scale__B__threshold,703,2026-03,-0.898440289479363
native,6,calibrated,scale__B__ml_selected,703,2025-12,0.2530525171865139
native,6,calibrated,scale__B__ml_selected,703,2026-01,-0.634883086986382
native,6,calibrated,scale__B__ml_selected,703,2026-02,6.263034246019239
native,6,calibrated,scale__B__ml_selected,703,2026-03,-0.3594448476071044
native,6,calibrated,scale__F__linear,703,2025-12,0.0
native,6,calibrated,scale__F__linear,703,2026-01,0.0
native,6,calibrated,scale__F__linear,703,2026-02,0.0
native,6,calibrated,scale__F__linear,703,2026-03,-6.193455017944038
native,6,calibrated,scale__F__qrf,703,2025-12,0.3661518385368989
native,6,calibrated,scale__F__qrf,703,2026-01,0.697739751477644
native,6,calibrated,scale__F__qrf,703,2026-02,-0.8434128271711083
native,6,calibrated,scale__F__qrf,703,2026-03,-0.030873331968095385
native,6,calibrated,scale__F__boosting,703,2025-12,-2.2176905118215906
native,6,calibrated,scale__F__boosting,703,2026-01,10.198455343867108
native,6,calibrated,scale__F__boosting,703,2026-02,0.5133597560979863
native,6,calibrated,scale__F__boosting,703,2026-03,2.046565615207163
native,6,calibrated,scale__F__threshold,703,2025-12,0.23429657494867806
native,6,calibrated,scale__F__threshold,703,2026-01,-0.606655116310062
native,6,calibrated,scale__F__threshold,703,2026-02,-1.717063170447064
native,6,calibrated,scale__F__threshold,703,2026-03,-3.322908794607926
native,6,calibrated,scale__F__ml_selected,703,2025-12,0.3661518385368989
native,6,calibrated,scale__F__ml_selected,703,2026-01,3.9817567788181574
native,6,calibrated,scale__F__ml_selected,703,2026-02,6.09236557188032
native,6,calibrated,scale__F__ml_selected,703,2026-03,-0.030873331968095385
native,12,raw,original__nonlinear_R,509,2025-12,9.656061599560928
native,12,raw,original__nonlinear_R,509,2026-01,7.2390950863482235
native,12,raw,original__nonlinear_R,509,2026-02,-0.3800331224419251
native,12,raw,original__nonlinear_R,509,2026-03,3.500303410938166
native,12,raw,original__nonlinear_F,509,2025-12,13.666454431627606
native,12,raw,original__nonlinear_F,509,2026-01,4.126446139520457
native,12,raw,original__nonlinear_F,509,2026-02,18.29707723103673
native,12,raw,original__nonlinear_F,509,2026-03,4.810877181931006
native,12,raw,original__market_B_vs_R,509,2025-12,1.3110379334657751
native,12,raw,original__market_B_vs_R,509,2026-01,-2.2331107770327874
native,12,raw,original__market_B_vs_R,509,2026-02,1.7942342839629033
native,12,raw,original__market_B_vs_R,509,2026-03,1.459871922548639
native,12,raw,original__position_F_vs_B,509,2025-12,1.0299955438091923
native,12,raw,original__position_F_vs_B,509,2026-01,-3.438032747274078
native,12,raw,original__position_F_vs_B,509,2026-02,0.9478566218982687
native,12,raw,original__position_F_vs_B,509,2026-03,-1.1121344881914297
native,12,raw,original__total_F_vs_R,509,2025-12,2.327529844982612
native,12,raw,original__total_F_vs_R,509,2026-01,-5.747918604104152
native,12,raw,original__total_F_vs_R,509,2026-02,2.725084137388256
native,12,raw,original__total_F_vs_R,509,2026-03,0.3639731734913054
native,12,raw,original__ml_vs_threshold_F,509,2025-12,8.475475287809587
native,12,raw,original__ml_vs_threshold_F,509,2026-01,4.7765411371272215
native,12,raw,original__ml_vs_threshold_F,509,2026-02,22.83637139112843
native,12,raw,original__ml_vs_threshold_F,509,2026-03,14.00114976025546
native,12,raw,own_scale__nonlinear_R,509,2025-12,9.651196367668835
native,12,raw,own_scale__nonlinear_R,509,2026-01,5.376976375080622
native,12,raw,own_scale__nonlinear_R,509,2026-02,-1.420206368725463
native,12,raw,own_scale__nonlinear_R,509,2026-03,4.9971482157048275
native,12,raw,own_scale__nonlinear_F,509,2025-12,15.30686292985839
native,12,raw,own_scale__nonlinear_F,509,2026-01,2.114972576812668
native,12,raw,own_scale__nonlinear_F,509,2026-02,18.74473402605078
native,12,raw,own_scale__nonlinear_F,509,2026-03,4.9489563547089555
native,12,raw,own_scale__market_B_vs_R,509,2025-12,-0.46729214010066134
native,12,raw,own_scale__market_B_vs_R,509,2026-01,-0.5459448234994113
native,12,raw,own_scale__market_B_vs_R,509,2026-02,0.5412339831623147
native,12,raw,own_scale__market_B_vs_R,509,2026-03,-7.930042180097319
native,12,raw,own_scale__position_F_vs_B,509,2025-12,4.63418388614989
native,12,raw,own_scale__position_F_vs_B,509,2026-01,-3.7326420697366025
native,12,raw,own_scale__position_F_vs_B,509,2026-02,3.7292034348757053
native,12,raw,own_scale__position_F_vs_B,509,2026-03,2.587415064292553
native,12,raw,own_scale__total_F_vs_R,509,2025-12,4.188546923107017
native,12,raw,own_scale__total_F_vs_R,509,2026-01,-4.29896505939551
native,12,raw,own_scale__total_F_vs_R,509,2026-02,4.250253701747209
native,12,raw,own_scale__total_F_vs_R,509,2026-03,-5.137444009832159
native,12,raw,own_scale__ml_vs_threshold_F,509,2025-12,10.216798690748197
native,12,raw,own_scale__ml_vs_threshold_F,509,2026-01,2.525107906507873
native,12,raw,own_scale__ml_vs_threshold_F,509,2026-02,8.378223955186293
native,12,raw,own_scale__ml_vs_threshold_F,509,2026-03,3.386086164054014
native,12,raw,scale__R__linear,509,2025-12,0.0
native,12,raw,scale__R__linear,509,2026-01,0.5266876720404379
native,12,raw,scale__R__linear,509,2026-02,0.0
native,12,raw,scale__R__linear,509,2026-03,5.077974624544746
native,12,raw,scale__R__qrf,509,2025-12,-0.7206016723967146
native,12,raw,scale__R__qrf,509,2026-01,6.943605132833319
native,12,raw,scale__R__qrf,509,2026-02,-1.0362352092619487
native,12,raw,scale__R__qrf,509,2026-03,1.0276790587841256
native,12,raw,scale__R__boosting,509,2025-12,2.4112798856643747
native,12,raw,scale__R__boosting,509,2026-01,-1.470178532855737
native,12,raw,scale__R__boosting,509,2026-02,-2.13754558564212
native,12,raw,scale__R__boosting,509,2026-03,9.042243957413188
native,12,raw,scale__R__threshold,509,2025-12,-0.03741022803138705
native,12,raw,scale__R__threshold,509,2026-01,6.0198091262208875
native,12,raw,scale__R__threshold,509,2026-02,2.440530916378225
native,12,raw,scale__R__threshold,509,2026-03,10.081294142093366
native,12,raw,scale__R__ml_selected,509,2025-12,-0.005385233340771123
native,12,raw,scale__R__ml_selected,509,2026-01,-1.470178532855737
native,12,raw,scale__R__ml_selected,509,2026-02,-1.0362352092619487
native,12,raw,scale__R__ml_selected,509,2026-03,6.55034754967666
native,12,raw,scale__B__linear,509,2025-12,0.0
native,12,raw,scale__B__linear,509,2026-01,0.5266876720404379
native,12,raw,scale__B__linear,509,2026-02,0.0
native,12,raw,scale__B__linear,509,2026-03,4.783786684076608
native,12,raw,scale__B__qrf,509,2025-12,-1.8074366518078921
native,12,raw,scale__B__qrf,509,2026-01,0.20439665338664037
native,12,raw,scale__B__qrf,509,2026-02,-2.32534926673007
native,12,raw,scale__B__qrf,509,2026-03,-2.354493823585635
native,12,raw,scale__B__boosting,509,2025-12,1.2082318195431707
native,12,raw,scale__B__boosting,509,2026-01,3.076554776978102
native,12,raw,scale__B__boosting,509,2026-02,0.0
native,12,raw,scale__B__boosting,509,2026-03,6.666584320497848
native,12,raw,scale__B__threshold,509,2025-12,0.050606411935361084
native,12,raw,scale__B__threshold,509,2026-01,2.2566479820418928
native,12,raw,scale__B__threshold,509,2026-02,-6.4428520152632895
native,12,raw,scale__B__threshold,509,2026-03,10.307766581007327
native,12,raw,scale__B__ml_selected,509,2025-12,-1.8074366518078921
native,12,raw,scale__B__ml_selected,509,2026-01,0.20439665338664037
native,12,raw,scale__B__ml_selected,509,2026-02,-2.32534926673007
native,12,raw,scale__B__ml_selected,509,2026-03,-2.354493823585635
native,12,raw,scale__F__linear,509,2025-12,0.0
native,12,raw,scale__F__linear,509,2026-01,1.976737095746417
native,12,raw,scale__F__linear,509,2026-02,0.0
native,12,raw,scale__F__linear,509,2026-03,1.247263424736178
native,12,raw,scale__F__qrf,509,2025-12,1.9000823925754862
native,12,raw,scale__F__qrf,509,2026-01,-0.07983840315701762
native,12,raw,scale__F__qrf,509,2026-02,0.5479079325961478
native,12,raw,scale__F__qrf,509,2026-03,1.3905118944371964
native,12,raw,scale__F__boosting,509,2025-12,-1.4232677130159077
native,12,raw,scale__F__boosting,509,2026-01,3.9240299282006452
native,12,raw,scale__F__boosting,509,2026-02,3.4649338072734848
native,12,raw,scale__F__boosting,509,2026-03,8.005140005928336
native,12,raw,scale__F__threshold,509,2025-12,-0.002541704863046057
native,12,raw,scale__F__threshold,509,2026-01,2.231762759527678
native,12,raw,scale__F__threshold,509,2026-02,16.241698994014985
native,12,raw,scale__F__threshold,509,2026-03,12.224831154154103
native,12,raw,scale__F__ml_selected,509,2025-12,1.9000823925754862
native,12,raw,scale__F__ml_selected,509,2026-01,-0.07983840315701762
native,12,raw,scale__F__ml_selected,509,2026-02,0.5479079325961478
native,12,raw,scale__F__ml_selected,509,2026-03,1.3905118944371964
native,12,calibrated,original__nonlinear_R,509,2025-12,14.071062220509756
native,12,calibrated,original__nonlinear_R,509,2026-01,11.605256999484514
native,12,calibrated,original__nonlinear_R,509,2026-02,0.3044703836052376
native,12,calibrated,original__nonlinear_R,509,2026-03,0.349097983417368
native,12,calibrated,original__nonlinear_F,509,2025-12,20.745302303106982
native,12,calibrated,original__nonlinear_F,509,2026-01,17.37673952581438
native,12,calibrated,original__nonlinear_F,509,2026-02,18.81148369070903
native,12,calibrated,original__nonlinear_F,509,2026-03,-3.744928494195454
native,12,calibrated,original__market_B_vs_R,509,2025-12,-1.3577874834431736
native,12,calibrated,original__market_B_vs_R,509,2026-01,-1.473431508871248
native,12,calibrated,original__market_B_vs_R,509,2026-02,2.028653512336265
native,12,calibrated,original__market_B_vs_R,509,2026-03,-1.0552779213359287
native,12,calibrated,original__position_F_vs_B,509,2025-12,2.29344024513235
native,12,calibrated,original__position_F_vs_B,509,2026-01,5.292057117066418
native,12,calibrated,original__position_F_vs_B,509,2026-02,0.37899722098713173
native,12,calibrated,original__position_F_vs_B,509,2026-03,-1.9737766889431851
native,12,calibrated,original__total_F_vs_R,509,2025-12,0.9667928062778386
native,12,calibrated,original__total_F_vs_R,509,2026-01,3.8966004452254843
native,12,calibrated,original__total_F_vs_R,509,2026-02,2.399962192888183
native,12,calibrated,original__total_F_vs_R,509,2026-03,-3.049883439894008
native,12,calibrated,original__ml_vs_threshold_F,509,2025-12,11.886004732832255
native,12,calibrated,original__ml_vs_threshold_F,509,2026-01,8.75033355390843
native,12,calibrated,original__ml_vs_threshold_F,509,2026-02,19.62219571341366
native,12,calibrated,original__ml_vs_threshold_F,509,2026-03,-3.520658501002605
native,12,calibrated,own_scale__nonlinear_R,509,2025-12,13.15139476985726
native,12,calibrated,own_scale__nonlinear_R,509,2026-01,7.105193215946615
native,12,calibrated,own_scale__nonlinear_R,509,2026-02,-3.353544929583885
native,12,calibrated,own_scale__nonlinear_R,509,2026-03,-7.611029843370587
native,12,calibrated,own_scale__nonlinear_F,509,2025-12,21.13069033390975
native,12,calibrated,own_scale__nonlinear_F,509,2026-01,15.131388802440327
native,12,calibrated,own_scale__nonlinear_F,509,2026-02,18.868244499625007
native,12,calibrated,own_scale__nonlinear_F,509,2026-03,-5.039680894662646
native,12,calibrated,own_scale__market_B_vs_R,509,2025-12,-0.6458023488269848
native,12,calibrated,own_scale__market_B_vs_R,509,2026-01,2.845047103969389
native,12,calibrated,own_scale__market_B_vs_R,509,2026-02,-0.3989874301937535
native,12,calibrated,own_scale__market_B_vs_R,509,2026-03,5.222564400415308
native,12,calibrated,own_scale__position_F_vs_B,509,2025-12,3.104133275544918
native,12,calibrated,own_scale__position_F_vs_B,509,2026-01,5.185795544406746
native,12,calibrated,own_scale__position_F_vs_B,509,2026-02,6.29403679848437
native,12,calibrated,own_scale__position_F_vs_B,509,2026-03,-3.867718387007746
native,12,calibrated,own_scale__total_F_vs_R,509,2025-12,2.478377492322126
native,12,calibrated,own_scale__total_F_vs_R,509,2026-01,7.883304322422225
native,12,calibrated,own_scale__total_F_vs_R,509,2026-02,5.920161783968336
native,12,calibrated,own_scale__total_F_vs_R,509,2026-03,1.5568400969957596
native,12,calibrated,own_scale__ml_vs_threshold_F,509,2025-12,11.590261637619415
native,12,calibrated,own_scale__ml_vs_threshold_F,509,2026-01,5.0322022610020944
native,12,calibrated,own_scale__ml_vs_threshold_F,509,2026-02,8.952381115494845
native,12,calibrated,own_scale__ml_vs_threshold_F,509,2026-03,-2.7376989285811337
native,12,calibrated,scale__R__linear,509,2025-12,0.0
native,12,calibrated,scale__R__linear,509,2026-01,0.4034680642253319
native,12,calibrated,scale__R__linear,509,2026-02,0.0
native,12,calibrated,scale__R__linear,509,2026-03,2.5079647349416256
native,12,calibrated,scale__R__qrf,509,2025-12,0.3967481912493409
native,12,calibrated,scale__R__qrf,509,2026-01,1.5647002160892542
native,12,calibrated,scale__R__qrf,509,2026-02,-3.6691869006206357
native,12,calibrated,scale__R__qrf,509,2026-03,-0.6678996949800009
native,12,calibrated,scale__R__boosting,509,2025-12,-0.5474670307230145
native,12,calibrated,scale__R__boosting,509,2026-01,-4.6668645270187215
native,12,calibrated,scale__R__boosting,509,2026-02,1.638610448131872
native,12,calibrated,scale__R__boosting,509,2026-03,2.042881747591385
native,12,calibrated,scale__R__threshold,509,2025-12,0.059949470230602486
native,12,calibrated,scale__R__threshold,509,2026-01,0.4116254292009902
native,12,calibrated,scale__R__threshold,509,2026-02,1.0029582256730452
native,12,calibrated,scale__R__threshold,509,2026-03,-2.4808378156246036
native,12,calibrated,scale__R__ml_selected,509,2025-12,-1.0702651218760906
native,12,calibrated,scale__R__ml_selected,509,2026-01,-4.6668645270187215
native,12,calibrated,scale__R__ml_selected,509,2026-02,-3.6691869006206357
native,12,calibrated,scale__R__ml_selected,509,2026-03,-5.279712517336965
native,12,calibrated,scale__B__linear,509,2025-12,0.0
native,12,calibrated,scale__B__linear,509,2026-01,0.4034680642253319
native,12,calibrated,scale__B__linear,509,2026-02,0.0
native,12,calibrated,scale__B__linear,509,2026-03,-1.0451018749335406
native,12,calibrated,scale__B__qrf,509,2025-12,-0.3602996805897263
native,12,calibrated,scale__B__qrf,509,2026-01,-0.2124806630660725
native,12,calibrated,scale__B__qrf,509,2026-02,-6.238015151138088
native,12,calibrated,scale__B__qrf,509,2026-03,1.2605637399568548
native,12,calibrated,scale__B__boosting,509,2025-12,0.18792991810956394
native,12,calibrated,scale__B__boosting,509,2026-01,1.333481560933103
native,12,calibrated,scale__B__boosting,509,2026-02,0.0
native,12,calibrated,scale__B__boosting,509,2026-03,2.4990871877950904
native,12,calibrated,scale__B__threshold,509,2025-12,-0.09201196426769087
native,12,calibrated,scale__B__threshold,509,2026-01,0.5885207071461229
native,12,calibrated,scale__B__threshold,509,2026-02,-8.128495125798407
native,12,calibrated,scale__B__threshold,509,2026-03,-1.6768891630945193
native,12,calibrated,scale__B__ml_selected,509,2025-12,-0.3602996805897263
native,12,calibrated,scale__B__ml_selected,509,2026-01,-0.2124806630660725
native,12,calibrated,scale__B__ml_selected,509,2026-02,-6.238015151138088
native,12,calibrated,scale__B__ml_selected,509,2026-03,1.2605637399568548
native,12,calibrated,scale__F__linear,509,2025-12,-0.013920893854391103
native,12,calibrated,scale__F__linear,509,2026-01,2.329356655232362
native,12,calibrated,scale__F__linear,509,2026-02,0.0
native,12,calibrated,scale__F__linear,509,2026-03,0.666391360755314
native,12,calibrated,scale__F__qrf,509,2025-12,0.47241201947723077
native,12,calibrated,scale__F__qrf,509,2026-01,-0.32491828414868973
native,12,calibrated,scale__F__qrf,509,2026-02,0.0699123613735586
native,12,calibrated,scale__F__qrf,509,2026-03,-0.5733071006487789
native,12,calibrated,scale__F__boosting,509,2025-12,-0.48440961651332604
native,12,calibrated,scale__F__boosting,509,2026-01,0.7104962561130801
native,12,calibrated,scale__F__boosting,509,2026-02,0.9585153270579849
native,12,calibrated,scale__F__boosting,509,2026-03,2.6488778955282677
native,12,calibrated,scale__F__threshold,509,2025-12,0.8053458961479132
native,12,calibrated,scale__F__threshold,509,2026-01,3.602952288945427
native,12,calibrated,scale__F__threshold,509,2026-02,11.78065802305257
native,12,calibrated,scale__F__threshold,509,2026-03,-1.3397719363005711
native,12,calibrated,scale__F__ml_selected,509,2025-12,0.47241201947723077
native,12,calibrated,scale__F__ml_selected,509,2026-01,-0.32491828414868973
native,12,calibrated,scale__F__ml_selected,509,2026-02,0.0699123613735586
native,12,calibrated,scale__F__ml_selected,509,2026-03,-0.5733071006487789
common_origins,1,raw,original__nonlinear_R,239,2025-12,21.649512289644157
common_origins,1,raw,original__nonlinear_R,239,2026-01,-6.487101462335443
common_origins,1,raw,original__nonlinear_R,239,2026-02,-21.898044354433477
common_origins,1,raw,original__nonlinear_R,239,2026-03,1.2207788968574773
common_origins,1,raw,original__nonlinear_F,239,2025-12,21.37217887555971
common_origins,1,raw,original__nonlinear_F,239,2026-01,-7.693653376141429
common_origins,1,raw,original__nonlinear_F,239,2026-02,-34.65749183960747
common_origins,1,raw,original__nonlinear_F,239,2026-03,0.492066054517204
common_origins,1,raw,original__market_B_vs_R,239,2025-12,-3.054229582350332
common_origins,1,raw,original__market_B_vs_R,239,2026-01,5.671255117846918
common_origins,1,raw,original__market_B_vs_R,239,2026-02,-0.387158026381651
common_origins,1,raw,original__market_B_vs_R,239,2026-03,-2.637816845412977
common_origins,1,raw,original__position_F_vs_B,239,2025-12,-0.5653305004060805
common_origins,1,raw,original__position_F_vs_B,239,2026-01,-2.6629838721718313
common_origins,1,raw,original__position_F_vs_B,239,2026-02,-0.13987841546367896
common_origins,1,raw,original__position_F_vs_B,239,2026-03,1.2084457415634242
common_origins,1,raw,original__total_F_vs_R,239,2025-12,-3.6368265741378636
common_origins,1,raw,original__total_F_vs_R,239,2026-01,3.15929585481306
common_origins,1,raw,original__total_F_vs_R,239,2026-02,-0.5275779923579638
common_origins,1,raw,original__total_F_vs_R,239,2026-03,-1.3974945185109222
common_origins,1,raw,original__ml_vs_threshold_F,239,2025-12,-9.622702603467893
common_origins,1,raw,original__ml_vs_threshold_F,239,2026-01,0.9010082781490736
common_origins,1,raw,original__ml_vs_threshold_F,239,2026-02,-1.958231113276776
common_origins,1,raw,original__ml_vs_threshold_F,239,2026-03,12.795532883905514
common_origins,1,raw,own_scale__nonlinear_R,239,2025-12,14.256313485667372
common_origins,1,raw,own_scale__nonlinear_R,239,2026-01,0.26178170438708737
common_origins,1,raw,own_scale__nonlinear_R,239,2026-02,-10.110597881088879
common_origins,1,raw,own_scale__nonlinear_R,239,2026-03,0.3989452545668737
common_origins,1,raw,own_scale__nonlinear_F,239,2025-12,11.547799013764825
common_origins,1,raw,own_scale__nonlinear_F,239,2026-01,-7.516819784723139
common_origins,1,raw,own_scale__nonlinear_F,239,2026-02,-37.06963098361227
common_origins,1,raw,own_scale__nonlinear_F,239,2026-03,-2.599399868096497
common_origins,1,raw,own_scale__market_B_vs_R,239,2025-12,0.43247784021186453
common_origins,1,raw,own_scale__market_B_vs_R,239,2026-01,-3.685469500720595
common_origins,1,raw,own_scale__market_B_vs_R,239,2026-02,-14.471137050127858
common_origins,1,raw,own_scale__market_B_vs_R,239,2026-03,1.3392457186110818
common_origins,1,raw,own_scale__position_F_vs_B,239,2025-12,-1.4170957762356995
common_origins,1,raw,own_scale__position_F_vs_B,239,2026-01,1.317752220218582
common_origins,1,raw,own_scale__position_F_vs_B,239,2026-02,-0.37171707379290986
common_origins,1,raw,own_scale__position_F_vs_B,239,2026-03,-1.164158160051687
common_origins,1,raw,own_scale__total_F_vs_R,239,2025-12,-0.9784893108170323
common_origins,1,raw,own_scale__total_F_vs_R,239,2026-01,-2.3191519243307868
common_origins,1,raw,own_scale__total_F_vs_R,239,2026-02,-14.896645811108055
common_origins,1,raw,own_scale__total_F_vs_R,239,2026-03,0.19067849687575134
common_origins,1,raw,own_scale__ml_vs_threshold_F,239,2025-12,-5.361369846714625
common_origins,1,raw,own_scale__ml_vs_threshold_F,239,2026-01,9.833758996196485
common_origins,1,raw,own_scale__ml_vs_threshold_F,239,2026-02,2.45165188261276
common_origins,1,raw,own_scale__ml_vs_threshold_F,239,2026-03,7.8957048556590355
common_origins,1,raw,scale__R__linear,239,2025-12,9.862461743342566
common_origins,1,raw,scale__R__linear,239,2026-01,7.606802143996183
common_origins,1,raw,scale__R__linear,239,2026-02,6.720709222756471
common_origins,1,raw,scale__R__linear,239,2026-03,-1.1592580689196774
common_origins,1,raw,scale__R__qrf,239,2025-12,1.357029811685917
common_origins,1,raw,scale__R__qrf,239,2026-01,3.8355662102141475
common_origins,1,raw,scale__R__qrf,239,2026-02,5.7566980577793085
common_origins,1,raw,scale__R__qrf,239,2026-03,-5.436697394045353
common_origins,1,raw,scale__R__boosting,239,2025-12,-9.491965471767404
common_origins,1,raw,scale__R__boosting,239,2026-01,3.6751504961092696
common_origins,1,raw,scale__R__boosting,239,2026-02,9.58716677538467
common_origins,1,raw,scale__R__boosting,239,2026-03,1.415117762590845
common_origins,1,raw,scale__R__threshold,239,2025-12,0.0
common_origins,1,raw,scale__R__threshold,239,2026-01,7.220281105572557
common_origins,1,raw,scale__R__threshold,239,2026-02,8.866399186816821
common_origins,1,raw,scale__R__threshold,239,2026-03,2.4207687927406685
common_origins,1,raw,scale__R__ml_selected,239,2025-12,1.357029811685917
common_origins,1,raw,scale__R__ml_selected,239,2026-01,13.462449346024673
common_origins,1,raw,scale__R__ml_selected,239,2026-02,15.740744391748219
common_origins,1,raw,scale__R__ml_selected,239,2026-03,-2.0008933904149595
common_origins,1,raw,scale__B__linear,239,2025-12,6.955672398386148
common_origins,1,raw,scale__B__linear,239,2026-01,6.8884273443518
common_origins,1,raw,scale__B__linear,239,2026-02,6.913574392167698
common_origins,1,raw,scale__B__linear,239,2026-03,0.6349950097703894
common_origins,1,raw,scale__B__qrf,239,2025-12,4.694487941576009
common_origins,1,raw,scale__B__qrf,239,2026-01,1.4747193059316266
common_origins,1,raw,scale__B__qrf,239,2026-02,3.9194555747939397
common_origins,1,raw,scale__B__qrf,239,2026-03,-3.9710292754079557
common_origins,1,raw,scale__B__boosting,239,2025-12,-8.647793886587252
common_origins,1,raw,scale__B__boosting,239,2026-01,-0.14377006955359484
common_origins,1,raw,scale__B__boosting,239,2026-02,12.024132240431362
common_origins,1,raw,scale__B__boosting,239,2026-03,1.9514893381753828
common_origins,1,raw,scale__B__threshold,239,2025-12,-6.661338147750939e-14
common_origins,1,raw,scale__B__threshold,239,2026-01,-0.4945062860302718
common_origins,1,raw,scale__B__threshold,239,2026-02,7.511104512931266
common_origins,1,raw,scale__B__threshold,239,2026-03,-2.4271986904309983
common_origins,1,raw,scale__B__ml_selected,239,2025-12,4.694487941576009
common_origins,1,raw,scale__B__ml_selected,239,2026-01,4.878554461743434
common_origins,1,raw,scale__B__ml_selected,239,2026-02,3.9194555747939397
common_origins,1,raw,scale__B__ml_selected,239,2026-03,1.9514893381753828
common_origins,1,raw,scale__F__linear,239,2025-12,14.562506176455303
common_origins,1,raw,scale__F__linear,239,2026-01,8.416488308622261
common_origins,1,raw,scale__F__linear,239,2026-02,5.391746221398053
common_origins,1,raw,scale__F__linear,239,2026-03,2.622023954039465
common_origins,1,raw,scale__F__qrf,239,2025-12,3.8872721211477335
common_origins,1,raw,scale__F__qrf,239,2026-01,3.0766499180671314
common_origins,1,raw,scale__F__qrf,239,2026-02,3.6970148762076382
common_origins,1,raw,scale__F__qrf,239,2026-03,-0.4032694333613085
common_origins,1,raw,scale__F__boosting,239,2025-12,1.8006225470747927
common_origins,1,raw,scale__F__boosting,239,2026-01,2.8098006738815795
common_origins,1,raw,scale__F__boosting,239,2026-02,7.6628269855824716
common_origins,1,raw,scale__F__boosting,239,2026-03,-0.6976643097315272
common_origins,1,raw,scale__F__threshold,239,2025-12,3.3306690738754696e-14
common_origins,1,raw,scale__F__threshold,239,2026-01,-0.4913922947509253
common_origins,1,raw,scale__F__threshold,239,2026-02,-0.656568805596569
common_origins,1,raw,scale__F__threshold,239,2026-03,4.938053171911294
common_origins,1,raw,scale__F__ml_selected,239,2025-12,3.8872721211477335
common_origins,1,raw,scale__F__ml_selected,239,2026-01,8.566868955757723
common_origins,1,raw,scale__F__ml_selected,239,2026-02,3.6970148762076382
common_origins,1,raw,scale__F__ml_selected,239,2026-03,-0.4032694333613085
common_origins,1,calibrated,original__nonlinear_R,239,2025-12,11.30292306790981
common_origins,1,calibrated,original__nonlinear_R,239,2026-01,6.759072486897977
common_origins,1,calibrated,original__nonlinear_R,239,2026-02,-2.2241483896096925
common_origins,1,calibrated,original__nonlinear_R,239,2026-03,1.4519472031336633
common_origins,1,calibrated,original__nonlinear_F,239,2025-12,11.808694031411537
common_origins,1,calibrated,original__nonlinear_F,239,2026-01,-0.3659343251291469
common_origins,1,calibrated,original__nonlinear_F,239,2026-02,-5.434486256870041
common_origins,1,calibrated,original__nonlinear_F,239,2026-03,2.0173122837748636
common_origins,1,calibrated,original__market_B_vs_R,239,2025-12,-2.8627559936947877
common_origins,1,calibrated,original__market_B_vs_R,239,2026-01,-0.5549962674200826
common_origins,1,calibrated,original__market_B_vs_R,239,2026-02,-4.126016432851265
common_origins,1,calibrated,original__market_B_vs_R,239,2026-03,-6.402166129784415
common_origins,1,calibrated,original__position_F_vs_B,239,2025-12,0.5867149100503788
common_origins,1,calibrated,original__position_F_vs_B,239,2026-01,0.7532067143101062
common_origins,1,calibrated,original__position_F_vs_B,239,2026-02,-3.0105230595060206
common_origins,1,calibrated,original__position_F_vs_B,239,2026-03,7.282218070661084
common_origins,1,calibrated,original__total_F_vs_R,239,2025-12,-2.2592448673910415
common_origins,1,calibrated,original__total_F_vs_R,239,2026-01,0.20239071604039038
common_origins,1,calibrated,original__total_F_vs_R,239,2026-02,-7.2607541685072885
common_origins,1,calibrated,original__total_F_vs_R,239,2026-03,1.3462716396935748
common_origins,1,calibrated,original__ml_vs_threshold_F,239,2025-12,-9.475970555442892
common_origins,1,calibrated,original__ml_vs_threshold_F,239,2026-01,2.4153513232880397
common_origins,1,calibrated,original__ml_vs_threshold_F,239,2026-02,11.474495883908965
common_origins,1,calibrated,original__ml_vs_threshold_F,239,2026-03,-0.6797465408656889
common_origins,1,calibrated,own_scale__nonlinear_R,239,2025-12,6.038895076609241
common_origins,1,calibrated,own_scale__nonlinear_R,239,2026-01,-1.9769060922844695
common_origins,1,calibrated,own_scale__nonlinear_R,239,2026-02,4.178649425062342
common_origins,1,calibrated,own_scale__nonlinear_R,239,2026-03,0.4885767434252397
common_origins,1,calibrated,own_scale__nonlinear_F,239,2025-12,3.947431733581963
common_origins,1,calibrated,own_scale__nonlinear_F,239,2026-01,-3.0173481414335512
common_origins,1,calibrated,own_scale__nonlinear_F,239,2026-02,-4.619798203536107
common_origins,1,calibrated,own_scale__nonlinear_F,239,2026-03,1.3576439683803954
common_origins,1,calibrated,own_scale__market_B_vs_R,239,2025-12,0.0024423299452291936
common_origins,1,calibrated,own_scale__market_B_vs_R,239,2026-01,-3.278748377073293
common_origins,1,calibrated,own_scale__market_B_vs_R,239,2026-02,-9.920648628828332
