sample,horizon,variant,information,strategy,calibration,state,bin,fold,n,loss_bp,below_rate
native,6,original,F,boosting,calibrated,e_now,0,2026-01,92,1.5229446305176306,0.021739130434782608
native,6,original,F,boosting,calibrated,e_now,0,2026-02,70,2.2495216886364857,0.02857142857142857
native,6,original,F,boosting,calibrated,e_now,0,2026-03,73,2.306327128278698,0.1232876712328767
native,6,original,F,boosting,calibrated,e_now,1,all,159,1.6225523279268996,0.1320754716981132
native,6,original,F,boosting,calibrated,e_now,1,2025-12,43,1.6441269424975602,0.13953488372093023
native,6,original,F,boosting,calibrated,e_now,1,2026-01,49,1.2400659346182255,0.16326530612244897
native,6,original,F,boosting,calibrated,e_now,1,2026-02,37,2.026719761791925,0.13513513513513514
native,6,original,F,boosting,calibrated,e_now,1,2026-03,30,1.7178833210129203,0.06666666666666667
native,6,original,F,boosting,calibrated,e_now,2,all,217,1.8625682054972257,0.1152073732718894
native,6,original,F,boosting,calibrated,e_now,2,2025-12,65,1.7927983170757478,0.07692307692307693
native,6,original,F,boosting,calibrated,e_now,2,2026-01,48,2.033105722666095,0.1875
native,6,original,F,boosting,calibrated,e_now,2,2026-02,73,1.809499086469166,0.1232876712328767
native,6,original,F,boosting,calibrated,e_now,2,2026-03,31,1.8697710317016971,0.06451612903225806
native,6,original,F,boosting,calibrated,e_change1,0,all,274,1.8745021208517254,0.058394160583941604
native,6,original,F,boosting,calibrated,e_change1,0,2025-12,71,2.027864789497329,0.056338028169014086
native,6,original,F,boosting,calibrated,e_change1,0,2026-01,75,1.5448521098003425,0.05333333333333334
native,6,original,F,boosting,calibrated,e_change1,0,2026-02,76,1.9971184614078528,0.05263157894736842
native,6,original,F,boosting,calibrated,e_change1,0,2026-03,52,1.961351341481536,0.07692307692307693
native,6,original,F,boosting,calibrated,e_change1,1,all,144,1.8400800673997137,0.125
native,6,original,F,boosting,calibrated,e_change1,1,2025-12,40,1.5227008033358778,0.15
native,6,original,F,boosting,calibrated,e_change1,1,2026-01,40,1.5990738271795553,0.125
native,6,original,F,boosting,calibrated,e_change1,1,2026-02,34,2.0762162413527356,0.08823529411764706
native,6,original,F,boosting,calibrated,e_change1,1,2026-03,30,2.3169730759649485,0.13333333333333333
native,6,original,F,boosting,calibrated,e_change1,2,all,285,1.961692540399643,0.11578947368421053
native,6,original,F,boosting,calibrated,e_change1,2,2025-12,89,2.15626939856862,0.10112359550561797
native,6,original,F,boosting,calibrated,e_change1,2,2026-01,74,1.6031939212118882,0.13513513513513514
native,6,original,F,boosting,calibrated,e_change1,2,2026-02,70,2.031088963287351,0.12857142857142856
native,6,original,F,boosting,calibrated,e_change1,2,2026-03,52,2.045419614259554,0.09615384615384616
native,6,original,F,boosting,calibrated,e_rms72,0,all,14,1.1069007498087757,0.07142857142857142
native,6,original,F,boosting,calibrated,e_rms72,0,2026-01,14,1.1069007498087757,0.07142857142857142
native,6,original,F,boosting,calibrated,e_rms72,1,all,74,1.4716843422108181,0.06756756756756757
native,6,original,F,boosting,calibrated,e_rms72,1,2025-12,3,0.8671812326249245,0.0
native,6,original,F,boosting,calibrated,e_rms72,1,2026-01,71,1.497226727122898,0.07042253521126761
native,6,original,F,boosting,calibrated,e_rms72,2,all,615,1.9727906227835879,0.0991869918699187
native,6,original,F,boosting,calibrated,e_rms72,2,2025-12,197,2.0009790099618168,0.09644670050761421
native,6,original,F,boosting,calibrated,e_rms72,2,2026-01,104,1.6986875323926827,0.125
native,6,original,F,boosting,calibrated,e_rms72,2,2026-02,180,2.025269903906135,0.08888888888888889
native,6,original,F,boosting,calibrated,e_rms72,2,2026-03,134,2.073591656548397,0.09701492537313433
native,6,original,F,linear,calibrated,e_now,0,all,327,2.0649112866141315,0.05198776758409786
native,6,original,F,linear,calibrated,e_now,0,2025-12,92,2.3378249957342385,0.05434782608695652
native,6,original,F,linear,calibrated,e_now,0,2026-01,92,1.5438036496472238,0.010869565217391304
native,6,original,F,linear,calibrated,e_now,0,2026-02,70,2.4523166615037475,0.02857142857142857
native,6,original,F,linear,calibrated,e_now,0,2026-03,73,2.0062190279789625,0.1232876712328767
native,6,original,F,linear,calibrated,e_now,1,all,159,1.6273483397345718,0.0880503144654088
native,6,original,F,linear,calibrated,e_now,1,2025-12,43,1.670888573252434,0.06976744186046512
native,6,original,F,linear,calibrated,e_now,1,2026-01,49,1.2782639616302118,0.12244897959183673
native,6,original,F,linear,calibrated,e_now,1,2026-02,37,1.9167099281703275,0.10810810810810811
native,6,original,F,linear,calibrated,e_now,1,2026-03,30,1.7782325301919935,0.03333333333333333
native,6,original,F,linear,calibrated,e_now,2,all,217,2.027977037540045,0.1889400921658986
native,6,original,F,linear,calibrated,e_now,2,2025-12,65,1.9881662820642318,0.12307692307692308
native,6,original,F,linear,calibrated,e_now,2,2026-01,48,2.5792360194400867,0.3125
native,6,original,F,linear,calibrated,e_now,2,2026-02,73,1.8359404105231203,0.1917808219178082
native,6,original,F,linear,calibrated,e_now,2,2026-03,31,1.710104190667831,0.12903225806451613
native,6,original,F,linear,calibrated,e_change1,0,all,274,1.9244007795627927,0.05474452554744526
native,6,original,F,linear,calibrated,e_change1,0,2025-12,71,2.038957269964879,0.04225352112676056
native,6,original,F,linear,calibrated,e_change1,0,2026-01,75,1.5991870429565445,0.05333333333333334
native,6,original,F,linear,calibrated,e_change1,0,2026-02,76,2.1990779831601555,0.05263157894736842
native,6,original,F,linear,calibrated,e_change1,0,2026-03,52,1.8355940863612712,0.07692307692307693
native,6,original,F,linear,calibrated,e_change1,1,all,144,1.6956157903637983,0.10416666666666667
native,6,original,F,linear,calibrated,e_change1,1,2025-12,40,1.474767437460042,0.05
native,6,original,F,linear,calibrated,e_change1,1,2026-01,40,1.6216599729953391,0.125
native,6,original,F,linear,calibrated,e_change1,1,2026-02,34,1.9907334521075195,0.08823529411764706
native,6,original,F,linear,calibrated,e_change1,1,2026-03,30,1.754221334083867,0.16666666666666666
native,6,original,F,linear,calibrated,e_change1,2,all,285,2.114354057804266,0.14736842105263157
native,6,original,F,linear,calibrated,e_change1,2,2025-12,89,2.386542167704176,0.12359550561797752
native,6,original,F,linear,calibrated,e_change1,2,2026-01,74,1.941388806472902,0.17567567567567569
native,6,original,F,linear,calibrated,e_change1,2,2026-02,70,2.025560278913211,0.18571428571428572
native,6,original,F,linear,calibrated,e_change1,2,2026-03,52,2.014166583569705,0.09615384615384616
native,6,original,F,linear,calibrated,e_rms72,0,all,14,1.481390262222862,0.14285714285714285
native,6,original,F,linear,calibrated,e_rms72,0,2026-01,14,1.481390262222862,0.14285714285714285
native,6,original,F,linear,calibrated,e_rms72,1,all,74,1.565624321602803,0.08108108108108109
native,6,original,F,linear,calibrated,e_rms72,1,2025-12,3,0.4957590338927851,0.0
native,6,original,F,linear,calibrated,e_rms72,1,2026-01,71,1.610829897139846,0.08450704225352113
native,6,original,F,linear,calibrated,e_rms72,2,all,615,2.0121133827920006,0.1040650406504065
native,6,original,F,linear,calibrated,e_rms72,2,2025-12,197,2.104932180151783,0.08121827411167512
native,6,original,F,linear,calibrated,e_rms72,2,2026-01,104,1.8592289658894232,0.1346153846153846
native,6,original,F,linear,calibrated,e_rms72,2,2026-02,180,2.0922449089764013,0.1111111111111111
native,6,original,F,linear,calibrated,e_rms72,2,2026-03,134,1.8866730959621403,0.1044776119402985
native,6,original,F,ml_selected,calibrated,e_now,0,all,327,2.0290905153321535,0.06422018348623854
native,6,original,F,ml_selected,calibrated,e_now,0,2025-12,92,2.2572900584081275,0.08695652173913043
native,6,original,F,ml_selected,calibrated,e_now,0,2026-01,92,1.5229446305176306,0.021739130434782608
native,6,original,F,ml_selected,calibrated,e_now,0,2026-02,70,2.2495216886364857,0.02857142857142857
native,6,original,F,ml_selected,calibrated,e_now,0,2026-03,73,2.1680066976423342,0.1232876712328767
native,6,original,F,ml_selected,calibrated,e_now,1,all,159,1.6425413578096288,0.12578616352201258
native,6,original,F,ml_selected,calibrated,e_now,1,2025-12,43,1.7012179787971498,0.11627906976744186
native,6,original,F,ml_selected,calibrated,e_now,1,2026-01,49,1.2400659346182255,0.16326530612244897
native,6,original,F,ml_selected,calibrated,e_now,1,2026-02,37,2.026719761791925,0.13513513513513514
native,6,original,F,ml_selected,calibrated,e_now,1,2026-03,30,1.7419946940286413,0.06666666666666667
native,6,original,F,ml_selected,calibrated,e_now,2,all,217,1.884640595828895,0.11981566820276497
native,6,original,F,ml_selected,calibrated,e_now,2,2025-12,65,1.8815850753811814,0.09230769230769231
native,6,original,F,ml_selected,calibrated,e_now,2,2026-01,48,2.033105722666095,0.1875
native,6,original,F,ml_selected,calibrated,e_now,2,2026-02,73,1.809499086469166,0.1232876712328767
native,6,original,F,ml_selected,calibrated,e_now,2,2026-03,31,1.8381119804797337,0.06451612903225806
native,6,original,F,ml_selected,calibrated,e_change1,0,all,274,1.8109326648867479,0.06204379562043796
native,6,original,F,ml_selected,calibrated,e_change1,0,2025-12,71,1.8541955202653424,0.07042253521126761
native,6,original,F,ml_selected,calibrated,e_change1,0,2026-01,75,1.5448521098003425,0.05333333333333334
native,6,original,F,ml_selected,calibrated,e_change1,0,2026-02,76,1.9971184614078528,0.05263157894736842
native,6,original,F,ml_selected,calibrated,e_change1,0,2026-03,52,1.8635145565020588,0.07692307692307693
native,6,original,F,ml_selected,calibrated,e_change1,1,all,144,1.8582527748438866,0.125
native,6,original,F,ml_selected,calibrated,e_change1,1,2025-12,40,1.631611941365589,0.125
native,6,original,F,ml_selected,calibrated,e_change1,1,2026-01,40,1.5990738271795553,0.125
native,6,original,F,ml_selected,calibrated,e_change1,1,2026-02,34,2.0762162413527356,0.08823529411764706
native,6,original,F,ml_selected,calibrated,e_change1,1,2026-03,30,2.2589872209906963,0.16666666666666666
native,6,original,F,ml_selected,calibrated,e_change1,2,all,285,1.9995078383990414,0.11228070175438597
native,6,original,F,ml_selected,calibrated,e_change1,2,2025-12,89,2.317008188406057,0.10112359550561797
native,6,original,F,ml_selected,calibrated,e_change1,2,2026-01,74,1.6031939212118882,0.13513513513513514
native,6,original,F,ml_selected,calibrated,e_change1,2,2026-02,70,2.031088963287351,0.12857142857142856
native,6,original,F,ml_selected,calibrated,e_change1,2,2026-03,52,1.9775659149191052,0.07692307692307693
native,6,original,F,ml_selected,calibrated,e_rms72,0,all,14,1.1069007498087757,0.07142857142857142
native,6,original,F,ml_selected,calibrated,e_rms72,0,2026-01,14,1.1069007498087757,0.07142857142857142
native,6,original,F,ml_selected,calibrated,e_rms72,1,all,74,1.4658424998121742,0.06756756756756757
native,6,original,F,ml_selected,calibrated,e_rms72,1,2025-12,3,0.7230824534583742,0.0
native,6,original,F,ml_selected,calibrated,e_rms72,1,2026-01,71,1.497226727122898,0.07042253521126761
native,6,original,F,ml_selected,calibrated,e_rms72,2,all,615,1.966950777588279,0.0991869918699187
native,6,original,F,ml_selected,calibrated,e_rms72,2,2025-12,197,2.0353139137118115,0.09644670050761421
native,6,original,F,ml_selected,calibrated,e_rms72,2,2026-01,104,1.6986875323926827,0.125
native,6,original,F,ml_selected,calibrated,e_rms72,2,2026-02,180,2.025269903906135,0.08888888888888889
native,6,original,F,ml_selected,calibrated,e_rms72,2,2026-03,134,1.9963119488329955,0.09701492537313433
native,6,original,F,qrf,calibrated,e_now,0,all,327,1.9469943607931919,0.0764525993883792
native,6,original,F,qrf,calibrated,e_now,0,2025-12,92,2.2572900584081275,0.08695652173913043
native,6,original,F,qrf,calibrated,e_now,0,2026-01,92,1.3726411752938619,0.043478260869565216
native,6,original,F,qrf,calibrated,e_now,0,2026-02,70,2.063557050727148,0.05714285714285714
native,6,original,F,qrf,calibrated,e_now,0,2026-03,73,2.1680066976423342,0.1232876712328767
native,6,original,F,qrf,calibrated,e_now,1,all,159,1.65796699408039,0.1320754716981132
native,6,original,F,qrf,calibrated,e_now,1,2025-12,43,1.7012179787971498,0.11627906976744186
native,6,original,F,qrf,calibrated,e_now,1,2026-01,49,1.3457145830858108,0.14285714285714285
native,6,original,F,qrf,calibrated,e_now,1,2026-02,37,1.9530952318497472,0.1891891891891892
native,6,original,F,qrf,calibrated,e_now,1,2026-03,30,1.7419946940286413,0.06666666666666667
native,6,original,F,qrf,calibrated,e_now,2,all,217,1.8360207759649418,0.11059907834101383
native,6,original,F,qrf,calibrated,e_now,2,2025-12,65,1.8815850753811814,0.09230769230769231
native,6,original,F,qrf,calibrated,e_now,2,2026-01,48,2.0077032507366934,0.1875
native,6,original,F,qrf,calibrated,e_now,2,2026-02,73,1.681674671977843,0.0958904109589041
native,6,original,F,qrf,calibrated,e_now,2,2026-03,31,1.8381119804797337,0.06451612903225806
native,6,original,F,qrf,calibrated,e_change1,0,all,274,1.706466362962466,0.07664233576642336
native,6,original,F,qrf,calibrated,e_change1,0,2025-12,71,1.8541955202653424,0.07042253521126761
native,6,original,F,qrf,calibrated,e_change1,0,2026-01,75,1.3246730544607854,0.08
native,6,original,F,qrf,calibrated,e_change1,0,2026-02,76,1.8377719143448734,0.07894736842105263
native,6,original,F,qrf,calibrated,e_change1,0,2026-03,52,1.8635145565020588,0.07692307692307693
native,6,original,F,qrf,calibrated,e_change1,1,all,144,1.8435813306702842,0.13194444444444445
native,6,original,F,qrf,calibrated,e_change1,1,2025-12,40,1.631611941365589,0.125
native,6,original,F,qrf,calibrated,e_change1,1,2026-01,40,1.6315902683943804,0.125
native,6,original,F,qrf,calibrated,e_change1,1,2026-02,34,1.975823723423567,0.11764705882352941
native,6,original,F,qrf,calibrated,e_change1,1,2026-03,30,2.2589872209906963,0.16666666666666666
native,6,original,F,qrf,calibrated,e_change1,2,all,285,1.984747092471269,0.10526315789473684
native,6,original,F,qrf,calibrated,e_change1,2,2025-12,89,2.317008188406057,0.10112359550561797
native,6,original,F,qrf,calibrated,e_change1,2,2026-01,74,1.675387417746854,0.12162162162162163
native,6,original,F,qrf,calibrated,e_change1,2,2026-02,70,1.8946728013873126,0.11428571428571428
native,6,original,F,qrf,calibrated,e_change1,2,2026-03,52,1.9775659149191052,0.07692307692307693
native,6,original,F,qrf,calibrated,e_rms72,0,all,14,1.1405097269875855,0.07142857142857142
native,6,original,F,qrf,calibrated,e_rms72,0,2026-01,14,1.1405097269875855,0.07142857142857142
native,6,original,F,qrf,calibrated,e_rms72,1,all,74,1.466149073676535,0.06756756756756757
native,6,original,F,qrf,calibrated,e_rms72,1,2025-12,3,0.7230824534583742,0.0
native,6,original,F,qrf,calibrated,e_rms72,1,2026-01,71,1.4975462548125136,0.07042253521126761
native,6,original,F,qrf,calibrated,e_rms72,2,all,615,1.909330485841721,0.1040650406504065
native,6,original,F,qrf,calibrated,e_rms72,2,2025-12,197,2.0353139137118115,0.09644670050761421
native,6,original,F,qrf,calibrated,e_rms72,2,2026-01,104,1.5990369083085254,0.1346153846153846
native,6,original,F,qrf,calibrated,e_rms72,2,2026-02,180,1.8859764899095754,0.1
native,6,original,F,qrf,calibrated,e_rms72,2,2026-03,134,1.9963119488329955,0.09701492537313433
native,6,original,F,threshold,calibrated,e_now,0,all,327,1.9115320597584693,0.0672782874617737
native,6,original,F,threshold,calibrated,e_now,0,2025-12,92,2.298833940330758,0.07608695652173914
native,6,original,F,threshold,calibrated,e_now,0,2026-01,92,1.2076901242483713,0.043478260869565216
native,6,original,F,threshold,calibrated,e_now,0,2026-02,70,2.1398108033778094,0.04285714285714286
native,6,original,F,threshold,calibrated,e_now,0,2026-03,73,2.0915618268944236,0.1095890410958904
native,6,original,F,threshold,calibrated,e_now,1,all,159,1.7143619224139675,0.13836477987421383
native,6,original,F,threshold,calibrated,e_now,1,2025-12,43,1.8393708241220388,0.13953488372093023
native,6,original,F,threshold,calibrated,e_now,1,2026-01,49,1.2560186903910497,0.14285714285714285
native,6,original,F,threshold,calibrated,e_now,1,2026-02,37,2.248005398016494,0.1891891891891892
native,6,original,F,threshold,calibrated,e_now,1,2026-03,30,1.6256494890267144,0.06666666666666667
native,6,original,F,threshold,calibrated,e_now,2,all,217,1.7848350762022596,0.11981566820276497
native,6,original,F,threshold,calibrated,e_now,2,2025-12,65,1.929272667737526,0.1076923076923077
native,6,original,F,threshold,calibrated,e_now,2,2026-01,48,1.840788261643179,0.1875
native,6,original,F,threshold,calibrated,e_now,2,2026-02,73,1.6301429003699444,0.0958904109589041
native,6,original,F,threshold,calibrated,e_now,2,2026-03,31,1.7596199950668583,0.0967741935483871
native,6,original,F,threshold,calibrated,e_change1,0,all,274,1.7704724110367285,0.058394160583941604
native,6,original,F,threshold,calibrated,e_change1,0,2025-12,71,2.0871517325581186,0.056338028169014086
native,6,original,F,threshold,calibrated,e_change1,0,2026-01,75,1.2846226186536507,0.05333333333333334
native,6,original,F,threshold,calibrated,e_change1,0,2026-02,76,1.850772969953559,0.05263157894736842
native,6,original,F,threshold,calibrated,e_change1,0,2026-03,52,1.9214658749412112,0.07692307692307693
native,6,original,F,threshold,calibrated,e_change1,1,all,144,1.7572294366104897,0.125
native,6,original,F,threshold,calibrated,e_change1,1,2025-12,40,1.7446461142395466,0.125
native,6,original,F,threshold,calibrated,e_change1,1,2026-01,40,1.4567101927448767,0.15
native,6,original,F,threshold,calibrated,e_change1,1,2026-02,34,1.9770418533229464,0.08823529411764706
native,6,original,F,threshold,calibrated,e_change1,1,2026-03,30,1.9255787859851141,0.13333333333333333
native,6,original,F,threshold,calibrated,e_change1,2,all,285,1.9186430219114259,0.12631578947368421
native,6,original,F,threshold,calibrated,e_change1,2,2025-12,89,2.224885098532677,0.12359550561797752
native,6,original,F,threshold,calibrated,e_change1,2,2026-01,74,1.437772158244126,0.13513513513513514
native,6,original,F,threshold,calibrated,e_change1,2,2026-02,70,2.058360270865888,0.14285714285714285
native,6,original,F,threshold,calibrated,e_change1,2,2026-03,52,1.8907332462436643,0.09615384615384616
native,6,original,F,threshold,calibrated,e_rms72,0,all,14,0.6799001065732808,0.07142857142857142
native,6,original,F,threshold,calibrated,e_rms72,0,2026-01,14,0.6799001065732808,0.07142857142857142
native,6,original,F,threshold,calibrated,e_rms72,1,all,74,1.3743969652351695,0.06756756756756757
native,6,original,F,threshold,calibrated,e_rms72,1,2025-12,3,1.1370042914699952,0.0
native,6,original,F,threshold,calibrated,e_rms72,1,2026-01,71,1.3844276415914443,0.07042253521126761
native,6,original,F,threshold,calibrated,e_rms72,2,all,615,1.9085199411728486,0.1040650406504065
native,6,original,F,threshold,calibrated,e_rms72,2,2025-12,197,2.0943014135848044,0.10152284263959391
native,6,original,F,threshold,calibrated,e_rms72,2,2026-01,104,1.4730507670564008,0.1346153846153846
native,6,original,F,threshold,calibrated,e_rms72,2,2026-02,180,1.9553521538336827,0.09444444444444444
native,6,original,F,threshold,calibrated,e_rms72,2,2026-03,134,1.9104605812027389,0.09701492537313433
native,6,own_scale,F,boosting,calibrated,e_now,0,all,327,1.9764919649971728,0.07033639143730887
native,6,own_scale,F,boosting,calibrated,e_now,0,2025-12,92,2.277146446823786,0.06521739130434782
native,6,own_scale,F,boosting,calibrated,e_now,0,2026-01,92,1.3037857738340737,0.07608695652173914
native,6,own_scale,F,boosting,calibrated,e_now,0,2026-02,70,2.2298188677739748,0.02857142857142857
native,6,own_scale,F,boosting,calibrated,e_now,0,2026-03,73,2.202462842594166,0.1095890410958904
native,6,own_scale,F,boosting,calibrated,e_now,1,all,159,1.6407409075176143,0.12578616352201258
native,6,own_scale,F,boosting,calibrated,e_now,1,2025-12,43,1.73294685398795,0.13953488372093023
native,6,own_scale,F,boosting,calibrated,e_now,1,2026-01,49,1.2167780090738505,0.14285714285714285
native,6,own_scale,F,boosting,calibrated,e_now,1,2026-02,37,2.0014663251110316,0.13513513513513514
native,6,own_scale,F,boosting,calibrated,e_now,1,2026-03,30,1.7561571033363996,0.06666666666666667
native,6,own_scale,F,boosting,calibrated,e_now,2,all,217,1.849215591815358,0.1152073732718894
native,6,own_scale,F,boosting,calibrated,e_now,2,2025-12,65,1.8704598889751054,0.09230769230769231
native,6,own_scale,F,boosting,calibrated,e_now,2,2026-01,48,1.8427950106804663,0.16666666666666666
native,6,own_scale,F,boosting,calibrated,e_now,2,2026-02,73,1.8155556467780085,0.1232876712328767
native,6,own_scale,F,boosting,calibrated,e_now,2,2026-03,31,1.8938763842933515,0.06451612903225806
native,6,own_scale,F,boosting,calibrated,e_change1,0,all,274,1.8048730606783254,0.05474452554744526
native,6,own_scale,F,boosting,calibrated,e_change1,0,2025-12,71,2.0040767623642766,0.04225352112676056
native,6,own_scale,F,boosting,calibrated,e_change1,0,2026-01,75,1.3319676043909876,0.05333333333333334
native,6,own_scale,F,boosting,calibrated,e_change1,0,2026-02,76,1.9762264812114487,0.05263157894736842
native,6,own_scale,F,boosting,calibrated,e_change1,0,2026-03,52,1.964518953780834,0.07692307692307693
native,6,own_scale,F,boosting,calibrated,e_change1,1,all,144,1.8275323668172136,0.13194444444444445
native,6,own_scale,F,boosting,calibrated,e_change1,1,2025-12,40,1.6406269273323786,0.125
native,6,own_scale,F,boosting,calibrated,e_change1,1,2026-01,40,1.5394373142958713,0.175
native,6,own_scale,F,boosting,calibrated,e_change1,1,2026-02,34,2.087217964301448,0.08823529411764706
native,6,own_scale,F,boosting,calibrated,e_change1,1,2026-03,30,2.1665560123433183,0.13333333333333333
native,6,own_scale,F,boosting,calibrated,e_change1,2,all,285,1.932528353774628,0.11929824561403508
native,6,own_scale,F,boosting,calibrated,e_change1,2,2025-12,89,2.221118577432508,0.11235955056179775
native,6,own_scale,F,boosting,calibrated,e_change1,2,2026-01,74,1.4398582601196879,0.14864864864864866
native,6,own_scale,F,boosting,calibrated,e_change1,2,2026-02,70,2.021693051853739,0.12857142857142856
native,6,own_scale,F,boosting,calibrated,e_change1,2,2026-03,52,2.01967312607033,0.07692307692307693
native,6,own_scale,F,boosting,calibrated,e_rms72,0,all,14,0.9344916917888554,0.21428571428571427
native,6,own_scale,F,boosting,calibrated,e_rms72,0,2026-01,14,0.9344916917888554,0.21428571428571427
native,6,own_scale,F,boosting,calibrated,e_rms72,1,all,74,1.4026939122398054,0.08108108108108109
native,6,own_scale,F,boosting,calibrated,e_rms72,1,2025-12,3,0.870622035807788,0.0
native,6,own_scale,F,boosting,calibrated,e_rms72,1,2026-01,71,1.4251758225115807,0.08450704225352113
native,6,own_scale,F,boosting,calibrated,e_rms72,2,all,615,1.9375418326545029,0.0959349593495935
native,6,own_scale,F,boosting,calibrated,e_rms72,2,2025-12,197,2.0455949974884704,0.09137055837563451
native,6,own_scale,F,boosting,calibrated,e_rms72,2,2026-01,104,1.4784058371793232,0.125
native,6,own_scale,F,boosting,calibrated,e_rms72,2,2026-02,180,2.0148729832671166,0.08888888888888889
native,6,own_scale,F,boosting,calibrated,e_rms72,2,2026-03,134,2.0311542427056724,0.08955223880597014
native,6,own_scale,F,linear,calibrated,e_now,0,all,327,2.0827083437876643,0.05198776758409786
native,6,own_scale,F,linear,calibrated,e_now,0,2025-12,92,2.3378249957342385,0.05434782608695652
native,6,own_scale,F,linear,calibrated,e_now,0,2026-01,92,1.5438036496472238,0.010869565217391304
native,6,own_scale,F,linear,calibrated,e_now,0,2026-02,70,2.4523166615037475,0.02857142857142857
native,6,own_scale,F,linear,calibrated,e_now,0,2026-03,73,2.0859400923042384,0.1232876712328767
native,6,own_scale,F,linear,calibrated,e_now,1,all,159,1.6394286247805856,0.10062893081761007
native,6,own_scale,F,linear,calibrated,e_now,1,2025-12,43,1.670888573252434,0.06976744186046512
native,6,own_scale,F,linear,calibrated,e_now,1,2026-01,49,1.2782639616302118,0.12244897959183673
native,6,own_scale,F,linear,calibrated,e_now,1,2026-02,37,1.9167099281703275,0.10810810810810811
native,6,own_scale,F,linear,calibrated,e_now,1,2026-03,30,1.8422580409358646,0.1
native,6,own_scale,F,linear,calibrated,e_now,2,all,217,2.064463352837297,0.1889400921658986
native,6,own_scale,F,linear,calibrated,e_now,2,2025-12,65,1.9881662820642318,0.12307692307692308
native,6,own_scale,F,linear,calibrated,e_now,2,2026-01,48,2.5792360194400867,0.3125
native,6,own_scale,F,linear,calibrated,e_now,2,2026-02,73,1.8359404105231203,0.1917808219178082
native,6,own_scale,F,linear,calibrated,e_now,2,2026-03,31,1.965508397748597,0.12903225806451613
native,6,own_scale,F,linear,calibrated,e_change1,0,all,274,1.9418387789045313,0.058394160583941604
native,6,own_scale,F,linear,calibrated,e_change1,0,2025-12,71,2.038957269964879,0.04225352112676056
native,6,own_scale,F,linear,calibrated,e_change1,0,2026-01,75,1.5991870429565445,0.05333333333333334
native,6,own_scale,F,linear,calibrated,e_change1,0,2026-02,76,2.1990779831601555,0.05263157894736842
native,6,own_scale,F,linear,calibrated,e_change1,0,2026-03,52,1.9274789290465881,0.09615384615384616
native,6,own_scale,F,linear,calibrated,e_change1,1,all,144,1.7815598684533684,0.10416666666666667
native,6,own_scale,F,linear,calibrated,e_change1,1,2025-12,40,1.474767437460042,0.05
native,6,own_scale,F,linear,calibrated,e_change1,1,2026-01,40,1.6216599729953391,0.125
native,6,own_scale,F,linear,calibrated,e_change1,1,2026-02,34,1.9907334521075195,0.08823529411764706
native,6,own_scale,F,linear,calibrated,e_change1,1,2026-03,30,2.166752908913805,0.16666666666666666
native,6,own_scale,F,linear,calibrated,e_change1,2,all,285,2.109104845078057,0.15087719298245614
native,6,own_scale,F,linear,calibrated,e_change1,2,2025-12,89,2.386542167704176,0.12359550561797752
native,6,own_scale,F,linear,calibrated,e_change1,2,2026-01,74,1.941388806472902,0.17567567567567569
native,6,own_scale,F,linear,calibrated,e_change1,2,2026-02,70,2.025560278913211,0.18571428571428572
native,6,own_scale,F,linear,calibrated,e_change1,2,2026-03,52,1.985396859974137,0.11538461538461539
native,6,own_scale,F,linear,calibrated,e_rms72,0,all,14,1.481390262222862,0.14285714285714285
native,6,own_scale,F,linear,calibrated,e_rms72,0,2026-01,14,1.481390262222862,0.14285714285714285
native,6,own_scale,F,linear,calibrated,e_rms72,1,all,74,1.565624321602803,0.08108108108108109
native,6,own_scale,F,linear,calibrated,e_rms72,1,2025-12,3,0.4957590338927851,0.0
native,6,own_scale,F,linear,calibrated,e_rms72,1,2026-01,71,1.610829897139846,0.08450704225352113
native,6,own_scale,F,linear,calibrated,e_rms72,2,all,615,2.0375734371620253,0.1073170731707317
native,6,own_scale,F,linear,calibrated,e_rms72,2,2025-12,197,2.104932180151783,0.08121827411167512
native,6,own_scale,F,linear,calibrated,e_rms72,2,2026-01,104,1.8592289658894232,0.1346153846153846
native,6,own_scale,F,linear,calibrated,e_rms72,2,2026-02,180,2.0922449089764013,0.1111111111111111
native,6,own_scale,F,linear,calibrated,e_rms72,2,2026-03,134,2.003523345496208,0.11940298507462686
native,6,own_scale,F,ml_selected,calibrated,e_now,0,all,327,1.9478906639418945,0.0764525993883792
native,6,own_scale,F,ml_selected,calibrated,e_now,0,2025-12,92,2.2320461305528982,0.08695652173913043
native,6,own_scale,F,ml_selected,calibrated,e_now,0,2026-01,92,1.3837559010143778,0.043478260869565216
native,6,own_scale,F,ml_selected,calibrated,e_now,0,2026-02,70,2.075192820044892,0.04285714285714286
native,6,own_scale,F,ml_selected,calibrated,e_now,0,2026-03,73,2.178670723310519,0.136986301369863
native,6,own_scale,F,ml_selected,calibrated,e_now,1,all,159,1.6597294503376163,0.12578616352201258
native,6,own_scale,F,ml_selected,calibrated,e_now,1,2025-12,43,1.667136567203053,0.11627906976744186
native,6,own_scale,F,ml_selected,calibrated,e_now,1,2026-01,49,1.3296679491430465,0.12244897959183673
native,6,own_scale,F,ml_selected,calibrated,e_now,1,2026-02,37,2.0521516560893516,0.1891891891891892
native,6,own_scale,F,ml_selected,calibrated,e_now,1,2026-03,30,1.704225647687816,0.06666666666666667
native,6,own_scale,F,ml_selected,calibrated,e_now,2,all,217,1.8308722435767721,0.11059907834101383
