sample,horizon,variant,information,strategy,calibration,state,bin,fold,n,loss_bp,below_rate
native,1,original,F,threshold,calibrated,e_change1,2,all,432,1.686210257667383,0.12268518518518519
native,1,original,F,threshold,calibrated,e_change1,2,2025-12,136,1.5064951911361408,0.11029411764705882
native,1,original,F,threshold,calibrated,e_change1,2,2026-01,107,1.4189409185586699,0.1588785046728972
native,1,original,F,threshold,calibrated,e_change1,2,2026-02,116,2.078358801936252,0.13793103448275862
native,1,original,F,threshold,calibrated,e_change1,2,2026-03,73,1.7896326850330317,0.0684931506849315
native,1,original,F,threshold,calibrated,e_rms72,0,all,16,1.3737985066849374,0.125
native,1,original,F,threshold,calibrated,e_rms72,0,2026-01,16,1.3737985066849374,0.125
native,1,original,F,threshold,calibrated,e_rms72,1,all,123,1.3849016372090601,0.08943089430894309
native,1,original,F,threshold,calibrated,e_rms72,1,2025-12,9,1.4187252409024538,0.2222222222222222
native,1,original,F,threshold,calibrated,e_rms72,1,2026-01,114,1.38223135270695,0.07894736842105263
native,1,original,F,threshold,calibrated,e_rms72,2,all,949,1.7845201350800655,0.09483667017913593
native,1,original,F,threshold,calibrated,e_rms72,2,2025-12,304,1.7533446740993253,0.07894736842105263
native,1,original,F,threshold,calibrated,e_rms72,2,2026-01,164,1.4065035928787915,0.11585365853658537
native,1,original,F,threshold,calibrated,e_rms72,2,2026-02,280,1.953235261398126,0.1
native,1,original,F,threshold,calibrated,e_rms72,2,2026-03,201,1.9050764419959707,0.0945273631840796
native,1,own_scale,F,boosting,calibrated,e_now,0,all,519,1.6853805396468362,0.07707129094412331
native,1,own_scale,F,boosting,calibrated,e_now,0,2025-12,139,1.7140335705728151,0.06474820143884892
native,1,own_scale,F,boosting,calibrated,e_now,0,2026-01,160,1.3653522952762092,0.1
native,1,own_scale,F,boosting,calibrated,e_now,0,2026-02,117,2.041304398290977,0.06837606837606838
native,1,own_scale,F,boosting,calibrated,e_now,0,2026-03,103,1.7395422516781465,0.06796116504854369
native,1,own_scale,F,boosting,calibrated,e_now,1,all,248,1.5715913362928342,0.11693548387096774
native,1,own_scale,F,boosting,calibrated,e_now,1,2025-12,69,1.404386352949517,0.11594202898550725
native,1,own_scale,F,boosting,calibrated,e_now,1,2026-01,73,1.4524620905294772,0.0958904109589041
native,1,own_scale,F,boosting,calibrated,e_now,1,2026-02,60,1.6581131160677558,0.16666666666666666
native,1,own_scale,F,boosting,calibrated,e_now,1,2026-03,46,1.8985972494432395,0.08695652173913043
native,1,own_scale,F,boosting,calibrated,e_now,2,all,321,1.725651695936493,0.11838006230529595
native,1,own_scale,F,boosting,calibrated,e_now,2,2025-12,105,1.7428048707404382,0.11428571428571428
native,1,own_scale,F,boosting,calibrated,e_now,2,2026-01,61,1.3824417092191648,0.09836065573770492
native,1,own_scale,F,boosting,calibrated,e_now,2,2026-02,103,1.758454794080883,0.1262135922330097
native,1,own_scale,F,boosting,calibrated,e_now,2,2026-03,52,2.0286518252916967,0.1346153846153846
native,1,own_scale,F,boosting,calibrated,e_change1,0,all,430,1.648574353835696,0.08372093023255814
native,1,own_scale,F,boosting,calibrated,e_change1,0,2025-12,115,1.5199922002730304,0.06956521739130435
native,1,own_scale,F,boosting,calibrated,e_change1,0,2026-01,116,1.4469534565247626,0.08620689655172414
native,1,own_scale,F,boosting,calibrated,e_change1,0,2026-02,121,1.8495127769387771,0.08264462809917356
native,1,own_scale,F,boosting,calibrated,e_change1,0,2026-03,78,1.8262848993780294,0.10256410256410256
native,1,own_scale,F,boosting,calibrated,e_change1,1,all,226,1.7541522479365654,0.11946902654867257
native,1,own_scale,F,boosting,calibrated,e_change1,1,2025-12,62,2.007536141329394,0.08064516129032258
native,1,own_scale,F,boosting,calibrated,e_change1,1,2026-01,71,1.357685757349412,0.1267605633802817
native,1,own_scale,F,boosting,calibrated,e_change1,1,2026-02,43,1.9577992754680176,0.16279069767441862
native,1,own_scale,F,boosting,calibrated,e_change1,1,2026-03,50,1.8278021930861668,0.12
native,1,own_scale,F,boosting,calibrated,e_change1,2,all,432,1.6506388094674358,0.10185185185185185
native,1,own_scale,F,boosting,calibrated,e_change1,2,2025-12,136,1.6094227374784051,0.11764705882352941
native,1,own_scale,F,boosting,calibrated,e_change1,2,2026-01,107,1.3511472372573232,0.09345794392523364
native,1,own_scale,F,boosting,calibrated,e_change1,2,2026-02,116,1.8229640560321017,0.1206896551724138
native,1,own_scale,F,boosting,calibrated,e_change1,2,2026-03,73,1.8925738151590654,0.0547945205479452
native,1,own_scale,F,boosting,calibrated,e_rms72,0,all,16,1.3640885136101601,0.125
native,1,own_scale,F,boosting,calibrated,e_rms72,0,2026-01,16,1.3640885136101601,0.125
native,1,own_scale,F,boosting,calibrated,e_rms72,1,all,123,1.410987299970354,0.08130081300813008
native,1,own_scale,F,boosting,calibrated,e_rms72,1,2025-12,9,1.0273365239919934,0.1111111111111111
native,1,own_scale,F,boosting,calibrated,e_rms72,1,2026-01,114,1.4412755191265407,0.07894736842105263
native,1,own_scale,F,boosting,calibrated,e_rms72,2,all,949,1.7102470935287977,0.10010537407797682
native,1,own_scale,F,boosting,calibrated,e_rms72,2,2025-12,304,1.6740191032070921,0.09210526315789473
native,1,own_scale,F,boosting,calibrated,e_rms72,2,2026-01,164,1.3578306019330861,0.10975609756097561
native,1,own_scale,F,boosting,calibrated,e_rms72,2,2026-02,280,1.8551437334087162,0.11071428571428571
native,1,own_scale,F,boosting,calibrated,e_rms72,2,2026-03,201,1.8507374144895838,0.08955223880597014
native,1,own_scale,F,linear,calibrated,e_now,0,all,519,1.6193332117142443,0.0674373795761079
native,1,own_scale,F,linear,calibrated,e_now,0,2025-12,139,1.7122162530474385,0.05755395683453238
native,1,own_scale,F,linear,calibrated,e_now,0,2026-01,160,1.300563449706444,0.08125
native,1,own_scale,F,linear,calibrated,e_now,0,2026-02,117,1.8882295974759657,0.05982905982905983
native,1,own_scale,F,linear,calibrated,e_now,0,2026-03,103,1.6837171150328143,0.06796116504854369
native,1,own_scale,F,linear,calibrated,e_now,1,all,248,1.641772321213621,0.10483870967741936
native,1,own_scale,F,linear,calibrated,e_now,1,2025-12,69,1.6018495410772822,0.08695652173913043
native,1,own_scale,F,linear,calibrated,e_now,1,2026-01,73,1.4115899325927974,0.0821917808219178
native,1,own_scale,F,linear,calibrated,e_now,1,2026-02,60,1.7818865108851962,0.13333333333333333
native,1,own_scale,F,linear,calibrated,e_now,1,2026-03,46,1.8841882955273803,0.13043478260869565
native,1,own_scale,F,linear,calibrated,e_now,2,all,321,1.8866256388044935,0.13707165109034267
native,1,own_scale,F,linear,calibrated,e_now,2,2025-12,105,1.9799760084285074,0.14285714285714285
native,1,own_scale,F,linear,calibrated,e_now,2,2026-01,61,1.5130696368512084,0.13114754098360656
native,1,own_scale,F,linear,calibrated,e_now,2,2026-02,103,1.9131229341604077,0.1262135922330097
native,1,own_scale,F,linear,calibrated,e_now,2,2026-03,52,2.0838545981692986,0.15384615384615385
native,1,own_scale,F,linear,calibrated,e_change1,0,all,430,1.5970644326717254,0.09534883720930233
native,1,own_scale,F,linear,calibrated,e_change1,0,2025-12,115,1.5435298188135076,0.06956521739130435
native,1,own_scale,F,linear,calibrated,e_change1,0,2026-01,116,1.3020000577287303,0.09482758620689655
native,1,own_scale,F,linear,calibrated,e_change1,0,2026-02,121,1.8223586649113563,0.09917355371900827
native,1,own_scale,F,linear,calibrated,e_change1,0,2026-03,78,1.7653124581343809,0.1282051282051282
native,1,own_scale,F,linear,calibrated,e_change1,1,all,226,1.8959353267016759,0.10619469026548672
native,1,own_scale,F,linear,calibrated,e_change1,1,2025-12,62,2.3171141078818995,0.0967741935483871
native,1,own_scale,F,linear,calibrated,e_change1,1,2026-01,71,1.4211256066351603,0.08450704225352113
native,1,own_scale,F,linear,calibrated,e_change1,1,2026-02,43,2.0341955296669565,0.13953488372093023
native,1,own_scale,F,linear,calibrated,e_change1,1,2026-03,50,1.9289996659825113,0.12
native,1,own_scale,F,linear,calibrated,e_change1,2,all,432,1.7082898442441958,0.09259259259259259
native,1,own_scale,F,linear,calibrated,e_change1,2,2025-12,136,1.7298246657403575,0.11029411764705882
native,1,own_scale,F,linear,calibrated,e_change1,2,2026-01,107,1.4159022440429887,0.09345794392523364
native,1,own_scale,F,linear,calibrated,e_change1,2,2026-02,116,1.8699302547100731,0.08620689655172414
native,1,own_scale,F,linear,calibrated,e_change1,2,2026-03,73,1.839885048134735,0.0684931506849315
native,1,own_scale,F,linear,calibrated,e_rms72,0,all,16,1.5033774058116955,0.1875
native,1,own_scale,F,linear,calibrated,e_rms72,0,2026-01,16,1.5033774058116955,0.1875
native,1,own_scale,F,linear,calibrated,e_rms72,1,all,123,1.3807893447912374,0.12195121951219512
native,1,own_scale,F,linear,calibrated,e_rms72,1,2025-12,9,1.2307465103594462,0.3333333333333333
native,1,own_scale,F,linear,calibrated,e_rms72,1,2026-01,114,1.392634831720063,0.10526315789473684
native,1,own_scale,F,linear,calibrated,e_rms72,2,all,949,1.7484817436191826,0.0916754478398314
native,1,own_scale,F,linear,calibrated,e_rms72,2,2025-12,304,1.793902762498963,0.08552631578947369
native,1,own_scale,F,linear,calibrated,e_rms72,2,2026-01,164,1.3452381437265533,0.07317073170731707
native,1,own_scale,F,linear,calibrated,e_rms72,2,2026-02,280,1.874598984915435,0.1
native,1,own_scale,F,linear,calibrated,e_rms72,2,2026-03,201,1.8331142465046912,0.1044776119402985
native,1,own_scale,F,ml_selected,calibrated,e_now,0,all,519,1.6789829342321103,0.08092485549132948
native,1,own_scale,F,ml_selected,calibrated,e_now,0,2025-12,139,1.682728984233651,0.06474820143884892
native,1,own_scale,F,ml_selected,calibrated,e_now,0,2026-01,160,1.3274064092015543,0.1125
native,1,own_scale,F,ml_selected,calibrated,e_now,0,2026-02,117,2.067997516593344,0.07692307692307693
native,1,own_scale,F,ml_selected,calibrated,e_now,0,2026-03,103,1.77817552567299,0.05825242718446602
native,1,own_scale,F,ml_selected,calibrated,e_now,1,all,248,1.568627091563735,0.12903225806451613
native,1,own_scale,F,ml_selected,calibrated,e_now,1,2025-12,69,1.4215842568924169,0.11594202898550725
native,1,own_scale,F,ml_selected,calibrated,e_now,1,2026-01,73,1.4467286706381752,0.1232876712328767
native,1,own_scale,F,ml_selected,calibrated,e_now,1,2026-02,60,1.6380388087387816,0.13333333333333333
native,1,own_scale,F,ml_selected,calibrated,e_now,1,2026-03,46,1.8921018152459967,0.15217391304347827
native,1,own_scale,F,ml_selected,calibrated,e_now,2,all,321,1.7197902455162488,0.11526479750778816
native,1,own_scale,F,ml_selected,calibrated,e_now,2,2025-12,105,1.7065453842923857,0.10476190476190476
native,1,own_scale,F,ml_selected,calibrated,e_now,2,2026-01,61,1.4705878132410661,0.14754098360655737
native,1,own_scale,F,ml_selected,calibrated,e_now,2,2026-02,103,1.7749434209334598,0.10679611650485436
native,1,own_scale,F,ml_selected,calibrated,e_now,2,2026-03,52,1.9296225864646936,0.11538461538461539
native,1,own_scale,F,ml_selected,calibrated,e_change1,0,all,430,1.6250837259771662,0.08604651162790698
native,1,own_scale,F,ml_selected,calibrated,e_change1,0,2025-12,115,1.5257940626982078,0.06956521739130435
native,1,own_scale,F,ml_selected,calibrated,e_change1,0,2026-01,116,1.39952770322599,0.11206896551724138
native,1,own_scale,F,ml_selected,calibrated,e_change1,0,2026-02,121,1.8489339941320424,0.06611570247933884
native,1,own_scale,F,ml_selected,calibrated,e_change1,0,2026-03,78,1.759659719175584,0.10256410256410256
native,1,own_scale,F,ml_selected,calibrated,e_change1,1,all,226,1.811196076823161,0.11504424778761062
native,1,own_scale,F,ml_selected,calibrated,e_change1,1,2025-12,62,2.0798656221334597,0.0967741935483871
native,1,own_scale,F,ml_selected,calibrated,e_change1,1,2026-01,71,1.4013288160953785,0.1267605633802817
native,1,own_scale,F,ml_selected,calibrated,e_change1,1,2026-02,43,1.9142357955368399,0.13953488372093023
native,1,own_scale,F,ml_selected,calibrated,e_change1,1,2026-03,50,1.971443192778077,0.1
native,1,own_scale,F,ml_selected,calibrated,e_change1,2,all,432,1.6304352195666014,0.1111111111111111
native,1,own_scale,F,ml_selected,calibrated,e_change1,2,2025-12,136,1.5202788389866644,0.10294117647058823
native,1,own_scale,F,ml_selected,calibrated,e_change1,2,2026-01,107,1.3632010796219975,0.1308411214953271
native,1,own_scale,F,ml_selected,calibrated,e_change1,2,2026-02,116,1.8708970502054587,0.1206896551724138
native,1,own_scale,F,ml_selected,calibrated,e_change1,2,2026-03,73,1.845253690509568,0.0821917808219178
native,1,own_scale,F,ml_selected,calibrated,e_rms72,0,all,16,1.402501710920767,0.25
native,1,own_scale,F,ml_selected,calibrated,e_rms72,0,2026-01,16,1.402501710920767,0.25
native,1,own_scale,F,ml_selected,calibrated,e_rms72,1,all,123,1.386315778186455,0.0975609756097561
native,1,own_scale,F,ml_selected,calibrated,e_rms72,1,2025-12,9,1.1214831742702926,0.0
native,1,own_scale,F,ml_selected,calibrated,e_rms72,1,2026-01,114,1.407223615337731,0.10526315789473684
native,1,own_scale,F,ml_selected,calibrated,e_rms72,2,all,949,1.7065410561573457,0.10010537407797682
native,1,own_scale,F,ml_selected,calibrated,e_rms72,2,2025-12,304,1.6482978924879017,0.09210526315789473
native,1,own_scale,F,ml_selected,calibrated,e_rms72,2,2026-01,164,1.370966801910408,0.12195121951219512
native,1,own_scale,F,ml_selected,calibrated,e_rms72,2,2026-02,280,1.8680614654353374,0.1
native,1,own_scale,F,ml_selected,calibrated,e_rms72,2,2026-03,201,1.8434285429940194,0.0945273631840796
native,1,own_scale,F,qrf,calibrated,e_now,0,all,519,1.6789829342321103,0.08092485549132948
native,1,own_scale,F,qrf,calibrated,e_now,0,2025-12,139,1.682728984233651,0.06474820143884892
native,1,own_scale,F,qrf,calibrated,e_now,0,2026-01,160,1.3274064092015543,0.1125
native,1,own_scale,F,qrf,calibrated,e_now,0,2026-02,117,2.067997516593344,0.07692307692307693
native,1,own_scale,F,qrf,calibrated,e_now,0,2026-03,103,1.77817552567299,0.05825242718446602
native,1,own_scale,F,qrf,calibrated,e_now,1,all,248,1.568627091563735,0.12903225806451613
native,1,own_scale,F,qrf,calibrated,e_now,1,2025-12,69,1.4215842568924169,0.11594202898550725
native,1,own_scale,F,qrf,calibrated,e_now,1,2026-01,73,1.4467286706381752,0.1232876712328767
native,1,own_scale,F,qrf,calibrated,e_now,1,2026-02,60,1.6380388087387816,0.13333333333333333
native,1,own_scale,F,qrf,calibrated,e_now,1,2026-03,46,1.8921018152459967,0.15217391304347827
native,1,own_scale,F,qrf,calibrated,e_now,2,all,321,1.7197902455162488,0.11526479750778816
native,1,own_scale,F,qrf,calibrated,e_now,2,2025-12,105,1.7065453842923857,0.10476190476190476
native,1,own_scale,F,qrf,calibrated,e_now,2,2026-01,61,1.4705878132410661,0.14754098360655737
native,1,own_scale,F,qrf,calibrated,e_now,2,2026-02,103,1.7749434209334598,0.10679611650485436
native,1,own_scale,F,qrf,calibrated,e_now,2,2026-03,52,1.9296225864646936,0.11538461538461539
native,1,own_scale,F,qrf,calibrated,e_change1,0,all,430,1.6250837259771662,0.08604651162790698
native,1,own_scale,F,qrf,calibrated,e_change1,0,2025-12,115,1.5257940626982078,0.06956521739130435
native,1,own_scale,F,qrf,calibrated,e_change1,0,2026-01,116,1.39952770322599,0.11206896551724138
native,1,own_scale,F,qrf,calibrated,e_change1,0,2026-02,121,1.8489339941320424,0.06611570247933884
native,1,own_scale,F,qrf,calibrated,e_change1,0,2026-03,78,1.759659719175584,0.10256410256410256
native,1,own_scale,F,qrf,calibrated,e_change1,1,all,226,1.811196076823161,0.11504424778761062
native,1,own_scale,F,qrf,calibrated,e_change1,1,2025-12,62,2.0798656221334597,0.0967741935483871
native,1,own_scale,F,qrf,calibrated,e_change1,1,2026-01,71,1.4013288160953785,0.1267605633802817
native,1,own_scale,F,qrf,calibrated,e_change1,1,2026-02,43,1.9142357955368399,0.13953488372093023
native,1,own_scale,F,qrf,calibrated,e_change1,1,2026-03,50,1.971443192778077,0.1
native,1,own_scale,F,qrf,calibrated,e_change1,2,all,432,1.6304352195666014,0.1111111111111111
native,1,own_scale,F,qrf,calibrated,e_change1,2,2025-12,136,1.5202788389866644,0.10294117647058823
native,1,own_scale,F,qrf,calibrated,e_change1,2,2026-01,107,1.3632010796219975,0.1308411214953271
native,1,own_scale,F,qrf,calibrated,e_change1,2,2026-02,116,1.8708970502054587,0.1206896551724138
native,1,own_scale,F,qrf,calibrated,e_change1,2,2026-03,73,1.845253690509568,0.0821917808219178
native,1,own_scale,F,qrf,calibrated,e_rms72,0,all,16,1.402501710920767,0.25
native,1,own_scale,F,qrf,calibrated,e_rms72,0,2026-01,16,1.402501710920767,0.25
native,1,own_scale,F,qrf,calibrated,e_rms72,1,all,123,1.386315778186455,0.0975609756097561
native,1,own_scale,F,qrf,calibrated,e_rms72,1,2025-12,9,1.1214831742702926,0.0
native,1,own_scale,F,qrf,calibrated,e_rms72,1,2026-01,114,1.407223615337731,0.10526315789473684
native,1,own_scale,F,qrf,calibrated,e_rms72,2,all,949,1.7065410561573457,0.10010537407797682
native,1,own_scale,F,qrf,calibrated,e_rms72,2,2025-12,304,1.6482978924879017,0.09210526315789473
native,1,own_scale,F,qrf,calibrated,e_rms72,2,2026-01,164,1.370966801910408,0.12195121951219512
native,1,own_scale,F,qrf,calibrated,e_rms72,2,2026-02,280,1.8680614654353374,0.1
native,1,own_scale,F,qrf,calibrated,e_rms72,2,2026-03,201,1.8434285429940194,0.0945273631840796
native,1,own_scale,F,threshold,calibrated,e_now,0,all,519,1.7487318592458811,0.06551059730250482
native,1,own_scale,F,threshold,calibrated,e_now,0,2025-12,139,1.9464770480291154,0.05755395683453238
native,1,own_scale,F,threshold,calibrated,e_now,0,2026-01,160,1.3058012028573078,0.08125
native,1,own_scale,F,threshold,calibrated,e_now,0,2026-02,117,2.0815274882982715,0.05128205128205128
native,1,own_scale,F,threshold,calibrated,e_now,0,2026-03,103,1.7918894823737697,0.06796116504854369
native,1,own_scale,F,threshold,calibrated,e_now,1,all,248,1.5575285139075405,0.12903225806451613
native,1,own_scale,F,threshold,calibrated,e_now,1,2025-12,69,1.3570555002109057,0.10144927536231885
native,1,own_scale,F,threshold,calibrated,e_now,1,2026-01,73,1.3986691383814982,0.1095890410958904
native,1,own_scale,F,threshold,calibrated,e_now,1,2026-02,60,1.7941110592173415,0.16666666666666666
native,1,own_scale,F,threshold,calibrated,e_now,1,2026-03,46,1.8017550278179943,0.15217391304347827
native,1,own_scale,F,threshold,calibrated,e_now,2,all,321,1.8170280908520207,0.11838006230529595
native,1,own_scale,F,threshold,calibrated,e_now,2,2025-12,105,1.7294111324163564,0.10476190476190476
native,1,own_scale,F,threshold,calibrated,e_now,2,2026-01,61,1.598721894771104,0.14754098360655737
native,1,own_scale,F,threshold,calibrated,e_now,2,2026-02,103,1.8857656276235688,0.11650485436893204
native,1,own_scale,F,threshold,calibrated,e_now,2,2026-03,52,2.1138837121830054,0.11538461538461539
native,1,own_scale,F,threshold,calibrated,e_change1,0,all,430,1.71500544572885,0.06744186046511629
native,1,own_scale,F,threshold,calibrated,e_change1,0,2025-12,115,1.8752654967202336,0.06086956521739131
native,1,own_scale,F,threshold,calibrated,e_change1,0,2026-01,116,1.4016120538017813,0.06896551724137931
native,1,own_scale,F,threshold,calibrated,e_change1,0,2026-02,121,1.8313143322599255,0.049586776859504134
native,1,own_scale,F,threshold,calibrated,e_change1,0,2026-03,78,1.7643689371297564,0.10256410256410256
native,1,own_scale,F,threshold,calibrated,e_change1,1,all,226,1.8323338299309277,0.09292035398230089
native,1,own_scale,F,threshold,calibrated,e_change1,1,2025-12,62,2.0201037093060488,0.06451612903225806
native,1,own_scale,F,threshold,calibrated,e_change1,1,2026-01,71,1.3352326397242882,0.07042253521126761
native,1,own_scale,F,threshold,calibrated,e_change1,1,2026-02,43,1.9481575301464453,0.13953488372093023
native,1,own_scale,F,threshold,calibrated,e_change1,1,2026-03,50,2.2057744874138603,0.12
native,1,own_scale,F,threshold,calibrated,e_change1,2,all,432,1.6795489266976529,0.125
native,1,own_scale,F,threshold,calibrated,e_change1,2,2025-12,136,1.5064951911361404,0.11029411764705882
native,1,own_scale,F,threshold,calibrated,e_change1,2,2026-01,107,1.4127528923235968,0.1588785046728972
native,1,own_scale,F,threshold,calibrated,e_change1,2,2026-02,116,2.069477856288084,0.13793103448275862
native,1,own_scale,F,threshold,calibrated,e_change1,2,2026-03,73,1.7733945141209362,0.0821917808219178
native,1,own_scale,F,threshold,calibrated,e_rms72,0,all,16,1.3249298365380708,0.125
native,1,own_scale,F,threshold,calibrated,e_rms72,0,2026-01,16,1.3249298365380708,0.125
native,1,own_scale,F,threshold,calibrated,e_rms72,1,all,123,1.3802364472420667,0.08943089430894309
native,1,own_scale,F,threshold,calibrated,e_rms72,1,2025-12,9,1.418725240902449,0.2222222222222222
native,1,own_scale,F,threshold,calibrated,e_rms72,1,2026-01,114,1.3771978582688786,0.07894736842105263
native,1,own_scale,F,threshold,calibrated,e_rms72,2,all,949,1.776772353177869,0.0958904109589041
native,1,own_scale,F,threshold,calibrated,e_rms72,2,2025-12,304,1.7533446740993253,0.07894736842105263
native,1,own_scale,F,threshold,calibrated,e_rms72,2,2026-01,164,1.4045953775170403,0.11585365853658537
native,1,own_scale,F,threshold,calibrated,e_rms72,2,2026-02,280,1.9479258547470213,0.1
native,1,own_scale,F,threshold,calibrated,e_rms72,2,2026-03,201,1.877449258694738,0.09950248756218906
native,6,original,F,boosting,raw,e_now,0,all,327,1.9828231053841112,0.12232415902140673
native,6,original,F,boosting,raw,e_now,0,2025-12,92,2.253424073781302,0.15217391304347827
native,6,original,F,boosting,raw,e_now,0,2026-01,92,1.3608436945851874,0.043478260869565216
native,6,original,F,boosting,raw,e_now,0,2026-02,70,2.150616541448015,0.14285714285714285
native,6,original,F,boosting,raw,e_now,0,2026-03,73,2.2647583954729624,0.1643835616438356
native,6,original,F,boosting,raw,e_now,1,all,159,1.740230486984406,0.22641509433962265
native,6,original,F,boosting,raw,e_now,1,2025-12,43,1.335258732588407,0.23255813953488372
native,6,original,F,boosting,raw,e_now,1,2026-01,49,1.2879397732712303,0.20408163265306123
native,6,original,F,boosting,raw,e_now,1,2026-02,37,2.7344554672993504,0.2702702702702703
native,6,original,F,boosting,raw,e_now,1,2026-03,30,1.8332206916284284,0.2
native,6,original,F,boosting,raw,e_now,2,all,217,2.049880731686637,0.2534562211981567
native,6,original,F,boosting,raw,e_now,2,2025-12,65,1.8081506444247821,0.23076923076923078
native,6,original,F,boosting,raw,e_now,2,2026-01,48,2.140107067376871,0.25
native,6,original,F,boosting,raw,e_now,2,2026-02,73,2.2491503017703454,0.3013698630136986
native,6,original,F,boosting,raw,e_now,2,2026-03,31,1.9477811491956254,0.1935483870967742
native,6,original,F,boosting,raw,e_change1,0,all,274,1.7770380498219898,0.1386861313868613
native,6,original,F,boosting,raw,e_change1,0,2025-12,71,1.5928688067139718,0.09859154929577464
native,6,original,F,boosting,raw,e_change1,0,2026-01,75,1.4366074322240403,0.12
native,6,original,F,boosting,raw,e_change1,0,2026-02,76,2.282892554332025,0.2236842105263158
native,6,original,F,boosting,raw,e_change1,0,2026-03,52,1.7801797851633883,0.09615384615384616
native,6,original,F,boosting,raw,e_change1,1,all,144,1.8670505683112926,0.2152777777777778
native,6,original,F,boosting,raw,e_change1,1,2025-12,40,1.3196838193007445,0.25
native,6,original,F,boosting,raw,e_change1,1,2026-01,40,1.6316697489054401,0.125
native,6,original,F,boosting,raw,e_change1,1,2026-02,34,2.2440573576574026,0.20588235294117646
native,6,original,F,boosting,raw,e_change1,1,2026-03,30,2.4834396316075678,0.3
native,6,original,F,boosting,raw,e_change1,2,all,285,2.1548779444879784,0.21754385964912282
native,6,original,F,boosting,raw,e_change1,2,2025-12,89,2.431234765483936,0.24719101123595505
native,6,original,F,boosting,raw,e_change1,2,2026-01,74,1.5948575763945505,0.16216216216216217
native,6,original,F,boosting,raw,e_change1,2,2026-02,70,2.372974256158381,0.2571428571428571
native,6,original,F,boosting,raw,e_change1,2,2026-03,52,2.1852434897446207,0.19230769230769232
native,6,original,F,boosting,raw,e_rms72,0,all,14,1.1075210718762862,0.07142857142857142
native,6,original,F,boosting,raw,e_rms72,0,2026-01,14,1.1075210718762862,0.07142857142857142
native,6,original,F,boosting,raw,e_rms72,1,all,74,1.3943007713412354,0.10810810810810811
native,6,original,F,boosting,raw,e_rms72,1,2025-12,3,0.6284573622097644,0.3333333333333333
native,6,original,F,boosting,raw,e_rms72,1,2026-01,71,1.4266603520087624,0.09859154929577464
native,6,original,F,boosting,raw,e_rms72,2,all,615,2.034504665986351,0.1983739837398374
native,6,original,F,boosting,raw,e_rms72,2,2025-12,197,1.9308404065490496,0.19289340101522842
native,6,original,F,boosting,raw,e_rms72,2,2026-01,104,1.675323346416608,0.17307692307692307
native,6,original,F,boosting,raw,e_rms72,2,2026-02,180,2.310588790114846,0.23333333333333334
native,6,original,F,boosting,raw,e_rms72,2,2026-03,134,2.0948149197271904,0.1791044776119403
native,6,original,F,linear,raw,e_now,0,all,327,2.0277185647640485,0.07951070336391437
native,6,original,F,linear,raw,e_now,0,2025-12,92,2.6433545012171624,0.14130434782608695
native,6,original,F,linear,raw,e_now,0,2026-01,92,1.4526104611066493,0.010869565217391304
native,6,original,F,linear,raw,e_now,0,2026-02,70,2.051107806116262,0.04285714285714286
native,6,original,F,linear,raw,e_now,0,2026-03,73,1.9542143522728037,0.1232876712328767
native,6,original,F,linear,raw,e_now,1,all,159,1.5036461817018731,0.12578616352201258
native,6,original,F,linear,raw,e_now,1,2025-12,43,1.1689731267911079,0.11627906976744186
native,6,original,F,linear,raw,e_now,1,2026-01,49,1.1798979476318945,0.12244897959183673
native,6,original,F,linear,raw,e_now,1,2026-02,37,2.2562574669476754,0.1891891891891892
native,6,original,F,linear,raw,e_now,1,2026-03,30,1.5839124242517792,0.06666666666666667
native,6,original,F,linear,raw,e_now,2,all,217,2.3080620321909184,0.31336405529953915
native,6,original,F,linear,raw,e_now,2,2025-12,65,2.1084545298803308,0.3230769230769231
native,6,original,F,linear,raw,e_now,2,2026-01,48,2.4422792485165803,0.2916666666666667
native,6,original,F,linear,raw,e_now,2,2026-02,73,2.6299398179690523,0.3972602739726027
native,6,original,F,linear,raw,e_now,2,2026-03,31,1.7608034162151986,0.12903225806451613
native,6,original,F,linear,raw,e_change1,0,all,274,1.7531972274454672,0.09124087591240876
native,6,original,F,linear,raw,e_change1,0,2025-12,71,1.6909430551994862,0.09859154929577464
native,6,original,F,linear,raw,e_change1,0,2026-01,75,1.4593825205932809,0.04
native,6,original,F,linear,raw,e_change1,0,2026-02,76,2.122417451069053,0.13157894736842105
native,6,original,F,linear,raw,e_change1,0,2026-03,52,1.7223397706759689,0.09615384615384616
native,6,original,F,linear,raw,e_change1,1,all,144,1.6380615172017192,0.1597222222222222
native,6,original,F,linear,raw,e_change1,1,2025-12,40,1.2598968515346,0.175
native,6,original,F,linear,raw,e_change1,1,2026-01,40,1.5669520963751902,0.125
native,6,original,F,linear,raw,e_change1,1,2026-02,34,2.089533373115054,0.17647058823529413
native,6,original,F,linear,raw,e_change1,1,2026-03,30,1.725425529158137,0.16666666666666666
native,6,original,F,linear,raw,e_change1,2,all,285,2.4096009675675973,0.23157894736842105
native,6,original,F,linear,raw,e_change1,2,2025-12,89,2.9219232811873095,0.2808988764044944
native,6,original,F,linear,raw,e_change1,2,2026-01,74,1.8453080119603613,0.17567567567567569
native,6,original,F,linear,raw,e_change1,2,2026-02,70,2.6670974064254764,0.32857142857142857
native,6,original,F,linear,raw,e_change1,2,2026-03,52,1.989144084543167,0.09615384615384616
