sample,horizon,variant,information,strategy,calibration,fold,n,loss_bp,below_rate
native,6,own_scale,F,threshold,raw,2025-12,200,1.9536535638962094,0.17
native,6,own_scale,F,threshold,raw,2026-01,189,1.4617102857833904,0.19576719576719576
native,6,own_scale,F,threshold,raw,2026-02,180,2.232128075051329,0.21666666666666667
native,6,own_scale,F,threshold,raw,2026-03,134,2.095721389285582,0.20149253731343283
native,6,own_scale,R,boosting,raw,2025-12,200,1.8963910811533358,0.16
native,6,own_scale,R,boosting,raw,2026-01,189,1.469202114127263,0.15873015873015872
native,6,own_scale,R,boosting,raw,2026-02,180,2.0873797574453046,0.20555555555555555
native,6,own_scale,R,boosting,raw,2026-03,134,1.9539558006832205,0.1791044776119403
native,6,own_scale,R,linear,raw,2025-12,200,2.1525200150310906,0.195
native,6,own_scale,R,linear,raw,2026-01,189,1.6332516708178328,0.1111111111111111
native,6,own_scale,R,linear,raw,2026-02,180,1.8642244557764058,0.07777777777777778
native,6,own_scale,R,linear,raw,2026-03,134,1.795158149652441,0.11940298507462686
native,6,own_scale,R,ml_selected,raw,2025-12,200,1.8963910811533358,0.16
native,6,own_scale,R,ml_selected,raw,2026-01,189,1.401200803174632,0.1746031746031746
native,6,own_scale,R,ml_selected,raw,2026-02,180,1.9938094117106773,0.2
native,6,own_scale,R,ml_selected,raw,2026-03,134,2.0005227183624466,0.1791044776119403
native,6,own_scale,R,qrf,raw,2025-12,200,1.8503341772711968,0.125
native,6,own_scale,R,qrf,raw,2026-01,189,1.401200803174632,0.1746031746031746
native,6,own_scale,R,qrf,raw,2026-02,180,1.9938094117106773,0.2
native,6,own_scale,R,qrf,raw,2026-03,134,2.0005227183624466,0.1791044776119403
native,6,own_scale,R,threshold,raw,2025-12,200,1.856293585967609,0.14
native,6,own_scale,R,threshold,raw,2026-01,189,1.4061960925515347,0.14285714285714285
native,6,own_scale,R,threshold,raw,2026-02,180,1.9303304790291678,0.14444444444444443
native,6,own_scale,R,threshold,raw,2026-03,134,1.8820558754975103,0.14925373134328357
native,6,original,B,boosting,calibrated,2025-12,200,1.9843594235909712,0.095
native,6,original,B,boosting,calibrated,2026-01,189,1.466772776623661,0.10052910052910052
native,6,original,B,boosting,calibrated,2026-02,180,2.0477020249658935,0.08888888888888889
native,6,original,B,boosting,calibrated,2026-03,134,2.0461050671105383,0.08955223880597014
native,6,original,B,linear,calibrated,2025-12,200,2.0807945829578984,0.08
native,6,original,B,linear,calibrated,2026-01,189,1.7379269778865032,0.1164021164021164
native,6,original,B,linear,calibrated,2026-02,180,2.0922449089764013,0.1111111111111111
native,6,original,B,linear,calibrated,2026-03,134,1.84268096893812,0.05970149253731343
native,6,original,B,ml_selected,calibrated,2025-12,200,2.0179773675304915,0.095
native,6,original,B,ml_selected,calibrated,2026-01,189,1.466772776623661,0.10052910052910052
native,6,original,B,ml_selected,calibrated,2026-02,180,2.0477020249658935,0.08888888888888889
native,6,original,B,ml_selected,calibrated,2026-03,134,2.007002681286632,0.09701492537313433
native,6,original,B,qrf,calibrated,2025-12,200,2.0179773675304915,0.095
native,6,original,B,qrf,calibrated,2026-01,189,1.5562240387330237,0.10582010582010581
native,6,original,B,qrf,calibrated,2026-02,180,1.9335469253357411,0.08888888888888889
native,6,original,B,qrf,calibrated,2026-03,134,2.007002681286632,0.09701492537313433
native,6,original,B,threshold,calibrated,2025-12,200,2.057005192362827,0.085
native,6,original,B,threshold,calibrated,2026-01,189,1.4222630698145327,0.08465608465608465
native,6,original,B,threshold,calibrated,2026-02,180,1.9417454791200301,0.10555555555555556
native,6,original,B,threshold,calibrated,2026-03,134,1.917381683286425,0.08955223880597014
native,6,original,F,boosting,calibrated,2025-12,200,1.9839720433017636,0.095
native,6,original,F,boosting,calibrated,2026-01,189,1.5791704311740087,0.10052910052910052
native,6,original,F,boosting,calibrated,2026-02,180,2.025269903906135,0.08888888888888889
native,6,original,F,boosting,calibrated,2026-03,134,2.073591656548397,0.09701492537313433
native,6,original,F,linear,calibrated,2025-12,200,2.0807945829578984,0.08
native,6,original,F,linear,calibrated,2026-01,189,1.7379269778865032,0.1164021164021164
native,6,original,F,linear,calibrated,2026-02,180,2.0922449089764013,0.1111111111111111
native,6,original,F,linear,calibrated,2026-03,134,1.8866730959621403,0.1044776119402985
native,6,original,F,ml_selected,calibrated,2025-12,200,2.0156304418080095,0.095
native,6,original,F,ml_selected,calibrated,2026-01,189,1.5791704311740087,0.10052910052910052
native,6,original,F,ml_selected,calibrated,2026-02,180,2.025269903906135,0.08888888888888889
native,6,original,F,ml_selected,calibrated,2026-03,134,1.9963119488329955,0.09701492537313433
native,6,original,F,qrf,calibrated,2025-12,200,2.0156304418080095,0.095
native,6,original,F,qrf,calibrated,2026-01,189,1.526945813405298,0.10582010582010581
native,6,original,F,qrf,calibrated,2026-02,180,1.8859764899095754,0.1
native,6,original,F,qrf,calibrated,2026-03,134,1.9963119488329955,0.09701492537313433
native,6,original,F,threshold,calibrated,2025-12,200,2.0799419567530824,0.1
native,6,original,F,threshold,calibrated,2026-01,189,1.3810065810522973,0.10582010582010581
native,6,original,F,threshold,calibrated,2026-02,180,1.9553521538336827,0.09444444444444444
native,6,original,F,threshold,calibrated,2026-03,134,1.9104605812027389,0.09701492537313433
native,6,original,R,boosting,calibrated,2025-12,200,1.899906603898106,0.095
native,6,original,R,boosting,calibrated,2026-01,189,1.4030239041523072,0.1111111111111111
native,6,original,R,boosting,calibrated,2026-02,180,1.988415713675321,0.08888888888888889
native,6,original,R,boosting,calibrated,2026-03,134,1.9671453407904227,0.08955223880597014
native,6,original,R,linear,calibrated,2025-12,200,2.0807945829578984,0.08
native,6,original,R,linear,calibrated,2026-01,189,1.7379269778865032,0.1164021164021164
native,6,original,R,linear,calibrated,2026-02,180,2.0922449089764013,0.1111111111111111
native,6,original,R,linear,calibrated,2026-03,134,1.806056260150596,0.08955223880597014
native,6,original,R,ml_selected,calibrated,2025-12,200,2.0187307502748126,0.095
native,6,original,R,ml_selected,calibrated,2026-01,189,1.4030239041523072,0.1111111111111111
native,6,original,R,ml_selected,calibrated,2026-02,180,1.988415713675321,0.08888888888888889
native,6,original,R,ml_selected,calibrated,2026-03,134,1.9671453407904227,0.08955223880597014
native,6,original,R,qrf,calibrated,2025-12,200,2.0187307502748126,0.095
native,6,original,R,qrf,calibrated,2026-01,189,1.519603816442121,0.09523809523809523
native,6,original,R,qrf,calibrated,2026-02,180,1.8694606844916808,0.1
native,6,original,R,qrf,calibrated,2026-03,134,2.0023911684255693,0.09701492537313433
native,6,original,R,threshold,calibrated,2025-12,200,2.0842977686731627,0.105
native,6,original,R,threshold,calibrated,2026-01,189,1.4405867723033006,0.10052910052910052
native,6,original,R,threshold,calibrated,2026-02,180,1.9457879054010185,0.1
native,6,original,R,threshold,calibrated,2026-03,134,1.9364078655657477,0.1044776119402985
native,6,own_scale,B,boosting,calibrated,2025-12,200,2.001807195613523,0.105
native,6,own_scale,B,boosting,calibrated,2026-01,189,1.476085068906965,0.10052910052910052
native,6,own_scale,B,boosting,calibrated,2026-02,180,2.026256050527985,0.08888888888888889
native,6,own_scale,B,boosting,calibrated,2026-03,134,2.0303091113799305,0.08955223880597014
native,6,own_scale,B,linear,calibrated,2025-12,200,2.0807945829578984,0.08
native,6,own_scale,B,linear,calibrated,2026-01,189,1.7379269778865032,0.1164021164021164
native,6,own_scale,B,linear,calibrated,2026-02,180,2.0922449089764013,0.1111111111111111
native,6,own_scale,B,linear,calibrated,2026-03,134,1.8628165237448582,0.1044776119402985
native,6,own_scale,B,ml_selected,calibrated,2025-12,200,2.012870825005702,0.1
native,6,own_scale,B,ml_selected,calibrated,2026-01,189,1.476085068906965,0.10052910052910052
native,6,own_scale,B,ml_selected,calibrated,2026-02,180,1.9194537458858503,0.09444444444444444
native,6,own_scale,B,ml_selected,calibrated,2026-03,134,2.014216749015853,0.11194029850746269
native,6,own_scale,B,qrf,calibrated,2025-12,200,2.012870825005702,0.1
native,6,own_scale,B,qrf,calibrated,2026-01,189,1.3923965341521127,0.09523809523809523
native,6,own_scale,B,qrf,calibrated,2026-02,180,1.9194537458858503,0.09444444444444444
native,6,own_scale,B,qrf,calibrated,2026-03,134,2.014216749015853,0.11194029850746269
native,6,own_scale,B,threshold,calibrated,2025-12,200,2.1833062908666,0.115
native,6,own_scale,B,threshold,calibrated,2026-01,189,1.4347266272476384,0.09523809523809523
native,6,own_scale,B,threshold,calibrated,2026-02,180,1.973102117214803,0.10555555555555556
native,6,own_scale,B,threshold,calibrated,2026-03,134,1.9346082128321673,0.09701492537313433
native,6,own_scale,F,boosting,calibrated,2025-12,200,2.0279704030632604,0.09
native,6,own_scale,F,boosting,calibrated,2026-01,189,1.4181194399471737,0.1164021164021164
native,6,own_scale,F,boosting,calibrated,2026-02,180,2.0148729832671166,0.08888888888888889
native,6,own_scale,F,boosting,calibrated,2026-03,134,2.0311542427056724,0.08955223880597014
native,6,own_scale,F,linear,calibrated,2025-12,200,2.0807945829578984,0.08
native,6,own_scale,F,linear,calibrated,2026-01,189,1.7379269778865032,0.1164021164021164
native,6,own_scale,F,linear,calibrated,2026-02,180,2.0922449089764013,0.1111111111111111
native,6,own_scale,F,linear,calibrated,2026-03,134,2.003523345496208,0.11940298507462686
native,6,own_scale,F,ml_selected,calibrated,2025-12,200,2.00825017388722,0.095
native,6,own_scale,F,ml_selected,calibrated,2026-01,189,1.5162917054816454,0.10052910052910052
native,6,own_scale,F,ml_selected,calibrated,2026-02,180,1.9018830575429044,0.09444444444444444
native,6,own_scale,F,ml_selected,calibrated,2026-03,134,1.9969282768480776,0.1044776119402985
native,6,own_scale,F,qrf,calibrated,2025-12,200,2.00825017388722,0.095
native,6,own_scale,F,qrf,calibrated,2026-01,189,1.5162917054816454,0.10052910052910052
native,6,own_scale,F,qrf,calibrated,2026-02,180,1.9018830575429044,0.09444444444444444
native,6,own_scale,F,qrf,calibrated,2026-03,134,1.9969282768480776,0.1044776119402985
native,6,own_scale,F,threshold,calibrated,2025-12,200,2.0750687239874894,0.1
native,6,own_scale,F,threshold,calibrated,2026-01,189,1.3893845281328299,0.10582010582010581
native,6,own_scale,F,threshold,calibrated,2026-02,180,1.988926785519704,0.09444444444444444
native,6,own_scale,F,threshold,calibrated,2026-03,134,1.9739434438730423,0.09701492537313433
native,6,own_scale,R,boosting,calibrated,2025-12,200,2.0365484820982505,0.1
native,6,own_scale,R,boosting,calibrated,2026-01,189,1.4224604920931574,0.12698412698412698
native,6,own_scale,R,boosting,calibrated,2026-02,180,1.9076981147106096,0.10555555555555556
native,6,own_scale,R,boosting,calibrated,2026-03,134,1.9860453145838974,0.09701492537313433
native,6,own_scale,R,linear,calibrated,2025-12,200,2.0807945829578984,0.08
native,6,own_scale,R,linear,calibrated,2026-01,189,1.7379269778865032,0.1164021164021164
native,6,own_scale,R,linear,calibrated,2026-02,180,1.8695356843714124,0.08333333333333333
native,6,own_scale,R,linear,calibrated,2026-03,134,1.8666662264988776,0.11940298507462686
native,6,own_scale,R,ml_selected,calibrated,2025-12,200,2.0365484820982505,0.1
native,6,own_scale,R,ml_selected,calibrated,2026-01,189,1.3604651607156466,0.10582010582010581
native,6,own_scale,R,ml_selected,calibrated,2026-02,180,1.91287682401238,0.08888888888888889
native,6,own_scale,R,ml_selected,calibrated,2026-03,134,2.004711762148946,0.09701492537313433
native,6,own_scale,R,qrf,calibrated,2025-12,200,2.046036211888279,0.095
native,6,own_scale,R,qrf,calibrated,2026-01,189,1.3604651607156466,0.10582010582010581
native,6,own_scale,R,qrf,calibrated,2026-02,180,1.91287682401238,0.08888888888888889
native,6,own_scale,R,qrf,calibrated,2026-03,134,2.004711762148946,0.09701492537313433
native,6,own_scale,R,threshold,calibrated,2025-12,200,2.112276763121169,0.095
native,6,own_scale,R,threshold,calibrated,2026-01,189,1.3973342635614978,0.1111111111111111
native,6,own_scale,R,threshold,calibrated,2026-02,180,1.9104910618790059,0.1111111111111111
native,6,own_scale,R,threshold,calibrated,2026-03,134,1.9562092093443149,0.09701492537313433
native,12,original,B,boosting,raw,2025-12,139,2.2104220084174053,0.2014388489208633
native,12,original,B,boosting,raw,2026-01,137,1.5736716837007094,0.18248175182481752
native,12,original,B,boosting,raw,2026-02,128,1.9692493568318377,0.1640625
native,12,original,B,boosting,raw,2026-03,105,2.7732268831931033,0.2571428571428571
native,12,original,B,linear,raw,2025-12,139,2.455687283587684,0.17985611510791366
native,12,original,B,linear,raw,2026-01,137,1.4984099952487226,0.08759124087591241
native,12,original,B,linear,raw,2026-02,128,1.909185778417434,0.171875
native,12,original,B,linear,raw,2026-03,105,2.755828351614538,0.34285714285714286
native,12,original,B,ml_selected,raw,2025-12,139,2.1939241185919887,0.17266187050359713
native,12,original,B,ml_selected,raw,2026-01,137,1.420977541163544,0.0948905109489051
native,12,original,B,ml_selected,raw,2026-02,128,1.8784782487394889,0.15625
native,12,original,B,ml_selected,raw,2026-03,105,2.660634144593038,0.3047619047619048
native,12,original,B,qrf,raw,2025-12,139,2.1939241185919887,0.17266187050359713
native,12,original,B,qrf,raw,2026-01,137,1.420977541163544,0.0948905109489051
native,12,original,B,qrf,raw,2026-02,128,1.8784782487394889,0.15625
native,12,original,B,qrf,raw,2026-03,105,2.660634144593038,0.3047619047619048
native,12,original,B,threshold,raw,2025-12,139,2.5262490037179153,0.16546762589928057
native,12,original,B,threshold,raw,2026-01,137,1.4636258864469052,0.145985401459854
native,12,original,B,threshold,raw,2026-02,128,2.2379686308465208,0.1953125
native,12,original,B,threshold,raw,2026-03,105,2.9920421531957424,0.38095238095238093
native,12,original,F,boosting,raw,2025-12,139,2.161731873259092,0.17266187050359713
native,12,original,F,boosting,raw,2026-01,137,1.570041434666775,0.19708029197080293
native,12,original,F,boosting,raw,2026-02,128,1.9494042377524723,0.1796875
native,12,original,F,boosting,raw,2026-03,105,3.0812911639880993,0.3142857142857143
native,12,original,F,linear,raw,2025-12,139,2.515044162313872,0.17266187050359713
native,12,original,F,linear,raw,2026-01,137,1.5330934915577819,0.08759124087591241
native,12,original,F,linear,raw,2026-02,128,2.277364022251004,0.171875
native,12,original,F,linear,raw,2026-03,105,2.826188428757104,0.3523809523809524
native,12,original,F,ml_selected,raw,2025-12,139,2.1713267979359365,0.17985611510791366
native,12,original,F,ml_selected,raw,2026-01,137,1.4698312143601564,0.18248175182481752
native,12,original,F,ml_selected,raw,2026-02,128,1.860672968267893,0.15625
native,12,original,F,ml_selected,raw,2026-03,105,2.6902239745196543,0.3142857142857143
native,12,original,F,qrf,raw,2025-12,139,2.1713267979359365,0.17985611510791366
native,12,original,F,qrf,raw,2026-01,137,1.4698312143601564,0.18248175182481752
native,12,original,F,qrf,raw,2026-02,128,1.860672968267893,0.15625
native,12,original,F,qrf,raw,2026-03,105,2.6902239745196543,0.3142857142857143
native,12,original,F,threshold,raw,2025-12,139,2.372398878621799,0.17266187050359713
native,12,original,F,threshold,raw,2026-01,137,1.543559992372045,0.16058394160583941
native,12,original,F,threshold,raw,2026-02,128,2.4113342021528132,0.21875
native,12,original,F,threshold,raw,2026-03,105,3.128209234216438,0.38095238095238093
native,12,original,R,boosting,raw,2025-12,139,2.2230694017360193,0.19424460431654678
native,12,original,R,boosting,raw,2026-01,137,1.3899386709093213,0.12408759124087591
native,12,original,R,boosting,raw,2026-02,128,1.8822682910020616,0.1328125
native,12,original,R,boosting,raw,2026-03,105,2.7740225727092107,0.29523809523809524
native,12,original,R,linear,raw,2025-12,139,2.460673556074698,0.17985611510791366
native,12,original,R,linear,raw,2026-01,137,1.4984099952487226,0.08759124087591241
native,12,original,R,linear,raw,2026-02,128,1.9055565860051786,0.1640625
native,12,original,R,linear,raw,2026-03,105,2.797989561480535,0.37142857142857144
native,12,original,R,ml_selected,raw,2025-12,139,2.2230694017360193,0.19424460431654678
native,12,original,R,ml_selected,raw,2026-01,137,1.3899386709093213,0.12408759124087591
native,12,original,R,ml_selected,raw,2026-02,128,1.912798332198872,0.1640625
native,12,original,R,ml_selected,raw,2026-03,105,2.7000514374223377,0.29523809523809524
native,12,original,R,qrf,raw,2025-12,139,2.2072833981291757,0.19424460431654678
native,12,original,R,qrf,raw,2026-01,137,1.4915163445902666,0.17518248175182483
native,12,original,R,qrf,raw,2026-02,128,1.912798332198872,0.1640625
native,12,original,R,qrf,raw,2026-03,105,2.7000514374223377,0.29523809523809524
native,12,original,R,threshold,raw,2025-12,139,2.2928691771876566,0.17985611510791366
native,12,original,R,threshold,raw,2026-01,137,1.4593246235134494,0.16058394160583941
native,12,original,R,threshold,raw,2026-02,128,1.8488296843987773,0.1640625
native,12,original,R,threshold,raw,2026-03,105,2.7759984089180065,0.3047619047619048
native,12,own_scale,B,boosting,raw,2025-12,139,2.183714986365521,0.19424460431654678
native,12,own_scale,B,boosting,raw,2026-01,137,1.5252568123418635,0.17518248175182483
native,12,own_scale,B,boosting,raw,2026-02,128,1.9692493568318377,0.1640625
native,12,own_scale,B,boosting,raw,2026-03,105,2.588347374626321,0.2761904761904762
native,12,own_scale,B,linear,raw,2025-12,139,2.455687283587684,0.17985611510791366
native,12,own_scale,B,linear,raw,2026-01,137,1.4905180545271255,0.0948905109489051
native,12,own_scale,B,linear,raw,2026-02,128,1.909185778417434,0.171875
native,12,own_scale,B,linear,raw,2026-03,105,2.623995401893994,0.3333333333333333
native,12,own_scale,B,ml_selected,raw,2025-12,139,2.233577907224274,0.18705035971223022
native,12,own_scale,B,ml_selected,raw,2026-01,137,1.4180731106240299,0.11678832116788321
native,12,own_scale,B,ml_selected,raw,2026-02,128,1.9221594289222366,0.140625
native,12,own_scale,B,ml_selected,raw,2026-03,105,2.723278611195691,0.3142857142857143
native,12,own_scale,B,qrf,raw,2025-12,139,2.233577907224274,0.18705035971223022
native,12,own_scale,B,qrf,raw,2026-01,137,1.4180731106240299,0.11678832116788321
native,12,own_scale,B,qrf,raw,2026-02,128,1.9221594289222366,0.140625
native,12,own_scale,B,qrf,raw,2026-03,105,2.723278611195691,0.3142857142857143
native,12,own_scale,B,threshold,raw,2025-12,139,2.524970559740581,0.16546762589928057
native,12,own_scale,B,threshold,raw,2026-01,137,1.4305970024157586,0.12408759124087591
native,12,own_scale,B,threshold,raw,2026-02,128,2.382157637879976,0.234375
native,12,own_scale,B,threshold,raw,2026-03,105,2.6836294320389795,0.3619047619047619
native,12,own_scale,F,boosting,raw,2025-12,139,2.1924991050531624,0.17985611510791366
native,12,own_scale,F,boosting,raw,2026-01,137,1.5084325388852997,0.18248175182481752
native,12,own_scale,F,boosting,raw,2026-02,128,1.881858671278165,0.1640625
native,12,own_scale,F,boosting,raw,2026-03,105,2.834629492320553,0.29523809523809524
native,12,own_scale,F,linear,raw,2025-12,139,2.515044162313872,0.17266187050359713
native,12,own_scale,F,linear,raw,2026-01,137,1.5027882637976853,0.10218978102189781
native,12,own_scale,F,linear,raw,2026-02,128,2.277364022251004,0.171875
native,12,own_scale,F,linear,raw,2026-03,105,2.790938414171091,0.3523809523809524
native,12,own_scale,F,ml_selected,raw,2025-12,139,2.130069799763083,0.16546762589928057
native,12,own_scale,F,ml_selected,raw,2026-01,137,1.471004704130805,0.18248175182481752
native,12,own_scale,F,ml_selected,raw,2026-02,128,1.8504781934750814,0.15625
native,12,own_scale,F,ml_selected,raw,2026-03,105,2.652816090166957,0.3047619047619048
native,12,own_scale,F,qrf,raw,2025-12,139,2.130069799763083,0.16546762589928057
native,12,own_scale,F,qrf,raw,2026-01,137,1.471004704130805,0.18248175182481752
native,12,own_scale,F,qrf,raw,2026-02,128,1.8504781934750814,0.15625
native,12,own_scale,F,qrf,raw,2026-03,105,2.652816090166957,0.3047619047619048
native,12,own_scale,F,threshold,raw,2025-12,139,2.3724591779994677,0.17985611510791366
native,12,own_scale,F,threshold,raw,2026-01,137,1.5091113952913173,0.16058394160583941
native,12,own_scale,F,threshold,raw,2026-02,128,2.01969255929942,0.1875
native,12,own_scale,F,threshold,raw,2026-03,105,2.7457909371848213,0.3238095238095238
native,12,own_scale,R,boosting,raw,2025-12,139,2.169464976407599,0.19424460431654678
native,12,own_scale,R,boosting,raw,2026-01,137,1.4103732508688906,0.13138686131386862
native,12,own_scale,R,boosting,raw,2026-02,128,1.9225026337663176,0.1484375
native,12,own_scale,R,boosting,raw,2026-03,105,2.523188684251134,0.2571428571428571
native,12,own_scale,R,linear,raw,2025-12,139,2.460673556074698,0.17985611510791366
native,12,own_scale,R,linear,raw,2026-01,137,1.4905180545271255,0.0948905109489051
native,12,own_scale,R,linear,raw,2026-02,128,1.9055565860051786,0.1640625
native,12,own_scale,R,linear,raw,2026-03,105,2.6559083615511425,0.34285714285714286
native,12,own_scale,R,ml_selected,raw,2025-12,139,2.2231891192106294,0.2014388489208633
native,12,own_scale,R,ml_selected,raw,2026-01,137,1.4103732508688906,0.13138686131386862
native,12,own_scale,R,ml_selected,raw,2026-02,128,1.9326194219992918,0.140625
native,12,own_scale,R,ml_selected,raw,2026-03,105,2.523188684251134,0.2571428571428571
native,12,own_scale,R,qrf,raw,2025-12,139,2.2231891192106294,0.2014388489208633
native,12,own_scale,R,qrf,raw,2026-01,137,1.3879513391302485,0.1386861313868613
native,12,own_scale,R,qrf,raw,2026-02,128,1.9326194219992918,0.140625
native,12,own_scale,R,qrf,raw,2026-03,105,2.6723035742235477,0.3142857142857143
native,12,own_scale,R,threshold,raw,2025-12,139,2.2937269447753037,0.17985611510791366
native,12,own_scale,R,threshold,raw,2026-01,137,1.3714760666459982,0.0948905109489051
native,12,own_scale,R,threshold,raw,2026-02,128,1.8037084243598471,0.1328125
native,12,own_scale,R,threshold,raw,2026-03,105,2.4961418439351504,0.22857142857142856
native,12,original,B,boosting,calibrated,2025-12,139,2.2138719824870847,0.08633093525179857
native,12,original,B,boosting,calibrated,2026-01,137,1.4787392355649545,0.13138686131386862
native,12,original,B,boosting,calibrated,2026-02,128,1.8412366179213957,0.1015625
native,12,original,B,boosting,calibrated,2026-03,105,2.2243877396545404,0.12380952380952381
native,12,original,B,linear,calibrated,2025-12,139,2.552780469758512,0.07913669064748201
native,12,original,B,linear,calibrated,2026-01,137,1.6436317698534388,0.08029197080291971
native,12,original,B,linear,calibrated,2026-02,128,1.8333716622808907,0.078125
native,12,original,B,linear,calibrated,2026-03,105,2.0084215397712604,0.13333333333333333
native,12,original,B,ml_selected,calibrated,2025-12,139,2.2342520247554996,0.08633093525179857
native,12,original,B,ml_selected,calibrated,2026-01,137,1.4742913306417265,0.10218978102189781
native,12,original,B,ml_selected,calibrated,2026-02,128,1.7945233105854834,0.0859375
native,12,original,B,ml_selected,calibrated,2026-03,105,2.1069360803138584,0.12380952380952381
native,12,original,B,qrf,calibrated,2025-12,139,2.2342520247554996,0.08633093525179857
native,12,original,B,qrf,calibrated,2026-01,137,1.4742913306417265,0.10218978102189781
native,12,original,B,qrf,calibrated,2026-02,128,1.7945233105854834,0.0859375
native,12,original,B,qrf,calibrated,2026-03,105,2.1069360803138584,0.12380952380952381
native,12,original,B,threshold,calibrated,2025-12,139,2.6943413367248734,0.09352517985611511
native,12,original,B,threshold,calibrated,2026-01,137,1.5182737066158927,0.0948905109489051
native,12,original,B,threshold,calibrated,2026-02,128,2.0420614523614455,0.09375
native,12,original,B,threshold,calibrated,2026-03,105,2.013636462764174,0.1523809523809524
native,12,original,F,boosting,calibrated,2025-12,139,2.185344171001358,0.06474820143884892
native,12,original,F,boosting,calibrated,2026-01,137,1.4404478263924119,0.145985401459854
native,12,original,F,boosting,calibrated,2026-02,128,1.8227298519334187,0.09375
native,12,original,F,boosting,calibrated,2026-03,105,2.344133125784904,0.12380952380952381
native,12,original,F,linear,calibrated,2025-12,139,2.7544244733491072,0.08633093525179857
native,12,original,F,linear,calibrated,2026-01,137,1.689924826663614,0.072992700729927
native,12,original,F,linear,calibrated,2026-02,128,2.201939631829208,0.1171875
native,12,original,F,linear,calibrated,2026-03,105,2.070966094152966,0.1619047619047619
native,12,original,F,ml_selected,calibrated,2025-12,139,2.1830107896420725,0.07913669064748201
native,12,original,F,ml_selected,calibrated,2026-01,137,1.3962709913522078,0.13138686131386862
native,12,original,F,ml_selected,calibrated,2026-02,128,1.7877221171083981,0.078125
native,12,original,F,ml_selected,calibrated,2026-03,105,2.1485222935180266,0.13333333333333333
native,12,original,F,qrf,calibrated,2025-12,139,2.1830107896420725,0.07913669064748201
native,12,original,F,qrf,calibrated,2026-01,137,1.3962709913522078,0.13138686131386862
native,12,original,F,qrf,calibrated,2026-02,128,1.7877221171083981,0.078125
native,12,original,F,qrf,calibrated,2026-03,105,2.1485222935180266,0.13333333333333333
native,12,original,F,threshold,calibrated,2025-12,139,2.4774847435109852,0.07194244604316546
native,12,original,F,threshold,calibrated,2026-01,137,1.530165583867746,0.10218978102189781
native,12,original,F,threshold,calibrated,2026-02,128,2.2241489836351973,0.109375
native,12,original,F,threshold,calibrated,2026-03,105,2.0754526918868255,0.18095238095238095
native,12,original,R,boosting,calibrated,2025-12,139,2.2043220163230828,0.08633093525179857
native,12,original,R,boosting,calibrated,2026-01,137,1.4528840788367714,0.0948905109489051
native,12,original,R,boosting,calibrated,2026-02,128,1.8472892786034787,0.1015625
native,12,original,R,boosting,calibrated,2026-03,105,2.240789441724684,0.11428571428571428
native,12,original,R,linear,calibrated,2025-12,139,2.5652848426682358,0.07913669064748201
native,12,original,R,linear,calibrated,2026-01,137,1.6436317698534388,0.08029197080291971
native,12,original,R,linear,calibrated,2026-02,128,1.8372757480203594,0.078125
native,12,original,R,linear,calibrated,2026-03,105,2.0922381910465497,0.1619047619047619
native,12,original,R,ml_selected,calibrated,2025-12,139,2.2043220163230828,0.08633093525179857
native,12,original,R,ml_selected,calibrated,2026-01,137,1.4528840788367714,0.0948905109489051
native,12,original,R,ml_selected,calibrated,2026-02,128,1.831681787502476,0.078125
native,12,original,R,ml_selected,calibrated,2026-03,105,2.084934229713318,0.13333333333333333
native,12,original,R,qrf,calibrated,2025-12,139,2.2367885240488614,0.08633093525179857
native,12,original,R,qrf,calibrated,2026-01,137,1.4077721136019985,0.13138686131386862
native,12,original,R,qrf,calibrated,2026-02,128,1.831681787502476,0.078125
native,12,original,R,qrf,calibrated,2026-03,105,2.084934229713318,0.13333333333333333
native,12,original,R,threshold,calibrated,2025-12,139,2.453000835182325,0.07913669064748201
native,12,original,R,threshold,calibrated,2026-01,137,1.4274779296931561,0.11678832116788321
native,12,original,R,threshold,calibrated,2026-02,128,1.853887231553385,0.109375
native,12,original,R,threshold,calibrated,2026-03,105,2.182133168959079,0.12380952380952381
native,12,own_scale,B,boosting,calibrated,2025-12,139,2.2097114546833456,0.07913669064748201
native,12,own_scale,B,boosting,calibrated,2026-01,137,1.4590205205244127,0.13138686131386862
native,12,own_scale,B,boosting,calibrated,2026-02,128,1.8412366179213957,0.1015625
native,12,own_scale,B,boosting,calibrated,2026-03,105,2.168798350645949,0.13333333333333333
native,12,own_scale,B,linear,calibrated,2025-12,139,2.552780469758512,0.07913669064748201
native,12,own_scale,B,linear,calibrated,2026-01,137,1.6370002405686186,0.08029197080291971
native,12,own_scale,B,linear,calibrated,2026-02,128,1.8333716622808907,0.078125
native,12,own_scale,B,linear,calibrated,2026-03,105,2.029411590939979,0.13333333333333333
native,12,own_scale,B,ml_selected,calibrated,2025-12,139,2.2423020276642633,0.07194244604316546
native,12,own_scale,B,ml_selected,calibrated,2026-01,137,1.4774239146365997,0.10218978102189781
native,12,own_scale,B,ml_selected,calibrated,2026-02,128,1.9064659465905103,0.109375
native,12,own_scale,B,ml_selected,calibrated,2026-03,105,2.0803768080613536,0.14285714285714285
native,12,own_scale,B,qrf,calibrated,2025-12,139,2.2423020276642633,0.07194244604316546
native,12,own_scale,B,qrf,calibrated,2026-01,137,1.4774239146365997,0.10218978102189781
