month,method,candidate_id,member_prediction_sd_bp,member_rmses_bp
2025-08,ae_relu_1,f05,0.0002702039787406996,"[7.6490599260658065, 7.649008852773267, 7.648799240549782]"
2025-08,ae_relu_2,f07,0.00022154882334499487,"[7.648764192410783, 7.648967914622877, 7.648781231044838]"
2025-08,ae_tanh_1,f08,0.22743438100775612,"[8.116721166740685, 8.030643122136784, 8.046871408606053]"
2025-08,ae_tanh_2,f10,0.1186497101217212,"[8.337216249218633, 8.353681198844457, 8.329455689960616]"
2025-08,ae_selected,f07,0.00022154882334499487,"[7.648764192410783, 7.648967914622877, 7.648781231044838]"
2025-08,ae_reconstruction_selected,f07,0.00022154882334499487,"[7.648764192410783, 7.648967914622877, 7.648781231044838]"
2025-09,ae_relu_1,f05,0.002007433623068586,"[6.408860544539008, 6.407332264490241, 6.408050404326561]"
2025-09,ae_relu_2,f07,0.010172769313771615,"[6.407113497962377, 6.422146334373243, 6.410473325225585]"
2025-09,ae_tanh_1,f08,0.28988172625366215,"[7.688662199932158, 7.381855543005931, 7.524485517638762]"
2025-09,ae_tanh_2,f10,0.1077510071473753,"[8.251577762431763, 8.325273181327773, 8.344044294285235]"
2025-09,ae_selected,f07,0.010172769313771615,"[6.407113497962377, 6.422146334373243, 6.410473325225585]"
2025-09,ae_reconstruction_selected,f07,0.010172769313771615,"[6.407113497962377, 6.422146334373243, 6.410473325225585]"
2025-10,ae_relu_1,f05,57.4044477901049,"[24.04686792902495, 173.08631295531458, 168.8218527000888]"
2025-10,ae_relu_2,f07,22.262818078079754,"[172.6150083372198, 176.6476640729979, 122.61112615716561]"
2025-10,ae_tanh_1,f08,0.9925505382213807,"[176.67499902404725, 177.40127739634693, 177.84556034883772]"
2025-10,ae_tanh_2,f10,0.3788502943602724,"[163.0430302114247, 162.8629287186641, 162.1816195277778]"
2025-10,ae_selected,f07,22.262818078079754,"[172.6150083372198, 176.6476640729979, 122.61112615716561]"
2025-10,ae_reconstruction_selected,f07,22.262818078079754,"[172.6150083372198, 176.6476640729979, 122.61112615716561]"
2025-11,ae_relu_1,f05,0.0016836397344398965,"[8.47336921773718, 8.473173188307825, 8.47159659718769]"
2025-11,ae_relu_2,f07,0.00024311224092191883,"[8.480446937077566, 8.480580559699119, 8.480323567158838]"
2025-11,ae_tanh_1,f08,0.3806230448575786,"[11.136104471918475, 11.171579751213224, 11.239999024804588]"
2025-11,ae_tanh_2,f10,0.3056889461769899,"[14.652813560422295, 14.614830396444571, 14.736839890842703]"
2025-11,ae_selected,f05,0.0016836397344398965,"[8.47336921773718, 8.473173188307825, 8.47159659718769]"
2025-11,ae_reconstruction_selected,f05,0.0016836397344398965,"[8.47336921773718, 8.473173188307825, 8.47159659718769]"
2025-12,ae_relu_1,f05,0.001546226782489306,"[15.882609507748251, 15.880286415671293, 15.883951194101297]"
2025-12,ae_relu_2,f07,0.0016525127870369056,"[15.886901729114085, 15.887745098847391, 15.892749873161803]"
2025-12,ae_tanh_1,f08,0.363998779214675,"[16.358699639421605, 16.431089718492018, 16.282341457569657]"
2025-12,ae_tanh_2,f10,0.0995771319132846,"[14.73764852337608, 14.828160599140357, 14.801133421986636]"
2025-12,ae_selected,f05,0.001546226782489306,"[15.882609507748251, 15.880286415671293, 15.883951194101297]"
2025-12,ae_reconstruction_selected,f05,0.001546226782489306,"[15.882609507748251, 15.880286415671293, 15.883951194101297]"
2026-01,ae_relu_1,f05,0.004939278686236592,"[8.499362890856347, 8.503467764215538, 8.50604940592302]"
2026-01,ae_relu_2,f07,0.0016602478123231628,"[8.503801478507354, 8.502316125061647, 8.504759049401347]"
2026-01,ae_tanh_1,f08,0.8411935332572288,"[12.666673886522737, 12.469854844880508, 11.556614695836188]"
2026-01,ae_tanh_2,f10,0.6533121415373156,"[12.261209094629647, 12.847561660149065, 12.307207213387393]"
2026-01,ae_selected,f05,0.004939278686236592,"[8.499362890856347, 8.503467764215538, 8.50604940592302]"
2026-01,ae_reconstruction_selected,f05,0.004939278686236592,"[8.499362890856347, 8.503467764215538, 8.50604940592302]"
2026-02,ae_relu_1,f05,0.006300636494688431,"[10.13748340105901, 10.145179487845763, 10.134287374446455]"
2026-02,ae_relu_2,f06,11.471522090460573,"[6.720301673503683, 20.826914812227287, 10.349569255081963]"
2026-02,ae_tanh_1,f08,1.0593096539852103,"[10.124541164841045, 10.124821368739426, 9.924692365527399]"
2026-02,ae_tanh_2,f11,0.12498242586861544,"[11.597934318587077, 11.481197093804559, 11.47610880385828]"
2026-02,ae_selected,f06,11.471522090460573,"[6.720301673503683, 20.826914812227287, 10.349569255081963]"
2026-02,ae_reconstruction_selected,f06,11.471522090460573,"[6.720301673503683, 20.826914812227287, 10.349569255081963]"
2026-03,ae_relu_1,f05,0.012464513104859777,"[10.524297186694758, 10.539440116936843, 10.537705880681157]"
2026-03,ae_relu_2,f06,6.647927396455778,"[7.615178243493475, 12.908993489364336, 8.128703374951717]"
2026-03,ae_tanh_1,f08,1.1981137790931704,"[15.989345215706937, 14.017971020663648, 15.026019120375269]"
2026-03,ae_tanh_2,f11,0.24982400326071533,"[12.961739235751752, 12.960216829632357, 13.015223206071553]"
2026-03,ae_selected,f06,6.647927396455778,"[7.615178243493475, 12.908993489364336, 8.128703374951717]"
2026-03,ae_reconstruction_selected,f06,6.647927396455778,"[7.615178243493475, 12.908993489364336, 8.128703374951717]"
