scope,sample,h,method,model,q,term,n,status,coef_raw,effect_bp_per_sd
core,all,1,sequential_ols,M0,0.1,e_origin,2516,estimated,0.43243938109597674,4.25327886193135
core,all,1,sequential_ols,M0,0.1,downside,2516,estimated,-229864.41599598006,-3.3498455054919694
core,all,1,sequential_ols,M0,0.5,e_origin,2516,estimated,0.36404532204362405,3.580585720728992
core,all,1,sequential_ols,M0,0.5,downside,2516,estimated,-90886.86934343092,-1.3245067508998538
core,all,1,sequential_ols,M0,0.9,e_origin,2516,estimated,0.28093446830539154,2.763144819518755
core,all,1,sequential_ols,M0,0.9,downside,2516,estimated,72.81923829019632,0.001061204697746818
core,all,1,sequential_ols,M1,0.1,e_origin,2516,estimated,0.4663394686262338,4.5867048448856265
core,all,1,sequential_ols,M1,0.1,downside,2516,estimated,-203515.62658752102,-2.96586100144144
core,all,1,sequential_ols,M1,0.1,btc_vol,2516,estimated,-26.169835379270864,-0.050524036163430444
core,all,1,sequential_ols,M1,0.1,btc_ret,2516,estimated,187.6577049460867,0.9913441722186735
core,all,1,sequential_ols,M1,0.5,e_origin,2516,estimated,0.3578770769879883,3.5199176422485885
core,all,1,sequential_ols,M1,0.5,downside,2516,estimated,-117827.78428098802,-1.7171203810973847
core,all,1,sequential_ols,M1,0.5,btc_vol,2516,estimated,412.1421906942778,0.7956904063526175
core,all,1,sequential_ols,M1,0.5,btc_ret,2516,estimated,127.72519944923508,0.6747371878806907
core,all,1,sequential_ols,M1,0.9,e_origin,2516,estimated,0.2640430661184249,2.597008600176
core,all,1,sequential_ols,M1,0.9,downside,2516,estimated,-109014.1186683891,-1.588677629263234
core,all,1,sequential_ols,M1,0.9,btc_vol,2516,estimated,1021.5576018767719,1.9722406531120997
core,all,1,sequential_ols,M1,0.9,btc_ret,2516,estimated,110.24330563216624,0.5823851389207193
core,all,1,sequential_ols,M2,0.1,e_origin,2516,estimated,0.4603813813926075,4.528103784029188
core,all,1,sequential_ols,M2,0.1,downside,2516,estimated,-222087.31109531556,-3.23650869437943
core,all,1,sequential_ols,M2,0.1,btc_vol,2516,estimated,65.38123206297654,0.1262263856568249
core,all,1,sequential_ols,M2,0.1,btc_ret,2516,estimated,177.05788536615754,0.9353482333887113
core,all,1,sequential_ols,M2,0.1,account_ls,2516,estimated,0.456341958303833,0.2746898213765799
core,all,1,sequential_ols,M2,0.5,e_origin,2516,estimated,0.3578092446245613,3.5192504736924137
core,all,1,sequential_ols,M2,0.5,downside,2516,estimated,-113622.92856666505,-1.6558424449068898
core,all,1,sequential_ols,M2,0.5,btc_vol,2516,estimated,394.0953528987557,0.760848800656513
core,all,1,sequential_ols,M2,0.5,btc_ret,2516,estimated,134.77296031959892,0.7119685750386722
core,all,1,sequential_ols,M2,0.5,account_ls,2516,estimated,-0.05556187716424721,-0.03344483634667863
core,all,1,sequential_ols,M2,0.9,e_origin,2516,estimated,0.2638283110530427,2.5948963661380926
core,all,1,sequential_ols,M2,0.9,downside,2516,estimated,-121538.86249849897,-1.7712024304376166
core,all,1,sequential_ols,M2,0.9,btc_vol,2516,estimated,1041.3606201417324,2.010472777864266
core,all,1,sequential_ols,M2,0.9,btc_ret,2516,estimated,109.59879335175168,0.5789803573622115
core,all,1,sequential_ols,M2,0.9,account_ls,2516,estimated,0.7677098124925101,0.4621141392442588
core,all,1,pca_1,M0,0.1,e_origin,2516,estimated,0.4365753106028605,4.283873497284764
core,all,1,pca_1,M0,0.1,downside,2516,estimated,-226157.04537268038,-3.295817487428179
core,all,1,pca_1,M0,0.5,e_origin,2516,estimated,0.3663028648193132,3.594328622047043
core,all,1,pca_1,M0,0.5,downside,2516,estimated,-89931.41440620652,-1.3105827757021562
core,all,1,pca_1,M0,0.9,e_origin,2516,estimated,0.28761790167380896,2.8222363390721084
core,all,1,pca_1,M0,0.9,downside,2516,estimated,1434.221572486076,0.020901106713951442
core,all,1,pca_1,M1,0.1,e_origin,2516,estimated,0.4687780666601084,4.5998614376533435
