method,q,contrast,conditioning,block_days,delta_pinball_bp,relative_change_pct,ci_low,ci_high,n,repetitions
linear,0.1,add_positioning,linear_qr,3,-0.0007079399950589149,-0.03410436965072408,-0.0012082206975085996,-0.0002571140817389961,577,2000
linear,0.1,add_positioning,quantile_lightgbm,3,-0.008498845921700138,-0.4049768692365952,-0.028804461713753927,0.015226057580695384,577,2000
linear,0.1,ML_minus_linear,without_positioning,3,0.022795963346945225,1.098174938490201,-0.09758992917863205,0.13530185203323974,577,2000
linear,0.1,ML_minus_linear,with_positioning,3,0.015005057420304002,0.7231016936942597,-0.11346818388499641,0.13605528300902736,577,2000
linear,0.1,add_positioning,linear_qr,7,-0.0007079399950589149,-0.03410436965072408,-0.0011255075205580667,-0.0003529806200520459,577,2000
linear,0.1,add_positioning,quantile_lightgbm,7,-0.008498845921700138,-0.4049768692365952,-0.02779770673674368,0.013115765385089566,577,2000
linear,0.1,ML_minus_linear,without_positioning,7,0.022795963346945225,1.098174938490201,-0.0717844171380808,0.10799321736380439,577,2000
linear,0.1,ML_minus_linear,with_positioning,7,0.015005057420304002,0.7231016936942597,-0.08457739561531148,0.11019097882053244,577,2000
linear,0.5,add_positioning,linear_qr,3,0.0005106442193376637,0.01261374238617662,-0.0015735092613055057,0.002865197422475661,577,2000
linear,0.5,add_positioning,quantile_lightgbm,3,0.034381633289712,0.8228605077610447,-0.03478565881837037,0.10267413770126846,577,2000
linear,0.5,ML_minus_linear,without_positioning,3,0.12998986370999166,3.2109609617803563,0.0022999006549027537,0.2513144438321278,577,2000
linear,0.5,ML_minus_linear,with_positioning,3,0.163860852780366,4.0471189636692,0.01203347956522276,0.3113440699359838,577,2000
linear,0.5,add_positioning,linear_qr,7,0.0005106442193376637,0.01261374238617662,-0.000880359232516581,0.0020975742697688835,577,2000
linear,0.5,add_positioning,quantile_lightgbm,7,0.034381633289712,0.8228605077610447,-0.03230649070527865,0.0965514414679175,577,2000
linear,0.5,ML_minus_linear,without_positioning,7,0.12998986370999166,3.2109609617803563,0.024925236790241737,0.23179493979953006,577,2000
linear,0.5,ML_minus_linear,with_positioning,7,0.163860852780366,4.0471189636692,0.03894104596610844,0.2837731795481647,577,2000
linear,0.9,add_positioning,linear_qr,3,0.0,0.0,0.0,0.0,577,2000
linear,0.9,add_positioning,quantile_lightgbm,3,-0.009804617140714011,-0.5309097367675477,-0.036517214526666605,0.014619387693721012,577,2000
linear,0.9,ML_minus_linear,without_positioning,3,-0.00018859103749258033,-0.010210964173896473,-0.04468061461075188,0.050426212230225836,577,2000
linear,0.9,ML_minus_linear,with_positioning,3,-0.009993208178206592,-0.5410664899384272,-0.05256081090834001,0.03653356799704281,577,2000
linear,0.9,add_positioning,linear_qr,7,0.0,0.0,0.0,0.0,577,2000
linear,0.9,add_positioning,quantile_lightgbm,7,-0.009804617140714011,-0.5309097367675477,-0.03257794815690385,0.008353575301211311,577,2000
linear,0.9,ML_minus_linear,without_positioning,7,-0.00018859103749258033,-0.010210964173896473,-0.04476891448055501,0.04756846796881636,577,2000
linear,0.9,ML_minus_linear,with_positioning,7,-0.009993208178206592,-0.5410664899384272,-0.0489935822140586,0.034988900846900366,577,2000
pca,0.1,add_positioning,linear_qr,3,0.0007090598133108195,0.03459021686638868,0.0003685774252195517,0.0010189858643063598,577,2000
pca,0.1,add_positioning,quantile_lightgbm,3,-0.018308353277886713,-0.8779884875767257,-0.039126623083652334,0.003831858740133698,577,2000
pca,0.1,ML_minus_linear,without_positioning,3,0.03537577773159484,1.7257441482114206,-0.08220842024970998,0.14701517046749024,577,2000
pca,0.1,ML_minus_linear,with_positioning,3,0.016358364640397305,0.7977376696320304,-0.10704928024871758,0.13187143079141708,577,2000
pca,0.1,add_positioning,linear_qr,7,0.0007090598133108195,0.03459021686638868,0.00035841852496385493,0.000988586804486069,577,2000
pca,0.1,add_positioning,quantile_lightgbm,7,-0.018308353277886713,-0.8779884875767257,-0.03718087452282705,0.001445801577008551,577,2000
pca,0.1,ML_minus_linear,without_positioning,7,0.03537577773159484,1.7257441482114206,-0.06619432840059394,0.13270162383768566,577,2000
pca,0.1,ML_minus_linear,with_positioning,7,0.016358364640397305,0.7977376696320304,-0.08707334267508217,0.11861281206309243,577,2000
pca,0.5,add_positioning,linear_qr,3,9.636864886175545e-05,0.0024056460718097222,-0.00048618077756787945,0.0005970710662287044,577,2000
pca,0.5,add_positioning,quantile_lightgbm,3,0.05340315843329613,1.2978397079006527,-0.01527120067571952,0.12834040452156412,577,2000
pca,0.5,ML_minus_linear,without_positioning,3,0.1088367580552374,2.7168868981413428,-0.0008205439229906236,0.21477798399157833,577,2000
pca,0.5,ML_minus_linear,with_positioning,3,0.16214354783967178,4.047484428802846,0.01805398598408621,0.30169891090604284,577,2000
pca,0.5,add_positioning,linear_qr,7,9.636864886175545e-05,0.0024056460718097222,-0.00027852572890343377,0.00048116571979341924,577,2000
pca,0.5,add_positioning,quantile_lightgbm,7,0.05340315843329613,1.2978397079006527,-0.012868467062822386,0.1213175362931526,577,2000
pca,0.5,ML_minus_linear,without_positioning,7,0.1088367580552374,2.7168868981413428,0.017054218688012778,0.19974631352930475,577,2000
pca,0.5,ML_minus_linear,with_positioning,7,0.16214354783967178,4.047484428802846,0.043775450898687465,0.27875492165550975,577,2000
pca,0.9,add_positioning,linear_qr,3,0.0,0.0,0.0,0.0,577,2000
pca,0.9,add_positioning,quantile_lightgbm,3,-0.0042614001190335316,-0.23245988616663615,-0.022555376441891102,0.012932588374950262,577,2000
pca,0.9,ML_minus_linear,without_positioning,3,0.0022902361390648718,0.12508893222807652,-0.03960596116284735,0.04927526029859146,577,2000
pca,0.9,ML_minus_linear,with_positioning,3,-0.0019711639799686598,-0.10766173552802409,-0.04131877499592235,0.04192057056921668,577,2000
pca,0.9,add_positioning,linear_qr,7,0.0,0.0,0.0,0.0,577,2000
pca,0.9,add_positioning,quantile_lightgbm,7,-0.0042614001190335316,-0.23245988616663615,-0.01899785652645557,0.00976797898618631,577,2000
pca,0.9,ML_minus_linear,without_positioning,7,0.0022902361390648718,0.12508893222807652,-0.03798273085402925,0.04560030771028647,577,2000
pca,0.9,ML_minus_linear,with_positioning,7,-0.0019711639799686598,-0.10766173552802409,-0.040410169168192484,0.03922936424308651,577,2000
ml,0.1,add_positioning,linear_qr,3,0.0034669041384902677,0.1639242972155175,0.00021048066710361302,0.007391769195954941,577,2000
ml,0.1,add_positioning,quantile_lightgbm,3,-0.03126233160710745,-1.5297976006286833,-0.06628708277063948,0.000549305825143845,577,2000
ml,0.1,ML_minus_linear,without_positioning,3,-0.07138221608976503,-3.3751379152053773,-0.20833010584247613,0.06743871015582224,577,2000
ml,0.1,ML_minus_linear,with_positioning,3,-0.10611145183536275,-5.009016039864098,-0.2451773337878004,0.04012754959824151,577,2000
ml,0.1,add_positioning,linear_qr,7,0.0034669041384902677,0.1639242972155175,4.8477909527100414e-05,0.007141410013859905,577,2000
ml,0.1,add_positioning,quantile_lightgbm,7,-0.03126233160710745,-1.5297976006286833,-0.06432199279880724,0.001369571522438849,577,2000
ml,0.1,ML_minus_linear,without_positioning,7,-0.07138221608976503,-3.3751379152053773,-0.1902253087097049,0.04541113913266235,577,2000
ml,0.1,ML_minus_linear,with_positioning,7,-0.10611145183536275,-5.009016039864098,-0.2303601251428469,0.018988398458039284,577,2000
ml,0.5,add_positioning,linear_qr,3,-0.0016145143048462707,-0.04079220984513789,-0.00807382273318863,0.00523908248856737,577,2000
ml,0.5,add_positioning,quantile_lightgbm,3,0.05141287063995659,1.263683873366017,-0.014686563314550049,0.11327828578800402,577,2000
ml,0.5,ML_minus_linear,without_positioning,3,0.11059286743419294,2.794231950878051,0.036209464677170365,0.1838985124969726,577,2000
ml,0.5,ML_minus_linear,with_positioning,3,0.1636202523789958,4.135705338237043,0.06152232413325245,0.2659530214740208,577,2000
ml,0.5,add_positioning,linear_qr,7,-0.0016145143048462707,-0.04079220984513789,-0.006703901499872655,0.0037526415995931635,577,2000
ml,0.5,add_positioning,quantile_lightgbm,7,0.05141287063995659,1.263683873366017,-0.009081601010546735,0.1064937944048231,577,2000
ml,0.5,ML_minus_linear,without_positioning,7,0.11059286743419294,2.794231950878051,0.04551106109656429,0.17279300161176173,577,2000
ml,0.5,ML_minus_linear,with_positioning,7,0.1636202523789958,4.135705338237043,0.07407201049812273,0.2526553873756456,577,2000
ml,0.9,add_positioning,linear_qr,3,-0.0007150769360968479,-0.03886555412696184,-0.0020556972133259467,0.0007740687416042052,577,2000
ml,0.9,add_positioning,quantile_lightgbm,3,0.003675245459207721,0.20133085937277814,-0.010017948999320608,0.017406884960817864,577,2000
ml,0.9,ML_minus_linear,without_positioning,3,-0.014397781907854679,-0.782542050792882,-0.05573504697591098,0.024369946154401446,577,2000
ml,0.9,ML_minus_linear,with_positioning,3,-0.01000745951255011,-0.5441326160853839,-0.05151488905659208,0.026327544889299195,577,2000
ml,0.9,add_positioning,linear_qr,7,-0.0007150769360968479,-0.03886555412696184,-0.0017361884780100923,0.0002866931220054878,577,2000
ml,0.9,add_positioning,quantile_lightgbm,7,0.003675245459207721,0.20133085937277814,-0.007828218854171893,0.014942958741268135,577,2000
ml,0.9,ML_minus_linear,without_positioning,7,-0.014397781907854679,-0.782542050792882,-0.053503642570803894,0.02269708240658003,577,2000
ml,0.9,ML_minus_linear,with_positioning,7,-0.01000745951255011,-0.5441326160853839,-0.047562413285963764,0.025174330597451073,577,2000
joint_linear,0.1,add_positioning,linear_qr,3,-0.001266903306407663,-0.06105414231108729,-0.0018942203929314615,-0.0006808390724879876,577,2000
joint_linear,0.1,add_positioning,quantile_lightgbm,3,-0.01321362360682432,-0.6375619132169253,-0.036016435507646535,0.00889058361562034,577,2000
joint_linear,0.1,ML_minus_linear,without_positioning,3,-0.002524906012034034,-0.12167935011390807,-0.12186793331075015,0.11260023066328881,577,2000
