method,q,contrast,conditioning,block_days,delta_pinball_bp,relative_change_pct,ci_low,ci_high,n,repetitions
linear,0.9,add_positioning,quantile_lightgbm,7,-0.00689576881713605,-0.39280623842657303,-0.027706139606664765,0.013578230232874277,576,2000
linear,0.9,ML_minus_linear,without_positioning,7,-0.004485287350405764,-0.2548459639940614,-0.051026883100712815,0.03799200193763281,576,2000
linear,0.9,ML_minus_linear,with_positioning,7,-0.011381056167541814,-0.6466511515756874,-0.05835879325851838,0.03365199305089251,576,2000
pca,0.1,add_positioning,linear_qr,3,-4.440892098500626e-16,-2.2941868355048272e-14,-4.440892098500626e-16,0.0,576,2000
pca,0.1,add_positioning,quantile_lightgbm,3,0.03621299010600021,1.8180744265044728,0.008106253284101538,0.066431661436138,576,2000
pca,0.1,ML_minus_linear,without_positioning,3,0.05611700476111281,2.8990322375626745,-0.050077795691888013,0.15304571382403537,576,2000
pca,0.1,ML_minus_linear,with_positioning,3,0.09232999486711346,4.769813227794419,-0.004494738139622177,0.18203096453960796,576,2000
pca,0.1,add_positioning,linear_qr,7,-4.440892098500626e-16,-2.2941868355048272e-14,-4.440892098500626e-16,0.0,576,2000
pca,0.1,add_positioning,quantile_lightgbm,7,0.03621299010600021,1.8180744265044728,0.015449501154904987,0.05953510690060468,576,2000
pca,0.1,ML_minus_linear,without_positioning,7,0.05611700476111281,2.8990322375626745,-0.027887322588672468,0.13975226305538246,576,2000
pca,0.1,ML_minus_linear,with_positioning,7,0.09232999486711346,4.769813227794419,0.014910043714073113,0.166654143096668,576,2000
pca,0.5,add_positioning,linear_qr,3,6.056176495938814e-05,0.0015781459087423806,-0.002826602140521084,0.0027139160745230815,576,2000
pca,0.5,add_positioning,quantile_lightgbm,3,-0.008535166973326014,-0.21505332833514712,-0.06914569466277376,0.04630183549789427,576,2000
pca,0.5,ML_minus_linear,without_positioning,3,0.13133433080101353,3.422369492864462,0.00975846031648464,0.2543287107995906,576,2000
pca,0.5,ML_minus_linear,with_positioning,3,0.12273860206272813,3.198327624841681,-0.008574653935907105,0.2538183422836789,576,2000
pca,0.5,add_positioning,linear_qr,7,6.056176495938814e-05,0.0015781459087423806,-0.0018841482419893363,0.002040749478719938,576,2000
pca,0.5,add_positioning,quantile_lightgbm,7,-0.008535166973326014,-0.21505332833514712,-0.07364809975870354,0.05163128428039647,576,2000
pca,0.5,ML_minus_linear,without_positioning,7,0.13133433080101353,3.422369492864462,0.0412742993423155,0.22431753957748368,576,2000
pca,0.5,ML_minus_linear,with_positioning,7,0.12273860206272813,3.198327624841681,0.017805322657876203,0.2255111636940352,576,2000
pca,0.9,add_positioning,linear_qr,3,0.0,0.0,0.0,0.0,576,2000
pca,0.9,add_positioning,quantile_lightgbm,3,0.03693681639501256,2.1135501707863673,-0.012105503808067446,0.09123438951249471,576,2000
pca,0.9,ML_minus_linear,without_positioning,3,0.002039027288816886,0.11681083969239245,-0.047709330591295854,0.04809542345283828,576,2000
pca,0.9,ML_minus_linear,with_positioning,3,0.03897584368382945,2.2328298661805754,-0.030773269511136635,0.10984734530993667,576,2000
pca,0.9,add_positioning,linear_qr,7,0.0,0.0,0.0,0.0,576,2000
pca,0.9,add_positioning,quantile_lightgbm,7,0.03693681639501256,2.1135501707863673,-0.008073370613813463,0.08705451825339215,576,2000
pca,0.9,ML_minus_linear,without_positioning,7,0.002039027288816886,0.11681083969239245,-0.03893583137518459,0.041800406319485416,576,2000
pca,0.9,ML_minus_linear,with_positioning,7,0.03897584368382945,2.2328298661805754,-0.029929782064660897,0.10511317670264744,576,2000
ml,0.1,add_positioning,linear_qr,3,0.006316643087051155,0.3110637642992206,-0.0001909243692103657,0.013409039508367963,576,2000
ml,0.1,add_positioning,quantile_lightgbm,3,0.017346215400773524,0.8661191505828341,-0.0064110409641250695,0.041683252802573706,576,2000
ml,0.1,ML_minus_linear,without_positioning,3,-0.027906972480742365,-1.374281844077884,-0.14949659809417035,0.08194044579248555,576,2000
ml,0.1,ML_minus_linear,with_positioning,3,-0.016877400167019996,-0.8285520508303207,-0.14649062732220974,0.09942034548621735,576,2000
ml,0.1,add_positioning,linear_qr,7,0.006316643087051155,0.3110637642992206,9.405871991666765e-05,0.012884294051434925,576,2000
ml,0.1,add_positioning,quantile_lightgbm,7,0.017346215400773524,0.8661191505828341,-0.004186722593783765,0.037865926284101015,576,2000
ml,0.1,ML_minus_linear,without_positioning,7,-0.027906972480742365,-1.374281844077884,-0.1318854709145728,0.07651073512527518,576,2000
ml,0.1,ML_minus_linear,with_positioning,7,-0.016877400167019996,-0.8285520508303207,-0.1351934158140755,0.09680666599164703,576,2000
ml,0.5,add_positioning,linear_qr,3,0.0048185271929739315,0.1283210637410388,-0.001479014774903975,0.011224814856469367,576,2000
ml,0.5,add_positioning,quantile_lightgbm,3,-0.02839058582719467,-0.7212220313286396,-0.08546690474256503,0.02260213939336773,576,2000
ml,0.5,ML_minus_linear,without_positioning,3,0.18140018465661933,4.830825629022073,0.084247475887792,0.2739932164657595,576,2000
ml,0.5,ML_minus_linear,with_positioning,3,0.14819107163645073,3.9413839294364457,0.02863585638973162,0.25983416598922116,576,2000
ml,0.5,add_positioning,linear_qr,7,0.0048185271929739315,0.1283210637410388,-0.001448049270741103,0.011626253170445909,576,2000
ml,0.5,add_positioning,quantile_lightgbm,7,-0.02839058582719467,-0.7212220313286396,-0.0888951934862009,0.0225337902154118,576,2000
ml,0.5,ML_minus_linear,without_positioning,7,0.18140018465661933,4.830825629022073,0.10700507229264387,0.2590068080270197,576,2000
ml,0.5,ML_minus_linear,with_positioning,7,0.14819107163645073,3.9413839294364457,0.06279592707802915,0.2318524941718611,576,2000
ml,0.9,add_positioning,linear_qr,3,2.220446049250313e-16,1.2565972015719956e-14,-2.220446049250313e-16,4.440892098500626e-16,576,2000
ml,0.9,add_positioning,quantile_lightgbm,3,0.00962041934304847,0.5487406574624681,-0.012300628778024453,0.033468519807983446,576,2000
ml,0.9,ML_minus_linear,without_positioning,3,-0.013849435477197636,-0.7837687328577192,-0.07959329259041298,0.04538271942766458,576,2000
ml,0.9,ML_minus_linear,with_positioning,3,-0.004229016134149388,-0.23932893309293227,-0.06409864588573319,0.04544926989902927,576,2000
ml,0.9,add_positioning,linear_qr,7,2.220446049250313e-16,1.2565972015719956e-14,-2.220446049250313e-16,4.440892098500626e-16,576,2000
ml,0.9,add_positioning,quantile_lightgbm,7,0.00962041934304847,0.5487406574624681,-0.011308394805798982,0.031215943574503868,576,2000
ml,0.9,ML_minus_linear,without_positioning,7,-0.013849435477197636,-0.7837687328577192,-0.07178953223480766,0.042949802319071945,576,2000
ml,0.9,ML_minus_linear,with_positioning,7,-0.004229016134149388,-0.23932893309293227,-0.05607773005461285,0.04350759292087245,576,2000
joint_linear,0.1,add_positioning,linear_qr,3,0.0,0.0,-2.220446049250313e-16,4.440892098500626e-16,576,2000
joint_linear,0.1,add_positioning,quantile_lightgbm,3,0.020710805715210334,1.019840883010882,-0.0039165682331528786,0.04880777629945799,576,2000
joint_linear,0.1,ML_minus_linear,without_positioning,3,0.07032708398477805,3.587273042080591,-0.041889755725967336,0.17278965876886204,576,2000
joint_linear,0.1,ML_minus_linear,with_positioning,3,0.09103788969998838,4.643698402159839,-0.01334786777279116,0.18710343065762747,576,2000
joint_linear,0.1,add_positioning,linear_qr,7,0.0,0.0,0.0,4.440892098500626e-16,576,2000
joint_linear,0.1,add_positioning,quantile_lightgbm,7,0.020710805715210334,1.019840883010882,-0.0011887012910731687,0.045925871109993896,576,2000
joint_linear,0.1,ML_minus_linear,without_positioning,7,0.07032708398477805,3.587273042080591,-0.017467735468426594,0.15641057427585245,576,2000
joint_linear,0.1,ML_minus_linear,with_positioning,7,0.09103788969998838,4.643698402159839,0.00785880187624502,0.1700649157547518,576,2000
joint_linear,0.5,add_positioning,linear_qr,3,0.1608596667582689,4.145910076539314,0.08576520200514852,0.24167947910560494,576,2000
joint_linear,0.5,add_positioning,quantile_lightgbm,3,0.008248802705878688,0.2060443737946177,-0.03961920212255381,0.0536161762352469,576,2000
joint_linear,0.5,ML_minus_linear,without_positioning,3,0.12345045504264318,3.1817452803988755,0.0008504955380063354,0.24975860792084523,576,2000
joint_linear,0.5,ML_minus_linear,with_positioning,3,-0.029160409009747035,-0.7216458281028422,-0.1548766475792912,0.0938000819821376,576,2000
joint_linear,0.5,add_positioning,linear_qr,7,0.1608596667582689,4.145910076539314,0.09902579426665947,0.23092189145914221,576,2000
joint_linear,0.5,add_positioning,quantile_lightgbm,7,0.008248802705878688,0.2060443737946177,-0.039621583350707104,0.053123086587360875,576,2000
joint_linear,0.5,ML_minus_linear,without_positioning,7,0.12345045504264318,3.1817452803988755,0.026600487955677054,0.22229712322414816,576,2000
joint_linear,0.5,ML_minus_linear,with_positioning,7,-0.029160409009747035,-0.7216458281028422,-0.12818825693252234,0.06701310899204807,576,2000
joint_linear,0.9,add_positioning,linear_qr,3,0.0,0.0,0.0,0.0,576,2000
joint_linear,0.9,add_positioning,quantile_lightgbm,3,-0.003475116899241737,-0.1997336119667087,-0.02751072738123459,0.01838183373214012,576,2000
joint_linear,0.9,ML_minus_linear,without_positioning,3,-0.023131416641852587,-1.3120431745333194,-0.07841192905155611,0.028593844688705454,576,2000
joint_linear,0.9,ML_minus_linear,with_positioning,3,-0.026606533541094324,-1.50915619527697,-0.07948611038328675,0.018502181223237664,576,2000
joint_linear,0.9,add_positioning,linear_qr,7,0.0,0.0,0.0,0.0,576,2000
joint_linear,0.9,add_positioning,quantile_lightgbm,7,-0.003475116899241737,-0.1997336119667087,-0.02487916445827216,0.017181661833098976,576,2000
joint_linear,0.9,ML_minus_linear,without_positioning,7,-0.023131416641852587,-1.3120431745333194,-0.0695549121634768,0.02185269662801806,576,2000
joint_linear,0.9,ML_minus_linear,with_positioning,7,-0.026606533541094324,-1.50915619527697,-0.07004245520683587,0.014004427642331273,576,2000
