scope,sample,h,method,n,days
core,all,1,sequential_ols,2516,198
core,all,1,pca_1,2516,198
core,all,1,pca_2,2516,198
core,all,1,conditional_linear,2516,198
core,all,1,ae_relu_1,2516,198
core,all,1,ae_relu_2,2516,198
core,all,1,ae_tanh_1,2516,198
core,all,1,ae_tanh_2,2516,198
core,all,1,conditional_neural,2516,198
core,all,1,pca_selected,2516,198
core,all,1,ae_selected,2516,198
core,all,1,ae_reconstruction_selected,2516,198
core,matched,1,sequential_ols,723,163
core,matched,1,pca_1,723,163
core,matched,1,pca_2,723,163
core,matched,1,conditional_linear,723,163
core,matched,1,ae_relu_1,723,163
core,matched,1,ae_relu_2,723,163
core,matched,1,ae_tanh_1,723,163
core,matched,1,ae_tanh_2,723,163
core,matched,1,conditional_neural,723,163
core,matched,1,pca_selected,723,163
core,matched,1,ae_selected,723,163
core,matched,1,ae_reconstruction_selected,723,163
core,all,6,sequential_ols,1719,163
core,all,6,pca_1,1719,163
core,all,6,pca_2,1719,163
core,all,6,conditional_linear,1719,163
core,all,6,ae_relu_1,1719,163
core,all,6,ae_relu_2,1719,163
core,all,6,ae_tanh_1,1719,163
core,all,6,ae_tanh_2,1719,163
core,all,6,conditional_neural,1719,163
core,all,6,pca_selected,1719,163
core,all,6,ae_selected,1719,163
core,all,6,ae_reconstruction_selected,1719,163
core,matched,6,sequential_ols,723,163
core,matched,6,pca_1,723,163
core,matched,6,pca_2,723,163
core,matched,6,conditional_linear,723,163
core,matched,6,ae_relu_1,723,163
core,matched,6,ae_relu_2,723,163
core,matched,6,ae_tanh_1,723,163
core,matched,6,ae_tanh_2,723,163
core,matched,6,conditional_neural,723,163
core,matched,6,pca_selected,723,163
core,matched,6,ae_selected,723,163
core,matched,6,ae_reconstruction_selected,723,163
core,all,12,sequential_ols,1344,164
core,all,12,pca_1,1344,164
core,all,12,pca_2,1344,164
core,all,12,conditional_linear,1344,164
core,all,12,ae_relu_1,1344,164
core,all,12,ae_relu_2,1344,164
core,all,12,ae_tanh_1,1344,164
core,all,12,ae_tanh_2,1344,164
core,all,12,conditional_neural,1344,164
core,all,12,pca_selected,1344,164
core,all,12,ae_selected,1344,164
core,all,12,ae_reconstruction_selected,1344,164
core,matched,12,sequential_ols,723,163
core,matched,12,pca_1,723,163
core,matched,12,pca_2,723,163
core,matched,12,conditional_linear,723,163
core,matched,12,ae_relu_1,723,163
core,matched,12,ae_relu_2,723,163
core,matched,12,ae_tanh_1,723,163
core,matched,12,ae_tanh_2,723,163
core,matched,12,conditional_neural,723,163
core,matched,12,pca_selected,723,163
core,matched,12,ae_selected,723,163
core,matched,12,ae_reconstruction_selected,723,163
full_macro,all,1,sequential_ols,1324,129
full_macro,all,1,pca_1,1324,129
full_macro,all,1,pca_2,1324,129
full_macro,all,1,conditional_linear,1324,129
full_macro,all,1,ae_relu_1,1324,129
full_macro,all,1,ae_relu_2,1324,129
full_macro,all,1,ae_tanh_1,1324,129
full_macro,all,1,ae_tanh_2,1324,129
full_macro,all,1,conditional_neural,1324,129
full_macro,all,1,pca_selected,1324,129
full_macro,all,1,ae_selected,1324,129
full_macro,all,1,ae_reconstruction_selected,1324,129
full_macro,matched,1,sequential_ols,440,127
full_macro,matched,1,pca_1,440,127
full_macro,matched,1,pca_2,440,127
full_macro,matched,1,conditional_linear,440,127
full_macro,matched,1,ae_relu_1,440,127
full_macro,matched,1,ae_relu_2,440,127
full_macro,matched,1,ae_tanh_1,440,127
full_macro,matched,1,ae_tanh_2,440,127
full_macro,matched,1,conditional_neural,440,127
full_macro,matched,1,pca_selected,440,127
full_macro,matched,1,ae_selected,440,127
full_macro,matched,1,ae_reconstruction_selected,440,127
full_macro,all,6,sequential_ols,1190,128
full_macro,all,6,pca_1,1190,128
full_macro,all,6,pca_2,1190,128
full_macro,all,6,conditional_linear,1190,128
full_macro,all,6,ae_relu_1,1190,128
full_macro,all,6,ae_relu_2,1190,128
full_macro,all,6,ae_tanh_1,1190,128
full_macro,all,6,ae_tanh_2,1190,128
full_macro,all,6,conditional_neural,1190,128
full_macro,all,6,pca_selected,1190,128
full_macro,all,6,ae_selected,1190,128
full_macro,all,6,ae_reconstruction_selected,1190,128
full_macro,matched,6,sequential_ols,440,127
full_macro,matched,6,pca_1,440,127
full_macro,matched,6,pca_2,440,127
full_macro,matched,6,conditional_linear,440,127
full_macro,matched,6,ae_relu_1,440,127
full_macro,matched,6,ae_relu_2,440,127
full_macro,matched,6,ae_tanh_1,440,127
full_macro,matched,6,ae_tanh_2,440,127
