month,method,candidate_id,member_prediction_sd_bp,member_rmses_bp
2025-08,ae_relu_1,f05,0.0002705656975909038,"[7.649122049728155, 7.649070898152077, 7.648859661920228]"
2025-08,ae_relu_2,f06,0.05059665161660465,"[7.673845795820801, 7.65252425239115, 7.619630402795043]"
2025-08,ae_tanh_1,f08,0.22773884470388941,"[8.074587998766415, 7.991844992480861, 8.007002654707668]"
2025-08,ae_tanh_2,f10,0.12057233223772673,"[8.313753700048991, 8.329133457994775, 8.305721528038548]"
2025-08,ae_selected,f05,0.0002705656975909038,"[7.649122049728155, 7.649070898152077, 7.648859661920228]"
2025-08,ae_reconstruction_selected,f07,0.6348619472006658,"[7.675559627148232, 7.329935335723051, 7.4375289604733394]"
2025-09,ae_relu_1,f05,0.0020092519506318234,"[6.412533570514265, 6.410911019721426, 6.411645148170134]"
2025-09,ae_relu_2,f06,1.6293704735340127,"[5.462850530928129, 5.44189052519416, 6.5370168355398945]"
2025-09,ae_tanh_1,f08,0.2901443002810712,"[7.701110877663049, 7.392323149439501, 7.537758153662783]"
2025-09,ae_tanh_2,f10,0.10773883087436996,"[8.259433624406823, 8.332678949914618, 8.351493136340087]"
2025-09,ae_selected,f05,0.0020092519506318234,"[6.412533570514265, 6.410911019721426, 6.411645148170134]"
2025-09,ae_reconstruction_selected,f07,55423.54508046453,"[1856471.310360661, 8.491440754873626, 75.7190031815643]"
2025-10,ae_relu_1,f05,57.44328706465843,"[23.802813864653544, 172.94151757489428, 168.6754535339846]"
2025-10,ae_relu_2,f06,407.62938371046033,"[202.87218409195728, 183.14734868982507, 829.683496681863]"
2025-10,ae_tanh_1,f08,0.9932220879765208,"[176.5367783692204, 177.26263382711196, 177.70706296623052]"
2025-10,ae_tanh_2,f10,0.3805788852644242,"[162.97889837040034, 162.79070487456102, 162.11079862200586]"
2025-10,ae_selected,f05,57.44328706465843,"[23.802813864653544, 172.94151757489428, 168.6754535339846]"
2025-10,ae_reconstruction_selected,f07,9497459630.500237,"[68997618.65903607, 1960.0931892494332, 25619930265.89167]"
2025-11,ae_relu_1,f05,0.0016845468679175803,"[8.487990853252073, 8.487795091685573, 8.486221220558306]"
2025-11,ae_relu_2,f06,0.31990615426408003,"[8.409493901576887, 8.362748129903105, 8.40791121663189]"
2025-11,ae_tanh_1,f08,0.38082812192919224,"[11.089846516113774, 11.129212406234227, 11.196364476632722]"
2025-11,ae_tanh_2,f10,0.30725587785338015,"[14.608121221891656, 14.568704603078375, 14.691695476537033]"
2025-11,ae_selected,f05,0.0016845468679175803,"[8.487990853252073, 8.487795091685573, 8.486221220558306]"
2025-11,ae_reconstruction_selected,f05,0.0016845468679175803,"[8.487990853252073, 8.487795091685573, 8.486221220558306]"
2025-12,ae_relu_1,f05,0.0015469331446337448,"[15.899103229726796, 15.896779397953019, 15.900446671604193]"
2025-12,ae_relu_2,f06,3.1132880943436616,"[9.394039859764879, 16.19870678555926, 12.343950217391527]"
2025-12,ae_tanh_1,f08,0.3641650646323157,"[16.370464192658023, 16.443077961229367, 16.294245292141216]"
2025-12,ae_tanh_2,f10,0.09928003970274006,"[14.742051337962874, 14.8326851621567, 14.806256233355764]"
2025-12,ae_selected,f05,0.0015469331446337448,"[15.899103229726796, 15.896779397953019, 15.900446671604193]"
2025-12,ae_reconstruction_selected,f05,0.0015469331446337448,"[15.899103229726796, 15.896779397953019, 15.900446671604193]"
2026-01,ae_relu_1,f05,0.0049412225188888255,"[8.495366556878356, 8.499451497363268, 8.502036088407683]"
2026-01,ae_relu_2,f06,4.725074620830164,"[6.816765244324921, 14.925220899523643, 6.6041545809790625]"
2026-01,ae_tanh_1,f08,0.8415245814796857,"[12.645032669304927, 12.448811208570662, 11.53550139648227]"
2026-01,ae_tanh_2,f10,0.6571737138870175,"[12.24807964542439, 12.836960966577383, 12.293572196363373]"
2026-01,ae_selected,f05,0.0049412225188888255,"[8.495366556878356, 8.499451497363268, 8.502036088407683]"
2026-01,ae_reconstruction_selected,f05,0.0049412225188888255,"[8.495366556878356, 8.499451497363268, 8.502036088407683]"
2026-02,ae_relu_1,f05,0.006302818911210688,"[10.143308954925581, 10.151004348446243, 10.14011307951531]"
2026-02,ae_relu_2,f07,4.2124234590761604,"[7.171882817060686, 6.792201301354747, 10.132034407333826]"
2026-02,ae_tanh_1,f08,1.0596765780080537,"[10.11829973217877, 10.116526437593063, 9.91883240950327]"
2026-02,ae_tanh_2,f11,0.12492123339345361,"[11.590869292263037, 11.474553933720053, 11.469437638420116]"
2026-02,ae_selected,f07,4.2124234590761604,"[7.171882817060686, 6.792201301354747, 10.132034407333826]"
2026-02,ae_reconstruction_selected,f06,10.103078120766334,"[6.771148646317618, 20.920631879744548, 6.701616897414406]"
2026-03,ae_relu_1,f05,0.012468394921440133,"[10.512227901924996, 10.527513920380725, 10.525778527939938]"
2026-03,ae_relu_2,f07,2.639797829736892,"[7.886754489046203, 10.549978020436006, 10.419761833443271]"
2026-03,ae_tanh_1,f08,1.1984869070218236,"[16.01400522041521, 14.032193650932951, 15.046223815238841]"
2026-03,ae_tanh_2,f11,0.25026334963680874,"[12.965279608526048, 12.96367399620807, 13.017844500351]"
2026-03,ae_selected,f07,2.639797829736892,"[7.886754489046203, 10.549978020436006, 10.419761833443271]"
2026-03,ae_reconstruction_selected,f06,6.459298570796953,"[7.61839145178685, 13.039682011760034, 8.037319466466073]"
