method,sample,h,q,term,n,effect,coefficient,ci_low,ci_high,successful,scenario,block_days,refit_first_stage
sequential_ols,all,6,0.1,btc_vol,577,-1.9264015844376556,-860.3994717828884,-4.2500415328550245,2.7397539420925403,199,clock_NY_quote,3,False
sequential_ols,all,6,0.1,btc_ret,577,-0.156994735378823,-28.57598734464717,-1.1099293043147307,1.0846608850673767,199,clock_NY_quote,3,False
sequential_ols,all,6,0.1,account_ls,577,1.616985933728159,2.7872830989840747,-0.40693876511118443,3.2468562514424577,199,clock_NY_quote,3,False
sequential_ols,all,6,0.5,e_origin,577,1.1999307110288786,0.1233655068577767,0.021575131060516898,2.1802604402901697,199,clock_NY_quote,3,False
sequential_ols,all,6,0.5,downside,577,-1.6749072366181526,-71751.49636232242,-6.380385277669234,1.6983896042362785,199,clock_NY_quote,3,False
sequential_ols,all,6,0.5,btc_vol,577,1.2711709757044574,567.7501746662679,-0.9023395412857211,4.293824345964901,199,clock_NY_quote,3,False
sequential_ols,all,6,0.5,btc_ret,577,-0.1034595901578108,-18.83158649809592,-0.9985425666027969,0.8180089799183564,199,clock_NY_quote,3,False
sequential_ols,all,6,0.5,account_ls,577,0.8123566560359952,1.4003015922938808,-0.4284913050175629,1.9688079889583157,199,clock_NY_quote,3,False
sequential_ols,matched,1,0.1,e_origin,229,1.5136359162167676,0.1577370537385481,-0.7960251139165901,2.9924049472068366,199,clock_NY_quote,3,False
sequential_ols,matched,1,0.1,downside,229,-3.9824334473213554,-177340.47474206975,-8.02670364301929,0.774157495904097,199,clock_NY_quote,3,False
sequential_ols,matched,1,0.1,btc_vol,229,0.3616209167100827,165.94193228854792,-2.9274525478858497,4.39305500420574,199,clock_NY_quote,3,False
sequential_ols,matched,1,0.1,btc_ret,229,-0.0664886384292181,-10.334187078545826,-1.219017115714405,1.872651259039325,199,clock_NY_quote,3,False
sequential_ols,matched,1,0.1,account_ls,229,2.476291814983966,4.124714033993118,0.17513349148874438,4.5548517020792385,199,clock_NY_quote,3,False
sequential_ols,matched,6,0.1,e_origin,229,-0.4236133897302607,-0.0441450465758381,-1.001929027097231,3.039139553646411,199,clock_NY_quote,3,False
sequential_ols,matched,6,0.1,downside,229,-0.8688339557242085,-38689.76800699524,-5.959896610945981,6.14273584474309,199,clock_NY_quote,3,False
sequential_ols,matched,6,0.1,btc_vol,229,0.2574846237316961,118.15548830899812,-4.351556306636808,3.9379574651541747,199,clock_NY_quote,3,False
sequential_ols,matched,6,0.1,btc_ret,229,-2.2057410460030686,-342.8336202205353,-3.9405115518887657,0.8436386426598881,199,clock_NY_quote,3,False
sequential_ols,matched,6,0.1,account_ls,229,0.1974898762515281,0.3289552787022868,-1.8560527671368376,3.2318700955675435,199,clock_NY_quote,3,False
sequential_ols,matched,12,0.1,e_origin,229,-0.636829324124811,-0.0663644276972699,-1.3577644552264303,2.9661610323161014,199,clock_NY_quote,3,False
sequential_ols,matched,12,0.1,downside,229,0.8680005952847849,38652.65789883812,-1.9894061924877364,7.601965014822034,199,clock_NY_quote,3,False
sequential_ols,matched,12,0.1,btc_vol,229,-1.4304213487706274,-656.3969937394127,-6.5589500833704495,0.6732551252676521,199,clock_NY_quote,3,False
sequential_ols,matched,12,0.1,btc_ret,229,1.759265568135662,273.4388901844132,-0.790010120962369,2.5972569612026097,199,clock_NY_quote,3,False
sequential_ols,matched,12,0.1,account_ls,229,3.117346465542424,5.192507053263,0.34008119782369556,4.5726754987769365,199,clock_NY_quote,3,False
pca_1,all,6,0.1,e_origin,577,0.6102852868564272,0.0633032195222256,-0.72714973506067,1.5462840905611506,199,clock_NY_quote,3,False
pca_1,all,6,0.1,downside,577,1.191403355286669,51038.63165909715,-3.5614857941408316,4.5354747744358725,199,clock_NY_quote,3,False
pca_1,all,6,0.1,btc_vol,577,-1.8884228981542448,-843.4368395460626,-4.35314122143724,2.8375925816637517,199,clock_NY_quote,3,False
pca_1,all,6,0.1,btc_ret,577,-0.199112821316302,-36.24226919687614,-1.116242703516268,1.1050415132442961,199,clock_NY_quote,3,False
pca_1,all,6,0.1,account_ls,577,1.5775726608664635,2.7193443822447367,-0.3738665990931636,3.1900394907521297,199,clock_NY_quote,3,False
pca_1,all,6,0.5,e_origin,577,1.1792832967224414,0.1223238230039077,0.01999062841682044,2.1975648120061932,199,clock_NY_quote,3,False
pca_1,all,6,0.5,downside,577,-1.6542481129659206,-70866.47837256503,-6.40983856690953,1.5685430365200201,199,clock_NY_quote,3,False
pca_1,all,6,0.5,btc_vol,577,1.2312808306780194,549.9338169621659,-0.8005012382313222,4.145645124630268,199,clock_NY_quote,3,False
pca_1,all,6,0.5,btc_ret,577,-0.0938954921993532,-17.09074122984932,-0.9424055120681135,0.8765708330756851,199,clock_NY_quote,3,False
pca_1,all,6,0.5,account_ls,577,0.8251165418617263,1.4222964738603685,-0.3251122314880938,2.058704705430923,199,clock_NY_quote,3,False
pca_1,matched,1,0.1,e_origin,229,1.5275203730481357,0.160687145713742,-0.7627487493366139,3.0479492776990633,199,clock_NY_quote,3,False
pca_1,matched,1,0.1,downside,229,-3.5588870689734904,-158479.6659413562,-7.833883010041221,0.7896325345167948,199,clock_NY_quote,3,False
pca_1,matched,1,0.1,btc_vol,229,-0.004566374782172,-2.0954348044939737,-2.8959407176628713,4.359174809702316,199,clock_NY_quote,3,False
pca_1,matched,1,0.1,btc_ret,229,-0.0226014641612904,-3.512897307116216,-1.3009622974659998,1.80034368797254,199,clock_NY_quote,3,False
pca_1,matched,1,0.1,account_ls,229,2.1193318138541617,3.5301322818243666,0.08463145742083424,4.487056289654761,199,clock_NY_quote,3,False
pca_1,matched,6,0.1,e_origin,229,-0.4238131249818687,-0.0445829218195388,-0.9717159108198696,2.9664555450867938,199,clock_NY_quote,3,False
pca_1,matched,6,0.1,downside,229,-0.9333819342370776,-41564.13346834715,-5.812640149795883,6.216389125275551,199,clock_NY_quote,3,False
pca_1,matched,6,0.1,btc_vol,229,0.3193505290951629,146.54474181842565,-4.36207154637921,3.8858833106319755,199,clock_NY_quote,3,False
pca_1,matched,6,0.1,btc_ret,229,-2.2982305445713656,-357.209065463307,-3.8493519143159434,0.8328866037192839,199,clock_NY_quote,3,False
pca_1,matched,6,0.1,account_ls,229,0.1781092811334363,0.2966733755004829,-1.8801869964651408,3.2594006645405686,199,clock_NY_quote,3,False
pca_1,matched,12,0.1,e_origin,229,-0.5635127254396979,-0.0592785883723354,-1.368695294109243,2.966765801461642,199,clock_NY_quote,3,False
pca_1,matched,12,0.1,downside,229,1.0169223673275989,45284.24587208262,-1.8654428654302424,7.340110507327222,199,clock_NY_quote,3,False
pca_1,matched,12,0.1,btc_vol,229,-1.5544277663783288,-713.3015133706712,-6.476960462722751,0.6166906494356705,199,clock_NY_quote,3,False
pca_1,matched,12,0.1,btc_ret,229,1.7883602516495178,277.9610147086408,-0.7516297473339876,2.5856133303584143,199,clock_NY_quote,3,False
pca_1,matched,12,0.1,account_ls,229,3.175357924029424,5.289135679786682,0.3855297668240648,4.527217087643402,199,clock_NY_quote,3,False
pca_2,all,6,0.1,e_origin,577,0.6697979314152642,0.0972683626445308,0.03471703612613783,1.3692933598848764,199,clock_NY_quote,3,False
pca_2,all,6,0.1,downside,577,0.5940309622898348,25447.74390963069,-3.0787349339481986,3.1534746091363655,199,clock_NY_quote,3,False
pca_2,all,6,0.1,btc_vol,577,-0.8574502229064226,-382.96776997521306,-3.1549921546561666,1.9063046420334806,199,clock_NY_quote,3,False
pca_2,all,6,0.1,btc_ret,577,-0.1181933567017917,-21.513408441257557,-0.8824726036882777,0.5550389783346692,199,clock_NY_quote,3,False
pca_2,all,6,0.1,account_ls,577,1.0142982954941646,1.7483989423710884,0.25407821683180665,2.517849083265872,199,clock_NY_quote,3,False
pca_2,all,6,0.5,e_origin,577,0.9255301323248176,0.1344059100917064,-0.17577715103579195,1.767090984412547,199,clock_NY_quote,3,False
pca_2,all,6,0.5,downside,577,-1.5738436194181211,-67422.02330055882,-3.290748304549112,0.2658167198052409,199,clock_NY_quote,3,False
pca_2,all,6,0.5,btc_vol,577,1.6457939566043085,735.0701236778622,0.17499384408123486,2.9133332129685483,199,clock_NY_quote,3,False
pca_2,all,6,0.5,btc_ret,577,-0.2394066370734111,-43.57649964966374,-0.6232857048446401,0.8218438143685403,199,clock_NY_quote,3,False
pca_2,all,6,0.5,account_ls,577,1.2317176711613096,2.123176074656633,0.3564500735258344,2.053401595626065,199,clock_NY_quote,3,False
pca_2,matched,1,0.1,e_origin,229,2.960683019315338,0.4373215273189726,0.5784045983066862,4.011361271822678,199,clock_NY_quote,3,False
pca_2,matched,1,0.1,downside,229,-2.260261851085417,-100651.00020252328,-5.885550938987036,0.895762124737883,199,clock_NY_quote,3,False
pca_2,matched,1,0.1,btc_vol,229,1.5908738113804306,730.0260081453273,-1.1497474377219767,3.984577116063539,199,clock_NY_quote,3,False
pca_2,matched,1,0.1,btc_ret,229,0.9770254973304738,151.85698652366162,-1.0716769624854001,2.0647735913933354,199,clock_NY_quote,3,False
pca_2,matched,1,0.1,account_ls,229,1.2807706461946864,2.133356265493234,-0.1642116307843193,2.4438218347734395,199,clock_NY_quote,3,False
pca_2,matched,6,0.1,e_origin,229,0.8486387570999481,0.1253521552208746,-0.5121626334064406,2.011242942704102,199,clock_NY_quote,3,False
pca_2,matched,6,0.1,downside,229,-1.033151872889813,-46006.95681234152,-3.1968668939934326,3.1404872317696397,199,clock_NY_quote,3,False
pca_2,matched,6,0.1,btc_vol,229,1.6661778477255735,764.5818004759418,-1.936495415916465,3.4789112761751677,199,clock_NY_quote,3,False
pca_2,matched,6,0.1,btc_ret,229,0.509549110042554,79.19812998565274,-1.376173119722674,1.0719191753225368,199,clock_NY_quote,3,False
pca_2,matched,6,0.1,account_ls,229,2.2119824764321705,3.684458797738949,0.2432642166825101,3.43004365240735,199,clock_NY_quote,3,False
pca_2,matched,12,0.1,e_origin,229,0.7890453305043666,0.1165496295310499,-0.904121747297723,1.924906526573373,199,clock_NY_quote,3,False
pca_2,matched,12,0.1,downside,229,3.0583297313792945,136189.506655885,-3.14609391264181,5.002874537659693,199,clock_NY_quote,3,False
pca_2,matched,12,0.1,btc_vol,229,-2.5360353509992164,-1163.7452012607605,-4.152333317020132,0.9332103244734797,199,clock_NY_quote,3,False
pca_2,matched,12,0.1,btc_ret,229,0.258878603219865,40.23694843976639,-1.666374456792039,1.668804631055577,199,clock_NY_quote,3,False
pca_2,matched,12,0.1,account_ls,229,1.074284767637852,1.7894165101093205,-0.5270651067484745,2.95730963362589,199,clock_NY_quote,3,False
ae_selected,all,6,0.1,e_origin,577,0.6420576695390302,0.0709084003035333,-0.6219981528834038,1.2648140873902385,199,clock_NY_quote,3,False
ae_selected,all,6,0.1,downside,577,0.7535026625477251,32279.365906829116,-3.21996428737371,3.811806864648547,199,clock_NY_quote,3,False
ae_selected,all,6,0.1,btc_vol,577,-0.3853097395168686,-172.09303554943438,-2.5070579656730856,3.0681052367351933,199,clock_NY_quote,3,False
ae_selected,all,6,0.1,btc_ret,577,0.3178620224937131,57.85685176134595,-0.5871758283025392,1.0887827653988227,199,clock_NY_quote,3,False
ae_selected,all,6,0.1,account_ls,577,-0.4588416008689217,-0.7909292298319701,-2.3678870347157437,0.4556523869237415,199,clock_NY_quote,3,False
ae_selected,all,6,0.5,e_origin,577,2.030929465855847,0.2242944308360033,0.9003052311448141,3.2094744006716174,199,clock_NY_quote,3,False
ae_selected,all,6,0.5,downside,577,-0.5214390096292078,-22337.970954216376,-2.6222267307514517,1.3171749032006204,199,clock_NY_quote,3,False
ae_selected,all,6,0.5,btc_vol,577,0.5944744995241766,265.5134575838239,-1.0124196080068006,1.831689605539037,199,clock_NY_quote,3,False
ae_selected,all,6,0.5,btc_ret,577,-0.0228036406365563,-4.150690433470512,-0.5271200909034812,1.2706086581484115,199,clock_NY_quote,3,False
ae_selected,all,6,0.5,account_ls,577,-1.1158182285411948,-1.9233941527125735,-2.7790842376430196,-0.2438585876951856,199,clock_NY_quote,3,False
ae_selected,matched,1,0.1,e_origin,229,2.679013061922592,0.2927340232804628,0.32129979433705985,4.26225135225913,199,clock_NY_quote,3,False
ae_selected,matched,1,0.1,downside,229,-2.0433815590265567,-90993.17303110202,-7.674525677768296,1.5242942035133453,199,clock_NY_quote,3,False
ae_selected,matched,1,0.1,btc_vol,229,1.2509095904295668,574.0219798197605,-1.9708440916597056,3.7774034308441866,199,clock_NY_quote,3,False
ae_selected,matched,1,0.1,btc_ret,229,0.1292227920665755,20.084822603934956,-1.3676952846174726,2.234051800422657,199,clock_NY_quote,3,False
ae_selected,matched,1,0.1,account_ls,229,0.7678146170243579,1.2789347794883883,-2.5533847891553565,1.8443215012757084,199,clock_NY_quote,3,False
ae_selected,matched,6,0.1,e_origin,229,0.6731465932354148,0.0735542925475418,-1.4770833387640903,2.754908903553887,199,clock_NY_quote,3,False
ae_selected,matched,6,0.1,downside,229,-1.371675147900307,-61081.62889304659,-7.847980753107379,5.103702410186451,199,clock_NY_quote,3,False
ae_selected,matched,6,0.1,btc_vol,229,2.6752845603788717,1227.6443890741632,-2.1018322814172983,5.8400765296070665,199,clock_NY_quote,3,False
ae_selected,matched,6,0.1,btc_ret,229,0.1879600386384705,29.214227399896203,-2.4296685091598422,0.9853686551575277,199,clock_NY_quote,3,False
ae_selected,matched,6,0.1,account_ls,229,0.5695334397808007,0.9486614451808676,-4.520979284489617,3.016245083182002,199,clock_NY_quote,3,False
ae_selected,matched,12,0.1,e_origin,229,1.7117987398106551,0.1870471403344274,-0.9297829726126401,3.37499331982851,199,clock_NY_quote,3,False
ae_selected,matched,12,0.1,downside,229,2.68036717142407,119358.5763456066,-0.5402208888466271,7.731399495220298,199,clock_NY_quote,3,False
ae_selected,matched,12,0.1,btc_vol,229,-1.9007344652323857,-872.2160012137031,-5.008208313008276,1.1355438844409926,199,clock_NY_quote,3,False
ae_selected,matched,12,0.1,btc_ret,229,1.3928403301343488,216.48619797614265,-0.6072460638535189,2.275135417472826,199,clock_NY_quote,3,False
ae_selected,matched,12,0.1,account_ls,229,-0.4260315723337174,-0.7096330063750651,-2.5432463070192943,1.1694390591188766,199,clock_NY_quote,3,False
joint_ols,all,6,0.1,e_origin,577,0.6392614068532159,0.0657255883907038,-0.7307541020097654,1.5102610466847255,199,clock_NY_quote,3,False
joint_ols,all,6,0.1,downside,577,1.1693059624458326,50091.99953083824,-3.483769653100951,4.545035633621297,199,clock_NY_quote,3,False
joint_ols,all,6,0.1,btc_vol,577,-1.9118726020917896,-853.9103114557207,-4.28533539727571,2.7446114987748875,199,clock_NY_quote,3,False
joint_ols,all,6,0.1,btc_ret,577,-0.165932960880645,-30.20291208328474,-1.1262760240647371,1.0862888493167617,199,clock_NY_quote,3,False
joint_ols,all,6,0.1,account_ls,577,1.6334105005609163,2.81559498258564,-0.39450064672395185,3.2604399793530243,199,clock_NY_quote,3,False
joint_ols,all,6,0.5,e_origin,577,1.1849350772523697,0.1218289643677467,0.024266658960039076,2.175807976615567,199,clock_NY_quote,3,False
joint_ols,all,6,0.5,downside,577,-1.6721922507262128,-71635.18884624612,-6.419372020727302,1.6677758482837703,199,clock_NY_quote,3,False
joint_ols,all,6,0.5,btc_vol,577,1.279398645139174,571.4249445028494,-0.9062542049174409,4.234839293095443,199,clock_NY_quote,3,False
joint_ols,all,6,0.5,btc_ret,577,-0.1055105630944123,-19.204902052525924,-0.9841640571913013,0.811113765318835,199,clock_NY_quote,3,False
joint_ols,all,6,0.5,account_ls,577,0.8168390664472597,1.4080281572079132,-0.4039073903488118,1.9779152661141688,199,clock_NY_quote,3,False
joint_ols,matched,1,0.1,e_origin,229,1.488505706649699,0.1551468208210475,-0.7651654123780365,3.0076969611974254,199,clock_NY_quote,3,False
joint_ols,matched,1,0.1,downside,229,-3.948093442590299,-175811.29093468018,-8.069779880377894,0.793965553817977,199,clock_NY_quote,3,False
joint_ols,matched,1,0.1,btc_vol,229,0.3243185768265882,148.8244977787685,-2.933716216575359,4.370027943354857,199,clock_NY_quote,3,False
joint_ols,matched,1,0.1,btc_ret,229,-0.081267191584307,-12.631186034502903,-1.2158966891942249,1.8464042528814286,199,clock_NY_quote,3,False
joint_ols,matched,1,0.1,account_ls,229,2.461971660209169,4.100861213816129,0.1591652366292172,4.60411175128748,199,clock_NY_quote,3,False
joint_ols,matched,6,0.1,e_origin,229,-0.4165732399231684,-0.0434193926999924,-1.0093542897575887,3.032468186367644,199,clock_NY_quote,3,False
joint_ols,matched,6,0.1,downside,229,-0.8974113389492389,-39962.33835250138,-5.933134543593067,6.010149902933942,199,clock_NY_quote,3,False
joint_ols,matched,6,0.1,btc_vol,229,0.3064061842657016,140.6047933974327,-4.353424350715773,3.9392875928880193,199,clock_NY_quote,3,False
joint_ols,matched,6,0.1,btc_ret,229,-2.1917739821200075,-340.66274930912067,-3.932562884534747,0.8417559906203191,199,clock_NY_quote,3,False
joint_ols,matched,6,0.1,account_ls,229,0.2117644310223049,0.3527321437856969,-1.8425563038760173,3.2616923286561437,199,clock_NY_quote,3,False
joint_ols,matched,12,0.1,e_origin,229,-0.6421521875277667,-0.066931466861793,-1.3560687318590532,2.957898820254299,199,clock_NY_quote,3,False
joint_ols,matched,12,0.1,downside,229,0.8264930584409291,36804.29900304428,-2.027580774259639,7.61086069104294,199,clock_NY_quote,3,False
joint_ols,matched,12,0.1,btc_vol,229,-1.3824748182408002,-634.3951139946354,-6.545463083949716,0.6469733538574214,199,clock_NY_quote,3,False
joint_ols,matched,12,0.1,btc_ret,229,1.7420192594523007,270.7583332568121,-0.776722509302773,2.5930410142968965,199,clock_NY_quote,3,False
joint_ols,matched,12,0.1,account_ls,229,3.164067841686011,5.27032999589877,0.34403195007256765,4.586627146742306,199,clock_NY_quote,3,False
sequential_ols,all,6,0.1,e_origin,577,0.6972400149039922,0.0728604154892697,-0.5148303116830574,1.944209564672245,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.1,downside,577,-1.5852832007795128,-95255.43703126516,-4.251515673461476,1.6007019505341544,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.1,btc_vol,577,0.2673620360442846,127.39174902258976,-3.2326191384715184,3.7556801519317027,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.1,btc_ret,577,-0.0166843155577701,-2.501410450907375,-1.1476477627247395,1.7568535273824286,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.1,account_ls,577,0.2256224532565431,0.4000239000133611,-1.1134593310826018,1.578345121591787,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.5,e_origin,577,0.6069682289663619,0.0634271648298396,-0.29827744877041384,1.5623287536404418,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.5,downside,577,-2.986046468641663,-179423.56370537748,-4.538889807006284,-1.0975975380837648,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.5,btc_vol,577,2.3468895934003573,1118.237931194784,0.6809083121902308,3.9593279619032518,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.5,btc_ret,577,-0.3601680381637954,-53.99850486082119,-0.9801438241102817,0.41735724048134976,199,clock_FXKST_USNY_quote,7,True
sequential_ols,all,6,0.5,account_ls,577,1.2393889269698524,2.197410696692162,-0.5591581211909212,2.5670209671522386,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,1,0.1,e_origin,229,3.868443235550133,0.3775489127748523,1.7248393219954858,5.930570024874746,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,1,0.1,downside,229,6.262786898170381,421516.0570295532,1.148711747942327,8.752864776886726,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,1,0.1,btc_vol,229,-5.8021235507971545,-2783.647698392513,-7.999553970626529,-1.898501328256971,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,1,0.1,btc_ret,229,2.3526418377680574,476.5122928960444,0.20871342123092695,3.3812461889220726,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,1,0.1,account_ls,229,-0.8295784503754332,-1.5365802739955945,-3.458959868553428,2.138228432405213,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,6,0.1,e_origin,229,1.4070782060507754,0.1373267783799112,-0.9845589335149573,2.393419825514107,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,6,0.1,downside,229,-0.0779392528355833,-5245.691267681826,-5.068933077115352,2.3560893697882923,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,6,0.1,btc_vol,229,0.1328210955439451,63.72272732077174,-3.233230745297463,3.824298932900357,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,6,0.1,btc_ret,229,-0.0503023744308428,-10.188418565613986,-2.139080155193173,0.627058327439707,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,6,0.1,account_ls,229,-0.6739361928233134,-1.2482931051973976,-2.8510789882539513,0.9905204315490422,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,12,0.1,e_origin,229,0.229409864890331,0.0223897417630978,-1.6302819145603507,2.504671770938737,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,12,0.1,downside,229,-0.5950283338907953,-40048.30456482331,-5.436067398789583,5.932456406089227,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,12,0.1,btc_vol,229,0.826011809581783,396.2904016877511,-4.624094867115448,3.629962548851342,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,12,0.1,btc_ret,229,1.796676360492003,363.9051037800041,-1.518049866909028,2.6124409472126406,199,clock_FXKST_USNY_quote,7,True
sequential_ols,matched,12,0.1,account_ls,229,1.352890548875697,2.505881064457108,-0.7111124785988491,2.923518661507323,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.1,e_origin,577,0.7055359567437612,0.0743128462258264,-0.5336494378619498,1.8789634717441068,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.1,downside,577,-1.7436997175998774,-104774.26277500266,-4.346927510981508,1.6732279228116398,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.1,btc_vol,577,0.3866696175481476,184.23901763373556,-3.0684080752186578,3.626175617241381,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.1,btc_ret,577,-0.0643017838886893,-9.640500605147524,-1.1568895108012405,1.697787216487099,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.1,account_ls,577,0.3281986141952774,0.5818892921977745,-1.1719732488409371,1.6070786961231993,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.5,e_origin,577,0.5223103093547088,0.0550140149913536,-0.27511097763928616,1.5875602212696136,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.5,downside,577,-2.8382337751236246,-170541.89340640136,-4.388328549465545,-1.007859165166498,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.5,btc_vol,577,2.2858117474865343,1089.1357679534574,0.6332308912454216,3.8245032304058255,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.5,btc_ret,577,-0.348245346987426,-52.210985066662026,-0.993122318287271,0.4391418903696218,199,clock_FXKST_USNY_quote,7,True
pca_1,all,6,0.5,account_ls,577,1.1891685284299285,2.10837097837422,-0.46399961327019335,2.578355795978159,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,1,0.1,e_origin,229,3.8631473934252014,0.3801893044063093,1.7327889910394747,5.898546274491508,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,1,0.1,downside,229,6.295101268689443,423690.9715313649,1.2505257461767778,8.72390855068341,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,1,0.1,btc_vol,229,-5.793985478404236,-2779.74334746176,-7.93095696931168,-1.7621857305847246,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,1,0.1,btc_ret,229,2.3570842620592085,477.41207702425737,0.18628304197179094,3.3148631188906004,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,1,0.1,account_ls,229,-0.8315859259909905,-1.540298605191392,-3.393376030259334,2.0580423828005685,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,6,0.1,e_origin,229,1.443296997574681,0.1420411974167811,-1.0050392487353952,2.47751008943533,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,6,0.1,downside,229,-0.1576444117356161,-10610.236613184625,-5.125306446072393,2.3915232260478434,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,6,0.1,btc_vol,229,0.2663084485553576,127.76510072450176,-3.0522894526728077,3.9706134176909837,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,6,0.1,btc_ret,229,-0.0876560030920238,-17.754152947951187,-2.0546549075603218,0.6341739106370716,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,6,0.1,account_ls,229,-0.6426561996856165,-1.1903549796297062,-2.7153995213803013,1.0328197394467384,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,12,0.1,e_origin,229,0.1593354790971391,0.0156809044014955,-1.6025917668406024,2.5255341328101704,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,12,0.1,downside,229,-0.383362575768672,-25802.16826440512,-5.475025849733195,5.753312415391239,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,12,0.1,btc_vol,229,0.7156082589041898,343.3227964571076,-4.5570309878969955,3.625716266966361,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,12,0.1,btc_ret,229,1.7550624346705457,355.476473934502,-1.529832049888913,2.559262069103731,199,clock_FXKST_USNY_quote,7,True
pca_1,matched,12,0.1,account_ls,229,1.3284876464984643,2.460680977106567,-0.6999790197499495,2.9307876286945262,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.1,e_origin,577,0.999705061186716,0.1517795703451467,-0.43308206488241346,1.398763824320313,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.1,downside,577,-0.2026770982711256,-12178.325968856285,-1.5772668538087453,2.7476877579031798,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.1,btc_vol,577,-0.1046603077499533,-49.86818568100922,-2.7611238679026227,1.9298162317047887,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.1,btc_ret,577,-0.1471658923585602,-22.063973789525495,-1.0963177855929251,0.7801490726730681,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.1,account_ls,577,-0.1209019607518759,-0.2143566527230159,-2.0532601187671196,1.2240802108511042,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.5,e_origin,577,0.5393836424968134,0.0818915705119913,-0.3104574033239952,1.240313842064473,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.5,downside,577,-0.5943703601436912,-35714.12879798269,-3.3251629898941877,1.5474101257598534,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.5,btc_vol,577,1.00686015519744,479.74528504305937,-0.7910450121939713,3.2757020220470063,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.5,btc_ret,577,0.2119267327261347,31.77329883460069,-0.7043104465296394,0.68460588767064,199,clock_FXKST_USNY_quote,7,True
pca_2,all,6,0.5,account_ls,577,-0.0866641793593153,-0.153653780988508,-1.08772464959958,1.5014068556428337,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,1,0.1,e_origin,229,1.5762280841412544,0.2312116504920818,-0.9739382226092546,2.490097790502519,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,1,0.1,downside,229,2.8045881782448387,188762.4422971865,-0.5810549342124333,5.5608121432190245,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,1,0.1,btc_vol,229,-2.730698099638729,-1310.0895583341746,-4.873374802690106,-0.549721083225913,199,clock_FXKST_USNY_quote,7,True
pca_2,matched,1,0.1,btc_ret,229,0.8015099591195808,162.34062587334637,-1.0730156214657642,1.9264983688456228,199,clock_FXKST_USNY_quote,7,True
