method,term,contrast,effect,ci_low,ci_high,successful,scenario,block_days,refit_first_stage
sequential_ols,account_ls,h6_minus_h1_q10,-2.2788019387324376,-5.3703993918002535,1.5809141212295112,199,clock_NY_quote,7,True
sequential_ols,account_ls,h12_minus_h1_q10,0.6410546505584582,-3.062769648136107,2.6007917957434934,199,clock_NY_quote,7,True
sequential_ols,btc_ret,q10_minus_q50_h6,-0.0535351452210122,-1.1209421189236708,1.0298819725903356,199,clock_NY_quote,7,True
sequential_ols,btc_ret,h6_minus_h1_q10,-2.1392524075738506,-4.724998025846586,1.1952890445250242,199,clock_NY_quote,7,True
sequential_ols,btc_ret,h12_minus_h1_q10,1.82575420656488,-1.819223569185655,2.849326115448632,199,clock_NY_quote,7,True
sequential_ols,btc_vol,q10_minus_q50_h6,-3.197572560142113,-5.170443000664538,1.0644965262769237,199,clock_NY_quote,7,True
sequential_ols,btc_vol,h6_minus_h1_q10,-0.10413629297838656,-7.050713409153749,3.3067539913840713,199,clock_NY_quote,7,True
sequential_ols,btc_vol,h12_minus_h1_q10,-1.7920422654807102,-9.088241001136616,0.7229368832552157,199,clock_NY_quote,7,True
sequential_ols,downside,q10_minus_q50_h6,2.8445716187605514,-1.558163257911645,5.906621711687863,199,clock_NY_quote,7,True
sequential_ols,downside,h6_minus_h1_q10,3.1135994915971468,-1.833620441717647,13.965778901423928,199,clock_NY_quote,7,True
sequential_ols,downside,h12_minus_h1_q10,4.850434042606141,0.5930726692660374,14.196304489070092,199,clock_NY_quote,7,True
sequential_ols,e_origin,q10_minus_q50_h6,-0.5759692120937148,-2.071283404774494,0.8733611927995428,199,clock_NY_quote,7,True
sequential_ols,e_origin,h6_minus_h1_q10,-1.9372493059470284,-2.7326207384947474,1.0856064160226122,199,clock_NY_quote,7,True
sequential_ols,e_origin,h12_minus_h1_q10,-2.1504652403415787,-3.5510431372990654,1.3926615367389616,199,clock_NY_quote,7,True
ae_selected,account_ls,q10_minus_q50_h6,0.6569766276722732,-0.6499840990364788,1.9279687421502878,199,clock_NY_quote,3,False
ae_selected,account_ls,h6_minus_h1_q10,-0.1982811772435572,-4.896153691030878,3.2581833381426577,199,clock_NY_quote,3,False
ae_selected,account_ls,h12_minus_h1_q10,-1.1938461893580754,-3.4731743459256887,1.7038383159012807,199,clock_NY_quote,3,False
ae_selected,btc_ret,q10_minus_q50_h6,0.3406656631302694,-0.7811430445714671,1.127698362103802,199,clock_NY_quote,3,False
ae_selected,btc_ret,h6_minus_h1_q10,0.058737246571895,-2.990210411899348,1.4379577620324233,199,clock_NY_quote,3,False
ae_selected,btc_ret,h12_minus_h1_q10,1.2636175380677734,-1.8875951706342817,2.8909915213551294,199,clock_NY_quote,3,False
ae_selected,btc_vol,q10_minus_q50_h6,-0.9797842390410452,-3.097711183672668,2.614446698990975,199,clock_NY_quote,3,False
ae_selected,btc_vol,h6_minus_h1_q10,1.424374969949305,-4.907899958161041,6.317434738386035,199,clock_NY_quote,3,False
ae_selected,btc_vol,h12_minus_h1_q10,-3.1516440556619525,-8.251621445080573,0.722126476020132,199,clock_NY_quote,3,False
ae_selected,downside,q10_minus_q50_h6,1.2749416721769329,-2.4193267127996294,4.335824433645025,199,clock_NY_quote,3,False
ae_selected,downside,h6_minus_h1_q10,0.6717064111262496,-5.071478046923292,11.868776381448656,199,clock_NY_quote,3,False
ae_selected,downside,h12_minus_h1_q10,4.723748730450627,0.19172388680455113,13.40240296204688,199,clock_NY_quote,3,False
ae_selected,e_origin,q10_minus_q50_h6,-1.388871796316817,-2.5032987124612847,-0.4906670354067265,199,clock_NY_quote,3,False
ae_selected,e_origin,h6_minus_h1_q10,-2.005866468687177,-3.983284452082482,1.1514789634964593,199,clock_NY_quote,3,False
ae_selected,e_origin,h12_minus_h1_q10,-0.9672143221119367,-3.327065188396543,2.2396333184312462,199,clock_NY_quote,3,False
joint_ols,account_ls,q10_minus_q50_h6,0.8165714341136566,-1.3124006287804704,2.4653356982012453,199,clock_NY_quote,3,False
joint_ols,account_ls,h6_minus_h1_q10,-2.2502072291868638,-5.189472237073237,1.6597515803674516,199,clock_NY_quote,3,False
joint_ols,account_ls,h12_minus_h1_q10,0.702096181476842,-2.4204145736486455,3.003083119395809,199,clock_NY_quote,3,False
joint_ols,btc_ret,q10_minus_q50_h6,-0.06042239778623269,-1.1582143422156537,1.3523386784905065,199,clock_NY_quote,3,False
joint_ols,btc_ret,h6_minus_h1_q10,-2.1105067905357004,-4.636068851046953,1.3658198246168993,199,clock_NY_quote,3,False
joint_ols,btc_ret,h12_minus_h1_q10,1.8232864510366078,-1.1386729878950976,3.432368357418442,199,clock_NY_quote,3,False
joint_ols,btc_vol,q10_minus_q50_h6,-3.1912712472309632,-6.384034204605804,1.3876176789693715,199,clock_NY_quote,3,False
joint_ols,btc_vol,h6_minus_h1_q10,-0.017912392560886614,-7.0637109300262395,4.2617930770899894,199,clock_NY_quote,3,False
joint_ols,btc_vol,h12_minus_h1_q10,-1.7067933950673884,-7.590601903733818,1.252766939999259,199,clock_NY_quote,3,False
joint_ols,downside,q10_minus_q50_h6,2.8414982131720454,-2.1228295285858745,8.718992323025452,199,clock_NY_quote,3,False
joint_ols,downside,h6_minus_h1_q10,3.0506821036410603,-1.5846167662820743,12.12994477503899,199,clock_NY_quote,3,False
joint_ols,downside,h12_minus_h1_q10,4.774586501031228,-0.22194791484010923,12.985093949586531,199,clock_NY_quote,3,False
joint_ols,e_origin,q10_minus_q50_h6,-0.5456736703991538,-2.3132516658638282,0.8537773766651978,199,clock_NY_quote,3,False
joint_ols,e_origin,h6_minus_h1_q10,-1.9050789465728672,-2.8383210333924214,1.355606713206773,199,clock_NY_quote,3,False
joint_ols,e_origin,h12_minus_h1_q10,-2.1306578941774656,-3.4325284021359037,2.0082310496610907,199,clock_NY_quote,3,False
pca_1,account_ls,q10_minus_q50_h6,0.7524561190047372,-1.2415395989474927,2.323114364782868,199,clock_NY_quote,3,False
pca_1,account_ls,h6_minus_h1_q10,-1.9412225327207253,-5.061307658143869,1.8840543088829322,199,clock_NY_quote,3,False
pca_1,account_ls,h12_minus_h1_q10,1.0560261101752624,-2.3653166240652435,2.9336049883693454,199,clock_NY_quote,3,False
pca_1,btc_ret,q10_minus_q50_h6,-0.10521732911694881,-1.14194961241975,1.2726172404137617,199,clock_NY_quote,3,False
pca_1,btc_ret,h6_minus_h1_q10,-2.275629080410075,-4.677893010466632,1.3294967197639034,199,clock_NY_quote,3,False
pca_1,btc_ret,h12_minus_h1_q10,1.8109617158108082,-1.1103051968142055,3.3695270818803156,199,clock_NY_quote,3,False
pca_1,btc_vol,q10_minus_q50_h6,-3.119703728832264,-6.294430058632271,1.1492549655492401,199,clock_NY_quote,3,False
pca_1,btc_vol,h6_minus_h1_q10,0.3239169038773349,-6.872842601306731,4.275341093471961,199,clock_NY_quote,3,False
pca_1,btc_vol,h12_minus_h1_q10,-1.5498613915961568,-7.343583183480982,0.7791117309059291,199,clock_NY_quote,3,False
pca_1,downside,q10_minus_q50_h6,2.8456514682525897,-1.9831699842097585,8.345265864611424,199,clock_NY_quote,3,False
pca_1,downside,h6_minus_h1_q10,2.6255051347364127,-1.6178847015698152,12.109142018834373,199,clock_NY_quote,3,False
pca_1,downside,h12_minus_h1_q10,4.575809436301089,-0.02468690702635864,12.580102638094786,199,clock_NY_quote,3,False
pca_1,e_origin,q10_minus_q50_h6,-0.5689980098660141,-2.2143999499029854,0.7826075609960025,199,clock_NY_quote,3,False
pca_1,e_origin,h6_minus_h1_q10,-1.9513334980300043,-2.7614927611902944,1.302109921186639,199,clock_NY_quote,3,False
pca_1,e_origin,h12_minus_h1_q10,-2.0910330984878334,-3.4456964202765046,1.809587290441316,199,clock_NY_quote,3,False
pca_2,account_ls,q10_minus_q50_h6,-0.21741937566714498,-1.0458843541128424,1.4729771791534432,199,clock_NY_quote,3,False
pca_2,account_ls,h6_minus_h1_q10,0.9312118302374841,-1.2220376113527425,2.4895787443200157,199,clock_NY_quote,3,False
pca_2,account_ls,h12_minus_h1_q10,-0.20648587855683442,-2.002880391439444,1.9991185321050846,199,clock_NY_quote,3,False
pca_2,btc_ret,q10_minus_q50_h6,0.1212132803716194,-0.8910798948696742,0.6698734622349868,199,clock_NY_quote,3,False
pca_2,btc_ret,h6_minus_h1_q10,-0.46747638728791985,-1.9891847356088617,1.4830080183394379,199,clock_NY_quote,3,False
pca_2,btc_ret,h12_minus_h1_q10,-0.7181468941106088,-3.002314968281353,2.507773327823124,199,clock_NY_quote,3,False
pca_2,btc_vol,q10_minus_q50_h6,-2.503244179510731,-4.992335489059014,0.703071294338569,199,clock_NY_quote,3,False
pca_2,btc_vol,h6_minus_h1_q10,0.07530403634514293,-4.721121267845924,3.6607625962755783,199,clock_NY_quote,3,False
pca_2,btc_vol,h12_minus_h1_q10,-4.126909162379647,-7.099313086145371,0.7160602268433959,199,clock_NY_quote,3,False
pca_2,downside,q10_minus_q50_h6,2.167874581707956,-2.156512879176022,4.9593776382991885,199,clock_NY_quote,3,False
pca_2,downside,h6_minus_h1_q10,1.227109978195604,-2.4593741495407384,7.164959431149012,199,clock_NY_quote,3,False
pca_2,downside,h12_minus_h1_q10,5.318591582464712,-0.7825468777950756,10.239488713786587,199,clock_NY_quote,3,False
pca_2,e_origin,q10_minus_q50_h6,-0.2557322009095534,-1.2409088358270548,1.0553370094885377,199,clock_NY_quote,3,False
pca_2,e_origin,h6_minus_h1_q10,-2.11204426221539,-3.8920497917986903,0.5618101789920122,199,clock_NY_quote,3,False
pca_2,e_origin,h12_minus_h1_q10,-2.1716376888109714,-4.2595633577274254,0.2976949988894353,199,clock_NY_quote,3,False
sequential_ols,account_ls,q10_minus_q50_h6,0.8046292776921637,-1.3439992372049554,2.4335631838828062,199,clock_NY_quote,3,False
sequential_ols,account_ls,h6_minus_h1_q10,-2.2788019387324376,-5.266652958146039,1.6144661459082192,199,clock_NY_quote,3,False
sequential_ols,account_ls,h12_minus_h1_q10,0.6410546505584582,-2.3942910431390487,3.019107825964875,199,clock_NY_quote,3,False
sequential_ols,btc_ret,q10_minus_q50_h6,-0.0535351452210122,-1.1683814208511252,1.3604318674888638,199,clock_NY_quote,3,False
sequential_ols,btc_ret,h6_minus_h1_q10,-2.1392524075738506,-4.577833339627951,1.4083288291704048,199,clock_NY_quote,3,False
sequential_ols,btc_ret,h12_minus_h1_q10,1.82575420656488,-1.1346113370154032,3.3569099419867965,199,clock_NY_quote,3,False
sequential_ols,btc_vol,q10_minus_q50_h6,-3.197572560142113,-6.35555515770376,1.3602815261988221,199,clock_NY_quote,3,False
sequential_ols,btc_vol,h6_minus_h1_q10,-0.10413629297838656,-7.08358746656464,4.2846789510239045,199,clock_NY_quote,3,False
sequential_ols,btc_vol,h12_minus_h1_q10,-1.7920422654807102,-7.6743007877942615,1.3028891074213187,199,clock_NY_quote,3,False
sequential_ols,downside,q10_minus_q50_h6,2.8445716187605514,-2.1178006054346556,8.713113827272473,199,clock_NY_quote,3,False
sequential_ols,downside,h6_minus_h1_q10,3.1135994915971468,-1.6471665406352458,12.19637884582662,199,clock_NY_quote,3,False
sequential_ols,downside,h12_minus_h1_q10,4.850434042606141,-0.19024801976971797,13.031000155360879,199,clock_NY_quote,3,False
sequential_ols,e_origin,q10_minus_q50_h6,-0.5759692120937148,-2.3161582889166095,0.7811803394573217,199,clock_NY_quote,3,False
sequential_ols,e_origin,h6_minus_h1_q10,-1.9372493059470284,-2.8090903554594453,1.3522315562719718,199,clock_NY_quote,3,False
sequential_ols,e_origin,h12_minus_h1_q10,-2.1504652403415787,-3.4194310895763675,2.119732376269836,199,clock_NY_quote,3,False
ae_selected,account_ls,q10_minus_q50_h6,-0.3990846167884745,-2.4820818271242455,1.069856721699154,199,clock_FXKST_USNY_quote,7,True
ae_selected,account_ls,h6_minus_h1_q10,-1.428050139136673,-3.631184875570962,1.9577456920552603,199,clock_FXKST_USNY_quote,7,True
ae_selected,account_ls,h12_minus_h1_q10,0.2858552209691536,-2.860053393698966,2.8961014148444204,199,clock_FXKST_USNY_quote,7,True
ae_selected,btc_ret,q10_minus_q50_h6,-0.6887193592872969,-1.548130276982435,0.511098247067037,199,clock_FXKST_USNY_quote,7,True
ae_selected,btc_ret,h6_minus_h1_q10,-1.2301740945586075,-4.068275920604637,0.778068427360088,199,clock_FXKST_USNY_quote,7,True
ae_selected,btc_ret,h12_minus_h1_q10,0.8091919375499591,-3.687965479860982,2.0867934243865087,199,clock_FXKST_USNY_quote,7,True
ae_selected,btc_vol,q10_minus_q50_h6,-0.8957080912580709,-2.7622139762362976,2.403334661235717,199,clock_FXKST_USNY_quote,7,True
ae_selected,btc_vol,h6_minus_h1_q10,3.3468107031064487,-1.3278499713023189,7.991478885565093,199,clock_FXKST_USNY_quote,7,True
ae_selected,btc_vol,h12_minus_h1_q10,3.6239480698420916,-0.8661855812579803,8.918423175475136,199,clock_FXKST_USNY_quote,7,True
ae_selected,downside,q10_minus_q50_h6,-0.5187362144789747,-2.483856014237343,2.3138175349974173,199,clock_FXKST_USNY_quote,7,True
ae_selected,downside,h6_minus_h1_q10,-4.58927586998792,-8.936734440322029,2.030159123092109,199,clock_FXKST_USNY_quote,7,True
ae_selected,downside,h12_minus_h1_q10,-3.9784830393853308,-10.321668240367574,2.574604808394754,199,clock_FXKST_USNY_quote,7,True
ae_selected,e_origin,q10_minus_q50_h6,-0.5196778878303925,-1.9533056244147313,0.8105390288618192,199,clock_FXKST_USNY_quote,7,True
ae_selected,e_origin,h6_minus_h1_q10,-2.1910358665316325,-3.5439388042572846,0.7021163292066929,199,clock_FXKST_USNY_quote,7,True
ae_selected,e_origin,h12_minus_h1_q10,-2.860442195862692,-5.066548008946235,-0.653309109557409,199,clock_FXKST_USNY_quote,7,True
joint_ols,account_ls,q10_minus_q50_h6,-0.9988909067345837,-2.407621849314213,0.47794908200511915,199,clock_FXKST_USNY_quote,7,True
joint_ols,account_ls,h6_minus_h1_q10,0.16906120666567692,-2.823825324564784,2.8118576255562173,199,clock_FXKST_USNY_quote,7,True
joint_ols,account_ls,h12_minus_h1_q10,2.203040736582581,-0.7435321150114168,5.264964905807787,199,clock_FXKST_USNY_quote,7,True
joint_ols,btc_ret,q10_minus_q50_h6,0.344118627286534,-0.9263163621896006,2.1533580399166783,199,clock_FXKST_USNY_quote,7,True
joint_ols,btc_ret,h6_minus_h1_q10,-2.41049899781749,-4.775879373063367,-0.528134980684338,199,clock_FXKST_USNY_quote,7,True
joint_ols,btc_ret,h12_minus_h1_q10,-0.575450516100835,-4.364032313382669,1.6603708195238307,199,clock_FXKST_USNY_quote,7,True
joint_ols,btc_vol,q10_minus_q50_h6,-2.088911759425703,-4.710862652332768,1.598438852409583,199,clock_FXKST_USNY_quote,7,True
joint_ols,btc_vol,h6_minus_h1_q10,5.933237797208343,0.958451534532999,9.86036530847912,199,clock_FXKST_USNY_quote,7,True
joint_ols,btc_vol,h12_minus_h1_q10,6.606520626174358,0.10080332760317644,9.991332289440793,199,clock_FXKST_USNY_quote,7,True
joint_ols,downside,q10_minus_q50_h6,1.3877916118238358,-2.013302682483777,4.03898235878727,199,clock_FXKST_USNY_quote,7,True
joint_ols,downside,h6_minus_h1_q10,-6.303118627467214,-12.38169513222647,-0.1507852438980414,199,clock_FXKST_USNY_quote,7,True
joint_ols,downside,h12_minus_h1_q10,-6.7948101555383875,-12.911196975275109,1.9344122333532385,199,clock_FXKST_USNY_quote,7,True
joint_ols,e_origin,q10_minus_q50_h6,0.10107045576248352,-1.1932066553455158,1.196081519824831,199,clock_FXKST_USNY_quote,7,True
joint_ols,e_origin,h6_minus_h1_q10,-2.464137602656913,-4.949340550452989,0.2205438400579967,199,clock_FXKST_USNY_quote,7,True
joint_ols,e_origin,h12_minus_h1_q10,-3.63431649891744,-5.945370231904764,-0.8998031828725434,199,clock_FXKST_USNY_quote,7,True
pca_1,account_ls,q10_minus_q50_h6,-0.8609699142346511,-2.3547132182838997,0.6454830583677826,199,clock_FXKST_USNY_quote,7,True
pca_1,account_ls,h6_minus_h1_q10,0.18892972630537397,-2.8028265694927,2.775599651135994,199,clock_FXKST_USNY_quote,7,True
pca_1,account_ls,h12_minus_h1_q10,2.1600735724894546,-0.7504126559081881,5.282190624773382,199,clock_FXKST_USNY_quote,7,True
pca_1,btc_ret,q10_minus_q50_h6,0.2839435630987367,-0.9322645326869254,2.146981614623608,199,clock_FXKST_USNY_quote,7,True
pca_1,btc_ret,h6_minus_h1_q10,-2.4447402651512324,-4.7821693225219235,-0.7495967927469779,199,clock_FXKST_USNY_quote,7,True
pca_1,btc_ret,h12_minus_h1_q10,-0.6020218273886628,-4.336517240381136,1.6732098462528595,199,clock_FXKST_USNY_quote,7,True
pca_1,btc_vol,q10_minus_q50_h6,-1.8991421299383866,-4.738585714824406,1.5761218803893422,199,clock_FXKST_USNY_quote,7,True
pca_1,btc_vol,h6_minus_h1_q10,6.060293926959594,0.9070796880961636,9.697457912863486,199,clock_FXKST_USNY_quote,7,True
pca_1,btc_vol,h12_minus_h1_q10,6.5095937373084265,0.04377487884670011,10.056312326449701,199,clock_FXKST_USNY_quote,7,True
pca_1,downside,q10_minus_q50_h6,1.0945340575237472,-2.0405990222202943,4.037824608048921,199,clock_FXKST_USNY_quote,7,True
pca_1,downside,h6_minus_h1_q10,-6.452745680425059,-12.347272913827814,0.0017077053164805938,199,clock_FXKST_USNY_quote,7,True
pca_1,downside,h12_minus_h1_q10,-6.678463844458115,-12.92038179643966,1.7156002830360466,199,clock_FXKST_USNY_quote,7,True
pca_1,e_origin,q10_minus_q50_h6,0.18322564738905245,-1.2019605302526255,1.1494074719925458,199,clock_FXKST_USNY_quote,7,True
pca_1,e_origin,h6_minus_h1_q10,-2.4198503958505206,-4.8616516913770695,0.16359102175463078,199,clock_FXKST_USNY_quote,7,True
pca_1,e_origin,h12_minus_h1_q10,-3.703811914328062,-5.867571377929699,-0.8856715331915989,199,clock_FXKST_USNY_quote,7,True
pca_2,account_ls,q10_minus_q50_h6,-0.034237781392560604,-1.7363883104107791,0.926898107765508,199,clock_FXKST_USNY_quote,7,True
pca_2,account_ls,h6_minus_h1_q10,-0.20340792613853048,-3.9677174974204465,1.910489143036515,199,clock_FXKST_USNY_quote,7,True
pca_2,account_ls,h12_minus_h1_q10,0.896253206303248,-1.4814233159249057,2.320755062938594,199,clock_FXKST_USNY_quote,7,True
pca_2,btc_ret,q10_minus_q50_h6,-0.35909262508469486,-1.1465114113289245,0.6496715331445898,199,clock_FXKST_USNY_quote,7,True
pca_2,btc_ret,h6_minus_h1_q10,-1.2279006422692444,-3.8594345793316496,1.4609169346956996,199,clock_FXKST_USNY_quote,7,True
pca_2,btc_ret,h12_minus_h1_q10,-0.4879266786809331,-2.856527359464512,1.706314262199401,199,clock_FXKST_USNY_quote,7,True
pca_2,btc_vol,q10_minus_q50_h6,-1.1115204629473934,-3.7152705038718454,0.6720840764280454,199,clock_FXKST_USNY_quote,7,True
pca_2,btc_vol,h6_minus_h1_q10,3.7037873602903826,-1.6373699020806072,7.947999821563523,199,clock_FXKST_USNY_quote,7,True
pca_2,btc_vol,h12_minus_h1_q10,2.2333664482346283,-1.7303932484726072,5.093346444985058,199,clock_FXKST_USNY_quote,7,True
pca_2,downside,q10_minus_q50_h6,0.3916932618725656,-0.8002573555351163,3.2964568111732486,199,clock_FXKST_USNY_quote,7,True
pca_2,downside,h6_minus_h1_q10,-2.363935367386423,-8.15847946197329,3.2708697927406645,199,clock_FXKST_USNY_quote,7,True
pca_2,downside,h12_minus_h1_q10,-2.4423724862183187,-5.749999499846342,1.6844148880736167,199,clock_FXKST_USNY_quote,7,True
pca_2,e_origin,q10_minus_q50_h6,0.4603214186899026,-0.6984723661550521,0.7983947613889221,199,clock_FXKST_USNY_quote,7,True
pca_2,e_origin,h6_minus_h1_q10,-0.7149825832466106,-2.9559420079950636,2.2493088922713276,199,clock_FXKST_USNY_quote,7,True
pca_2,e_origin,h12_minus_h1_q10,-1.842847908079252,-3.4770264292559707,0.7575283441455358,199,clock_FXKST_USNY_quote,7,True
sequential_ols,account_ls,q10_minus_q50_h6,-1.0137664737133092,-2.4019484394362762,0.5963680010509109,199,clock_FXKST_USNY_quote,7,True
sequential_ols,account_ls,h6_minus_h1_q10,0.1556422575521198,-2.8172766338431594,2.7816981084935155,199,clock_FXKST_USNY_quote,7,True
sequential_ols,account_ls,h12_minus_h1_q10,2.1824689992511304,-0.6908501821234956,5.264228503055045,199,clock_FXKST_USNY_quote,7,True
sequential_ols,btc_ret,q10_minus_q50_h6,0.3434837226060253,-0.9165548850842572,2.151279669690016,199,clock_FXKST_USNY_quote,7,True
sequential_ols,btc_ret,h6_minus_h1_q10,-2.4029442121989,-4.785019760762085,-0.5403734888507155,199,clock_FXKST_USNY_quote,7,True
sequential_ols,btc_ret,h12_minus_h1_q10,-0.5559654772760543,-4.416388742769348,1.663417801209681,199,clock_FXKST_USNY_quote,7,True
sequential_ols,btc_vol,q10_minus_q50_h6,-2.0795275573560725,-4.723698137059435,1.5927926141569042,199,clock_FXKST_USNY_quote,7,True
sequential_ols,btc_vol,h6_minus_h1_q10,5.9349446463410995,0.9456639016038124,9.728538833096804,199,clock_FXKST_USNY_quote,7,True
sequential_ols,btc_vol,h12_minus_h1_q10,6.628135360378938,0.10913739545930232,10.013762452777563,199,clock_FXKST_USNY_quote,7,True
sequential_ols,downside,q10_minus_q50_h6,1.40076326786215,-2.0538954149365027,3.9901051845737485,199,clock_FXKST_USNY_quote,7,True
sequential_ols,downside,h6_minus_h1_q10,-6.340726151005964,-12.335673205239598,-0.053619398585627864,199,clock_FXKST_USNY_quote,7,True
sequential_ols,downside,h12_minus_h1_q10,-6.857815232061176,-13.073511294938646,1.9662239432533892,199,clock_FXKST_USNY_quote,7,True
sequential_ols,e_origin,q10_minus_q50_h6,0.0902717859376303,-1.1901979996019958,1.2073855737971853,199,clock_FXKST_USNY_quote,7,True
sequential_ols,e_origin,h6_minus_h1_q10,-2.4613650294993574,-4.944931094721895,0.20965793856981993,199,clock_FXKST_USNY_quote,7,True
sequential_ols,e_origin,h12_minus_h1_q10,-3.639033370659802,-5.956698971234427,-0.9853167476247163,199,clock_FXKST_USNY_quote,7,True
ae_selected,account_ls,q10_minus_q50_h6,-0.3990846167884745,-1.9987090702463366,0.5835121439894617,199,clock_FXKST_USNY_quote,3,False
ae_selected,account_ls,h6_minus_h1_q10,-1.428050139136673,-4.564021650810703,2.338592727172522,199,clock_FXKST_USNY_quote,3,False
ae_selected,account_ls,h12_minus_h1_q10,0.2858552209691536,-3.513442381084833,4.170478738652593,199,clock_FXKST_USNY_quote,3,False
ae_selected,btc_ret,q10_minus_q50_h6,-0.6887193592872969,-1.854555154728638,0.47932127447825107,199,clock_FXKST_USNY_quote,3,False
ae_selected,btc_ret,h6_minus_h1_q10,-1.2301740945586075,-3.904941174446385,1.3113610944710135,199,clock_FXKST_USNY_quote,3,False
ae_selected,btc_ret,h12_minus_h1_q10,0.8091919375499591,-2.3039385194010498,2.0952686798989983,199,clock_FXKST_USNY_quote,3,False
ae_selected,btc_vol,q10_minus_q50_h6,-0.8957080912580709,-3.107255951548653,2.4263894280166447,199,clock_FXKST_USNY_quote,3,False
ae_selected,btc_vol,h6_minus_h1_q10,3.3468107031064487,-3.6165244523616553,8.567446318695605,199,clock_FXKST_USNY_quote,3,False
ae_selected,btc_vol,h12_minus_h1_q10,3.6239480698420916,0.1846157663025742,10.34825815630037,199,clock_FXKST_USNY_quote,3,False
ae_selected,downside,q10_minus_q50_h6,-0.5187362144789747,-2.2511633497406756,2.862961016919744,199,clock_FXKST_USNY_quote,3,False
ae_selected,downside,h6_minus_h1_q10,-4.58927586998792,-8.83206108677292,4.497264654868578,199,clock_FXKST_USNY_quote,3,False
ae_selected,downside,h12_minus_h1_q10,-3.9784830393853308,-12.84218469867827,2.7001693239855378,199,clock_FXKST_USNY_quote,3,False
ae_selected,e_origin,q10_minus_q50_h6,-0.5196778878303925,-2.008418428238396,0.5184520285126368,199,clock_FXKST_USNY_quote,3,False
ae_selected,e_origin,h6_minus_h1_q10,-2.1910358665316325,-3.6474455332447335,0.1574198183913114,199,clock_FXKST_USNY_quote,3,False
ae_selected,e_origin,h12_minus_h1_q10,-2.860442195862692,-4.078004300089894,0.34346962663761593,199,clock_FXKST_USNY_quote,3,False
joint_ols,account_ls,q10_minus_q50_h6,-0.9988909067345837,-2.7141969314656,0.7469796929229732,199,clock_FXKST_USNY_quote,3,False
joint_ols,account_ls,h6_minus_h1_q10,0.16906120666567692,-3.735070354886399,2.438472015307419,199,clock_FXKST_USNY_quote,3,False
joint_ols,account_ls,h12_minus_h1_q10,2.203040736582581,-1.2515480324517552,4.650852389028328,199,clock_FXKST_USNY_quote,3,False
joint_ols,btc_ret,q10_minus_q50_h6,0.344118627286534,-1.1335789013141815,2.0904019664476676,199,clock_FXKST_USNY_quote,3,False
joint_ols,btc_ret,h6_minus_h1_q10,-2.41049899781749,-4.579282440710956,0.7962048783884532,199,clock_FXKST_USNY_quote,3,False
joint_ols,btc_ret,h12_minus_h1_q10,-0.575450516100835,-3.8510987081373407,2.3754546779265127,199,clock_FXKST_USNY_quote,3,False
joint_ols,btc_vol,q10_minus_q50_h6,-2.088911759425703,-5.15563864408732,2.4747458772026327,199,clock_FXKST_USNY_quote,3,False
joint_ols,btc_vol,h6_minus_h1_q10,5.933237797208343,-2.4792107983612435,9.35927418621617,199,clock_FXKST_USNY_quote,3,False
joint_ols,btc_vol,h12_minus_h1_q10,6.606520626174358,-0.10364644151842749,10.567816601392794,199,clock_FXKST_USNY_quote,3,False
joint_ols,downside,q10_minus_q50_h6,1.3877916118238358,-2.0896453918394964,4.79414737236084,199,clock_FXKST_USNY_quote,3,False
joint_ols,downside,h6_minus_h1_q10,-6.303118627467214,-10.743579310667151,2.9852160208594847,199,clock_FXKST_USNY_quote,3,False
joint_ols,downside,h12_minus_h1_q10,-6.7948101555383875,-13.226704067101004,5.328782626695267,199,clock_FXKST_USNY_quote,3,False
joint_ols,e_origin,q10_minus_q50_h6,0.10107045576248352,-1.248093909123402,1.3370676007099631,199,clock_FXKST_USNY_quote,3,False
joint_ols,e_origin,h6_minus_h1_q10,-2.464137602656913,-5.14061224432096,0.3412963423283428,199,clock_FXKST_USNY_quote,3,False
joint_ols,e_origin,h12_minus_h1_q10,-3.63431649891744,-5.79509545024599,-0.40651531380781447,199,clock_FXKST_USNY_quote,3,False
pca_1,account_ls,q10_minus_q50_h6,-0.8609699142346511,-2.618021858396862,0.6901166138575344,199,clock_FXKST_USNY_quote,3,False
pca_1,account_ls,h6_minus_h1_q10,0.18892972630537397,-3.63223000644438,2.4810280856610447,199,clock_FXKST_USNY_quote,3,False
pca_1,account_ls,h12_minus_h1_q10,2.1600735724894546,-1.2267871683889495,4.598546539633406,199,clock_FXKST_USNY_quote,3,False
pca_1,btc_ret,q10_minus_q50_h6,0.2839435630987367,-1.1813602896195143,2.096462862572612,199,clock_FXKST_USNY_quote,3,False
pca_1,btc_ret,h6_minus_h1_q10,-2.4447402651512324,-4.526230017654937,0.7303154520644701,199,clock_FXKST_USNY_quote,3,False
pca_1,btc_ret,h12_minus_h1_q10,-0.6020218273886628,-3.94289964172756,2.328113121287047,199,clock_FXKST_USNY_quote,3,False
pca_1,btc_vol,q10_minus_q50_h6,-1.8991421299383866,-5.161969300194568,2.2747538111165087,199,clock_FXKST_USNY_quote,3,False
pca_1,btc_vol,h6_minus_h1_q10,6.060293926959594,-2.074793247131457,9.399309332504073,199,clock_FXKST_USNY_quote,3,False
pca_1,btc_vol,h12_minus_h1_q10,6.5095937373084265,-0.06706129885588394,10.54046390548025,199,clock_FXKST_USNY_quote,3,False
