file,column,matches,mismatches,max_abs_error
baseline_dataset_with_micro.csv,BTC_KP,True,0,0.0
baseline_dataset_with_micro.csv,ETH_KP,True,0,0.0
baseline_dataset_with_micro.csv,XRP_KP,True,0,0.0
baseline_dataset_with_micro.csv,SOL_KP,True,0,0.0
baseline_dataset_with_micro.csv,DOGE_KP,True,0,0.0
baseline_dataset_with_micro.csv,USDT_KP,True,0,0.0
baseline_dataset_with_micro.csv,MKT_KP_EQ,True,0,0.0
baseline_dataset_with_micro.csv,RESIDUAL_RAW,True,0,0.0
baseline_dataset_with_micro.csv,BTC_KP_pct,True,0,0.0
baseline_dataset_with_micro.csv,ETH_KP_pct,True,0,0.0
baseline_dataset_with_micro.csv,XRP_KP_pct,True,0,0.0
baseline_dataset_with_micro.csv,SOL_KP_pct,True,0,0.0
baseline_dataset_with_micro.csv,DOGE_KP_pct,True,0,0.0
baseline_dataset_with_micro.csv,USDT_KP_pct,True,0,0.0
baseline_dataset_with_micro.csv,MKT_KP_EQ_pct,True,0,0.0
baseline_dataset_with_micro.csv,RESIDUAL_RAW_pct,True,0,0.0
baseline_dataset_with_micro.csv,VIX,True,0,0.0
baseline_dataset_with_micro.csv,SPY,True,0,0.0
baseline_dataset_with_micro.csv,DXY,True,0,0.0
baseline_dataset_with_micro.csv,XAUUSD,True,0,0.0
baseline_dataset_with_micro.csv,VIX_ret,True,0,0.0
baseline_dataset_with_micro.csv,SPY_ret,True,0,0.0
baseline_dataset_with_micro.csv,DXY_ret,True,0,0.0
baseline_dataset_with_micro.csv,XAUUSD_ret,True,0,0.0
baseline_dataset_with_micro.csv,USDKRW_ret,True,0,0.0
baseline_dataset_with_micro.csv,BTC_RET,True,0,0.0
baseline_dataset_with_micro.csv,BTC_VOL_24,True,0,0.0
baseline_dataset_with_micro.csv,BTC_RET_POS,True,0,0.0
baseline_dataset_with_micro.csv,BTC_RET_NEG,True,0,0.0
baseline_dataset_with_micro.csv,BTC_RET_ABS,True,0,0.0
baseline_dataset_with_micro.csv,BTC_DOWNSIDE_24,True,0,0.0
baseline_dataset_with_micro.csv,BTC_BIG_UP,True,0,0.0
baseline_dataset_with_micro.csv,BTC_BIG_DOWN,True,0,0.0
baseline_dataset_with_micro.csv,BTC_VOL_RATIO,True,0,0.0
baseline_dataset_with_micro.csv,BTC_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_micro.csv,ETH_VOL_RATIO,True,0,0.0
baseline_dataset_with_micro.csv,ETH_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_micro.csv,XRP_VOL_RATIO,True,0,0.0
baseline_dataset_with_micro.csv,XRP_VOL_RATIO_LOG,True,0,1.1102230246251565e-16
baseline_dataset_with_micro.csv,SOL_VOL_RATIO,True,0,0.0
baseline_dataset_with_micro.csv,SOL_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_micro.csv,DOGE_VOL_RATIO,True,0,0.0
baseline_dataset_with_micro.csv,DOGE_VOL_RATIO_LOG,True,0,2.220446049250313e-16
baseline_dataset_with_micro.csv,USDT_VOL_RATIO,True,0,0.0
baseline_dataset_with_micro.csv,USDT_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_residual_final.csv,datetime_utc,True,0,
baseline_dataset_with_residual_final.csv,BTC_BINANCE_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,ETH_BINANCE_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,XRP_BINANCE_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,SOL_BINANCE_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,DOGE_BINANCE_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,USDT_BINANCE_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_UPBIT_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,ETH_UPBIT_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,XRP_UPBIT_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,SOL_UPBIT_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,DOGE_UPBIT_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,USDT_UPBIT_CLOSE,True,0,0.0
baseline_dataset_with_residual_final.csv,USDKRW,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_KP,True,0,0.0
baseline_dataset_with_residual_final.csv,ETH_KP,True,0,0.0
baseline_dataset_with_residual_final.csv,XRP_KP,True,0,0.0
baseline_dataset_with_residual_final.csv,SOL_KP,True,0,0.0
baseline_dataset_with_residual_final.csv,DOGE_KP,True,0,0.0
baseline_dataset_with_residual_final.csv,USDT_KP,True,0,0.0
baseline_dataset_with_residual_final.csv,MKT_KP_EQ,True,0,0.0
baseline_dataset_with_residual_final.csv,RESIDUAL_RAW,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_KP_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,ETH_KP_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,XRP_KP_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,SOL_KP_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,DOGE_KP_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,USDT_KP_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,MKT_KP_EQ_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,RESIDUAL_RAW_pct,True,0,0.0
baseline_dataset_with_residual_final.csv,VIX,True,0,0.0
baseline_dataset_with_residual_final.csv,SPY,True,0,0.0
baseline_dataset_with_residual_final.csv,DXY,True,0,0.0
baseline_dataset_with_residual_final.csv,XAUUSD,True,0,0.0
baseline_dataset_with_residual_final.csv,VIX_ret,True,0,0.0
baseline_dataset_with_residual_final.csv,SPY_ret,True,0,0.0
baseline_dataset_with_residual_final.csv,DXY_ret,True,0,0.0
baseline_dataset_with_residual_final.csv,XAUUSD_ret,True,0,0.0
baseline_dataset_with_residual_final.csv,USDKRW_ret,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_RET,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_VOL_24,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_RET_POS,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_RET_NEG,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_RET_ABS,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_DOWNSIDE_24,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_BIG_UP,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_BIG_DOWN,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_VOL_RATIO,True,0,0.0
baseline_dataset_with_residual_final.csv,BTC_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_residual_final.csv,ETH_VOL_RATIO,True,0,0.0
baseline_dataset_with_residual_final.csv,ETH_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_residual_final.csv,XRP_VOL_RATIO,True,0,0.0
baseline_dataset_with_residual_final.csv,XRP_VOL_RATIO_LOG,True,0,1.1102230246251565e-16
baseline_dataset_with_residual_final.csv,SOL_VOL_RATIO,True,0,0.0
baseline_dataset_with_residual_final.csv,SOL_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_residual_final.csv,DOGE_VOL_RATIO,True,0,0.0
baseline_dataset_with_residual_final.csv,DOGE_VOL_RATIO_LOG,True,0,2.220446049250313e-16
baseline_dataset_with_residual_final.csv,USDT_VOL_RATIO,True,0,0.0
baseline_dataset_with_residual_final.csv,USDT_VOL_RATIO_LOG,True,0,0.0
baseline_dataset_with_residual_final.csv,RESIDUAL_OLS,True,0,1.0018028073766061e-16
baseline_dataset_with_residual_final.csv,DEPEG_GLOBAL,True,0,0.0
baseline_dataset_with_residual_final.csv,RESIDUAL_FINAL,True,0,1.0018028073766061e-16
baseline_dataset_with_residual_final.csv,RESIDUAL_FINAL_lag1,True,0,1.0018028073766061e-16
baseline_dataset_with_residual_final.csv,BTC_DOWNSIDE_24_lag1,True,0,0.0
baseline_dataset_with_residual_final.csv,DXY_ret_lag1,True,0,0.0
baseline_dataset_with_residual_final.csv,USDKRW_ret_lag1,True,0,0.0
baseline_dataset_with_residual_final.csv,HIGH_STRESS,True,0,0.0
baseline_dataset_with_residual_final.csv,HIGH_STRESS_lag1,True,0,0.0
crypto_kp_panel_baseline.csv,datetime_utc,True,0,
crypto_kp_panel_baseline.csv,BTC_BINANCE_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,ETH_BINANCE_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,XRP_BINANCE_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,SOL_BINANCE_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,DOGE_BINANCE_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,USDT_BINANCE_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,BTC_UPBIT_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,ETH_UPBIT_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,XRP_UPBIT_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,SOL_UPBIT_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,DOGE_UPBIT_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,USDT_UPBIT_CLOSE,True,0,0.0
crypto_kp_panel_baseline.csv,USDKRW,True,0,0.0
crypto_kp_panel_baseline.csv,BTC_KP,True,0,0.0
crypto_kp_panel_baseline.csv,ETH_KP,True,0,0.0
crypto_kp_panel_baseline.csv,XRP_KP,True,0,0.0
crypto_kp_panel_baseline.csv,SOL_KP,True,0,0.0
crypto_kp_panel_baseline.csv,DOGE_KP,True,0,0.0
crypto_kp_panel_baseline.csv,USDT_KP,True,0,0.0
crypto_kp_panel_baseline.csv,MKT_KP_EQ,True,0,0.0
crypto_kp_panel_baseline.csv,RESIDUAL_RAW,True,0,0.0
crypto_kp_panel_baseline.csv,BTC_KP_pct,True,0,0.0
crypto_kp_panel_baseline.csv,ETH_KP_pct,True,0,0.0
crypto_kp_panel_baseline.csv,XRP_KP_pct,True,0,0.0
crypto_kp_panel_baseline.csv,SOL_KP_pct,True,0,0.0
crypto_kp_panel_baseline.csv,DOGE_KP_pct,True,0,0.0
crypto_kp_panel_baseline.csv,USDT_KP_pct,True,0,0.0
crypto_kp_panel_baseline.csv,MKT_KP_EQ_pct,True,0,0.0
crypto_kp_panel_baseline.csv,RESIDUAL_RAW_pct,True,0,0.0
exogenous_baseline_overlap.csv,datetime,True,0,
exogenous_baseline_overlap.csv,USDKRW,True,0,0.0
exogenous_baseline_overlap.csv,VIX,True,0,0.0
exogenous_baseline_overlap.csv,SPY,True,0,0.0
exogenous_baseline_overlap.csv,DXY,True,0,0.0
exogenous_baseline_overlap.csv,XAUUSD,True,0,0.0
exogenous_full_aligned.csv,datetime,True,0,
exogenous_full_aligned.csv,USDKRW,True,0,0.0
exogenous_full_aligned.csv,VIX,True,0,0.0
exogenous_full_aligned.csv,SPY,True,0,0.0
exogenous_full_aligned.csv,DXY,True,0,0.0
exogenous_full_aligned.csv,XAUUSD,True,0,0.0
exogenous_robust_ffill.csv,datetime,True,0,
exogenous_robust_ffill.csv,USDKRW,True,0,0.0
exogenous_robust_ffill.csv,VIX,True,0,0.0
exogenous_robust_ffill.csv,SPY,True,0,0.0
exogenous_robust_ffill.csv,DXY,True,0,0.0
exogenous_robust_ffill.csv,XAUUSD,True,0,0.0
exogenous_robust_ffill.csv,USDKRW_stale_flag,True,0,0.0
exogenous_robust_ffill.csv,VIX_stale_flag,True,0,0.0
exogenous_robust_ffill.csv,SPY_stale_flag,True,0,0.0
exogenous_robust_ffill.csv,DXY_stale_flag,True,0,0.0
exogenous_robust_ffill.csv,XAUUSD_stale_flag,True,0,0.0
final_dataset_baseline.csv,datetime_utc,True,0,
final_dataset_baseline.csv,BTC_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline.csv,ETH_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline.csv,XRP_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline.csv,SOL_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline.csv,DOGE_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline.csv,USDT_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline.csv,BTC_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline.csv,ETH_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline.csv,XRP_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline.csv,SOL_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline.csv,DOGE_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline.csv,USDT_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline.csv,USDKRW,True,0,0.0
final_dataset_baseline.csv,BTC_KP,True,0,0.0
final_dataset_baseline.csv,ETH_KP,True,0,0.0
final_dataset_baseline.csv,XRP_KP,True,0,0.0
final_dataset_baseline.csv,SOL_KP,True,0,0.0
final_dataset_baseline.csv,DOGE_KP,True,0,0.0
final_dataset_baseline.csv,USDT_KP,True,0,0.0
final_dataset_baseline.csv,MKT_KP_EQ,True,0,0.0
final_dataset_baseline.csv,RESIDUAL_RAW,True,0,0.0
final_dataset_baseline.csv,BTC_KP_pct,True,0,0.0
final_dataset_baseline.csv,ETH_KP_pct,True,0,0.0
final_dataset_baseline.csv,XRP_KP_pct,True,0,0.0
final_dataset_baseline.csv,SOL_KP_pct,True,0,0.0
final_dataset_baseline.csv,DOGE_KP_pct,True,0,0.0
final_dataset_baseline.csv,USDT_KP_pct,True,0,0.0
final_dataset_baseline.csv,MKT_KP_EQ_pct,True,0,0.0
final_dataset_baseline.csv,RESIDUAL_RAW_pct,True,0,0.0
final_dataset_baseline.csv,VIX,True,0,0.0
final_dataset_baseline.csv,SPY,True,0,0.0
final_dataset_baseline.csv,DXY,True,0,0.0
final_dataset_baseline.csv,XAUUSD,True,0,0.0
final_dataset_baseline_with_returns.csv,datetime_utc,True,0,
final_dataset_baseline_with_returns.csv,BTC_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,ETH_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,XRP_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,SOL_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,DOGE_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,USDT_BINANCE_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,BTC_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,ETH_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,XRP_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,SOL_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,DOGE_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,USDT_UPBIT_CLOSE,True,0,0.0
final_dataset_baseline_with_returns.csv,USDKRW,True,0,0.0
final_dataset_baseline_with_returns.csv,BTC_KP,True,0,0.0
final_dataset_baseline_with_returns.csv,ETH_KP,True,0,0.0
final_dataset_baseline_with_returns.csv,XRP_KP,True,0,0.0
final_dataset_baseline_with_returns.csv,SOL_KP,True,0,0.0
final_dataset_baseline_with_returns.csv,DOGE_KP,True,0,0.0
final_dataset_baseline_with_returns.csv,USDT_KP,True,0,0.0
final_dataset_baseline_with_returns.csv,MKT_KP_EQ,True,0,0.0
final_dataset_baseline_with_returns.csv,RESIDUAL_RAW,True,0,0.0
final_dataset_baseline_with_returns.csv,BTC_KP_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,ETH_KP_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,XRP_KP_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,SOL_KP_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,DOGE_KP_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,USDT_KP_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,MKT_KP_EQ_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,RESIDUAL_RAW_pct,True,0,0.0
final_dataset_baseline_with_returns.csv,VIX,True,0,0.0
final_dataset_baseline_with_returns.csv,SPY,True,0,0.0
final_dataset_baseline_with_returns.csv,DXY,True,0,0.0
final_dataset_baseline_with_returns.csv,XAUUSD,True,0,0.0
regression_dataset_baseline.csv,datetime_utc,True,0,
regression_dataset_baseline.csv,BTC_KP,True,0,0.0
regression_dataset_baseline.csv,ETH_KP,True,0,0.0
regression_dataset_baseline.csv,XRP_KP,True,0,0.0
regression_dataset_baseline.csv,SOL_KP,True,0,0.0
regression_dataset_baseline.csv,DOGE_KP,True,0,0.0
regression_dataset_baseline.csv,USDT_KP,True,0,0.0
regression_dataset_baseline.csv,VIX_ret,True,0,0.0
regression_dataset_baseline.csv,SPY_ret,True,0,0.0
regression_dataset_baseline.csv,DXY_ret,True,0,0.0
regression_dataset_baseline.csv,XAUUSD_ret,True,0,0.0
regression_dataset_kp.csv,datetime_utc,True,0,
regression_dataset_kp.csv,USDT_KP,True,0,0.0
regression_dataset_kp.csv,MKT_KP_EQ,True,0,0.0
regression_dataset_kp.csv,BTC_KP,True,0,0.0
regression_dataset_kp.csv,ETH_KP,True,0,0.0
regression_dataset_kp.csv,XRP_KP,True,0,0.0
regression_dataset_kp.csv,SOL_KP,True,0,0.0
regression_dataset_kp.csv,DOGE_KP,True,0,0.0
regression_dataset_kp.csv,VIX_ret,True,0,0.0
regression_dataset_kp.csv,SPY_ret,True,0,0.0
regression_dataset_kp.csv,DXY_ret,True,0,0.0
regression_dataset_kp.csv,XAUUSD_ret,True,0,0.0
regression_dataset_kp.csv,USDKRW_ret,True,0,0.0
regression_dataset_kp.csv,BTC_RET,True,0,0.0
regression_dataset_kp.csv,BTC_VOL_24,True,0,0.0
regression_dataset_kp.csv,BTC_RET_POS,True,0,0.0
regression_dataset_kp.csv,BTC_RET_NEG,True,0,0.0
regression_dataset_kp.csv,BTC_RET_ABS,True,0,0.0
regression_dataset_kp.csv,BTC_DOWNSIDE_24,True,0,0.0
regression_dataset_kp.csv,BTC_BIG_UP,True,0,0.0
regression_dataset_kp.csv,BTC_BIG_DOWN,True,0,0.0
regression_dataset_kp.csv,BTC_VOL_RATIO_LOG,True,0,0.0
regression_dataset_kp.csv,ETH_VOL_RATIO_LOG,True,0,0.0
regression_dataset_kp.csv,XRP_VOL_RATIO_LOG,True,0,1.1102230246251565e-16
regression_dataset_kp.csv,SOL_VOL_RATIO_LOG,True,0,0.0
regression_dataset_kp.csv,DOGE_VOL_RATIO_LOG,True,0,2.220446049250313e-16
regression_dataset_kp.csv,USDT_VOL_RATIO_LOG,True,0,0.0
regression_dataset_residual.csv,datetime_utc,True,0,
regression_dataset_residual.csv,RESIDUAL_RAW,True,0,0.0
regression_dataset_residual.csv,USDT_KP,True,0,0.0
regression_dataset_residual.csv,MKT_KP_EQ,True,0,0.0
regression_dataset_residual.csv,VIX_ret,True,0,0.0
regression_dataset_residual.csv,SPY_ret,True,0,0.0
regression_dataset_residual.csv,DXY_ret,True,0,0.0
regression_dataset_residual.csv,XAUUSD_ret,True,0,0.0
regression_dataset_residual.csv,USDKRW_ret,True,0,0.0
regression_dataset_residual.csv,BTC_RET,True,0,0.0
regression_dataset_residual.csv,BTC_VOL_24,True,0,0.0
regression_dataset_residual.csv,BTC_RET_POS,True,0,0.0
regression_dataset_residual.csv,BTC_RET_NEG,True,0,0.0
regression_dataset_residual.csv,BTC_RET_ABS,True,0,0.0
regression_dataset_residual.csv,BTC_DOWNSIDE_24,True,0,0.0
regression_dataset_residual.csv,BTC_BIG_UP,True,0,0.0
regression_dataset_residual.csv,BTC_BIG_DOWN,True,0,0.0
regression_dataset_residual.csv,BTC_VOL_RATIO_LOG,True,0,0.0
regression_dataset_residual.csv,ETH_VOL_RATIO_LOG,True,0,0.0
regression_dataset_residual.csv,XRP_VOL_RATIO_LOG,True,0,1.1102230246251565e-16
regression_dataset_residual.csv,SOL_VOL_RATIO_LOG,True,0,0.0
regression_dataset_residual.csv,DOGE_VOL_RATIO_LOG,True,0,2.220446049250313e-16
regression_dataset_residual.csv,USDT_VOL_RATIO_LOG,True,0,0.0
