file,column,matches,mismatches,max_abs_error
v4_baseline_common_columns,datetime_utc,True,0,
v4_baseline_common_columns,BTC_BINANCE_CLOSE,True,0,0.0
v4_baseline_common_columns,ETH_BINANCE_CLOSE,True,0,0.0
v4_baseline_common_columns,XRP_BINANCE_CLOSE,True,0,0.0
v4_baseline_common_columns,SOL_BINANCE_CLOSE,True,0,0.0
v4_baseline_common_columns,DOGE_BINANCE_CLOSE,True,0,0.0
v4_baseline_common_columns,USDT_BINANCE_CLOSE,True,0,0.0
v4_baseline_common_columns,BTC_UPBIT_CLOSE,True,0,0.0
v4_baseline_common_columns,ETH_UPBIT_CLOSE,True,0,0.0
v4_baseline_common_columns,XRP_UPBIT_CLOSE,True,0,0.0
v4_baseline_common_columns,SOL_UPBIT_CLOSE,True,0,0.0
v4_baseline_common_columns,DOGE_UPBIT_CLOSE,True,0,0.0
v4_baseline_common_columns,USDT_UPBIT_CLOSE,True,0,0.0
v4_baseline_common_columns,USDKRW,True,0,0.0
v4_baseline_common_columns,BTC_KP,True,0,0.0
v4_baseline_common_columns,ETH_KP,True,0,0.0
v4_baseline_common_columns,XRP_KP,True,0,0.0
v4_baseline_common_columns,SOL_KP,True,0,0.0
v4_baseline_common_columns,DOGE_KP,True,0,0.0
v4_baseline_common_columns,USDT_KP,True,0,0.0
v4_baseline_common_columns,MKT_KP_EQ,True,0,0.0
v4_baseline_common_columns,RESIDUAL_RAW,True,0,0.0
v4_baseline_common_columns,BTC_KP_pct,True,0,0.0
v4_baseline_common_columns,ETH_KP_pct,True,0,0.0
v4_baseline_common_columns,XRP_KP_pct,True,0,0.0
v4_baseline_common_columns,SOL_KP_pct,True,0,0.0
v4_baseline_common_columns,DOGE_KP_pct,True,0,0.0
v4_baseline_common_columns,USDT_KP_pct,True,0,0.0
v4_baseline_common_columns,MKT_KP_EQ_pct,True,0,0.0
v4_baseline_common_columns,RESIDUAL_RAW_pct,True,0,0.0
v4_baseline_common_columns,VIX,True,0,0.0
v4_baseline_common_columns,SPY,True,0,0.0
v4_baseline_common_columns,DXY,True,0,0.0
v4_baseline_common_columns,XAUUSD,True,0,0.0
v4_baseline_common_columns,VIX_ret,True,0,0.0
v4_baseline_common_columns,SPY_ret,True,0,0.0
v4_baseline_common_columns,DXY_ret,True,0,0.0
v4_baseline_common_columns,XAUUSD_ret,True,0,0.0
v4_baseline_common_columns,USDKRW_ret,True,0,0.0
v4_baseline_common_columns,BTC_RET,True,0,0.0
v4_baseline_common_columns,BTC_VOL_24,True,0,0.0
v4_baseline_common_columns,BTC_RET_POS,True,0,0.0
v4_baseline_common_columns,BTC_RET_NEG,True,0,0.0
v4_baseline_common_columns,BTC_RET_ABS,True,0,0.0
v4_baseline_common_columns,BTC_DOWNSIDE_24,True,0,0.0
v4_baseline_common_columns,BTC_BIG_UP,True,0,0.0
v4_baseline_common_columns,BTC_BIG_DOWN,True,0,0.0
v4_baseline_common_columns,BTC_VOL_RATIO,True,0,0.0
v4_baseline_common_columns,BTC_VOL_RATIO_LOG,True,0,0.0
v4_baseline_common_columns,ETH_VOL_RATIO,True,0,0.0
v4_baseline_common_columns,ETH_VOL_RATIO_LOG,True,0,0.0
v4_baseline_common_columns,XRP_VOL_RATIO,True,0,0.0
v4_baseline_common_columns,XRP_VOL_RATIO_LOG,True,0,1.1102230246251565e-16
v4_baseline_common_columns,SOL_VOL_RATIO,True,0,0.0
v4_baseline_common_columns,SOL_VOL_RATIO_LOG,True,0,0.0
v4_baseline_common_columns,DOGE_VOL_RATIO,True,0,0.0
v4_baseline_common_columns,DOGE_VOL_RATIO_LOG,True,0,2.220446049250313e-16
v4_baseline_common_columns,USDT_VOL_RATIO,True,0,0.0
v4_baseline_common_columns,USDT_VOL_RATIO_LOG,True,0,0.0
v4_baseline_common_columns,RESIDUAL_OLS,True,0,1.0018028073766061e-16
v4_baseline_common_columns,DEPEG_GLOBAL,True,0,0.0
v4_baseline_common_columns,RESIDUAL_FINAL,True,0,1.0018028073766061e-16
v4_baseline_common_columns,RESIDUAL_FINAL_lag1,True,0,1.0018028073766061e-16
v4_baseline_common_columns,BTC_DOWNSIDE_24_lag1,True,0,0.0
v4_baseline_common_columns,DXY_ret_lag1,True,0,0.0
v4_baseline_common_columns,USDKRW_ret_lag1,True,0,0.0
v4_baseline_common_columns,HIGH_STRESS,True,0,0.0
v4_baseline_common_columns,HIGH_STRESS_lag1,True,0,0.0
