datetime,price,date,CLOSE,absolute_error
2025-05-20 16:15:00,18.09,2025-05-20,18.09,0.0
2025-05-21 16:15:00,20.87,2025-05-21,20.87,0.0
2025-05-22 16:15:00,20.28,2025-05-22,20.28,0.0
2025-05-23 16:15:00,22.29,2025-05-23,22.29,0.0
2025-05-26 11:15:00,20.57,2025-05-26,20.57,0.0
2025-05-27 16:15:00,18.96,2025-05-27,18.96,0.0
2025-05-28 16:15:00,19.31,2025-05-28,19.31,0.0
2025-05-29 16:15:00,19.18,2025-05-29,19.18,0.0
2025-05-30 16:15:00,18.57,2025-05-30,18.57,0.0
2025-06-02 16:15:00,18.36,2025-06-02,18.36,0.0
2025-06-03 16:15:00,17.69,2025-06-03,17.69,0.0
2025-06-04 16:15:00,17.61,2025-06-04,17.61,0.0
2025-06-05 16:15:00,18.48,2025-06-05,18.48,0.0
2025-06-06 16:15:00,16.77,2025-06-06,16.77,0.0
2025-06-09 16:15:00,17.16,2025-06-09,17.16,0.0
2025-06-10 16:15:00,16.95,2025-06-10,16.95,0.0
2025-06-11 16:15:00,17.26,2025-06-11,17.26,0.0
2025-06-12 16:15:00,18.02,2025-06-12,18.02,0.0
2025-06-13 16:15:00,20.82,2025-06-13,20.82,0.0
2025-06-16 16:15:00,19.11,2025-06-16,19.11,0.0
2025-06-17 16:15:00,21.6,2025-06-17,21.6,0.0
2025-06-18 16:15:00,20.14,2025-06-18,20.14,0.0
2025-06-19 11:15:00,22.17,2025-06-19,22.17,0.0
2025-06-20 16:15:00,20.62,2025-06-20,20.62,0.0
2025-06-23 16:15:00,19.83,2025-06-23,19.83,0.0
2025-06-24 16:15:00,17.48,2025-06-24,17.48,0.0
2025-06-25 16:15:00,16.76,2025-06-25,16.76,0.0
2025-06-26 16:15:00,16.59,2025-06-26,16.59,0.0
2025-06-27 16:15:00,16.32,2025-06-27,16.32,0.0
2025-06-30 16:15:00,16.73,2025-06-30,16.73,0.0
2025-07-01 16:15:00,16.83,2025-07-01,16.83,0.0
2025-07-02 16:15:00,16.64,2025-07-02,16.64,0.0
2025-07-03 13:15:00,16.38,2025-07-03,16.38,0.0
2025-07-04 11:15:00,17.48,2025-07-04,17.48,0.0
2025-07-07 16:15:00,17.79,2025-07-07,17.79,0.0
2025-07-08 16:15:00,16.81,2025-07-08,16.81,0.0
2025-07-09 16:15:00,15.94,2025-07-09,15.94,0.0
2025-07-10 16:15:00,15.78,2025-07-10,15.78,0.0
2025-07-11 16:15:00,16.4,2025-07-11,16.4,0.0
2025-07-14 16:15:00,17.2,2025-07-14,17.2,0.0
2025-07-15 16:15:00,17.38,2025-07-15,17.38,0.0
2025-07-16 16:15:00,17.16,2025-07-16,17.16,0.0
2025-07-17 16:15:00,16.52,2025-07-17,16.52,0.0
2025-07-18 16:15:00,16.41,2025-07-18,16.41,0.0
2025-07-21 16:15:00,16.65,2025-07-21,16.65,0.0
2025-07-22 16:15:00,16.5,2025-07-22,16.5,0.0
2025-07-23 16:15:00,15.37,2025-07-23,15.37,0.0
2025-07-24 16:15:00,15.39,2025-07-24,15.39,0.0
2025-07-25 16:15:00,14.93,2025-07-25,14.93,0.0
2025-07-28 16:15:00,15.03,2025-07-28,15.03,0.0
2025-07-29 16:15:00,15.98,2025-07-29,15.98,0.0
2025-07-30 16:15:00,15.48,2025-07-30,15.48,0.0
2025-07-31 16:15:00,16.72,2025-07-31,16.72,0.0
2025-08-01 16:15:00,20.38,2025-08-01,20.38,0.0
2025-08-04 16:15:00,17.52,2025-08-04,17.52,0.0
2025-08-05 16:15:00,17.85,2025-08-05,17.85,0.0
2025-08-06 16:15:00,16.77,2025-08-06,16.77,0.0
2025-08-07 16:15:00,16.57,2025-08-07,16.57,0.0
2025-08-08 16:15:00,15.15,2025-08-08,15.15,0.0
2025-08-11 16:15:00,16.25,2025-08-11,16.25,0.0
2025-08-12 16:15:00,14.73,2025-08-12,14.73,0.0
2025-08-13 16:15:00,14.49,2025-08-13,14.49,0.0
2025-08-14 16:15:00,14.83,2025-08-14,14.83,0.0
2025-08-15 16:15:00,15.09,2025-08-15,15.09,0.0
2025-08-18 16:15:00,14.99,2025-08-18,14.99,0.0
2025-08-19 16:15:00,15.57,2025-08-19,15.57,0.0
2025-08-20 16:15:00,15.69,2025-08-20,15.69,0.0
2025-08-21 16:15:00,16.6,2025-08-21,16.6,0.0
2025-08-22 16:15:00,14.22,2025-08-22,14.22,0.0
2025-08-25 16:15:00,14.79,2025-08-25,14.79,0.0
2025-08-26 16:15:00,14.62,2025-08-26,14.62,0.0
2025-08-27 16:15:00,14.85,2025-08-27,14.85,0.0
2025-08-28 16:15:00,14.43,2025-08-28,14.43,0.0
2025-08-29 16:15:00,15.36,2025-08-29,15.36,0.0
2025-09-01 11:15:00,16.12,2025-09-01,16.12,0.0
2025-09-02 16:15:00,17.17,2025-09-02,17.17,0.0
2025-09-03 16:15:00,16.35,2025-09-03,16.35,0.0
2025-09-04 16:15:00,15.3,2025-09-04,15.3,0.0
2025-09-05 16:15:00,15.18,2025-09-05,15.18,0.0
2025-09-08 16:15:00,15.11,2025-09-08,15.11,0.0
2025-09-09 16:15:00,15.04,2025-09-09,15.04,0.0
2025-09-10 16:15:00,15.35,2025-09-10,15.35,0.0
2025-09-11 16:15:00,14.71,2025-09-11,14.71,0.0
2025-09-12 16:15:00,14.76,2025-09-12,14.76,0.0
2025-09-15 16:15:00,15.69,2025-09-15,15.69,0.0
2025-09-16 16:15:00,16.36,2025-09-16,16.36,0.0
2025-09-17 16:15:00,15.72,2025-09-17,15.72,0.0
2025-09-18 16:15:00,15.7,2025-09-18,15.7,0.0
2025-09-19 16:15:00,15.45,2025-09-19,15.45,0.0
2025-09-22 16:15:00,16.1,2025-09-22,16.1,0.0
2025-09-23 16:15:00,16.64,2025-09-23,16.64,0.0
2025-09-24 16:15:00,16.18,2025-09-24,16.18,0.0
2025-09-25 16:15:00,16.74,2025-09-25,16.74,0.0
2025-09-26 16:15:00,15.29,2025-09-26,15.29,0.0
2025-09-29 16:15:00,16.12,2025-09-29,16.12,0.0
2025-09-30 16:15:00,16.28,2025-09-30,16.28,0.0
2025-10-01 16:15:00,16.29,2025-10-01,16.29,0.0
2025-10-02 16:15:00,16.63,2025-10-02,16.63,0.0
2025-10-03 16:15:00,16.65,2025-10-03,16.65,0.0
2025-10-06 16:15:00,16.37,2025-10-06,16.37,0.0
2025-10-07 16:15:00,17.24,2025-10-07,17.24,0.0
2025-10-08 16:15:00,16.3,2025-10-08,16.3,0.0
2025-10-09 16:15:00,16.43,2025-10-09,16.43,0.0
2025-10-10 16:15:00,21.66,2025-10-10,21.66,0.0
2025-10-13 16:15:00,19.03,2025-10-13,19.03,0.0
2025-10-14 16:15:00,20.81,2025-10-14,20.81,0.0
2025-10-15 16:15:00,20.64,2025-10-15,20.64,0.0
2025-10-16 16:15:00,25.31,2025-10-16,25.31,0.0
2025-10-17 16:15:00,20.78,2025-10-17,20.78,0.0
2025-10-20 16:15:00,18.23,2025-10-20,18.23,0.0
2025-10-21 16:15:00,17.87,2025-10-21,17.87,0.0
2025-10-22 16:15:00,18.6,2025-10-22,18.6,0.0
2025-10-23 16:15:00,17.3,2025-10-23,17.3,0.0
2025-10-24 16:15:00,16.37,2025-10-24,16.37,0.0
2025-10-27 16:15:00,15.79,2025-10-27,15.79,0.0
2025-10-28 16:15:00,16.42,2025-10-28,16.42,0.0
2025-10-29 16:15:00,16.92,2025-10-29,16.92,0.0
2025-10-30 16:15:00,16.91,2025-10-30,16.91,0.0
2025-10-31 16:15:00,17.44,2025-10-31,17.44,0.0
2025-11-03 16:15:00,17.17,2025-11-03,17.17,0.0
2025-11-04 16:15:00,19.0,2025-11-04,19.0,0.0
2025-11-05 16:15:00,18.01,2025-11-05,18.01,0.0
2025-11-06 16:15:00,19.5,2025-11-06,19.5,0.0
2025-11-07 16:15:00,19.08,2025-11-07,19.08,0.0
2025-11-10 16:15:00,17.6,2025-11-10,17.6,0.0
2025-11-11 16:15:00,17.28,2025-11-11,17.28,0.0
2025-11-12 16:15:00,17.51,2025-11-12,17.51,0.0
2025-11-13 16:15:00,20.0,2025-11-13,20.0,0.0
2025-11-14 16:15:00,19.83,2025-11-14,19.83,0.0
2025-11-17 16:15:00,22.38,2025-11-17,22.38,0.0
2025-11-18 16:15:00,24.69,2025-11-18,24.69,0.0
2025-11-19 16:15:00,23.66,2025-11-19,23.66,0.0
2025-11-20 16:15:00,26.42,2025-11-20,26.42,0.0
2025-11-21 16:15:00,23.43,2025-11-21,23.43,0.0
2025-11-24 16:15:00,20.52,2025-11-24,20.52,0.0
2025-11-25 16:15:00,18.56,2025-11-25,18.56,0.0
2025-11-26 16:15:00,17.19,2025-11-26,17.19,0.0
2025-11-27 11:15:00,17.21,2025-11-27,17.21,0.0
2025-11-28 13:15:00,16.35,2025-11-28,16.35,0.0
2025-12-01 16:15:00,17.24,2025-12-01,17.24,0.0
2025-12-02 16:15:00,16.59,2025-12-02,16.59,0.0
2025-12-03 16:15:00,16.08,2025-12-03,16.08,0.0
2025-12-04 16:15:00,15.78,2025-12-04,15.78,0.0
2025-12-05 16:15:00,15.41,2025-12-05,15.41,0.0
2025-12-08 16:15:00,16.66,2025-12-08,16.66,0.0
2025-12-09 16:15:00,16.93,2025-12-09,16.93,0.0
2025-12-10 16:15:00,15.77,2025-12-10,15.77,0.0
2025-12-11 16:15:00,14.85,2025-12-11,14.85,0.0
2025-12-12 16:15:00,15.74,2025-12-12,15.74,0.0
2025-12-15 16:15:00,16.5,2025-12-15,16.5,0.0
2025-12-16 16:15:00,16.48,2025-12-16,16.48,0.0
2025-12-17 16:15:00,17.62,2025-12-17,17.62,0.0
2025-12-18 16:15:00,16.87,2025-12-18,16.87,0.0
2025-12-19 16:15:00,14.91,2025-12-19,14.91,0.0
2025-12-22 16:15:00,14.08,2025-12-22,14.08,0.0
2025-12-23 16:15:00,14.0,2025-12-23,14.0,0.0
2025-12-24 13:15:00,13.47,2025-12-24,13.47,0.0
2025-12-26 16:15:00,13.6,2025-12-26,13.6,0.0
2025-12-29 16:15:00,14.2,2025-12-29,14.2,0.0
2025-12-30 16:15:00,14.33,2025-12-30,14.33,0.0
2025-12-31 16:15:00,14.95,2025-12-31,14.95,0.0
2026-01-02 16:15:00,14.51,2026-01-02,14.51,0.0
2026-01-05 16:15:00,14.9,2026-01-05,14.9,0.0
2026-01-06 16:15:00,14.75,2026-01-06,14.75,0.0
2026-01-07 16:15:00,15.38,2026-01-07,15.38,0.0
2026-01-08 16:15:00,15.45,2026-01-08,15.45,0.0
2026-01-09 16:15:00,14.49,2026-01-09,14.49,0.0
2026-01-12 16:15:00,15.12,2026-01-12,15.12,0.0
2026-01-13 16:15:00,15.98,2026-01-13,15.98,0.0
2026-01-14 16:15:00,16.75,2026-01-14,16.75,0.0
2026-01-15 16:15:00,15.84,2026-01-15,15.84,0.0
2026-01-16 16:15:00,15.86,2026-01-16,15.86,0.0
2026-01-19 11:15:00,18.84,2026-01-19,18.84,0.0
2026-01-20 16:15:00,20.09,2026-01-20,20.09,0.0
2026-01-21 16:15:00,16.9,2026-01-21,16.9,0.0
2026-01-22 16:15:00,15.64,2026-01-22,15.64,0.0
2026-01-23 16:15:00,16.09,2026-01-23,16.09,0.0
2026-01-26 16:15:00,16.15,2026-01-26,16.15,0.0
2026-01-27 16:15:00,16.35,2026-01-27,16.35,0.0
2026-01-28 16:15:00,16.35,2026-01-28,16.35,0.0
2026-01-29 16:15:00,16.88,2026-01-29,16.88,0.0
2026-01-30 16:15:00,17.44,2026-01-30,17.44,0.0
2026-02-02 16:15:00,16.34,2026-02-02,16.34,0.0
2026-02-03 16:15:00,18.0,2026-02-03,18.0,0.0
2026-02-04 16:15:00,18.64,2026-02-04,18.64,0.0
2026-02-05 16:15:00,21.77,2026-02-05,21.77,0.0
2026-02-06 16:15:00,17.76,2026-02-06,17.76,0.0
2026-02-09 16:15:00,17.36,2026-02-09,17.36,0.0
2026-02-10 16:15:00,17.79,2026-02-10,17.79,0.0
2026-02-11 16:15:00,17.65,2026-02-11,17.65,0.0
2026-02-12 16:15:00,20.82,2026-02-12,20.82,0.0
2026-02-13 16:15:00,20.6,2026-02-13,20.6,0.0
2026-02-16 11:15:00,21.2,2026-02-16,21.2,0.0
2026-02-17 16:15:00,20.29,2026-02-17,20.29,0.0
2026-02-18 16:15:00,19.62,2026-02-18,19.62,0.0
2026-02-19 16:15:00,20.23,2026-02-19,20.23,0.0
2026-02-20 16:15:00,19.09,2026-02-20,19.09,0.0
2026-02-23 16:15:00,21.01,2026-02-23,21.01,0.0
2026-02-24 16:15:00,19.55,2026-02-24,19.55,0.0
2026-02-25 16:15:00,17.93,2026-02-25,17.93,0.0
2026-02-26 16:15:00,18.63,2026-02-26,18.63,0.0
2026-02-27 16:15:00,19.86,2026-02-27,19.86,0.0
2026-03-02 16:15:00,21.44,2026-03-02,21.44,0.0
2026-03-03 16:15:00,23.57,2026-03-03,23.57,0.0
2026-03-04 16:15:00,21.15,2026-03-04,21.15,0.0
2026-03-05 16:15:00,23.75,2026-03-05,23.75,0.0
2026-03-06 16:15:00,29.49,2026-03-06,29.49,0.0
2026-03-09 16:15:00,25.5,2026-03-09,25.5,0.0
2026-03-10 16:15:00,24.93,2026-03-10,24.93,0.0
2026-03-11 16:15:00,24.23,2026-03-11,24.23,0.0
2026-03-12 16:15:00,27.29,2026-03-12,27.29,0.0
2026-03-13 16:15:00,27.19,2026-03-13,27.19,0.0
2026-03-16 16:15:00,23.51,2026-03-16,23.51,0.0
2026-03-17 16:15:00,22.37,2026-03-17,22.37,0.0
2026-03-18 16:15:00,25.09,2026-03-18,25.09,0.0
2026-03-19 16:15:00,24.06,2026-03-19,24.06,0.0
