file,extension,sha256,bytes,rows,column_count,missing_cells,duplicate_rows,infinite_cells,time_column,start,end,timezone_explicit,invalid_timestamps,duplicate_timestamps,rows_in_paper_period,cells,status,rows_including_header
22bithumb_KRW_XRP_candles_unit60_aligned_to_USDT.csv,.csv,a77efde5962b1cb8e65cf2dce62681783917fbd5ae44e187e36449d37081324e,2850862,17900.0,12.0,0.0,0.0,0.0,candle_date_time_utc,2023-12-07 03:00:00+00:00,2025-12-23 23:00:00+00:00,True,0.0,0.0,4911.0,,,
22dataset_hourly_REALONLY_with_externals.csv,.csv,8161c0141619496a0e269cd2f23676a8f55ba6e45dd2ca1656e799f48db0b32a,15679975,17488.0,56.0,35002.0,0.0,0.0,Unnamed: 0,2023-12-20 13:00:00+00:00,2025-12-18 04:00:00+00:00,True,0.0,56.0,4787.0,,,
22dataset_hourly_REALONLY_with_externals_REAL1H.csv,.csv,e39ff47d09d3f16d62e5ca9bfd3c67355090cf48f6cd80e859824d8dfd9bda8d,3926004,7712.0,34.0,2740.0,0.0,0.0,,,,,,,,,,
22dataset_hourly_REALONLY_with_externals_REAL1H_DXY_GOLD.csv,.csv,f862aac550e4a344163471593363940c72a5e4db0341cb7ab717cb7b8297f10b,2666556,7712.0,28.0,30848.0,0.0,0.0,,,,,,,,,,
22features_hourly_only.csv,.csv,5aee71a455be324e9823558e8672b1598c4623fcefdb21b16fb20fae72b06c43,21290528,17810.0,77.0,720.0,0.0,0.0,,,,,,,,,,
22lasso_dataset_XY_ready.csv,.csv,043a0d14d25af47a7be8429528e6b615a892071196b46fb89e327c8719f28555,21614095,17767.0,78.0,0.0,0.0,0.0,,,,,,,,,,
22lasso_dataset_used.csv,.csv,f4c8f2e85d20c690f5a8678623943757e3c7b92d64c3f19dbff47ef83707ba8f,14271585,17587.0,39.0,0.0,0.0,0.0,,,,,,,,,,
22lasso_dataset_used_REAL1H.csv,.csv,270db269dfef3c8d9a12a7287741f9444d137b45c806cd131faf1160a773462e,11899655,17457.0,34.0,0.0,0.0,0.0,,,,,,,,,,
22lasso_selected_features.csv,.csv,ec2a9143c4cf3f69ec5af1ae5418cc8478665c4cc42e19cf3816e33ab0a11482,656,37.0,2.0,0.0,0.0,0.0,,,,,,,,,,
22lasso_selected_features_REAL1H.csv,.csv,5bc305245f65ef2a66cc3a7210f6c2568cd0be2ca496d08b96ef226256a32a94,298,8.0,2.0,0.0,0.0,0.0,,,,,,,,,,
22panel_hourly_clean.csv,.csv,9be08188d800a9d9cf965690489c14d6967ab395c08c44cdb55d61309935ae35,5864917,17893.0,23.0,0.0,0.0,0.0,,,,,,,,,,
22panel_hourly_clean_with_FX_REAL1H_ONLY.csv,.csv,642cd254b462572e598ac14f70adeafcb954b323f686526763153ff5d0d1cf4b,2635822,7712.0,24.0,0.0,0.0,0.0,,,,,,,,,,
22panel_hourly_clean_with_PCA_NEW.csv,.csv,6f200c849ddb917170f97711f1918037678338f754f139f3de616e1cda319912,6388502,17754.0,25.0,2.0,0.0,0.0,Unnamed: 0,2023-12-07 03:00:00+00:00,2025-12-18 04:00:00+00:00,True,0.0,0.0,4770.0,,,
22panel_hourly_kp_resid_fixed.csv,.csv,b4ab43aee3700db356d03106c86e428e1629bb9ae698fcdcf38fa626317a9dc2,14987027,17754.0,49.0,5.0,0.0,0.0,Unnamed: 0,2023-12-07 03:00:00+00:00,2025-12-18 04:00:00+00:00,True,0.0,0.0,4770.0,,,
22panel_hourly_kp_resid_with_FX.csv,.csv,f0008d1cb5976f6460a66298e6170a6eac76c9a42f7558c6eec301fcc5eb3d6f,14750282,17810.0,50.0,5.0,0.0,0.0,Unnamed: 0,2023-12-07 03:00:00+00:00,2025-12-18 04:00:00+00:00,True,0.0,56.0,4787.0,,,
22panel_hourly_kp_resid_with_FX_REAL1H_ONLY.csv,.csv,a0af339595a700cfc65147ca0639b80b6dc70eb8c0608e0160b95f55a3e3ce27,14485761,17488.0,50.0,0.0,0.0,0.0,Unnamed: 0,2023-12-20 13:00:00+00:00,2025-12-18 04:00:00+00:00,True,0.0,56.0,4787.0,,,
22panel_hourly_rawmerged.csv,.csv,120fe8b11fafa3a71eb225af8df07fef84379c8d205726e2a77b7caeb0aec8f5,5872079,17950.0,23.0,837.0,0.0,0.0,,,,,,,,,,
2_ver2_result_test_ret_h4.csv,.csv,feda40e09ffc5c1a9d908cb56614226b6803e47139819fa91a1fda2655bc013e,127209,263.0,61.0,19.0,0.0,0.0,,,,,,,,,,
2_ver2_result_test_ret_h4_l4.csv,.csv,90b208a9cab3575034a164945d19aa59776a2f0481f1ad8c6f1730a093be804e,136163,263.0,61.0,19.0,0.0,0.0,,,,,,,,,,
2_ver2_result_test_ret_l4.csv,.csv,52ed4f7abcdfd4b017697ae5a001393ece4b2cee4a28ca5eafd9a92974f4f5db,127964,263.0,61.0,19.0,0.0,0.0,,,,,,,,,,
BTCUSD_1h_logret_obs.csv,.csv,d0a3678636b9e543edd6c3e256c31a418b91d648af02a652267150697349634b,756120,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
BTCUSD_1h_raw.csv,.csv,fc51f7ed467302e4b0ca7c047180a2f2cd8eb3d7e020fb04a0837f85a30367f0,944427,14799.0,5.0,0.0,0.0,0.0,datetime,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6176.0,,,
Basis-Momentum-Results.csv,.csv,54db6f6864cc3955476cf7f70a1daacf45341a83f17d3bba0782653894604fba,2015182,4849.0,20.0,5077.0,11.0,0.0,,,,,,,,,,
CELL10_LASSO_predictions.csv,.csv,da0259d5ff763344a82834499f696b82126821f51f5da53c6bb65825dfb42b78,541671,7706.0,3.0,0.0,0.0,0.0,,,,,,,,,,
CELL10_LASSO_selected_features.csv,.csv,f542b70e50bb779c0e3a767db6732ee68b4878a0b1fe528d334646199542e5e6,274,11.0,3.0,0.0,0.0,0.0,,,,,,,,,,
CELL11_LASSO_regime_diagnostics.txt,.txt,d81d08df0aca97b3a7b9162a33a9ce3f14bfef78df15b599a13c0d8a63de21f6,2269,,,,,,,,,,,,,,,
CELL11_LASSO_regime_predictions.csv,.csv,a34e5ec77e71c5a00484fe55cd6587588c3e3624614df9af0c43999dd7fb981d,894307,7712.0,6.0,0.0,0.0,0.0,,,,,,,,,,
CELL11_LASSO_regime_selected_features.csv,.csv,80d8c87bbb778aebeb531548c78b1e6358cac7e7c65ea9bb7dd09de760586ff4,2472,66.0,4.0,0.0,0.0,0.0,,,,,,,,,,
CELL12_LASSO_POST_MARTIAL.csv,.csv,97189cf6572a9a70e0bd45996362dfb93c89b5b7d8ef8dd8a0411dc497e7574d,278,11.0,3.0,0.0,0.0,0.0,,,,,,,,,,
CELL12_LASSO_PRE_MARTIAL.csv,.csv,58572aaa15a6529ce464cb7fc10e08b800978ffc237ab94769d3ec9d45f064d2,296,11.0,3.0,0.0,0.0,0.0,,,,,,,,,,
CELL13_PRE_POST_COEF_COMPARISON.csv,.csv,127767b089e0286b8b5c368444107305d7258f28052851c44bcca89642509e40,545,11.0,4.0,0.0,0.0,0.0,,,,,,,,,,
CELL14_POST_std_lasso_postols.csv,.csv,902305f44c5b4956ae1455a4131dca57333d8492a845bf03630a995b0697751c,521,11.0,6.0,24.0,0.0,0.0,,,,,,,,,,
CELL14_PRE_std_lasso_postols.csv,.csv,46e3f0572acd2e311a1a3c7ee5474b84ee265f6674140323719cde4cc25463b6,597,11.0,6.0,21.0,0.0,0.0,,,,,,,,,,
DM_table1_final_basis-momentum.csv,.csv,676559d16583a5c0b039d0badbcd2a0fb6f3b11a5f7e302cb6b2853072f845f7,7900,0.0,714.0,0.0,0.0,0.0,Date,NaT,NaT,False,0.0,0.0,0.0,,,
DOGEUSD_1h_logret_obs.csv,.csv,90a97b292370f5373123b21319ae1a8709d154dbbe4360f8d6ab2e96d9556104,750156,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
DOGEUSD_1h_raw.csv,.csv,463486ac91d4bb067370ea3edb4249b3edadfc2667ca7aa4c5044b5b736778fe,873510,14799.0,5.0,0.0,0.0,0.0,datetime,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6176.0,,,
DXY.csv,.csv,31603a17ddc38908580d1472c2157dcc3b092eaeed074288b16545a23baa24c4,117408,4797.0,2.0,0.0,0.0,0.0,datetime,2025-05-19 19:30:00+00:00,2026-03-20 00:30:00+00:00,False,0.0,0.0,4591.0,,,
DXY_clean.csv,.csv,b4a0a3ca53523843d46f84628336600b6d83fa0bbc0a5cac546fb031736632c7,133979,4797.0,2.0,0.0,0.0,0.0,datetime,2025-05-19 19:30:00+00:00,2026-03-20 00:30:00+00:00,False,0.0,0.0,4591.0,,,
DXY_clean_1.csv,.csv,95cf930ca72387494b1af1a6e28ce144682523eadd146e5346dcf1e1a0432509,189089,7302.0,2.0,2505.0,0.0,0.0,datetime,2025-05-19 19:30:00+00:00,2026-03-20 00:30:00+00:00,False,0.0,0.0,6982.0,,,
ETHUSD_1h_logret_obs.csv,.csv,ce5938d520f93cca8d924d96d3af99d3fad4cdcde1d54e46201547cbaadc5896,753646,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
ETHUSD_1h_raw.csv,.csv,3f31f07e854f155f5385d16ca572ca1f0b5de9cda94ec0019109e588a11edb71,900608,14804.0,5.0,0.0,0.0,0.0,datetime,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
Exhibit14_market_SV_lambda0.csv,.csv,36ed4cb39f272644242a9ad5128d4c1d77d2143795ad7d02a263d0142ed5d6f0,1467,15.0,6.0,0.0,0.0,0.0,,,,,,,,,,
Exhibit15_market_SV_lambda3.csv,.csv,4ee95eb6992de5cff2181b509111e7597d7ee28900d642aecb109c963537c80a,1467,15.0,6.0,0.0,0.0,0.0,,,,,,,,,,
Exhibit16_empirical_lambda3.csv,.csv,aab2e0d2c3b89ea316dac8dfd9b255a6f3754642546d54297409f95b89d609b6,868,15.0,4.0,0.0,0.0,0.0,,,,,,,,,,
FINAL_ANALYSIS_DATASET_V1.csv,.csv,94b8073a4ac4950b6a5a39af5183e99a832cccf7cd0ea35aceca3dcb98b871e6,8676901,17193.0,31.0,0.0,0.0,1.0,datetime,2023-12-20 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
FINAL_ANALYSIS_DATASET_V2.csv,.csv,26fa4940016cb24fed8459d350bcf23cfe834c057f73e5fd6d0f6d1bad0a0b71,4105260,17193.0,12.0,0.0,0.0,0.0,datetime,2023-12-20 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
FINAL_DATA_FOR_REGRESSION_Y.csv,.csv,8ca1b8f581dafad4ecc2bcb11a42f1e09fcc9a12a1452b51fb100085d0ba6890,1352159,17268.0,4.0,0.0,0.0,0.0,datetime,2023-12-19 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4542.0,,,
FINAL_DATA_WITH_RESIDUALS.csv,.csv,902ef98b92f9cc469961bd9b6547f54dc7f9d97bf965a27ecbecc3f043402c94,7631884,17217.0,33.0,0.0,0.0,0.0,datetime,2023-12-19 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
FINAL_KP_INDEXED_DATA.csv,.csv,3c76ff61d2f70492c4d7cd4c55ce54d6046c22015b62122a3fc88d37f31933e1,5098296,7712.0,42.0,2740.0,0.0,0.0,,,,,,,,,,
FINAL_LASSO_RESULTS.csv,.csv,23ec8ea70420fa75016705eda102a6277952b4044888659201b44d4f10857c44,166,7.0,2.0,0.0,0.0,0.0,,,,,,,,,,
FINAL_RESEARCH_DATA_2024_2025.csv,.csv,ffdd63ee0e9bcba2f95a5c927e66932c0ea7a0f4de42f197a69077e308e7043b,4259555,17217.0,23.0,0.0,0.0,0.0,datetime,2023-12-19 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
FINAL_RESEARCH_DATA_WITH_KP_INDICES.csv,.csv,f666d77bb19e05d8d5713e86339bf687be1b64b83b2afee688294e0f9f302e58,3349091,17268.0,10.0,0.0,0.0,0.0,datetime,2023-12-19 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4542.0,,,
Final_ARIMA_mom_single.ipynb,.ipynb,6661047f3d51cbde8bce2ef3efe805866fc351e39bb94c78f28a059bb6cba27e,30938,,,,,,,,,,,,,14.0,,
GLD_1h_logret_mask.csv,.csv,c9aa647eaef97764b438be479a20d73930ec27c03994298cb1905299e41d9c19,541928,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
GLD_1h_raw.csv,.csv,824c2e7e8d03fc4ea75d79989130c935dd2b263426b713c498d6fd45ad92c2d1,205778,2945.0,6.0,0.0,0.0,0.0,datetime,2024-06-07 13:30:00+00:00,2026-02-13 20:30:00+00:00,True,0.0,0.0,1237.0,,,
GRANGER_TEST_RESULT.csv,.csv,839e8b480165c1b367a0997f82b2fa54a026b0115b9d8d0fce9bf85a8d2287c3,1086,35.0,4.0,0.0,0.0,0.0,,,,,,,,,,
GRANGER_TEST_RESULT_1.csv,.csv,cf0b5c896621aebda3722518b2c1133ae150e2fdb1f1a7d7208530021be00f9a,642,20.0,4.0,0.0,0.0,0.0,,,,,,,,,,
GUSD-usd-max.csv,.csv,cfb887c7474be7782fa81c9938df0b406f4eebe50cbede3424f267fc862a4c05,4935,61.0,4.0,0.0,0.0,0.0,snapped_at,2025-08-28 00:00:00+00:00,2025-10-27 00:00:00+00:00,True,0.0,0.0,61.0,,,
Global Prices_v1_daily_no_missing.csv,.csv,2c9189fb93c9c7df31f66315c5841bbfa5645488f8a7d0b91e81253ea86c1af0,3133373,4849.0,96.0,0.0,0.0,0.0,Unnamed: 0,2005-10-05 00:00:00+00:00,2025-02-05 00:00:00+00:00,False,0.0,0.0,0.0,,,
HOURLY_FULL_FACTORS.csv,.csv,10148574fd8434fd93df1e5ebd164e5cc0dcba8ec4847c5afd57d8f03dad6b94,6203475,17193.0,19.0,0.0,0.0,0.0,datetime,2023-12-20 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
LASSO_RESULT_COEFFICIENTS.csv,.csv,b03810f0706b42d8a0c27f7d1ba4e0af4fd5b27f04a9ae19e7a848bc87778c20,54,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,
LASSO_SELECTION_RESULTS.csv,.csv,9d31213de5febc1580326ed15590279b7f4f70c4aa0bc02a09641b22b15aaaba,212,7.0,3.0,0.0,0.0,0.0,,,,,,,,,,
MASTER_DATASET_FOR_ANALYSIS.csv,.csv,235e2f163e6bb9b660be317f20c05b93fc64f2bf30670b87accf3af2c8d951c1,7963265,17193.0,25.0,0.0,0.0,0.0,datetime,2023-12-20 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
MASTER_DATASET_WITH_KOSPI.csv,.csv,29257ed50caf9e16ad6ac45b64764bd21021b98aadd6be25ffc8ed3727b3a964,8094997,17193.0,26.0,0.0,0.0,0.0,datetime,2023-12-20 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
MASTER_DATASET_WITH_KOSPI_NASDAQ.csv,.csv,475211afca00e4252b7a71e31b3c4e1673454dbf2342e004d445b4d872ef3b84,8230430,17193.0,28.0,0.0,0.0,0.0,datetime,2023-12-20 12:00:00+00:00,2025-12-07 23:00:00+00:00,False,0.0,0.0,4526.0,,,
MASTER_crypto_exchange_1h_data.csv,.csv,92d9524da60eff9b726f414a321e983e19a8be1ff679ab5673f421ac06cc5ffa,4247955,17737.0,22.0,10.0,0.0,0.0,datetime,2023-12-07 12:00:00+00:00,2025-12-17 15:00:00+00:00,False,0.0,0.0,4758.0,,,
MASTER_crypto_exchange_1h_data_FINAL.csv,.csv,c45affe31fc0c640fe54e05aed9a8d0bad457018c1579762b02d2b1ff9f9c049,4387441,17737.0,23.0,10.0,0.0,0.0,datetime,2023-12-07 12:00:00+00:00,2025-12-17 15:00:00+00:00,False,0.0,0.0,4758.0,,,
RealPath_results.csv,.csv,0d4431e39dcc7f548154683c6754ffee63245080c99b8807b33056b945cd2ad2,7462,72.0,7.0,0.0,0.0,0.0,,,,,,,,,,
SOLUSD_1h_logret_obs.csv,.csv,c9af11d0b124e13993e389b9bc50dbcc562579917951d28f6002deff4854f6bb,750576,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
SOLUSD_1h_raw.csv,.csv,58801c8bb9200aa829b02dc25ac15586d6d0805f6d3726eeb18a18dc88d6a992,821089,14799.0,5.0,0.0,0.0,0.0,datetime,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6176.0,,,
SPY US.csv,.csv,d707430ca5163b7784ea7a320d638574177c7626515c9913c408e3925accf065,116618,3603.0,5.0,6180.0,1235.0,0.0,,,,,,,,,,
SPY US_clean.csv,.csv,6083d6be4c1c3b10956e3db061e6d11a766c4193b8fcff4fda7c82038c22a334,124174,3603.0,5.0,6180.0,1235.0,0.0,,,,,,,,,,
SPY_1h_logret_mask.csv,.csv,05fc5b393c1a32e3885a26a3e055eeb07e70d091636641a236e421cdd014fd9f,542112,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
SPY_1h_raw.csv,.csv,e5a69e95741a6ae1a9d7dc922d812351745e7291ec2a365859490c198def8f07,215562,2945.0,6.0,0.0,0.0,0.0,datetime,2024-06-07 13:30:00+00:00,2026-02-13 20:30:00+00:00,True,0.0,0.0,1237.0,,,
SPY_clean_1.csv,.csv,3ace3111a3b993eecc814f1e6282eed389dcbc9c6f8ea0b510b8fc9c6e4a0551,246258,7547.0,5.0,20720.0,0.0,0.0,datetime,2025-05-09 09:30:00+00:00,2026-03-19 19:30:00+00:00,False,0.0,0.0,6982.0,,,
USDKRW.csv,.csv,781044d8ceaca50dd2b175681295e9c603cfdfb451058e5a360c1de13dcc6c59,91091,3603.0,2.0,0.0,0.0,0.0,datetime,2025-05-20 20:00:00+00:00,2026-03-20 00:00:00+00:00,False,0.0,0.0,3462.0,,,
USDKRW_1h_logret_mask.csv,.csv,a7d91660cb61cee8dfcbcffd21be65586a4c2879c3621cb1104980d2885e80ca,675126,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
USDKRW_1h_raw.csv,.csv,9d5d2cac121bfd42af0248fbe93a9760af7a97eb6b817774b6f6c1820fa20910,710639,10177.0,5.0,0.0,0.0,0.0,datetime,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,4476.0,,,
USDKRW_clean.csv,.csv,ae634f43304b3791cbccbc07cba9ec81082cb7103e58835cbcafce026b48d7af,184955,7277.0,2.0,3674.0,0.0,0.0,datetime,2025-05-20 20:00:00+00:00,2026-03-20 00:00:00+00:00,False,0.0,0.0,6983.0,,,
USDTUSD_1h_logret_obs.csv,.csv,5a9226ec0f589c0377d3565e1224feef0fe49a6800f32e51f33cf63c80d9e97c,744167,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
USDTUSD_1h_raw.csv,.csv,3b7640ef44a420ba2cad97612027b9e14e53f7432b2ee8872516f8404c176ea9,893860,14803.0,5.0,0.0,0.0,0.0,datetime,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
UUP_1h_logret_mask.csv,.csv,4254500265d66c92ccf6a1e5104d5c119a711fe98994d54f9e19b60ce3c4bebb,539490,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
UUP_1h_raw.csv,.csv,2863004eb2fd056e776b2bbba42b8a52f97d8e56af248e9532db3e7847a2b95b,178317,2941.0,6.0,0.0,0.0,0.0,datetime,2024-06-07 13:30:00+00:00,2026-02-13 20:30:00+00:00,True,0.0,0.0,1237.0,,,
VIXY.csv,.csv,80b8e7f03cf4212abfa615badd2887e68e11a7f5095128d13cea0e30cfc8cc12,71508,3603.0,2.0,1246.0,622.0,0.0,,,,,,,,,,
VIXY_1h_logret_mask.csv,.csv,8f63f1c85ea055bfcf13fa78bc86aedd0ce2af0e371423baf8dfcec53a16aa6e,540079,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
VIXY_1h_raw.csv,.csv,70a5852db9d5a1690ce4db8c241ae23a1c03eba53ba1767d9542ad6435ad896b,175635,2943.0,6.0,0.0,0.0,0.0,datetime,2024-06-07 13:30:00+00:00,2026-02-13 20:30:00+00:00,True,0.0,0.0,1237.0,,,
VIXY_clean.csv,.csv,a26795448cd19bf8c7499fc53d7c69105bdf7510d0b29f184521c4bc6b26cc08,82027,3603.0,2.0,1246.0,622.0,0.0,,,,,,,,,,
VIXY_clean_1.csv,.csv,81393a6a3f86de385b48f01154e1a144eba8ce35914e5d54da3a97df6f87b0cf,174890,7286.0,2.0,4306.0,0.0,0.0,datetime,2025-05-20 03:15:00+00:00,2026-03-19 16:15:00+00:00,False,0.0,0.0,6982.0,,,
XAUUSD.csv,.csv,e1ac1014c57fc9fbe9fd849883373c976604d2a9fce1c5dea94c570c67184701,234783,4797.0,5.0,70.0,13.0,0.0,datetime,2025-06-01 18:00:00+00:00,2026-03-20 01:00:00+00:00,False,14.0,0.0,4774.0,,,
XAUUSD_clean.csv,.csv,5877077aa29d17be8120fbb247dabfbe6824d95c08cae6f55ddfdae91fe57241,251697,4797.0,5.0,70.0,13.0,0.0,datetime,2025-06-01 18:00:00+00:00,2026-03-20 01:00:00+00:00,False,14.0,0.0,4774.0,,,
XAUUSD_clean_1.csv,.csv,90350fdde50568c6dd6c63ca3c75d66e084402e9e8a0ebf97eabf40394cde383,306838,6992.0,5.0,8836.0,0.0,0.0,datetime,2025-06-01 18:00:00+00:00,2026-03-20 01:00:00+00:00,False,0.0,0.0,6983.0,,,
XRPUSD_1h_logret_obs.csv,.csv,7ba13bc090a17f1433680302f5c26cf41d88e5c8dc4ee77c707e88225a1b38de,752300,14804.0,3.0,0.0,0.0,0.0,Unnamed: 0,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
XRPUSD_1h_raw.csv,.csv,c178d4eb51cfa240b7316ad0685344cfef2e22b44019c479699ef1392d494c1c,894870,14804.0,5.0,0.0,0.0,0.0,datetime,2024-06-07 11:00:00+00:00,2026-02-14 06:00:00+00:00,True,0.0,0.0,6181.0,,,
alusd-usd-max.csv,.csv,b56f42ce06a8ae41425855cb595a926a1654cb4d635814ad2c6170566033ff36,132959,1673.0,4.0,0.0,0.0,0.0,snapped_at,2021-03-19 00:00:00+00:00,2025-10-27 00:00:00+00:00,True,0.0,0.0,148.0,,,
b_extended_grid_search_results_0.csv,.csv,72c7f0b4cd9e302d58780d071047ea37b7bf3922628181f18175708c80bacf66,1287,32.0,7.0,0.0,0.0,0.0,,,,,,,,,,
b_result_test_h4_l4.csv,.csv,4cc8707a5d4b195a4b51eb3b62c8d3650193cc46be5f8c4d93082e56ba0dd391,126868,241.0,61.0,19.0,0.0,0.0,,,,,,,,,,
b_result_test_ret_h4.csv,.csv,97f9fc290964adf76033a0def70f97def1db2eae6cd675d2a9992e116a2d9e71,117394,241.0,61.0,19.0,0.0,0.0,,,,,,,,,,
b_result_test_ret_l4.csv,.csv,15b8bbffc41dc219d0d9141bb31a2c689ebecc57283d4c657fa7d6cd7097a8c5,117446,241.0,61.0,19.0,0.0,0.0,,,,,,,,,,
base_grid_1h_canonical.parquet,.parquet,6210b1cf048c26b848f7755b43bc77f707dee770b87682f5b9fa6960d11dfd24,927820,,,,,,,,,,,,,,retained; value inspection pending parquet reader,
