scope,sample,h,method,n,days
core,matched,12,joint_tensor,723,163
core,matched,12,seq_selected,723,163
core,matched,12,seq_shrunk,723,163
core,matched,12,joint_selected,723,163
core,matched,12,joint_shrunk,723,163
full_macro,all,1,sequential_ols,1324,129
full_macro,all,1,joint_ols,1324,129
full_macro,all,1,pca,1324,129
full_macro,all,1,seq_xgb,1324,129
full_macro,all,1,seq_mlp,1324,129
full_macro,all,1,seq_spline,1324,129
full_macro,all,1,joint_xgb,1324,129
full_macro,all,1,joint_mlp,1324,129
full_macro,all,1,joint_tensor,1324,129
full_macro,all,1,seq_selected,1324,129
full_macro,all,1,seq_shrunk,1324,129
full_macro,all,1,joint_selected,1324,129
full_macro,all,1,joint_shrunk,1324,129
full_macro,matched,1,sequential_ols,440,127
full_macro,matched,1,joint_ols,440,127
full_macro,matched,1,pca,440,127
full_macro,matched,1,seq_xgb,440,127
full_macro,matched,1,seq_mlp,440,127
full_macro,matched,1,seq_spline,440,127
full_macro,matched,1,joint_xgb,440,127
full_macro,matched,1,joint_mlp,440,127
full_macro,matched,1,joint_tensor,440,127
full_macro,matched,1,seq_selected,440,127
full_macro,matched,1,seq_shrunk,440,127
full_macro,matched,1,joint_selected,440,127
full_macro,matched,1,joint_shrunk,440,127
full_macro,all,6,sequential_ols,1190,128
full_macro,all,6,joint_ols,1190,128
full_macro,all,6,pca,1190,128
full_macro,all,6,seq_xgb,1190,128
full_macro,all,6,seq_mlp,1190,128
full_macro,all,6,seq_spline,1190,128
full_macro,all,6,joint_xgb,1190,128
full_macro,all,6,joint_mlp,1190,128
full_macro,all,6,joint_tensor,1190,128
full_macro,all,6,seq_selected,1190,128
full_macro,all,6,seq_shrunk,1190,128
full_macro,all,6,joint_selected,1190,128
full_macro,all,6,joint_shrunk,1190,128
full_macro,matched,6,sequential_ols,440,127
full_macro,matched,6,joint_ols,440,127
full_macro,matched,6,pca,440,127
full_macro,matched,6,seq_xgb,440,127
full_macro,matched,6,seq_mlp,440,127
full_macro,matched,6,seq_spline,440,127
full_macro,matched,6,joint_xgb,440,127
full_macro,matched,6,joint_mlp,440,127
full_macro,matched,6,joint_tensor,440,127
full_macro,matched,6,seq_selected,440,127
full_macro,matched,6,seq_shrunk,440,127
full_macro,matched,6,joint_selected,440,127
full_macro,matched,6,joint_shrunk,440,127
full_macro,all,12,sequential_ols,457,127
full_macro,all,12,joint_ols,457,127
full_macro,all,12,pca,457,127
full_macro,all,12,seq_xgb,457,127
full_macro,all,12,seq_mlp,457,127
full_macro,all,12,seq_spline,457,127
full_macro,all,12,joint_xgb,457,127
full_macro,all,12,joint_mlp,457,127
full_macro,all,12,joint_tensor,457,127
full_macro,all,12,seq_selected,457,127
full_macro,all,12,seq_shrunk,457,127
full_macro,all,12,joint_selected,457,127
full_macro,all,12,joint_shrunk,457,127
full_macro,matched,12,sequential_ols,440,127
full_macro,matched,12,joint_ols,440,127
full_macro,matched,12,pca,440,127
full_macro,matched,12,seq_xgb,440,127
full_macro,matched,12,seq_mlp,440,127
full_macro,matched,12,seq_spline,440,127
full_macro,matched,12,joint_xgb,440,127
full_macro,matched,12,joint_mlp,440,127
full_macro,matched,12,joint_tensor,440,127
full_macro,matched,12,seq_selected,440,127
full_macro,matched,12,seq_shrunk,440,127
full_macro,matched,12,joint_selected,440,127
full_macro,matched,12,joint_shrunk,440,127
