spec,side,reference,mode,period,n,cut,risk_count,fragile_risk,stable_risk,possible_new_risk,flippable_all_share,fragile_risk_share,flip_low95,flip_high95,fragile_low95,fragile_high95
minus10,lower,mean5,DOGE,2026-03,449,-10.0,119,112,7,213,0.7238307349665924,0.9411764705882353,0.674215367965368,0.7793311150511257,0.8928571428571429,1.0
minus10,lower,mean5,DOGE,drop_top1_days,1841,-10.0,376,363,13,837,0.6518196632265073,0.9654255319148937,0.6063249727371864,0.690385659967409,0.9434444392746223,0.98538856775851
minus10,lower,mean5,DOGE,drop_top5_days,1745,-10.0,345,336,9,800,0.6510028653295129,0.9739130434782609,0.6041138242925387,0.6902252061275521,0.9585987261146497,0.9875814738133578
minus10,lower,mean5,any_single,all,1865,-10.0,383,369,14,850,0.6536193029490617,0.9634464751958225,0.6084272043737867,0.6917735042735043,0.9422019517879252,0.9840869858111237
minus10,lower,mean5,any_single,2026-01,744,-10.0,122,118,4,329,0.6008064516129032,0.9672131147540983,0.5043478260869565,0.6868175287356322,0.9421881544776745,0.9913117800074323
minus10,lower,mean5,any_single,2026-02,672,-10.0,142,139,3,308,0.6651785714285714,0.9788732394366197,0.6210906498015873,0.7043650793650794,0.9452054794520548,1.0
minus10,lower,mean5,any_single,2026-03,449,-10.0,119,112,7,213,0.7238307349665924,0.9411764705882353,0.674215367965368,0.7793311150511257,0.8928571428571429,1.0
minus10,lower,mean5,any_single,drop_top1_days,1841,-10.0,376,363,13,837,0.6518196632265073,0.9654255319148937,0.6063249727371864,0.690385659967409,0.9434444392746223,0.98538856775851
minus10,lower,mean5,any_single,drop_top5_days,1745,-10.0,345,336,9,800,0.6510028653295129,0.9739130434782609,0.6041138242925387,0.6902252061275521,0.9585987261146497,0.9875814738133578
minus10,lower,mean5,joint_0.5,all,1865,-10.0,383,295,88,496,0.42412868632707773,0.7702349869451697,0.38212198002631265,0.4594017094017094,0.7270341207349081,0.8153891941391941
minus10,lower,mean5,joint_0.5,2026-01,744,-10.0,122,100,22,178,0.3736559139784946,0.819672131147541,0.2890582997311828,0.45164028275587415,0.7737982929020665,0.875
minus10,lower,mean5,joint_0.5,2026-02,672,-10.0,142,104,38,199,0.45089285714285715,0.7323943661971831,0.41474837662337666,0.48215430402930404,0.6583333333333333,0.8214285714285714
minus10,lower,mean5,joint_0.5,2026-03,449,-10.0,119,91,28,119,0.46770601336302897,0.7647058823529411,0.3923202614379085,0.5368283129786504,0.6967028918769571,0.8641975308641975
minus10,lower,mean5,joint_0.5,drop_top1_days,1841,-10.0,376,293,83,486,0.423139598044541,0.7792553191489362,0.3817603175927471,0.45887979759293435,0.7393472445157838,0.820584885837791
minus10,lower,mean5,joint_0.5,drop_top5_days,1745,-10.0,345,270,75,465,0.42120343839541546,0.782608695652174,0.37643803635611794,0.4583333333333333,0.7451255060728745,0.8219679166749646
minus10,lower,mean5,joint_1.0,all,1865,-10.0,383,379,4,1022,0.7512064343163539,0.9895561357702349,0.7077493068444811,0.7884832897081041,0.9788210321864595,1.0
minus10,lower,mean5,joint_1.0,2026-01,744,-10.0,122,121,1,397,0.696236559139785,0.9918032786885246,0.5964631782945736,0.7842261904761905,0.9714148351648352,1.0
minus10,lower,mean5,joint_1.0,2026-02,672,-10.0,142,141,1,373,0.7648809523809523,0.9929577464788732,0.7390277777777778,0.7875099206349206,0.9759036144578314,1.0
minus10,lower,mean5,joint_1.0,2026-03,449,-10.0,119,117,2,252,0.821826280623608,0.9831932773109243,0.7638888888888888,0.880839087262445,0.9601592039800995,1.0
minus10,lower,mean5,joint_1.0,drop_top1_days,1841,-10.0,376,373,3,1007,0.7495926127104834,0.9920212765957447,0.706137851556082,0.78681513621804,0.9814305101474308,1.0
minus10,lower,mean5,joint_1.0,drop_top5_days,1745,-10.0,345,344,1,964,0.7495702005730659,0.9971014492753624,0.7028302084746144,0.7879150694811821,0.9903815136476427,1.0
minus10,lower,mean5,USDT,all,1865,-10.0,383,266,117,455,0.3865951742627346,0.6945169712793734,0.3557692307692308,0.4171581769436997,0.634502091949311,0.7619283356907118
minus10,lower,mean5,USDT,2026-01,744,-10.0,122,102,20,206,0.41397849462365593,0.8360655737704918,0.3442212301587302,0.4746557971014493,0.7857142857142857,0.8956521739130435
minus10,lower,mean5,USDT,2026-02,672,-10.0,142,89,53,154,0.36160714285714285,0.6267605633802817,0.32195454545454544,0.39204545454545453,0.5367557388809182,0.7232921035386631
minus10,lower,mean5,USDT,2026-03,449,-10.0,119,75,44,95,0.37861915367483295,0.6302521008403361,0.31547619047619047,0.46003539823008854,0.5610840108401084,0.7142857142857143
minus10,lower,mean5,USDT,drop_top1_days,1841,-10.0,376,265,111,446,0.3862031504617056,0.7047872340425532,0.3547142094017094,0.4171645844649647,0.6495179484046993,0.7672511518268509
minus10,lower,mean5,USDT,drop_top5_days,1745,-10.0,345,247,98,428,0.3868194842406877,0.7159420289855073,0.35273573434646976,0.4210029818495053,0.6647871181242181,0.7726204767621334
minus10,lower,mean5,equal_1bp_any,all,1865,-10.0,383,7,376,6,0.006970509383378016,0.018276762402088774,0.0037393162393162395,0.010723860589812333,0.007371007371007371,0.03217797443461159
minus10,lower,mean5,equal_1bp_any,2026-01,744,-10.0,122,3,119,3,0.008064516129032258,0.02459016393442623,0.001736111111111111,0.015632038288288283,0.0,0.05663072776280321
minus10,lower,mean5,equal_1bp_any,2026-02,672,-10.0,142,1,141,2,0.004464285714285714,0.007042253521126761,0.0,0.008580544286680187,0.0,0.022735947258848015
minus10,lower,mean5,equal_1bp_any,2026-03,449,-10.0,119,3,116,1,0.008908685968819599,0.025210084033613446,0.0,0.017056676685272654,0.0,0.052771929824561435
minus10,lower,mean5,equal_1bp_any,drop_top1_days,1841,-10.0,376,7,369,5,0.006518196632265073,0.018617021276595744,0.003246753246753247,0.010281385281385282,0.0074803662485577104,0.03273847007316781
minus10,lower,mean5,equal_1bp_any,drop_top5_days,1745,-10.0,345,4,341,5,0.005157593123209169,0.011594202898550725,0.001838235294117647,0.009133280249298355,0.002769700494329747,0.025003481894150414
minus10,lower,median5,BTC,all,1865,-10.0,238,1,237,0,0.0005361930294906167,0.004201680672268907,0.0,0.0016146393972012918,0.0,0.01282051282051282
minus10,lower,median5,BTC,2026-01,744,-10.0,80,0,80,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,median5,BTC,2026-02,672,-10.0,79,0,79,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,median5,BTC,2026-03,449,-10.0,79,1,78,0,0.0022271714922048997,0.012658227848101266,0.0,0.006559962086124815,0.0,0.04
minus10,lower,median5,BTC,drop_top1_days,1841,-10.0,231,1,230,0,0.0005431830526887561,0.004329004329004329,0.0,0.001644736842105263,0.0,0.012989836250705815
minus10,lower,median5,BTC,drop_top5_days,1745,-10.0,213,1,212,0,0.0005730659025787965,0.004694835680751174,0.0,0.0018119787134934652,0.0,0.014570245573957733
minus10,lower,median5,ETH,all,1865,-10.0,238,47,191,41,0.04718498659517426,0.19747899159663865,0.03552206673842842,0.06060519351068948,0.14621436441261534,0.2564158305462653
minus10,lower,median5,ETH,2026-01,744,-10.0,80,17,63,18,0.04704301075268817,0.2125,0.025208333333333333,0.07682792467948718,0.1320754716981132,0.28205128205128205
minus10,lower,median5,ETH,2026-02,672,-10.0,79,21,58,10,0.046130952380952384,0.26582278481012656,0.028273809523809524,0.07007575757575757,0.18518518518518517,0.37867425510545694
minus10,lower,median5,ETH,2026-03,449,-10.0,79,9,70,13,0.04899777282850779,0.11392405063291139,0.035398230088495575,0.06899577724993404,0.0625,0.2
minus10,lower,median5,ETH,drop_top1_days,1841,-10.0,231,46,185,41,0.047256925583921784,0.19913419913419914,0.03544165757906216,0.060839548600955445,0.14633664320832931,0.2604737753587333
minus10,lower,median5,ETH,drop_top5_days,1745,-10.0,213,46,167,36,0.04699140401146132,0.215962441314554,0.034907586988499245,0.061879086260665836,0.1674641148325359,0.27155172413793105
minus10,lower,median5,XRP,all,1865,-10.0,238,44,194,45,0.04772117962466488,0.18487394957983194,0.03659849300322928,0.060897435897435896,0.13425625300625302,0.25755185979971384
minus10,lower,median5,XRP,2026-01,744,-10.0,80,17,63,9,0.03494623655913978,0.2125,0.022135416666666668,0.0476300705467372,0.14129795396419437,0.35135135135135137
minus10,lower,median5,XRP,2026-02,672,-10.0,79,18,61,25,0.06398809523809523,0.22784810126582278,0.041666666666666664,0.09000450450450449,0.0967741935483871,0.37509057971014487
minus10,lower,median5,XRP,2026-03,449,-10.0,79,9,70,11,0.044543429844097995,0.11392405063291139,0.02654867256637168,0.058333333333333334,0.06810477657935285,0.16666666666666666
minus10,lower,median5,XRP,drop_top1_days,1841,-10.0,231,44,187,43,0.047256925583921784,0.19047619047619047,0.03659517685906564,0.06060606060606061,0.1380413328689191,0.2660121118994893
minus10,lower,median5,XRP,drop_top5_days,1745,-10.0,213,41,172,41,0.04699140401146132,0.19248826291079812,0.03567132643893969,0.06050413647866547,0.13487866531850354,0.26888606676342525
minus10,lower,median5,SOL,all,1865,-10.0,238,59,179,64,0.06595174262734585,0.24789915966386555,0.050045707254085636,0.0811965811965812,0.19123505976095617,0.30449969384994374
minus10,lower,median5,SOL,2026-01,744,-10.0,80,20,60,24,0.05913978494623656,0.25,0.02631578947368421,0.09058503836317135,0.1227891156462585,0.3731442786069652
minus10,lower,median5,SOL,2026-02,672,-10.0,79,15,64,29,0.06547619047619048,0.189873417721519,0.03968253968253968,0.09286172161172161,0.10526315789473684,0.2931149425287356
minus10,lower,median5,SOL,2026-03,449,-10.0,79,24,55,11,0.0779510022271715,0.3037974683544304,0.051094890510948905,0.09548703212496315,0.22807017543859648,0.41195144724556493
minus10,lower,median5,SOL,drop_top1_days,1841,-10.0,231,58,173,63,0.06572514937533949,0.2510822510822511,0.049337121212121214,0.08116883116883117,0.19327253628724217,0.3093321226795803
minus10,lower,median5,SOL,drop_top5_days,1745,-10.0,213,53,160,58,0.06361031518624642,0.24882629107981222,0.046846596479969034,0.07971014492753623,0.18859649122807018,0.3080952698794108
minus10,lower,median5,DOGE,all,1865,-10.0,238,89,149,62,0.08096514745308311,0.3739495798319328,0.06482982171799027,0.09741657696447793,0.32202216878775436,0.43363057612425504
minus10,lower,median5,DOGE,2026-01,744,-10.0,80,36,44,25,0.08198924731182795,0.45,0.04967567155067155,0.115,0.3780352303523035,0.5476574500768049
minus10,lower,median5,DOGE,2026-02,672,-10.0,79,27,52,23,0.0744047619047619,0.34177215189873417,0.04487179487179487,0.10648828976034858,0.23076923076923078,0.4657990867579908
minus10,lower,median5,DOGE,2026-03,449,-10.0,79,26,53,14,0.08908685968819599,0.3291139240506329,0.0656694986239081,0.11525213207959764,0.2857142857142857,0.45
minus10,lower,median5,DOGE,drop_top1_days,1841,-10.0,231,86,145,60,0.07930472569255839,0.3722943722943723,0.06349508981263736,0.09560118931554293,0.31895610600813135,0.4336792936352623
minus10,lower,median5,DOGE,drop_top5_days,1745,-10.0,213,81,132,57,0.07908309455587392,0.38028169014084506,0.0625,0.09724952219440629,0.3241996587886999,0.4394022644022644
minus10,lower,median5,any_single,all,1865,-10.0,238,131,107,137,0.14369973190348526,0.5504201680672269,0.11840688912809473,0.16891065332412158,0.49305765086206893,0.6224628942486086
minus10,lower,median5,any_single,2026-01,744,-10.0,80,51,29,49,0.13440860215053763,0.6375,0.08333333333333333,0.18601686507936507,0.5714285714285714,0.7272727272727273
minus10,lower,median5,any_single,2026-02,672,-10.0,79,43,36,57,0.1488095238095238,0.5443037974683544,0.1041170634920635,0.19384057971014493,0.4230769230769231,0.6774990043807247
minus10,lower,median5,any_single,2026-03,449,-10.0,79,37,42,31,0.1514476614699332,0.46835443037974683,0.10722419310823886,0.19247757073844032,0.4057187622405014,0.5714285714285714
minus10,lower,median5,any_single,drop_top1_days,1841,-10.0,231,128,103,133,0.14177077675176533,0.5541125541125541,0.11623609389188584,0.16632579834947972,0.49560636763291666,0.6250307881773399
minus10,lower,median5,any_single,drop_top5_days,1745,-10.0,213,120,93,123,0.13925501432664755,0.5633802816901409,0.11338467347488627,0.16617374096775447,0.5050430778371955,0.6298090203994899
minus10,lower,median5,joint_0.5,all,1865,-10.0,238,127,111,159,0.15335120643431635,0.5336134453781513,0.12553418803418803,0.17895299145299146,0.47640386343216534,0.5975241536647732
minus10,lower,median5,joint_0.5,2026-01,744,-10.0,80,44,36,57,0.135752688172043,0.55,0.08333333333333333,0.18602120535714287,0.4523646444879322,0.6522182786157941
minus10,lower,median5,joint_0.5,2026-02,672,-10.0,79,44,35,66,0.1636904761904762,0.5569620253164557,0.11584801264679315,0.21166666666666667,0.4228908188585608,0.6857308970099668
minus10,lower,median5,joint_0.5,2026-03,449,-10.0,79,39,40,36,0.16703786191536749,0.4936708860759494,0.125,0.20518364518364518,0.4145901999560536,0.6428571428571429
minus10,lower,median5,joint_0.5,drop_top1_days,1841,-10.0,231,124,107,153,0.15046170559478544,0.5367965367965368,0.12330255296034763,0.17581456663903472,0.47903818933695985,0.6008989662940272
minus10,lower,median5,joint_0.5,drop_top5_days,1745,-10.0,213,115,98,144,0.1484240687679083,0.539906103286385,0.11998853868194842,0.17468046473733398,0.4818196397730076,0.5983035714285714
minus10,lower,median5,joint_1.0,all,1865,-10.0,238,201,37,330,0.2847184986595174,0.8445378151260504,0.24094923568687748,0.3246942054883708,0.7900909681611435,0.9021375556655121
minus10,lower,median5,joint_1.0,2026-01,744,-10.0,80,67,13,113,0.24193548387096775,0.8375,0.16050633668101388,0.32412037037037034,0.7352941176470589,0.9411764705882353
minus10,lower,median5,joint_1.0,2026-02,672,-10.0,79,69,10,133,0.3005952380952381,0.8734177215189873,0.2361111111111111,0.37227777777777776,0.7894736842105263,0.9500308641975308
minus10,lower,median5,joint_1.0,2026-03,449,-10.0,79,65,14,84,0.33184855233853006,0.8227848101265823,0.24722222222222223,0.4086000738447556,0.7354445226366408,0.9629629629629629
minus10,lower,median5,joint_1.0,drop_top1_days,1841,-10.0,231,195,36,320,0.2797392721347094,0.8441558441558441,0.23681848149238507,0.3172233422471065,0.7881040892193308,0.9027092679724259
minus10,lower,median5,joint_1.0,drop_top5_days,1745,-10.0,213,181,32,300,0.27564469914040113,0.8497652582159625,0.23346045705359414,0.3119372380401792,0.7932284107402031,0.9035087719298246
minus10,lower,median5,USDT,all,1865,-10.0,238,209,29,539,0.4010723860589812,0.8781512605042017,0.3541666666666667,0.4423102701587956,0.8423070030328095,0.916256157635468
minus10,lower,median5,USDT,2026-01,744,-10.0,80,74,6,224,0.40053763440860213,0.925,0.30155423280423277,0.48613888888888884,0.8734177215189873,0.9875077160493827
minus10,lower,median5,USDT,2026-02,672,-10.0,79,69,10,190,0.3854166666666667,0.8734177215189873,0.3101851851851852,0.4537037037037037,0.8333333333333334,0.918918918918919
minus10,lower,median5,USDT,2026-03,449,-10.0,79,66,13,125,0.42538975501113585,0.8354430379746836,0.3061111111111111,0.5121951219512195,0.7645736946463978,0.9349228611500702
minus10,lower,median5,USDT,drop_top1_days,1841,-10.0,231,203,28,530,0.3981531776208582,0.8787878787878788,0.3514247152435409,0.43916398376259796,0.8419101935646054,0.9170998769072224
minus10,lower,median5,USDT,drop_top5_days,1745,-10.0,213,190,23,502,0.3965616045845272,0.892018779342723,0.3470327314556609,0.4401924810772623,0.8644859813084113,0.9214008093463499
minus10,lower,median5,equal_1bp_any,all,1865,-10.0,238,55,183,42,0.05201072386058981,0.23109243697478993,0.04251592226057719,0.06219839142091153,0.18141592920353983,0.29488591437930645
minus10,lower,median5,equal_1bp_any,2026-01,744,-10.0,80,24,56,19,0.05779569892473118,0.3,0.03616071428571429,0.07871197089947089,0.22427814200027898,0.4151088534107402
minus10,lower,median5,equal_1bp_any,2026-02,672,-10.0,79,19,60,13,0.047619047619047616,0.24050632911392406,0.03610479797979798,0.058645482603815934,0.14893617021276595,0.3384876140808344
minus10,lower,median5,equal_1bp_any,2026-03,449,-10.0,79,12,67,10,0.04899777282850779,0.1518987341772152,0.0271741128883986,0.07302830692540502,0.10197163611207195,0.21739130434782608
minus10,lower,median5,equal_1bp_any,drop_top1_days,1841,-10.0,231,55,176,41,0.052145573058120585,0.23809523809523808,0.04251592226057719,0.06223960153588786,0.18897456366341303,0.30002347417840375
minus10,lower,median5,equal_1bp_any,drop_top5_days,1745,-10.0,213,53,160,38,0.052148997134670486,0.24882629107981222,0.0418336975060781,0.06309584990393662,0.20073359073359073,0.3027575360419397
minus10,lower,BTC,BTC,all,1865,-10.0,247,2,245,2,0.0021447721179624667,0.008097165991902834,0.0,0.004361859669614529,0.0,0.020840617715617706
minus10,lower,BTC,BTC,2026-01,744,-10.0,88,1,87,1,0.002688172043010753,0.011363636363636364,0.0,0.00641025641025641,0.0,0.045454545454545456
minus10,lower,BTC,BTC,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,BTC,2026-03,449,-10.0,78,1,77,1,0.004454342984409799,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0417543859649123
minus10,lower,BTC,BTC,drop_top1_days,1841,-10.0,241,2,239,2,0.0021727322107550242,0.008298755186721992,0.0,0.0045365971648475755,0.0,0.021374414116349594
minus10,lower,BTC,BTC,drop_top5_days,1745,-10.0,222,2,220,2,0.002292263610315186,0.009009009009009009,0.0,0.004976368159203979,0.0,0.02358490566037736
minus10,lower,BTC,ETH,all,1865,-10.0,247,0,247,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,ETH,2026-01,744,-10.0,88,0,88,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,ETH,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,ETH,2026-03,449,-10.0,78,0,78,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,ETH,drop_top1_days,1841,-10.0,241,0,241,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,ETH,drop_top5_days,1745,-10.0,222,0,222,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,XRP,all,1865,-10.0,247,0,247,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,XRP,2026-01,744,-10.0,88,0,88,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,XRP,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,XRP,2026-03,449,-10.0,78,0,78,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,XRP,drop_top1_days,1841,-10.0,241,0,241,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,XRP,drop_top5_days,1745,-10.0,222,0,222,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,SOL,all,1865,-10.0,247,0,247,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,SOL,2026-01,744,-10.0,88,0,88,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,SOL,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,SOL,2026-03,449,-10.0,78,0,78,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,SOL,drop_top1_days,1841,-10.0,241,0,241,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,SOL,drop_top5_days,1745,-10.0,222,0,222,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,DOGE,all,1865,-10.0,247,0,247,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,DOGE,2026-01,744,-10.0,88,0,88,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,DOGE,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,DOGE,2026-03,449,-10.0,78,0,78,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,DOGE,drop_top1_days,1841,-10.0,241,0,241,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,DOGE,drop_top5_days,1745,-10.0,222,0,222,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,any_single,all,1865,-10.0,247,2,245,2,0.0021447721179624667,0.008097165991902834,0.0,0.004361859669614529,0.0,0.020840617715617706
minus10,lower,BTC,any_single,2026-01,744,-10.0,88,1,87,1,0.002688172043010753,0.011363636363636364,0.0,0.00641025641025641,0.0,0.045454545454545456
minus10,lower,BTC,any_single,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,any_single,2026-03,449,-10.0,78,1,77,1,0.004454342984409799,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0417543859649123
minus10,lower,BTC,any_single,drop_top1_days,1841,-10.0,241,2,239,2,0.0021727322107550242,0.008298755186721992,0.0,0.0045365971648475755,0.0,0.021374414116349594
minus10,lower,BTC,any_single,drop_top5_days,1745,-10.0,222,2,220,2,0.002292263610315186,0.009009009009009009,0.0,0.004976368159203979,0.0,0.02358490566037736
minus10,lower,BTC,joint_0.5,all,1865,-10.0,247,0,247,2,0.0010723860589812334,0.0,0.0,0.002670940170940171,0.0,0.0
minus10,lower,BTC,joint_0.5,2026-01,744,-10.0,88,0,88,1,0.0013440860215053765,0.0,0.0,0.004629629629629629,0.0,0.0
minus10,lower,BTC,joint_0.5,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,joint_0.5,2026-03,449,-10.0,78,0,78,1,0.0022271714922048997,0.0,0.0,0.006944444444444444,0.0,0.0
minus10,lower,BTC,joint_0.5,drop_top1_days,1841,-10.0,241,0,241,2,0.0010863661053775121,0.0,0.0,0.002691065662002153,0.0,0.0
minus10,lower,BTC,joint_0.5,drop_top5_days,1745,-10.0,222,0,222,2,0.001146131805157593,0.0,0.0,0.0028935185185185184,0.0,0.0
minus10,lower,BTC,joint_1.0,all,1865,-10.0,247,2,245,2,0.0021447721179624667,0.008097165991902834,0.0,0.004361859669614529,0.0,0.020840617715617706
minus10,lower,BTC,joint_1.0,2026-01,744,-10.0,88,1,87,1,0.002688172043010753,0.011363636363636364,0.0,0.00641025641025641,0.0,0.045454545454545456
minus10,lower,BTC,joint_1.0,2026-02,672,-10.0,81,0,81,0,0.0,0.0,0.0,0.0,0.0,0.0
minus10,lower,BTC,joint_1.0,2026-03,449,-10.0,78,1,77,1,0.004454342984409799,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0417543859649123
minus10,lower,BTC,joint_1.0,drop_top1_days,1841,-10.0,241,2,239,2,0.0021727322107550242,0.008298755186721992,0.0,0.0045365971648475755,0.0,0.021374414116349594
minus10,lower,BTC,joint_1.0,drop_top5_days,1745,-10.0,222,2,220,2,0.002292263610315186,0.009009009009009009,0.0,0.004976368159203979,0.0,0.02358490566037736
minus10,lower,BTC,USDT,all,1865,-10.0,247,209,38,533,0.39785522788203753,0.8461538461538461,0.3490616621983914,0.44498481387945865,0.7982456140350878,0.8888888888888888
