pair,variant,n,estimate,hac_low95,hac_high95,hac_p,removed_dates,low95,high95,p_centered,n_boot
DOGE_ETH,leave_day_2025-07-17,55,10.478542205777812,6.4258413020210785,14.531243109534545,4.028115874134194e-07,2025-07-17 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-18,55,10.00176059465092,6.394629813540564,13.608891375761274,5.4938482305163683e-08,2025-07-18 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-19,55,10.13572739154808,6.252689009650517,14.018765773445644,3.120676075182599e-07,2025-07-19 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-20,55,10.438769842732915,6.673734403867598,14.203805281598232,5.507091342535582e-08,2025-07-20 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-21,55,10.069694620814182,6.393330061547129,13.746059180081236,7.943303086209023e-08,2025-07-21 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-22,55,10.007640264365184,6.443052229693508,13.57222829903686,3.7416390180127645e-08,2025-07-22 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-23,55,9.936750133479586,6.2908365923517495,13.582663674607424,9.203770860869717e-08,2025-07-23 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-24,55,10.133872412116927,6.507312705519752,13.760432118714103,4.3303041922499034e-08,2025-07-24 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-25,55,10.04971690522971,6.503547632903731,13.595886177555688,2.7845876764230762e-08,2025-07-25 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-26,55,10.163005781634304,6.528667189749425,13.797344373519184,4.2337901228050085e-08,2025-07-26 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-27,55,10.133923278848915,6.2543415461082414,14.013505011589588,3.0609316447173965e-07,2025-07-27 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-28,55,10.052650462262788,6.052830118739998,14.052470805785578,8.396028616160271e-07,2025-07-28 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-29,55,10.33456108391115,6.3958355774703,14.273286590352,2.7093365854704695e-07,2025-07-29 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-02,55,9.643343437664894,6.368270081064468,12.91841679426532,7.877998753349282e-09,2025-08-02 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-03,55,10.281780794651862,6.555437542243414,14.00812404706031,6.374619815668698e-08,2025-08-03 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-04,55,9.748732312017081,6.318959069833913,13.17850555420025,2.5332478629391635e-08,2025-08-04 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-05,55,10.380535589510004,6.55576107451812,14.205310104501887,1.0411445422745007e-07,2025-08-05 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-06,55,10.274727174120157,6.532414810893156,14.017039537347157,7.39948950066638e-08,2025-08-06 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-07,55,10.083828345471382,6.453481540811572,13.71417515013119,5.207043455523834e-08,2025-08-07 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-08,55,10.540225504445651,6.787223457365355,14.293227551525947,3.701824091890369e-08,2025-08-08 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-09,55,10.027942043913221,6.242789176327335,13.813094911499107,2.0748917093635042e-07,2025-08-09 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-10,55,10.26955810122772,6.746836946488935,13.792279255966504,1.1051036559913024e-08,2025-08-10 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-11,55,10.213140718841599,6.592775767194427,13.833505670488771,3.218635820852737e-08,2025-08-11 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-12,55,10.330512978755625,6.5665508260328735,14.094475131478376,7.478133505158084e-08,2025-08-12 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-13,55,9.746064857626637,5.873408908948088,13.618720806305186,8.117726915612177e-07,2025-08-13 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-14,55,10.583335123994143,6.706864722335004,14.459805525653282,8.747419106585252e-08,2025-08-14 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-15,55,10.179294562076258,6.55740210560657,13.801187018545946,3.619858978550985e-08,2025-08-15 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-16,55,10.65200012344386,6.9534377619848735,14.350562484902849,1.6540150413613324e-08,2025-08-16 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-17,55,10.088364461198896,6.379485664098916,13.797243258298877,9.755772838352105e-08,2025-08-17 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-18,55,10.252836353066396,6.661264019167387,13.844408686965405,2.2050043730380314e-08,2025-08-18 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-19,55,10.174965760651421,6.486857339244114,13.863074182058728,6.399569837179618e-08,2025-08-19 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-20,55,8.891942753335092,6.014913263999784,11.7689722426704,1.381693249331165e-09,2025-08-20 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-21,55,10.230376499404617,6.443810523746949,14.016942475062285,1.1879255761424306e-07,2025-08-21 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-22,55,9.751530068558589,6.393317619228892,13.109742517888286,1.2606406888674125e-08,2025-08-22 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-23,55,10.132816501204527,6.5507286537499265,13.714904348659127,2.952333434245169e-08,2025-08-23 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-24,55,10.067103730056584,6.510617511472944,13.623589948640223,2.8906033347072552e-08,2025-08-24 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-25,55,9.729775428366978,6.292962197355235,13.16658865937872,2.877230757445181e-08,2025-08-25 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-26,55,9.996824296067519,6.176314591460031,13.817334000675007,2.920876859183249e-07,2025-08-26 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-27,55,10.150326840909777,6.5176404698249275,13.783013211994627,4.3390973898394586e-08,2025-08-27 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-28,55,10.126654898731333,6.496152269893972,13.757157527568694,4.577722143760139e-08,2025-08-28 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-08-29,55,10.062028591277954,6.49693873877775,13.627118443778159,3.170374440986468e-08,2025-08-29 00:00:00+00:00,,,,
DOGE_ETH,drop_post_week_1,49,10.173963807669642,6.688547204504404,13.65938041083488,1.058033872202355e-08,2025-08-02 00:00:00+00:00;2025-08-03 00:00:00+00:00;2025-08-04 00:00:00+00:00;2025-08-05 00:00:00+00:00;2025-08-06 00:00:00+00:00;2025-08-07 00:00:00+00:00;2025-08-08 00:00:00+00:00,6.213509725154464,14.277379269121424,0.001,1999.0
DOGE_ETH,drop_post_week_2,49,10.502145567928583,6.403824208302016,14.60046692755515,5.100267582259126e-07,2025-08-09 00:00:00+00:00;2025-08-10 00:00:00+00:00;2025-08-11 00:00:00+00:00;2025-08-12 00:00:00+00:00;2025-08-13 00:00:00+00:00;2025-08-14 00:00:00+00:00;2025-08-15 00:00:00+00:00,6.2539585236818365,14.721519201505453,0.0005,1999.0
DOGE_ETH,drop_post_week_3,49,9.234407345264957,6.180517397473112,12.288297293056802,3.093193806812413e-09,2025-08-16 00:00:00+00:00;2025-08-17 00:00:00+00:00;2025-08-18 00:00:00+00:00;2025-08-19 00:00:00+00:00;2025-08-20 00:00:00+00:00;2025-08-21 00:00:00+00:00;2025-08-22 00:00:00+00:00,5.879481566140984,13.287826081449575,0.0005,1999.0
DOGE_ETH,drop_post_week_4,49,9.195500279367973,5.9054743145083535,12.485526244227593,4.3009577181683796e-08,2025-08-23 00:00:00+00:00;2025-08-24 00:00:00+00:00;2025-08-25 00:00:00+00:00;2025-08-26 00:00:00+00:00;2025-08-27 00:00:00+00:00;2025-08-28 00:00:00+00:00;2025-08-29 00:00:00+00:00,6.078499675313423,13.043289403687218,0.001,1999.0
DOGE_ETH,drop_top_1,55,9.729775428366978,6.292962197355235,13.16658865937872,2.877230757445181e-08,2025-08-25 00:00:00+00:00,6.5778875332001565,13.578404857893364,0.0005,1999.0
DOGE_ETH,drop_top_5,51,8.785657387701173,5.922975122373,11.648339653029346,1.7967803169840514e-09,2025-08-02 00:00:00+00:00;2025-08-18 00:00:00+00:00;2025-08-22 00:00:00+00:00;2025-08-23 00:00:00+00:00;2025-08-25 00:00:00+00:00,5.773597224127791,11.77946765906731,0.0005,1999.0
ETH_XRP,all,56,-0.6027634090521814,-2.796167693003663,1.5906408748993002,0.5901543839614714,,-3.718755691243425,1.4667635488059545,0.64,1999.0
SOL_ETH,all,56,-0.7215056331985148,-2.816015561248884,1.3730042948518546,0.49957541121199545,,-3.291895959673422,1.271385620320161,0.498,1999.0
