pair,variant,n,estimate,hac_low95,hac_high95,hac_p,removed_dates,low95,high95,p_centered,n_boot
DOGE_ETH,all,56,10.149358241764562,6.516730501372835,13.78198598215629,4.349752385692361e-08,,6.842738170315614,14.051815997771708,0.0005,1999.0
DOGE_ETH,leave_day_2025-07-02,55,10.127354866096676,6.498322528881969,13.756387203311382,4.5112564296021784e-08,2025-07-02 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-03,55,10.265839642126416,6.660951449786436,13.870727834466395,2.384558981798282e-08,2025-07-03 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-04,55,10.220684992571769,6.613832418959065,13.827537566184473,2.793316595173135e-08,2025-07-04 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-05,55,10.166023731249256,6.485355909360678,13.846691553137834,6.182851150334474e-08,2025-07-05 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-06,55,10.247881576822309,6.540062176166673,13.955700977477944,6.058713729404458e-08,2025-07-06 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-07,55,10.259131530135651,6.567254854265485,13.951008206005817,5.139234510524606e-08,2025-07-07 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-08,55,10.159562057843113,6.518525581969149,13.800598533717077,4.528993342285083e-08,2025-07-08 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-09,55,10.423118822647103,6.804975610869297,14.041262034424909,1.6398628827467413e-08,2025-07-09 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-10,55,10.222506104224998,6.394297619654251,14.050714588795744,1.6613852066731003e-07,2025-07-10 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-11,55,10.71611461286176,7.213108082841472,14.219121142882049,2.02531595623887e-09,2025-07-11 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-12,55,10.384145031353132,6.700499408355408,14.067790654350855,3.292777124302277e-08,2025-07-12 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-13,55,10.173879199990795,6.501715660701243,13.846042739280346,5.6303442727544014e-08,2025-07-13 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-14,55,9.999592940573615,6.199701653783784,13.799484227363447,2.499516176963573e-07,2025-07-14 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-15,55,10.040381385795142,6.543850547521961,13.536912224068322,1.822173246514813e-08,2025-07-15 00:00:00+00:00,,,,
DOGE_ETH,leave_day_2025-07-16,55,10.092575099387837,6.374165888195304,13.81098431058037,1.0389821858838763e-07,2025-07-16 00:00:00+00:00,,,,
