pair,n,p,condition_number,estimate,hac_se,low95,high95,p_centered,n_boot
DOGE_ETH,56,16,15.35999674416039,10.217427976327796,2.275458917913637,4.928652500383143,15.453720388504667,0.0015,1999
ETH_XRP,56,16,15.35999674416039,-0.421178276884671,1.335224235217154,-4.4332225080844925,2.5638745270006664,0.8005,1999
SOL_ETH,56,16,15.35999674416039,-0.7236616339852253,1.2224092597155924,-3.0389720457442926,2.440189968494462,0.6195,1999
