mode,definition,information,fold,candidate,kind,n,loss_sum,mean_loss,first_origin,last_label,validation_months
available_macro,EQ,R,2025-12,26,boosting,955,1262.797962516799,1.3223015314312032,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,27,boosting,955,1246.076642534035,1.3047922958471572,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,28,boosting,955,1227.941935231935,1.2858030735412933,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,29,boosting,955,1230.4209681573695,1.2883989195365126,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,30,boosting,955,1265.1553081971558,1.3247699562273882,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,31,boosting,955,1270.5876170355873,1.3304582377335992,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,32,boosting,955,1250.4019574556496,1.3093214214195283,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,33,boosting,955,1253.4151037590718,1.3124765484388186,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,34,boosting,955,1236.4292959604268,1.294690362262227,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,35,boosting,955,1226.2309812754038,1.2840114987177003,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,36,threshold,955,1234.514473920764,1.2926853130060356,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,37,threshold,955,1237.1737496210144,1.2954698948911145,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,38,threshold,955,1251.2953289082702,1.3102568889091835,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,39,threshold,955,1256.082255801437,1.3152693778025517,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,40,threshold,955,1254.877450185476,1.314007801241336,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,41,threshold,955,1258.6033215191537,1.3179092371928312,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,42,threshold,955,1234.5144739207653,1.292685313006037,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,43,threshold,955,1228.9855290555552,1.2868958419429897,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,44,threshold,955,1222.7886549288544,1.2804069685118895,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,45,threshold,955,1256.082255801437,1.3152693778025517,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,46,threshold,955,1243.223026384334,1.3018042161092502,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,47,threshold,955,1226.0900683448754,1.2838639459108643,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,48,threshold,955,1246.4001839321465,1.3051310826514624,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,49,threshold,955,1244.2542198675537,1.3028839998613129,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,50,threshold,955,1250.2520106493087,1.3091644090568677,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,51,threshold,955,1247.0973597711325,1.3058611097079922,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,52,threshold,955,1250.126776853754,1.3090332741924127,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,53,threshold,955,1259.4650827212672,1.3188116049437353,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,54,threshold,955,1246.4001839321468,1.3051310826514626,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,55,threshold,955,1234.1810001196895,1.2923361257797796,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,56,threshold,955,1232.4359649730177,1.2905088638460918,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,57,threshold,955,1247.097359771133,1.3058611097079926,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,58,threshold,955,1229.9256084473382,1.287880218269464,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2025-12,59,threshold,955,1227.9254257238078,1.285785786098228,2025-09-01T02:00:00+00:00,2025-11-28T17:00:00+00:00,"2025-09,2025-10,2025-11"
available_macro,EQ,R,2026-01,0,linear,938,1473.2450142206121,1.570623682537966,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,1,linear,938,1524.773227193074,1.6255578115064755,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,2,linear,938,1618.7527403540366,1.7257491901428963,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,3,linear,938,1473.2450142206121,1.570623682537966,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,4,linear,938,1456.5340623087195,1.552808168772622,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,5,linear,938,1446.2868084929407,1.54188359114386,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,6,linear,938,1432.1975221050652,1.5268630299627561,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,7,linear,938,1461.366113993171,1.557959609800822,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,8,linear,938,1559.6988420545626,1.6627919424888729,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,9,linear,938,1432.1975221050652,1.5268630299627561,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,10,linear,938,1418.8717737689135,1.5126564752333833,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,11,linear,938,1429.1981952118485,1.5236654533175358,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,12,qrf,938,1432.759007321766,1.5274616282748037,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,13,qrf,938,1472.8167207535641,1.5701670796946312,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,14,qrf,938,1478.4892352386287,1.5762145365017364,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,15,qrf,938,1337.2985261174729,1.4256913924493315,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,16,qrf,938,1328.1363476016645,1.4159236115156337,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,17,qrf,938,1359.5171748214589,1.449378651195585,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,18,qrf,938,1437.5156522466175,1.532532678301298,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,19,qrf,938,1463.7978434815218,1.5605520719419208,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,20,qrf,938,1487.9892254194235,1.5863424578032235,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,21,qrf,938,1368.7863722193551,1.45926052475411,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,22,qrf,938,1357.1241113548008,1.4468274108260137,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,23,qrf,938,1388.530573999729,1.4803097803835066,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,24,boosting,938,1458.3578361422492,1.554752490556769,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,25,boosting,938,1446.001760612584,1.541579702145612,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,26,boosting,938,1489.5349650095322,1.5879903678140002,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,27,boosting,938,1370.8989015522468,1.4615126882220115,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,28,boosting,938,1326.8692221224533,1.4145727314738308,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,29,boosting,938,1335.9734890356658,1.424278772959132,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,30,boosting,938,1473.2679894911828,1.5706481764298323,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,31,boosting,938,1462.2075613972493,1.558856675263592,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,32,boosting,938,1458.4561824601801,1.5548573373775907,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,33,boosting,938,1383.6100194287974,1.475063986597865,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,34,boosting,938,1349.5820598589744,1.438786844199333,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,35,boosting,938,1346.0690480067328,1.4350416290050456,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,36,threshold,938,1322.3922710184474,1.4097998624930144,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,37,threshold,938,1351.9882609064048,1.4413520905185553,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,38,threshold,938,1437.4157992515525,1.5324262252148746,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,39,threshold,938,1363.70896651647,1.4538475122776864,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,40,threshold,938,1377.0702783917072,1.4680919812278328,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,41,threshold,938,1432.0619296681652,1.5267184751259757,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,42,threshold,938,1322.3922710184493,1.4097998624930164,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,43,threshold,938,1332.4173215802089,1.4204875496590712,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,44,threshold,938,1342.277477822613,1.4309994433076898,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,45,threshold,938,1363.708966516469,1.4538475122776855,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,46,threshold,938,1360.1608179902066,1.450064837942651,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,47,threshold,938,1349.460446113178,1.4386571920183135,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,48,threshold,938,1342.9456035922117,1.4317117309085412,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,49,threshold,938,1376.507493677616,1.4674919975241107,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,50,threshold,938,1423.6783912471792,1.5177808009031761,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,51,threshold,938,1366.5036203865748,1.45682688740573,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,52,threshold,938,1375.3787315155118,1.4662886263491597,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,53,threshold,938,1412.6354079793382,1.5060078976325566,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,54,threshold,938,1342.9456035922121,1.4317117309085416,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,55,threshold,938,1352.8341762492742,1.4422539192422965,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,56,threshold,938,1359.354477424494,1.4492051998128934,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,57,threshold,938,1366.5036203865754,1.4568268874057309,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,58,threshold,938,1355.8946269397263,1.4455166598504545,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-01,59,threshold,938,1355.5225700954193,1.4451200107627071,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,R,2026-02,0,linear,887,1478.9599188989057,1.6673730765489354,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,1,linear,887,1522.2248586486141,1.7161497842712674,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,2,linear,887,1609.704578321153,1.8147740454578951,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,3,linear,887,1478.9599188989055,1.6673730765489352,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,4,linear,887,1465.6827983779242,1.6524045077541423,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,5,linear,887,1489.459157698851,1.6792098733921657,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,6,linear,887,1462.180138119628,1.648455623584699,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,7,linear,887,1473.9651596194674,1.6617420063353634,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,8,linear,887,1568.8851201416974,1.7687543631811695,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,9,linear,887,1462.180138119628,1.648455623584699,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,10,linear,887,1452.3742412254242,1.6374004974356529,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,11,linear,887,1500.0689992160526,1.6911713632649972,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,12,qrf,887,1508.390509756227,1.7005529985977756,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,13,qrf,887,1557.9374704833729,1.7564120298572412,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,14,qrf,887,1569.611553852118,1.7695733414341805,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,15,qrf,887,1375.129154830673,1.5503147179601726,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,16,qrf,887,1362.7873777701438,1.536400651375585,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,17,qrf,887,1387.6271607823198,1.5644049163273053,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,18,qrf,887,1523.3922134344803,1.7174658550557838,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,19,qrf,887,1557.0678782317516,1.7554316552781868,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,20,qrf,887,1606.425775691645,1.8110775374201182,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,21,qrf,887,1411.307943340294,1.5911025291322367,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,22,qrf,887,1392.9863642574983,1.570446859365838,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,23,qrf,887,1423.8482910775008,1.6052404634470132,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,24,boosting,887,1474.4975172846453,1.6623421840864094,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,25,boosting,887,1459.4399672051813,1.6453663666349283,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,26,boosting,887,1544.0559053555926,1.7407620128022465,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,27,boosting,887,1401.7046032432972,1.5802757646485877,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,28,boosting,887,1366.1202817850244,1.5401581530834547,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,R,2026-02,29,boosting,887,1378.8746432349183,1.5545373655410577,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
