mode,definition,information,fold,candidate,kind,n,loss_sum,mean_loss,first_origin,last_label,validation_months
available_macro,EQ,F,2026-01,22,qrf,938,1369.5184274984576,1.4600409674823642,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,23,qrf,938,1414.1816929351246,1.5076563890566361,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,24,boosting,938,1452.5532438377688,1.5485642258398389,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,25,boosting,938,1444.1264079000284,1.5395803922175144,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,26,boosting,938,1470.1316935201073,1.5673045773135472,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,27,boosting,938,1383.8690106942888,1.4753400966890073,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,28,boosting,938,1344.4501068228851,1.4333156789156558,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,29,boosting,938,1362.8754947146545,1.452958949589184,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,30,boosting,938,1462.9985660827342,1.559699963840868,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,31,boosting,938,1467.7836023484629,1.564801281821389,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,32,boosting,938,1490.6319043157966,1.589159812703408,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,33,boosting,938,1400.8994284832747,1.493496192412873,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,34,boosting,938,1387.1261646068406,1.4788125422247766,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,35,boosting,938,1378.142917298156,1.469235519507629,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,36,threshold,938,1450.213993560901,1.5460703556086364,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,37,threshold,938,1468.6322001246238,1.5657059702821148,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,38,threshold,938,1447.1457864727538,1.5427993459197802,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,39,threshold,938,1534.5380080812915,1.6359680256730187,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,40,threshold,938,1465.8578023853088,1.5627481901762355,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,41,threshold,938,1435.5270803624853,1.5304126656316475,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,42,threshold,938,1450.2139935608968,1.546070355608632,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,43,threshold,938,1398.1254205298394,1.4905388278569716,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,44,threshold,938,1383.183139496046,1.4746088907207313,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,45,threshold,938,1482.1581916521704,1.5801260038935718,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,46,threshold,938,1470.4271185282746,1.5676195293478408,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,47,threshold,938,1396.9099284446702,1.4892429940774736,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,48,threshold,938,1645.0966199269792,1.7538343496023232,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,49,threshold,938,1500.721517739781,1.599916330212986,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,50,threshold,938,1474.8339591369972,1.572317653664176,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,51,threshold,938,2405.6878152921527,2.5646991634244696,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,52,threshold,938,1923.9042314779767,2.0510706092515743,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,53,threshold,938,1449.147192231354,1.544933040758373,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,54,threshold,938,1645.0966199269737,1.7538343496023174,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,55,threshold,938,1479.043584360091,1.5768055270363444,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,56,threshold,938,1383.9684099828337,1.4754460660797801,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,57,threshold,938,2405.687815292107,2.564699163424421,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,58,threshold,938,2019.4266100090654,2.152906833698364,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-01,59,threshold,938,1524.8050050152842,1.6255916897817528,2025-10-01T02:00:00+00:00,2025-12-31T17:00:00+00:00,"2025-10,2025-11,2025-12"
available_macro,EQ,F,2026-02,0,linear,887,1480.600783442208,1.6692229802054206,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,1,linear,887,1506.6038272806313,1.6985387004291221,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,2,linear,887,1609.7743101164574,1.8148526607851831,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,3,linear,887,1480.6007834422057,1.669222980205418,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,4,linear,887,1451.6664410742094,1.6366025265774626,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,5,linear,887,1489.459157698851,1.6792098733921657,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,6,linear,887,1500.2004790028645,1.691319593013376,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,7,linear,887,1480.8345228854428,1.6694864970523593,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,8,linear,887,1569.070834936284,1.768963737244965,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,9,linear,887,1500.2004790028736,1.6913195930133862,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,10,linear,887,1450.1740816210308,1.6349200469233718,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,11,linear,887,1500.0689992160526,1.6911713632649972,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,12,qrf,887,1511.658336861235,1.7042371328762516,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,13,qrf,887,1527.476537593254,1.7220705046147171,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,14,qrf,887,1559.0070499566536,1.7576178691732285,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,15,qrf,887,1381.1723091501567,1.5571277442504585,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,16,qrf,887,1353.683883643416,1.526137411097425,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,17,qrf,887,1377.5256013136539,1.5530164614584598,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,18,qrf,887,1534.8557061559268,1.7303897476391508,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,19,qrf,887,1543.2821457513196,1.7398896795392556,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,20,qrf,887,1616.364526403168,1.8222824423936503,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,21,qrf,887,1421.6435454947782,1.6027548427224105,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,22,qrf,887,1395.164896216039,1.57290292696284,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,23,qrf,887,1433.4007309772364,1.616009843266332,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,24,boosting,887,1466.2225155269866,1.653012982555791,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,25,boosting,887,1444.6147722848723,1.6286525053944445,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,26,boosting,887,1493.3140856557334,1.6835559026558438,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,27,boosting,887,1401.2906265186232,1.5798090490627092,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,28,boosting,887,1370.9817186819123,1.5456389162141062,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,29,boosting,887,1374.3548602107733,1.549441781522856,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,30,boosting,887,1481.4508554015001,1.67018134769053,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,31,boosting,887,1484.8588557990863,1.6740235127385414,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,32,boosting,887,1538.6494310397638,1.7346667768204778,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,33,boosting,887,1413.807821838655,1.5939208814415502,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,34,boosting,887,1407.5928407026774,1.586914138334473,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,35,boosting,887,1418.3092358915605,1.5989957563602712,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,36,threshold,887,1458.944979450825,1.6448083195612457,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,37,threshold,887,1462.1120230470842,1.648378830943725,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,38,threshold,887,1451.7167092666232,1.6366591987222359,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,39,threshold,887,1494.4438677014236,1.6848296140940515,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,40,threshold,887,1474.1081399409572,1.6619032017372686,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,41,threshold,887,1451.6571065378175,1.6365920028611247,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,42,threshold,887,1458.9449794508205,1.6448083195612406,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,43,threshold,887,1394.8893467181003,1.5725922736393465,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,44,threshold,887,1389.8180309855043,1.5668748940084603,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,45,threshold,887,1442.0640512723032,1.6257768334524276,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,46,threshold,887,1479.7400407229447,1.6682525825512342,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,47,threshold,887,1420.4682781757886,1.6014298513819487,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,48,threshold,887,1632.3393008773323,1.8402923346982327,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,49,threshold,887,1502.7097773679156,1.69414856524004,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,50,threshold,887,1505.0297781016611,1.696764124128141,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,51,threshold,887,2399.5987065618,2.7052973016480273,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,52,threshold,887,1921.8053291914946,2.1666350949171305,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,53,threshold,887,1462.5614576214768,1.6488855215574711,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,54,threshold,887,1632.3393008773269,1.8402923346982265,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,55,threshold,887,1488.7099856732157,1.6783652600599952,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,56,threshold,887,1408.4641051209119,1.5878963981070033,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,57,threshold,887,2399.59870656175,2.705297301647971,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,58,threshold,887,2013.5024498365174,2.2700140358923533,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-02,59,threshold,887,1550.6478388131063,1.7481937303417208,2025-11-03T03:00:00+00:00,2026-01-30T17:00:00+00:00,"2025-11,2025-12,2026-01"
available_macro,EQ,F,2026-03,0,linear,887,1543.3159213603203,1.7399277580161447,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,1,linear,887,1548.1700225508034,1.7454002509028224,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,2,linear,887,1672.1637211813618,1.8851902155370481,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,3,linear,887,1543.3159213603183,1.7399277580161423,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,4,linear,887,1494.6539514207184,1.685066461579164,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,5,linear,887,1650.4935182850554,1.8607593216291494,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,6,linear,887,1563.1563006579547,1.7622957166380548,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,7,linear,887,1530.2010822559632,1.7251421445952235,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,8,linear,887,1615.9446070662596,1.8218090271321978,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,9,linear,887,1563.1563006579595,1.7622957166380604,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,10,linear,887,1536.5242111906814,1.7322708130672846,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,11,linear,887,1667.5167911707733,1.879951286551041,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,12,qrf,887,1586.194867525797,1.7882692982252504,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,13,qrf,887,1647.6557991404193,1.8575600892225697,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,14,qrf,887,1675.8530416918293,1.8893495396751177,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,15,qrf,887,1473.743248298912,1.6614918244632604,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,16,qrf,887,1449.6168404633722,1.6342918156295065,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,17,qrf,887,1462.6181329899598,1.6489494171250956,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,18,qrf,887,1608.3658699915336,1.8132647914222475,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,19,qrf,887,1664.8349676865978,1.8769278102441915,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,20,qrf,887,1728.4734644738296,1.9486735788881957,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,21,qrf,887,1475.9792910687297,1.6640127295025138,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,22,qrf,887,1452.224046695078,1.6372311687655896,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,23,qrf,887,1492.8742476667721,1.6830600311914004,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,24,boosting,887,1545.0012933358898,1.7418278391610933,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,25,boosting,887,1507.8550596490727,1.6999493344408936,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,26,boosting,887,1589.1810480453719,1.791635905349912,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,27,boosting,887,1507.7293840961872,1.6998076483609776,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,28,boosting,887,1459.5611978785023,1.6455030415766656,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,29,boosting,887,1455.1567833326149,1.6405375234866006,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,30,boosting,887,1544.353935295398,1.741098010479592,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,31,boosting,887,1531.1880097442179,1.726254802417382,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,32,boosting,887,1618.032450265451,1.8241628526104294,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,33,boosting,887,1521.5756759833398,1.715417898515603,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,34,boosting,887,1487.2998921928342,1.6767755267112,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,35,boosting,887,1482.2341655918735,1.671064448243375,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,36,threshold,887,1506.691245643582,1.6986372555170035,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,37,threshold,887,1489.5441740182619,1.6793057204264508,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,38,threshold,887,1499.0671036476506,1.6900418304934053,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,39,threshold,887,1546.223964229221,1.743206273088186,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,40,threshold,887,1511.640836183566,1.704217402687222,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,41,threshold,887,1499.1528386296554,1.69013848774482,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,42,threshold,887,1506.6912456435746,1.698637255516995,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,43,threshold,887,1467.5479232641464,1.6545072415604807,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,44,threshold,887,1502.9129208334653,1.6943775883128132,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,45,threshold,887,1493.8441478000982,1.6841534924465593,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,46,threshold,887,1527.0208455769684,1.7215567593877885,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,47,threshold,887,1509.3737435035835,1.70166149211227,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,48,threshold,887,1717.301375454138,1.9360782135897836,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,49,threshold,887,1558.3578791978246,1.7568859968408395,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,50,threshold,887,1561.8630723100327,1.760837736538932,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,51,threshold,887,2457.3292577778166,2.770382477765295,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
available_macro,EQ,F,2026-03,52,threshold,887,2005.1875825579248,2.2606398901442217,2025-12-01T03:00:00+00:00,2026-02-27T17:00:00+00:00,"2025-12,2026-01,2026-02"
