mode,definition,information,strategy,calibration,fold,n,loss_bp,below_rate
available_macro,CAP,R,boosting,calibrated,2026-01,294,1.2113789008539695,0.10884353741496598
available_macro,CAP,R,boosting,calibrated,2026-02,280,1.2615974101971923,0.09285714285714286
available_macro,CAP,R,boosting,calibrated,2026-03,201,1.2623665788091407,0.0845771144278607
available_macro,CAP,R,linear,calibrated,2025-12,313,1.5277007740875634,0.10223642172523961
available_macro,CAP,R,linear,calibrated,2026-01,294,1.265868978901039,0.10204081632653061
available_macro,CAP,R,linear,calibrated,2026-02,280,1.2887825993203534,0.1
available_macro,CAP,R,linear,calibrated,2026-03,201,1.235889924617301,0.0945273631840796
available_macro,CAP,R,matched_full_spec,calibrated,2025-12,313,1.1745169247000964,0.08945686900958466
available_macro,CAP,R,matched_full_spec,calibrated,2026-01,294,1.1870060103770836,0.11564625850340136
available_macro,CAP,R,matched_full_spec,calibrated,2026-02,280,1.2615974101971923,0.09285714285714286
available_macro,CAP,R,matched_full_spec,calibrated,2026-03,201,1.2623665788091407,0.0845771144278607
available_macro,CAP,R,ml_selected,calibrated,2025-12,313,1.1745169247000964,0.08945686900958466
available_macro,CAP,R,ml_selected,calibrated,2026-01,294,1.1870060103770836,0.11564625850340136
available_macro,CAP,R,ml_selected,calibrated,2026-02,280,1.2435751234477355,0.08928571428571429
available_macro,CAP,R,ml_selected,calibrated,2026-03,201,1.2654122752135397,0.0945273631840796
available_macro,CAP,R,qrf,calibrated,2025-12,313,1.1745169247000964,0.08945686900958466
available_macro,CAP,R,qrf,calibrated,2026-01,294,1.1870060103770836,0.11564625850340136
available_macro,CAP,R,qrf,calibrated,2026-02,280,1.2435751234477355,0.08928571428571429
available_macro,CAP,R,qrf,calibrated,2026-03,201,1.2654122752135397,0.0945273631840796
available_macro,CAP,R,threshold,calibrated,2025-12,313,1.3668010510077688,0.08626198083067092
available_macro,CAP,R,threshold,calibrated,2026-01,294,1.2780935907356714,0.11224489795918367
available_macro,CAP,R,threshold,calibrated,2026-02,280,1.334822984829446,0.09285714285714286
available_macro,CAP,R,threshold,calibrated,2026-03,201,1.3350679321051055,0.07960199004975124
available_macro,EQ,B,boosting,raw,2025-12,313,1.702907621426795,0.1621405750798722
available_macro,EQ,B,boosting,raw,2026-01,294,1.5839525226021411,0.20748299319727892
available_macro,EQ,B,boosting,raw,2026-02,280,2.15642659061039,0.225
available_macro,EQ,B,boosting,raw,2026-03,201,1.9698996001642433,0.19900497512437812
available_macro,EQ,B,linear,raw,2025-12,313,1.9509235805406746,0.16932907348242812
available_macro,EQ,B,linear,raw,2026-01,294,1.4091022021008728,0.12585034013605442
available_macro,EQ,B,linear,raw,2026-02,280,1.9433098007198522,0.16785714285714284
available_macro,EQ,B,linear,raw,2026-03,201,1.974820328508838,0.21393034825870647
available_macro,EQ,B,matched_full_spec,raw,2025-12,313,1.6559002203196858,0.1621405750798722
available_macro,EQ,B,matched_full_spec,raw,2026-01,294,1.5839525226021411,0.20748299319727892
available_macro,EQ,B,matched_full_spec,raw,2026-02,280,2.1388543202505934,0.22232142857142856
available_macro,EQ,B,matched_full_spec,raw,2026-03,201,2.009714812621389,0.19527363184079602
available_macro,EQ,B,ml_selected,raw,2025-12,313,1.6559002203196858,0.1621405750798722
available_macro,EQ,B,ml_selected,raw,2026-01,294,1.5839525226021411,0.20748299319727892
available_macro,EQ,B,ml_selected,raw,2026-02,280,2.1388543202505934,0.22232142857142856
available_macro,EQ,B,ml_selected,raw,2026-03,201,1.9698996001642433,0.19900497512437812
available_macro,EQ,B,qrf,raw,2025-12,313,1.6559002203196858,0.1621405750798722
available_macro,EQ,B,qrf,raw,2026-01,294,1.4665303510859218,0.17772108843537415
available_macro,EQ,B,qrf,raw,2026-02,280,2.1388543202505934,0.22232142857142856
available_macro,EQ,B,qrf,raw,2026-03,201,2.009714812621389,0.19527363184079602
available_macro,EQ,B,threshold,raw,2025-12,313,1.769754613864158,0.14057507987220447
available_macro,EQ,B,threshold,raw,2026-01,294,1.5014550755344949,0.20408163265306123
available_macro,EQ,B,threshold,raw,2026-02,280,2.086212080720542,0.20357142857142857
available_macro,EQ,B,threshold,raw,2026-03,201,2.075589112402949,0.21890547263681592
available_macro,EQ,F,boosting,raw,2025-12,313,1.6840567772475912,0.1645367412140575
available_macro,EQ,F,boosting,raw,2026-01,294,1.5741117824312987,0.20748299319727892
available_macro,EQ,F,boosting,raw,2026-02,280,2.1421842887329507,0.2357142857142857
available_macro,EQ,F,boosting,raw,2026-03,201,1.933410407228812,0.1890547263681592
