mode,definition,comparison,primary_comparison,calibration,n,reference_information,reference_strategy,candidate_information,candidate_strategy,seed,difference_bp,improvement_pct
strict,EQ,total_F_vs_R,True,calibrated,467,R,ml_selected,F,ml_selected,20260925,-0.004898012387460904,-0.2757027937934087
strict,EQ,ml_vs_threshold_F,True,calibrated,467,F,threshold,F,ml_selected,20260925,-0.08416388398111563,-4.958723380479113
strict,EQ,qrf_vs_linear_R,False,calibrated,467,R,linear,R,qrf,20260925,0.18316723288464964,9.247616083311295
strict,EQ,boosting_vs_linear_R,False,calibrated,467,R,linear,R,boosting,20260925,0.21013770040308666,10.609281733165766
strict,EQ,qrf_vs_linear_B,False,calibrated,467,B,linear,B,qrf,20260925,0.2290761575971687,11.461234090690542
strict,EQ,boosting_vs_linear_B,False,calibrated,467,B,linear,B,boosting,20260925,0.19887246322184993,9.950070225929263
strict,EQ,qrf_vs_linear_F,False,calibrated,467,F,linear,F,qrf,20260925,0.2308193883152272,11.518507677263578
strict,EQ,boosting_vs_linear_F,False,calibrated,467,F,linear,F,boosting,20260925,0.2133690938935322,10.647691097538925
strict,EQ,nonlinear_B,False,calibrated,467,B,linear,B,ml_selected,20260925,0.21981150778175618,10.997701257695148
strict,EQ,matched_market,False,calibrated,467,R,matched_full_spec,B,matched_full_spec,20260925,-0.018251431843753663,-1.0333960853480928
strict,EQ,matched_position,False,calibrated,467,B,matched_full_spec,F,matched_full_spec,20260925,0.002958537700141317,0.16579904605739104
strict,EQ,matched_total,False,calibrated,467,R,matched_full_spec,F,matched_full_spec,20260925,-0.015292894143612346,-0.8658836784392054
