mode,definition,comparison,primary_comparison,calibration,n,reference_information,reference_strategy,candidate_information,candidate_strategy,fold,difference_bp,improvement_pct
available_macro,EQ,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-01,-0.04905232338318877,-3.515509219613544
available_macro,EQ,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-02,0.07743151981936558,3.96427001650278
available_macro,EQ,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-03,0.04643964319041083,2.4376787286160218
available_macro,EQ,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2025-12,0.20923145111174302,11.450130614543463
available_macro,EQ,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-01,0.013275898553744003,0.900195466274234
available_macro,EQ,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-02,0.04472163613611424,2.336810990737226
available_macro,EQ,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-03,-0.03514121750629973,-1.9140540590732114
available_macro,EQ,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2025-12,0.15703144740259067,8.593500517234443
available_macro,EQ,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-01,0.02683601259311308,1.8196626594729204
available_macro,EQ,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-02,0.024641682802798437,1.2875860585373267
available_macro,EQ,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-03,-0.04061975258524497,-2.2124561364557094
available_macro,EQ,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2025-12,0.14530361492349986,8.111824766062858
available_macro,EQ,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-01,-0.0035130501318820784,-0.2473092449082337
available_macro,EQ,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-02,0.029269245688132495,1.5335651885047263
available_macro,EQ,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-03,-0.029223947255219596,-1.6107151933686392
available_macro,EQ,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2025-12,0.1000354540717503,5.584651656813866
available_macro,EQ,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-01,-0.032639257148004086,-2.297715585206883
available_macro,EQ,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-02,0.018182307783667584,0.9526639176429819
available_macro,EQ,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-03,-0.032671257509851115,-1.8007181027941854
available_macro,EQ,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2025-12,0.20997869730047936,11.378321334588692
available_macro,EQ,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-01,0.03328029855361847,2.331167028626835
available_macro,EQ,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-02,0.0498530198309306,2.5888840020708237
available_macro,EQ,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-03,-0.006003316025116279,-0.3240422933578069
available_macro,EQ,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2025-12,0.1867149320501249,10.117704901236024
available_macro,EQ,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-01,-0.01674042388118968,-1.1726073951588312
available_macro,EQ,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-02,0.041167729267904685,2.137853956785507
available_macro,EQ,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-03,0.0015258740291383965,0.08236243397956589
available_macro,EQ,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2025-12,0.14530361492349986,8.111824766062858
available_macro,EQ,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-01,-0.032639257148004086,-2.297715585206883
available_macro,EQ,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-02,0.029269245688132495,1.5335651885047263
available_macro,EQ,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-03,-0.032671257509851115,-1.8007181027941854
available_macro,EQ,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2025-12,-0.027856590302043127,-1.7215653209870174
available_macro,EQ,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-01,-0.005204750330199737,-0.3594581026698851
available_macro,EQ,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-02,-0.01023845401232637,-0.5477840536084244
available_macro,EQ,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-03,0.027528653945461334,1.4712561595877083
available_macro,EQ,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2025-12,0.010504177852295404,0.6381820439770092
available_macro,EQ,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-01,0.008783914756617328,0.6044747733677469
available_macro,EQ,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-02,0.00350226649658425,0.186359564729488
available_macro,EQ,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-03,-0.015066815979595694,-0.8172630342190734
available_macro,EQ,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2025-12,-0.017352412449747723,-1.0723965562561277
available_macro,EQ,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-01,0.0035791644264175915,0.2471895042493233
available_macro,EQ,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-02,-0.00673618751574212,-0.36040364090097476
available_macro,EQ,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-03,0.01246183796586564,0.6660171580996077
available_macro,PCA,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2025-12,0.36889054285064593,18.24250621330471
available_macro,PCA,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2026-01,-0.06133482880453789,-4.25334168542042
available_macro,PCA,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2026-02,-0.1253094670866155,-6.328224640177282
available_macro,PCA,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,2026-03,-0.0444798955143384,-2.2245914354888763
available_macro,PCA,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2025-12,0.40030320289818366,19.527880097727035
available_macro,PCA,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2026-01,-0.06050381500813362,-4.351499935073244
available_macro,PCA,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2026-02,-0.1765690839340257,-9.217575583567417
available_macro,PCA,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,2026-03,0.013171427808414737,0.6514992389390128
available_macro,PCA,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2025-12,0.008051230318359304,0.48699181485730714
available_macro,PCA,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2026-01,0.04468166742892321,2.9720937350026233
available_macro,PCA,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2026-02,-0.010696309037697027,-0.5080230106858208
available_macro,PCA,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,2026-03,0.05948955551954849,2.910528411731561
available_macro,PCA,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2025-12,-0.0043962834020216945,-0.2672177098370421
available_macro,PCA,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2026-01,0.007775077194659863,0.5330171467133882
available_macro,PCA,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2026-02,0.024034810362998815,1.1357674319998234
available_macro,PCA,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,2026-03,-0.024085044703609837,-1.2136862682415206
available_macro,PCA,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2025-12,0.003654946916337609,0.22107543339501268
available_macro,PCA,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2026-01,0.052456744623583074,3.489269112492055
available_macro,PCA,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2026-02,0.013338501325301788,0.6335143812164379
available_macro,PCA,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,2026-03,0.03540451081593865,1.7321668271565005
available_macro,PCA,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2025-12,0.03913196729967061,2.317235725537836
available_macro,PCA,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2026-01,0.01564728664373294,1.0669351611909739
available_macro,PCA,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2026-02,-0.13042578275927785,-6.648565993927358
available_macro,PCA,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,2026-03,-0.1476370662681814,-7.933629738500714
available_macro,PCA,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2025-12,0.36889054285064593,18.24250621330471
available_macro,PCA,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2026-01,-0.06133482880453789,-4.25334168542042
available_macro,PCA,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2026-02,-0.1253094670866155,-6.328224640177282
available_macro,PCA,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,2026-03,-0.0444798955143384,-2.2245914354888763
available_macro,PCA,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2025-12,0.3546112198859992,17.53636005978345
available_macro,PCA,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2026-01,-0.14293249842919242,-9.911835829974503
available_macro,PCA,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2026-02,-0.16110141962846325,-8.135745821628127
available_macro,PCA,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,2026-03,-0.027189504427615363,-1.3598399453380372
available_macro,PCA,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2025-12,0.2908576225856787,15.023139160399667
available_macro,PCA,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2026-01,-0.05886033265390167,-4.204815775264414
available_macro,PCA,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2026-02,-0.1915901495610195,-9.954889261152866
available_macro,PCA,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,2026-03,-0.038693073675239775,-1.9885832211099963
available_macro,PCA,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2025-12,0.23868556174960176,12.328390701488857
available_macro,PCA,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2026-01,-0.1585956829581716,-11.329627263789366
available_macro,PCA,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2026-02,-0.19665543997497958,-10.218078184289503
available_macro,PCA,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,2026-03,-0.011426933763681646,-0.5872732919053103
available_macro,PCA,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2025-12,0.40030320289818366,19.527880097727035
available_macro,PCA,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2026-01,-0.06050381500813362,-4.351499935073244
available_macro,PCA,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2026-02,-0.1765690839340257,-9.217575583567417
available_macro,PCA,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,2026-03,0.013171427808414737,0.6514992389390128
available_macro,PCA,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2025-12,0.39274215699767767,19.159031693093986
available_macro,PCA,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2026-01,-0.14969765770814525,-10.766417749195467
available_macro,PCA,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2026-02,-0.23554597647825481,-12.296392965400171
available_macro,PCA,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,2026-03,0.09120301101057415,4.511180801854664
available_macro,PCA,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2025-12,0.2908576225856787,15.023139160399667
available_macro,PCA,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2026-01,-0.05886033265390167,-4.204815775264414
available_macro,PCA,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2026-02,-0.1915901495610195,-9.954889261152866
available_macro,PCA,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,2026-03,-0.038693073675239775,-1.9885832211099963
available_macro,PCA,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2025-12,0.008051230318359304,0.48699181485730714
available_macro,PCA,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2026-01,0.04468166742892321,2.9720937350026233
available_macro,PCA,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2026-02,-0.010696309037697027,-0.5080230106858208
available_macro,PCA,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,2026-03,0.05948955551954849,2.910528411731561
available_macro,PCA,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2025-12,-0.0043962834020216945,-0.2672177098370421
available_macro,PCA,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2026-01,0.007775077194659863,0.5330171467133882
available_macro,PCA,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2026-02,0.024034810362998815,1.1357674319998234
available_macro,PCA,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,2026-03,-0.024085044703609837,-1.2136862682415206
available_macro,PCA,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2025-12,0.003654946916337609,0.22107543339501268
available_macro,PCA,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2026-01,0.052456744623583074,3.489269112492055
available_macro,PCA,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2026-02,0.013338501325301788,0.6335143812164379
available_macro,PCA,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,2026-03,0.03540451081593865,1.7321668271565005
available_macro,PCA,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2025-12,0.2081839026105763,11.417460046294059
available_macro,PCA,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2026-01,0.023186091139938858,1.5768925869730888
available_macro,PCA,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2026-02,0.06795110560178608,3.5763266836445484
available_macro,PCA,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,2026-03,-0.032515550107546254,-1.7918412429747566
available_macro,PCA,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2025-12,0.22955264152238364,12.486041500554368
available_macro,PCA,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2026-01,0.028476018947572568,2.0102555907432484
available_macro,PCA,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2026-02,0.05985870052707343,3.147156452680011
available_macro,PCA,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,2026-03,-0.024745318228807767,-1.3559720112295226
available_macro,PCA,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2025-12,-0.020383815887226264,-1.262001044033112
available_macro,PCA,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2026-01,0.029810108094380894,2.059875875156225
available_macro,PCA,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2026-02,-0.025747033262244035,-1.4053489632991356
available_macro,PCA,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,2026-03,0.012722515378162713,0.6887608241768706
available_macro,PCA,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2025-12,0.026660358953541907,1.6300229284501588
available_macro,PCA,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2026-01,0.029308501989057323,2.0678092406214543
available_macro,PCA,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2026-02,0.015686592888975115,0.8443543500724626
available_macro,PCA,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,2026-03,-0.015221340422860052,-0.829755138569066
available_macro,PCA,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2025-12,0.006276543066315643,0.388592790792075
available_macro,PCA,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-01,0.05911861008343822,4.085090812085879
available_macro,PCA,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-02,-0.01006044037326892,-0.5491284881213421
available_macro,PCA,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,2026-03,-0.0024988250446973392,-0.1352792860611185
available_macro,PCA,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2025-12,0.06703547798906251,3.9998329166700097
available_macro,PCA,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-01,0.03625945236907402,2.545736588022385
available_macro,PCA,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-02,0.04254280636054775,2.2572992780720558
available_macro,PCA,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,2026-03,0.05921471297018188,3.1020760445875983
available_macro,PCA,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2025-12,0.2081839026105763,11.417460046294059
available_macro,PCA,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-01,0.023186091139938858,1.5768925869730888
available_macro,PCA,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-02,0.06795110560178608,3.5763266836445484
available_macro,PCA,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,2026-03,-0.032515550107546254,-1.7918412429747566
available_macro,PCA,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2025-12,0.1722228979934639,9.445245440400607
available_macro,PCA,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-01,0.02001153129659805,1.3609898781614338
available_macro,PCA,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-02,0.02165215256705122,1.1395719068602261
available_macro,PCA,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,2026-03,-0.045491917808310856,-2.506932660875738
available_macro,PCA,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2025-12,0.15058059256468703,8.430397487284802
available_macro,PCA,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-01,-0.005643684961248674,-0.3997719693327406
available_macro,PCA,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-02,0.03592976131811065,1.8972803085191114
available_macro,PCA,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,2026-03,-0.040427253292272924,-2.2534570604111126
available_macro,PCA,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2025-12,0.09319060092768461,5.217364299863658
available_macro,PCA,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-01,-0.01359448619685244,-0.9629691515913308
available_macro,PCA,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-02,-0.0039686261265705625,-0.20956432566172634
available_macro,PCA,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,2026-03,-0.0622048508417532,-3.4673629521093874
available_macro,PCA,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2025-12,0.22955264152238364,12.486041500554368
available_macro,PCA,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-01,0.028476018947572568,2.0102555907432484
available_macro,PCA,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-02,0.05985870052707343,3.147156452680011
available_macro,PCA,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,2026-03,-0.024745318228807767,-1.3559720112295226
available_macro,PCA,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2025-12,0.18987405671096358,10.32780688668542
available_macro,PCA,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-01,-0.005947511066301425,-0.4198626709039699
available_macro,PCA,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-02,0.03705370435250721,1.9481512916563748
available_macro,PCA,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,2026-03,-0.025316837224833577,-1.387289602514108
available_macro,PCA,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2025-12,0.15058059256468703,8.430397487284802
available_macro,PCA,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-01,-0.005643684961248674,-0.3997719693327406
available_macro,PCA,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-02,0.03592976131811065,1.8972803085191114
available_macro,PCA,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,2026-03,-0.040427253292272924,-2.2534570604111126
available_macro,PCA,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2025-12,-0.020383815887226264,-1.262001044033112
available_macro,PCA,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-01,0.029810108094380894,2.059875875156225
available_macro,PCA,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-02,-0.025747033262244035,-1.4053489632991356
available_macro,PCA,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,2026-03,0.012722515378162713,0.6887608241768706
available_macro,PCA,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2025-12,0.026660358953541907,1.6300229284501588
available_macro,PCA,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-01,0.029308501989057323,2.0678092406214543
available_macro,PCA,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-02,0.015686592888975115,0.8443543500724626
available_macro,PCA,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,2026-03,-0.015221340422860052,-0.829755138569066
available_macro,PCA,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2025-12,0.006276543066315643,0.388592790792075
available_macro,PCA,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-01,0.05911861008343822,4.085090812085879
available_macro,PCA,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-02,-0.01006044037326892,-0.5491284881213421
available_macro,PCA,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,2026-03,-0.0024988250446973392,-0.1352792860611185
strict,EQ,nonlinear_R,True,raw,467,R,linear,R,ml_selected,2025-12,0.41643476512110356,17.15980814469946
strict,EQ,nonlinear_R,True,raw,467,R,linear,R,ml_selected,2026-01,0.06494604919354607,4.872293684990636
strict,EQ,nonlinear_R,True,raw,467,R,linear,R,ml_selected,2026-02,0.22032436065933858,8.437147001823131
strict,EQ,nonlinear_R,True,raw,467,R,linear,R,ml_selected,2026-03,-0.08560749065391882,-3.6932250422781143
strict,EQ,nonlinear_F,True,raw,467,F,linear,F,ml_selected,2025-12,0.4181962134598436,16.580713399251156
strict,EQ,nonlinear_F,True,raw,467,F,linear,F,ml_selected,2026-01,0.04318157006290546,3.2395086958789565
strict,EQ,nonlinear_F,True,raw,467,F,linear,F,ml_selected,2026-02,0.3017461663713754,11.555130605136588
strict,EQ,nonlinear_F,True,raw,467,F,linear,F,ml_selected,2026-03,0.04325224356139712,1.9659696858754905
strict,EQ,market_B_vs_R,True,raw,467,R,ml_selected,B,ml_selected,2025-12,-0.056075749195631186,-2.789327047271528
strict,EQ,market_B_vs_R,True,raw,467,R,ml_selected,B,ml_selected,2026-01,0.15192557540087104,11.981317737935127
strict,EQ,market_B_vs_R,True,raw,467,R,ml_selected,B,ml_selected,2026-02,0.04118775662666607,1.7225899889762752
strict,EQ,market_B_vs_R,True,raw,467,R,ml_selected,B,ml_selected,2026-03,0.11407000834426873,4.745861893059466
strict,EQ,position_F_vs_B,True,raw,467,B,ml_selected,F,ml_selected,2025-12,-0.03754433099152221,-1.8168568080866088
strict,EQ,position_F_vs_B,True,raw,467,B,ml_selected,F,ml_selected,2026-01,-0.17369005453151165,-15.562300061315115
strict,EQ,position_F_vs_B,True,raw,467,B,ml_selected,F,ml_selected,2026-02,0.04023404908537076,1.7121973472312035
strict,EQ,position_F_vs_B,True,raw,467,B,ml_selected,F,ml_selected,2026-03,0.1327037246692666,5.796193605933187
strict,EQ,total_F_vs_R,True,raw,467,R,ml_selected,F,ml_selected,2025-12,-0.0936200801871534,-4.656861933716283
strict,EQ,total_F_vs_R,True,raw,467,R,ml_selected,F,ml_selected,2026-01,-0.021764479130640613,-1.7164137057029683
strict,EQ,total_F_vs_R,True,raw,467,R,ml_selected,F,ml_selected,2026-02,0.08142180571203683,3.4052931961125465
strict,EQ,total_F_vs_R,True,raw,467,R,ml_selected,F,ml_selected,2026-03,0.24677373301353533,10.26697615540072
strict,EQ,ml_vs_threshold_F,True,raw,467,F,threshold,F,ml_selected,2025-12,-0.12005557420835289,-6.051392896106922
strict,EQ,ml_vs_threshold_F,True,raw,467,F,threshold,F,ml_selected,2026-01,-0.05434241708369081,-4.398619164232831
strict,EQ,ml_vs_threshold_F,True,raw,467,F,threshold,F,ml_selected,2026-02,-0.11217076112252755,-5.104601566416456
strict,EQ,ml_vs_threshold_F,True,raw,467,F,threshold,F,ml_selected,2026-03,0.15977657688689018,6.897116530267111
strict,EQ,qrf_vs_linear_R,False,raw,467,R,linear,R,qrf,2025-12,0.41643476512110356,17.15980814469946
strict,EQ,qrf_vs_linear_R,False,raw,467,R,linear,R,qrf,2026-01,0.048241342953982524,3.6190960581712117
strict,EQ,qrf_vs_linear_R,False,raw,467,R,linear,R,qrf,2026-02,0.5399826555299718,20.678208390153753
strict,EQ,qrf_vs_linear_R,False,raw,467,R,linear,R,qrf,2026-03,0.330775727988742,14.270120437525946
strict,EQ,boosting_vs_linear_R,False,raw,467,R,linear,R,boosting,2025-12,0.357161861718144,14.717380816908276
strict,EQ,boosting_vs_linear_R,False,raw,467,R,linear,R,boosting,2026-01,0.06494604919354607,4.872293684990636
strict,EQ,boosting_vs_linear_R,False,raw,467,R,linear,R,boosting,2026-02,0.22032436065933858,8.437147001823131
strict,EQ,boosting_vs_linear_R,False,raw,467,R,linear,R,boosting,2026-03,-0.08560749065391882,-3.6932250422781143
strict,EQ,qrf_vs_linear_B,False,raw,467,B,linear,B,qrf,2025-12,0.4557405444513658,18.069277312316878
strict,EQ,qrf_vs_linear_B,False,raw,467,B,linear,B,qrf,2026-01,0.2168716245944171,16.269846435401682
strict,EQ,qrf_vs_linear_B,False,raw,467,B,linear,B,qrf,2026-02,0.5387716089841459,20.631832321240594
strict,EQ,qrf_vs_linear_B,False,raw,467,B,linear,B,qrf,2026-03,-0.2588875894590379,-13.491662785739678
strict,EQ,boosting_vs_linear_B,False,raw,467,B,linear,B,boosting,2025-12,0.3856634792151894,15.290850112011201
strict,EQ,boosting_vs_linear_B,False,raw,467,B,linear,B,boosting,2026-01,0.049153829246446845,3.6875513569248786
strict,EQ,boosting_vs_linear_B,False,raw,467,B,linear,B,boosting,2026-02,0.26151211728600465,10.014399541190787
strict,EQ,boosting_vs_linear_B,False,raw,467,B,linear,B,boosting,2026-03,-0.370626905037476,-19.314843297574
strict,EQ,qrf_vs_linear_F,False,raw,467,F,linear,F,qrf,2025-12,0.4181962134598436,16.580713399251156
strict,EQ,qrf_vs_linear_F,False,raw,467,F,linear,F,qrf,2026-01,0.2307617787452445,17.311894584488297
strict,EQ,qrf_vs_linear_F,False,raw,467,F,linear,F,qrf,2026-02,0.5304767707595266,20.31418805690224
strict,EQ,qrf_vs_linear_F,False,raw,467,F,linear,F,qrf,2026-03,0.012394495290243057,0.563374290116414
strict,EQ,boosting_vs_linear_F,False,raw,467,F,linear,F,boosting,2025-12,0.39534061882692306,15.67453096148428
strict,EQ,boosting_vs_linear_F,False,raw,467,F,linear,F,boosting,2026-01,0.04318157006290546,3.2395086958789565
