mode,definition,comparison,primary_comparison,calibration,n,reference_information,reference_strategy,candidate_information,candidate_strategy,block_days,difference_bp,improvement_pct,improvement_lo,improvement_hi,p_centered_boot,winning_months
available_macro,CAP,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,1,0.046985856930122985,3.691972768581908,0.19498634666843617,7.1439985739209195,0.043,3
available_macro,CAP,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,5,0.046985856930122985,3.691972768581908,0.36971325356303986,6.878134496752753,0.0295,3
available_macro,CAP,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,10,0.046985856930122985,3.691972768581908,0.8640222319836424,6.719241720626619,0.0155,3
available_macro,CAP,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,1,-0.00018067635984855344,-0.01419687208175091,-3.0339470704909086,2.866646733396876,0.9945,2
available_macro,CAP,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,5,-0.00018067635984855344,-0.01419687208175091,-2.986329664537096,2.929566812159215,0.9905,2
available_macro,CAP,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,10,-0.00018067635984855344,-0.01419687208175091,-2.6606498011139097,2.8008005659171733,0.9915,2
available_macro,CAP,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,1,0.10121505578677326,7.56827520102844,3.3176119521143472,11.622396904927523,0.0015,3
available_macro,CAP,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,5,0.10121505578677326,7.56827520102844,3.6256799294680504,11.279645923521143,0.0005,3
available_macro,CAP,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,10,0.10121505578677326,7.56827520102844,3.7331102500904327,11.025935725537687,0.0005,3
available_macro,CAP,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,1,0.06432723258089794,4.81001759380959,0.6235089926602281,9.167759067506958,0.0365,3
available_macro,CAP,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,5,0.06432723258089794,4.81001759380959,0.8592543782376875,8.443919874104118,0.0215,3
available_macro,CAP,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,10,0.06432723258089794,4.81001759380959,1.21932980804653,8.198271440691553,0.007,3
available_macro,CAP,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,1,0.03065272502714113,2.408576398879736,-1.2892575675071762,5.796014001697045,0.193,3
available_macro,CAP,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,5,0.03065272502714113,2.408576398879736,-1.0100290343896994,5.779385885433885,0.17,3
available_macro,CAP,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,10,0.03065272502714113,2.408576398879736,-0.36875125304988615,5.5506796820753275,0.1275,3
available_macro,CAP,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,1,0.010563773468981064,0.8375658912724071,-1.1365240464520925,2.9007727822250975,0.4205,3
available_macro,CAP,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,5,0.010563773468981064,0.8375658912724071,-0.7449118912778534,2.673035953981237,0.3515,3
available_macro,CAP,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,10,0.010563773468981064,0.8375658912724071,-0.4701454031846617,2.284920067142801,0.2295,3
available_macro,CAP,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,1,-0.0078789871403707,-0.6299747115508181,-1.7578958950549892,0.46353481157286613,0.2615,0
available_macro,CAP,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,5,-0.0078789871403707,-0.6299747115508181,-1.7724956900025464,0.37905083552510804,0.249,0
available_macro,CAP,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,10,-0.0078789871403707,-0.6299747115508181,-1.68042412908581,0.35081779513936034,0.2535,0
available_macro,CAP,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,1,0.0026847863286103687,0.2128676330291901,-1.8476573805945578,2.2739277372172064,0.8295,2
available_macro,CAP,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,5,0.0026847863286103687,0.2128676330291901,-1.5068614575683275,2.028551277493514,0.8185,2
available_macro,CAP,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,10,0.0026847863286103687,0.2128676330291901,-1.3582635206478622,1.908446004360828,0.8,2
available_macro,CAP,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,1,0.12909591762758205,9.622876759698617,3.759835366030149,15.510007678452178,0.0055,3
available_macro,CAP,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,5,0.12909591762758205,9.622876759698617,1.6505814588769367,17.755087167014345,0.0445,3
available_macro,CAP,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,10,0.12909591762758205,9.622876759698617,1.984949349091716,16.9842297545365,0.025,3
available_macro,CAP,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,1,0.09363591184377262,7.07221729474491,2.673042856093149,11.129218683522783,0.003,3
available_macro,CAP,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,5,0.09363591184377262,7.07221729474491,1.8541485699546554,12.106513275415033,0.0205,3
available_macro,CAP,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,10,0.09363591184377262,7.07221729474491,2.1300089948995238,11.546921171224792,0.0045,3
available_macro,CAP,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,1,-0.016974765251573803,-1.4000310854589415,-3.0246163449025136,0.14108801699387302,0.0795,0
available_macro,CAP,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,5,-0.016974765251573803,-1.4000310854589415,-2.7743535010761047,0.06521886000729778,0.048,0
available_macro,CAP,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,10,-0.016974765251573803,-1.4000310854589415,-2.4718059491907023,-0.38864559769998175,0.0075,0
available_macro,CAP,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,1,-0.0009295456865962657,-0.07560779164883513,-2.2270035674820203,2.0498627755100434,0.946,2
available_macro,CAP,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,5,-0.0009295456865962657,-0.07560779164883513,-2.1715448027205277,2.0353553019096466,0.937,2
available_macro,CAP,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,10,-0.0009295456865962657,-0.07560779164883513,-2.041677253742422,1.7930825475380945,0.944,2
available_macro,CAP,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,1,-0.017904310938170073,-1.4766974096938723,-3.5469424295973,0.7403136895844271,0.18,1
available_macro,CAP,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,5,-0.017904310938170073,-1.4766974096938723,-3.4930155028851444,0.6317349506167599,0.1545,1
available_macro,CAP,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,10,-0.017904310938170073,-1.4766974096938723,-3.2579196982576293,0.19553449950124047,0.0945,1
available_macro,CAP,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,1,0.09644214229520758,7.268762539179163,3.9558668555885386,10.433833111683068,0.0005,3
available_macro,CAP,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,5,0.09644214229520758,7.268762539179163,3.775994536223536,10.39315266008568,0.001,3
available_macro,CAP,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,10,0.09644214229520758,7.268762539179163,4.255182362173068,9.776398941927521,0.0005,3
available_macro,CAP,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,1,0.12909591762758205,9.622876759698617,3.759835366030149,15.510007678452178,0.0055,3
available_macro,CAP,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,5,0.12909591762758205,9.622876759698617,1.6505814588769367,17.755087167014345,0.0445,3
available_macro,CAP,qrf_vs_linear_R,False,calibrated,1088,R,linear,R,qrf,10,0.12909591762758205,9.622876759698617,1.984949349091716,16.9842297545365,0.025,3
available_macro,CAP,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,1,0.10929497053461042,8.146903877654,2.483489104312404,14.024240534256736,0.0135,3
available_macro,CAP,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,5,0.10929497053461042,8.146903877654,0.3937809696504703,16.568953581991394,0.08,3
available_macro,CAP,boosting_vs_linear_R,False,calibrated,1088,R,linear,R,boosting,10,0.10929497053461042,8.146903877654,0.723769319730736,15.681067763376369,0.051,3
available_macro,CAP,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,1,0.1298385572250556,9.637250806624165,3.707488024470204,15.579973507585285,0.0065,3
available_macro,CAP,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,5,0.1298385572250556,9.637250806624165,1.7802212400766066,17.868845131237673,0.0435,3
available_macro,CAP,qrf_vs_linear_B,False,calibrated,1088,B,linear,B,qrf,10,0.1298385572250556,9.637250806624165,2.015885914984752,17.058912995200785,0.023,3
available_macro,CAP,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,1,0.09532742157183557,7.075666043054962,1.4465382009055925,13.057683897416505,0.0335,2
available_macro,CAP,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,5,0.09532742157183557,7.075666043054962,-0.9057080561451877,15.932423302876815,0.161,2
available_macro,CAP,boosting_vs_linear_B,False,calibrated,1088,B,linear,B,boosting,10,0.09532742157183557,7.075666043054962,-0.39241094682040484,14.71559117794082,0.13,2
available_macro,CAP,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,1,0.10439823599199402,7.885083784470481,3.6591581690129606,11.96514605527864,0.0015,3
available_macro,CAP,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,5,0.10439823599199402,7.885083784470481,2.78510512951369,12.782669593410136,0.008,3
available_macro,CAP,qrf_vs_linear_F,False,calibrated,1088,F,linear,F,qrf,10,0.10439823599199402,7.885083784470481,3.143842132153803,12.161552931499006,0.002,3
available_macro,CAP,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,1,0.07696844753655746,5.813342072493621,1.475391115718999,9.881434770731634,0.011,3
available_macro,CAP,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,5,0.07696844753655746,5.813342072493621,0.3156125120152152,11.332624294703807,0.061,3
available_macro,CAP,boosting_vs_linear_F,False,calibrated,1088,F,linear,F,boosting,10,0.07696844753655746,5.813342072493621,0.586274186905397,10.631906054526542,0.0345,3
available_macro,CAP,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,1,0.11782614295509003,8.745630847292162,2.8044298478728162,14.892912669107883,0.0165,3
available_macro,CAP,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,5,0.11782614295509003,8.745630847292162,0.5128710401843589,17.248825984471143,0.076,3
available_macro,CAP,nonlinear_B,False,calibrated,1088,B,linear,B,ml_selected,10,0.11782614295509003,8.745630847292162,0.8402186512070388,16.32567437012327,0.0485,3
available_macro,CAP,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,1,-0.010925216406334474,-0.8980625939756237,-2.5393913984599297,0.9110181199840516,0.327,1
available_macro,CAP,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,5,-0.010925216406334474,-0.8980625939756237,-2.4197073674275376,0.7990882675022164,0.277,1
available_macro,CAP,matched_market,False,calibrated,1088,R,matched_full_spec,B,matched_full_spec,10,-0.010925216406334474,-0.8980625939756237,-2.123072254205697,0.5121383726300326,0.1865,1
available_macro,CAP,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,1,-0.0029036760460232893,-0.2365603173086317,-1.3851847979661565,0.8660521379244359,0.679,3
available_macro,CAP,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,5,-0.0029036760460232893,-0.2365603173086317,-1.3541869479245494,0.7732182450996761,0.6825,3
available_macro,CAP,matched_position,False,calibrated,1088,B,matched_full_spec,F,matched_full_spec,10,-0.0029036760460232893,-0.2365603173086317,-1.3678955409470654,0.8062305421250302,0.686,3
available_macro,CAP,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,1,-0.013828892452357763,-1.136747371006197,-3.0644904215363793,0.8745885822557312,0.264,1
available_macro,CAP,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,5,-0.013828892452357763,-1.136747371006197,-2.695500703481517,0.5919918079598052,0.1795,1
available_macro,CAP,matched_total,False,calibrated,1088,R,matched_full_spec,F,matched_full_spec,10,-0.013828892452357763,-1.136747371006197,-2.470122788069825,0.369611970133421,0.113,1
available_macro,EQ,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,1,0.02583127390502938,1.3877042571444065,-6.842270832794771,11.48273985136644,0.779,1
available_macro,EQ,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,5,0.02583127390502938,1.3877042571444065,-7.230792101655865,10.899324061820908,0.7665,1
available_macro,EQ,nonlinear_R,True,raw,1088,R,linear,R,ml_selected,10,0.02583127390502938,1.3877042571444065,-6.542350806665715,9.716771710576104,0.689,1
available_macro,EQ,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,1,0.02536970637471604,1.372414884595563,-7.927087580027812,11.929588651464293,0.809,2
available_macro,EQ,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,5,0.02536970637471604,1.372414884595563,-8.24122595820619,11.014867122002093,0.796,2
available_macro,EQ,nonlinear_F,True,raw,1088,F,linear,F,ml_selected,10,0.02536970637471604,1.372414884595563,-7.331583900501972,10.233589312555246,0.724,2
available_macro,EQ,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,1,0.01685092801225393,0.9180024702372225,-0.6734087655846825,2.6130058450844804,0.275,2
available_macro,EQ,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,5,0.01685092801225393,0.9180024702372225,-0.5297365314769622,2.4033792663053615,0.211,2
available_macro,EQ,market_B_vs_R,True,raw,1088,R,ml_selected,B,ml_selected,10,0.01685092801225393,0.9180024702372225,-0.29945710650971524,2.2871340472750563,0.1785,2
available_macro,EQ,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,1,-0.004418062052872964,-0.24291653876553632,-1.3474444883292305,0.9035507879548008,0.679,2
available_macro,EQ,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,5,-0.004418062052872964,-0.24291653876553632,-1.21008103405525,0.6548501688405367,0.5945,2
available_macro,EQ,position_F_vs_B,True,raw,1088,B,ml_selected,F,ml_selected,10,-0.004418062052872964,-0.24291653876553632,-0.8329830754720201,0.35769639597965797,0.419,2
available_macro,EQ,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,1,0.012432865959380972,0.6773159112981708,-0.9304731825333518,2.2843192036598916,0.417,2
available_macro,EQ,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,5,0.012432865959380972,0.6773159112981708,-0.8229864330071056,2.1204211749228525,0.383,2
available_macro,EQ,total_F_vs_R,True,raw,1088,R,ml_selected,F,ml_selected,10,0.012432865959380972,0.6773159112981708,-0.5954620270241286,2.061622392032092,0.326,2
available_macro,EQ,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,1,0.051037172605668674,2.723126338508075,-1.3464776100672833,7.887849205000466,0.2655,2
available_macro,EQ,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,5,0.051037172605668674,2.723126338508075,-1.3652307579095857,7.912273526630505,0.27,2
available_macro,EQ,ml_vs_threshold_F,True,raw,1088,F,threshold,F,ml_selected,10,0.051037172605668674,2.723126338508075,-0.680964210275049,6.687370578140298,0.1885,2
available_macro,EQ,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,1,0.04119411318879571,2.213024663497165,-5.86344615959986,12.244048633782358,0.6815,1
available_macro,EQ,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,5,0.04119411318879571,2.213024663497165,-6.169021447638336,11.523357303988664,0.666,1
available_macro,EQ,qrf_vs_linear_R,False,raw,1088,R,linear,R,qrf,10,0.04119411318879571,2.213024663497165,-5.357399156979856,10.489997465787704,0.5795,1
available_macro,EQ,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,1,0.023897849055876982,1.2838370648447839,-6.936332071957118,11.722193314733005,0.7915,1
available_macro,EQ,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,5,0.023897849055876982,1.2838370648447839,-7.057547791867426,10.693023228476209,0.782,1
available_macro,EQ,boosting_vs_linear_R,False,raw,1088,R,linear,R,boosting,10,0.023897849055876982,1.2838370648447839,-6.430233064594442,9.501059549083175,0.716,1
available_macro,EQ,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,1,0.0125847235039843,0.6964554009046164,-6.622204387721053,8.218974971584057,0.86,1
available_macro,EQ,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,5,0.0125847235039843,0.6964554009046164,-6.67990835212145,8.009683818599278,0.8635,1
available_macro,EQ,qrf_vs_linear_B,False,raw,1088,B,linear,B,qrf,10,0.0125847235039843,0.6964554009046164,-5.644609558313294,6.963193048425854,0.8365,1
available_macro,EQ,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,1,-0.029835141357367163,-1.6511165563957375,-9.363891414982273,7.925340841793894,0.729,2
available_macro,EQ,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,5,-0.029835141357367163,-1.6511165563957375,-9.01290522249732,6.870996729159247,0.71,2
available_macro,EQ,boosting_vs_linear_B,False,raw,1088,B,linear,B,boosting,10,-0.029835141357367163,-1.6511165563957375,-8.35820455384463,5.836791527363839,0.623,2
available_macro,EQ,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,1,0.05666311272740231,3.065281803659603,-6.10137400381308,13.103198566140271,0.5945,2
available_macro,EQ,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,5,0.05666311272740231,3.065281803659603,-6.286599464445495,12.366002562311694,0.5975,2
available_macro,EQ,qrf_vs_linear_F,False,raw,1088,F,linear,F,qrf,10,0.05666311272740231,3.065281803659603,-5.35586135867756,11.546021653466891,0.5595,2
available_macro,EQ,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,1,0.030230885979753357,1.635388178338315,-7.466883471444249,12.714178959331935,0.749,2
available_macro,EQ,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,5,0.030230885979753357,1.635388178338315,-7.6042364542847825,11.909139341056184,0.7345,2
available_macro,EQ,boosting_vs_linear_F,False,raw,1088,F,linear,F,boosting,10,0.030230885979753357,1.635388178338315,-6.993766705179105,10.858072750792147,0.6625,2
available_macro,EQ,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,1,-0.011789597012451395,-0.6524520392689803,-7.9467768701824415,7.432499488520344,0.8785,2
available_macro,EQ,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,5,-0.011789597012451395,-0.6524520392689803,-8.027895589296028,6.776075717411385,0.875,2
available_macro,EQ,nonlinear_B,False,raw,1088,B,linear,B,ml_selected,10,-0.011789597012451395,-0.6524520392689803,-7.300700829072491,5.719839284137013,0.849,2
available_macro,EQ,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,1,0.009495360269711308,0.5172868922737384,-0.8455268043906679,1.8639698748793414,0.4635,2
available_macro,EQ,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,5,0.009495360269711308,0.5172868922737384,-0.7903022938518968,1.9100672922716515,0.4535,2
available_macro,EQ,matched_market,False,raw,1088,R,matched_full_spec,B,matched_full_spec,10,0.009495360269711308,0.5172868922737384,-0.6469190635301966,1.8778476613060193,0.43,2
available_macro,EQ,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,1,0.00293750568966966,0.16086113257802737,-0.649130233652869,0.9717929506156349,0.704,2
available_macro,EQ,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,5,0.00293750568966966,0.16086113257802737,-0.5871538272501193,0.9175317711384773,0.6805,2
available_macro,EQ,matched_position,False,raw,1088,B,matched_full_spec,F,matched_full_spec,10,0.00293750568966966,0.16086113257802737,-0.3483367843389656,0.6766646926152066,0.549,2
available_macro,EQ,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,1,0.012432865959380972,0.6773159112981708,-0.9304731825333518,2.2843192036598916,0.417,2
available_macro,EQ,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,5,0.012432865959380972,0.6773159112981708,-0.8229864330071056,2.1204211749228525,0.383,2
available_macro,EQ,matched_total,False,raw,1088,R,matched_full_spec,F,matched_full_spec,10,0.012432865959380972,0.6773159112981708,-0.5954620270241286,2.061622392032092,0.326,2
available_macro,EQ,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,1,0.07246131001810333,4.126715833467887,0.6761726478905561,7.304802678128075,0.0195,3
available_macro,EQ,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,5,0.07246131001810333,4.126715833467887,-0.0033422793220306397,8.44424025344524,0.0715,3
available_macro,EQ,nonlinear_R,True,calibrated,1088,R,linear,R,ml_selected,10,0.07246131001810333,4.126715833467887,0.04516476821767649,7.91925815656419,0.06,3
available_macro,EQ,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,1,0.06760462009705198,3.8531976643626287,0.5738968222284744,6.844401209430044,0.0245,2
available_macro,EQ,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,5,0.06760462009705198,3.8531976643626287,0.03247480215768199,7.58771529507596,0.0745,2
available_macro,EQ,nonlinear_F,True,calibrated,1088,F,linear,F,ml_selected,10,0.06760462009705198,3.8531976643626287,0.0661717393911464,7.532574616830807,0.0625,2
available_macro,EQ,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,1,-0.00760636617942345,-0.4518330631448908,-2.011755902443044,1.1782493874883602,0.5705,1
available_macro,EQ,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,5,-0.00760636617942345,-0.4518330631448908,-2.1515607561624206,1.2790653216122818,0.6195,1
available_macro,EQ,market_B_vs_R,True,calibrated,1088,R,ml_selected,B,ml_selected,10,-0.00760636617942345,-0.4518330631448908,-1.9602773036625485,1.2401680261225723,0.605,1
available_macro,EQ,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,1,0.0041501769986578676,0.24541976240651797,-0.856512763558761,1.3732003373044892,0.682,3
available_macro,EQ,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,5,0.0041501769986578676,0.24541976240651797,-1.0480961710441052,1.5588828122985878,0.736,3
available_macro,EQ,position_F_vs_B,True,calibrated,1088,B,ml_selected,F,ml_selected,10,0.0041501769986578676,0.24541976240651797,-0.947516136487613,1.4003209264195868,0.7235,3
available_macro,EQ,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,1,-0.0034561891807655823,-0.20530441310833147,-1.4405206084185533,1.1288843758126,0.752,2
available_macro,EQ,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,5,-0.0034561891807655823,-0.20530441310833147,-1.4874240535805112,1.0868877159257053,0.7585,2
available_macro,EQ,total_F_vs_R,True,calibrated,1088,R,ml_selected,F,ml_selected,10,-0.0034561891807655823,-0.20530441310833147,-1.2988011255480691,0.9304299487446914,0.738,2
available_macro,EQ,ml_vs_threshold_F,True,calibrated,1088,F,threshold,F,ml_selected,1,0.04640034109439094,2.67699013980639,-1.2802131694661423,7.832546208837326,0.2765,3
