mode,definition,information,fold,strategy,candidate,kind,window,form,params,inner_score,inner_months,choice_source_information
available_macro,PCA,R,2026-01,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.414172560342141,"['2025-10', '2025-11', '2025-12']",R
available_macro,PCA,R,2026-01,boosting,29,boosting,all,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.4170850414809284,"['2025-10', '2025-11', '2025-12']",R
available_macro,PCA,R,2026-01,threshold,36,threshold,all,level,"{'band': [0.2, 0.8], 'alpha': 0.0}",1.4051777776741663,"['2025-10', '2025-11', '2025-12']",R
available_macro,PCA,R,2026-01,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.414172560342141,"['2025-10', '2025-11', '2025-12']",R
available_macro,PCA,R,2026-02,linear,10,linear,90,change,{'alpha': 0.01},1.6331249980103073,"['2025-11', '2025-12', '2026-01']",R
available_macro,PCA,R,2026-02,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.532627670808706,"['2025-11', '2025-12', '2026-01']",R
available_macro,PCA,R,2026-02,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.534215298658567,"['2025-11', '2025-12', '2026-01']",R
available_macro,PCA,R,2026-02,threshold,36,threshold,all,level,"{'band': [0.2, 0.8], 'alpha': 0.0}",1.5256169722307793,"['2025-11', '2025-12', '2026-01']",R
available_macro,PCA,R,2026-02,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.532627670808706,"['2025-11', '2025-12', '2026-01']",R
available_macro,PCA,R,2026-03,linear,0,linear,all,level,{'alpha': 0.0},1.6969983734680203,"['2025-12', '2026-01', '2026-02']",R
available_macro,PCA,R,2026-03,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6279690813221268,"['2025-12', '2026-01', '2026-02']",R
available_macro,PCA,R,2026-03,boosting,29,boosting,all,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.63409324403913,"['2025-12', '2026-01', '2026-02']",R
available_macro,PCA,R,2026-03,threshold,36,threshold,all,level,"{'band': [0.2, 0.8], 'alpha': 0.0}",1.6250017023284096,"['2025-12', '2026-01', '2026-02']",R
available_macro,PCA,R,2026-03,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6279690813221268,"['2025-12', '2026-01', '2026-02']",R
available_macro,PCA,B,2025-12,linear,10,linear,90,change,{'alpha': 0.01},1.2964119478560936,"['2025-09', '2025-10', '2025-11']",B
available_macro,PCA,B,2025-12,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.2820705544238011,"['2025-09', '2025-10', '2025-11']",B
available_macro,PCA,B,2025-12,boosting,35,boosting,90,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.295940138880126,"['2025-09', '2025-10', '2025-11']",B
available_macro,PCA,B,2025-12,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.2784035028091751,"['2025-09', '2025-10', '2025-11']",B
available_macro,PCA,B,2025-12,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.2820705544238011,"['2025-09', '2025-10', '2025-11']",B
available_macro,PCA,B,2026-01,linear,10,linear,90,change,{'alpha': 0.01},1.5006055146269468,"['2025-10', '2025-11', '2025-12']",B
available_macro,PCA,B,2026-01,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.4293079521860248,"['2025-10', '2025-11', '2025-12']",B
available_macro,PCA,B,2026-01,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.4396950742331798,"['2025-10', '2025-11', '2025-12']",B
available_macro,PCA,B,2026-01,threshold,56,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.455039575290822,"['2025-10', '2025-11', '2025-12']",B
available_macro,PCA,B,2026-01,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.4293079521860248,"['2025-10', '2025-11', '2025-12']",B
available_macro,PCA,B,2026-02,linear,10,linear,90,change,{'alpha': 0.01},1.6129745529136725,"['2025-11', '2025-12', '2026-01']",B
available_macro,PCA,B,2026-02,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5329508188562273,"['2025-11', '2025-12', '2026-01']",B
available_macro,PCA,B,2026-02,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.5404780295049785,"['2025-11', '2025-12', '2026-01']",B
available_macro,PCA,B,2026-02,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.5698543830264693,"['2025-11', '2025-12', '2026-01']",B
available_macro,PCA,B,2026-02,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5329508188562273,"['2025-11', '2025-12', '2026-01']",B
available_macro,PCA,B,2026-03,linear,4,linear,all,change,{'alpha': 0.01},1.672597139282534,"['2025-12', '2026-01', '2026-02']",B
available_macro,PCA,B,2026-03,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6334089143620163,"['2025-12', '2026-01', '2026-02']",B
available_macro,PCA,B,2026-03,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.643120285008632,"['2025-12', '2026-01', '2026-02']",B
available_macro,PCA,B,2026-03,threshold,56,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.670730992431766,"['2025-12', '2026-01', '2026-02']",B
available_macro,PCA,B,2026-03,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6334089143620163,"['2025-12', '2026-01', '2026-02']",B
available_macro,PCA,F,2025-12,linear,10,linear,90,change,{'alpha': 0.01},1.29591294616363,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,F,2025-12,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.285570409988224,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,F,2025-12,boosting,29,boosting,all,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.3011569115498578,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,F,2025-12,threshold,56,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.2948766368727134,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,F,2025-12,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.285570409988224,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,F,2026-01,linear,10,linear,90,change,{'alpha': 0.01},1.510872891382324,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,F,2026-01,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.423682813614671,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,F,2026-01,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.439841178005139,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,F,2026-01,threshold,56,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.4487218635639845,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,F,2026-01,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.423682813614671,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,F,2026-02,linear,10,linear,90,change,{'alpha': 0.01},1.6267844883836875,"['2025-11', '2025-12', '2026-01']",F
available_macro,PCA,F,2026-02,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5137008502275509,"['2025-11', '2025-12', '2026-01']",F
available_macro,PCA,F,2026-02,boosting,29,boosting,all,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.537635450481494,"['2025-11', '2025-12', '2026-01']",F
available_macro,PCA,F,2026-02,threshold,56,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.5569382479738085,"['2025-11', '2025-12', '2026-01']",F
