mode,definition,information,fold,strategy,candidate,kind,window,form,params,inner_score,inner_months,choice_source_information
available_macro,PCA,F,2026-02,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5137008502275509,"['2025-11', '2025-12', '2026-01']",F
available_macro,PCA,F,2026-03,linear,4,linear,all,change,{'alpha': 0.01},1.6704084032927264,"['2025-12', '2026-01', '2026-02']",F
available_macro,PCA,F,2026-03,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6093349144227218,"['2025-12', '2026-01', '2026-02']",F
available_macro,PCA,F,2026-03,boosting,29,boosting,all,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.6307868975287227,"['2025-12', '2026-01', '2026-02']",F
available_macro,PCA,F,2026-03,threshold,56,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.6584379238793594,"['2025-12', '2026-01', '2026-02']",F
available_macro,PCA,F,2026-03,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6093349144227218,"['2025-12', '2026-01', '2026-02']",F
available_macro,PCA,R,2025-12,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.285570409988224,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,R,2026-01,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.423682813614671,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,R,2026-02,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5137008502275509,"['2025-11', '2025-12', '2026-01']",F
available_macro,PCA,R,2026-03,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6093349144227218,"['2025-12', '2026-01', '2026-02']",F
available_macro,PCA,B,2025-12,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.285570409988224,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,B,2026-01,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.423682813614671,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,B,2026-02,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5137008502275509,"['2025-11', '2025-12', '2026-01']",F
available_macro,PCA,B,2026-03,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6093349144227218,"['2025-12', '2026-01', '2026-02']",F
available_macro,PCA,F,2025-12,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.285570409988224,"['2025-09', '2025-10', '2025-11']",F
available_macro,PCA,F,2026-01,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.423682813614671,"['2025-10', '2025-11', '2025-12']",F
available_macro,PCA,F,2026-02,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5137008502275509,"['2025-11', '2025-12', '2026-01']",F
available_macro,PCA,F,2026-03,matched_full_spec,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6093349144227218,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,R,2025-12,linear,6,linear,90,level,{'alpha': 0.0},1.4530322503189,"['2025-09', '2025-10', '2025-11']",R
strict,EQ,R,2025-12,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3935263225240242,"['2025-09', '2025-10', '2025-11']",R
strict,EQ,R,2025-12,boosting,35,boosting,90,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.4053350613716786,"['2025-09', '2025-10', '2025-11']",R
strict,EQ,R,2025-12,threshold,59,threshold,90,change,"{'band': [0.35, 0.65], 'alpha': 0.01}",1.4142821683959725,"['2025-09', '2025-10', '2025-11']",R
strict,EQ,R,2025-12,ml_selected,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3935263225240242,"['2025-09', '2025-10', '2025-11']",R
strict,EQ,R,2026-01,linear,11,linear,90,change,{'alpha': 0.05},1.8145935444926318,"['2025-10', '2025-11', '2025-12']",R
strict,EQ,R,2026-01,qrf,21,qrf,90,change,"{'max_depth': 5, 'min_samples_leaf': 20, 'max_features': 1.0}",1.669430918174938,"['2025-10', '2025-11', '2025-12']",R
strict,EQ,R,2026-01,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.617845022322293,"['2025-10', '2025-11', '2025-12']",R
strict,EQ,R,2026-01,threshold,54,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.0}",1.6291946466901421,"['2025-10', '2025-11', '2025-12']",R
strict,EQ,R,2026-01,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.617845022322293,"['2025-10', '2025-11', '2025-12']",R
strict,EQ,R,2026-02,linear,5,linear,all,change,{'alpha': 0.05},1.8934273924113343,"['2025-11', '2025-12', '2026-01']",R
strict,EQ,R,2026-02,qrf,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.7194859789999843,"['2025-11', '2025-12', '2026-01']",R
strict,EQ,R,2026-02,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6288683842153389,"['2025-11', '2025-12', '2026-01']",R
strict,EQ,R,2026-02,threshold,54,threshold,90,change,"{'band': [0.2, 0.8], 'alpha': 0.0}",1.6707972103564586,"['2025-11', '2025-12', '2026-01']",R
strict,EQ,R,2026-02,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6288683842153389,"['2025-11', '2025-12', '2026-01']",R
strict,EQ,R,2026-03,linear,4,linear,all,change,{'alpha': 0.01},1.9296904160356536,"['2025-12', '2026-01', '2026-02']",R
strict,EQ,R,2026-03,qrf,21,qrf,90,change,"{'max_depth': 5, 'min_samples_leaf': 20, 'max_features': 1.0}",1.7419147381499605,"['2025-12', '2026-01', '2026-02']",R
strict,EQ,R,2026-03,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6705271512452955,"['2025-12', '2026-01', '2026-02']",R
strict,EQ,R,2026-03,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.6430988167504241,"['2025-12', '2026-01', '2026-02']",R
strict,EQ,R,2026-03,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6705271512452955,"['2025-12', '2026-01', '2026-02']",R
strict,EQ,B,2025-12,linear,5,linear,all,change,{'alpha': 0.05},1.456602035514728,"['2025-09', '2025-10', '2025-11']",B
strict,EQ,B,2025-12,qrf,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.4052699737763872,"['2025-09', '2025-10', '2025-11']",B
strict,EQ,B,2025-12,boosting,33,boosting,90,change,"{'max_depth': 1, 'n_estimators': 150, 'min_samples_leaf': 20}",1.4530322774699398,"['2025-09', '2025-10', '2025-11']",B
strict,EQ,B,2025-12,threshold,59,threshold,90,change,"{'band': [0.35, 0.65], 'alpha': 0.01}",1.443496452765548,"['2025-09', '2025-10', '2025-11']",B
strict,EQ,B,2025-12,ml_selected,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.4052699737763872,"['2025-09', '2025-10', '2025-11']",B
strict,EQ,B,2026-01,linear,11,linear,90,change,{'alpha': 0.05},1.8145935444926318,"['2025-10', '2025-11', '2025-12']",B
strict,EQ,B,2026-01,qrf,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6896274371299762,"['2025-10', '2025-11', '2025-12']",B
strict,EQ,B,2026-01,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6921778420259848,"['2025-10', '2025-11', '2025-12']",B
strict,EQ,B,2026-01,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.7047248962659707,"['2025-10', '2025-11', '2025-12']",B
strict,EQ,B,2026-01,ml_selected,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6896274371299762,"['2025-10', '2025-11', '2025-12']",B
strict,EQ,B,2026-02,linear,5,linear,all,change,{'alpha': 0.05},1.8934273924113343,"['2025-11', '2025-12', '2026-01']",B
strict,EQ,B,2026-02,qrf,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6987038593024573,"['2025-11', '2025-12', '2026-01']",B
strict,EQ,B,2026-02,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6786936304270843,"['2025-11', '2025-12', '2026-01']",B
strict,EQ,B,2026-02,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.7179339098259483,"['2025-11', '2025-12', '2026-01']",B
strict,EQ,B,2026-02,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6786936304270843,"['2025-11', '2025-12', '2026-01']",B
strict,EQ,B,2026-03,linear,7,linear,90,level,{'alpha': 0.01},1.856709774796303,"['2025-12', '2026-01', '2026-02']",B
strict,EQ,B,2026-03,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.7279275541955508,"['2025-12', '2026-01', '2026-02']",B
strict,EQ,B,2026-03,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.7016959919532342,"['2025-12', '2026-01', '2026-02']",B
strict,EQ,B,2026-03,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.6308948682079853,"['2025-12', '2026-01', '2026-02']",B
strict,EQ,B,2026-03,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.7016959919532342,"['2025-12', '2026-01', '2026-02']",B
strict,EQ,F,2025-12,linear,5,linear,all,change,{'alpha': 0.05},1.456602035514728,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,F,2025-12,qrf,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3992944356300732,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,F,2025-12,boosting,29,boosting,all,change,"{'max_depth': 2, 'n_estimators': 250, 'min_samples_leaf': 40}",1.4559741056559854,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,F,2025-12,threshold,59,threshold,90,change,"{'band': [0.35, 0.65], 'alpha': 0.01}",1.4609887739857699,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,F,2025-12,ml_selected,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3992944356300732,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,F,2026-01,linear,11,linear,90,change,{'alpha': 0.05},1.8145935444926318,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,F,2026-01,qrf,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.704905487758894,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,F,2026-01,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6856714916410713,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,F,2026-01,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.6938372040600551,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,F,2026-01,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6856714916410713,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,F,2026-02,linear,5,linear,all,change,{'alpha': 0.05},1.8934273924113343,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,F,2026-02,qrf,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.7035142861284434,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,F,2026-02,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6587265444675132,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,F,2026-02,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.702516146817687,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,F,2026-02,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6587265444675132,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,F,2026-03,linear,4,linear,all,change,{'alpha': 0.01},1.8856693345805768,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,F,2026-03,qrf,16,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.725215722418466,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,F,2026-03,boosting,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6801644136471787,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,F,2026-03,threshold,44,threshold,all,change,"{'band': [0.2, 0.8], 'alpha': 0.01}",1.6296982716368835,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,F,2026-03,ml_selected,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6801644136471787,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,R,2025-12,matched_full_spec,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3992944356300732,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,R,2026-01,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6856714916410713,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,R,2026-02,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6587265444675132,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,R,2026-03,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6801644136471787,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,B,2025-12,matched_full_spec,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3992944356300732,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,B,2026-01,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6856714916410713,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,B,2026-02,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6587265444675132,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,B,2026-03,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6801644136471787,"['2025-12', '2026-01', '2026-02']",F
strict,EQ,F,2025-12,matched_full_spec,22,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3992944356300732,"['2025-09', '2025-10', '2025-11']",F
strict,EQ,F,2026-01,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6856714916410713,"['2025-10', '2025-11', '2025-12']",F
strict,EQ,F,2026-02,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6587265444675132,"['2025-11', '2025-12', '2026-01']",F
strict,EQ,F,2026-03,matched_full_spec,28,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6801644136471787,"['2025-12', '2026-01', '2026-02']",F
