definition,category,reference_policy,reference_family,new_policy,new_family,endpoint,sample,block_days,n,difference,difference_lo,difference_hi,improvement_pct,improvement_lo,improvement_hi,ratio_valid_fraction,p_centered_boot,reference_mean,new_mean
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,full,5,509,-0.006445185757128146,-0.08038496523620513,0.06719595000467013,-0.34438980690821636,-4.383340046355937,3.630266156718487,1.0,0.8755,1.8714798254310292,1.8779250111881571
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,full,5,509,-0.0047642436149312375,-0.010953931241299597,0.0010910910062949905,-8.818181818181817,-22.788056665715107,1.912150092838509,1.0,0.1305,0.05402750491159136,0.0587917485265226
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,full,5,509,-0.010532725043880557,-0.0457125784391784,0.02360010863569802,-0.5656161521808439,-2.5776417293754355,1.2547208276917547,1.0,0.556,1.8621683633449244,1.872701088388805
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,full,5,509,-0.0010805500982318272,-0.0038393114376260437,0.001522041062801932,-1.9197207678883073,-7.472585309427417,2.5290490178583664,1.0,0.441,0.056286836935167,0.05736738703339882
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,full,5,509,-0.015756647843232666,-0.07661761862903378,0.04402651659878993,-0.8461451796404569,-4.4382044037063615,2.1382043259498373,1.0,0.6175,1.8621683633449244,1.8779250111881571
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,full,5,509,-0.002504911591355599,-0.01065945165945166,0.004817623557265462,-4.450261780104712,-20.716422644356058,7.63889448501637,1.0,0.533,0.056286836935167,0.0587917485265226
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,full,5,509,-0.0158746270735127,-0.061077457403685156,0.023797618491313923,-0.8525347761231855,-3.362232313527186,1.2193498592394132,1.0,0.4755,1.8620503841146445,1.8779250111881571
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,full,5,509,-0.004027504911591356,-0.011300173116089614,0.0010929494179111963,-7.3542600896860995,-21.375350140056025,1.9597549454432668,1.0,0.2155,0.054764243614931235,0.0587917485265226
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,full,10,509,0.11578172518186279,0.033719541924309385,0.2043128822222335,5.807359882460386,1.8897747829388152,9.415045285333013,1.0,0.01,1.99370673637002,1.8779250111881571
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,full,10,509,0.008202357563850687,0.0018233671767090601,0.01554725384777567,12.243401759530789,2.8410148253830414,22.762679838631286,1.0,0.0165,0.06699410609037329,0.0587917485265226
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,full,10,509,0.14331570500574126,0.004647813733933909,0.2784140140731218,7.090481794549052,0.24803253917274723,13.14280129610096,1.0,0.035,2.0212407161938986,1.8779250111881571
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,full,10,509,0.004469548133595285,-0.005783988209927516,0.015328073250192266,7.065217391304348,-10.61032817774986,21.6477750365497,1.0,0.414,0.06326129666011789,0.0587917485265226
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,full,10,509,0.06844550012892435,-0.016558920296814172,0.16404296344072833,3.5165709576337667,-0.9512084922336984,7.653043622921548,1.0,0.144,1.9463705113170817,1.8779250111881571
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,full,10,509,-0.0073182711198428296,-0.012713272408217992,-0.0026851480381930534,-14.217557251908396,-28.71851220152191,-4.765972935936965,1.0,0.008,0.05147347740667977,0.0587917485265226
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,full,10,509,-0.006445185757128146,-0.06402190764532757,0.05180208273161591,-0.34438980690821636,-3.4506560085641063,2.822296163584874,1.0,0.8305,1.8714798254310292,1.8779250111881571
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,full,10,509,-0.0047642436149312375,-0.009669410838137183,-0.0005126297712583077,-8.818181818181817,-19.65142907864371,-0.9275424853956488,1.0,0.0415,0.05402750491159136,0.0587917485265226
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,full,10,509,-0.010532725043880557,-0.03807014154213751,0.015285591364094304,-0.5656161521808439,-2.1164956276508433,0.8354505000230058,1.0,0.4665,1.8621683633449244,1.872701088388805
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,full,10,509,-0.0010805500982318272,-0.0035286073448142913,0.0013377367628067142,-1.9197207678883073,-7.021791767554477,2.283564320289347,1.0,0.383,0.056286836935167,0.05736738703339882
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,full,10,509,-0.015756647843232666,-0.06618882706551305,0.03383681649211101,-0.8461451796404569,-3.803448593101808,1.742095853592791,1.0,0.5505,1.8621683633449244,1.8779250111881571
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,full,10,509,-0.002504911591355599,-0.00905900248712027,0.004294875653245336,-4.450261780104712,-18.694715093968828,6.702976110881789,1.0,0.487,0.056286836935167,0.0587917485265226
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,full,10,509,-0.0158746270735127,-0.05355740607981238,0.02353997111851761,-0.8525347761231855,-3.0419212430385056,1.213338965998007,1.0,0.417,1.8620503841146445,1.8779250111881571
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,full,10,509,-0.004027504911591356,-0.009051271817584002,0.0007607263889576015,-7.3542600896860995,-18.029613344588217,1.3103493543883349,1.0,0.127,0.054764243614931235,0.0587917485265226
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.11421439953386789,-0.036910629388164244,0.2843258225434645,5.3528394712479335,-2.0096801263243584,11.348834543155936,1.0,0.161,2.133716136031267,2.0195017364973995
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.005615942028985506,-0.02587348090277778,0.010962703962703962,-8.157894736842104,-43.36136639500608,14.935438125093292,1.0,0.565,0.06884057971014493,0.07445652173913045
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,nonoverlap,5,138,-0.041182878020326136,-0.27103037019224674,0.1760211684818526,-2.081710834623953,-14.975221221050953,8.666390855202055,1.0,0.732,1.978318858477073,2.0195017364973995
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.007789855072463769,-0.030677107959022856,0.01603448275862069,-11.684782608695654,-55.88995943204868,19.965238672788693,1.0,0.5095,0.06666666666666667,0.07445652173913045
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.11598330663723876,-0.06540900260394979,0.31097480668676,5.431239474615522,-3.8796656666810856,11.9094884435451,1.0,0.23,2.1354850431346377,2.0195017364973995
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.016485507246376815,-0.033854166666666664,9.7061689661152e-19,-28.437500000000004,-79.17385057471263,1.4133866035220323e-15,1.0,0.0605,0.057971014492753624,0.07445652173913045
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.04270765170139328,-0.08560319125560517,0.169268737172154,2.0709658265446884,-4.651525852794577,7.493971356063131,1.0,0.509,2.0622093881987924,2.0195017364973995
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.007065217391304349,-0.021814191741855195,0.007249021474664125,-10.483870967741936,-43.675301810865186,8.803152246814218,1.0,0.3475,0.06739130434782609,0.07445652173913045
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,nonoverlap,5,138,-0.01932957389643903,-0.06636259002353516,0.023216815206748377,-0.9787521658237771,-3.571356328601461,1.1371250432455067,1.0,0.3975,1.974920165838927,1.994249739735366
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,nonoverlap,5,138,-0.006159420289855072,-0.018057628524046434,0.001655024509803921,-10.059171597633133,-33.34108527131783,2.820663650075414,1.0,0.3145,0.061231884057971024,0.06739130434782609
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,nonoverlap,5,138,-0.0445815706584721,-0.1594861873181104,0.06161024996287175,-2.257385965752913,-8.459107367035603,2.990980893350247,1.0,0.425,1.974920165838927,2.0195017364973995
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.013224637681159421,-0.031393119747899156,0.0026050772144522133,-21.59763313609467,-61.08803258145365,4.078631815044857,1.0,0.142,0.061231884057971024,0.07445652173913045
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,nonoverlap,5,138,-0.0007876843780213697,-0.09704740384325347,0.09421217782684271,-0.039019116015683704,-5.018261003420847,4.620171082587811,1.0,0.9885,2.018714052119378,2.0195017364973995
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.006521739130434783,-0.01875674460431655,0.0015043290043290042,-9.600000000000001,-30.6714711007842,2.4288164665523118,1.0,0.2255,0.06793478260869565,0.07445652173913045
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2025-12,5,139,0.24436058138838934,0.06181301786782458,0.5305462953784765,10.419059621705992,3.82617830130963,14.531004291226253,1.0,0.046,2.3453228051341,2.100962223745711
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2025-12,5,139,0.007194244604316547,-0.009069497699386503,0.026651729559748427,11.111111111111112,-16.680555555555554,39.74584687612857,1.0,0.413,0.06474820143884892,0.05755395683453238
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2025-12,5,139,0.37652251976527445,0.05226959596973544,0.660038236831177,15.197773497958371,3.1814763013850325,26.27645475493337,1.0,0.0105,2.4774847435109852,2.100962223745711
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2025-12,5,139,0.01870503597122302,0.00036763550667714203,0.035832920500117944,24.52830188679245,0.7544191919191924,42.505681818181806,1.0,0.039,0.0762589928057554,0.05755395683453238
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2025-12,5,139,0.2729617289912202,0.002208716848580325,0.6059655383785523,11.498335010964388,0.14910958321036905,16.5653480507331,1.0,0.073,2.3739239527369307,2.100962223745711
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2025-12,5,139,0.0021582733812949644,-0.011979381887052342,0.0184725677169707,3.6144578313253017,-36.80147058823529,24.182310744810735,1.0,0.7675,0.05971223021582734,0.05755395683453238
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2025-12,5,139,0.016598197476767638,-0.1441192116302913,0.16437276414811125,0.7838358381852176,-8.20147614206667,7.999748795707109,1.0,0.8255,2.1175604212224783,2.100962223745711
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2025-12,5,139,0.004316546762589928,-0.008814851814851815,0.020195466030320044,6.976744186046511,-23.758152173913047,26.91482383808095,1.0,0.5615,0.06187050359712231,0.05755395683453238
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2025-12,5,139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.176910461076422,2.176910461076422
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2025-12,5,139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06366906474820144,0.06366906474820144
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2025-12,5,139,0.07594823733071102,-0.07754051818570411,0.22276327196772455,3.4888085058471683,-5.487045553818136,8.847014302035129,1.0,0.3395,2.176910461076422,2.100962223745711
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2025-12,5,139,0.006115107913669066,-0.005007633587786259,0.0195460729746444,9.6045197740113,-12.177402738494385,27.55667466027178,1.0,0.337,0.06366906474820144,0.05755395683453238
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2025-12,5,139,-0.00978583848853818,-0.07733995387053741,0.06078271745079665,-0.46795854034736145,-5.940329480674629,1.927278238802611,1.0,0.7885,2.0911763852571723,2.100962223745711
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2025-12,5,139,-0.0028776978417266188,-0.011862383977651615,0.004010011215199894,-5.263157894736841,-29.970360885853836,7.947898962667759,1.0,0.5085,0.05467625899280577,0.05755395683453238
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2026-01,5,137,-0.012544638073996209,-0.23409225555822552,0.1485480816198115,-0.8595520169495615,-16.408808515770396,9.551675139401418,1.0,0.8825,1.4594390829906374,1.4719837210646336
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2026-01,5,137,0.010401459854014599,-0.006009477654698243,0.028832818641212808,14.54081632653061,-9.22222222222222,37.79539656771799,1.0,0.238,0.07153284671532847,0.06113138686131387
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2026-01,5,137,0.06521886927589483,-0.06870747232304188,0.19074663626384933,4.242698372076465,-4.680009827522469,11.983625334330826,1.0,0.3455,1.5372025903405282,1.4719837210646336
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2026-01,5,137,-0.004927007299270072,-0.02765472042475527,0.012811761811023609,-8.766233766233764,-53.608374384236456,20.537409584086795,1.0,0.645,0.0562043795620438,0.06113138686131387
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2026-01,5,137,-0.06678582186884381,-0.13096011032413896,0.005124149273249177,-4.752769834559678,-10.070044253769616,0.32922712109385166,1.0,0.0505,1.4051978991957899,1.4719837210646336
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2026-01,5,137,-0.013686131386861315,-0.02726161858974359,-0.0006219454887218062,-28.84615384615385,-67.42512332628613,-1.3348214285714324,1.0,0.042,0.04744525547445255,0.06113138686131387
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2026-01,5,137,-0.028624456506963877,-0.18101121573666656,0.11834159886278013,-1.983183065356642,-12.375100100021935,8.122818583606433,1.0,0.702,1.4433592645576696,1.4719837210646336
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2026-01,5,137,-0.0034671532846715335,-0.018013562658481246,0.00814414983164983,-6.012658227848102,-41.67792792792794,13.301583374567043,1.0,0.6315,0.05766423357664234,0.06113138686131387
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2026-01,5,137,-0.04554553183942744,-0.1109010424418572,0.012165153934086924,-3.2681674426863467,-7.809006953379118,0.9199471959398468,1.0,0.1505,1.3936107203243608,1.4391562521637882
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2026-01,5,137,-0.002737226277372263,-0.007191372863247864,0.0011477828746177363,-5.016722408026756,-18.69450934579439,1.8315018315018314,1.0,0.217,0.054562043795620435,0.0572992700729927
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2026-01,5,137,-0.07837300074027277,-0.14578409284989105,-0.013545706682104862,-5.62373693006836,-10.703949010630845,-1.0227174556763583,1.0,0.0265,1.3936107203243608,1.4719837210646336
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2026-01,5,137,-0.006569343065693431,-0.013335271317829458,-0.000740740740740741,-12.040133779264215,-33.16855483625285,-1.2216101570094566,1.0,0.039,0.054562043795620435,0.06113138686131387
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2026-01,5,137,-8.3990420916744e-06,-0.019649377312657795,0.018701466542461413,-0.0005705966646325188,-1.3807723267721308,1.303606697267056,1.0,1.0,1.4719753220225418,1.4719837210646336
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2026-01,5,137,0.0003649635036496349,-0.004547348484848485,0.004423442064264849,0.5934718100890207,-8.834715579525795,6.531057109492299,1.0,0.88,0.061496350364963495,0.06113138686131387
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2026-02,5,128,0.3577248105394036,0.19167267123854764,0.519419813406738,16.59716286807813,9.58315063117772,23.62045488376121,1.0,0.0005,2.155337110220371,1.7976122996809676
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2026-02,5,128,0.014453125,0.007474425359939379,0.02227770742190498,24.666666666666668,12.125735294117646,41.780821917808204,1.0,0.0005,0.05859375,0.044140625
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2026-02,5,128,0.16319624050150627,-0.18914709353498613,0.4854608520197919,8.322905431976501,-9.601279781118913,24.97883386948623,1.0,0.3695,1.9608085401824737,1.7976122996809676
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2026-02,5,128,0.013671875,-0.004492297226123596,0.03955180980705063,23.64864864864865,-8.867721518987342,54.84161955437312,1.0,0.2785,0.057812499999999996,0.044140625
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2026-02,5,128,0.14310411780042004,-0.026891969018703173,0.28920996454618647,7.373777874571542,-1.3010768605083916,15.86615256657498,1.0,0.0755,1.9407164174813878,1.7976122996809676
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.012109375000000002,-0.020106844594254665,-0.004336453065252254,-37.804878048780495,-62.499999999999986,-14.39183501683502,1.0,0.0025,0.03203125,0.044140625
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2026-02,5,128,0.115588391113426,0.02867034990349365,0.2111974694803167,6.041623948266072,1.4497710159058863,10.738900675160785,1.0,0.016,1.9132006907943935,1.7976122996809676
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.008203125000000002,-0.01386138613861386,-0.0026839233567293413,-22.826086956521745,-36.540806754221386,-8.974358974358974,1.0,0.004,0.0359375,0.044140625
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2026-02,5,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7839725041349799,1.7839725041349799
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2026-02,5,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0427734375,0.0427734375
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2026-02,5,128,-0.013639795545987663,-0.1182083129568564,0.0781756253296399,-0.7645743145913219,-6.312825519634986,4.909388542787763,1.0,0.809,1.7839725041349799,1.7976122996809676
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.0013671875000000003,-0.006343916013154567,0.00369727307398932,-3.1963470319634713,-13.30428134556575,10.528846153846152,1.0,0.611,0.0427734375,0.044140625
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2026-02,5,128,-0.013639795545987663,-0.1182083129568564,0.0781756253296399,-0.7645743145913219,-6.312825519634986,4.909388542787763,1.0,0.809,1.7839725041349799,1.7976122996809676
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.0013671875000000003,-0.006343916013154567,0.00369727307398932,-3.1963470319634713,-13.30428134556575,10.528846153846152,1.0,0.611,0.0427734375,0.044140625
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2026-03,5,105,-0.18193698122213475,-0.30498223150388826,-0.028776800923610752,-8.969964453668439,-13.941783610349265,-1.608250839294143,1.0,0.0125,2.028290994483575,2.21022797570571
EQ,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.0009523809523809532,-0.00909090909090909,0.01204629629629629,-1.2820512820512833,-15.79365079365079,14.499823259102149,1.0,0.873,0.07428571428571429,0.07523809523809524
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2026-03,5,105,-0.08774324070896435,-0.2745664742952783,0.053926372159658835,-4.133986891034055,-13.983741956849178,2.5118335276050474,1.0,0.2955,2.1224847349967457,2.21022797570571
EQ,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.013333333333333332,-0.04926923076923076,0.0057377049180327875,-21.538461538461533,-89.13043478260867,8.339201877934267,1.0,0.4265,0.061904761904761914,0.07523809523809524
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2026-03,5,105,-0.11686276425313595,-0.31312864043252825,0.08629197812003958,-5.582531113720264,-13.845207526978463,4.692989804924796,1.0,0.246,2.0933652114525745,2.21022797570571
EQ,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.005714285714285715,-0.012745098039215686,-0.0008126803042223974,-8.219178082191782,-24.515306122448976,-0.9146630813033875,1.0,0.07,0.06952380952380953,0.07523809523809524
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2026-03,5,105,-0.15677630972108003,-0.33304411266708434,0.030986030786141663,-7.634769900751757,-17.531931943408658,1.7391947154878045,1.0,0.104,2.05345166598463,2.21022797570571
EQ,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.014285714285714287,-0.031186155913978497,-0.003844685848502644,-23.4375,-43.94242424242424,-6.975129198966409,1.0,0.0415,0.06095238095238095,0.07523809523809524
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2026-03,5,105,0.008367436330155766,-0.13689040938230043,0.15878235304457014,0.38878698973192544,-7.14396842502494,6.19741932108588,1.0,0.9135,2.152190415611706,2.14382297928155
EQ,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2026-03,5,105,-0.0016666666666666655,-0.013362269207861823,0.011111111111111112,-2.5547445255474432,-29.30387596899224,12.682926829268292,1.0,0.785,0.06523809523809525,0.0669047619047619
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2026-03,5,105,-0.058037560094004466,-0.2187208687846491,0.08037842793817775,-2.6966740337196766,-11.403086330926945,3.4160692514476665,1.0,0.4125,2.152190415611706,2.21022797570571
EQ,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.01,-0.04934294871794872,0.02050277777777778,-15.32846715328467,-90.36718301778542,23.750618811881186,1.0,0.575,0.06523809523809525,0.07523809523809524
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2026-03,5,105,-0.047361039351030254,-0.20258739189289185,0.08198937812642104,-2.189734308429213,-8.429061436346302,3.9077396282564734,1.0,0.526,2.1628669363546797,2.21022797570571
EQ,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.014523809523809522,-0.051553643724696355,0.003073928121059269,-23.921568627450977,-93.18181818181816,5.618768792530465,1.0,0.4095,0.060714285714285714,0.07523809523809524
CAP,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,full,1,509,0.11419669176152186,0.007123434159105805,0.21258835415684355,7.717916563068848,0.46472439376483815,14.042136521765425,1.0,0.0335,1.4796310743752616,1.3654343826137396
CAP,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,full,1,509,-0.0007367387033398817,-0.008457757103344229,0.006163359376996938,-1.425855513307984,-18.475505075636935,11.34670594216334,1.0,0.843,0.05166994106090373,0.05240667976424362
CAP,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,full,1,509,0.11605025436310946,0.0272760503536048,0.21178152287158544,7.83337548473835,1.9884342172523406,13.290000425241299,1.0,0.011,1.4814846369768493,1.3654343826137396
CAP,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,full,1,509,-0.004469548133595284,-0.01054173251555288,0.00084331833698822,-9.323770491803277,-25.12430501541209,1.7941484411354032,1.0,0.135,0.04793713163064833,0.05240667976424362
CAP,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,full,1,509,0.10030504496721497,0.008478136508489192,0.19027676333439464,6.843306735137612,0.6134962494442777,12.510866073154011,1.0,0.032,1.4657394275809548,1.3654343826137396
CAP,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,full,1,509,0.00024557956777995895,-0.008918142525827536,0.009705004078239456,0.4664179104477578,-20.141059027777786,16.703036104150314,1.0,0.955,0.05265225933202358,0.05240667976424362
CAP,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,full,1,509,0.07174509320483761,0.018144105637674563,0.12856108820528692,4.992076105454652,1.2973773194577731,8.642879264836946,1.0,0.012,1.4371794758185772,1.3654343826137396
CAP,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,full,1,509,-0.008595284872298626,-0.01750324351297405,-0.00024881381882125046,-19.618834080717484,-40.894421172886524,-0.5976427513575882,1.0,0.0525,0.043811394891945,0.05240667976424362
CAP,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,full,1,509,0.006387235472439978,-0.041035998090129706,0.06286033557861681,0.4782020523806127,-3.155287818294471,4.379413867354058,1.0,0.79,1.335677134935469,1.329289899463029
CAP,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,full,1,509,-0.0022102161100196463,-0.007601873727087577,0.0021392284186401837,-4.4204322200392925,-15.325357227709333,4.306459514311707,1.0,0.3645,0.05,0.05221021611001965
CAP,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,full,1,509,-0.029757247678270843,-0.10258175106885496,0.033658007684489406,-2.2278772990830986,-7.639180546042761,2.4338654141069798,1.0,0.379,1.335677134935469,1.3654343826137396
CAP,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,full,1,509,-0.002406679764243615,-0.008944171899529042,0.0038447656030489233,-4.81335952848723,-20.05214878314094,7.8251774847870115,1.0,0.4675,0.05,0.05240667976424362
CAP,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,full,1,509,0.005126635812382064,-0.003349199627893453,0.014637426198796929,0.37405381763076956,-0.24750294796047712,1.0104030835679358,1.0,0.271,1.3705610184261217,1.3654343826137396
CAP,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,full,1,509,-0.00014734774066797645,-0.000373134328358209,0.0,-0.2819548872180451,-0.7795970211581293,0.0,1.0,0.2185,0.05225933202357564,0.05240667976424362
CAP,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,full,5,509,0.11419669176152186,-0.00981047181180138,0.24493437859620165,7.717916563068848,-0.7313762268580438,15.014846248718145,1.0,0.078,1.4796310743752616,1.3654343826137396
CAP,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,full,5,509,-0.0007367387033398817,-0.007774064171122996,0.0061329636680760285,-1.425855513307984,-16.35120576001922,11.520195716663052,1.0,0.854,0.05166994106090373,0.05240667976424362
CAP,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,full,5,509,0.11605025436310946,-0.01502990541695648,0.25655319983599656,7.83337548473835,-1.163248062868843,15.560875046299675,1.0,0.1025,1.4814846369768493,1.3654343826137396
CAP,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,full,5,509,-0.004469548133595284,-0.00907321288370579,-0.0001300200803212861,-9.323770491803277,-20.549273687685712,-0.2465203726568647,1.0,0.0515,0.04793713163064833,0.05240667976424362
CAP,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,full,5,509,0.10030504496721497,0.02086383513544228,0.17675009043432222,6.843306735137612,1.5350937366396145,11.864382108375622,1.0,0.0125,1.4657394275809548,1.3654343826137396
