definition,category,reference_policy,reference_family,new_policy,new_family,endpoint,sample,block_days,n,difference,difference_lo,difference_hi,improvement_pct,improvement_lo,improvement_hi,ratio_valid_fraction,p_centered_boot,reference_mean,new_mean
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,full,1,509,0.0027504741693631183,-0.04067897157263005,0.04952371186106363,0.14871405537840737,-2.267670261313433,2.5992886940572215,1.0,0.906,1.849505187902014,1.846754713732651
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,full,1,509,0.0008349705304518667,-0.0018224045691150957,0.0034391040874524707,1.4579759862778732,-3.2511529735559943,6.094862905767413,1.0,0.552,0.05726915520628685,0.05643418467583498
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,full,1,509,-0.008303139249512108,-0.11579124780695907,0.11367031060629137,-0.4489384135727012,-6.556793357706059,5.973963194901204,1.0,0.8925,1.849505187902014,1.857808327151526
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,full,1,509,-0.0003438113948919449,-0.008664255212159544,0.006265354672199805,-0.6003430531732415,-15.080993840322199,11.14130434782609,1.0,0.9345,0.05726915520628685,0.05761296660117879
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,full,1,509,0.035452566386319585,-0.03944251882780205,0.11036130906511984,1.8725663487439956,-2.0645730904567654,5.84213565572647,1.0,0.347,1.8932608935378459,1.857808327151526
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,full,1,509,-0.0007367387033398828,-0.007981751477034497,0.0056719116170070305,-1.2953367875647679,-13.937102847933163,9.909274745872686,1.0,0.826,0.05687622789783891,0.05761296660117879
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,full,5,509,0.12734099479627087,0.02942304311763433,0.23054495364889077,6.414680920391718,1.556322876744304,10.337530152712189,1.0,0.0145,1.9851493219477967,1.857808327151526
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,full,5,509,0.00918467583497053,0.0015641001024065565,0.017462800608391203,13.75,2.3637234208880593,25.873879433545543,1.0,0.03,0.06679764243614932,0.05761296660117879
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,full,5,509,0.1592675848176395,-0.03738356141500655,0.40867521958650255,7.8959638490826505,-1.9838140003694065,19.09089358927781,1.0,0.1465,2.0170759119691657,1.857808327151526
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,full,5,509,-0.0006385068762278973,-0.012278633750708009,0.010422739087484178,-1.1206896551724128,-23.940149006622516,16.903671401419302,1.0,0.9245,0.05697445972495088,0.05761296660117879
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,full,5,509,0.0800451120168448,-0.02888870128262906,0.19893823243881043,4.130607113982579,-1.7025090917024766,8.832538353298336,1.0,0.159,1.9378534391683708,1.857808327151526
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,full,5,509,-0.006139489194499017,-0.011728933444358979,-0.00043956399661141147,-11.927480916030532,-25.430883304389287,-0.7834903333230551,1.0,0.0305,0.05147347740667977,0.05761296660117879
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,full,5,509,-0.0037903361985758945,-0.083439450568723,0.07786787109587928,-0.20443901931219624,-4.577318286474342,4.174771450953914,1.0,0.93,1.8540179909529502,1.857808327151526
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,full,5,509,-0.00594302554027505,-0.012736575097336673,0.0001972973607589001,-11.501901140684412,-27.845922459893046,0.3505501851090096,1.0,0.0745,0.05166994106090374,0.05761296660117879
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,full,5,509,0.0027504741693631183,-0.03155420117915514,0.03561387805515842,0.14871405537840737,-1.83905767278995,1.9113339164761534,1.0,0.88,1.849505187902014,1.846754713732651
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,full,5,509,0.0008349705304518667,-0.0011769714979550105,0.0025299468496767733,1.4579759862778732,-2.1597873216578267,4.462534690101759,1.0,0.382,0.05726915520628685,0.05643418467583498
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,full,5,509,-0.008303139249512108,-0.0869617197599441,0.06720963870820758,-0.4489384135727012,-4.996333531862801,3.4988313918588534,1.0,0.828,1.849505187902014,1.857808327151526
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,full,5,509,-0.0003438113948919449,-0.009631770457435474,0.007037333253384311,-0.6003430531732415,-18.25481677590913,11.214059493606223,1.0,0.9415,0.05726915520628685,0.05761296660117879
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,full,5,509,0.035452566386319585,-0.019523582159258958,0.0877489025396831,1.8725663487439956,-1.1117590606398653,4.379028898282623,1.0,0.1835,1.8932608935378459,1.857808327151526
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,full,5,509,-0.0007367387033398828,-0.008038676786426205,0.005532246278084665,-1.2953367875647679,-15.485904799630292,9.117343732606527,1.0,0.8205,0.05687622789783891,0.05761296660117879
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,full,10,509,0.12734099479627087,0.047866551867851125,0.21060409354091403,6.414680920391718,2.6626439853211226,9.692200917498417,1.0,0.003,1.9851493219477967,1.857808327151526
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,full,10,509,0.00918467583497053,0.0013721235578241352,0.01773473400494875,13.75,2.163812766520116,25.736639167862272,1.0,0.029,0.06679764243614932,0.05761296660117879
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,full,10,509,0.1592675848176395,-0.02867033070894903,0.4009639144487345,7.8959638490826505,-1.5721210335726654,18.06299558173048,1.0,0.146,2.0170759119691657,1.857808327151526
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,full,10,509,-0.0006385068762278973,-0.011175809938017606,0.010960460699431287,-1.1206896551724128,-22.40642585551331,17.792232764428473,1.0,0.9195,0.05697445972495088,0.05761296660117879
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,full,10,509,0.0800451120168448,-0.007707528420193299,0.17228755857111,4.130607113982579,-0.43942196208259854,8.064165687028497,1.0,0.082,1.9378534391683708,1.857808327151526
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,full,10,509,-0.006139489194499017,-0.011303218482905983,-0.0015181777611723453,-11.927480916030532,-24.903726871320444,-2.7437127024722936,1.0,0.015,0.05147347740667977,0.05761296660117879
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,full,10,509,-0.0037903361985758945,-0.06428277220733403,0.05846409447092091,-0.20443901931219624,-3.3997374562936185,3.205494904989449,1.0,0.897,1.8540179909529502,1.857808327151526
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,full,10,509,-0.00594302554027505,-0.011083546704418405,-0.0008885577626612783,-11.501901140684412,-24.747905888149784,-1.4852426984779954,1.0,0.022,0.05166994106090374,0.05761296660117879
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,full,10,509,0.0027504741693631183,-0.01999159529772514,0.02544778871838528,0.14871405537840737,-1.1373628040606107,1.3810027644740372,1.0,0.805,1.849505187902014,1.846754713732651
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,full,10,509,0.0008349705304518667,-0.0005435320705983642,0.0023075071988514456,1.4579759862778732,-0.9795762465628481,4.0906303900894345,1.0,0.2885,0.05726915520628685,0.05643418467583498
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,full,10,509,-0.008303139249512108,-0.06726058834780019,0.0495434215698367,-0.4489384135727012,-3.8778203830128617,2.5213344940523688,1.0,0.778,1.849505187902014,1.857808327151526
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,full,10,509,-0.0003438113948919449,-0.00728574101796407,0.006776555723965416,-0.6003430531732415,-14.228417009570888,10.86405907604986,1.0,0.93,0.05726915520628685,0.05761296660117879
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,full,10,509,0.035452566386319585,-0.004783430002785978,0.07447727280639412,1.8725663487439956,-0.28235605869247565,3.698746293660733,1.0,0.081,1.8932608935378459,1.857808327151526
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,full,10,509,-0.0007367387033398828,-0.0065454496695322275,0.005177252605316612,-1.2953367875647679,-13.101642955182419,8.058367110934592,1.0,0.826,0.05687622789783891,0.05761296660117879
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.1165754405120653,-0.026302810568517562,0.28562041206194916,5.487603040081097,-1.4833645103617255,11.67874470104524,1.0,0.131,2.1243417145993586,2.0077662740872935
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.007246376811594203,-0.03377862595419848,0.012589064819396338,-10.638297872340425,-58.149183290935866,17.66166927724323,1.0,0.5565,0.06811594202898551,0.07536231884057971
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.30857413785112514,-0.2492886344205139,1.1737090413694409,13.321623033502936,-13.427977215951554,39.061033682432644,1.0,0.4755,2.3163404119384183,2.0077662740872935
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.014492753623188404,-0.04401123125876389,0.012307979334098737,-23.809523809523803,-93.98478835978835,17.02248549323017,1.0,0.315,0.06086956521739131,0.07536231884057971
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.11123027900246127,-0.04437904176059165,0.2865429787454818,5.249195844149629,-2.5693130014637706,11.081732917993108,1.0,0.187,2.1189965530897545,2.0077662740872935
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.016666666666666666,-0.03257696969696971,-0.0023049645390070925,-28.39506172839506,-75.38693633952256,-3.455945435827042,1.0,0.0265,0.05869565217391305,0.07536231884057971
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.03468673719211325,-0.08284523390052467,0.15477680568232136,1.698288136890123,-4.4525892821363,7.078404017382148,1.0,0.557,2.042453011279407,2.0077662740872935
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.012318840579710144,-0.025568842494714594,-0.0019222620599739248,-19.540229885057467,-55.15133378932969,-2.4676302318578753,1.0,0.0405,0.06304347826086958,0.07536231884057971
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,nonoverlap,5,138,-0.01591987191134683,-0.06118451107406784,0.02198556440884499,-0.8174855404855299,-3.3556468442112073,1.1311864735724522,1.0,0.4875,1.9474193882244726,1.9633392601358195
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,nonoverlap,5,138,-0.0005434782608695651,-0.005173052362707535,0.0030992536357229805,-0.8379888268156422,-7.988556289031624,5.383584717862336,1.0,0.811,0.06485507246376812,0.0653985507246377
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,nonoverlap,5,138,-0.060346885862820755,-0.18611498418422745,0.05455615302766434,-3.098813035739622,-9.913929153052928,2.7972063891207712,1.0,0.334,1.9474193882244726,2.0077662740872935
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.010507246376811594,-0.031051523297491043,0.004115981543624157,-16.201117318435752,-53.6175629229554,6.5962366155784125,1.0,0.249,0.06485507246376812,0.07536231884057971
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,nonoverlap,5,138,0.011830391925905756,-0.10676729047991657,0.12976035560205781,0.5857799294776832,-5.58297757175687,6.249718255381528,1.0,0.8425,2.0195966660131988,2.0077662740872935
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,nonoverlap,5,138,-0.011231884057971013,-0.03134137469444768,0.0007570939334637916,-17.514124293785308,-56.025508598837646,1.1448715796541875,1.0,0.1645,0.0641304347826087,0.07536231884057971
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2025-12,5,139,0.23708973452172297,0.06162248501811657,0.5051536683107285,10.177019969093058,3.9743426926091123,13.940129210403144,1.0,0.0415,2.3296577509108656,2.092568016389143
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2025-12,5,139,0.00449640287769784,-0.017442069600133843,0.027353276353276352,6.944444444444442,-34.501973684210526,39.50617283950617,1.0,0.68,0.06474820143884892,0.06025179856115108
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2025-12,5,139,0.38343072830893915,-0.13199413827375034,1.3348836170549698,15.485901563156643,-9.450912643832575,46.63003221524609,1.0,0.339,2.475998744698082,2.092568016389143
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2025-12,5,139,-0.008453237410071942,-0.02834572734916965,0.005740674744594913,-16.319444444444443,-88.390988372093,12.028025328330202,1.0,0.3995,0.051798561151079135,0.06025179856115108
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2025-12,5,139,0.27418378903200413,0.008514137449498974,0.6060085590220233,11.584813768979675,0.553556919775438,16.480373990662123,1.0,0.07,2.3667518054211474,2.092568016389143
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2025-12,5,139,-0.0005395683453237413,-0.012306342647251738,0.014353879026955946,-0.9036144578313258,-36.860465116279066,18.380997135696372,1.0,0.9455,0.05971223021582734,0.06025179856115108
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2025-12,5,139,0.020878348358938967,-0.13553772473116246,0.16166476274776456,0.9878816281873147,-7.428143663602524,8.569243948911971,1.0,0.7835,2.113446364748082,2.092568016389143
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2025-12,5,139,-0.0070143884892086335,-0.020904240262681163,0.009529761904761902,-13.175675675675675,-86.75781250000001,12.305976963056601,1.0,0.3635,0.05323741007194245,0.06025179856115108
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2025-12,5,139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.1690258098969406,2.1690258098969406
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2025-12,5,139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0643884892086331,0.0643884892086331
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2025-12,5,139,0.07645779350779773,-0.0733305369480889,0.21831552608829324,3.524983112645882,-5.117424527901835,8.570481974938554,1.0,0.3135,2.1690258098969406,2.092568016389143
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2025-12,5,139,0.0041366906474820135,-0.009286945812807883,0.01865942028985507,6.42458100558659,-19.919499723604204,25.614325068870524,1.0,0.5565,0.0643884892086331,0.06025179856115108
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2025-12,5,139,0.07645779350779773,-0.0733305369480889,0.21831552608829324,3.524983112645882,-5.117424527901835,8.570481974938554,1.0,0.3135,2.1690258098969406,2.092568016389143
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2025-12,5,139,0.0041366906474820135,-0.009286945812807883,0.01865942028985507,6.42458100558659,-19.919499723604204,25.614325068870524,1.0,0.5565,0.0643884892086331,0.06025179856115108
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2026-01,5,137,0.0006866259887491644,-0.21376158575940407,0.1620596590776948,0.04727487761077923,-14.968048884824539,10.735002379431341,1.0,0.9955,1.4524119859225304,1.4517253599337812
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2026-01,5,137,0.013321167883211681,-0.0027605497950325543,0.03166847826086956,18.62244897959184,-4.166666666666663,42.15181360638668,1.0,0.131,0.07153284671532847,0.05821167883211679
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2026-01,5,137,0.08381694276750559,-0.032274362262625055,0.19129542466813504,5.4584587230229324,-2.1506040113784812,12.102567296669447,1.0,0.1545,1.5355423027012869,1.4517253599337812
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2026-01,5,137,-0.006386861313868612,-0.0270335062492416,0.011886221701795473,-12.32394366197183,-56.14744139508291,20.835784313725487,1.0,0.4975,0.051824817518248176,0.05821167883211679
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2026-01,5,137,-0.04350272648468897,-0.11333345172815061,0.027909198851293393,-3.0891938143431075,-8.798233657875365,1.9387661727700642,1.0,0.219,1.4082226334490922,1.4517253599337812
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2026-01,5,137,-0.010766423357664234,-0.026077457264957263,0.00293212055389628,-22.692307692307693,-62.90538594470047,6.250000000000001,1.0,0.1465,0.04744525547445255,0.05821167883211679
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2026-01,5,137,-0.020038299590100655,-0.17039836015564813,0.1236931716710802,-1.3996284624721274,-11.836157919973937,8.497239892333548,1.0,0.7935,1.4316870603436807,1.4517253599337812
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2026-01,5,137,0.0009124087591240868,-0.013692226890756302,0.012820934547908232,1.543209876543208,-30.859436564223806,20.192793317793313,1.0,0.903,0.05912408759124089,0.05821167883211679
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2026-01,5,137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3895269098050802,1.3895269098050802
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2026-01,5,137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.054379562043795626,0.054379562043795626
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2026-01,5,137,-0.06219845012870075,-0.1326695811693099,0.007059595044887255,-4.476232139860164,-9.540432544097637,0.5151224433763587,1.0,0.0845,1.3895269098050802,1.4517253599337812
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2026-01,5,137,-0.003832116788321168,-0.00874127836427618,0.00034810928629359217,-7.046979865771811,-22.826335120111175,0.5770344520344525,1.0,0.093,0.054379562043795626,0.05821167883211679
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2026-01,5,137,0.0180521867033089,-0.0014739240242167817,0.036348262147308796,1.2282257777452803,-0.10653748020164355,2.4682663287568958,1.0,0.0705,1.46977754663709,1.4517253599337812
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2026-01,5,137,0.0010948905109489052,-0.0012776062137376007,0.0033485888063279007,1.8461538461538463,-2.68199233716475,5.278747263640495,1.0,0.3795,0.05930656934306569,0.05821167883211679
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2026-02,5,128,0.3744415629855761,0.20542643757402562,0.5406095044340714,17.460535620442673,10.126584439300725,25.636711306091293,1.0,0.0005,2.144502156893644,1.7700605939080676
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2026-02,5,128,0.015039062499999999,0.005328565877570542,0.025544082125603863,26.013513513513512,9.12202380952381,47.26089663760895,1.0,0.005,0.057812499999999996,0.0427734375
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2026-02,5,128,0.16962669958457122,-0.1760583970401297,0.4963161628350218,8.745053914290382,-9.45911556736224,26.404098847783477,1.0,0.3485,1.9396872934926388,1.7700605939080676
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2026-02,5,128,0.020507812500000003,-0.005430038759689922,0.05135259665792921,32.40740740740741,-11.639367816091957,63.76638349514562,1.0,0.151,0.06328125000000001,0.0427734375
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2026-02,5,128,0.14098429567450071,-0.05066356484721589,0.3042096068340294,7.377340869543681,-2.652941717810182,17.08093032937647,1.0,0.115,1.9110448895825682,1.7700605939080676
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.0115234375,-0.018200087719298246,-0.0039056096311475413,-36.875,-56.25,-15.257936507936526,1.0,0.0025,0.03125,0.0427734375
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2026-02,5,128,0.10731945033178095,0.0042866051730777125,0.20977752940102468,5.716447805070528,0.23220405307237363,11.211419834269138,1.0,0.043,1.8773800442398487,1.7700605939080676
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.008398437500000001,-0.013930059523809523,-0.0015625000000000007,-24.431818181818183,-38.77551020408163,-5.827380952380954,1.0,0.0105,0.034375,0.0427734375
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2026-02,5,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7668351077994722,1.7668351077994722
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2026-02,5,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04238281249999999,0.04238281249999999
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2026-02,5,128,-0.003225486108595567,-0.12828691320015795,0.10844439130614189,-0.18255727964409713,-6.667734278713439,6.959883208669317,1.0,0.9655,1.7668351077994722,1.7700605939080676
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.00039062500000000013,-0.0064687656093906105,0.00625,-0.9216589861751158,-14.00175438596491,17.334352487853902,1.0,0.9155,0.04238281249999999,0.0427734375
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2026-02,5,128,0.07725692616723609,0.017324821579520634,0.1399563872440667,4.182114083132109,0.907778194144531,7.509978822968414,1.0,0.011,1.8473175200753036,1.7700605939080676
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2026-02,5,128,-0.0003906249999999995,-0.008943696153379444,0.012181415076151917,-0.9216589861751138,-28.489177489177486,21.19023006785411,1.0,0.9415,0.042382812500000006,0.0427734375
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,pinball,2026-03,5,105,-0.15391899590314273,-0.3174249525101377,-0.01562325161794869,-7.582506139242322,-16.194541176390093,-0.8644603022757982,1.0,0.0435,2.029922469914716,2.183841465817859
PCA,model_advantage,joint_selected,linear,joint_selected,ml_selected,cost_10,2026-03,5,105,0.0028571428571428567,-0.005825242718446603,0.01808994197292069,3.846153846153846,-9.333333333333334,22.222222222222218,1.0,0.603,0.07428571428571429,0.07142857142857142
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,pinball,2026-03,5,105,-0.05166485017845143,-0.3647457447480306,0.19975101771629988,-2.4231036866032754,-19.20168254960218,9.185224735748642,1.0,0.7185,2.1321766156394073,2.183841465817859
PCA,model_advantage,joint_selected,threshold,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.00857142857142857,-0.0481617933723197,0.01320754716981132,-13.636363636363633,-87.18414918414919,20.012658227848092,1.0,0.603,0.06285714285714286,0.07142857142857142
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,pinball,2026-03,5,105,-0.09004477120769767,-0.2969198571316766,0.09571426172169628,-4.300549878576577,-15.051717791187277,5.530769359014202,1.0,0.4075,2.093796694610161,2.183841465817859
PCA,model_advantage,joint_selected,historical,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.0009523809523809524,-0.005266666666666666,0.002085549645390069,-1.351351351351351,-8.51063829787234,3.125,1.0,0.7055,0.07047619047619048,0.07142857142857142
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,pinball,2026-03,5,105,-0.15069537281516018,-0.39399704367038035,0.026540875613236117,-7.4119303740048625,-21.44653060925638,1.2751721763552297,1.0,0.195,2.0331460930026988,2.183841465817859
PCA,model_advantage,joint_selected,state_hist,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.010476190476190477,-0.028725590206936755,-0.0008333333333333334,-17.1875,-38.88888888888889,-1.5873015873015874,1.0,0.111,0.06095238095238095,0.07142857142857142
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,pinball,2026-03,5,105,0.013333250973388819,-0.15596084650846107,0.17910000428387512,0.6267210979198746,-8.145515200968102,7.00702417499885,1.0,0.882,2.127461644045922,2.1141283930725336
PCA,calibration,legacy,ml_selected,fixed_model_selected_cal,ml_selected,cost_10,2026-03,5,105,0.004047619047619049,-0.005900962287239961,0.012626451976421635,5.802047781569966,-9.956799770077778,18.18790584415584,1.0,0.3975,0.06976190476190477,0.06571428571428571
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,pinball,2026-03,5,105,-0.05637982177193638,-0.357399353057907,0.2080986642548834,-2.650098154752885,-18.687954179891907,8.513845542279238,1.0,0.6665,2.127461644045922,2.183841465817859
PCA,calibration,legacy,ml_selected,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.0016666666666666666,-0.04579935024752476,0.026317567567567566,-2.389078498293515,-76.71033868092692,30.642596991290578,1.0,0.922,0.06976190476190477,0.07142857142857142
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,pinball,2026-03,5,105,-0.0470886965210167,-0.2252513217226932,0.07706692899673047,-2.2037503448053344,-11.239871743745917,3.687388003456871,1.0,0.4475,2.1367527692968427,2.183841465817859
PCA,calibration,global_window_selected,ml_selected,joint_selected,ml_selected,cost_10,2026-03,5,105,-0.01,-0.042499999999999996,0.005670688847235239,-16.27906976744186,-68.16535845107273,10.13402523706414,1.0,0.4655,0.06142857142857142,0.07142857142857142
