definition,fold,candidate,kind,rule,rule_rank,score,n
EQ,2026-03,2,linear,local180,3,2.085213972611198,404
EQ,2026-03,2,linear,local_scaled180,4,2.04480049023814,404
EQ,2026-03,2,linear,local_shrink180,5,2.0304145917446563,404
EQ,2026-03,2,linear,local_scaled_shrink180,6,1.9976680390554515,404
EQ,2026-03,3,linear,global60,0,2.048657785488975,404
EQ,2026-03,3,linear,global180,1,1.9704075139130213,404
EQ,2026-03,3,linear,scaled180,2,1.9687744209064253,404
EQ,2026-03,3,linear,local180,3,2.131449651251435,404
EQ,2026-03,3,linear,local_scaled180,4,2.047397611781558,404
EQ,2026-03,3,linear,local_shrink180,5,2.0192190657698195,404
EQ,2026-03,3,linear,local_scaled_shrink180,6,1.9742393268581002,404
EQ,2026-03,4,linear,global60,0,1.9419662554003612,404
EQ,2026-03,4,linear,global180,1,1.8671039871719024,404
EQ,2026-03,4,linear,scaled180,2,1.8698876800756543,404
EQ,2026-03,4,linear,local180,3,1.9815730379096461,404
EQ,2026-03,4,linear,local_scaled180,4,1.9448784431637234,404
EQ,2026-03,4,linear,local_shrink180,5,1.9005432181140665,404
EQ,2026-03,4,linear,local_scaled_shrink180,6,1.8820964210571105,404
EQ,2026-03,5,linear,global60,0,2.0690595736137345,404
EQ,2026-03,5,linear,global180,1,1.9810076582299236,404
EQ,2026-03,5,linear,scaled180,2,1.9654554678798213,404
EQ,2026-03,5,linear,local180,3,1.8932850561835928,404
EQ,2026-03,5,linear,local_scaled180,4,1.8551061905001307,404
EQ,2026-03,5,linear,local_shrink180,5,1.9097710453994008,404
EQ,2026-03,5,linear,local_scaled_shrink180,6,1.8830666987589928,404
EQ,2026-03,6,linear,global60,0,2.320282627108277,404
EQ,2026-03,6,linear,global180,1,2.2493947712368687,404
EQ,2026-03,6,linear,scaled180,2,2.213110348293539,404
EQ,2026-03,6,linear,local180,3,2.4195243938348994,404
EQ,2026-03,6,linear,local_scaled180,4,2.3073773433997404,404
EQ,2026-03,6,linear,local_shrink180,5,2.3183565694324986,404
EQ,2026-03,6,linear,local_scaled_shrink180,6,2.2445375860686667,404
EQ,2026-03,7,linear,global60,0,2.0808666108331693,404
EQ,2026-03,7,linear,global180,1,1.9873496242683315,404
EQ,2026-03,7,linear,scaled180,2,1.9926350700076154,404
EQ,2026-03,7,linear,local180,3,2.104795299098004,404
EQ,2026-03,7,linear,local_scaled180,4,2.0073406546343624,404
EQ,2026-03,7,linear,local_shrink180,5,2.0279876763125673,404
EQ,2026-03,7,linear,local_scaled_shrink180,6,1.9850411043555276,404
EQ,2026-03,8,linear,global60,0,2.0271055926737453,404
EQ,2026-03,8,linear,global180,1,2.009599490580307,404
EQ,2026-03,8,linear,scaled180,2,1.9990851989827514,404
EQ,2026-03,8,linear,local180,3,2.067640799510632,404
EQ,2026-03,8,linear,local_scaled180,4,2.0183421757066298,404
EQ,2026-03,8,linear,local_shrink180,5,2.014000689505254,404
EQ,2026-03,8,linear,local_scaled_shrink180,6,1.9697027061872372,404
EQ,2026-03,9,linear,global60,0,2.320282627108276,404
EQ,2026-03,9,linear,global180,1,2.249394771236868,404
EQ,2026-03,9,linear,scaled180,2,2.2131103482935415,404
EQ,2026-03,9,linear,local180,3,2.4195243938349025,404
EQ,2026-03,9,linear,local_scaled180,4,2.307377343399743,404
EQ,2026-03,9,linear,local_shrink180,5,2.3183565694325003,404
EQ,2026-03,9,linear,local_scaled_shrink180,6,2.2445375860686694,404
EQ,2026-03,10,linear,global60,0,2.0617241451677364,404
EQ,2026-03,10,linear,global180,1,1.9455150997494433,404
EQ,2026-03,10,linear,scaled180,2,1.9236409786763626,404
EQ,2026-03,10,linear,local180,3,2.0615541151435695,404
EQ,2026-03,10,linear,local_scaled180,4,1.9234521304022734,404
EQ,2026-03,10,linear,local_shrink180,5,1.9801573683011926,404
EQ,2026-03,10,linear,local_scaled_shrink180,6,1.905361263933771,404
EQ,2026-03,11,linear,global60,0,2.1635388080221953,404
EQ,2026-03,11,linear,global180,1,2.083023302847585,404
EQ,2026-03,11,linear,scaled180,2,2.0791106907152543,404
EQ,2026-03,11,linear,local180,3,1.9328245469793324,404
EQ,2026-03,11,linear,local_scaled180,4,1.8750269905600798,404
EQ,2026-03,11,linear,local_shrink180,5,1.9730256861356172,404
EQ,2026-03,11,linear,local_scaled_shrink180,6,1.9393966213112244,404
EQ,2026-03,12,qrf,global60,0,2.0962110276938963,404
EQ,2026-03,12,qrf,global180,1,2.062013989321027,404
EQ,2026-03,12,qrf,scaled180,2,2.036848268881301,404
EQ,2026-03,12,qrf,local180,3,2.1572359109505816,404
EQ,2026-03,12,qrf,local_scaled180,4,2.090871944843953,404
EQ,2026-03,12,qrf,local_shrink180,5,2.0812882240334787,404
EQ,2026-03,12,qrf,local_scaled_shrink180,6,2.031109118035261,404
EQ,2026-03,13,qrf,global60,0,2.091688915668646,404
EQ,2026-03,13,qrf,global180,1,2.055610700515187,404
EQ,2026-03,13,qrf,scaled180,2,2.038580495795797,404
EQ,2026-03,13,qrf,local180,3,2.143111639849385,404
EQ,2026-03,13,qrf,local_scaled180,4,2.075950681660494,404
EQ,2026-03,13,qrf,local_shrink180,5,2.0680429571901118,404
EQ,2026-03,13,qrf,local_scaled_shrink180,6,2.0213904174024453,404
EQ,2026-03,14,qrf,global60,0,2.0519676703986045,404
EQ,2026-03,14,qrf,global180,1,2.025776790472032,404
EQ,2026-03,14,qrf,scaled180,2,1.9893809488832261,404
EQ,2026-03,14,qrf,local180,3,2.0824424138941358,404
EQ,2026-03,14,qrf,local_scaled180,4,2.016082957681636,404
EQ,2026-03,14,qrf,local_shrink180,5,2.030051325422426,404
EQ,2026-03,14,qrf,local_scaled_shrink180,6,1.9697180289705551,404
EQ,2026-03,15,qrf,global60,0,1.7965865059584363,404
EQ,2026-03,15,qrf,global180,1,1.7767736594305927,404
EQ,2026-03,15,qrf,scaled180,2,1.778434309208601,404
EQ,2026-03,15,qrf,local180,3,1.802189612353535,404
EQ,2026-03,15,qrf,local_scaled180,4,1.805466714297271,404
EQ,2026-03,15,qrf,local_shrink180,5,1.7814641812297887,404
EQ,2026-03,15,qrf,local_scaled_shrink180,6,1.7867471915369628,404
EQ,2026-03,16,qrf,global60,0,1.7909803380331075,404
EQ,2026-03,16,qrf,global180,1,1.7809101524144677,404
EQ,2026-03,16,qrf,scaled180,2,1.7906874872724834,404
EQ,2026-03,16,qrf,local180,3,1.8034585133272167,404
EQ,2026-03,16,qrf,local_scaled180,4,1.8017610220410083,404
EQ,2026-03,16,qrf,local_shrink180,5,1.7876855678444095,404
EQ,2026-03,16,qrf,local_scaled_shrink180,6,1.790631594110129,404
EQ,2026-03,17,qrf,global60,0,1.8134210599044362,404
EQ,2026-03,17,qrf,global180,1,1.7836345130998488,404
EQ,2026-03,17,qrf,scaled180,2,1.7881255426289815,404
EQ,2026-03,17,qrf,local180,3,1.8146772177976072,404
EQ,2026-03,17,qrf,local_scaled180,4,1.826222555486043,404
EQ,2026-03,17,qrf,local_shrink180,5,1.7914838375381623,404
EQ,2026-03,17,qrf,local_scaled_shrink180,6,1.8008502742180263,404
EQ,2026-03,18,qrf,global60,0,2.197513928724251,404
EQ,2026-03,18,qrf,global180,1,2.1043751092588874,404
EQ,2026-03,18,qrf,scaled180,2,2.066205021892738,404
EQ,2026-03,18,qrf,local180,3,2.1705760623986796,404
EQ,2026-03,18,qrf,local_scaled180,4,2.069859046249073,404
EQ,2026-03,18,qrf,local_shrink180,5,2.1116416844506247,404
EQ,2026-03,18,qrf,local_scaled_shrink180,6,2.0407488346818874,404
EQ,2026-03,19,qrf,global60,0,2.1742266943393638,404
EQ,2026-03,19,qrf,global180,1,2.0891781646222967,404
EQ,2026-03,19,qrf,scaled180,2,2.0507998219846186,404
EQ,2026-03,19,qrf,local180,3,2.158827418256965,404
EQ,2026-03,19,qrf,local_scaled180,4,2.0667348598612354,404
EQ,2026-03,19,qrf,local_shrink180,5,2.1000158455091547,404
EQ,2026-03,19,qrf,local_scaled_shrink180,6,2.0314521811806454,404
EQ,2026-03,20,qrf,global60,0,2.0937990507077258,404
EQ,2026-03,20,qrf,global180,1,2.0488196969604466,404
EQ,2026-03,20,qrf,scaled180,2,2.0037419849635114,404
EQ,2026-03,20,qrf,local180,3,2.091618223145512,404
EQ,2026-03,20,qrf,local_scaled180,4,1.9889899191536726,404
EQ,2026-03,20,qrf,local_shrink180,5,2.0451086613996923,404
EQ,2026-03,20,qrf,local_scaled_shrink180,6,1.9689553300962752,404
EQ,2026-03,21,qrf,global60,0,1.8519198643058625,404
EQ,2026-03,21,qrf,global180,1,1.8264111301377475,404
EQ,2026-03,21,qrf,scaled180,2,1.8243759932542185,404
EQ,2026-03,21,qrf,local180,3,1.8217647547624607,404
EQ,2026-03,21,qrf,local_scaled180,4,1.8157969052655099,404
EQ,2026-03,21,qrf,local_shrink180,5,1.8186578296940583,404
EQ,2026-03,21,qrf,local_scaled_shrink180,6,1.8129030201126075,404
EQ,2026-03,22,qrf,global60,0,1.854978568840978,404
EQ,2026-03,22,qrf,global180,1,1.8392431399151399,404
EQ,2026-03,22,qrf,scaled180,2,1.8443291231360017,404
EQ,2026-03,22,qrf,local180,3,1.803508815393867,404
EQ,2026-03,22,qrf,local_scaled180,4,1.7971490384532862,404
EQ,2026-03,22,qrf,local_shrink180,5,1.8183698255350218,404
EQ,2026-03,22,qrf,local_scaled_shrink180,6,1.813937540724773,404
EQ,2026-03,23,qrf,global60,0,1.8672652944839507,404
EQ,2026-03,23,qrf,global180,1,1.8600112230704162,404
EQ,2026-03,23,qrf,scaled180,2,1.8712086149758482,404
EQ,2026-03,23,qrf,local180,3,1.836174148924075,404
EQ,2026-03,23,qrf,local_scaled180,4,1.839257786878557,404
EQ,2026-03,23,qrf,local_shrink180,5,1.8454355622757652,404
EQ,2026-03,23,qrf,local_scaled_shrink180,6,1.8474311100873289,404
EQ,2026-03,24,boosting,global60,0,2.046251042444187,404
EQ,2026-03,24,boosting,global180,1,1.9832650613445366,404
EQ,2026-03,24,boosting,scaled180,2,1.9845261772127423,404
EQ,2026-03,24,boosting,local180,3,2.096792528843676,404
EQ,2026-03,24,boosting,local_scaled180,4,2.0280868647398838,404
EQ,2026-03,24,boosting,local_shrink180,5,2.011490117795196,404
EQ,2026-03,24,boosting,local_scaled_shrink180,6,1.9764100558339184,404
EQ,2026-03,25,boosting,global60,0,2.062852386516054,404
EQ,2026-03,25,boosting,global180,1,2.0337243643359657,404
EQ,2026-03,25,boosting,scaled180,2,2.0293093800012607,404
EQ,2026-03,25,boosting,local180,3,2.1348691720732558,404
EQ,2026-03,25,boosting,local_scaled180,4,2.0765060548551713,404
EQ,2026-03,25,boosting,local_shrink180,5,2.0555734451675303,404
EQ,2026-03,25,boosting,local_scaled_shrink180,6,2.0221349957642363,404
EQ,2026-03,26,boosting,global60,0,2.0300043691970617,404
EQ,2026-03,26,boosting,global180,1,2.0126155801506926,404
EQ,2026-03,26,boosting,scaled180,2,1.9872852651074977,404
EQ,2026-03,26,boosting,local180,3,2.103024649414092,404
EQ,2026-03,26,boosting,local_scaled180,4,2.017880875055212,404
EQ,2026-03,26,boosting,local_shrink180,5,2.0311918630974453,404
EQ,2026-03,26,boosting,local_scaled_shrink180,6,1.9655125136959404,404
EQ,2026-03,27,boosting,global60,0,1.8410755471681814,404
EQ,2026-03,27,boosting,global180,1,1.7979551981470914,404
EQ,2026-03,27,boosting,scaled180,2,1.784260572173696,404
EQ,2026-03,27,boosting,local180,3,1.7766362539108322,404
EQ,2026-03,27,boosting,local_scaled180,4,1.775264364932459,404
EQ,2026-03,27,boosting,local_shrink180,5,1.777020377117074,404
EQ,2026-03,27,boosting,local_scaled_shrink180,6,1.7636662033281534,404
EQ,2026-03,28,boosting,global60,0,1.8429116343388738,404
EQ,2026-03,28,boosting,global180,1,1.8068290400605131,404
EQ,2026-03,28,boosting,scaled180,2,1.790078212462658,404
EQ,2026-03,28,boosting,local180,3,1.7697137349951606,404
EQ,2026-03,28,boosting,local_scaled180,4,1.7636981376148455,404
EQ,2026-03,28,boosting,local_shrink180,5,1.775632515125906,404
EQ,2026-03,28,boosting,local_scaled_shrink180,6,1.7620437367564237,404
EQ,2026-03,29,boosting,global60,0,1.8178554778030367,404
EQ,2026-03,29,boosting,global180,1,1.7872544848416536,404
EQ,2026-03,29,boosting,scaled180,2,1.7781008858835299,404
EQ,2026-03,29,boosting,local180,3,1.8055580686175592,404
EQ,2026-03,29,boosting,local_scaled180,4,1.7877182339113207,404
EQ,2026-03,29,boosting,local_shrink180,5,1.7889433712797298,404
EQ,2026-03,29,boosting,local_scaled_shrink180,6,1.7676380070419349,404
EQ,2026-03,30,boosting,global60,0,2.121342250613004,404
EQ,2026-03,30,boosting,global180,1,2.060664503679584,404
EQ,2026-03,30,boosting,scaled180,2,2.0473422667620365,404
EQ,2026-03,30,boosting,local180,3,2.131117750918587,404
EQ,2026-03,30,boosting,local_scaled180,4,2.047746240012263,404
EQ,2026-03,30,boosting,local_shrink180,5,2.0698830741460106,404
EQ,2026-03,30,boosting,local_scaled_shrink180,6,2.0234125705896786,404
EQ,2026-03,31,boosting,global60,0,2.146480037110389,404
EQ,2026-03,31,boosting,global180,1,2.072505964098813,404
EQ,2026-03,31,boosting,scaled180,2,2.053376081713997,404
EQ,2026-03,31,boosting,local180,3,2.171644189563703,404
EQ,2026-03,31,boosting,local_scaled180,4,2.061742983308325,404
EQ,2026-03,31,boosting,local_shrink180,5,2.1048314751264128,404
EQ,2026-03,31,boosting,local_scaled_shrink180,6,2.0425251572595244,404
EQ,2026-03,32,boosting,global60,0,2.1474914979437245,404
EQ,2026-03,32,boosting,global180,1,2.0638094273632728,404
EQ,2026-03,32,boosting,scaled180,2,2.0190019493544624,404
EQ,2026-03,32,boosting,local180,3,2.1512243572760616,404
EQ,2026-03,32,boosting,local_scaled180,4,1.9959750305431818,404
EQ,2026-03,32,boosting,local_shrink180,5,2.07951248348892,404
EQ,2026-03,32,boosting,local_scaled_shrink180,6,1.987090684144311,404
EQ,2026-03,33,boosting,global60,0,1.918476701548339,404
EQ,2026-03,33,boosting,global180,1,1.8782099917962591,404
EQ,2026-03,33,boosting,scaled180,2,1.8755889509339376,404
EQ,2026-03,33,boosting,local180,3,1.8036657721583336,404
EQ,2026-03,33,boosting,local_scaled180,4,1.7827877397512306,404
EQ,2026-03,33,boosting,local_shrink180,5,1.8271802480817094,404
EQ,2026-03,33,boosting,local_scaled_shrink180,6,1.8173302102767142,404
EQ,2026-03,34,boosting,global60,0,1.9179991804058252,404
EQ,2026-03,34,boosting,global180,1,1.8696493635453961,404
EQ,2026-03,34,boosting,scaled180,2,1.8629919846200222,404
EQ,2026-03,34,boosting,local180,3,1.8103998039411775,404
EQ,2026-03,34,boosting,local_scaled180,4,1.7987187746954434,404
EQ,2026-03,34,boosting,local_shrink180,5,1.8270995183986216,404
EQ,2026-03,34,boosting,local_scaled_shrink180,6,1.811744151361375,404
EQ,2026-03,35,boosting,global60,0,1.9309913391024374,404
EQ,2026-03,35,boosting,global180,1,1.9003384910979357,404
EQ,2026-03,35,boosting,scaled180,2,1.8865339539428418,404
EQ,2026-03,35,boosting,local180,3,1.8191522432262268,404
EQ,2026-03,35,boosting,local_scaled180,4,1.7856250886171448,404
EQ,2026-03,35,boosting,local_shrink180,5,1.8463554089276217,404
EQ,2026-03,35,boosting,local_scaled_shrink180,6,1.8147933722031988,404
EQ,2026-03,36,threshold,global60,0,2.586060640700482,404
EQ,2026-03,36,threshold,global180,1,2.4312219701571975,404
EQ,2026-03,36,threshold,scaled180,2,2.4078213905048984,404
EQ,2026-03,36,threshold,local180,3,2.584292094977353,404
EQ,2026-03,36,threshold,local_scaled180,4,2.425506533833761,404
EQ,2026-03,36,threshold,local_shrink180,5,2.4861249644677703,404
EQ,2026-03,36,threshold,local_scaled_shrink180,6,2.3889599999978977,404
EQ,2026-03,37,threshold,global60,0,2.3995639530335127,404
EQ,2026-03,37,threshold,global180,1,2.246996026569248,404
EQ,2026-03,37,threshold,scaled180,2,2.229081125836727,404
EQ,2026-03,37,threshold,local180,3,2.4371380798048596,404
EQ,2026-03,37,threshold,local_scaled180,4,2.283362549363271,404
EQ,2026-03,37,threshold,local_shrink180,5,2.3187843744145886,404
EQ,2026-03,37,threshold,local_scaled_shrink180,6,2.2290262827216947,404
EQ,2026-03,38,threshold,global60,0,2.0183158834027255,404
EQ,2026-03,38,threshold,global180,1,1.940303186572771,404
EQ,2026-03,38,threshold,scaled180,2,1.9409412530282253,404
EQ,2026-03,38,threshold,local180,3,2.0770327017275307,404
EQ,2026-03,38,threshold,local_scaled180,4,2.011522514060964,404
EQ,2026-03,38,threshold,local_shrink180,5,1.9857648023722096,404
EQ,2026-03,38,threshold,local_scaled_shrink180,6,1.9535812565946953,404
EQ,2026-03,39,threshold,global60,0,2.153666901992683,404
EQ,2026-03,39,threshold,global180,1,2.0166425052842274,404
EQ,2026-03,39,threshold,scaled180,2,1.98649460731211,404
EQ,2026-03,39,threshold,local180,3,2.1408561387026532,404
EQ,2026-03,39,threshold,local_scaled180,4,2.0165969582795737,404
EQ,2026-03,39,threshold,local_shrink180,5,2.055683343563188,404
EQ,2026-03,39,threshold,local_scaled_shrink180,6,1.987567524654949,404
EQ,2026-03,40,threshold,global60,0,2.035733328232111,404
EQ,2026-03,40,threshold,global180,1,1.8875501403355435,404
EQ,2026-03,40,threshold,scaled180,2,1.8566736010853186,404
EQ,2026-03,40,threshold,local180,3,2.036556897271207,404
EQ,2026-03,40,threshold,local_scaled180,4,1.8974466456098382,404
EQ,2026-03,40,threshold,local_shrink180,5,1.9421642491588293,404
EQ,2026-03,40,threshold,local_scaled_shrink180,6,1.8659169821948538,404
EQ,2026-03,41,threshold,global60,0,1.9224798189911179,404
EQ,2026-03,41,threshold,global180,1,1.8413397616047213,404
EQ,2026-03,41,threshold,scaled180,2,1.847585509408358,404
EQ,2026-03,41,threshold,local180,3,1.980336061065644,404
EQ,2026-03,41,threshold,local_scaled180,4,1.877614035193498,404
EQ,2026-03,41,threshold,local_shrink180,5,1.8899962854834946,404
EQ,2026-03,41,threshold,local_scaled_shrink180,6,1.8406230019472611,404
EQ,2026-03,42,threshold,global60,0,2.58606064070051,404
EQ,2026-03,42,threshold,global180,1,2.4312219701571736,404
EQ,2026-03,42,threshold,scaled180,2,2.4078213905049144,404
EQ,2026-03,42,threshold,local180,3,2.5842920949773767,404
EQ,2026-03,42,threshold,local_scaled180,4,2.425506533833761,404
EQ,2026-03,42,threshold,local_shrink180,5,2.486124964467763,404
EQ,2026-03,42,threshold,local_scaled_shrink180,6,2.3889599999978994,404
EQ,2026-03,43,threshold,global60,0,2.479493266300561,404
EQ,2026-03,43,threshold,global180,1,2.2941576328616518,404
EQ,2026-03,43,threshold,scaled180,2,2.29101555286823,404
EQ,2026-03,43,threshold,local180,3,2.50225814513138,404
EQ,2026-03,43,threshold,local_scaled180,4,2.360843232544432,404
EQ,2026-03,43,threshold,local_shrink180,5,2.372899798212637,404
EQ,2026-03,43,threshold,local_scaled_shrink180,6,2.3019265283466934,404
EQ,2026-03,44,threshold,global60,0,2.415388506469769,404
EQ,2026-03,44,threshold,global180,1,2.3460939033137507,404
EQ,2026-03,44,threshold,scaled180,2,2.33755925630646,404
EQ,2026-03,44,threshold,local180,3,2.407024902297663,404
EQ,2026-03,44,threshold,local_scaled180,4,2.3175254691573683,404
EQ,2026-03,44,threshold,local_shrink180,5,2.359250609997098,404
EQ,2026-03,44,threshold,local_scaled_shrink180,6,2.308957345841628,404
EQ,2026-03,45,threshold,global60,0,2.1536669019926777,404
EQ,2026-03,45,threshold,global180,1,2.0166425052842194,404
EQ,2026-03,45,threshold,scaled180,2,1.9864946073121006,404
EQ,2026-03,45,threshold,local180,3,2.140856138702634,404
EQ,2026-03,45,threshold,local_scaled180,4,2.0165969582795586,404
EQ,2026-03,45,threshold,local_shrink180,5,2.055683343563175,404
EQ,2026-03,45,threshold,local_scaled_shrink180,6,1.987567524654938,404
EQ,2026-03,46,threshold,global60,0,2.022177242197934,404
EQ,2026-03,46,threshold,global180,1,1.9042529455865036,404
EQ,2026-03,46,threshold,scaled180,2,1.8717274073386705,404
EQ,2026-03,46,threshold,local180,3,2.0306621702567456,404
EQ,2026-03,46,threshold,local_scaled180,4,1.8992113742066012,404
EQ,2026-03,46,threshold,local_shrink180,5,1.9477031215554796,404
EQ,2026-03,46,threshold,local_scaled_shrink180,6,1.8751740497013205,404
EQ,2026-03,47,threshold,global60,0,1.9588792148995704,404
EQ,2026-03,47,threshold,global180,1,1.9066580945027394,404
EQ,2026-03,47,threshold,scaled180,2,1.9057446834092444,404
EQ,2026-03,47,threshold,local180,3,1.9826246544245116,404
EQ,2026-03,47,threshold,local_scaled180,4,1.9117526436349521,404
EQ,2026-03,47,threshold,local_shrink180,5,1.9300447274620474,404
EQ,2026-03,47,threshold,local_scaled_shrink180,6,1.8999899343692273,404
EQ,2026-03,48,threshold,global60,0,3.2012693634071336,404
EQ,2026-03,48,threshold,global180,1,3.398448205268795,404
EQ,2026-03,48,threshold,scaled180,2,3.241320102348335,404
EQ,2026-03,48,threshold,local180,3,3.2251701994360635,404
EQ,2026-03,48,threshold,local_scaled180,4,3.028969593708036,404
EQ,2026-03,48,threshold,local_shrink180,5,3.263746282276999,404
EQ,2026-03,48,threshold,local_scaled_shrink180,6,3.0944730824096753,404
EQ,2026-03,49,threshold,global60,0,2.754645786425615,404
EQ,2026-03,49,threshold,global180,1,2.8827883922991218,404
EQ,2026-03,49,threshold,scaled180,2,2.7851233213376543,404
EQ,2026-03,49,threshold,local180,3,2.7850476012512204,404
EQ,2026-03,49,threshold,local_scaled180,4,2.57014574213023,404
EQ,2026-03,49,threshold,local_shrink180,5,2.789712579037827,404
EQ,2026-03,49,threshold,local_scaled_shrink180,6,2.6483467564426246,404
EQ,2026-03,50,threshold,global60,0,2.2728540965698474,404
EQ,2026-03,50,threshold,global180,1,2.2228118328163426,404
EQ,2026-03,50,threshold,scaled180,2,2.232456593219933,404
EQ,2026-03,50,threshold,local180,3,2.289374287686956,404
EQ,2026-03,50,threshold,local_scaled180,4,2.2113753449761226,404
EQ,2026-03,50,threshold,local_shrink180,5,2.237595505600616,404
EQ,2026-03,50,threshold,local_scaled_shrink180,6,2.192609180531496,404
EQ,2026-03,51,threshold,global60,0,2.3334168712632777,404
EQ,2026-03,51,threshold,global180,1,2.4169982836448125,404
EQ,2026-03,51,threshold,scaled180,2,2.3932280030299156,404
EQ,2026-03,51,threshold,local180,3,2.3605187743718914,404
EQ,2026-03,51,threshold,local_scaled180,4,2.31866854547158,404
EQ,2026-03,51,threshold,local_shrink180,5,2.375003921881643,404
EQ,2026-03,51,threshold,local_scaled_shrink180,6,2.3341534800829318,404
EQ,2026-03,52,threshold,global60,0,2.191141425914318,404
EQ,2026-03,52,threshold,global180,1,2.2317390028372612,404
EQ,2026-03,52,threshold,scaled180,2,2.182830337943798,404
EQ,2026-03,52,threshold,local180,3,2.2258173031065547,404
EQ,2026-03,52,threshold,local_scaled180,4,2.131338226647375,404
EQ,2026-03,52,threshold,local_shrink180,5,2.209972690179721,404
EQ,2026-03,52,threshold,local_scaled_shrink180,6,2.136226054148819,404
EQ,2026-03,53,threshold,global60,0,2.1185160827534846,404
EQ,2026-03,53,threshold,global180,1,2.0303794932859516,404
EQ,2026-03,53,threshold,scaled180,2,1.9942756177464434,404
EQ,2026-03,53,threshold,local180,3,2.1071350050658024,404
EQ,2026-03,53,threshold,local_scaled180,4,1.9938960489813609,404
EQ,2026-03,53,threshold,local_shrink180,5,2.0425162503777745,404
EQ,2026-03,53,threshold,local_scaled_shrink180,6,1.9689168097748477,404
EQ,2026-03,54,threshold,global60,0,3.201269363407128,404
EQ,2026-03,54,threshold,global180,1,3.39844820526883,404
EQ,2026-03,54,threshold,scaled180,2,3.2413201023483387,404
EQ,2026-03,54,threshold,local180,3,3.2251701994360715,404
EQ,2026-03,54,threshold,local_scaled180,4,3.0289695937080383,404
EQ,2026-03,54,threshold,local_shrink180,5,3.2637462822770202,404
EQ,2026-03,54,threshold,local_scaled_shrink180,6,3.094473082409679,404
EQ,2026-03,55,threshold,global60,0,2.8492578774181427,404
EQ,2026-03,55,threshold,global180,1,2.9441936844620877,404
EQ,2026-03,55,threshold,scaled180,2,2.886830360097221,404
EQ,2026-03,55,threshold,local180,3,2.8758985215970245,404
EQ,2026-03,55,threshold,local_scaled180,4,2.635597251382824,404
EQ,2026-03,55,threshold,local_shrink180,5,2.8870021984676466,404
EQ,2026-03,55,threshold,local_scaled_shrink180,6,2.7176407056569234,404
EQ,2026-03,56,threshold,global60,0,2.183571171608185,404
EQ,2026-03,56,threshold,global180,1,2.1359857447193566,404
EQ,2026-03,56,threshold,scaled180,2,2.1056277104121066,404
EQ,2026-03,56,threshold,local180,3,2.098007471782057,404
EQ,2026-03,56,threshold,local_scaled180,4,2.0595938406103453,404
EQ,2026-03,56,threshold,local_shrink180,5,2.1003033825235184,404
EQ,2026-03,56,threshold,local_scaled_shrink180,6,2.06757197722334,404
EQ,2026-03,57,threshold,global60,0,2.333416871263275,404
EQ,2026-03,57,threshold,global180,1,2.4169982836448156,404
EQ,2026-03,57,threshold,scaled180,2,2.393228003029902,404
EQ,2026-03,57,threshold,local180,3,2.360518774371888,404
EQ,2026-03,57,threshold,local_scaled180,4,2.318668545471572,404
EQ,2026-03,57,threshold,local_shrink180,5,2.3750039218816412,404
EQ,2026-03,57,threshold,local_scaled_shrink180,6,2.3341534800829207,404
EQ,2026-03,58,threshold,global60,0,2.1218617398017257,404
EQ,2026-03,58,threshold,global180,1,2.158406224411797,404
EQ,2026-03,58,threshold,scaled180,2,2.1016805353390984,404
EQ,2026-03,58,threshold,local180,3,2.143586853171863,404
EQ,2026-03,58,threshold,local_scaled180,4,2.0671870301711803,404
EQ,2026-03,58,threshold,local_shrink180,5,2.132938927717218,404
EQ,2026-03,58,threshold,local_scaled_shrink180,6,2.064718101816196,404
EQ,2026-03,59,threshold,global60,0,2.0759755798099344,404
EQ,2026-03,59,threshold,global180,1,2.0157669228878503,404
EQ,2026-03,59,threshold,scaled180,2,1.9960209295233553,404
EQ,2026-03,59,threshold,local180,3,2.0495159646085352,404
EQ,2026-03,59,threshold,local_scaled180,4,1.926815293271714,404
EQ,2026-03,59,threshold,local_shrink180,5,2.0028690707548753,404
EQ,2026-03,59,threshold,local_scaled_shrink180,6,1.9355913281117227,404
EQ,2026-03,60,historical,global60,0,2.4174092932232067,404
EQ,2026-03,60,historical,global180,1,2.443688083765759,404
EQ,2026-03,60,historical,scaled180,2,2.3914090248647883,404
EQ,2026-03,60,historical,local180,3,1.8424097275082685,404
EQ,2026-03,60,historical,local_scaled180,4,1.8522144336752064,404
EQ,2026-03,60,historical,local_shrink180,5,2.0421679525188154,404
EQ,2026-03,60,historical,local_scaled_shrink180,6,2.0072546431573786,404
EQ,2026-03,61,state_hist,global60,0,1.824282294542855,404
EQ,2026-03,61,state_hist,global180,1,1.813119360978051,404
EQ,2026-03,61,state_hist,scaled180,2,1.8105545707552235,404
EQ,2026-03,61,state_hist,local180,3,1.8222617092362483,404
EQ,2026-03,61,state_hist,local_scaled180,4,1.8169373472032018,404
EQ,2026-03,61,state_hist,local_shrink180,5,1.8138564546504692,404
EQ,2026-03,61,state_hist,local_scaled_shrink180,6,1.8068351416563693,404
CAP,2025-12,0,linear,global60,0,1.511338695542976,479
CAP,2025-12,0,linear,global180,1,1.5873848004479942,479
CAP,2025-12,0,linear,scaled180,2,1.5881457843762885,479
CAP,2025-12,0,linear,local180,3,1.5788646101077792,479
CAP,2025-12,0,linear,local_scaled180,4,1.5690070990644827,479
