definition,policy,family,state,n,below,below_lo,below_hi,q_change,pinball,cost_10,sparse,bootstrap_valid_fraction
EQ,fixed_model_selected_cal,state_hist,1,248,0.08870967741935484,0.051720090658895906,0.12597048172367972,-6.483538272967354,2.0797663077326263,0.04717741935483871,False,1.0
EQ,fixed_model_selected_cal,state_hist,2,10,0.1,0.0,0.25,-10.389469895320563,1.5378853466918312,0.09,True,0.9979989994997499
EQ,fixed_model_selected_cal,state_hist,3,98,0.09183673469387756,0.04395604395604396,0.14130434782608695,-10.840799883996603,1.509820090905495,0.08571428571428574,False,1.0
EQ,fixed_model_selected_cal,state_hist,4,9,0.1111111111111111,0.0,0.2,-16.877470573479044,1.1520775169537434,0.06666666666666667,True,0.9979989994997499
EQ,fixed_model_selected_cal,state_hist,5,133,0.16541353383458646,0.10415833333333334,0.24139367816091953,-22.697191516070546,1.8660792529927561,0.0443609022556391,False,1.0
EQ,fixed_model_selected_cal,threshold,0,11,0.0,0.0,0.0,-6.479666445032486,1.221170465969224,0.009090909090909092,True,0.992496248124062
EQ,fixed_model_selected_cal,threshold,1,248,0.10887096774193548,0.06584362139917696,0.14983449477351915,-7.085387977283982,2.2405931302577966,0.06693548387096775,False,1.0
EQ,fixed_model_selected_cal,threshold,2,10,0.2,0.0,0.5,-11.272275051373146,1.745122668796275,0.05,True,0.9979989994997499
EQ,fixed_model_selected_cal,threshold,3,98,0.08163265306122448,0.03701445347786811,0.1277282086479066,-13.560698536442,1.6806806942076005,0.07040816326530612,False,1.0
EQ,fixed_model_selected_cal,threshold,4,9,0.1111111111111111,0.0,0.2,-20.08248017017838,1.3144090073414452,0.06666666666666667,True,0.9979989994997499
EQ,fixed_model_selected_cal,threshold,5,133,0.15789473684210525,0.1,0.23018925518925515,-23.614201019391164,1.9979243408023961,0.056390977443609026,False,1.0
EQ,global_window_selected,historical,0,11,0.0,0.0,0.0,-16.609177497561845,2.23412157122216,0.1,True,0.992496248124062
EQ,global_window_selected,historical,1,248,0.008064516129032258,0.0,0.023809523809523808,-17.030487354548505,2.691289656132303,0.09475806451612905,False,1.0
EQ,global_window_selected,historical,2,10,0.0,0.0,0.0,-17.329933579170152,1.6625864937811035,0.09,True,0.9979989994997499
EQ,global_window_selected,historical,3,98,0.030612244897959183,0.0,0.0625,-16.593126674621193,1.6756472486189524,0.08673469387755102,False,1.0
EQ,global_window_selected,historical,4,9,0.1111111111111111,0.0,0.2,-16.631985076742545,1.1038175677426545,0.06666666666666667,True,0.9979989994997499
EQ,global_window_selected,historical,5,133,0.3533834586466165,0.2846655984808023,0.4427697779319917,-16.791713893141633,2.9711083322702323,0.0443609022556391,False,1.0
EQ,global_window_selected,linear,0,11,0.0,0.0,0.0,-8.817414857379289,1.4549453072039045,0.02727272727272728,True,0.992496248124062
EQ,global_window_selected,linear,1,248,0.08064516129032258,0.04309113300492611,0.11764705882352941,-7.88282274654723,2.252711134856098,0.07419354838709677,False,1.0
EQ,global_window_selected,linear,2,10,0.1,0.0,0.25,-13.205960111048256,1.6709366542371407,0.09,True,0.9979989994997499
EQ,global_window_selected,linear,3,98,0.05102040816326531,0.01098901098901099,0.09600769230769231,-15.335956664058527,1.6881329818165873,0.08265306122448977,False,1.0
EQ,global_window_selected,linear,4,9,0.0,0.0,0.0,-17.580485928904118,1.061181077594844,0.06666666666666667,True,0.9979989994997499
EQ,global_window_selected,linear,5,133,0.2556390977443609,0.1933683241252302,0.33613445378151263,-21.063482219136525,2.336118911896019,0.0443609022556391,False,1.0
EQ,global_window_selected,ml_selected,0,11,0.09090909090909091,0.0,0.3333333333333333,-5.532803311251019,1.1961569918429513,0.009090909090909092,True,0.992496248124062
EQ,global_window_selected,ml_selected,1,248,0.09173387096774194,0.04639545858316678,0.13847975545303892,-6.339360135266178,2.0308031566889375,0.05060483870967742,False,1.0
EQ,global_window_selected,ml_selected,2,10,0.1,0.0,0.25,-11.008927737729621,1.6961349200942233,0.15000000000000002,True,0.9979989994997499
EQ,global_window_selected,ml_selected,3,98,0.09183673469387756,0.0379746835443038,0.1495560747663551,-12.13599015839553,1.5066903621254735,0.07372448979591836,False,1.0
EQ,global_window_selected,ml_selected,4,9,0.0,0.0,0.0,-18.6097784300244,1.164110327706872,0.06666666666666667,True,0.9979989994997499
EQ,global_window_selected,ml_selected,5,133,0.19736842105263158,0.1359359270134228,0.26755162241887903,-20.9120122936936,1.924005549673869,0.0443609022556391,False,1.0
EQ,global_window_selected,state_hist,0,11,0.09090909090909091,0.0,0.3333333333333333,-4.75255589374743,1.3519828556755924,0.0,True,0.992496248124062
EQ,global_window_selected,state_hist,1,248,0.08870967741935484,0.05062227422614615,0.12449799196787148,-6.7710219851542055,2.0502505530919595,0.04717741935483871,False,1.0
EQ,global_window_selected,state_hist,2,10,0.1,0.0,0.25,-10.85521181841442,1.5461168740462825,0.09,True,0.9979989994997499
EQ,global_window_selected,state_hist,3,98,0.07142857142857142,0.029112210604929054,0.11653067548027266,-11.053791020613723,1.4816454493700564,0.09183673469387756,False,1.0
EQ,global_window_selected,state_hist,4,9,0.1111111111111111,0.0,0.2,-17.24808347049505,1.1373881418631564,0.06666666666666667,True,0.9979989994997499
EQ,global_window_selected,state_hist,5,133,0.17293233082706766,0.11728182205193699,0.2449079631852741,-22.101319102695303,1.9298423372930784,0.0443609022556391,False,1.0
EQ,global_window_selected,threshold,0,11,0.0,0.0,0.0,-9.675440684079598,1.5407478898739355,0.045454545454545456,True,0.992496248124062
EQ,global_window_selected,threshold,1,248,0.08064516129032258,0.044349486154724525,0.11510791366906475,-8.430367068717002,2.245196657239804,0.07258064516129034,False,1.0
EQ,global_window_selected,threshold,2,10,0.2,0.0,0.5,-10.339867750779364,1.6624932036937334,0.14,True,0.9979989994997499
EQ,global_window_selected,threshold,3,98,0.05102040816326531,0.01098901098901099,0.09600769230769231,-14.036780190502252,1.7684920269177182,0.07551020408163264,False,1.0
EQ,global_window_selected,threshold,4,9,0.0,0.0,0.0,-19.338939043511814,1.237026389055614,0.06666666666666667,True,0.9979989994997499
EQ,global_window_selected,threshold,5,133,0.23308270676691728,0.16546196113974962,0.3135593220338983,-21.418202349497893,2.17210954429936,0.05563909774436091,False,1.0
EQ,joint_selected,historical,0,11,0.0,0.0,0.0,-6.538371833529351,1.2270410048189104,0.0,True,0.992496248124062
EQ,joint_selected,historical,1,248,0.10080645161290322,0.05454095409540954,0.14568919755817036,-5.870614401999173,2.149428852965628,0.04435483870967742,False,1.0
EQ,joint_selected,historical,2,10,0.1,0.0,0.25,-11.291238244304184,1.644847051634064,0.06999999999999999,True,0.9979989994997499
EQ,joint_selected,historical,3,98,0.12244897959183673,0.05747126436781609,0.18694509345794388,-11.936351767027805,1.5674674002459543,0.08163265306122451,False,1.0
EQ,joint_selected,historical,4,9,0.0,0.0,0.0,-20.049927480570858,1.308125232761518,0.06666666666666667,True,0.9979989994997499
EQ,joint_selected,historical,5,133,0.17293233082706766,0.1125749441592539,0.24771048144840466,-22.98934983709173,1.9722810589219015,0.0443609022556391,False,1.0
EQ,joint_selected,linear,0,11,0.0,0.0,0.0,-8.817414857379289,1.4549453072039045,0.02727272727272728,True,0.992496248124062
EQ,joint_selected,linear,1,248,0.08064516129032258,0.04887807276302852,0.11391024422047755,-7.206393900996895,2.1936439415553743,0.0681451612903226,False,1.0
EQ,joint_selected,linear,2,10,0.1,0.0,0.25,-13.205960111048256,1.6709366542371407,0.09,True,0.9979989994997499
EQ,joint_selected,linear,3,98,0.08163265306122448,0.037724056603773586,0.13043478260869565,-12.796430562018402,1.617190284910696,0.09693877551020408,False,1.0
EQ,joint_selected,linear,4,9,0.0,0.0,0.0,-17.200726256591704,1.023205110363603,0.06666666666666667,True,0.9979989994997499
EQ,joint_selected,linear,5,133,0.24060150375939848,0.16805547393782688,0.32470661868252226,-20.054637401018404,2.0328253569208456,0.0443609022556391,False,1.0
EQ,joint_selected,ml_selected,0,11,0.09090909090909091,0.0,0.3333333333333333,-4.956066306750755,1.1803076408293154,0.002272727272727273,True,0.992496248124062
EQ,joint_selected,ml_selected,1,248,0.09879032258064516,0.052995391705069124,0.14625219795909164,-6.710377636392167,2.0633062417170294,0.05463709677419355,False,1.0
EQ,joint_selected,ml_selected,2,10,0.1,0.0,0.25,-10.471477473631914,1.6630296088804641,0.135,True,0.9979989994997499
EQ,joint_selected,ml_selected,3,98,0.10204081632653061,0.04648489708634055,0.16103061782394748,-12.054444752547843,1.5817921104864394,0.08673469387755102,False,1.0
EQ,joint_selected,ml_selected,4,9,0.0,0.0,0.0,-18.028964621626056,1.1060289468670377,0.06666666666666667,True,0.9979989994997499
EQ,joint_selected,ml_selected,5,133,0.19172932330827067,0.12081018518518519,0.27662734358542235,-21.23763159184364,1.8765437237710318,0.0443609022556391,False,1.0
EQ,joint_selected,state_hist,0,11,0.09090909090909091,0.0,0.3333333333333333,-4.239850088756634,1.354793286402311,0.0,True,0.992496248124062
EQ,joint_selected,state_hist,1,248,0.08870967741935484,0.051720090658895906,0.12597048172367972,-6.483538272967354,2.0797663077326263,0.04717741935483871,False,1.0
EQ,joint_selected,state_hist,2,10,0.1,0.0,0.25,-10.389469895320563,1.5378853466918312,0.09,True,0.9979989994997499
EQ,joint_selected,state_hist,3,98,0.09183673469387756,0.04395604395604396,0.14130434782608695,-10.840799883996603,1.509820090905495,0.08571428571428574,False,1.0
EQ,joint_selected,state_hist,4,9,0.1111111111111111,0.0,0.2,-16.877470573479044,1.1520775169537434,0.06666666666666667,True,0.9979989994997499
EQ,joint_selected,state_hist,5,133,0.16541353383458646,0.10415833333333334,0.24139367816091953,-22.697191516070546,1.8660792529927561,0.0443609022556391,False,1.0
EQ,joint_selected,threshold,0,11,0.0,0.0,0.0,-6.479666445032486,1.221170465969224,0.009090909090909092,True,0.992496248124062
EQ,joint_selected,threshold,1,248,0.10887096774193548,0.06584362139917696,0.14983449477351915,-7.085387977283982,2.2405931302577966,0.06693548387096775,False,1.0
EQ,joint_selected,threshold,2,10,0.2,0.0,0.5,-11.272275051373146,1.745122668796275,0.05,True,0.9979989994997499
EQ,joint_selected,threshold,3,98,0.08163265306122448,0.03701445347786811,0.1277282086479066,-13.560698536442,1.6806806942076005,0.07040816326530612,False,1.0
EQ,joint_selected,threshold,4,9,0.1111111111111111,0.0,0.2,-20.08248017017838,1.3144090073414452,0.06666666666666667,True,0.9979989994997499
EQ,joint_selected,threshold,5,133,0.15789473684210525,0.1,0.23018925518925515,-23.614201019391164,1.9979243408023961,0.056390977443609026,False,1.0
EQ,legacy,historical,0,11,0.0,0.0,0.0,-15.63945024965535,2.1371488464315105,0.1,True,0.992496248124062
EQ,legacy,historical,1,248,0.012096774193548387,0.0,0.028466212081475643,-18.11623170296977,2.7949931474941594,0.09475806451612905,False,1.0
EQ,legacy,historical,2,10,0.1,0.0,0.25,-16.59212207287702,1.6567969027148255,0.09,True,0.9979989994997499
EQ,legacy,historical,3,98,0.05102040816326531,0.010632698768197089,0.09411764705882353,-18.604558671338566,1.9236600845553211,0.08673469387755102,False,1.0
EQ,legacy,historical,4,9,0.1111111111111111,0.0,0.2,-16.01301041188022,1.0419201012564219,0.06666666666666667,True,0.9979989994997499
EQ,legacy,historical,5,133,0.2932330827067669,0.22121147390906318,0.3816489361702127,-19.27719215484956,2.527809970789332,0.0443609022556391,False,1.0
EQ,legacy,linear,0,11,0.0,0.0,0.0,-12.594571218722338,1.8326609433382095,0.1,True,0.992496248124062
EQ,legacy,linear,1,248,0.06451612903225806,0.029600430305824498,0.10182161234991424,-9.385142112269444,2.359264621310311,0.07580645161290323,False,1.0
EQ,legacy,linear,2,10,0.1,0.0,0.25,-14.1697099589355,1.7931094704460577,0.09,True,0.9979989994997499
EQ,legacy,linear,3,98,0.05102040816326531,0.010746968657057883,0.09574468085106383,-16.814860854883243,1.837368253465098,0.08265306122448977,False,1.0
EQ,legacy,linear,4,9,0.0,0.0,0.0,-17.40658399258352,1.0437908839627843,0.06666666666666667,True,0.9979989994997499
EQ,legacy,linear,5,133,0.24060150375939848,0.17142857142857143,0.33035714285714285,-22.27325476301374,2.2634602845658542,0.05789473684210526,False,1.0
EQ,legacy,ml_selected,0,11,0.1590909090909091,0.0,0.3333333333333333,-3.857333596413456,1.041580708292122,0.0,True,0.992496248124062
EQ,legacy,ml_selected,1,248,0.08669354838709678,0.043843283582089554,0.1304020036982462,-6.909073351540905,2.0465542853555094,0.05786290322580646,False,1.0
EQ,legacy,ml_selected,2,10,0.1,0.0,0.25,-9.872091479053356,1.681174027561017,0.14500000000000002,True,0.9979989994997499
EQ,legacy,ml_selected,3,98,0.05357142857142857,0.013574275362318842,0.09722953216374268,-12.84167343240756,1.525470544508549,0.06479591836734694,False,1.0
EQ,legacy,ml_selected,4,9,0.0,0.0,0.0,-19.16244089379167,1.2193765740835993,0.06666666666666667,True,0.9979989994997499
EQ,legacy,ml_selected,5,133,0.16917293233082706,0.10818312284730194,0.24041895604395602,-22.081888054816357,1.8914180720224545,0.0443609022556391,False,1.0
EQ,legacy,state_hist,0,11,0.09090909090909091,0.0,0.3333333333333333,-3.676493199741938,1.3672650789217675,0.0,True,0.992496248124062
EQ,legacy,state_hist,1,248,0.07258064516129033,0.043478260869565216,0.10002008032128512,-8.050892725062639,2.0881477138583335,0.05766129032258065,False,1.0
EQ,legacy,state_hist,2,10,0.1,0.0,0.25,-10.386325191959061,1.508227931679696,0.07,True,0.9979989994997499
EQ,legacy,state_hist,3,98,0.05102040816326531,0.01098901098901099,0.09600769230769231,-12.306226892009944,1.48864719698873,0.08571428571428572,False,1.0
EQ,legacy,state_hist,4,9,0.1111111111111111,0.0,0.2,-17.4123405098733,1.1538138458009812,0.06666666666666667,True,0.9979989994997499
EQ,legacy,state_hist,5,133,0.15037593984962405,0.08280035141664836,0.2318969979296066,-23.4057571435214,1.9354228764298187,0.0443609022556391,False,1.0
EQ,legacy,threshold,0,11,0.0,0.0,0.0,-9.675440684079598,1.5407478898739355,0.045454545454545456,True,0.992496248124062
EQ,legacy,threshold,1,248,0.08064516129032258,0.04285714285714286,0.11858347314243466,-8.904879386593672,2.252568589202054,0.06572580645161291,False,1.0
EQ,legacy,threshold,2,10,0.2,0.0,0.5,-10.339867750779364,1.6624932036937334,0.14,True,0.9979989994997499
EQ,legacy,threshold,3,98,0.061224489795918366,0.02297544409613375,0.10390963203463204,-14.301956768390179,1.7320958171463405,0.07551020408163264,False,1.0
EQ,legacy,threshold,4,9,0.0,0.0,0.0,-19.338939043511814,1.237026389055614,0.06666666666666667,True,0.9979989994997499
EQ,legacy,threshold,5,133,0.21804511278195488,0.144064406779661,0.3149660230827311,-21.732446346313278,2.1317884989611136,0.05563909774436091,False,1.0
CAP,fixed_model_selected_cal,historical,0,64,0.03125,0.0,0.07017543859649122,-7.279422758980408,1.1991525411999049,0.014062500000000002,False,1.0
CAP,fixed_model_selected_cal,historical,1,186,0.06989247311827956,0.04224927880536229,0.0984494244365604,-6.347618555075895,1.4630760746202247,0.031720430107526884,False,1.0
CAP,fixed_model_selected_cal,historical,2,36,0.05555555555555555,0.0,0.13793103448275862,-11.932755928238166,1.0948877051444996,0.08055555555555556,False,1.0
CAP,fixed_model_selected_cal,historical,3,91,0.10989010989010989,0.061855670103092786,0.16485028732735152,-10.668364022220242,1.3638995659905842,0.10109890109890111,False,1.0
CAP,fixed_model_selected_cal,historical,4,27,0.25925925925925924,0.06885057471264368,0.6363636363636364,-15.783201357062762,2.1173591970377292,0.05555555555555555,True,1.0
CAP,fixed_model_selected_cal,historical,5,105,0.20952380952380953,0.13206510470661414,0.2978723404255319,-15.423171580469713,1.680799427735109,0.060952380952380945,False,1.0
CAP,fixed_model_selected_cal,linear,0,64,0.015625,0.0,0.046511627906976744,-10.855181980561008,1.553929632389623,0.03125,False,1.0
CAP,fixed_model_selected_cal,linear,1,186,0.08064516129032258,0.0511273161551824,0.1095450012465719,-6.4617136028438535,1.4560689666269315,0.03279569892473118,False,1.0
CAP,fixed_model_selected_cal,linear,2,36,0.0,0.0,0.0,-14.74582274596958,1.3473304133992208,0.08333333333333333,False,1.0
CAP,fixed_model_selected_cal,linear,3,91,0.10989010989010989,0.05207656926406927,0.18181818181818182,-11.554213188633343,1.3918814450831378,0.10219780219780221,False,1.0
CAP,fixed_model_selected_cal,linear,4,27,0.14814814814814814,0.05555555555555555,0.4,-17.258656526188663,1.7057143376485784,0.05555555555555555,True,1.0
CAP,fixed_model_selected_cal,linear,5,105,0.19047619047619047,0.12903225806451613,0.2627341659232828,-16.0126303686494,1.579324403647651,0.05999999999999999,False,1.0
CAP,fixed_model_selected_cal,ml_selected,0,64,0.03125,0.0,0.07017543859649122,-6.271851034750819,1.1132607392195863,0.0203125,False,1.0
CAP,fixed_model_selected_cal,ml_selected,1,186,0.0846774193548387,0.0551051267281106,0.11728865552544414,-5.0251412507902575,1.3762109434474572,0.031720430107526884,False,1.0
CAP,fixed_model_selected_cal,ml_selected,2,36,0.027777777777777776,0.0,0.07699849170437399,-10.607287870246973,0.9629658531809357,0.04722222222222223,False,1.0
CAP,fixed_model_selected_cal,ml_selected,3,91,0.0989010989010989,0.045015015015015016,0.16483516483516483,-10.231533988971014,1.342677924748487,0.09752747252747254,False,1.0
CAP,fixed_model_selected_cal,ml_selected,4,27,0.2222222222222222,0.09090909090909091,0.4617948717948716,-16.63985683253461,1.5379024162053956,0.08888888888888889,True,1.0
CAP,fixed_model_selected_cal,ml_selected,5,105,0.14047619047619048,0.07810763888888889,0.21069266381766377,-16.824423563078994,1.438198180297423,0.060952380952380945,False,1.0
CAP,fixed_model_selected_cal,state_hist,0,64,0.03125,0.0,0.07017543859649122,-7.142918934114869,1.2214442716699552,0.018750000000000003,False,1.0
CAP,fixed_model_selected_cal,state_hist,1,186,0.12903225806451613,0.09301690176642521,0.170457163803938,-4.747136378248319,1.531122659247095,0.03333333333333333,False,1.0
CAP,fixed_model_selected_cal,state_hist,2,36,0.0,0.0,0.0,-12.028384989493903,1.075586637751653,0.06111111111111113,False,1.0
CAP,fixed_model_selected_cal,state_hist,3,91,0.10989010989010989,0.05555555555555555,0.17650781831720028,-10.179991337909355,1.2484648334072599,0.05274725274725275,False,1.0
CAP,fixed_model_selected_cal,state_hist,4,27,0.1111111111111111,0.0,0.2727272727272727,-18.486463256694847,1.4753847228933878,0.05555555555555555,True,1.0
CAP,fixed_model_selected_cal,state_hist,5,105,0.14285714285714285,0.07431969361015925,0.21739130434782608,-17.5593253445642,1.6799647511197844,0.060952380952380945,False,1.0
CAP,fixed_model_selected_cal,threshold,0,64,0.03125,0.0,0.08993871297242079,-9.12548395006796,1.3751472114821075,0.028125,False,1.0
CAP,fixed_model_selected_cal,threshold,1,186,0.0967741935483871,0.05317897371714644,0.14130719326200772,-6.095480335675056,1.5378900415571926,0.03387096774193548,False,1.0
CAP,fixed_model_selected_cal,threshold,2,36,0.05555555555555555,0.0,0.14285714285714285,-13.39885813964708,1.2289106493362254,0.04722222222222223,False,1.0
CAP,fixed_model_selected_cal,threshold,3,91,0.12087912087912088,0.061824111087734064,0.19324494949494944,-10.368586257830636,1.4007603382089162,0.08791208791208792,False,1.0
CAP,fixed_model_selected_cal,threshold,4,27,0.14814814814814814,0.05555555555555555,0.4,-18.968460131771877,1.768143710277004,0.05555555555555555,True,1.0
CAP,fixed_model_selected_cal,threshold,5,105,0.11428571428571428,0.058823529411764705,0.17859022556390977,-18.07883355037207,1.5941315364829736,0.05999999999999999,False,1.0
CAP,global_window_selected,historical,0,64,0.0,0.0,0.0,-12.551867624468189,1.6992033662529655,0.08906249999999999,False,1.0
CAP,global_window_selected,historical,1,186,0.021505376344086023,0.00520698402417962,0.03981094527363183,-13.546512323703526,1.9284018139164385,0.0967741935483871,False,1.0
CAP,global_window_selected,historical,2,36,0.0,0.0,0.0,-13.525410290521883,1.225289167854451,0.09166666666666667,False,1.0
CAP,global_window_selected,historical,3,91,0.054945054945054944,0.018867924528301886,0.1,-13.385773815168925,1.4093881227400542,0.0912087912087912,False,1.0
CAP,global_window_selected,historical,4,27,0.2962962962962963,0.09516369047619047,0.6363636363636364,-13.317980964996949,2.207299547380411,0.05185185185185185,True,1.0
CAP,global_window_selected,historical,5,105,0.3047619047619048,0.2161746361746362,0.4157358994326399,-13.22974333722106,2.084235268018849,0.08,False,1.0
CAP,global_window_selected,linear,0,64,0.015625,0.0,0.046511627906976744,-11.025853096328712,1.5716183324988275,0.0328125,False,1.0
CAP,global_window_selected,linear,1,186,0.0967741935483871,0.06314465408805031,0.1268329825430234,-5.847196837089724,1.4906862154195315,0.034408602150537634,False,1.0
CAP,global_window_selected,linear,2,36,0.0,0.0,0.0,-15.053055622712442,1.3780537010735066,0.08333333333333333,False,1.0
CAP,global_window_selected,linear,3,91,0.07692307692307693,0.03529411764705882,0.12680551393467182,-11.738281660750332,1.361730777019144,0.08131868131868135,False,1.0
CAP,global_window_selected,linear,4,27,0.14814814814814814,0.05555555555555555,0.4,-17.555479246538553,1.7368056229648914,0.05555555555555555,True,1.0
CAP,global_window_selected,linear,5,105,0.19047619047619047,0.13392857142857142,0.2613906926406926,-16.594871965326373,1.4927959190559552,0.05999999999999999,False,1.0
CAP,global_window_selected,ml_selected,0,64,0.0625,0.0,0.14460746210649045,-5.851264060368641,1.1435946167608162,0.0203125,False,1.0
CAP,global_window_selected,ml_selected,1,186,0.10215053763440861,0.05659844366272253,0.14706784554312521,-4.742326068648422,1.4405374779462143,0.032795698924731186,False,1.0
CAP,global_window_selected,ml_selected,2,36,0.05555555555555555,0.0,0.14285714285714285,-11.11449192919853,1.0460670097649352,0.052777777777777785,False,1.0
CAP,global_window_selected,ml_selected,3,91,0.10989010989010989,0.0510010333247223,0.18368519821721793,-10.160741152892378,1.3264206331199986,0.10329670329670332,False,1.0
CAP,global_window_selected,ml_selected,4,27,0.14814814814814814,0.05555555555555555,0.4,-17.462369015682995,1.5220867918683878,0.05555555555555555,True,1.0
CAP,global_window_selected,ml_selected,5,105,0.14285714285714285,0.07841605392156863,0.21277580772261623,-16.67928974305927,1.4954904634505135,0.060952380952380945,False,1.0
CAP,global_window_selected,state_hist,0,64,0.03125,0.0,0.07017543859649122,-7.1829827482176345,1.2254506530802316,0.018750000000000003,False,1.0
CAP,global_window_selected,state_hist,1,186,0.12903225806451613,0.09301690176642521,0.170457163803938,-4.645763787364382,1.5311321712194028,0.03333333333333333,False,1.0
CAP,global_window_selected,state_hist,2,36,0.0,0.0,0.0,-11.975234578774268,1.0702715966796892,0.06111111111111113,False,1.0
CAP,global_window_selected,state_hist,3,91,0.10989010989010989,0.05555555555555555,0.17650781831720028,-9.881828475377606,1.2490956037609489,0.059340659340659345,False,1.0
CAP,global_window_selected,state_hist,4,27,0.1111111111111111,0.0,0.2727272727272727,-18.555665491208067,1.4491455186744717,0.05555555555555555,True,1.0
CAP,global_window_selected,state_hist,5,105,0.13333333333333333,0.06972734562951083,0.20396329299108917,-17.68401782551431,1.712533498428923,0.060952380952380945,False,1.0
CAP,global_window_selected,threshold,0,64,0.03125,0.0,0.08993871297242079,-9.12548395006796,1.3751472114821075,0.028125,False,1.0
CAP,global_window_selected,threshold,1,186,0.11827956989247312,0.07386363636363637,0.16290330513476292,-5.271672566596893,1.5068000641710357,0.031720430107526884,False,1.0
CAP,global_window_selected,threshold,2,36,0.05555555555555555,0.0,0.14285714285714285,-13.39885813964708,1.2289106493362254,0.04722222222222223,False,1.0
CAP,global_window_selected,threshold,3,91,0.10989010989010989,0.05555555555555555,0.1794871794871795,-10.449044951164614,1.38596036768673,0.07912087912087913,False,1.0
CAP,global_window_selected,threshold,4,27,0.14814814814814814,0.05555555555555555,0.4,-18.968460131771877,1.768143710277004,0.05555555555555555,True,1.0
CAP,global_window_selected,threshold,5,105,0.11428571428571428,0.058823529411764705,0.17859022556390977,-17.917207142436073,1.5971275213092668,0.05999999999999999,False,1.0
CAP,joint_selected,historical,0,64,0.03125,0.0,0.07017543859649122,-7.279422758980408,1.1991525411999049,0.014062500000000002,False,1.0
CAP,joint_selected,historical,1,186,0.06989247311827956,0.04224927880536229,0.0984494244365604,-6.347618555075895,1.4630760746202247,0.031720430107526884,False,1.0
CAP,joint_selected,historical,2,36,0.05555555555555555,0.0,0.13793103448275862,-11.932755928238166,1.0948877051444996,0.08055555555555556,False,1.0
CAP,joint_selected,historical,3,91,0.10989010989010989,0.061855670103092786,0.16485028732735152,-10.668364022220242,1.3638995659905842,0.10109890109890111,False,1.0
CAP,joint_selected,historical,4,27,0.25925925925925924,0.06885057471264368,0.6363636363636364,-15.783201357062762,2.1173591970377292,0.05555555555555555,True,1.0
CAP,joint_selected,historical,5,105,0.20952380952380953,0.13206510470661414,0.2978723404255319,-15.423171580469713,1.680799427735109,0.060952380952380945,False,1.0
