definition,policy,family,fold,n,pinball,below,q_change,too_low,too_high,cost_5,missed_severity_5,cost_10,missed_severity_10,cost_20,missed_severity_20,event_5,alarm_5,tp_5,fp_5,fn_5,event_10,alarm_10,tp_10,fp_10,fn_10,event_20,alarm_20,tp_20,fp_20,fn_20,coverage_abs_error,conditional_abs_error
CAP,fixed_model_selected_cal,state_hist,2025-12,139,1.4071640418331077,0.050359712230215826,-12.47675487019404,1.2523765770016517,0.15478746483145572,0.06546762589928058,0.027506800349182528,0.048920863309352525,0.016182366799599484,0.015107913669064749,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,82.0,23.0,59.0,1.0,2.0,13.0,1.0,12.0,1.0,0.04964028776978418,0.06690647482014389
CAP,fixed_model_selected_cal,state_hist,2026-01,137,1.2400025752598511,0.11678832116788321,-7.3643371635796235,0.8547464324891959,0.3852561427706552,0.08102189781021898,0.17256886250285514,0.02627737226277372,0.030356150283688967,0.006569343065693431,0.011267890936370904,34.0,65.0,26.0,39.0,8.0,10.0,36.0,9.0,27.0,1.0,1.0,0.0,0.0,0.0,1.0,0.016788321167883202,0.06204379562043796
CAP,fixed_model_selected_cal,state_hist,2026-02,128,1.3551468167497664,0.09375,-10.326773879996523,1.1038605904619236,0.2512862262878429,0.0703125,0.0,0.053125000000000006,0.05509224066882816,0.0140625,0.06122156833654879,32.0,122.0,32.0,90.0,0.0,16.0,64.0,14.0,50.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0062500000000000056,0.0234375
CAP,fixed_model_selected_cal,state_hist,2026-03,105,1.834184819259849,0.18095238095238095,-9.308273748687032,0.9685078490347787,0.8656769702250706,0.07238095238095239,0.17239682556451807,0.04857142857142858,0.061910973332844794,0.05619047619047619,0.35211913285964386,33.0,69.0,29.0,40.0,4.0,21.0,42.0,18.0,24.0,3.0,7.0,6.0,1.0,5.0,6.0,0.08095238095238094,0.08095238095238094
CAP,fixed_model_selected_cal,threshold,2025-12,139,1.8660143683792885,0.050359712230215826,-17.49376939018511,1.7497929164554664,0.11622145192382219,0.06546762589928058,0.027506800349182528,0.05107913669064748,0.0,0.04748201438848921,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,95.0,24.0,71.0,0.0,2.0,58.0,1.0,57.0,1.0,0.04964028776978418,0.06690647482014389
CAP,fixed_model_selected_cal,threshold,2026-01,137,1.1528551594033316,0.11678832116788321,-7.446379197499181,0.8534154739563043,0.2994396854470274,0.07810218978102189,0.11866093721080855,0.025547445255474453,0.030356150283688967,0.0,0.0,34.0,91.0,29.0,62.0,5.0,10.0,35.0,9.0,26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.016788321167883202,0.047445255474452545
CAP,fixed_model_selected_cal,threshold,2026-02,128,1.2692097522851946,0.0703125,-9.050711702588078,0.9804212880487063,0.2887884642364882,0.052343749999999994,0.0,0.05234375000000001,0.08116047419342867,0.015625,0.06122156833654879,32.0,99.0,32.0,67.0,0.0,16.0,43.0,12.0,31.0,4.0,2.0,2.0,0.0,2.0,2.0,0.029687500000000006,0.0421875
CAP,fixed_model_selected_cal,threshold,2026-03,105,1.7249012627649243,0.1619047619047619,-8.988928674783889,0.9288384367340033,0.796062826030921,0.0638095238095238,0.14783139154625746,0.07904761904761906,0.12626740636063224,0.026666666666666665,0.16408908768675867,33.0,80.0,31.0,49.0,2.0,21.0,34.0,14.0,20.0,7.0,7.0,5.0,4.0,1.0,3.0,0.06190476190476191,0.0961904761904762
CAP,global_window_selected,historical,2025-12,139,1.7150637870228522,0.12949640287769784,-13.402461325320408,1.3664801324819993,0.348583654540853,0.0683453237410072,0.0,0.08273381294964027,0.0,0.012949640287769784,0.03292301868384474,44.0,139.0,44.0,95.0,0.0,24.0,139.0,24.0,115.0,0.0,2.0,0.0,0.0,0.0,2.0,0.029496402877697836,0.14028776978417265
CAP,global_window_selected,historical,2026-01,137,1.4431363213781565,0.043795620437956206,-12.4222170099918,1.3302689932781224,0.11286732810003408,0.07518248175182482,0.0,0.09635036496350365,0.03511985008890249,0.006569343065693431,0.011267890936370904,34.0,137.0,34.0,103.0,0.0,10.0,122.0,8.0,114.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0562043795620438,0.08832116788321168
CAP,global_window_selected,historical,2026-02,128,1.7298272055406265,0.1171875,-11.253121033787234,1.2246998731821739,0.5051273323584528,0.075,0.0,0.09375000000000003,0.10004447651439398,0.0140625,0.06122156833654879,32.0,128.0,32.0,96.0,0.0,16.0,96.0,12.0,84.0,4.0,2.0,0.0,0.0,0.0,2.0,0.017187499999999994,0.09375
CAP,global_window_selected,historical,2026-03,105,2.4830176021697015,0.09523809523809523,-16.871563784418374,1.7140872305415853,0.7689303716281164,0.06857142857142856,0.0,0.07999999999999999,0.0,0.07714285714285715,0.43567515468939555,33.0,105.0,33.0,72.0,0.0,21.0,105.0,21.0,84.0,0.0,7.0,18.0,0.0,18.0,7.0,0.004761904761904773,0.12476190476190475
CAP,global_window_selected,linear,2025-12,139,1.9215567364679365,0.04316546762589928,-18.26434804092651,1.8246992318310569,0.09685750463687962,0.06762589928057552,0.0,0.06258992805755395,0.0,0.04604316546762589,0.006372121938829868,44.0,138.0,44.0,94.0,0.0,24.0,111.0,24.0,87.0,0.0,2.0,56.0,1.0,55.0,1.0,0.05683453237410072,0.07266187050359713
CAP,global_window_selected,linear,2026-01,137,1.1031824052987178,0.072992700729927,-8.608253872230359,0.9530169192716488,0.15016548602706908,0.06131386861313867,0.01785190703839919,0.03795620437956205,0.030356150283688967,0.006569343065693431,0.011267890936370904,34.0,108.0,33.0,75.0,1.0,10.0,52.0,9.0,43.0,1.0,1.0,0.0,0.0,0.0,1.0,0.027007299270073004,0.04452554744525547
CAP,global_window_selected,linear,2026-02,128,1.353051870296969,0.109375,-8.437026766697981,0.9335738556197752,0.4194780146771937,0.057812499999999996,0.0,0.05546875000000001,0.08116047419342867,0.0140625,0.06122156833654879,32.0,106.0,32.0,74.0,0.0,16.0,47.0,12.0,35.0,4.0,2.0,0.0,0.0,0.0,2.0,0.009374999999999994,0.0703125
CAP,global_window_selected,linear,2026-03,105,1.5580281078408953,0.19047619047619047,-7.826397667655036,0.8075233306000038,0.7505047772408916,0.04476190476190477,0.10253737891589752,0.054285714285714284,0.10269941065266132,0.012380952380952381,0.022509542129854832,33.0,60.0,31.0,29.0,2.0,21.0,38.0,17.0,21.0,4.0,7.0,10.0,6.0,4.0,1.0,0.09047619047619046,0.09047619047619047
CAP,global_window_selected,ml_selected,2025-12,139,1.37925837965554,0.03597122302158273,-12.757339381160106,1.2748386167708408,0.1044197628846994,0.06402877697841729,0.02633522836166407,0.050359712230215826,0.0,0.01942446043165468,0.006372121938829868,44.0,123.0,43.0,80.0,1.0,24.0,94.0,24.0,70.0,0.0,2.0,19.0,1.0,18.0,1.0,0.06402877697841727,0.07985611510791368
CAP,global_window_selected,ml_selected,2026-01,137,1.1431234650669397,0.15328467153284672,-6.647043153110152,0.7805020605276525,0.3626214045392871,0.0686131386861314,0.14221818196876837,0.033576642335766425,0.06541050393805095,0.0,0.0,34.0,68.0,28.0,40.0,6.0,10.0,36.0,8.0,28.0,2.0,1.0,1.0,1.0,0.0,0.0,0.05328467153284672,0.06204379562043794
CAP,global_window_selected,ml_selected,2026-02,128,1.313124811274125,0.078125,-9.56345538242968,1.0309597251333436,0.2821650861407814,0.07343749999999999,0.038798621832738335,0.05390625,0.06138434303313045,0.01484375,0.06122156833654879,32.0,106.0,30.0,76.0,2.0,16.0,55.0,13.0,42.0,3.0,2.0,1.0,0.0,1.0,2.0,0.021875000000000006,0.0390625
CAP,global_window_selected,ml_selected,2026-03,105,1.7258166957096877,0.17142857142857143,-8.534044900313079,0.8879904403261071,0.8378262553835807,0.05261904761904762,0.0912808726288581,0.07714285714285715,0.12626740636063224,0.034999999999999996,0.2288691889893907,33.0,73.25,31.5,41.75,1.5,21.0,32.0,14.0,18.0,7.0,7.0,3.75,3.0,0.75,4.0,0.07142857142857142,0.1057142857142857
CAP,global_window_selected,state_hist,2025-12,139,1.4071640418331077,0.050359712230215826,-12.47675487019404,1.2523765770016517,0.15478746483145572,0.06546762589928058,0.027506800349182528,0.048920863309352525,0.016182366799599484,0.015107913669064749,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,82.0,23.0,59.0,1.0,2.0,13.0,1.0,12.0,1.0,0.04964028776978418,0.06690647482014389
CAP,global_window_selected,state_hist,2026-01,137,1.2400025752598511,0.11678832116788321,-7.3643371635796235,0.8547464324891959,0.3852561427706552,0.08102189781021898,0.17256886250285514,0.02627737226277372,0.030356150283688967,0.006569343065693431,0.011267890936370904,34.0,65.0,26.0,39.0,8.0,10.0,36.0,9.0,27.0,1.0,1.0,0.0,0.0,0.0,1.0,0.016788321167883202,0.06204379562043796
CAP,global_window_selected,state_hist,2026-02,128,1.3574112884937009,0.0859375,-9.943909500559538,1.0696292434869887,0.2877820450067122,0.07187500000000001,0.12706106938109554,0.051562500000000004,0.08116047419342867,0.0140625,0.06122156833654879,32.0,94.0,29.0,65.0,3.0,16.0,42.0,12.0,30.0,4.0,2.0,0.0,0.0,0.0,2.0,0.014062500000000006,0.026562500000000003
CAP,global_window_selected,state_hist,2026-03,105,1.858429046222013,0.18095238095238095,-9.48570573270056,0.9869011502922128,0.8715278959298002,0.0780952380952381,0.05810787532209489,0.05619047619047619,0.06520425988322567,0.060000000000000005,0.43567515468939555,33.0,95.0,31.0,64.0,2.0,21.0,40.0,17.0,23.0,4.0,7.0,0.0,0.0,0.0,7.0,0.08095238095238094,0.08095238095238094
CAP,global_window_selected,threshold,2025-12,139,1.8660143683792885,0.050359712230215826,-17.49376939018511,1.7497929164554664,0.11622145192382219,0.06546762589928058,0.027506800349182528,0.05107913669064748,0.0,0.04748201438848921,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,95.0,24.0,71.0,0.0,2.0,58.0,1.0,57.0,1.0,0.04964028776978418,0.06690647482014389
CAP,global_window_selected,threshold,2026-01,137,1.1528551594033316,0.11678832116788321,-7.446379197499181,0.8534154739563043,0.2994396854470274,0.07810218978102189,0.11866093721080855,0.025547445255474453,0.030356150283688967,0.0,0.0,34.0,91.0,29.0,62.0,5.0,10.0,35.0,9.0,26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.016788321167883202,0.047445255474452545
CAP,global_window_selected,threshold,2026-02,128,1.2692097522851946,0.0703125,-9.050711702588078,0.9804212880487063,0.2887884642364882,0.052343749999999994,0.0,0.05234375000000001,0.08116047419342867,0.015625,0.06122156833654879,32.0,99.0,32.0,67.0,0.0,16.0,43.0,12.0,31.0,4.0,2.0,2.0,0.0,2.0,2.0,0.029687500000000006,0.0421875
CAP,global_window_selected,threshold,2026-03,105,1.6599969322450836,0.19047619047619047,-7.437716514894118,0.7827389092919399,0.8772580229531439,0.05619047619047619,0.20476811618998766,0.06761904761904762,0.12297411981025136,0.03619047619047619,0.18897933315015447,33.0,62.0,30.0,32.0,3.0,21.0,32.0,15.0,17.0,6.0,7.0,5.0,3.0,2.0,4.0,0.09047619047619046,0.09047619047619047
CAP,joint_selected,historical,2025-12,139,1.4964836048281238,0.08633093525179857,-12.02562031232077,1.220706423092559,0.2757771817355648,0.0683453237410072,0.0,0.06043165467625898,0.040542066292334006,0.012949640287769784,0.03292301868384474,44.0,139.0,44.0,95.0,0.0,24.0,88.0,22.0,66.0,2.0,2.0,0.0,0.0,0.0,2.0,0.01366906474820144,0.08273381294964029
CAP,joint_selected,historical,2026-01,137,1.1672541257474853,0.072992700729927,-8.886606860898144,0.9844758602966263,0.18277826545085885,0.06569343065693431,0.0,0.03722627737226278,0.06541050393805095,0.006569343065693431,0.011267890936370904,34.0,124.0,34.0,90.0,0.0,10.0,41.0,8.0,33.0,2.0,1.0,0.0,0.0,0.0,1.0,0.027007299270073004,0.027007299270073004
CAP,joint_selected,historical,2026-02,128,1.4583957364525197,0.109375,-9.607012733630903,1.049406979259293,0.4089887571932264,0.0703125,0.0,0.0578125,0.06138434303313045,0.0140625,0.06122156833654879,32.0,122.0,32.0,90.0,0.0,16.0,60.0,13.0,47.0,3.0,2.0,0.0,0.0,0.0,2.0,0.009374999999999994,0.0703125
CAP,joint_selected,historical,2026-03,105,1.8234445530882737,0.19047619047619047,-9.274246729400996,0.964371390681878,0.8590731624063955,0.08,0.20593926686835234,0.05619047619047619,0.10269941065266132,0.05523809523809524,0.41078490922599975,33.0,77.0,29.0,48.0,4.0,21.0,40.0,17.0,23.0,4.0,7.0,5.0,1.0,4.0,6.0,0.09047619047619046,0.09047619047619047
CAP,joint_selected,linear,2025-12,139,1.9215567364679365,0.04316546762589928,-18.26434804092651,1.8246992318310569,0.09685750463687962,0.06762589928057552,0.0,0.06258992805755395,0.0,0.04604316546762589,0.006372121938829868,44.0,138.0,44.0,94.0,0.0,24.0,111.0,24.0,87.0,0.0,2.0,56.0,1.0,55.0,1.0,0.05683453237410072,0.07266187050359713
CAP,joint_selected,linear,2026-01,137,1.089738611934328,0.08029197080291971,-8.395844260070898,0.9325556748408586,0.15718293709346937,0.06058394160583942,0.01785190703839919,0.035036496350364967,0.030356150283688967,0.006569343065693431,0.011267890936370904,34.0,107.0,33.0,74.0,1.0,10.0,48.0,9.0,39.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0197080291970803,0.03722627737226278
CAP,joint_selected,linear,2026-02,128,1.3532827373932754,0.109375,-8.445606722977486,0.9343691383945613,0.4189135989987141,0.05859374999999999,0.0,0.05546875000000001,0.08116047419342867,0.0140625,0.06122156833654879,32.0,107.0,32.0,75.0,0.0,16.0,47.0,12.0,35.0,4.0,2.0,0.0,0.0,0.0,2.0,0.009374999999999994,0.0703125
CAP,joint_selected,linear,2026-03,105,1.5573471453964078,0.19047619047619047,-8.060517972386103,0.8285260617813511,0.7288210836150567,0.047619047619047616,0.10253737891589752,0.054285714285714284,0.10269941065266132,0.012380952380952381,0.022509542129854832,33.0,63.0,31.0,32.0,2.0,21.0,38.0,17.0,21.0,4.0,7.0,10.0,6.0,4.0,1.0,0.09047619047619046,0.09047619047619047
CAP,joint_selected,ml_selected,2025-12,139,1.37925837965554,0.03597122302158273,-12.757339381160106,1.2748386167708408,0.1044197628846994,0.06402877697841729,0.02633522836166407,0.050359712230215826,0.0,0.01942446043165468,0.006372121938829868,44.0,123.0,43.0,80.0,1.0,24.0,94.0,24.0,70.0,0.0,2.0,19.0,1.0,18.0,1.0,0.06402877697841727,0.07985611510791368
CAP,joint_selected,ml_selected,2026-01,137,1.1431234650669397,0.15328467153284672,-6.647043153110152,0.7805020605276525,0.3626214045392871,0.0686131386861314,0.14221818196876837,0.033576642335766425,0.06541050393805095,0.0,0.0,34.0,68.0,28.0,40.0,6.0,10.0,36.0,8.0,28.0,2.0,1.0,1.0,1.0,0.0,0.0,0.05328467153284672,0.06204379562043794
CAP,joint_selected,ml_selected,2026-02,128,1.313124811274125,0.078125,-9.56345538242968,1.0309597251333436,0.2821650861407814,0.07343749999999999,0.038798621832738335,0.05390625,0.06138434303313045,0.01484375,0.06122156833654879,32.0,106.0,30.0,76.0,2.0,16.0,55.0,13.0,42.0,3.0,2.0,1.0,0.0,1.0,2.0,0.021875000000000006,0.0390625
CAP,joint_selected,ml_selected,2026-03,105,1.700964718295378,0.16904761904761906,-8.752792813948606,0.9051925548118734,0.7957721634835049,0.04833333333333333,0.05693672464373018,0.07785714285714286,0.12626740636063224,0.030714285714285715,0.1964791383380747,33.0,73.75,32.0,41.75,1.0,21.0,32.75,14.0,18.75,7.0,7.0,4.25,3.5,0.75,3.5,0.06904761904761905,0.10333333333333335
CAP,joint_selected,state_hist,2025-12,139,1.4071640418331077,0.050359712230215826,-12.47675487019404,1.2523765770016517,0.15478746483145572,0.06546762589928058,0.027506800349182528,0.048920863309352525,0.016182366799599484,0.015107913669064749,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,82.0,23.0,59.0,1.0,2.0,13.0,1.0,12.0,1.0,0.04964028776978418,0.06690647482014389
CAP,joint_selected,state_hist,2026-01,137,1.2400025752598511,0.11678832116788321,-7.3643371635796235,0.8547464324891959,0.3852561427706552,0.08102189781021898,0.17256886250285514,0.02627737226277372,0.030356150283688967,0.006569343065693431,0.011267890936370904,34.0,65.0,26.0,39.0,8.0,10.0,36.0,9.0,27.0,1.0,1.0,0.0,0.0,0.0,1.0,0.016788321167883202,0.06204379562043796
CAP,joint_selected,state_hist,2026-02,128,1.3551468167497664,0.09375,-10.326773879996523,1.1038605904619236,0.2512862262878429,0.0703125,0.0,0.053125000000000006,0.05509224066882816,0.0140625,0.06122156833654879,32.0,122.0,32.0,90.0,0.0,16.0,64.0,14.0,50.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0062500000000000056,0.0234375
CAP,joint_selected,state_hist,2026-03,105,1.834184819259849,0.18095238095238095,-9.308273748687032,0.9685078490347787,0.8656769702250706,0.07238095238095239,0.17239682556451807,0.04857142857142858,0.061910973332844794,0.05619047619047619,0.35211913285964386,33.0,69.0,29.0,40.0,4.0,21.0,42.0,18.0,24.0,3.0,7.0,6.0,1.0,5.0,6.0,0.08095238095238094,0.08095238095238094
CAP,joint_selected,threshold,2025-12,139,1.8660143683792885,0.050359712230215826,-17.49376939018511,1.7497929164554664,0.11622145192382219,0.06546762589928058,0.027506800349182528,0.05107913669064748,0.0,0.04748201438848921,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,95.0,24.0,71.0,0.0,2.0,58.0,1.0,57.0,1.0,0.04964028776978418,0.06690647482014389
CAP,joint_selected,threshold,2026-01,137,1.1528551594033316,0.11678832116788321,-7.446379197499181,0.8534154739563043,0.2994396854470274,0.07810218978102189,0.11866093721080855,0.025547445255474453,0.030356150283688967,0.0,0.0,34.0,91.0,29.0,62.0,5.0,10.0,35.0,9.0,26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.016788321167883202,0.047445255474452545
CAP,joint_selected,threshold,2026-02,128,1.2692097522851946,0.0703125,-9.050711702588078,0.9804212880487063,0.2887884642364882,0.052343749999999994,0.0,0.05234375000000001,0.08116047419342867,0.015625,0.06122156833654879,32.0,99.0,32.0,67.0,0.0,16.0,43.0,12.0,31.0,4.0,2.0,2.0,0.0,2.0,2.0,0.029687500000000006,0.0421875
CAP,joint_selected,threshold,2026-03,105,1.6599969322450836,0.19047619047619047,-7.437716514894118,0.7827389092919399,0.8772580229531439,0.05619047619047619,0.20476811618998766,0.06761904761904762,0.12297411981025136,0.03619047619047619,0.18897933315015447,33.0,62.0,30.0,32.0,3.0,21.0,32.0,15.0,17.0,6.0,7.0,5.0,3.0,2.0,4.0,0.09047619047619046,0.09047619047619047
CAP,legacy,historical,2025-12,139,1.691424168341073,0.06474820143884892,-15.274668136690739,1.5326147836371513,0.15880938470392156,0.0683453237410072,0.0,0.08273381294964027,0.0,0.012949640287769784,0.03292301868384474,44.0,139.0,44.0,95.0,0.0,24.0,139.0,24.0,115.0,0.0,2.0,0.0,0.0,0.0,2.0,0.035251798561151085,0.10431654676258993
CAP,legacy,historical,2026-01,137,1.4220890707531622,0.0948905109489051,-10.345062354802328,1.1412203492485704,0.28086872150459163,0.07518248175182482,0.0,0.09635036496350367,0.15353230153527933,0.006569343065693431,0.011267890936370904,34.0,137.0,34.0,103.0,0.0,10.0,62.0,2.0,60.0,8.0,1.0,0.0,0.0,0.0,1.0,0.005109489051094901,0.11313868613138686
CAP,legacy,historical,2026-02,128,1.7298272055406265,0.1171875,-11.253121033787234,1.2246998731821739,0.5051273323584528,0.075,0.0,0.09375000000000003,0.10004447651439398,0.0140625,0.06122156833654879,32.0,128.0,32.0,96.0,0.0,16.0,96.0,12.0,84.0,4.0,2.0,0.0,0.0,0.0,2.0,0.017187499999999994,0.09375
CAP,legacy,historical,2026-03,105,2.4830176021697015,0.09523809523809523,-16.871563784418374,1.7140872305415853,0.7689303716281164,0.06857142857142856,0.0,0.07999999999999999,0.0,0.07714285714285715,0.43567515468939555,33.0,105.0,33.0,72.0,0.0,21.0,105.0,21.0,84.0,0.0,7.0,18.0,0.0,18.0,7.0,0.004761904761904773,0.12476190476190475
CAP,legacy,linear,2025-12,139,1.9215567364679365,0.04316546762589928,-18.26434804092651,1.8246992318310569,0.09685750463687962,0.06762589928057552,0.0,0.06258992805755395,0.0,0.04604316546762589,0.006372121938829868,44.0,138.0,44.0,94.0,0.0,24.0,111.0,24.0,87.0,0.0,2.0,56.0,1.0,55.0,1.0,0.05683453237410072,0.07266187050359713
CAP,legacy,linear,2026-01,137,1.0782130460700428,0.10218978102189781,-7.253184862792087,0.8285637724993369,0.249649273570706,0.05766423357664234,0.01785190703839919,0.043065693430656936,0.10703892022080834,0.006569343065693431,0.011267890936370904,34.0,103.0,33.0,70.0,1.0,10.0,29.0,6.0,23.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0021897810218978048,0.03576642335766424
CAP,legacy,linear,2026-02,128,1.3713819190255547,0.1015625,-9.743049260167439,1.0529488849048847,0.3184330341206698,0.0640625,0.0,0.05390625,0.055492049912659505,0.0140625,0.06122156833654879,32.0,114.0,32.0,82.0,0.0,16.0,65.0,14.0,51.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0015624999999999944,0.0625
CAP,legacy,linear,2026-03,105,1.5904459192660085,0.1619047619047619,-8.989938978919602,0.9154838297563259,0.6749620895096825,0.043809523809523805,0.0,0.06666666666666668,0.10794904191438032,0.026666666666666665,0.16408908768675867,33.0,79.0,33.0,46.0,0.0,21.0,41.0,16.0,25.0,5.0,7.0,5.0,4.0,1.0,3.0,0.06190476190476191,0.06190476190476191
CAP,legacy,ml_selected,2025-12,139,1.37925837965554,0.03597122302158273,-12.757339381160106,1.2748386167708408,0.1044197628846994,0.06402877697841729,0.02633522836166407,0.050359712230215826,0.0,0.01942446043165468,0.006372121938829868,44.0,123.0,43.0,80.0,1.0,24.0,94.0,24.0,70.0,0.0,2.0,19.0,1.0,18.0,1.0,0.06402877697841727,0.07985611510791368
CAP,legacy,ml_selected,2026-01,137,1.06576424151494,0.11678832116788321,-6.754525877459956,0.7824395833639347,0.283324658151005,0.0489051094890511,0.05795102653951903,0.0364963503649635,0.08166701327897757,0.006569343065693431,0.011267890936370904,34.0,71.0,31.0,40.0,3.0,10.0,30.0,7.0,23.0,3.0,1.0,0.0,0.0,0.0,1.0,0.016788321167883202,0.04160583941605838
CAP,legacy,ml_selected,2026-02,128,1.313124811274125,0.078125,-9.56345538242968,1.0309597251333436,0.2821650861407814,0.07343749999999999,0.038798621832738335,0.05390625,0.06138434303313045,0.01484375,0.06122156833654879,32.0,106.0,30.0,76.0,2.0,16.0,55.0,13.0,42.0,3.0,2.0,1.0,0.0,1.0,2.0,0.021875000000000006,0.0390625
CAP,legacy,ml_selected,2026-03,105,1.6576482855180836,0.1595238095238095,-9.95895790484954,1.009415769715228,0.6482325158028558,0.06690476190476191,0.05810787532209489,0.06238095238095239,0.06716060459456379,0.030952380952380953,0.2044252623664639,33.0,83.25,31.0,52.25,2.0,21.0,46.5,17.0,29.5,4.0,7.0,9.5,4.0,5.5,3.0,0.05952380952380951,0.059523809523809514
CAP,legacy,state_hist,2025-12,139,1.4071640418331077,0.050359712230215826,-12.47675487019404,1.2523765770016517,0.15478746483145572,0.06546762589928058,0.027506800349182528,0.048920863309352525,0.016182366799599484,0.015107913669064749,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,82.0,23.0,59.0,1.0,2.0,13.0,1.0,12.0,1.0,0.04964028776978418,0.06690647482014389
CAP,legacy,state_hist,2026-01,137,1.267893500242803,0.10948905109489052,-7.871261396871399,0.903158705983751,0.36473479425905175,0.08394160583941605,0.07517435384324946,0.043795620437956206,0.09078241087988172,0.0072992700729927005,0.011267890936370904,34.0,89.0,28.0,61.0,6.0,10.0,40.0,7.0,33.0,3.0,1.0,1.0,0.0,1.0,1.0,0.00948905109489051,0.05766423357664233
CAP,legacy,state_hist,2026-02,128,1.393094105662562,0.09375,-10.189216366916504,1.0952751431760013,0.29781896248656053,0.0734375,0.10068112772976384,0.0546875,0.06138434303313045,0.0140625,0.06122156833654879,32.0,106.0,30.0,76.0,2.0,16.0,56.0,13.0,43.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0062500000000000056,0.0234375
CAP,legacy,state_hist,2026-03,105,1.7693144243134458,0.13333333333333333,-11.536084308075607,1.1625237598851104,0.6067906644283357,0.07142857142857142,0.0011711506783647118,0.061904761904761914,0.061910973332844794,0.047619047619047616,0.3272288873962481,33.0,98.0,32.0,66.0,1.0,21.0,56.0,18.0,38.0,3.0,7.0,7.0,2.0,5.0,5.0,0.033333333333333326,0.08666666666666667
CAP,legacy,threshold,2025-12,139,1.8660143683792885,0.050359712230215826,-17.49376939018511,1.7497929164554664,0.11622145192382219,0.06546762589928058,0.027506800349182528,0.05107913669064748,0.0,0.04748201438848921,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,95.0,24.0,71.0,0.0,2.0,58.0,1.0,57.0,1.0,0.04964028776978418,0.06690647482014389
CAP,legacy,threshold,2026-01,137,1.1290767692910355,0.12408759124087591,-6.850962390363615,0.7974501223028737,0.3316266469881619,0.06642335766423359,0.051808436562156085,0.032116788321167884,0.09078241087988172,0.0,0.0,34.0,85.0,30.0,55.0,4.0,10.0,24.0,7.0,17.0,3.0,1.0,1.0,1.0,0.0,0.0,0.024087591240875908,0.048905109489051087
CAP,legacy,threshold,2026-02,128,1.2937018578987318,0.09375,-9.66664763230489,1.0383047322845733,0.25539712561415845,0.05781249999999999,0.0,0.05390625,0.06138434303313045,0.01484375,0.06122156833654879,32.0,106.0,32.0,74.0,0.0,16.0,55.0,13.0,42.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0062500000000000056,0.034375
CAP,legacy,threshold,2026-03,105,1.695261333486967,0.12380952380952381,-10.53872560448479,1.0653561674792889,0.6299051660076781,0.06380952380952382,0.06868829597025586,0.08000000000000002,0.10794904191438032,0.013333333333333332,0.022509542129854832,33.0,90.0,32.0,58.0,1.0,21.0,55.0,16.0,39.0,5.0,7.0,11.0,6.0,5.0,1.0,0.023809523809523808,0.07714285714285714
PCA,fixed_model_selected_cal,historical,2025-12,139,2.3667518054211474,0.1223021582733813,-11.572073561767395,1.3673326233072203,0.9994191821139269,0.07625899280575539,0.5930756111928137,0.05971223021582734,0.5785604081328781,0.0539568345323741,0.4118688097772179,48.0,124.0,45.0,79.0,3.0,29.0,52.0,23.0,29.0,6.0,7.0,32.0,2.0,30.0,5.0,0.022302158273381292,0.023741007194244598
PCA,fixed_model_selected_cal,historical,2026-01,137,1.4082226334490922,0.08759124087591241,-9.876613907737294,1.118445197849109,0.2897774355999832,0.09197080291970804,0.1407685328733215,0.04744525547445255,0.032496891848199004,0.016058394160583942,0.026432478600494757,34.0,110.0,29.0,81.0,5.0,17.0,52.0,14.0,38.0,3.0,1.0,13.0,0.0,13.0,1.0,0.012408759124087593,0.028467153284671535
PCA,fixed_model_selected_cal,historical,2026-02,128,1.9110448895825682,0.1328125,-13.141954450683809,1.4326403779872128,0.4784045115953557,0.065625,0.0,0.03125,0.0,0.0484375,0.08844366165079479,38.0,122.0,38.0,84.0,0.0,27.0,67.0,27.0,40.0,0.0,13.0,35.0,9.0,26.0,4.0,0.032812499999999994,0.09999999999999999
PCA,fixed_model_selected_cal,historical,2026-03,105,2.093796694610161,0.1523809523809524,-13.110172397982447,1.2452052809682925,0.848591413641869,0.05047619047619048,0.08148067622557476,0.07047619047619048,0.2584902322217251,0.024761904761904763,0.024368034926919826,41.0,84.0,40.0,44.0,1.0,31.0,45.0,25.0,20.0,6.0,16.0,32.0,15.0,17.0,1.0,0.05238095238095239,0.05238095238095238
