definition,policy,family,fold,n,pinball,below,q_change,too_low,too_high,cost_5,missed_severity_5,cost_10,missed_severity_10,cost_20,missed_severity_20,event_5,alarm_5,tp_5,fp_5,fn_5,event_10,alarm_10,tp_10,fp_10,fn_10,event_20,alarm_20,tp_20,fp_20,fn_20,coverage_abs_error,conditional_abs_error
EQ,fixed_model_selected_cal,ml_selected,2026-02,128,1.7839725041349799,0.07421875,-13.985422282593266,1.4960042962311269,0.28796820790385325,0.0625,0.006092170462267704,0.0427734375,0.0,0.0171875,0.0,40.0,110.0,39.0,71.0,1.0,27.0,81.75,27.0,54.75,0.0,13.0,35.0,13.0,22.0,0.0,0.025781250000000006,0.06484375
EQ,fixed_model_selected_cal,ml_selected,2026-03,105,2.14382297928155,0.14761904761904762,-13.094912394876035,1.2473848093317015,0.8964381699498487,0.04476190476190475,0.0,0.0669047619047619,0.2254240272467904,0.05023809523809524,0.19068358792043116,41.0,88.0,41.0,47.0,0.0,31.0,58.75,26.75,32.0,4.25,16.0,21.25,11.25,10.0,4.75,0.047619047619047616,0.06285714285714285
EQ,fixed_model_selected_cal,state_hist,2025-12,139,2.1175604212224783,0.09352517985611511,-11.225313768140138,1.3117231319958753,0.805837289226603,0.0712230215827338,0.018247830542211498,0.06187050359712231,0.5839594856592192,0.04388489208633094,0.3938781987908149,48.0,137.0,47.0,90.0,1.0,29.0,55.0,23.0,32.0,6.0,8.0,29.0,4.0,25.0,4.0,0.006474820143884896,0.017985611510791366
EQ,fixed_model_selected_cal,state_hist,2026-01,137,1.4433592645576696,0.10948905109489052,-9.327216335151974,1.072876813471886,0.37048245108578354,0.07372262773722628,0.02201690101002573,0.05766423357664234,0.05789640527122613,0.00948905109489051,0.0,35.0,126.0,34.0,92.0,1.0,17.0,46.0,12.0,34.0,5.0,2.0,15.0,2.0,13.0,0.0,0.00948905109489051,0.018248175182481747
EQ,fixed_model_selected_cal,state_hist,2026-02,128,1.9132006907943935,0.1015625,-13.964449712213451,1.5070395835628845,0.40616110723150894,0.06874999999999999,0.0,0.0359375,0.0,0.025,0.0,40.0,128.0,40.0,88.0,0.0,27.0,73.0,27.0,46.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.1
EQ,fixed_model_selected_cal,state_hist,2026-03,105,2.05345166598463,0.14285714285714285,-13.008341163858788,1.2305562672104573,0.8228953987741732,0.05714285714285713,0.0,0.06095238095238095,0.24230823247284158,0.023809523809523808,0.027634625416174903,41.0,101.0,41.0,60.0,0.0,31.0,45.0,26.0,19.0,5.0,16.0,31.0,15.0,16.0,1.0,0.042857142857142844,0.04285714285714285
EQ,fixed_model_selected_cal,threshold,2025-12,139,2.4774847435109852,0.07194244604316546,-14.738900695294511,1.66393838766862,0.8135463558423653,0.07050359712230216,0.456900309918413,0.0762589928057554,0.5552840493979184,0.05467625899280576,0.3856231887174123,48.0,116.0,45.0,71.0,3.0,29.0,95.0,25.0,70.0,4.0,8.0,44.0,4.0,40.0,4.0,0.02805755395683454,0.035251798561151085
EQ,fixed_model_selected_cal,threshold,2026-01,137,1.5372025903405282,0.13138686131386862,-10.110432170147142,1.1527505711997372,0.384452019140791,0.08102189781021898,0.06484441179294304,0.0562043795620438,0.05202492421509897,0.0051094890510948905,0.0,35.0,106.0,31.0,75.0,4.0,17.0,64.0,14.0,50.0,3.0,2.0,9.0,2.0,7.0,0.0,0.031386861313868614,0.047445255474452545
EQ,fixed_model_selected_cal,threshold,2026-02,128,1.9608085401824737,0.078125,-15.640228291027766,1.6626204405949812,0.2981880995874927,0.05078125,0.0,0.057812499999999996,0.02272891563028004,0.028906250000000005,0.01710134987407924,40.0,105.0,40.0,65.0,0.0,27.0,91.0,26.0,65.0,1.0,13.0,40.0,12.0,28.0,1.0,0.021875000000000006,0.045312500000000006
EQ,fixed_model_selected_cal,threshold,2026-03,105,2.1224847349967457,0.2,-11.007325602379165,1.0573681735785028,1.065116561418243,0.04095238095238095,0.0823761760772005,0.061904761904761914,0.21979595883810668,0.060000000000000005,0.271619233135168,41.0,74.0,40.0,34.0,1.0,31.0,56.0,27.0,29.0,4.0,16.0,19.0,10.0,9.0,6.0,0.1,0.1
EQ,global_window_selected,historical,2025-12,139,2.6241506429125754,0.12949640287769784,-14.943051832627487,1.6969785799687467,0.9271720629438287,0.06546762589928055,0.0,0.07913669064748201,0.0,0.051798561151079135,0.48787914686157613,48.0,139.0,48.0,91.0,0.0,29.0,139.0,29.0,110.0,0.0,8.0,0.0,0.0,0.0,8.0,0.029496402877697836,0.14028776978417265
EQ,global_window_selected,historical,2026-01,137,1.8559604273373058,0.043795620437956206,-16.395829413274225,1.7503121067808523,0.10564832055645339,0.07445255474452554,0.0,0.08759124087591241,0.0,0.013138686131386862,0.028161535771752223,35.0,137.0,35.0,102.0,0.0,17.0,137.0,17.0,120.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0562043795620438,0.09562043795620438
EQ,global_window_selected,historical,2026-02,128,2.876769280713342,0.1484375,-13.934816736013627,1.6007294746967955,1.2760398060165465,0.06874999999999999,0.0,0.07890625,0.0,0.09140625000000001,0.6394045888928586,40.0,128.0,40.0,88.0,0.0,27.0,128.0,27.0,101.0,0.0,13.0,0.0,0.0,0.0,13.0,0.048437499999999994,0.16250000000000003
EQ,global_window_selected,historical,2026-03,105,2.7685356930188707,0.09523809523809523,-23.635276221150225,2.2584888250701103,0.5100468679487603,0.06095238095238094,0.0,0.07047619047619046,0.0,0.0923809523809524,0.18270650628605092,41.0,105.0,41.0,64.0,0.0,31.0,105.0,31.0,74.0,0.0,16.0,103.0,15.0,88.0,1.0,0.004761904761904773,0.11714285714285715
EQ,global_window_selected,linear,2025-12,139,2.7544244733491072,0.08633093525179857,-15.711196076778277,1.779138944985971,0.9752855283631365,0.06330935251798561,0.5793654440601517,0.0762589928057554,0.5552840493979184,0.05395683453237411,0.36354876794528773,48.0,116.0,46.0,70.0,2.0,29.0,95.0,25.0,70.0,4.0,8.0,53.0,5.0,48.0,3.0,0.01366906474820144,0.03525179856115108
EQ,global_window_selected,linear,2026-01,137,1.4594390829906374,0.0948905109489051,-11.364628050748443,1.2578518497188653,0.20158723327177203,0.0708029197080292,0.0,0.07153284671532847,0.023280574839004975,0.01386861313868613,0.028161535771752223,35.0,132.0,35.0,97.0,0.0,17.0,85.0,14.0,71.0,3.0,2.0,1.0,0.0,1.0,2.0,0.005109489051094901,0.056204379562043806
EQ,global_window_selected,linear,2026-02,128,2.1745930579634574,0.1328125,-12.917433185630085,1.4389473328872882,0.7356457250761692,0.06484374999999999,0.0,0.05390624999999999,0.0,0.06640625,0.3247394983118162,40.0,123.0,40.0,83.0,0.0,27.0,96.0,27.0,69.0,0.0,13.0,8.0,4.0,4.0,9.0,0.032812499999999994,0.13124999999999998
EQ,global_window_selected,linear,2026-03,105,2.0563955807610523,0.17142857142857143,-11.927054494124091,1.1335348584119767,0.9228607223490757,0.04095238095238095,0.0,0.06571428571428571,0.21979595883810668,0.04285714285714286,0.16755196739509215,41.0,84.0,41.0,43.0,0.0,31.0,60.0,27.0,33.0,4.0,16.0,21.0,12.0,9.0,4.0,0.07142857142857142,0.07142857142857142
EQ,global_window_selected,ml_selected,2025-12,139,2.0911763852571723,0.10971223021582734,-10.603802217733096,1.253148688862711,0.8380276963944616,0.05503597122302158,0.5793654440601517,0.05467625899280577,0.5398938357654048,0.04316546762589928,0.41451007486962643,48.0,104.5,46.0,58.5,2.0,29.0,70.0,25.5,44.5,3.5,8.0,18.0,3.0,15.0,5.0,0.00971223021582733,0.0341726618705036
EQ,global_window_selected,ml_selected,2026-01,137,1.4719753220225418,0.14051094890510948,-9.280992417643619,1.0715782666426212,0.40039705537992043,0.07864963503649634,0.11037016772912338,0.061496350364963495,0.08277360740714391,0.008759124087591242,0.028035268081821982,35.0,102.75,31.0,71.75,4.0,17.0,51.25,12.0,39.25,5.0,2.0,4.0,1.0,3.0,1.0,0.04051094890510948,0.058029197080291965
EQ,global_window_selected,ml_selected,2026-02,128,1.7839725041349799,0.07421875,-13.985422282593266,1.4960042962311269,0.28796820790385325,0.0625,0.006092170462267704,0.0427734375,0.0,0.0171875,0.0,40.0,110.0,39.0,71.0,1.0,27.0,81.75,27.0,54.75,0.0,13.0,35.0,13.0,22.0,0.0,0.025781250000000006,0.06484375
EQ,global_window_selected,ml_selected,2026-03,105,2.1628669363546797,0.1523809523809524,-12.81586268711701,1.224174731340702,0.938692205013978,0.04666666666666667,0.025540694734528295,0.060714285714285714,0.21979595883810668,0.05166666666666667,0.22197500668324913,41.0,87.5,40.75,46.75,0.25,31.0,54.75,27.0,27.75,4.0,16.0,20.25,11.0,9.25,5.0,0.05238095238095239,0.06761904761904762
EQ,global_window_selected,state_hist,2025-12,139,2.084483772476923,0.09352517985611511,-11.166273073062971,1.303101804564375,0.7813819679125482,0.06546762589928055,0.0,0.06330935251798561,0.582830603207775,0.04820143884892087,0.46354349070965495,48.0,139.0,48.0,91.0,0.0,29.0,67.0,24.0,43.0,5.0,8.0,25.0,3.0,22.0,5.0,0.006474820143884896,0.02517985611510791
EQ,global_window_selected,state_hist,2026-01,137,1.4462709278679058,0.10948905109489052,-9.424539478411019,1.0819270626962239,0.364343865171682,0.07372262773722628,0.02201690101002573,0.05912408759124089,0.05789640527122613,0.00948905109489051,0.0,35.0,126.0,34.0,92.0,1.0,17.0,48.0,12.0,36.0,5.0,2.0,15.0,2.0,13.0,0.0,0.00948905109489051,0.018248175182481747
EQ,global_window_selected,state_hist,2026-02,128,1.911077033929197,0.1015625,-13.531001072831113,1.4678168403319545,0.4432601935972424,0.06874999999999999,0.0,0.0359375,0.0,0.025,0.0,40.0,128.0,40.0,88.0,0.0,27.0,73.0,27.0,46.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.1
EQ,global_window_selected,state_hist,2026-03,105,2.0800159396150573,0.13333333333333333,-13.740775183107043,1.299131756305843,0.7808841833092144,0.06095238095238094,0.0,0.06285714285714285,0.24230823247284158,0.023809523809523808,0.027634625416174903,41.0,105.0,41.0,64.0,0.0,31.0,47.0,26.0,21.0,5.0,16.0,31.0,15.0,16.0,1.0,0.033333333333333326,0.033333333333333326
EQ,global_window_selected,threshold,2025-12,139,2.4774847435109852,0.07194244604316546,-14.738900695294511,1.66393838766862,0.8135463558423653,0.07050359712230216,0.456900309918413,0.0762589928057554,0.5552840493979184,0.05467625899280576,0.3856231887174123,48.0,116.0,45.0,71.0,3.0,29.0,95.0,25.0,70.0,4.0,8.0,44.0,4.0,40.0,4.0,0.02805755395683454,0.035251798561151085
EQ,global_window_selected,threshold,2026-01,137,1.530165583867746,0.10218978102189781,-10.446779277072551,1.1823181101757456,0.3478474736920002,0.06934306569343066,0.00881169160764541,0.06788321167883213,0.09578449490434646,0.004379562043795621,0.0,35.0,120.0,34.0,86.0,1.0,17.0,70.0,13.0,57.0,4.0,2.0,8.0,2.0,6.0,0.0,0.0021897810218978048,0.0489051094890511
EQ,global_window_selected,threshold,2026-02,128,2.2241489836351973,0.109375,-15.875389307110689,1.7101189763877165,0.5140300072474808,0.06718750000000001,0.06179141563028004,0.06953125000000002,0.09856861040995565,0.049218750000000006,0.14856919300690774,40.0,116.0,39.0,77.0,1.0,27.0,96.0,25.0,71.0,2.0,13.0,36.0,9.0,27.0,4.0,0.009374999999999994,0.1078125
EQ,global_window_selected,threshold,2026-03,105,2.14308401056248,0.19047619047619047,-11.303519920985606,1.086085589809656,1.0569984207528245,0.039047619047619046,0.0,0.061904761904761914,0.21979595883810668,0.06666666666666667,0.3964997081151723,41.0,82.0,41.0,41.0,0.0,31.0,56.0,27.0,29.0,4.0,16.0,16.0,9.0,7.0,7.0,0.09047619047619046,0.09047619047619047
EQ,joint_selected,historical,2025-12,139,2.3739239527369307,0.1223021582733813,-11.538483299237022,1.3655447429460403,1.0083792097908908,0.07625899280575539,0.595246661465331,0.05971223021582734,0.5839594856592192,0.052517985611510797,0.41595261956293955,48.0,124.0,45.0,79.0,3.0,29.0,52.0,23.0,29.0,6.0,8.0,31.0,3.0,28.0,5.0,0.022302158273381292,0.023741007194244598
EQ,joint_selected,historical,2026-01,137,1.4051978991957899,0.08759124087591241,-9.90208422698766,1.12079878720091,0.2843991119948797,0.09124087591240876,0.14371408814053171,0.04744525547445255,0.03474190372085285,0.015328467153284672,0.028035268081821982,35.0,110.0,30.0,80.0,5.0,17.0,52.0,14.0,38.0,3.0,2.0,13.0,1.0,12.0,1.0,0.012408759124087593,0.027007299270072994
EQ,joint_selected,historical,2026-02,128,1.9407164174813878,0.125,-13.32502463649125,1.4522428994165861,0.4884735180648016,0.06874999999999999,0.0,0.03203125,0.0,0.0484375,0.09488638647006434,40.0,128.0,40.0,88.0,0.0,27.0,68.0,27.0,41.0,0.0,13.0,35.0,9.0,26.0,4.0,0.024999999999999994,0.10781249999999999
