definition,family,rule,sample,n,pinball,below,q_change,too_low,too_high,cost_5,missed_severity_5,cost_10,missed_severity_10,cost_20,missed_severity_20,event_5,alarm_5,tp_5,fp_5,fn_5,event_10,alarm_10,tp_10,fp_10,fn_10,event_20,alarm_20,tp_20,fp_20,fn_20,coverage_abs_error,conditional_abs_error
EQ,ml_selected,local_scaled180,2026-01,137,1.4349668889235663,0.1386861313868613,-9.007771393692867,1.0432875311771561,0.3916793577464103,0.0760948905109489,0.09678580584316694,0.055656934306569344,0.08170557415788303,0.006021897810218978,0.0,35.0,101.75,31.25,70.5,3.75,17.0,45.75,12.25,33.5,4.75,2.0,10.25,2.0,8.25,0.0,0.038686131386861305,0.05912408759124086
EQ,ml_selected,local_scaled180,2026-02,128,1.755937643904356,0.080078125,-14.122284941772605,1.5055184495342047,0.2504191943701513,0.0625,0.0,0.0408203125,0.0,0.0162109375,0.0,40.0,120.0,40.0,80.0,0.0,27.0,79.25,27.0,52.25,0.0,13.0,33.75,13.0,20.75,0.0,0.019921875000000006,0.055078125000000006
EQ,ml_selected,local_scaled180,2026-03,105,2.201195257010122,0.18333333333333332,-12.234769514423009,1.1757091778637863,1.0254860791463354,0.061904761904761914,0.1902574181165306,0.08095238095238097,0.38311151488352996,0.03523809523809524,0.06438629340478919,41.0,76.0,38.0,38.0,3.0,31.0,48.5,24.25,24.25,6.75,16.0,23.0,13.0,10.0,3.0,0.08333333333333331,0.08333333333333333
EQ,ml_selected,local_scaled_shrink180,full,509,1.8671632893710166,0.1237721021611002,-11.591760020301717,1.2632404539406046,0.6039228354304115,0.06306483300589391,0.22310008116123387,0.058055009823182714,0.24426133768452535,0.026277013752455794,0.12713857709412646,164.0,402.5,155.75,246.75,8.25,104.0,244.5,88.5,156.0,15.5,39.0,92.75,31.0,61.75,8.0,0.023772102161100192,0.028683693516699405
EQ,ml_selected,local_scaled_shrink180,2025-12,139,2.16671892875905,0.11870503597122302,-11.014709690899112,1.2976846157978401,0.8690343129612098,0.05557553956834533,0.5793654440601517,0.05881294964028778,0.582830603207775,0.04136690647482014,0.3924356540975018,48.0,105.25,46.0,59.25,2.0,29.0,60.75,24.0,36.75,5.0,8.0,25.5,4.0,21.5,4.0,0.018705035971223014,0.020143884892086333
EQ,ml_selected,local_scaled_shrink180,2026-01,137,1.4334435241685843,0.13503649635036497,-8.967178082503017,1.0394817966945715,0.3939617274740127,0.0760948905109489,0.09678580584316694,0.056751824817518254,0.08277360740714391,0.006751824817518248,0.0,35.0,101.75,31.25,70.5,3.75,17.0,44.75,12.0,32.75,5.0,2.0,11.25,2.0,9.25,0.0,0.03503649635036496,0.051824817518248176
EQ,ml_selected,local_scaled_shrink180,2026-02,128,1.7606130793056431,0.076171875,-14.123840757788503,1.5061260165157646,0.2544870627898787,0.062890625,0.003046085231133852,0.0458984375,0.0,0.016406250000000004,0.0,40.0,115.5,39.5,76.0,0.5,27.0,85.75,27.0,58.75,0.0,13.0,34.0,13.0,21.0,0.0,0.023828125000000006,0.062890625
EQ,ml_selected,local_scaled_shrink180,2026-03,105,2.1663994879059145,0.1738095238095238,-12.693392276178619,1.2135056495113703,0.9528938383945439,0.05619047619047619,0.18453895501531367,0.07357142857142858,0.30452936019775195,0.043809523809523805,0.09680933163197726,41.0,80.0,39.0,41.0,2.0,31.0,53.25,25.5,27.75,5.5,16.0,22.0,12.0,10.0,4.0,0.0738095238095238,0.0738095238095238
EQ,ml_selected,local_shrink180,full,509,1.8559494959817957,0.13064833005893908,-11.25288694413318,1.2316204977465144,0.6243289982352814,0.06222986247544205,0.22752239253247386,0.05500982318271121,0.232083146418325,0.024557956777996073,0.11871850962076229,164.0,390.75,155.0,235.75,9.0,104.0,231.5,88.75,142.75,15.25,39.0,91.5,31.75,59.75,7.25,0.030648330058939077,0.03654223968565815
EQ,ml_selected,local_shrink180,2025-12,139,2.1516312404159463,0.11510791366906475,-10.775380669017878,1.2746362349942189,0.8769950054217278,0.05467625899280577,0.5793654440601517,0.05701438848920864,0.575943964755311,0.041187050359712235,0.3924356540975018,48.0,104.0,46.0,58.0,2.0,29.0,60.75,24.25,36.5,4.75,8.0,25.25,4.0,21.25,4.0,0.015107913669064749,0.01654676258992806
EQ,ml_selected,local_shrink180,2026-01,137,1.4401909333737375,0.13503649635036497,-8.967813304922844,1.040213707632871,0.39997722574086647,0.07755474452554745,0.11037016772912338,0.056386861313868615,0.08277360740714391,0.006204379562043796,0.0,35.0,101.25,31.0,70.25,4.0,17.0,44.25,12.0,32.25,5.0,2.0,10.5,2.0,8.5,0.0,0.03503649635036496,0.055474452554744515
EQ,ml_selected,local_shrink180,2026-02,128,1.7522523965275312,0.11328125,-13.011855989098743,1.4052113190558748,0.3470410774716566,0.0587890625,0.006092170462267704,0.037890625,0.0,0.015625,0.0,40.0,105.25,39.0,66.25,1.0,27.0,75.5,27.0,48.5,0.0,13.0,33.0,13.0,20.0,0.0,0.013281249999999994,0.08046875
EQ,ml_selected,local_shrink180,2026-03,105,2.13340082294468,0.16666666666666666,-12.722224306583186,1.2128006657516581,0.920600157193022,0.05642857142857143,0.18453895501531367,0.07142857142857142,0.25461072582057614,0.03738095238095238,0.055992052165859514,41.0,80.25,39.0,41.25,2.0,31.0,51.0,25.5,25.5,5.5,16.0,22.75,12.75,10.0,3.25,0.06666666666666665,0.06666666666666665
EQ,ml_selected,scaled180,full,509,1.8668704581631432,0.112475442043222,-11.598390737266211,1.263807935346622,0.6030625228165213,0.06277013752455796,0.2074253353856876,0.055402750491159135,0.22005080795217963,0.026866404715127704,0.14650360049351283,164.0,403.5,156.0,247.5,8.0,104.0,256.0,91.0,165.0,13.0,39.0,88.25,30.25,58.0,8.75,0.012475442043221999,0.025245579567779963
EQ,ml_selected,scaled180,2025-12,139,2.139962121983979,0.10251798561151079,-10.731125404090209,1.2694863493075317,0.8704757726764472,0.056654676258992814,0.5963348489462216,0.054136690647482014,0.5581820241358237,0.040467625899280574,0.3924356540975018,48.0,104.25,45.75,58.5,2.25,29.0,64.25,25.0,39.25,4.0,8.0,24.25,4.0,20.25,4.0,0.002517985611510787,0.011151079136690643
EQ,ml_selected,scaled180,2026-01,137,1.4366628378454147,0.1332116788321168,-8.926584771313168,1.0361503300551682,0.4005125077902463,0.07572992700729927,0.09678580584316694,0.05912408759124089,0.08277360740714391,0.004927007299270073,0.0,35.0,101.25,31.25,70.0,3.75,17.0,48.0,12.0,36.0,5.0,2.0,8.75,2.0,6.75,0.0,0.03321167883211679,0.049270072992700725
EQ,ml_selected,scaled180,2026-02,128,1.7864569021026737,0.07421875,-14.125396573804405,1.5088504222368984,0.27760647986577536,0.06328125000000001,0.006092170462267704,0.04453125,0.0,0.016406250000000004,0.0,40.0,111.0,39.0,72.0,1.0,27.0,84.0,27.0,57.0,0.0,13.0,34.0,13.0,21.0,0.0,0.025781250000000006,0.060937500000000006
EQ,ml_selected,scaled180,2026-03,105,2.1646955809076456,0.14523809523809525,-13.15201503793423,1.2546113073695486,0.9100842735380968,0.05333333333333333,0.0823761760772005,0.06547619047619048,0.21979595883810668,0.05023809523809524,0.19068358792043116,41.0,87.0,40.0,47.0,1.0,31.0,59.75,27.0,32.75,4.0,16.0,21.25,11.25,10.0,4.75,0.045238095238095244,0.060476190476190475
EQ,state_hist,global180,full,509,1.8681766119738972,0.10805500982318271,-11.823228678284252,1.284173965419321,0.584002646554576,0.06758349705304519,0.0059259635331503436,0.05520628683693517,0.22473010958288228,0.026915520628683697,0.1322871922933996,164.0,498.0,163.0,335.0,1.0,104.0,235.0,89.0,146.0,15.0,39.0,116.0,33.0,83.0,6.0,0.008055009823182704,0.030451866404715124
EQ,state_hist,global180,2025-12,139,2.084483772476923,0.09352517985611511,-11.166273073062971,1.303101804564375,0.7813819679125482,0.06546762589928055,0.0,0.06330935251798561,0.582830603207775,0.04820143884892087,0.46354349070965495,48.0,139.0,48.0,91.0,0.0,29.0,67.0,24.0,43.0,5.0,8.0,25.0,3.0,22.0,5.0,0.006474820143884896,0.02517985611510791
EQ,state_hist,global180,2026-01,137,1.4462709278679058,0.10948905109489052,-9.424539478411019,1.0819270626962239,0.364343865171682,0.07372262773722628,0.02201690101002573,0.05912408759124089,0.05789640527122613,0.00948905109489051,0.0,35.0,126.0,34.0,92.0,1.0,17.0,48.0,12.0,36.0,5.0,2.0,15.0,2.0,13.0,0.0,0.00948905109489051,0.018248175182481747
EQ,state_hist,global180,2026-02,128,1.911077033929197,0.1015625,-13.531001072831113,1.4678168403319545,0.4432601935972424,0.06874999999999999,0.0,0.0359375,0.0,0.025,0.0,40.0,128.0,40.0,88.0,0.0,27.0,73.0,27.0,46.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.1
EQ,state_hist,global180,2026-03,105,2.0800159396150573,0.13333333333333333,-13.740775183107043,1.299131756305843,0.7808841833092144,0.06095238095238094,0.0,0.06285714285714285,0.24230823247284158,0.023809523809523808,0.027634625416174903,41.0,105.0,41.0,64.0,0.0,31.0,47.0,26.0,21.0,5.0,16.0,31.0,15.0,16.0,1.0,0.033333333333333326,0.033333333333333326
EQ,state_hist,global60,full,509,1.8893238127781402,0.09037328094302555,-12.99923982912862,1.3921296890757386,0.49719412370240174,0.06719056974459725,0.016063343137953063,0.058742632612966604,0.19393345427855258,0.026326129666011788,0.10559478214312608,164.0,486.0,162.0,324.0,2.0,104.0,293.0,93.0,200.0,11.0,39.0,123.0,34.0,89.0,5.0,0.009626719056974459,0.03634577603143418
EQ,state_hist,global60,2025-12,139,2.1462304454811854,0.07194244604316546,-12.694619350812351,1.4468276368622452,0.6994028086189403,0.0633093525179856,0.0,0.06690647482014389,0.5552840493979184,0.04604316546762589,0.3657993413104519,48.0,136.0,48.0,88.0,0.0,29.0,82.0,25.0,57.0,4.0,8.0,32.0,4.0,28.0,4.0,0.02805755395683454,0.039568345323741004
EQ,state_hist,global60,2026-01,137,1.402610326222795,0.0948905109489051,-9.664021896015267,1.099114420116095,0.30349590610669996,0.07445255474452554,0.05968059603808838,0.05912408759124089,0.08899846028838804,0.00948905109489051,0.0,35.0,117.0,33.0,84.0,2.0,17.0,48.0,12.0,36.0,5.0,2.0,15.0,2.0,13.0,0.0,0.005109489051094901,0.008029197080291971
EQ,state_hist,global60,2026-02,128,1.9259875029758253,0.09375,-14.53700298216197,1.5598480590763946,0.36613944389943054,0.06874999999999999,0.0,0.0390625,0.0,0.025,0.0,40.0,128.0,40.0,88.0,0.0,27.0,77.0,27.0,50.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0062500000000000056,0.0921875
EQ,state_hist,global60,2026-03,105,2.1395787972262865,0.10476190476190476,-15.879558112311685,1.4975785056953836,0.6420002915309029,0.06095238095238094,0.0,0.07142857142857142,0.0889033933520328,0.023809523809523808,0.027634625416174903,41.0,105.0,41.0,64.0,0.0,31.0,86.0,29.0,57.0,2.0,16.0,31.0,15.0,16.0,1.0,0.004761904761904759,0.019999999999999997
EQ,state_hist,local180,full,509,1.874658607481111,0.12180746561886051,-11.563794122373713,1.261473054938094,0.613185552543017,0.07347740667976425,0.126259926752777,0.05540275049115914,0.23062083040407913,0.023968565815324167,0.11286583412223421,164.0,418.0,152.0,266.0,12.0,104.0,206.0,86.0,120.0,18.0,39.0,121.0,35.0,86.0,4.0,0.021807465618860503,0.02220039292730844
EQ,state_hist,local180,2025-12,139,2.159593705350633,0.1079136690647482,-11.2843544632173,1.3212401229656354,0.8383535823849977,0.07553956834532374,0.042827156273186485,0.05611510791366907,0.5839594856592192,0.03741007194244605,0.3924249920828694,48.0,133.0,46.0,87.0,2.0,29.0,47.0,23.0,24.0,6.0,8.0,30.0,5.0,25.0,3.0,0.007913669064748191,0.01942446043165468
EQ,state_hist,local180,2026-01,137,1.4903503914005487,0.11678832116788321,-9.160628085884792,1.0625829837221277,0.42776740767842114,0.0905109489051095,0.16573098915055745,0.06131386861313867,0.05789640527122613,0.00948905109489051,0.0,35.0,99.0,29.0,70.0,6.0,17.0,51.0,12.0,39.0,5.0,2.0,15.0,2.0,13.0,0.0,0.016788321167883202,0.02554744525547444
EQ,state_hist,local180,2026-02,128,1.811189077076805,0.1171875,-13.55601846520549,1.4600796099604096,0.35110946711639535,0.075,0.02544295775050695,0.037500000000000006,0.002873484921115249,0.025,0.0,40.0,126.0,39.0,87.0,1.0,27.0,65.0,26.0,39.0,1.0,13.0,45.0,13.0,32.0,0.0,0.017187499999999994,0.084375
EQ,state_hist,local180,2026-03,105,2.0762619112042033,0.1523809523809524,-12.640662157985673,1.1997461812038341,0.8765157300003691,0.04666666666666667,0.3081093703761839,0.06857142857142857,0.2658668626379436,0.023809523809523808,0.027634625416174903,41.0,60.0,38.0,22.0,3.0,31.0,43.0,25.0,18.0,6.0,16.0,31.0,15.0,16.0,1.0,0.05238095238095239,0.054285714285714284
EQ,state_hist,local_scaled180,full,509,1.87327704356609,0.11787819253438114,-11.694910805229071,1.2731354000035737,0.6001416435625156,0.075049115913556,0.10274112995451319,0.05422396856581533,0.22989822515869063,0.027308447937131632,0.11929086402347143,164.0,436.0,153.0,283.0,11.0,104.0,210.0,87.0,123.0,17.0,39.0,118.0,33.0,85.0,6.0,0.017878192534381138,0.018271119842829073
EQ,state_hist,local_scaled180,2025-12,139,2.1544339248838282,0.10071942446043165,-11.557187914337899,1.345279155519809,0.8091547693640192,0.07553956834532374,0.042827156273186485,0.05899280575539569,0.5839594856592192,0.04964028776978417,0.41595261956293955,48.0,133.0,46.0,87.0,2.0,29.0,51.0,23.0,28.0,6.0,8.0,27.0,3.0,24.0,5.0,0.0007194244604316474,0.012230215827338131
EQ,state_hist,local_scaled180,2026-01,137,1.4930735022509463,0.11678832116788321,-9.129230846182608,1.0600295432339708,0.433043959016975,0.09343065693430658,0.16573098915055745,0.05985401459854014,0.05789640527122613,0.00948905109489051,0.0,35.0,103.0,29.0,74.0,6.0,17.0,49.0,12.0,37.0,5.0,2.0,15.0,2.0,13.0,0.0,0.016788321167883202,0.02554744525547444
EQ,state_hist,local_scaled180,2026-02,128,1.7970726789286084,0.1015625,-13.968840576507471,1.495821960162768,0.30125071876584053,0.075,0.02544295775050695,0.03046875,0.0,0.025,0.0,40.0,126.0,39.0,87.0,1.0,27.0,66.0,27.0,39.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.06875
EQ,state_hist,local_scaled180,2026-03,105,2.09005073242901,0.1619047619047619,-12.452802476653858,1.1842176920064515,0.9058330404225587,0.05047619047619048,0.1940992030398384,0.06952380952380953,0.2658668626379436,0.023809523809523808,0.027634625416174903,41.0,74.0,39.0,35.0,2.0,31.0,44.0,25.0,19.0,6.0,16.0,31.0,15.0,16.0,1.0,0.06190476190476191,0.06190476190476189
EQ,state_hist,local_scaled_shrink180,full,509,1.8577088843959906,0.10805500982318271,-11.829921858749428,1.2837295789033962,0.5739793054925945,0.07406679764243615,0.037190720865209755,0.05461689587426327,0.22503838985940633,0.027111984282907665,0.11929086402347143,164.0,481.0,158.0,323.0,6.0,104.0,222.0,88.0,134.0,16.0,39.0,117.0,33.0,84.0,6.0,0.008055009823182704,0.022593320235756383
EQ,state_hist,local_scaled_shrink180,2025-12,139,2.1105092729171457,0.08633093525179857,-11.536382687041208,1.3390142198664383,0.771495053050707,0.07769784172661871,0.042827156273186485,0.06187050359712231,0.5839594856592192,0.048920863309352525,0.41595261956293955,48.0,136.0,46.0,90.0,2.0,29.0,55.0,23.0,32.0,6.0,8.0,26.0,3.0,23.0,5.0,0.01366906474820144,0.013669064748201445
EQ,state_hist,local_scaled_shrink180,2026-01,137,1.4643031288131734,0.10218978102189781,-9.228223590667293,1.0660618528938153,0.3982412759193584,0.08832116788321169,0.09472337371108645,0.061313868613138686,0.05789640527122613,0.00948905109489051,0.0,35.0,116.0,31.0,85.0,4.0,17.0,51.0,12.0,39.0,5.0,2.0,15.0,2.0,13.0,0.0,0.0021897810218978048,0.010948905109489052
EQ,state_hist,local_scaled_shrink180,2026-02,128,1.8436803097366024,0.109375,-13.966645144360461,1.5002851343503365,0.3433951753862659,0.06874999999999999,0.0,0.034375,0.0,0.025,0.0,40.0,128.0,40.0,88.0,0.0,27.0,71.0,27.0,44.0,0.0,13.0,45.0,13.0,32.0,0.0,0.009374999999999994,0.0921875
EQ,state_hist,local_scaled_shrink180,2026-03,105,2.05345166598463,0.14285714285714285,-13.008341163858788,1.2305562672104573,0.8228953987741732,0.05714285714285713,0.0,0.06095238095238095,0.24230823247284158,0.023809523809523808,0.027634625416174903,41.0,101.0,41.0,60.0,0.0,31.0,45.0,26.0,19.0,5.0,16.0,31.0,15.0,16.0,1.0,0.042857142857142844,0.04285714285714285
EQ,state_hist,local_shrink180,full,509,1.8600447480407383,0.10609037328094302,-11.693511400328983,1.2716862240100308,0.5883585240307073,0.07229862475442043,0.030478488494668454,0.05481335952848723,0.22503838985940633,0.025736738703339885,0.11326268231949241,164.0,482.0,159.0,323.0,5.0,104.0,223.0,88.0,135.0,16.0,39.0,120.0,34.0,86.0,5.0,0.006090373280943015,0.020628683693516697
EQ,state_hist,local_shrink180,2025-12,139,2.1175604212224783,0.09352517985611511,-11.225313768140138,1.3117231319958753,0.805837289226603,0.0712230215827338,0.018247830542211498,0.06187050359712231,0.5839594856592192,0.04388489208633094,0.3938781987908149,48.0,137.0,47.0,90.0,1.0,29.0,55.0,23.0,32.0,6.0,8.0,29.0,4.0,25.0,4.0,0.006474820143884896,0.017985611510791366
EQ,state_hist,local_shrink180,2026-01,137,1.464007253059363,0.10218978102189781,-9.292583782147906,1.0718246825516893,0.39218257050767374,0.08832116788321169,0.09472337371108645,0.06204379562043796,0.05789640527122613,0.00948905109489051,0.0,35.0,116.0,31.0,85.0,4.0,17.0,52.0,12.0,40.0,5.0,2.0,15.0,2.0,13.0,0.0,0.0021897810218978048,0.010948905109489052
EQ,state_hist,local_shrink180,2026-02,128,1.8585009020291587,0.109375,-13.543509769018302,1.463685009798798,0.3948158922303609,0.06874999999999999,0.0,0.034375,0.0,0.025,0.0,40.0,128.0,40.0,88.0,0.0,27.0,71.0,27.0,44.0,0.0,13.0,45.0,13.0,32.0,0.0,0.009374999999999994,0.0921875
EQ,state_hist,local_shrink180,2026-03,105,2.0377597054661547,0.12380952380952381,-13.190718670546357,1.2454010467604912,0.7923586587056637,0.05714285714285713,0.0,0.06095238095238095,0.24230823247284158,0.023809523809523808,0.027634625416174903,41.0,101.0,41.0,60.0,0.0,31.0,45.0,26.0,19.0,5.0,16.0,31.0,15.0,16.0,1.0,0.023809523809523808,0.02571428571428571
EQ,state_hist,scaled180,full,509,1.866660254740456,0.11198428290766209,-11.964932912269783,1.296775710754675,0.5698845439857811,0.06758349705304519,0.0059259635331503436,0.05540275049115914,0.22473010958288228,0.02770137524557957,0.11929086402347143,164.0,498.0,163.0,335.0,1.0,104.0,236.0,89.0,147.0,15.0,39.0,120.0,33.0,87.0,6.0,0.011984282907662083,0.030451866404715127
EQ,state_hist,scaled180,2025-12,139,2.077943445460628,0.09352517985611511,-11.515577459744515,1.3338851666640845,0.7440582787965434,0.06546762589928055,0.0,0.06546762589928058,0.582830603207775,0.05107913669064749,0.41595261956293955,48.0,139.0,48.0,91.0,0.0,29.0,70.0,24.0,46.0,5.0,8.0,29.0,3.0,26.0,5.0,0.006474820143884896,0.02517985611510791
EQ,state_hist,scaled180,2026-01,137,1.4433592645576696,0.10948905109489052,-9.327216335151974,1.072876813471886,0.37048245108578354,0.07372262773722628,0.02201690101002573,0.05766423357664234,0.05789640527122613,0.00948905109489051,0.0,35.0,126.0,34.0,92.0,1.0,17.0,46.0,12.0,34.0,5.0,2.0,15.0,2.0,13.0,0.0,0.00948905109489051,0.018248175182481747
EQ,state_hist,scaled180,2026-02,128,1.9132006907943935,0.1015625,-13.964449712213451,1.5070395835628845,0.40616110723150894,0.06874999999999999,0.0,0.0359375,0.0,0.025,0.0,40.0,128.0,40.0,88.0,0.0,27.0,73.0,27.0,46.0,0.0,13.0,45.0,13.0,32.0,0.0,0.0015624999999999944,0.1
EQ,state_hist,scaled180,2026-03,105,2.08253355312173,0.1523809523809524,-13.563879851063716,1.2834629377726106,0.7990706153491196,0.06095238095238094,0.0,0.06285714285714285,0.24230823247284158,0.023809523809523808,0.027634625416174903,41.0,105.0,41.0,64.0,0.0,31.0,47.0,26.0,21.0,5.0,16.0,31.0,15.0,16.0,1.0,0.05238095238095239,0.052380952380952375
EQ,threshold,global180,full,509,2.0420307621920464,0.12180746561886051,-12.001594990296713,1.317612348522258,0.7244184136697892,0.06286836935166994,0.18610573284709486,0.0662082514734774,0.2326899512790773,0.041060903732809434,0.2557519335103493,164.0,434.0,159.0,275.0,5.0,104.0,301.0,90.0,211.0,14.0,39.0,78.0,22.0,56.0,17.0,0.021807465618860503,0.06345776031434185
EQ,threshold,global180,2025-12,139,2.3499516047681475,0.07194244604316546,-12.656947844965192,1.4638093172646973,0.8861422875034498,0.06906474820143886,0.5793654440601517,0.06402877697841726,0.5233776528752218,0.043884892086330944,0.41449941285499403,48.0,124.0,46.0,78.0,2.0,29.0,88.0,26.0,62.0,3.0,8.0,29.0,4.0,25.0,4.0,0.02805755395683454,0.028057553956834534
EQ,threshold,global180,2026-01,137,1.531393989629932,0.10948905109489052,-10.84431290933786,1.2182189776558423,0.31317501197408976,0.0759124087591241,0.04588846784039664,0.06934306569343066,0.07197990278220247,0.004379562043795621,0.0,35.0,119.0,33.0,86.0,2.0,17.0,72.0,13.0,59.0,4.0,2.0,8.0,2.0,6.0,0.0,0.00948905109489051,0.051824817518248176
EQ,threshold,global180,2026-02,128,2.1712936500360804,0.1328125,-13.101215932250705,1.4551578392904063,0.7161358107456741,0.06171875,0.06179141563028004,0.06875,0.0996083522830592,0.05625000000000001,0.2416394251393011,40.0,109.0,39.0,70.0,1.0,27.0,85.0,24.0,61.0,3.0,13.0,25.0,7.0,18.0,6.0,0.032812499999999994,0.13124999999999998
EQ,threshold,global180,2026-03,105,2.14308401056248,0.19047619047619047,-11.303519920985606,1.086085589809656,1.0569984207528245,0.039047619047619046,0.0,0.061904761904761914,0.21979595883810668,0.06666666666666667,0.3964997081151723,41.0,82.0,41.0,41.0,0.0,31.0,56.0,27.0,29.0,4.0,16.0,16.0,9.0,7.0,7.0,0.09047619047619046,0.09047619047619047
EQ,threshold,global60,full,509,2.075867714914205,0.11198428290766209,-13.525139865739508,1.4581150825843248,0.6177526323298795,0.06385068762278978,0.14268299809348264,0.06601178781925346,0.21590335632808788,0.039096267190569745,0.22141851524812345,164.0,439.0,159.0,280.0,5.0,104.0,330.0,93.0,237.0,11.0,39.0,108.0,26.0,82.0,13.0,0.011984282907662083,0.05363457760314342
EQ,threshold,global60,2025-12,139,2.4774847435109852,0.07194244604316546,-14.738900695294511,1.66393838766862,0.8135463558423653,0.07050359712230216,0.456900309918413,0.0762589928057554,0.5552840493979184,0.05467625899280576,0.3856231887174123,48.0,116.0,45.0,71.0,3.0,29.0,95.0,25.0,70.0,4.0,8.0,44.0,4.0,40.0,4.0,0.02805755395683454,0.035251798561151085
EQ,threshold,global60,2026-01,137,1.530165583867746,0.10218978102189781,-10.446779277072551,1.1823181101757456,0.3478474736920002,0.06934306569343066,0.00881169160764541,0.06788321167883213,0.09578449490434646,0.004379562043795621,0.0,35.0,120.0,34.0,86.0,1.0,17.0,70.0,13.0,57.0,4.0,2.0,8.0,2.0,6.0,0.0,0.0021897810218978048,0.0489051094890511
EQ,threshold,global60,2026-02,128,2.2241489836351973,0.109375,-15.875389307110689,1.7101189763877165,0.5140300072474808,0.06718750000000001,0.06179141563028004,0.06953125000000002,0.09856861040995565,0.049218750000000006,0.14856919300690774,40.0,116.0,39.0,77.0,1.0,27.0,96.0,25.0,71.0,2.0,13.0,36.0,9.0,27.0,4.0,0.009374999999999994,0.1078125
EQ,threshold,global60,2026-03,105,2.0754526918868255,0.18095238095238095,-13.069813359489187,1.2382888674074124,0.8371638244794128,0.043809523809523805,0.0,0.04571428571428572,0.0663911197172979,0.051428571428571435,0.38174804118752703,41.0,87.0,41.0,46.0,0.0,31.0,69.0,30.0,39.0,1.0,16.0,20.0,11.0,9.0,5.0,0.08095238095238094,0.08095238095238094
EQ,threshold,local180,full,509,2.062865881094658,0.11787819253438114,-12.75607959264698,1.3875994746240428,0.6752664064706153,0.06424361493123773,0.20820094465378425,0.07013752455795678,0.2530968677056472,0.03418467583497053,0.16745437009320838,164.0,411.0,156.0,255.0,8.0,104.0,311.0,89.0,222.0,15.0,39.0,103.0,28.0,75.0,11.0,0.017878192534381138,0.02888015717092337
EQ,threshold,local180,2025-12,139,2.5659940398212737,0.08633093525179857,-14.772738162583423,1.6758346893556506,0.8901593504656228,0.07482014388489208,0.5793654440601517,0.09640287769784174,0.6017247805941235,0.05107913669064749,0.41595261956293955,48.0,132.0,46.0,86.0,2.0,29.0,113.0,24.0,89.0,5.0,8.0,29.0,3.0,26.0,5.0,0.01366906474820144,0.02517985611510791
EQ,threshold,local180,2026-01,137,1.5699692000959096,0.12408759124087591,-10.49003079393328,1.190191108316028,0.3797780917798819,0.08175182481751825,0.06484441179294304,0.058394160583941604,0.05202492421509897,0.008029197080291971,0.0,35.0,107.0,31.0,76.0,4.0,17.0,67.0,14.0,53.0,3.0,2.0,13.0,2.0,11.0,0.0,0.024087591240875908,0.05182481751824817
EQ,threshold,local180,2026-02,128,2.0019179511996215,0.109375,-14.625994757849718,1.5754503637106716,0.4264675874889497,0.05625000000000001,0.06179141563028004,0.06093750000000001,0.09856861040995565,0.0421875,0.04420632487387555,40.0,102.0,39.0,63.0,1.0,27.0,85.0,25.0,60.0,2.0,13.0,37.0,10.0,27.0,3.0,0.009374999999999994,0.060937500000000006
EQ,threshold,local180,2026-03,105,2.1142312740507894,0.1619047619047619,-10.763546288424704,1.0346026892280058,1.0796285848227836,0.037142857142857144,0.0823761760772005,0.061904761904761914,0.24230823247284158,0.03619047619047619,0.20722333975560375,41.0,70.0,40.0,30.0,1.0,31.0,46.0,26.0,20.0,5.0,16.0,24.0,13.0,11.0,3.0,0.06190476190476191,0.06190476190476189
EQ,threshold,local_scaled180,full,509,1.9783318024449075,0.11787819253438114,-12.629364998083508,1.3677417532483553,0.6105900491965522,0.05952848722986247,0.03444633183445825,0.0650294695481336,0.19368042232542346,0.030844793713163066,0.1615311271167365,164.0,417.0,159.0,258.0,5.0,104.0,305.0,91.0,214.0,13.0,39.0,96.0,29.0,67.0,10.0,0.017878192534381138,0.02220039292730844
EQ,threshold,local_scaled180,2025-12,139,2.279518924185348,0.08633093525179857,-13.673076423968487,1.548217621316714,0.7313013028686344,0.061151079136690635,0.0,0.08201438848920865,0.45398744414278963,0.047482014388489216,0.41595261956293955,48.0,133.0,48.0,85.0,0.0,29.0,103.0,25.0,78.0,4.0,8.0,24.0,3.0,21.0,5.0,0.01366906474820144,0.039568345323741004
EQ,threshold,local_scaled180,2026-01,137,1.5372025903405282,0.13138686131386862,-10.110432170147142,1.1527505711997372,0.384452019140791,0.08102189781021898,0.06484441179294304,0.0562043795620438,0.05202492421509897,0.0051094890510948905,0.0,35.0,106.0,31.0,75.0,4.0,17.0,64.0,14.0,50.0,3.0,2.0,9.0,2.0,7.0,0.0,0.031386861313868614,0.047445255474452545
EQ,threshold,local_scaled180,2026-02,128,1.9608085401824737,0.078125,-15.640228291027766,1.6626204405949812,0.2981880995874927,0.05078125,0.0,0.057812499999999996,0.02272891563028004,0.028906250000000005,0.01710134987407924,40.0,105.0,40.0,65.0,0.0,27.0,91.0,26.0,65.0,1.0,13.0,40.0,12.0,28.0,1.0,0.021875000000000006,0.045312500000000006
