definition,family,rule,sample,n,pinball,below,q_change,too_low,too_high,cost_5,missed_severity_5,cost_10,missed_severity_10,cost_20,missed_severity_20,event_5,alarm_5,tp_5,fp_5,fn_5,event_10,alarm_10,tp_10,fp_10,fn_10,event_20,alarm_20,tp_20,fp_20,fn_20,coverage_abs_error,conditional_abs_error
CAP,state_hist,local_shrink180,2025-12,139,1.2318835002499382,0.07913669064748201,-9.728418552766145,0.9874982542748241,0.24438524597511374,0.044604316546762585,0.05215358982118222,0.04460431654676259,0.054644565830983295,0.012949640287769784,0.03292301868384474,44.0,96.0,43.0,53.0,1.0,24.0,56.0,21.0,35.0,3.0,2.0,0.0,0.0,0.0,2.0,0.020863309352517997,0.04676258992805755
CAP,state_hist,local_shrink180,2026-01,137,1.2220138170113375,0.11678832116788321,-7.980165209205731,0.9083720807706943,0.3136417362406432,0.0854014598540146,0.15987876153030112,0.033576642335766425,0.030356150283688967,0.006569343065693431,0.011267890936370904,34.0,71.0,26.0,45.0,8.0,10.0,46.0,9.0,37.0,1.0,1.0,0.0,0.0,0.0,1.0,0.016788321167883202,0.05474452554744525
CAP,state_hist,local_shrink180,2026-02,128,1.3551468167497664,0.09375,-10.326773879996523,1.1038605904619236,0.2512862262878429,0.0703125,0.0,0.053125000000000006,0.05509224066882816,0.0140625,0.06122156833654879,32.0,122.0,32.0,90.0,0.0,16.0,64.0,14.0,50.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0062500000000000056,0.0234375
CAP,state_hist,local_shrink180,2026-03,105,1.834184819259849,0.18095238095238095,-9.308273748687032,0.9685078490347787,0.8656769702250706,0.07238095238095239,0.17239682556451807,0.04857142857142858,0.061910973332844794,0.05619047619047619,0.35211913285964386,33.0,69.0,29.0,40.0,4.0,21.0,42.0,18.0,24.0,3.0,7.0,6.0,1.0,5.0,6.0,0.08095238095238094,0.08095238095238094
CAP,state_hist,scaled180,full,509,1.3893509873673175,0.11394891944990176,-8.971477998705472,0.9605165413847533,0.42883444598256454,0.06660117878192535,0.10015431292210625,0.043811394891945,0.06310320508273173,0.021218074656188607,0.11729322720000396,143.0,342.0,129.0,213.0,14.0,71.0,174.0,59.0,115.0,12.0,12.0,0.0,0.0,0.0,12.0,0.013948919449901759,0.03752455795677798
CAP,state_hist,scaled180,2025-12,139,1.2274865683091836,0.10071942446043165,-9.160574085775036,0.935952559051549,0.2915340092576348,0.05467625899280575,0.07966039017036475,0.04316546762589928,0.054644565830983295,0.012949640287769784,0.03292301868384474,44.0,90.0,41.0,49.0,3.0,24.0,54.0,21.0,33.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0007194244604316474,0.05539568345323741
CAP,state_hist,scaled180,2026-01,137,1.234447353874475,0.11678832116788321,-7.342465688248011,0.8522224775708133,0.38222487630366175,0.08029197080291971,0.17256886250285514,0.031386861313868614,0.055728057225519725,0.006569343065693431,0.011267890936370904,34.0,64.0,26.0,38.0,8.0,10.0,33.0,8.0,25.0,2.0,1.0,0.0,0.0,0.0,1.0,0.016788321167883202,0.06204379562043796
CAP,state_hist,scaled180,2026-02,128,1.3616939541720754,0.078125,-9.875956571294157,1.0639417464209417,0.29775220775113376,0.06718750000000001,0.12706106938109554,0.05390625000000001,0.08116047419342867,0.0140625,0.06122156833654879,32.0,88.0,29.0,59.0,3.0,16.0,45.0,12.0,33.0,4.0,2.0,0.0,0.0,0.0,2.0,0.021875000000000006,0.034375
CAP,state_hist,scaled180,2026-03,105,1.8394562472396139,0.17142857142857143,-9.74402155240691,1.0082522941675445,0.83120395307207,0.0638095238095238,0.0,0.04857142857142858,0.061910973332844794,0.060000000000000005,0.43567515468939555,33.0,100.0,33.0,67.0,0.0,21.0,42.0,18.0,24.0,3.0,7.0,0.0,0.0,0.0,7.0,0.07142857142857142,0.08666666666666664
CAP,threshold,global180,full,509,1.3228789128476814,0.10609037328094302,-8.92064999194172,0.9492948133240521,0.3735840995236295,0.06306483300589391,0.07667621511862895,0.049115913555992145,0.06569893549729877,0.013163064833005896,0.05098514715851721,143.0,384.0,135.0,249.0,8.0,71.0,181.0,57.0,124.0,14.0,12.0,19.0,6.0,13.0,6.0,0.006090373280943015,0.0280943025540275
CAP,threshold,global180,2025-12,139,1.236192294376917,0.08633093525179857,-10.202361777391122,1.03058402390377,0.20560827047314711,0.05755395683453238,0.05215358982118222,0.046762589928057555,0.040542066292334006,0.01366906474820144,0.006372121938829868,44.0,114.0,43.0,71.0,1.0,24.0,69.0,22.0,47.0,2.0,2.0,11.0,1.0,10.0,1.0,0.01366906474820144,0.03669064748201439
CAP,threshold,global180,2026-01,137,1.1528551594033316,0.11678832116788321,-7.446379197499181,0.8534154739563043,0.2994396854470274,0.07810218978102189,0.11866093721080855,0.025547445255474453,0.030356150283688967,0.0,0.0,34.0,91.0,29.0,62.0,5.0,10.0,35.0,9.0,26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.016788321167883202,0.047445255474452545
CAP,threshold,global180,2026-02,128,1.2692097522851946,0.0703125,-9.050711702588078,0.9804212880487063,0.2887884642364882,0.052343749999999994,0.0,0.05234375000000001,0.08116047419342867,0.015625,0.06122156833654879,32.0,99.0,32.0,67.0,0.0,16.0,43.0,12.0,31.0,4.0,2.0,2.0,0.0,2.0,2.0,0.029687500000000006,0.0421875
CAP,threshold,global180,2026-03,105,1.7249012627649243,0.1619047619047619,-8.988928674783889,0.9288384367340033,0.796062826030921,0.0638095238095238,0.14783139154625746,0.07904761904761906,0.12626740636063224,0.026666666666666665,0.16408908768675867,33.0,80.0,31.0,49.0,2.0,21.0,34.0,14.0,20.0,7.0,7.0,5.0,4.0,1.0,3.0,0.06190476190476191,0.0961904761904762
CAP,threshold,global60,full,509,1.4885182562372539,0.0962671905697446,-11.226154966839834,1.1733541954038393,0.3151640608334144,0.06345776031434185,0.03562568199298354,0.05265225933202358,0.06213955913515604,0.01944990176817289,0.021779150530865137,143.0,396.0,136.0,260.0,7.0,71.0,229.0,60.0,169.0,11.0,12.0,71.0,8.0,63.0,4.0,0.0037328094302554043,0.030058939096267192
CAP,threshold,global60,2025-12,139,1.8660143683792885,0.050359712230215826,-17.49376939018511,1.7497929164554664,0.11622145192382219,0.06546762589928058,0.027506800349182528,0.05107913669064748,0.0,0.04748201438848921,0.006372121938829868,44.0,115.0,42.0,73.0,2.0,24.0,95.0,24.0,71.0,0.0,2.0,58.0,1.0,57.0,1.0,0.04964028776978418,0.06690647482014389
CAP,threshold,global60,2026-01,137,1.1290767692910355,0.12408759124087591,-6.850962390363615,0.7974501223028737,0.3316266469881619,0.06642335766423359,0.051808436562156085,0.032116788321167884,0.09078241087988172,0.0,0.0,34.0,85.0,30.0,55.0,4.0,10.0,24.0,7.0,17.0,3.0,1.0,1.0,1.0,0.0,0.0,0.024087591240875908,0.048905109489051087
CAP,threshold,global60,2026-02,128,1.2937018578987318,0.09375,-9.66664763230489,1.0383047322845733,0.25539712561415845,0.05781249999999999,0.0,0.05390625,0.06138434303313045,0.01484375,0.06122156833654879,32.0,106.0,32.0,74.0,0.0,16.0,55.0,13.0,42.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0062500000000000056,0.034375
CAP,threshold,global60,2026-03,105,1.695261333486967,0.12380952380952381,-10.53872560448479,1.0653561674792889,0.6299051660076781,0.06380952380952382,0.06868829597025586,0.08000000000000002,0.10794904191438032,0.013333333333333332,0.022509542129854832,33.0,90.0,32.0,58.0,1.0,21.0,55.0,16.0,39.0,5.0,7.0,11.0,6.0,5.0,1.0,0.023809523809523808,0.07714285714285714
CAP,threshold,local180,full,509,1.4299440650506978,0.10216110019646366,-10.457212560954295,1.0982919597554854,0.3316521052952123,0.062082514734774066,0.044440180592087264,0.05677799607072692,0.06624825699033642,0.017485265225933206,0.033748639708371976,143.0,399.0,137.0,262.0,6.0,71.0,250.0,60.0,190.0,11.0,12.0,51.0,7.0,44.0,5.0,0.00216110019646365,0.016306483300589394
CAP,threshold,local180,2025-12,139,1.5115922974267242,0.07194244604316546,-13.238160436435631,1.3313459035227568,0.18024639390396754,0.05251798561151078,0.0,0.058273381294964025,0.038462199031383815,0.02877697841726619,0.006372121938829868,44.0,117.0,44.0,73.0,0.0,24.0,85.0,22.0,63.0,2.0,2.0,32.0,1.0,31.0,1.0,0.02805755395683454,0.05827338129496404
CAP,threshold,local180,2026-01,137,1.2637486434434466,0.10948905109489052,-8.85571835688677,0.9913453467051989,0.2724032967382475,0.07372262773722629,0.051808436562156085,0.043795620437956206,0.06541050393805095,0.004379562043795621,0.0,34.0,95.0,30.0,65.0,4.0,10.0,50.0,8.0,42.0,2.0,1.0,7.0,1.0,6.0,0.0,0.00948905109489051,0.047445255474452545
CAP,threshold,local180,2026-02,128,1.3134256019653643,0.0703125,-10.520833846618597,1.1171538659794702,0.1962717359858942,0.06640625,0.0,0.06328125,0.05509224066882816,0.015625,0.06122156833654879,32.0,117.0,32.0,85.0,0.0,16.0,77.0,14.0,63.0,2.0,2.0,2.0,0.0,2.0,2.0,0.029687500000000006,0.0421875
CAP,threshold,local180,2026-03,105,1.680744367287349,0.17142857142857143,-8.787778529528714,0.9063192341132801,0.7744251331740686,0.0542857142857143,0.14783139154625746,0.06380952380952382,0.11772448854853237,0.021904761904761903,0.08053306585700704,33.0,70.0,31.0,39.0,2.0,21.0,38.0,16.0,22.0,5.0,7.0,10.0,5.0,5.0,2.0,0.07142857142857142,0.07142857142857142
CAP,threshold,local_scaled180,full,509,1.446676227919893,0.09233791748526522,-10.675487107674117,1.1196098852471892,0.3270663426727043,0.06247544204322201,0.044440180592087264,0.057956777996070734,0.06624825699033642,0.0168958742632613,0.033748639708371976,143.0,401.0,137.0,264.0,6.0,71.0,256.0,60.0,196.0,11.0,12.0,48.0,7.0,41.0,5.0,0.007662082514734783,0.016699410609037332
CAP,threshold,local_scaled180,2025-12,139,1.5746010070222267,0.07194244604316546,-13.904950176749983,1.3976578511105984,0.17694315591162843,0.05395683453237409,0.0,0.05827338129496404,0.038462199031383815,0.02877697841726619,0.006372121938829868,44.0,119.0,44.0,75.0,0.0,24.0,85.0,22.0,63.0,2.0,2.0,32.0,1.0,31.0,1.0,0.02805755395683454,0.05827338129496404
CAP,threshold,local_scaled180,2026-01,137,1.2601019308176555,0.10948905109489052,-8.81389507735802,0.987216580285032,0.2728853505326235,0.07372262773722629,0.051808436562156085,0.04598540145985402,0.06541050393805095,0.0029197080291970805,0.0,34.0,95.0,30.0,65.0,4.0,10.0,53.0,8.0,45.0,2.0,1.0,5.0,1.0,4.0,0.0,0.00948905109489051,0.047445255474452545
CAP,threshold,local_scaled180,2026-02,128,1.318605613743227,0.046875,-10.635520740551666,1.1279936876112324,0.1906119261319943,0.06640625,0.0,0.06484375,0.05509224066882816,0.015625,0.06122156833654879,32.0,117.0,32.0,85.0,0.0,16.0,79.0,14.0,65.0,2.0,2.0,2.0,0.0,2.0,2.0,0.053125000000000006,0.06562499999999999
CAP,threshold,local_scaled180,2026-03,105,1.6768873995617555,0.1523809523809524,-8.877948408087786,0.9140488264110374,0.7628385731507183,0.0542857142857143,0.14783139154625746,0.06476190476190477,0.11772448854853237,0.020952380952380955,0.08053306585700704,33.0,70.0,31.0,39.0,2.0,21.0,39.0,16.0,23.0,5.0,7.0,9.0,5.0,4.0,2.0,0.05238095238095239,0.052380952380952375
CAP,threshold,local_scaled_shrink180,full,509,1.3675341393491003,0.0962671905697446,-9.851111261013246,1.0375018501906312,0.33003228915846883,0.06522593320235756,0.06243387919496622,0.051866404715127705,0.05562724814670448,0.01119842829076621,0.033748639708371976,143.0,405.0,136.0,269.0,7.0,71.0,225.0,60.0,165.0,11.0,12.0,19.0,7.0,12.0,5.0,0.0037328094302554043,0.02612966601178782
CAP,threshold,local_scaled_shrink180,2025-12,139,1.362693124107016,0.06474820143884892,-12.141335971035328,1.2177417843047589,0.14495133980225744,0.05755395683453237,0.0,0.05251798561151079,0.024359699492734522,0.012949640287769784,0.006372121938829868,44.0,124.0,44.0,80.0,0.0,24.0,87.0,23.0,64.0,1.0,2.0,10.0,1.0,9.0,1.0,0.035251798561151085,0.06546762589928058
CAP,threshold,local_scaled_shrink180,2026-01,137,1.1978008200816912,0.10948905109489052,-8.190230092478336,0.924856620572264,0.2729441995094272,0.07883211678832118,0.11866093721080855,0.035036496350364967,0.030356150283688967,0.0,0.0,34.0,92.0,29.0,63.0,5.0,10.0,48.0,9.0,39.0,1.0,1.0,1.0,1.0,0.0,0.0,0.00948905109489051,0.03284671532846715
CAP,threshold,local_scaled_shrink180,2026-02,128,1.2941198447325095,0.0625,-9.87860540628169,1.057422730625863,0.2366971141066465,0.06328125,0.0,0.05234375000000001,0.06138434303313045,0.015625,0.06122156833654879,32.0,113.0,32.0,81.0,0.0,16.0,53.0,13.0,40.0,3.0,2.0,2.0,0.0,2.0,2.0,0.037500000000000006,0.05
CAP,threshold,local_scaled_shrink180,2026-03,105,1.6848998114367975,0.1619047619047619,-8.952827782935652,0.9215892113348494,0.7633106001019482,0.060000000000000005,0.14783139154625746,0.07238095238095238,0.12297411981025136,0.018095238095238095,0.08053306585700704,33.0,76.0,31.0,45.0,2.0,21.0,37.0,15.0,22.0,6.0,7.0,6.0,5.0,1.0,2.0,0.06190476190476191,0.07714285714285714
CAP,threshold,local_shrink180,full,509,1.3558675503973554,0.10019646365422397,-9.688931276448006,1.0217389926845852,0.33412855771277034,0.06542239685658152,0.06243387919496622,0.05265225933202358,0.06506230993579601,0.011394891944990179,0.033748639708371976,143.0,406.0,136.0,270.0,7.0,71.0,219.0,59.0,160.0,12.0,12.0,20.0,7.0,13.0,5.0,0.00019646365422396062,0.030058939096267192
CAP,threshold,local_shrink180,2025-12,139,1.3191167598383917,0.06474820143884892,-11.720261106913375,1.1754874101069206,0.14362934973147112,0.05755395683453236,0.0,0.05107913669064748,0.024359699492734522,0.012949640287769784,0.006372121938829868,44.0,124.0,44.0,80.0,0.0,24.0,85.0,23.0,62.0,1.0,2.0,10.0,1.0,9.0,1.0,0.035251798561151085,0.06546762589928058
CAP,threshold,local_shrink180,2026-01,137,1.1994357591840528,0.11678832116788321,-8.151048777192974,0.921493796106818,0.27794196307723495,0.08029197080291971,0.11866093721080855,0.04233576642335767,0.06541050393805095,0.0,0.0,34.0,94.0,29.0,65.0,5.0,10.0,48.0,8.0,40.0,2.0,1.0,1.0,1.0,0.0,0.0,0.016788321167883202,0.037226277372262764
CAP,threshold,local_shrink180,2026-02,128,1.2905979275405928,0.0703125,-9.785772774603336,1.0487156020556196,0.241882325484973,0.0625,0.0,0.05078125,0.06138434303313045,0.015625,0.06122156833654879,32.0,112.0,32.0,80.0,0.0,16.0,51.0,13.0,38.0,3.0,2.0,2.0,0.0,2.0,2.0,0.029687500000000006,0.0421875
CAP,threshold,local_shrink180,2026-03,105,1.6881916171552995,0.1619047619047619,-8.8883536021563,0.9161157156365581,0.7720759015187415,0.060000000000000005,0.14783139154625746,0.07047619047619048,0.12297411981025136,0.01904761904761905,0.08053306585700704,33.0,76.0,31.0,45.0,2.0,21.0,35.0,15.0,20.0,6.0,7.0,7.0,5.0,2.0,2.0,0.06190476190476191,0.07714285714285714
CAP,threshold,scaled180,full,509,1.3288072313032286,0.10609037328094302,-9.026735414352373,0.9594353331865654,0.36937189811666316,0.06385068762278978,0.07667621511862895,0.049901768172888016,0.06569893549729877,0.013163064833005896,0.05098514715851721,143.0,388.0,135.0,253.0,8.0,71.0,185.0,57.0,128.0,14.0,12.0,19.0,6.0,13.0,6.0,0.006090373280943015,0.028094302554027503
CAP,threshold,scaled180,2025-12,139,1.2440028684740332,0.09352517985611511,-10.377721765320675,1.0471474802271414,0.1968553882468917,0.05611510791366907,0.05215358982118222,0.046762589928057555,0.040542066292334006,0.01366906474820144,0.006372121938829868,44.0,112.0,43.0,69.0,1.0,24.0,69.0,22.0,47.0,2.0,2.0,11.0,1.0,10.0,1.0,0.006474820143884896,0.04388489208633093
CAP,threshold,scaled180,2026-01,137,1.1545188841708744,0.11678832116788321,-7.5665651075986515,0.864398578342011,0.2901203058288637,0.07956204379562044,0.11866093721080855,0.027737226277372264,0.030356150283688967,0.0,0.0,34.0,93.0,29.0,64.0,5.0,10.0,38.0,9.0,29.0,1.0,1.0,1.0,1.0,0.0,0.0,0.016788321167883202,0.047445255474452545
CAP,threshold,scaled180,2026-02,128,1.2735110830254244,0.0625,-9.121690072011713,0.9872394743708565,0.2862716086545677,0.05390624999999999,0.0,0.05234375000000001,0.08116047419342867,0.015625,0.06122156833654879,32.0,101.0,32.0,69.0,0.0,16.0,43.0,12.0,31.0,4.0,2.0,2.0,0.0,2.0,2.0,0.037500000000000006,0.05
CAP,threshold,scaled180,2026-03,105,1.7358854881598915,0.1619047619047619,-9.027707157783516,0.9334269227434665,0.802458565416425,0.06571428571428571,0.14783139154625746,0.08,0.12626740636063224,0.026666666666666665,0.16408908768675867,33.0,82.0,31.0,51.0,2.0,21.0,35.0,14.0,21.0,7.0,7.0,5.0,4.0,1.0,3.0,0.06190476190476191,0.0961904761904762
EQ,historical,global180,full,509,2.509879436019337,0.1100196463654224,-16.389229523479088,1.7592843238914002,0.7505951121279364,0.06777996070726916,0.0,0.07956777996070727,0.0,0.06306483300589391,0.40429270828829467,164.0,509.0,164.0,345.0,0.0,104.0,509.0,104.0,405.0,0.0,39.0,80.0,11.0,69.0,28.0,0.010019646365422394,0.1345776031434185
EQ,historical,global180,2025-12,139,2.6241506429125754,0.12949640287769784,-14.943051832627487,1.6969785799687467,0.9271720629438287,0.06546762589928055,0.0,0.07913669064748201,0.0,0.051798561151079135,0.48787914686157613,48.0,139.0,48.0,91.0,0.0,29.0,139.0,29.0,110.0,0.0,8.0,0.0,0.0,0.0,8.0,0.029496402877697836,0.14028776978417265
EQ,historical,global180,2026-01,137,1.8559604273373058,0.043795620437956206,-16.395829413274225,1.7503121067808523,0.10564832055645339,0.07445255474452554,0.0,0.08759124087591241,0.0,0.013138686131386862,0.028161535771752223,35.0,137.0,35.0,102.0,0.0,17.0,137.0,17.0,120.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0562043795620438,0.09562043795620438
EQ,historical,global180,2026-02,128,2.876769280713342,0.1484375,-13.934816736013627,1.6007294746967955,1.2760398060165465,0.06874999999999999,0.0,0.07890625,0.0,0.09140625000000001,0.6394045888928586,40.0,128.0,40.0,88.0,0.0,27.0,128.0,27.0,101.0,0.0,13.0,0.0,0.0,0.0,13.0,0.048437499999999994,0.16250000000000003
EQ,historical,global180,2026-03,105,2.7645585437378637,0.12380952380952381,-21.287128103688783,2.0467577795704797,0.7178007641673838,0.06095238095238094,0.0,0.07047619047619046,0.0,0.1085714285714286,0.4977892316758757,41.0,105.0,41.0,64.0,0.0,31.0,105.0,31.0,74.0,0.0,16.0,80.0,11.0,69.0,5.0,0.023809523809523808,0.1457142857142857
EQ,historical,global60,full,509,2.489842047601487,0.0962671905697446,-18.392948989989343,1.9376153370355385,0.5522267105659489,0.06777996070726916,0.0,0.07956777996070727,0.0,0.06129666011787818,0.25207331247043646,164.0,509.0,164.0,345.0,0.0,104.0,509.0,104.0,405.0,0.0,39.0,181.0,22.0,159.0,17.0,0.0037328094302554043,0.10510805500982318
EQ,historical,global60,2025-12,139,2.562794458933222,0.07194244604316546,-17.700315301886082,1.9389966738040854,0.6237977851291366,0.06546762589928055,0.0,0.07913669064748201,0.0,0.06187050359712231,0.4864259401536306,48.0,139.0,48.0,91.0,0.0,29.0,139.0,29.0,110.0,0.0,8.0,24.0,1.0,23.0,7.0,0.02805755395683454,0.08273381294964027
EQ,historical,global60,2026-01,137,1.8577881502100309,0.08759124087591241,-14.369074443680091,1.5680869318046529,0.2897012184053781,0.07445255474452554,0.0,0.08759124087591241,0.0,0.013138686131386862,0.028161535771752223,35.0,137.0,35.0,102.0,0.0,17.0,137.0,17.0,120.0,0.0,2.0,0.0,0.0,0.0,2.0,0.012408759124087593,0.09124087591240876
EQ,historical,global60,2026-02,128,2.8584995944662763,0.1328125,-19.15156255419893,2.068409629708766,0.7900899647575105,0.06874999999999999,0.0,0.07890625,0.0,0.08671875,0.2941390375416569,40.0,128.0,40.0,88.0,0.0,27.0,128.0,27.0,101.0,0.0,13.0,54.0,6.0,48.0,7.0,0.032812499999999994,0.146875
EQ,historical,global60,2026-03,105,2.7685356930188707,0.09523809523809523,-23.635276221150225,2.2584888250701103,0.5100468679487603,0.06095238095238094,0.0,0.07047619047619046,0.0,0.0923809523809524,0.18270650628605092,41.0,105.0,41.0,64.0,0.0,31.0,105.0,31.0,74.0,0.0,16.0,103.0,15.0,88.0,1.0,0.004761904761904773,0.11714285714285715
EQ,historical,local180,full,509,1.8941785405026734,0.11984282907662082,-11.887743448748871,1.2925804876140146,0.6015980528886588,0.07151277013752455,0.06238674821211085,0.051866404715127705,0.223666070517431,0.0318271119842829,0.144273082050285,164.0,458.0,157.0,301.0,7.0,104.0,218.0,89.0,129.0,15.0,39.0,111.0,30.0,81.0,9.0,0.019842829076620813,0.027701375245579557
EQ,historical,local180,2025-12,139,2.182803714287048,0.1223021582733813,-11.555168351599999,1.34793437381372,0.834869340473328,0.07194244604316546,0.024579325730974988,0.06115107913669065,0.5839594856592192,0.0366906474820144,0.3924249920828694,48.0,138.0,47.0,91.0,1.0,29.0,54.0,23.0,31.0,6.0,8.0,29.0,5.0,24.0,3.0,0.022302158273381292,0.023741007194244598
EQ,historical,local180,2026-01,137,1.4051978991957899,0.08759124087591241,-9.90208422698766,1.12079878720091,0.2843991119948797,0.09124087591240876,0.14371408814053171,0.04744525547445255,0.03474190372085285,0.015328467153284672,0.028035268081821982,35.0,110.0,30.0,80.0,5.0,17.0,52.0,14.0,38.0,3.0,2.0,13.0,1.0,12.0,1.0,0.012408759124087593,0.027007299270072994
EQ,historical,local180,2026-02,128,1.9407164174813878,0.125,-13.32502463649125,1.4522428994165861,0.4884735180648016,0.06874999999999999,0.0,0.03203125,0.0,0.0484375,0.09488638647006434,40.0,128.0,40.0,88.0,0.0,27.0,68.0,27.0,41.0,0.0,13.0,35.0,9.0,26.0,4.0,0.024999999999999994,0.10781249999999999
EQ,historical,local180,2026-03,105,2.0933652114525745,0.1523809523809524,-13.166707828310352,1.2488006215578922,0.8445645898946821,0.04857142857142857,0.0823761760772005,0.06952380952380953,0.2658668626379436,0.02666666666666667,0.027634625416174903,41.0,82.0,40.0,42.0,1.0,31.0,44.0,25.0,19.0,6.0,16.0,34.0,15.0,19.0,1.0,0.05238095238095239,0.052380952380952375
EQ,historical,local_scaled180,full,509,1.8987074974267089,0.11787819253438114,-11.752747792716017,1.2808837742634611,0.6178237231632479,0.06581532416502947,0.20883552832984162,0.051277013752455795,0.223666070517431,0.02848722986247544,0.12683670238734102,164.0,409.0,155.0,254.0,9.0,104.0,215.0,89.0,126.0,15.0,39.0,114.0,32.0,82.0,7.0,0.017878192534381138,0.02220039292730844
EQ,historical,local_scaled180,2025-12,139,2.3739239527369307,0.1223021582733813,-11.538483299237022,1.3655447429460403,1.0083792097908908,0.07625899280575539,0.595246661465331,0.05971223021582734,0.5839594856592192,0.052517985611510797,0.41595261956293955,48.0,124.0,45.0,79.0,3.0,29.0,52.0,23.0,29.0,6.0,8.0,31.0,3.0,28.0,5.0,0.022302158273381292,0.023741007194244598
EQ,historical,local_scaled180,2026-01,137,1.38902974432078,0.0948905109489051,-9.836187713432873,1.113251285493478,0.2757784588273021,0.0905109489051095,0.10605039311246907,0.04671532846715329,0.03474190372085285,0.010218978102189781,0.028035268081821982,35.0,119.0,31.0,88.0,4.0,17.0,51.0,14.0,37.0,3.0,2.0,6.0,1.0,5.0,1.0,0.005109489051094901,0.02262773722627737
EQ,historical,local_scaled180,2026-02,128,1.7814228656437743,0.125,-13.183198777134479,1.4235492168907156,0.3578736487530588,0.046875,0.0029655908726097732,0.03203125,0.0,0.02578125,0.0,40.0,90.0,39.0,51.0,1.0,27.0,68.0,27.0,41.0,0.0,13.0,46.0,13.0,33.0,0.0,0.024999999999999994,0.0609375
EQ,historical,local_scaled180,2026-03,105,2.077595095099156,0.13333333333333333,-12.793259882714189,1.2136132948188958,0.863981800280261,0.04285714285714286,0.0823761760772005,0.06952380952380953,0.2658668626379436,0.023809523809523808,0.027634625416174903,41.0,76.0,40.0,36.0,1.0,31.0,44.0,25.0,19.0,6.0,16.0,31.0,15.0,16.0,1.0,0.033333333333333326,0.033333333333333326
EQ,historical,local_scaled_shrink180,full,509,2.03429696774652,0.10412573673870335,-14.021067139788554,1.4985914625319707,0.5357055052145493,0.06777996070726916,0.0,0.07013752455795678,0.14337136942606132,0.04204322200392928,0.23810676332688657,164.0,509.0,164.0,345.0,0.0,104.0,431.0,101.0,330.0,3.0,39.0,53.0,19.0,34.0,20.0,0.0041257367387033395,0.08153241650294696
EQ,historical,local_scaled_shrink180,2025-12,139,2.299713337685516,0.1079136690647482,-13.343581373912903,1.5205825081617281,0.7791308295237878,0.06546762589928055,0.0,0.0841726618705036,0.5074229980169862,0.052517985611510797,0.48787914686157613,48.0,139.0,48.0,91.0,0.0,29.0,126.0,27.0,99.0,2.0,8.0,1.0,0.0,1.0,8.0,0.007913669064748191,0.07553956834532373
EQ,historical,local_scaled_shrink180,2026-01,137,1.5178033941066564,0.072992700729927,-12.705606992322004,1.3843763855720876,0.13342700853456887,0.07445255474452554,0.0,0.08175182481751825,0.01784109717886225,0.01386861313868613,0.028161535771752223,35.0,137.0,35.0,102.0,0.0,17.0,119.0,16.0,103.0,1.0,2.0,1.0,0.0,1.0,2.0,0.027007299270073004,0.06642335766423359
EQ,historical,local_scaled_shrink180,2026-02,128,2.2135285695678295,0.109375,-13.72723701471621,1.5157232286654767,0.6978053409023529,0.06874999999999999,0.0,0.0421875,0.0,0.075,0.36422949257966997,40.0,128.0,40.0,88.0,0.0,27.0,81.0,27.0,54.0,0.0,13.0,19.0,4.0,15.0,9.0,0.009374999999999994,0.12343749999999999
EQ,historical,local_scaled_shrink180,2026-03,105,2.1383455309275994,0.13333333333333333,-16.992484450920877,1.5976185495403417,0.5407269813872574,0.06095238095238094,0.0,0.07047619047619046,0.0,0.024761904761904763,0.027634625416174903,41.0,105.0,41.0,64.0,0.0,31.0,105.0,31.0,74.0,0.0,16.0,32.0,15.0,17.0,1.0,0.033333333333333326,0.06761904761904762
EQ,historical,local_shrink180,full,509,2.0573856747505532,0.09823182711198428,-14.13848648611398,1.5114680744016624,0.5459176003488908,0.06777996070726916,0.0,0.07288801571709234,0.14337136942606132,0.044400785854616896,0.2895932014173335,164.0,509.0,164.0,345.0,0.0,104.0,445.0,101.0,344.0,3.0,39.0,45.0,17.0,28.0,22.0,0.0017681728880157288,0.0831041257367387
EQ,historical,local_shrink180,2025-12,139,2.2786703876531353,0.1223021582733813,-13.249110092113744,1.5099757977965658,0.7686945898565691,0.06546762589928055,0.0,0.0776978417266187,0.5074229980169862,0.051798561151079135,0.48787914686157613,48.0,139.0,48.0,91.0,0.0,29.0,117.0,27.0,90.0,2.0,8.0,0.0,0.0,0.0,8.0,0.022302158273381292,0.08992805755395682
EQ,historical,local_shrink180,2026-01,137,1.5307455388566855,0.051094890510948905,-13.148956820130943,1.425572084549895,0.10517345430679056,0.07445255474452554,0.0,0.08467153284671533,0.01784109717886225,0.013138686131386862,0.028161535771752223,35.0,137.0,35.0,102.0,0.0,17.0,123.0,16.0,107.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0489051094890511,0.0708029197080292
EQ,historical,local_shrink180,2026-02,128,2.3327228914878884,0.109375,-13.629920686252438,1.5188841912957431,0.8138387001921454,0.06874999999999999,0.0,0.05703125,0.0,0.0859375,0.5689685315487127,40.0,128.0,40.0,88.0,0.0,27.0,100.0,27.0,73.0,0.0,13.0,13.0,2.0,11.0,11.0,0.009374999999999994,0.12343749999999999
