task,method,info,algorithm,q,period,n,pinball,baseline_pinball,skill,below_rate
observed_change,sequential_ols,with_positioning,linear_qr,0.1,2026-03,153,16.072276158711798,12.361510672517484,-0.3001870551666641,0.39215686274509803
observed_change,sequential_ols,with_positioning,linear_qr,0.5,all,577,17.45991512274284,17.186990224743525,-0.015879737780172487,0.5459272097053726
observed_change,sequential_ols,with_positioning,linear_qr,0.5,2026-01,220,15.03589438547325,14.77639160141037,-0.01756198611020232,0.5590909090909091
observed_change,sequential_ols,with_positioning,linear_qr,0.5,2026-02,204,15.301707581255311,15.288156377859181,-0.00088638571330657,0.46078431372549017
observed_change,sequential_ols,with_positioning,linear_qr,0.5,2026-03,153,23.823045192434112,23.184988929957264,-0.027520231491351632,0.6405228758169934
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,all,577,9.071912932483317,8.562900504351065,-0.059443926491217214,0.17157712305025996
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,2026-01,220,6.481358326621836,7.042016486823745,0.07961613853800986,0.10454545454545454
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,2026-02,204,7.744812997891679,7.354111916736108,-0.05312688813810862,0.11274509803921569
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.1,2026-03,153,14.56635999095534,12.361510672517484,-0.1783640670504576,0.3464052287581699
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,all,577,18.002236995226138,17.186990224743525,-0.04743394624783859,0.5632582322357019
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,2026-01,220,15.46562763478135,14.77639160141037,-0.04664440764450184,0.5727272727272728
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,2026-02,204,15.27428293452902,15.288156377859181,0.0009074634630407141,0.45588235294117646
observed_change,sequential_ols,with_positioning,quantile_lightgbm,0.5,2026-03,153,25.28692122842918,23.184988929957264,-0.09065918922031546,0.6928104575163399
observed_change,pca_1,without_positioning,linear_qr,0.1,all,577,9.453171705379694,8.562900504351065,-0.10396841590956885,0.16291161178509533
observed_change,pca_1,without_positioning,linear_qr,0.1,2026-01,220,6.518965257550243,7.042016486823745,0.0742757745955549,0.08636363636363636
observed_change,pca_1,without_positioning,linear_qr,0.1,2026-02,204,7.468712728581146,7.354111916736108,-0.015583229238629759,0.07352941176470588
observed_change,pca_1,without_positioning,linear_qr,0.1,2026-03,153,16.318237390277616,12.361510672517484,-0.32008439927628407,0.39215686274509803
observed_change,pca_1,without_positioning,linear_qr,0.5,all,577,17.45449194515204,17.186990224743525,-0.015564198088819703,0.5459272097053726
observed_change,pca_1,without_positioning,linear_qr,0.5,2026-01,220,15.034153606627305,14.77639160141037,-0.017444177994871968,0.5590909090909091
observed_change,pca_1,without_positioning,linear_qr,0.5,2026-02,204,15.28878673089252,15.288156377859181,-4.123146164647373e-05,0.46078431372549017
observed_change,pca_1,without_positioning,linear_qr,0.5,2026-03,153,23.82232395942906,23.184988929957264,-0.02748912373420609,0.6405228758169934
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,all,577,9.384837481590196,8.562900504351065,-0.09598814990568694,0.1681109185441941
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,2026-01,220,6.348504281981319,7.042016486823745,0.09848204788217274,0.09545454545454546
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,2026-02,204,7.908859265120789,7.354111916736108,-0.07543362878693971,0.10784313725490197
observed_change,pca_1,without_positioning,quantile_lightgbm,0.1,2026-03,153,15.718777743509884,12.361510672517484,-0.27159035492776673,0.35294117647058826
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,all,577,18.28754551320606,17.186990224743525,-0.06403420692461337,0.5805892547660312
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,2026-01,220,15.425801319524524,14.77639160141037,-0.0439491410103241,0.5909090909090909
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,2026-02,204,15.412032306246374,15.288156377859181,-0.008102738180163715,0.46568627450980393
observed_change,pca_1,without_positioning,quantile_lightgbm,0.5,2026-03,153,26.236489414053853,23.184988929957264,-0.13161535221411103,0.7189542483660131
observed_change,pca_1,with_positioning,linear_qr,0.1,all,577,9.37472913853209,8.562900504351065,-0.09480766870624158,0.16291161178509533
observed_change,pca_1,with_positioning,linear_qr,0.1,2026-01,220,6.483166366025605,7.042016486823745,0.07935938830075162,0.09090909090909091
observed_change,pca_1,with_positioning,linear_qr,0.1,2026-02,204,7.474403023919676,7.354111916736108,-0.01635698620656223,0.07352941176470588
observed_change,pca_1,with_positioning,linear_qr,0.1,2026-03,153,16.066299970769734,12.361510672517484,-0.299703603904081,0.38562091503267976
observed_change,pca_1,with_positioning,linear_qr,0.5,all,577,17.459509763211752,17.186990224743525,-0.01585615252610606,0.5459272097053726
observed_change,pca_1,with_positioning,linear_qr,0.5,2026-01,220,15.034153606627305,14.77639160141037,-0.017444177994871968,0.5590909090909091
observed_change,pca_1,with_positioning,linear_qr,0.5,2026-02,204,15.302979284914343,15.288156377859181,-0.0009695679903320986,0.46078431372549017
observed_change,pca_1,with_positioning,linear_qr,0.5,2026-03,153,23.82232395942906,23.184988929957264,-0.02748912373420609,0.6405228758169934
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,all,577,9.240285454755236,8.562900504351065,-0.07910695097531173,0.17157712305025996
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,2026-01,220,6.500027028991959,7.042016486823745,0.0769650935702717,0.10909090909090909
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,2026-02,204,7.6157835667590845,7.354111916736108,-0.035581679064127014,0.10294117647058823
observed_change,pca_1,with_positioning,quantile_lightgbm,0.1,2026-03,153,15.34652884572998,12.361510672517484,-0.2414768107468357,0.35294117647058826
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,all,577,17.98442165426567,17.186990224743525,-0.04639738657523118,0.5632582322357019
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,2026-01,220,15.503567331962925,14.77639160141037,-0.04921199641752505,0.5727272727272728
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,2026-02,204,15.486100914261932,15.288156377859181,-0.012947574024649633,0.45098039215686275
observed_change,pca_1,with_positioning,quantile_lightgbm,0.5,2026-03,153,24.882757483464147,23.184988929957264,-0.07322705905255789,0.6993464052287581
observed_change,pca_2,without_positioning,linear_qr,0.1,all,577,9.49302338903065,8.562900504351065,-0.10862240945190971,0.16464471403812825
observed_change,pca_2,without_positioning,linear_qr,0.1,2026-01,220,6.559890409344102,7.042016486823745,0.06846420743003723,0.08636363636363636
observed_change,pca_2,without_positioning,linear_qr,0.1,2026-02,204,7.567351416298527,7.354111916736108,-0.028995955184899946,0.0784313725490196
observed_change,pca_2,without_positioning,linear_qr,0.1,2026-03,153,16.27816285287636,12.361510672517484,-0.3168425190188531,0.39215686274509803
observed_change,pca_2,without_positioning,linear_qr,0.5,all,577,17.484871235560277,17.186990224743525,-0.01733177286549581,0.5459272097053726
observed_change,pca_2,without_positioning,linear_qr,0.5,2026-01,220,15.102186545900219,14.77639160141037,-0.022048342604750193,0.5636363636363636
observed_change,pca_2,without_positioning,linear_qr,0.5,2026-02,204,15.353936665917018,15.288156377859181,-0.004302695919117028,0.45588235294117646
observed_change,pca_2,without_positioning,linear_qr,0.5,2026-03,153,23.752199888713466,23.184988929957264,-0.024464577510464602,0.6405228758169934
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,all,577,9.368319546566513,8.562900504351065,-0.09405913823314771,0.17504332755632582
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,2026-01,220,6.3109858758137305,7.042016486823745,0.10380984088546785,0.1
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,2026-02,204,7.93335750281579,7.354111916736108,-0.07876485871277872,0.10294117647058823
observed_change,pca_2,without_positioning,quantile_lightgbm,0.1,2026-03,153,15.677768334087816,12.361510672517484,-0.26827284701886356,0.3790849673202614
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,all,577,18.208438411778236,17.186990224743525,-0.05943147541703753,0.5719237435008665
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,2026-01,220,15.574107860591008,14.77639160141037,-0.05398586344344691,0.5909090909090909
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,2026-02,204,15.107920053969396,15.288156377859181,0.011789277885122185,0.4411764705882353
observed_change,pca_2,without_positioning,quantile_lightgbm,0.5,2026-03,153,26.130389171609565,23.184988929957264,-0.12703910493770199,0.7189542483660131
observed_change,pca_2,with_positioning,linear_qr,0.1,all,577,9.409221070887057,8.562900504351065,-0.09883573517010391,0.16464471403812825
observed_change,pca_2,with_positioning,linear_qr,0.1,2026-01,220,6.521897780877738,7.042016486823745,0.07385934226640867,0.09090909090909091
observed_change,pca_2,with_positioning,linear_qr,0.1,2026-02,204,7.564413270700659,7.354111916736108,-0.02859643099610132,0.0784313725490196
observed_change,pca_2,with_positioning,linear_qr,0.1,2026-03,153,16.02067149598558,12.361510672517484,-0.29601243087572326,0.38562091503267976
observed_change,pca_2,with_positioning,linear_qr,0.5,all,577,17.484871235560277,17.186990224743525,-0.01733177286549581,0.5459272097053726
observed_change,pca_2,with_positioning,linear_qr,0.5,2026-01,220,15.10218654590022,14.77639160141037,-0.022048342604750193,0.5636363636363636
observed_change,pca_2,with_positioning,linear_qr,0.5,2026-02,204,15.353936665917018,15.288156377859181,-0.004302695919117028,0.45588235294117646
observed_change,pca_2,with_positioning,linear_qr,0.5,2026-03,153,23.752199888713466,23.184988929957264,-0.024464577510464602,0.6405228758169934
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,all,577,9.147068017127944,8.562900504351065,-0.0682207521248257,0.17157712305025996
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,2026-01,220,6.454821607503709,7.042016486823745,0.08338447949088612,0.09545454545454546
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,2026-02,204,7.751759451999218,7.354111916736108,-0.05407145550207959,0.11274509803921569
observed_change,pca_2,with_positioning,quantile_lightgbm,0.1,2026-03,153,14.87868342499456,12.361510672517484,-0.20362986524562365,0.35947712418300654
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,all,577,17.981208662175035,17.186990224743525,-0.0462104433089221,0.5563258232235702
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,2026-01,220,15.43230975324464,14.77639160141037,-0.0443896026531716,0.5727272727272728
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,2026-02,204,15.24784260332947,15.288156377859181,0.002636928451889342,0.4411764705882353
observed_change,pca_2,with_positioning,quantile_lightgbm,0.5,2026-03,153,25.290780139097812,23.184988929957264,-0.09082562926824012,0.6862745098039216
observed_change,ae_selected,without_positioning,linear_qr,0.1,all,577,9.136171831149001,8.562900504351065,-0.06694826437684753,0.15771230502599654
observed_change,ae_selected,without_positioning,linear_qr,0.1,2026-01,220,6.6868538094357515,7.042016486823745,0.050434797767448525,0.09090909090909091
observed_change,ae_selected,without_positioning,linear_qr,0.1,2026-02,204,7.478647568674759,7.354111916736108,-0.016934152396462565,0.08823529411764706
observed_change,ae_selected,without_positioning,linear_qr,0.1,2026-03,153,14.868099375735012,12.361510672517484,-0.2027736552289081,0.3464052287581699
observed_change,ae_selected,without_positioning,linear_qr,0.5,all,577,17.44734164199732,17.186990224743525,-0.015148168111422722,0.5441941074523396
observed_change,ae_selected,without_positioning,linear_qr,0.5,2026-01,220,15.073824059355275,14.77639160141037,-0.02012889655120631,0.5590909090909091
observed_change,ae_selected,without_positioning,linear_qr,0.5,2026-02,204,15.294199598127273,15.288156377859181,-0.0003952877062955995,0.46078431372549017
observed_change,ae_selected,without_positioning,linear_qr,0.5,2026-03,153,23.731098799714577,23.184988929957264,-0.0235544589392358,0.6339869281045751
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,all,577,9.175769869892104,8.562900504351065,-0.0715726365417444,0.1663778162911612
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,2026-01,220,6.331260453873776,7.042016486823745,0.10093075389412365,0.09090909090909091
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,2026-02,204,7.894611305648861,7.354111916736108,-0.07349621477512636,0.11274509803921569
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.1,2026-03,153,14.974125547210106,12.361510672517484,-0.21135077612326714,0.3464052287581699
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,all,577,18.18527248390643,17.186990224743525,-0.05808359963606158,0.5788561525129983
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,2026-01,220,15.455413531244213,14.77639160141037,-0.04595316286616491,0.5909090909090909
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,2026-02,204,15.25022854173149,15.288156377859181,0.0024808639570575997,0.46078431372549017
observed_change,ae_selected,without_positioning,quantile_lightgbm,0.5,2026-03,153,26.023951789719334,23.184988929957264,-0.1224483163799941,0.7189542483660131
observed_change,ae_selected,with_positioning,linear_qr,0.1,all,577,9.135065712105884,8.562900504351065,-0.0668190886328861,0.15771230502599654
observed_change,ae_selected,with_positioning,linear_qr,0.1,2026-01,220,6.686079497805344,7.042016486823745,0.05054475371995959,0.09090909090909091
observed_change,ae_selected,with_positioning,linear_qr,0.1,2026-02,204,7.476354028825797,7.354111916736108,-0.016622280633436626,0.08823529411764706
observed_change,ae_selected,with_positioning,linear_qr,0.1,2026-03,153,14.868099375735012,12.361510672517484,-0.2027736552289081,0.3464052287581699
observed_change,ae_selected,with_positioning,linear_qr,0.5,all,577,17.44734164199732,17.186990224743525,-0.015148168111422722,0.5441941074523396
observed_change,ae_selected,with_positioning,linear_qr,0.5,2026-01,220,15.073824059355275,14.77639160141037,-0.02012889655120631,0.5590909090909091
observed_change,ae_selected,with_positioning,linear_qr,0.5,2026-02,204,15.294199598127273,15.288156377859181,-0.0003952877062955995,0.46078431372549017
observed_change,ae_selected,with_positioning,linear_qr,0.5,2026-03,153,23.731098799714577,23.184988929957264,-0.0235544589392358,0.6339869281045751
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,all,577,9.064180731814968,8.562900504351065,-0.05854093799282012,0.16984402079722705
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,2026-01,220,6.482853182952296,7.042016486823745,0.07940386179408898,0.1
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,2026-02,204,7.674119903801451,7.354111916736108,-0.04351415788724733,0.10784313725490197
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.1,2026-03,153,14.629307984524411,12.361510672517484,-0.18345632439963566,0.35294117647058826
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,all,577,17.979934361932504,17.186990224743525,-0.046136300004837594,0.5563258232235702
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,2026-01,220,15.516939690051682,14.77639160141037,-0.05011697771806678,0.5818181818181818
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,2026-02,204,15.354930696777442,15.288156377859181,-0.004367715587666687,0.44607843137254904
observed_change,ae_selected,with_positioning,quantile_lightgbm,0.5,2026-03,153,25.021500214909054,23.184988929957264,-0.07921122112673684,0.6666666666666666
observed_change,joint_ols,without_positioning,linear_qr,0.1,all,577,9.449597624353656,8.562900504351065,-0.10355102450998155,0.16291161178509533
observed_change,joint_ols,without_positioning,linear_qr,0.1,2026-01,220,6.517075294107555,7.042016486823745,0.07454415843791373,0.08636363636363636
observed_change,joint_ols,without_positioning,linear_qr,0.1,2026-02,204,7.467972761647678,7.354111916736108,-0.01548260975638005,0.07352941176470588
observed_change,joint_ols,without_positioning,linear_qr,0.1,2026-03,153,16.308462883478892,12.361510672517484,-0.319293678218181,0.39215686274509803
observed_change,joint_ols,without_positioning,linear_qr,0.5,all,577,17.45535859479294,17.186990224743525,-0.015614622836234382,0.5459272097053726
observed_change,joint_ols,without_positioning,linear_qr,0.5,2026-01,220,15.035997263758777,14.77639160141037,-0.017568948451774036,0.5590909090909091
observed_change,joint_ols,without_positioning,linear_qr,0.5,2026-02,204,15.288471628045258,15.288156377859181,-2.0620549547212264e-05,0.46078431372549017
observed_change,joint_ols,without_positioning,linear_qr,0.5,2026-03,153,23.823361431682113,23.184988929957264,-0.027533871318782932,0.6405228758169934
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,all,577,9.435391190461402,8.562900504351065,-0.10189195654755046,0.16984402079722705
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,2026-01,220,6.331110443240172,7.042016486823745,0.10095205612110436,0.1
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,2026-02,204,7.965417816534958,7.354111916736108,-0.08312436725468797,0.10784313725490197
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.1,2026-03,153,15.859027351701044,12.361510672517484,-0.2829360239084171,0.35294117647058826
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,all,577,18.26422451656029,17.186990224743525,-0.06267730869282206,0.5736568457538995
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,2026-01,220,15.456253140204732,14.77639160141037,-0.046009983839997215,0.5909090909090909
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,2026-02,204,15.337722362958889,15.288156377859181,-0.0032421165688421016,0.44607843137254904
observed_change,joint_ols,without_positioning,quantile_lightgbm,0.5,2026-03,153,26.20383328867081,23.184988929957264,-0.13020684926068293,0.7189542483660131
observed_change,joint_ols,with_positioning,linear_qr,0.1,all,577,9.388171924385937,8.562900504351065,-0.0963775556676767,0.16464471403812825
observed_change,joint_ols,with_positioning,linear_qr,0.1,2026-01,220,6.482698370868653,7.042016486823745,0.07942584584992485,0.09090909090909091
observed_change,joint_ols,with_positioning,linear_qr,0.1,2026-02,204,7.471940645737611,7.354111916736108,-0.016022156085679695,0.07352941176470588
observed_change,joint_ols,with_positioning,linear_qr,0.1,2026-03,153,16.120952072216397,12.361510672517484,-0.30412475459468125,0.39215686274509803
observed_change,joint_ols,with_positioning,linear_qr,0.5,all,577,17.460446185960198,17.186990224743525,-0.015910636920185572,0.5459272097053726
observed_change,joint_ols,with_positioning,linear_qr,0.5,2026-01,220,15.035997263758777,14.77639160141037,-0.017568948451774036,0.5590909090909091
observed_change,joint_ols,with_positioning,linear_qr,0.5,2026-02,204,15.30286153051342,15.288156377859181,-0.0009618656619405641,0.46078431372549017
observed_change,joint_ols,with_positioning,linear_qr,0.5,2026-03,153,23.823361431682113,23.184988929957264,-0.027533871318782932,0.6405228758169934
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,all,577,9.141947830897728,8.562900504351065,-0.06762280213958238,0.16291161178509533
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,2026-01,220,6.506519498419751,7.042016486823745,0.07604313187933576,0.09545454545454546
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,2026-02,204,7.644584468651473,7.354111916736108,-0.03949797816570122,0.09803921568627451
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.1,2026-03,153,14.92793710569113,12.361510672517484,-0.20761430387949353,0.3464052287581699
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,all,577,17.995703335145873,17.186990224743525,-0.04705379474982596,0.561525129982669
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,2026-01,220,15.453587375926645,14.77639160141037,-0.0458295768536372,0.5681818181818182
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,2026-02,204,15.298931337283454,15.288156377859181,-0.0007047912879722951,0.45098039215686275
observed_change,joint_ols,with_positioning,quantile_lightgbm,0.5,2026-03,153,25.246729469735186,23.184988929957264,-0.08892566418757064,0.6993464052287581
own_residual,sequential_ols,without_positioning,linear_qr,0.1,all,577,1.7150276698142735,1.7449827312080237,0.017166394175725075,0.16464471403812825
own_residual,sequential_ols,without_positioning,linear_qr,0.1,2026-01,220,1.5240315044390231,1.6543995765445587,0.0788008374481256,0.19090909090909092
own_residual,sequential_ols,without_positioning,linear_qr,0.1,2026-02,204,1.9257173546223727,1.8045889209908155,-0.06712245222310864,0.13725490196078433
own_residual,sequential_ols,without_positioning,linear_qr,0.1,2026-03,153,1.7087430991064492,1.7957580992490212,0.04845585838034716,0.16339869281045752
own_residual,sequential_ols,without_positioning,linear_qr,0.5,all,577,3.9240021416193316,3.933516280107329,0.0024187362681356017,0.5077989601386482
own_residual,sequential_ols,without_positioning,linear_qr,0.5,2026-01,220,3.4240915040351316,3.7439098543300133,0.08542362469678488,0.6
own_residual,sequential_ols,without_positioning,linear_qr,0.5,2026-02,204,4.454059052028966,4.1119621429677355,-0.08319553954218262,0.43137254901960786
own_residual,sequential_ols,without_positioning,linear_qr,0.5,2026-03,153,3.9360853477955344,3.9682251536203115,0.008099289879117677,0.477124183006536
