model,month,n,clean_tail,clean_q10,coverage80,width80,worst_tail_h1,sensitivity_h1,worst_tail_h6,sensitivity_h6,worst_tail_h24,sensitivity_h24
tcn_tick_20260911_raw,2026-02,672,1.9888263436413722,1.8851529340305528,0.7276785714285714,26.01088936697869,2.0740957573763885,1.0093129433336712,2.2233705095494765,2.7039222107047127,2.2819440019571227,3.3911499693280174
tcn_tick_20260911_raw,2026-03,443,1.826409359180747,1.8009782344854017,0.7652370203160271,26.10765459951913,1.901066281303711,0.769682755050487,1.959070188840531,1.6498419737977315,1.9679683174423506,1.6647525920824864
tcn_tick_20260911_cal,2026-01,699,1.4409871720169662,1.3585218035153983,0.8454935622317596,23.4338470472999,1.5292112575037258,1.4315244677411298,1.622906675017616,3.004885635321403,1.6580728906189184,3.625472972662493
tcn_tick_20260911_cal,2026-02,672,1.8924550835646212,1.826081543733374,0.7663690476190477,26.412397637104867,1.9726157328134635,1.0093129433336712,2.1108425180250046,2.7039222107047127,2.167023720669635,3.3911499693280174
tcn_tick_20260911_cal,2026-03,443,1.9252029762047485,1.89921629902838,0.7787810383747178,28.37760560406249,2.000078683384438,0.769682755050487,2.0593630718272817,1.6498419737977315,2.0653568728193648,1.6647525920824864
tcn_tick_20260912_raw,2026-01,699,1.3952942166166051,1.3429780487202392,0.8054363376251789,21.29080957882053,1.4252286847006244,0.4474451640815353,1.4467623382612858,0.8290663147518392,1.460269742394444,1.0630859203093042
tcn_tick_20260912_raw,2026-02,672,1.8176611862407643,1.7765722836893512,0.7440476190476191,24.39188640493722,1.9407949988600433,1.3605666416031974,2.1043683710708363,3.6835903284095584,2.1789136555654274,4.839545152017048
tcn_tick_20260912_raw,2026-03,443,1.8609005751647112,1.8651663595728,0.7539503386004515,26.082275393854147,1.9753933136623278,1.131427196562963,2.0465779150260692,1.9483223348923246,2.061201396290033,2.0769269202686593
tcn_tick_20260912_cal,2026-01,699,1.4118364918061506,1.3528413654867215,0.8068669527896996,21.957280739756918,1.439813895749834,0.4474451640815353,1.4606023423003809,0.8290663147518392,1.472634940101131,1.0630859203093042
tcn_tick_20260912_cal,2026-02,672,1.7979584506619848,1.777628001175308,0.7678571428571429,25.89135458317408,1.9078810535446449,1.3605666416031974,2.0591166099985867,3.6835903284095584,2.1292877527048417,4.839545152017048
tcn_tick_20260912_cal,2026-03,443,1.8517363642319813,1.8017709671714277,0.8058690744920993,28.772575251959353,1.957178333661775,1.131427196562963,2.0276506259774902,1.9483223348923246,2.0405808814163535,2.0769269202686593
tcn_tick_ensemble_raw,2026-01,699,1.3831824223384215,1.327221400045249,0.8111587982832618,21.195517130675746,1.4301388167144746,0.6794591845929424,1.4757168790771813,1.3491534063460204,1.4938946906764823,1.6482507162680782
tcn_tick_ensemble_raw,2026-02,672,1.8869189991072781,1.7920325044805576,0.7247023809523809,24.40402362684882,1.9883653922753501,1.0957288803562286,2.1408467303775445,2.9505971381588587,2.2136557613315193,3.862445565916243
tcn_tick_ensemble_raw,2026-03,443,1.8175330945140993,1.7985617134980674,0.7674943566591422,26.139181100129186,1.892062878461859,0.7710055870790962,1.9569781724394413,1.6230224117109706,1.9689982246190691,1.703490584483265
tcn_tick_ensemble_cal,2026-01,699,1.4086105296907738,1.3326415461271182,0.821173104434907,22.24340474058973,1.4535919762991312,0.6794591845929424,1.4976811060887485,1.3491534063460207,1.5151425397683733,1.6482507162680782
tcn_tick_ensemble_cal,2026-02,672,1.8379326321595622,1.7973093423022057,0.7708333333333334,26.26656817507291,1.926951095149978,1.0957288803562286,2.0638165212109234,2.9505971381588587,2.129880720225667,3.8624455659162424
tcn_tick_ensemble_cal,2026-03,443,1.8596837836314144,1.799573375439819,0.801354401805869,29.20226900785876,1.9304752340024016,0.7710055870790963,1.997804535308098,1.6230224117109704,2.0093459908123266,1.7034905844832653
gru_clean_20260910_raw,2026-01,699,1.3861693542464253,1.3337725802991003,0.8383404864091559,22.06675669870663,1.448446005377856,0.9319968046207455,1.5408740819785187,2.303084853039961,1.5548737620711954,2.5172213662165257
gru_clean_20260910_raw,2026-02,672,1.8151107492333745,1.7947656479207326,0.7336309523809523,23.734115756693342,1.9054394854468044,0.8841550236656552,2.0026976655229225,1.816077077672595,2.0176471281377024,1.9721161836669558
gru_clean_20260910_raw,2026-03,443,1.8190421623224662,1.7905439639025882,0.7855530474040632,26.665671413154687,1.9191644664615728,1.4253217102980775,2.016769909093176,2.7018206297140357,2.0271237071669876,2.842449524063558
gru_clean_20260910_cal,2026-01,699,1.3981595681928567,1.340489239513137,0.8369098712446352,22.384470380796973,1.4609330471835489,0.9319968046207455,1.5525306882178094,2.303084853039961,1.5663502950097299,2.5172213662165257
gru_clean_20260910_cal,2026-02,672,1.8138919985464494,1.7922893352889038,0.75,24.555267900259164,1.898889328693988,0.8841550236656552,1.9915496016648593,1.816077077672595,2.0057033828391218,1.9721161836669558
gru_clean_20260910_cal,2026-03,443,1.819959792563697,1.7714933652537859,0.8306997742663657,29.834956429572223,1.906219467692793,1.4253217102980775,1.985961840615625,2.7018206297140357,1.9946831568765964,2.842449524063558
gru_clean_20260911_raw,2026-01,699,1.3960956429114344,1.3364246503056514,0.7939914163090128,21.00901573956098,1.4197444397883479,0.3084044722528417,1.4509545932606764,0.6771387037460044,1.4553636887291588,0.7229062149964689
gru_clean_20260911_raw,2026-02,672,1.8652699236750219,1.783505138361684,0.7336309523809523,24.654536907161987,1.9400908064203117,0.7808745077678135,2.0205063058943336,1.528069406747818,2.0400555757351966,1.6677867344447546
gru_clean_20260911_raw,2026-03,443,1.8159133111063854,1.7869097881748337,0.7832957110609481,26.851103737445772,1.9148969381506704,1.593609495571989,2.00964326693531,3.184974489578006,2.0250651062932334,3.45842397401349
gru_clean_20260911_cal,2026-01,699,1.4064850019911501,1.3467876340013045,0.8254649499284692,22.190932719911775,1.4287633036489864,0.3084044722528417,1.4584583919708076,0.6771387037460044,1.462640795230988,0.7229062149964689
gru_clean_20260911_cal,2026-02,672,1.8228716256323827,1.7863367012409297,0.7767857142857143,26.28621675814791,1.8881775701693153,0.7808745077678135,1.9598194290709923,1.528069406747818,1.97873519310908,1.6677867344447546
gru_clean_20260911_cal,2026-03,443,1.849986550697405,1.7934064177847855,0.801354401805869,29.503492754831903,1.9407586804838937,1.593609495571989,2.025052751575703,3.184974489578006,2.039121841902483,3.45842397401349
gru_clean_20260912_raw,2026-01,699,1.3850863087463734,1.3456002635808588,0.8397711015736766,22.16673197562091,1.4637269322119923,1.1360383054217555,1.60334990788385,2.78950536438665,1.6225086248655982,3.003674290210904
gru_clean_20260912_raw,2026-02,672,1.8075977320603447,1.778345240051826,0.7470238095238095,24.236912839469454,1.9028885950818555,0.9185092960085187,2.023347586053476,1.9740415740580786,2.0371997055688924,2.0762370441641127
gru_clean_20260912_raw,2026-03,443,1.8096926550854744,1.7718580911695485,0.7945823927765236,27.046221373581727,1.897437230276741,1.2547930142680355,2.0179849575044106,2.6928446728811846,2.0354408331357905,2.8842068213641507
gru_clean_20260912_cal,2026-01,699,1.4055758854985638,1.335056907209062,0.8369098712446352,22.40605477923589,1.4837035279078274,1.1360383054217555,1.6187793830050612,2.78950536438665,1.637561374037464,3.003674290210904
gru_clean_20260912_cal,2026-02,672,1.8033257868995654,1.784406010538751,0.7485119047619048,24.67551228873365,1.8939808560376594,0.9185092960085187,2.009143356846305,1.9740415740580786,2.0222114962274267,2.0762370441641127
gru_clean_20260912_cal,2026-03,443,1.8173833293513348,1.764545244483663,0.8261851015801355,29.66895575210771,1.892059643674947,1.2547930142680355,1.991231561262236,2.6928446728811846,2.0053339586784613,2.8842068213641507
gru_clean_ensemble_raw,2026-01,699,1.377108221768881,1.323487204009331,0.82689556509299,21.747501471296175,1.4324286496258603,0.789642788764688,1.520425069876433,1.920202861471181,1.5328712720592244,2.0776229984827363
gru_clean_ensemble_raw,2026-02,672,1.8186210411692567,1.7740779304848224,0.7410714285714286,24.208521834441594,1.9040167203458462,0.8572979134226602,2.0042078991473105,1.7662899063693154,2.020849762016561,1.890438287031083
gru_clean_ensemble_raw,2026-03,443,1.8130884504486187,1.7801235606000858,0.7878103837471784,26.854332174727396,1.905271868433896,1.4121693380799305,2.0097399742245887,2.8542109066781642,2.02329428947775,3.0569387282349276
gru_clean_ensemble_cal,2026-01,699,1.393808957647222,1.3317403062632984,0.8283261802575107,22.246851005919225,1.4480790059273685,0.789642788764688,1.5315196269197477,1.920202861471181,1.543211406148869,2.0776229984827363
gru_clean_ensemble_cal,2026-02,672,1.8064044052163668,1.7760678868460884,0.7604166666666666,25.237829967763837,1.8850427112115655,0.8572979134226605,1.9768629537210753,1.7662899063693154,1.9924608849232666,1.8904382870310832
gru_clean_ensemble_cal,2026-03,443,1.8227188215764931,1.766062927505147,0.8148984198645598,29.550534448953073,1.9059855157474814,1.4121693380799305,1.9931903780901392,2.8542109066781642,2.00483117806217,3.056938728234927
gru_shuffled_20260910_raw,2026-01,699,1.3964782327706924,1.348610351857669,0.8326180257510729,22.175614997893785,1.4684047554847917,1.0748470979016567,1.5726601600622516,2.70162567935447,1.5964156057480914,3.1304954588839595
gru_shuffled_20260910_raw,2026-02,672,1.8140111994124464,1.7885207717792095,0.7440476190476191,24.188319151245413,1.9033833786051106,0.8841748166651953,1.993750086450015,1.7482869426409404,2.0081708117604116,1.9030971172310056
gru_shuffled_20260910_raw,2026-03,443,1.824888031364067,1.79961095367831,0.7765237020316027,26.443623185426873,1.9181776076910457,1.195846258383034,2.0174744241595337,2.3746581992500255,2.0288211900479975,2.5200166164079585
gru_shuffled_20260910_cal,2026-01,699,1.407371833900821,1.3537994159613393,0.8369098712446352,22.520685552697532,1.47975041678464,1.0748470979016567,1.5843051283860894,2.70162567935447,1.608421393042954,3.1304954588839595
gru_shuffled_20260910_cal,2026-02,672,1.8142964184171226,1.7929108352593102,0.7619047619047619,24.876590020987436,1.899654246122124,0.8841748166651953,1.9866372386471807,1.7482869426409404,2.0004344726999386,1.9030971172310056
gru_shuffled_20260910_cal,2026-03,443,1.8223663069549942,1.770450321381151,0.8216704288939052,29.391837600540384,1.902695571078144,1.195846258383034,1.985912205459153,2.3746581992500255,1.9952485156671314,2.5200166164079585
gru_shuffled_20260911_raw,2026-01,699,1.3967516678674894,1.337039372397916,0.7939914163090128,20.996270803934515,1.419550858193589,0.29711386471858864,1.4493200573300382,0.6482334587195401,1.4534838106512806,0.691977395861275
gru_shuffled_20260911_raw,2026-02,672,1.8646456364876638,1.7910339549965557,0.7425595238095238,25.088521323033742,1.9371441843399626,0.7841017856484368,2.009455522077515,1.4877655931881495,2.0273526004823657,1.6255120422158922
gru_shuffled_20260911_raw,2026-03,443,1.804826194324904,1.7890545161373217,0.781038374717833,27.182877889336098,1.9220792044024946,1.5862719533674874,1.979894968047594,2.8586575484437273,1.9681072825669728,2.775751559513686
gru_shuffled_20260911_cal,2026-01,699,1.4070902276212112,1.3472365157030204,0.8240343347639485,22.203198204229146,1.4285782722335456,0.29711386471858864,1.4568580717267356,0.6482334587195401,1.460861631777642,0.691977395861275
gru_shuffled_20260911_cal,2026-02,672,1.8242395844769579,1.7917473033751186,0.7797619047619048,26.55301884543854,1.888091867381779,0.7841017856484368,1.9536366984588207,1.4877655931881495,1.97144242698572,1.6255120422158922
gru_shuffled_20260911_cal,2026-03,443,1.8368634439070004,1.8082907089886542,0.8036117381489842,29.420630104796622,1.9525110865962367,1.5862719533674874,2.000696306110705,2.8586575484437273,1.9907612856461734,2.775751559513686
gru_shuffled_20260912_raw,2026-01,699,1.3837838223488146,1.3438073550539846,0.8397711015736766,22.0890360110478,1.4610842389713226,1.1101170745871438,1.5960177670459463,2.7145549190232,1.6142361254378024,2.92062602431989
gru_shuffled_20260912_raw,2026-02,672,1.8102898840400632,1.7754005862563578,0.7455357142857143,24.310822675625484,1.9063433605168494,0.9216730126312801,2.0275730428439926,1.9769528621718997,2.041051042014351,2.0751137733459473
gru_shuffled_20260912_raw,2026-03,443,1.8143963079208392,1.7770186633835192,0.7900677200902935,26.932863304362073,1.8918783621738018,1.148634882597568,1.990110049710667,2.4015858846109017,2.0072497552375435,2.590495589624409
gru_shuffled_20260912_cal,2026-01,699,1.4036838190110867,1.335574541163476,0.8369098712446352,22.305640335976516,1.479753912128511,1.1101170745871438,1.611038443823718,2.7145549190232,1.6292144063238698,2.92062602431989
gru_shuffled_20260912_cal,2026-02,672,1.802302352288249,1.780776485231393,0.7514880952380952,24.79569227967689,1.8933710958241539,0.9216730126312801,2.007473697575383,1.9769528621718997,2.0202032769530356,2.0751137733459473
gru_shuffled_20260912_cal,2026-03,443,1.823519191604745,1.7681101672613024,0.8239277652370203,29.588538613994462,1.8903598108293684,1.148634882597568,1.9725235434266717,2.4015858846109017,1.9853978725960637,2.590495589624409
gru_shuffled_ensemble_raw,2026-01,699,1.3776396142352945,1.3248137957002333,0.8297567954220315,21.753640604292034,1.4349442456141135,0.8234104157403702,1.5248661755854152,2.0169292203460243,1.5401172618726904,2.2420497136168325
gru_shuffled_ensemble_raw,2026-02,672,1.819694968242982,1.7745166688100207,0.75,24.529221049968214,1.9046185708744954,0.8585612561021531,1.9997326935011979,1.7303233808941312,2.015552942355162,1.8516349801941525
gru_shuffled_ensemble_raw,2026-03,443,1.8079231744350286,1.778904915857148,0.7787810383747178,26.853121459708348,1.8999954676443764,1.2905669610602593,1.9857523688166279,2.5377324364793488,1.9837998301248652,2.6192918444505033
gru_shuffled_ensemble_cal,2026-01,699,1.393070439937753,1.3304740253373615,0.8283261802575107,22.313911178952164,1.4498828703586977,0.8234104157403702,1.5363425425268324,2.0169292203460243,1.5508136232038985,2.242049713616833
gru_shuffled_ensemble_cal,2026-02,672,1.8066391919148994,1.775386792920553,0.7633928571428571,25.445114796262278,1.88492041884995,0.8585612561021533,1.9730423089055031,1.7303233808941316,1.9879495002004988,1.8516349801941525
gru_shuffled_ensemble_cal,2026-03,443,1.8171828191502006,1.7656451563219215,0.8126410835214447,29.37043104358573,1.9012012942740408,1.2905669610602593,1.9760524417764556,2.5377324364793488,1.9742759683657063,2.6192918444505033
gru_tick_20260910_raw,2026-01,699,1.386939885096244,1.3336058322932813,0.8397711015736766,22.13588549991875,1.4470873253358267,0.8845073402524847,1.5379458800556214,2.2055405444853298,1.5523087205175732,2.42395779400936
gru_tick_20260910_raw,2026-02,672,1.8151160983351196,1.7925371272243158,0.7425595238095238,23.979080332177027,1.8966308031088968,0.8096256852149963,1.9757920204227348,1.6010749311674208,1.9882318451384977,1.7408126833893003
gru_tick_20260910_raw,2026-03,443,1.8167450225728214,1.7868455141542239,0.7832957110609481,26.6321053020572,1.9064198732574453,1.243939414788584,1.9921476238616653,2.349414679051522,2.0016437480956397,2.479572177740575
gru_tick_20260910_cal,2026-01,699,1.4192093745364038,1.3764542659148662,0.8526466380543634,23.530330392018502,1.4742324325420124,0.8845073402524847,1.5574804638586333,2.2055405444853298,1.5712005740337807,2.42395779400936
gru_tick_20260910_cal,2026-02,672,1.8160327928126525,1.7925529793600525,0.7544642857142857,24.7398410684843,1.893257892449608,0.8096256852149963,1.969648911731959,1.6010749311674208,1.981304072593764,1.7408126833893003
gru_tick_20260910_cal,2026-03,443,1.8191611500937706,1.7704611687046976,0.8284424379232506,29.647912476982818,1.8969512832348656,1.243939414788584,1.9679519521098985,2.349414679051522,1.9760446811810917,2.479572177740575
gru_tick_20260911_raw,2026-01,699,1.397416695631882,1.3383787224311314,0.7939914163090128,20.986711499346512,1.4191851226947976,0.2797730852435416,1.4469103343851701,0.6024504785715084,1.4505210718995902,0.6402438672656494
gru_tick_20260911_raw,2026-02,672,1.8652238148112743,1.7849605204419892,0.7321428571428571,24.73197182303383,1.9337427126160196,0.7271038975034442,2.0047668879546734,1.406133724110467,2.022665746032756,1.5357690567062015
gru_tick_20260911_raw,2026-03,443,1.8168655575589407,1.785012615065253,0.7832957110609481,26.73907265544745,1.885741679389131,1.0510190485831576,1.9461871793591305,2.0292717393311097,1.9566527089008887,2.1344041587536813
gru_tick_20260911_cal,2026-01,699,1.407679785882757,1.3482146676802336,0.8240343347639485,22.174540083151513,1.4283021522719106,0.2797730852435416,1.4546605422556305,0.6024504785715084,1.4580800700380214,0.6402438672656494
gru_tick_20260911_cal,2026-02,672,1.8230086080419268,1.7871529905405386,0.7782738095238095,26.325040167659466,1.8832009623316308,0.7271038975034442,1.9469703979474144,1.406133724110467,1.9643303360697197,1.5357690567062015
gru_tick_20260911_cal,2026-03,443,1.8521661268731262,1.7936902589646413,0.8036117381489842,29.36712846394432,1.9164032026980087,1.0510190485831576,1.9728429616598155,2.0292717393311097,1.9834983892308904,2.1344041587536813
gru_tick_20260912_raw,2026-01,699,1.3852143170815678,1.3451901636985788,0.8383404864091559,22.106504297733988,1.4574437693770952,1.0610307651186877,1.580833989487466,2.5635197800457563,1.597137979283104,2.749776319031722
gru_tick_20260912_raw,2026-02,672,1.8090606999732481,1.777280964623738,0.7455357142857143,24.23851866523425,1.8987779376226417,0.8547900162992024,2.013225103300734,1.8397409575326102,2.025958867240677,1.927902728319168
gru_tick_20260912_raw,2026-03,443,1.8104872297785095,1.7718095172059902,0.7900677200902935,26.89748486116293,1.878900776912256,1.0028899883847204,1.962592386303747,2.081607713118095,1.976954460572607,2.2496784330759847
gru_tick_20260912_cal,2026-01,699,1.405845085209107,1.336747656350564,0.8369098712446352,22.386741430151044,1.4759401713289397,1.0610307651186877,1.5945680436453098,2.5635197800457563,1.6104383816213814,2.749776319031722
gru_tick_20260912_cal,2026-02,672,1.8034686724575733,1.7836785147723286,0.7470238095238095,24.734581337858714,1.8885903820856609,0.8547900162992024,1.9962414448845702,1.8397409575326102,2.007919667963945,1.927902728319168
gru_tick_20260912_cal,2026-03,443,1.8184773535399104,1.7647870257949005,0.8261851015801355,29.574540417376618,1.8771292014826289,1.0028899883847204,1.9464821069555422,2.081607713118095,1.9579751087227373,2.2496784330759847
gru_tick_ensemble_raw,2026-01,699,1.3776416897645694,1.3235986401051694,0.8254649499284692,21.743033765666414,1.4293755094009577,0.7392827451484909,1.5105370950735548,1.788456407000351,1.5220716038020627,1.9355047912215642
gru_tick_ensemble_raw,2026-02,672,1.8191000034329545,1.7742451491870024,0.7440476190476191,24.316523606815036,1.897770292130043,0.7926769810063499,1.9867509442857891,1.6090105379384663,2.001491158998912,1.7198435692560106
gru_tick_ensemble_raw,2026-03,443,1.8129552182982387,1.778702761821193,0.7900677200902935,26.756220939555863,1.8849781537833454,1.0874475912549069,1.9609058571228244,2.1405819963924504,1.9709605619073722,2.272842564378312
gru_tick_ensemble_cal,2026-01,699,1.3977676014416258,1.3387627012832266,0.8326180257510729,22.49457703682516,1.4475799550913246,0.7392827451484909,1.5236566750683826,1.7884564070003508,1.534388637743716,1.9355047912215642
gru_tick_ensemble_cal,2026-02,672,1.807786214816826,1.7757727950205462,0.7633928571428571,25.391731698850283,1.8796698966113552,0.7926769810063499,1.9613513290561326,1.6090105379384656,1.974873457576013,1.7198435692560101
gru_tick_ensemble_cal,2026-03,443,1.8229768657984955,1.76557518922061,0.8148984198645598,29.438689795697222,1.8892012234066815,1.0874475912549069,1.9538408530482565,2.1405819963924504,1.9624999309050106,2.272842564378313
mlp_clean_20260910_raw,2026-01,699,1.3865849466257052,1.3279587620845525,0.8340486409155937,22.410368635589645,1.4048041668998457,0.2894710662197828,1.4862671109451708,1.4709487820899538,1.6184099192325412,3.108345772575411
mlp_clean_20260910_raw,2026-02,672,1.828188953514696,1.810069485189984,0.7738095238095238,25.924187190830708,1.893888979198463,0.8276936128025963,2.0587824826532355,2.935689687728882,2.0217592276331158,2.3363556961218515
mlp_clean_20260910_raw,2026-03,443,1.8188593721261392,1.7585272755897146,0.7968397291196389,27.453292984456564,1.8431465240397498,0.3766409419729263,1.9404375189896925,1.9933937882193056,2.0191918109518605,3.2387633033046335
mlp_clean_20260910_cal,2026-01,699,1.4164862468468924,1.3306615254365526,0.8326180257510729,22.559733126829737,1.4351247104540823,0.2894710662197828,1.5225016093012875,1.4709487820899538,1.6629186868005135,3.108345772575411
mlp_clean_20260910_cal,2026-02,672,1.8310573143291016,1.809926542550949,0.7693452380952381,25.855840184822405,1.8972803116452663,0.8276936128025963,2.062936467671342,2.935689687728882,2.0280265446664574,2.3363556961218515
mlp_clean_20260910_cal,2026-03,443,1.8269646887862627,1.7637468419489917,0.801354401805869,28.36232034893071,1.8510614586380967,0.3766409419729263,1.9491932158502383,1.9933937882193056,2.0296748394173774,3.2387633033046335
mlp_clean_20260911_raw,2026-01,699,1.413921997842707,1.3837482986593856,0.8383404864091559,22.60231226469485,1.4327585244838283,0.269738513853758,1.5158232520502348,1.5460965629981482,1.6008043182816183,2.713967888822542
mlp_clean_20260911_raw,2026-02,672,1.9858035371711793,1.870189578711649,0.7113095238095238,25.41797231492542,1.992587052528015,0.06088125989550636,2.042106103178973,0.5496800996008373,2.145909226943772,1.596025483948844
mlp_clean_20260911_raw,2026-03,443,1.8227054500943227,1.7492368578857773,0.7832957110609481,26.75289161372131,1.8427472849449356,0.26570341011202364,1.9351597004456431,1.7949110035433458,2.0740658641514402,4.284951057175751
mlp_clean_20260911_cal,2026-01,699,1.4070833688698487,1.3510744024191719,0.8526466380543634,23.144767350030566,1.426355799053977,0.269738513853758,1.5095119479427948,1.5460965629981482,1.5949006382777449,2.713967888822542
mlp_clean_20260911_cal,2026-02,672,1.8465023994777807,1.8100961232310784,0.7574404761904762,25.186777046782005,1.8518904824834905,0.06088125989550636,1.8929705508116852,0.5496800996008373,1.9882464104823212,1.596025483948844
mlp_clean_20260911_cal,2026-03,443,1.868871888112146,1.793303348667363,0.7990970654627539,29.15909656768157,1.891510777579889,0.26570341011202364,1.9877429228639876,1.7949110035433458,2.130924914371329,4.284951057175751
mlp_clean_20260912_raw,2026-01,699,1.4385731852816201,1.418406510183889,0.8612303290414879,24.059673591744748,1.4440713755761398,0.09302894308502241,1.478094425775205,0.6654093159797024,1.5468339163474207,1.852880396044817
mlp_clean_20260912_raw,2026-02,672,1.8838718393908134,1.8265551051773803,0.7083333333333334,23.070632744403113,1.913069363025457,0.3554257381530035,2.0961490394876137,2.4139048159122467,2.2926626993720296,4.258471259049007
mlp_clean_20260912_raw,2026-03,443,1.820255261668338,1.7702204599461366,0.781038374717833,27.100621449489896,1.858935239563244,0.5546772011784883,1.992872248313413,2.8024302842116517,2.0387276807161356,3.603972409164394
mlp_clean_20260912_cal,2026-01,699,1.4271202293935412,1.368909225156056,0.8726752503576538,24.12378495259274,1.4326928891684527,0.09302894308502241,1.4686322969443832,0.6654093159797024,1.5404255455899691,1.852880396044817
mlp_clean_20260912_cal,2026-02,672,1.8700819519431586,1.8763574639208938,0.7276785714285714,23.533671056367922,1.8987435519768052,0.3554257381530035,2.081652775589488,2.4139048159122467,2.2810847437909794,4.258471259049007
mlp_clean_20260912_cal,2026-03,443,1.8445547953702153,1.7697499032026582,0.837471783295711,30.775008485101115,1.8811664862334785,0.5546772011784883,2.008668788501457,2.8024302842116517,2.059098760291488,3.603972409164394
mlp_clean_ensemble_raw,2026-01,699,1.4047545464973523,1.3665336910664156,0.8497854077253219,23.024118164009746,1.4183837063388849,0.21631002767232696,1.4824292297305148,1.2253287351296298,1.5730822530465347,2.558152437778558
mlp_clean_ensemble_raw,2026-02,672,1.8689608389068386,1.811298601697028,0.7380952380952381,24.804264083386414,1.9031460532853202,0.4135660737279862,2.032737096866627,1.9664248677473217,2.105968164695944,2.7251717727335674
mlp_clean_ensemble_raw,2026-03,443,1.8159193351889762,1.7543890056466072,0.7968397291196389,27.10226868255592,1.8426837255778474,0.39845426357088454,1.9492281026921703,2.1969078722710536,2.0316206060388167,3.7092289232149263
mlp_clean_ensemble_cal,2026-01,699,1.4065849681283658,1.3355461135212672,0.8540772532188842,23.248421000854176,1.4208358133605608,0.21631002767232696,1.4876704581771005,1.2253287351296296,1.5829728280896462,2.558152437778558
mlp_clean_ensemble_cal,2026-02,672,1.8345838058094437,1.8074885337023092,0.7485119047619048,24.746397543927174,1.8679107996082827,0.4135660737279862,1.9953260159893889,1.9664248677473217,2.0706917072136273,2.7251717727335674
mlp_clean_ensemble_cal,2026-03,443,1.8369972051008985,1.7591160629865494,0.8126410835214447,29.447452524957725,1.8649478342555603,0.39845426357088454,1.972855286629488,2.1969078722710536,2.058450711809073,3.7092289232149263
mlp_shuffled_20260910_raw,2026-01,699,1.4155269226763276,1.3801598268939916,0.8340486409155937,22.73943958807742,1.4526195261045858,0.5720921319953362,1.5655861553048565,2.2037855586268873,1.6132672968883406,2.6359335342701926
mlp_shuffled_20260910_raw,2026-02,672,1.8653983977284472,1.851248542569942,0.7767857142857143,26.967587365990592,1.9362705628746757,0.9133314263252985,2.118776386934028,3.1339936469282423,2.0860898313501015,2.7460089340096427
mlp_shuffled_20260910_raw,2026-03,443,1.8132183017739547,1.7565625509721212,0.7990970654627539,27.242406332735015,1.8387725046455623,0.3988598916116202,1.941347206663992,2.0142794473445713,2.017055214134522,3.3503645666565904
mlp_shuffled_20260910_cal,2026-01,699,1.4235106938705588,1.3587281386702483,0.8240343347639485,22.69101273846841,1.4614505828951974,0.5720921319953362,1.5805582218931076,2.2037855586268873,1.6356531088696704,2.6359335342701926
mlp_shuffled_20260910_cal,2026-02,672,1.835942667077321,1.8233752730394248,0.7872023809523809,26.83401083261739,1.904588422825145,0.9133314263252985,2.0855606718402404,3.1339936469282423,2.053034848500134,2.7460089340096427
mlp_shuffled_20260910_cal,2026-03,443,1.8367720935460423,1.7810691538396717,0.7968397291196389,28.00611437837385,1.8629495623948626,0.3988598916116202,1.9681693154437452,2.0142794473445713,2.048937619564425,3.3503645666565904
mlp_shuffled_20260911_raw,2026-01,699,1.4135480808088807,1.3776819665853095,0.8340486409155937,22.52612765289001,1.431360215674045,0.2576116812928381,1.5069685990747157,1.4416892061247164,1.5861142368283947,2.6215146041564505
mlp_shuffled_20260911_raw,2026-02,672,2.0032466870896264,1.8799767154051867,0.7113095238095238,25.456346570026305,2.0099219290557477,0.062073000839778354,2.058728632117924,0.5509129890373775,2.1606922766999976,1.58646578731991
mlp_shuffled_20260911_raw,2026-03,443,1.817890737553869,1.744382686557155,0.7765237020316027,26.492229704932218,1.8381292735680013,0.26279227512953784,1.938063659930684,1.8543140742902562,2.0753368800610312,4.310764702394369
mlp_shuffled_20260911_cal,2026-01,699,1.4056659948300307,1.3481064474820477,0.8469241773962805,23.131668000756797,1.4241459122409146,0.2576116812928381,1.5011121681414379,1.4416892061247164,1.5809910506580362,2.6215146041564505
mlp_shuffled_20260911_cal,2026-02,672,1.8519888775240245,1.8132603980203625,0.7559523809523809,25.36952161570608,1.8573309233051831,0.062073000839778354,1.897938962996029,0.5509129890373775,1.9911874245507997,1.58646578731991
mlp_shuffled_20260911_cal,2026-03,443,1.8746156462033208,1.8041088143714745,0.7990970654627539,28.962496016753896,1.8970584607062164,0.26279227512953784,1.9995254655189376,1.8543140742902562,2.1386558089754284,4.310764702394369
mlp_shuffled_20260912_raw,2026-01,699,1.4400641348049554,1.4203347375989603,0.8626609442060086,24.145911415929618,1.4455741089121656,0.09328194646876257,1.4797341886072353,0.6685865726934823,1.5493293681668225,1.871278267561622
mlp_shuffled_20260912_raw,2026-02,672,1.8814283692887404,1.8385290358028985,0.7306547619047619,24.06658801720256,1.9146160647482258,0.40991241875148954,2.117668509735142,2.684294023684093,2.328710496144258,4.709770871060235
mlp_shuffled_20260912_raw,2026-03,443,1.8250776301056721,1.7828645843837194,0.7832957110609481,26.75296018355049,1.8664504609306598,0.5634485356694688,2.0105625620392877,2.916172537792886,2.076234052493317,3.773075616117525
