model,month,n,clean_tail,clean_q10,coverage80,width80,worst_tail_h1,sensitivity_h1,worst_tail_h6,sensitivity_h6,worst_tail_h24,sensitivity_h24
linear_tick_ensemble_cal,2026-02,672,1.8512685515034053,1.8327980397934454,0.7782738095238095,26.966750328076493,2.0246290991170137,2.675876519036671,2.1753350536864424,5.078260287405952,2.2375514802102474,6.350461643839639
linear_tick_ensemble_cal,2026-03,443,1.850423722505895,1.8200718369306081,0.7945823927765236,28.759239742662228,2.0062406932169474,2.5375285690399463,2.1408494520328047,4.805182731088792,2.1966192329856167,5.87183597986639
tcn_clean_20260910_raw,2026-01,699,1.4179865215368976,1.3814447717269638,0.759656652360515,19.702073693445993,1.4389493774193056,0.20768066400792637,1.443109809047881,0.2532338693588759,1.4460139069056586,0.284625438832077
tcn_clean_20260910_raw,2026-02,672,1.923494354057429,1.7922691903305652,0.6949404761904762,22.710205785930157,2.027427083834642,1.0321017702420552,2.1637472794009565,2.493778484208243,2.25070592232762,3.412750459852673
tcn_clean_20260910_raw,2026-03,443,1.8209957641083383,1.8125736153797016,0.7562076749435666,25.866728603974423,1.887819560540856,0.6386913822682124,1.9378050026864206,1.1576027019836563,1.961269111626033,1.4662365816516747
tcn_clean_20260910_cal,2026-01,699,1.4297598996541283,1.3722025490039775,0.8097281831187411,21.818825893563147,1.4477817179896884,0.20768066400792637,1.4511301744349645,0.2532338693588759,1.453546911233339,0.284625438832077
tcn_clean_20260910_cal,2026-02,672,1.8519298084173257,1.812920066572906,0.7723214285714286,26.247154875288008,1.939592660842329,1.0321017702420552,2.0540679066512246,2.493778484208243,2.1278852560433044,3.412750459852673
tcn_clean_20260910_cal,2026-03,443,1.8548355569862613,1.7903311055370452,0.8239277652370203,30.16195807970376,1.9078587826439515,0.6386913822682124,1.9527313474459667,1.1576027019836563,1.973728035857049,1.4662365816516747
tcn_clean_20260911_raw,2026-01,699,1.394503473210403,1.3554640279921661,0.8254649499284692,22.015064459843014,1.4794439496783105,1.3327086145785745,1.6096078897461645,3.470061109812986,1.6667157423280865,4.450476722144262
tcn_clean_20260911_raw,2026-02,672,2.0012237973751974,1.9231048293357045,0.7351190476190477,26.730429122845333,2.086879179432736,1.0455938620226723,2.236789755847867,2.8954244412126995,2.2907631525111443,3.5977179251966023
tcn_clean_20260911_raw,2026-03,443,1.802572242692936,1.758280425354474,0.781038374717833,26.78835524823811,1.8972286528483762,1.280672269265754,2.000463611427341,2.920165509725532,2.001423330117935,2.734126926275731
tcn_clean_20260911_cal,2026-01,699,1.4258024370495261,1.3614833599206995,0.8497854077253219,23.33262789474496,1.5065651345088156,1.3327086145785745,1.630586041396787,3.470061109812986,1.6866489321397962,4.450476722144262
tcn_clean_20260911_cal,2026-02,672,1.8762581420530622,1.8324709331023668,0.7782738095238095,26.822291981160113,1.956118583285846,1.0455938620226723,2.09606230724049,2.8954244412126995,2.149095432868683,3.5977179251966023
tcn_clean_20260911_cal,2026-03,443,1.8877682988732345,1.8474700780946562,0.781038374717833,28.140947352603206,1.9899519389332303,1.280672269265754,2.0977498327192814,2.920165509725532,2.094555344131018,2.734126926275731
tcn_clean_20260912_raw,2026-01,699,1.395407017489792,1.3429672888454234,0.8068669527896996,21.308709452933336,1.4249950605494925,0.443758823329287,1.44677974936156,0.8323025109941867,1.4601220690821348,1.064343909507828
tcn_clean_20260912_raw,2026-02,672,1.8200411260058906,1.7793817781883579,0.75,24.78904941713526,1.9426168550141918,1.4212849182741982,2.120214118945243,3.9853815195106326,2.2043482568283577,5.289385875066121
tcn_clean_20260912_raw,2026-03,443,1.8329400698174274,1.8273912686464753,0.7629796839729119,25.948605695642684,1.9509175427435297,1.8360794564671226,2.0756293754588047,3.79550765061217,2.0908158681046802,3.891206478695837
tcn_clean_20260912_cal,2026-01,699,1.4143375847471535,1.3525523324123518,0.8111587982832618,22.122506661525506,1.4417507264429525,0.443758823329287,1.462873056874546,0.8323025109941867,1.4747164485945226,1.064343909507828
tcn_clean_20260912_cal,2026-02,672,1.7999950902736355,1.7814266852504712,0.7752976190476191,26.106621226262387,1.909871885080481,1.4212849182741982,2.075727763371426,3.9853815195106326,2.1551125629173713,5.289385875066121
tcn_clean_20260912_cal,2026-03,443,1.8394124095583335,1.8063311735643064,0.8058690744920993,28.518414834325128,1.947667893131463,1.8360794564671226,2.0722232394751514,3.79550765061217,2.087626684624265,3.891206478695837
tcn_clean_ensemble_raw,2026-01,699,1.3824324888772943,1.3266173427214352,0.7982832618025751,21.008615868740783,1.4276231172349472,0.6440521787335092,1.4857635079419917,1.5058763346674333,1.5108415997769862,1.9235106180779524
tcn_clean_ensemble_raw,2026-02,672,1.890589914111829,1.800882446975467,0.7321428571428571,24.74322810863692,1.992546605549593,1.1365207551963745,2.149974876041375,3.12456125399423,2.225667190101552,4.099951420038466
tcn_clean_ensemble_raw,2026-03,443,1.8058914011265077,1.778724928778297,0.7720090293453724,26.20122984928507,1.893254291258787,1.1905494141704254,1.9760301389948416,2.339837955477724,1.980826916920067,2.143647084835331
tcn_clean_ensemble_cal,2026-01,699,1.4069238605121153,1.3327385692470441,0.82689556509299,22.33193275721302,1.448216638933952,0.6440521787335092,1.5026569430526302,1.5058763346674333,1.5263571312540043,1.9235106180779529
tcn_clean_ensemble_cal,2026-02,672,1.8352142657527963,1.7997273911846257,0.7738095238095238,26.465843420467877,1.9251690678947941,1.1365207551963745,2.067425203366604,3.12456125399423,2.1361225699953965,4.099951420038466
tcn_clean_ensemble_cal,2026-03,443,1.8488162683242433,1.796132913657904,0.7968397291196389,28.781029077253137,1.9338704363804442,1.1905494141704254,2.019812121503611,2.339837955477724,2.024587053319779,2.143647084835331
