reference,clean_tail_change_pct,worst_tail_h1_change_pct,sensitivity_h1_change_pct,worst_tail_h6_change_pct,worst_tail_h24_change_pct,proposal_stress_excess,reference_stress_excess,excess_reduction_pct
tcn_clean_ensemble_cal,-1.3809382619790145,-4.355238361099845,-80.45006659144872,-4.696652537008106,-4.723511577491313,0.017182887311687045,0.07000676714728993,75.45539094022824
tcn_tick_ensemble_cal,-1.6343280514687364,-4.45948149982327,-78.07661239524163,-4.247170769936215,-4.19406440767649,0.017182887311687045,0.06759815370625621,74.58083339619857
tcn_hard_shuffled_ensemble_cal,-1.3666862481036657,-2.4809225242637956,-63.19169678412819,-7.864911344871328,-10.302314493807474,0.017182887311687045,0.03673839031803228,53.22906865831523
exact_qr_cal,-0.2404420868334478,-5.975763277468804,-89.09643024256302,-6.228244743213374,-4.704581282339026,0.017182887311687045,0.1191886363988166,85.58345171917945
