model,month,stage,epoch,train_loss_scaled,validation_tail_loss_bp,selected_counts
mlp_shuffled_20260911,2025-12,validation,9,0.16168462006903406,1.943862296122922,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260911,2025-12,refit,1,0.19413507391106,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,1,0.18145959991127697,1.6298930656952078,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,2,0.17698131724080043,1.6357115177282509,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,3,0.17494107449232643,1.638572361354,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,4,0.1730454501821034,1.6115991785885957,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,5,0.17204312802250707,1.6457399307124139,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,6,0.17015555634427426,1.6710067370452928,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,7,0.16875160763512798,1.6980655669187301,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,8,0.16776347182579895,1.721236362055946,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,9,0.1655496823698727,1.704554494569967,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,10,0.1636923878495373,1.7118076104686348,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,11,0.1633071592494623,1.7152322661203598,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,validation,12,0.1619843398012332,1.7553265510470148,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,refit,1,0.19347421621734445,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,refit,2,0.1879905103282495,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,refit,3,0.18254209513014014,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_shuffled_20260912,2025-12,refit,4,0.178926714441993,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,1,0.18154404145568165,1.6472943813157013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,2,0.1768481702502094,1.6931047409527624,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,3,0.1723529338391859,1.8297334892755615,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,4,0.16896483724686637,1.8609048765258693,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,5,0.16748522911498795,1.8625082250992222,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,6,0.16490152344774844,1.9995048628278609,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,7,0.16296399840668066,2.0102435307828435,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,8,0.1621702188876138,2.00512267235878,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,validation,9,0.1613032915698948,2.0197814427762535,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260910,2025-12,refit,1,0.19323759864677081,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,1,0.18137929243827933,1.6315021888667285,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,2,0.17656483111986473,1.6446506954213604,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,3,0.1732647741463647,1.7624561111659187,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,4,0.16940439303419483,1.8240892197951057,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,5,0.16811418777971127,1.8080352154936385,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,6,0.16594974985763208,1.8473885577678928,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,7,0.16466946521801734,1.8662270145760624,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,8,0.16262223538178117,1.8544284613985653,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,validation,9,0.1615661754092174,1.8903227496659336,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260911,2025-12,refit,1,0.19411160796880722,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,1,0.1814885361870723,1.6274950321163753,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,2,0.17698526048838203,1.6315335431913243,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,3,0.17496843102262982,1.6271540979550552,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,4,0.17307921576855786,1.613459341576694,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,5,0.17202727830232079,1.6582903421981572,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,6,0.17001714635251172,1.6780228208432018,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,7,0.16892456296664565,1.7016073192635146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,8,0.16750651353330753,1.725933892142364,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,9,0.16544689460476833,1.7243223081892787,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,10,0.16366476554479173,1.7053960272824136,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,11,0.16324744540363995,1.731542470785095,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,validation,12,0.16190797535341178,1.7700062594219244,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,refit,1,0.19341600279916416,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,refit,2,0.18791614472866058,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,refit,3,0.182792682539333,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mlp_tick_20260912,2025-12,refit,4,0.17917045070366425,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tcn_hard_shuffled_20260910,2025-12,validation,1,0.18200354878582173,1.63448622404624,"[128, 1, 0, 88, 28, 120, 45, 161, 78, 733, 762]"
tcn_hard_shuffled_20260910,2025-12,validation,2,0.17896689318898898,1.5910511972372916,"[0, 3, 0, 68, 28, 128, 57, 160, 77, 798, 825]"
tcn_hard_shuffled_20260910,2025-12,validation,3,0.17559572342616409,1.6569740924396656,"[0, 0, 0, 73, 41, 117, 64, 158, 79, 730, 882]"
tcn_hard_shuffled_20260910,2025-12,validation,4,0.17212540267118767,1.7216064900064545,"[0, 0, 2, 92, 36, 126, 60, 172, 79, 761, 816]"
tcn_hard_shuffled_20260910,2025-12,validation,5,0.17104875796766422,1.773530356780019,"[0, 1, 3, 72, 38, 107, 71, 142, 111, 776, 823]"
tcn_hard_shuffled_20260910,2025-12,validation,6,0.17019869320428194,1.7938100814809494,"[0, 0, 1, 58, 32, 86, 74, 129, 104, 843, 817]"
tcn_hard_shuffled_20260910,2025-12,validation,7,0.1689440534630818,1.849405485360133,"[0, 0, 2, 50, 43, 77, 86, 131, 109, 836, 810]"
tcn_hard_shuffled_20260910,2025-12,validation,8,0.16834098434270317,1.8272365161660027,"[0, 0, 2, 41, 38, 84, 71, 128, 103, 882, 795]"
tcn_hard_shuffled_20260910,2025-12,validation,9,0.1679537861204859,1.8674497471811824,"[0, 1, 1, 50, 30, 76, 69, 122, 103, 894, 798]"
tcn_hard_shuffled_20260910,2025-12,validation,10,0.16710947609659452,1.8825200937285376,"[0, 0, 1, 43, 32, 77, 64, 118, 115, 871, 823]"
tcn_hard_shuffled_20260910,2025-12,refit,1,0.1945684856989167,,"[128, 1, 0, 73, 29, 122, 59, 163, 102, 934, 1205]"
tcn_hard_shuffled_20260910,2025-12,refit,2,0.1907091960310936,,"[0, 1, 0, 119, 27, 155, 48, 231, 88, 872, 1275]"
tcn_hard_shuffled_20260911,2025-12,validation,1,0.1821190434605328,1.6239212200917517,"[129, 0, 1, 40, 39, 77, 49, 119, 88, 775, 827]"
tcn_hard_shuffled_20260911,2025-12,validation,2,0.18054575439709336,1.5810190810945113,"[0, 0, 0, 73, 25, 110, 46, 157, 59, 790, 884]"
tcn_hard_shuffled_20260911,2025-12,validation,3,0.176407029602065,1.6118948020414774,"[0, 0, 0, 67, 42, 108, 54, 168, 51, 818, 836]"
tcn_hard_shuffled_20260911,2025-12,validation,4,0.17298732008507003,1.7059287844693807,"[0, 0, 0, 61, 52, 97, 75, 145, 107, 831, 776]"
tcn_hard_shuffled_20260911,2025-12,validation,5,0.1710815382982368,1.7333406865449084,"[0, 2, 0, 81, 47, 109, 71, 140, 93, 795, 806]"
tcn_hard_shuffled_20260911,2025-12,validation,6,0.17022226506204746,1.700046294919281,"[0, 0, 0, 86, 60, 96, 77, 133, 117, 790, 785]"
tcn_hard_shuffled_20260911,2025-12,validation,7,0.1692445811940663,1.7128555309333124,"[0, 1, 0, 69, 50, 88, 71, 124, 98, 798, 845]"
tcn_hard_shuffled_20260911,2025-12,validation,8,0.16816569731306674,1.6561338203406943,"[0, 1, 0, 74, 49, 88, 67, 138, 97, 751, 879]"
tcn_hard_shuffled_20260911,2025-12,validation,9,0.16791548168481285,1.7243561071413527,"[0, 0, 0, 66, 42, 86, 70, 115, 101, 771, 893]"
tcn_hard_shuffled_20260911,2025-12,validation,10,0.1669205275934134,1.6100094236900035,"[0, 1, 0, 70, 34, 76, 73, 113, 110, 793, 874]"
tcn_hard_shuffled_20260911,2025-12,refit,1,0.19470933824777603,,"[128, 0, 0, 82, 37, 117, 88, 182, 141, 971, 1070]"
tcn_hard_shuffled_20260911,2025-12,refit,2,0.19283784248612143,,"[0, 0, 0, 90, 48, 109, 66, 149, 138, 928, 1288]"
tcn_hard_shuffled_20260912,2025-12,validation,1,0.18205207319401984,1.6333141089719283,"[128, 0, 0, 44, 36, 90, 43, 162, 68, 687, 886]"
tcn_hard_shuffled_20260912,2025-12,validation,2,0.18039222706609698,1.5863220053329226,"[0, 1, 0, 53, 28, 110, 44, 186, 57, 752, 913]"
tcn_hard_shuffled_20260912,2025-12,validation,3,0.17677080075242627,1.6017106712460885,"[0, 0, 0, 73, 18, 111, 27, 187, 37, 736, 955]"
tcn_hard_shuffled_20260912,2025-12,validation,4,0.17399654103748835,1.6978556046033113,"[0, 1, 1, 64, 24, 97, 52, 135, 61, 763, 946]"
tcn_hard_shuffled_20260912,2025-12,validation,5,0.17228386562262007,1.8103980874774495,"[1, 2, 0, 61, 35, 89, 71, 131, 106, 701, 947]"
tcn_hard_shuffled_20260912,2025-12,validation,6,0.17114206258930378,1.8594289660900563,"[0, 0, 0, 45, 43, 66, 99, 120, 107, 692, 972]"
tcn_hard_shuffled_20260912,2025-12,validation,7,0.16970574855804443,1.8404334209711484,"[0, 0, 0, 54, 37, 79, 85, 127, 109, 692, 961]"
tcn_hard_shuffled_20260912,2025-12,validation,8,0.16891358726060213,2.0649833183586472,"[0, 0, 1, 69, 43, 75, 86, 135, 105, 692, 938]"
tcn_hard_shuffled_20260912,2025-12,validation,9,0.16809551729195155,1.967644149548616,"[0, 2, 0, 45, 47, 69, 90, 113, 119, 703, 956]"
tcn_hard_shuffled_20260912,2025-12,validation,10,0.16728615227030286,1.9958971304000606,"[0, 0, 1, 45, 47, 71, 74, 113, 110, 743, 940]"
tcn_hard_shuffled_20260912,2025-12,refit,1,0.19443016702478583,,"[128, 0, 1, 85, 36, 139, 82, 196, 122, 864, 1163]"
tcn_hard_shuffled_20260912,2025-12,refit,2,0.19112734564326025,,"[1, 2, 1, 109, 22, 162, 43, 228, 73, 839, 1336]"
tcn_hard_tick_20260910,2025-12,validation,1,0.18177754198437307,1.6315056291677998,"[128, 1, 0, 66, 66, 69, 73, 222, 218, 710, 591]"
tcn_hard_tick_20260910,2025-12,validation,2,0.17800512465078439,1.577193971407649,"[0, 2, 0, 99, 94, 91, 116, 269, 243, 606, 624]"
tcn_hard_tick_20260910,2025-12,validation,3,0.17443721997204112,1.6443687022870375,"[0, 0, 0, 118, 108, 95, 109, 363, 321, 446, 584]"
tcn_hard_tick_20260910,2025-12,validation,4,0.17144332981821317,1.6644457760603883,"[0, 0, 0, 128, 126, 117, 131, 382, 342, 439, 479]"
tcn_hard_tick_20260910,2025-12,validation,5,0.17030460220664295,1.7266179564827286,"[0, 0, 0, 144, 120, 143, 177, 204, 244, 447, 665]"
tcn_hard_tick_20260910,2025-12,validation,6,0.1696982488258561,1.7156690159433983,"[0, 5, 1, 111, 61, 111, 149, 201, 220, 525, 760]"
tcn_hard_tick_20260910,2025-12,validation,7,0.16841310418363828,1.772387926428065,"[0, 4, 4, 75, 52, 87, 151, 219, 247, 539, 766]"
tcn_hard_tick_20260910,2025-12,validation,8,0.1677351480544503,1.7479925488382306,"[0, 8, 3, 56, 38, 129, 169, 203, 243, 563, 732]"
tcn_hard_tick_20260910,2025-12,validation,9,0.167395642444269,1.7724780174711403,"[0, 7, 3, 74, 47, 120, 160, 231, 279, 528, 695]"
tcn_hard_tick_20260910,2025-12,validation,10,0.16618240991635108,1.7948420629053092,"[0, 3, 1, 80, 98, 135, 162, 211, 276, 532, 646]"
tcn_hard_tick_20260910,2025-12,refit,1,0.19445594535632568,,"[128, 0, 1, 39, 32, 184, 165, 382, 278, 618, 989]"
tcn_hard_tick_20260910,2025-12,refit,2,0.18997416442090814,,"[0, 0, 0, 106, 61, 146, 99, 573, 496, 550, 785]"
tcn_hard_tick_20260911,2025-12,validation,1,0.1820797991396776,1.6106753297416536,"[128, 0, 0, 18, 36, 60, 69, 173, 247, 610, 803]"
tcn_hard_tick_20260911,2025-12,validation,2,0.18034757362372839,1.5575548325239539,"[0, 0, 0, 39, 33, 44, 35, 359, 287, 576, 771]"
tcn_hard_tick_20260911,2025-12,validation,3,0.1763241451178024,1.560587337181068,"[0, 0, 0, 37, 36, 48, 51, 403, 358, 553, 658]"
tcn_hard_tick_20260911,2025-12,validation,4,0.17311614751815796,1.6384914910593964,"[0, 0, 0, 55, 76, 97, 126, 305, 361, 468, 656]"
tcn_hard_tick_20260911,2025-12,validation,5,0.17102859447251506,1.6778518741871205,"[0, 0, 1, 58, 66, 110, 113, 303, 323, 464, 706]"
tcn_hard_tick_20260911,2025-12,validation,6,0.17001199366441413,1.6206171518811232,"[0, 0, 0, 50, 51, 118, 102, 258, 304, 501, 760]"
tcn_hard_tick_20260911,2025-12,validation,7,0.16884803816453733,1.6303744191135263,"[0, 2, 0, 37, 69, 87, 80, 260, 241, 565, 803]"
tcn_hard_tick_20260911,2025-12,validation,8,0.16753825723235286,1.5794068814309623,"[0, 1, 1, 39, 73, 73, 71, 271, 237, 589, 789]"
tcn_hard_tick_20260911,2025-12,validation,9,0.1669293775487302,1.6323067152688049,"[0, 1, 1, 63, 95, 57, 47, 287, 255, 610, 728]"
tcn_hard_tick_20260911,2025-12,validation,10,0.16590068278028003,1.5433790300234278,"[0, 1, 1, 87, 135, 54, 42, 278, 226, 559, 761]"
tcn_hard_tick_20260911,2025-12,validation,11,0.16525442431222148,1.5938014473227005,"[0, 0, 1, 117, 170, 63, 44, 274, 219, 540, 716]"
tcn_hard_tick_20260911,2025-12,validation,12,0.16482348095125227,1.5963444133047433,"[0, 0, 0, 115, 188, 65, 58, 276, 196, 563, 683]"
tcn_hard_tick_20260911,2025-12,validation,13,0.16436854316227473,1.566909989033071,"[0, 0, 0, 132, 178, 82, 46, 295, 202, 514, 695]"
tcn_hard_tick_20260911,2025-12,validation,14,0.16330327427209312,1.5920737994931624,"[0, 0, 0, 164, 227, 81, 61, 276, 214, 493, 628]"
tcn_hard_tick_20260911,2025-12,validation,15,0.16241775341887973,1.5214791736634279,"[0, 0, 0, 226, 286, 99, 84, 219, 182, 459, 589]"
tcn_hard_tick_20260911,2025-12,validation,16,0.16151935084542232,1.6040114644517787,"[0, 1, 0, 235, 311, 92, 83, 225, 198, 460, 539]"
tcn_hard_tick_20260911,2025-12,validation,17,0.1609030377064178,1.6266364433099236,"[0, 0, 1, 273, 279, 99, 92, 245, 205, 433, 517]"
tcn_hard_tick_20260911,2025-12,validation,18,0.1604243125488509,1.6125233838018094,"[0, 0, 0, 252, 277, 121, 117, 223, 222, 421, 511]"
tcn_hard_tick_20260911,2025-12,validation,19,0.1590961095557284,1.6775405100029814,"[0, 0, 0, 248, 319, 127, 140, 219, 165, 431, 495]"
tcn_hard_tick_20260911,2025-12,validation,20,0.15882823805310833,1.690977056844045,"[0, 0, 0, 283, 293, 138, 146, 237, 201, 356, 490]"
tcn_hard_tick_20260911,2025-12,validation,21,0.1573139184446477,1.7178004212801115,"[0, 0, 0, 334, 386, 121, 160, 158, 124, 358, 503]"
tcn_hard_tick_20260911,2025-12,validation,22,0.15712453046841407,1.8327956076839316,"[0, 0, 0, 309, 317, 151, 186, 174, 124, 363, 520]"
tcn_hard_tick_20260911,2025-12,validation,23,0.15591390631092128,1.8658054104737885,"[0, 0, 0, 282, 322, 156, 186, 197, 170, 347, 484]"
tcn_hard_tick_20260911,2025-12,refit,1,0.19451203671368686,,"[128, 2, 0, 136, 184, 136, 127, 241, 174, 889, 799]"
tcn_hard_tick_20260911,2025-12,refit,2,0.19175933640111575,,"[0, 0, 0, 216, 220, 84, 76, 298, 302, 838, 782]"
tcn_hard_tick_20260911,2025-12,refit,3,0.18592277711088007,,"[0, 0, 0, 239, 247, 155, 166, 416, 434, 573, 586]"
tcn_hard_tick_20260911,2025-12,refit,4,0.182553730905056,,"[0, 0, 0, 261, 274, 174, 181, 443, 481, 481, 521]"
tcn_hard_tick_20260911,2025-12,refit,5,0.18020467460155487,,"[0, 0, 0, 299, 282, 200, 174, 376, 409, 471, 605]"
tcn_hard_tick_20260911,2025-12,refit,6,0.1790319247679277,,"[0, 0, 0, 272, 282, 183, 137, 332, 426, 541, 643]"
tcn_hard_tick_20260911,2025-12,refit,7,0.17743086408485065,,"[0, 0, 0, 272, 195, 252, 142, 269, 355, 600, 731]"
tcn_hard_tick_20260911,2025-12,refit,8,0.17659085243940353,,"[0, 0, 0, 180, 130, 269, 155, 299, 306, 736, 741]"
tcn_hard_tick_20260911,2025-12,refit,9,0.1750947446985678,,"[0, 0, 0, 146, 90, 229, 136, 364, 372, 734, 745]"
tcn_hard_tick_20260911,2025-12,refit,10,0.17440309646454724,,"[0, 0, 0, 114, 75, 199, 118, 389, 362, 767, 792]"
tcn_hard_tick_20260911,2025-12,refit,11,0.1733528639782559,,"[0, 2, 0, 78, 60, 207, 131, 428, 381, 737, 792]"
tcn_hard_tick_20260911,2025-12,refit,12,0.17250085893002423,,"[0, 2, 0, 85, 69, 219, 170, 432, 327, 764, 748]"
tcn_hard_tick_20260911,2025-12,refit,13,0.17190682210705496,,"[0, 4, 1, 90, 75, 223, 207, 411, 344, 724, 737]"
tcn_hard_tick_20260911,2025-12,refit,14,0.17085163566199216,,"[0, 2, 0, 112, 100, 248, 223, 390, 280, 756, 705]"
tcn_hard_tick_20260911,2025-12,refit,15,0.1696385991844264,,"[0, 1, 1, 131, 130, 250, 207, 374, 340, 652, 730]"
tcn_hard_tick_20260912,2025-12,validation,1,0.18193254541994922,1.6275472472133339,"[128, 0, 2, 139, 110, 115, 50, 186, 93, 635, 686]"
tcn_hard_tick_20260912,2025-12,validation,2,0.17956414129307022,1.5671630431949422,"[0, 0, 0, 175, 122, 155, 43, 265, 78, 548, 758]"
tcn_hard_tick_20260912,2025-12,validation,3,0.1759725124088686,1.5857254744149658,"[0, 0, 0, 133, 115, 153, 81, 368, 208, 424, 662]"
tcn_hard_tick_20260912,2025-12,validation,4,0.17321386177148393,1.6820439756465226,"[0, 0, 0, 87, 95, 165, 178, 366, 303, 377, 573]"
tcn_hard_tick_20260912,2025-12,validation,5,0.1718139377102923,1.706172279598499,"[0, 0, 0, 57, 71, 179, 230, 283, 266, 375, 683]"
tcn_hard_tick_20260912,2025-12,validation,6,0.17061657380701892,1.7159776581706299,"[0, 0, 0, 60, 64, 158, 249, 196, 221, 432, 764]"
tcn_hard_tick_20260912,2025-12,validation,7,0.1695530459062377,1.688671743311469,"[0, 0, 0, 70, 55, 184, 211, 238, 164, 467, 755]"
tcn_hard_tick_20260912,2025-12,validation,8,0.1686620127354095,1.8060858348511588,"[0, 0, 0, 73, 36, 144, 186, 244, 169, 512, 780]"
tcn_hard_tick_20260912,2025-12,validation,9,0.16780993164475286,1.7581840598830438,"[0, 0, 0, 53, 59, 107, 188, 202, 170, 566, 799]"
tcn_hard_tick_20260912,2025-12,validation,10,0.1670274122882245,1.7374482822850743,"[0, 0, 0, 49, 76, 101, 170, 222, 183, 609, 734]"
tcn_hard_tick_20260912,2025-12,refit,1,0.19414449754086407,,"[128, 0, 0, 121, 24, 418, 96, 148, 74, 775, 1032]"
tcn_hard_tick_20260912,2025-12,refit,2,0.18950134854425082,,"[0, 0, 0, 238, 91, 353, 102, 286, 98, 559, 1089]"
gru_clean_20260910,2026-01,validation,1,0.1898406912002537,1.4745009886815583,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,2,0.18245720772531884,1.4797301463239854,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,3,0.17821149276234105,1.4743028340666715,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,4,0.17596553501329923,1.4809535342141358,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,5,0.17386444862364403,1.4800480553463686,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,6,0.1724334075180117,1.4770227638534172,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,7,0.1704766400715651,1.4831349412296972,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,8,0.16922608926025454,1.4919688869642056,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,9,0.16836365817986698,1.5456604725679,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,10,0.16730031494949002,1.4895660207430963,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,validation,11,0.16601492476925625,1.4902581257934133,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,refit,1,0.1976513909780815,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,refit,2,0.19029708863527947,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260910,2026-01,refit,3,0.18708699818471192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,1,0.19097742293845255,1.4771231956741102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,2,0.18456952480232947,1.5005096519052163,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,3,0.17941146152006293,1.4872326448043218,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,4,0.1764457297622332,1.495899710413328,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,5,0.1747701615507913,1.5081805928655094,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,6,0.17319012563314465,1.495118209291122,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,7,0.17166041820168165,1.5066301533004902,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,8,0.17039675011694266,1.5066608302384223,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,validation,9,0.16864058024500214,1.6056910451945317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260911,2026-01,refit,1,0.1986452954427761,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,1,0.18934293739353192,1.4886634419833926,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,2,0.18209546395781298,1.5223104890894361,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,3,0.17856271725942555,1.4861765494544248,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,4,0.17645480044165476,1.49339230394705,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,5,0.17517348744202188,1.4944822607715547,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,6,0.17372755999380202,1.4943477707990276,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,7,0.1722208117018776,1.5081306394737826,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,8,0.17102240550220837,1.512869553097673,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gru_clean_20260912,2026-01,validation,9,0.16975602928621286,1.5169080353470212,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
