method,q,contrast,conditioning,block_days,delta_pinball_bp,relative_change_pct,ci_low,ci_high,n,repetitions
ml,0.5,ML_minus_linear,without_positioning,3,-0.05176084576201845,-1.2891563409782225,-0.20410727711687915,0.07294517306074999,577,2000
ml,0.5,ML_minus_linear,with_positioning,3,-0.0936618454800544,-2.3334581595529067,-0.2848161055356337,0.05340674985520967,577,2000
ml,0.5,add_positioning,linear_qr,7,-0.001230170005698028,-0.030638631188876973,-0.00577445662029441,0.002512650823625162,577,2000
ml,0.5,add_positioning,quantile_lightgbm,7,-0.043131169723733986,-1.088254816091757,-0.11669979599524168,0.009663843675390093,577,2000
ml,0.5,ML_minus_linear,without_positioning,7,-0.05176084576201845,-1.2891563409782225,-0.1921996188944255,0.08231406748139783,577,2000
ml,0.5,ML_minus_linear,with_positioning,7,-0.0936618454800544,-2.3334581595529067,-0.2860988899795542,0.06431254594021034,577,2000
ml,0.9,add_positioning,linear_qr,3,-0.022105577879325322,-1.2239620921187637,-0.05136130129183621,0.004482130367305807,577,2000
ml,0.9,add_positioning,quantile_lightgbm,3,-0.008892826478023697,-0.4937432990737009,-0.05043981662627485,0.02039350681648243,577,2000
ml,0.9,ML_minus_linear,without_positioning,3,-0.004963975414105537,-0.27484998429998764,-0.08314398677721072,0.08636232113535501,577,2000
ml,0.9,ML_minus_linear,with_positioning,3,0.008248775987196089,0.46238528270490564,-0.0582988909898906,0.08076667159242494,577,2000
ml,0.9,add_positioning,linear_qr,7,-0.022105577879325322,-1.2239620921187637,-0.04802640902377888,0.0033196451293598843,577,2000
ml,0.9,add_positioning,quantile_lightgbm,7,-0.008892826478023697,-0.4937432990737009,-0.04453408120385222,0.019670844817727177,577,2000
ml,0.9,ML_minus_linear,without_positioning,7,-0.004963975414105537,-0.27484998429998764,-0.07571386217835929,0.07906038718180304,577,2000
ml,0.9,ML_minus_linear,with_positioning,7,0.008248775987196089,0.46238528270490564,-0.053508128542787914,0.07143915798636287,577,2000
joint_linear,0.1,add_positioning,linear_qr,3,0.0012236020941678305,0.07122499977669727,-0.0013167290134406262,0.00382465364221915,577,2000
joint_linear,0.1,add_positioning,quantile_lightgbm,3,-0.027566336855399554,-1.4711637141674732,-0.06307238260614233,0.010760946381949226,577,2000
joint_linear,0.1,ML_minus_linear,without_positioning,3,0.15583858540421525,9.071252217956417,0.08152280792873358,0.23178400598999238,577,2000
joint_linear,0.1,ML_minus_linear,with_positioning,3,0.12704864645464786,7.390146900847434,0.04144096262727548,0.21099819701322134,577,2000
joint_linear,0.1,add_positioning,linear_qr,7,0.0012236020941678305,0.07122499977669727,-0.0008773388389330672,0.0034100328124201432,577,2000
joint_linear,0.1,add_positioning,quantile_lightgbm,7,-0.027566336855399554,-1.4711637141674732,-0.06044115336299763,0.005561277595727547,577,2000
joint_linear,0.1,ML_minus_linear,without_positioning,7,0.15583858540421525,9.071252217956417,0.09365311386995254,0.2189728717457748,577,2000
joint_linear,0.1,ML_minus_linear,with_positioning,7,0.12704864645464786,7.390146900847434,0.054788352282020975,0.1986695802464034,577,2000
joint_linear,0.5,add_positioning,linear_qr,3,-0.018450559640950104,-0.4698462329400095,-0.04738860225150514,0.004950808844614806,577,2000
joint_linear,0.5,add_positioning,quantile_lightgbm,3,-0.02173480285490159,-0.5590039179334088,-0.0657814609346421,0.024010796133848496,577,2000
joint_linear,0.5,ML_minus_linear,without_positioning,3,-0.038805055815151146,-0.9881764915850924,-0.21112819502286215,0.08609701075126878,577,2000
joint_linear,0.5,ML_minus_linear,with_positioning,3,-0.042089299029102634,-1.0768698637629908,-0.212131505775178,0.09322684799089183,577,2000
joint_linear,0.5,add_positioning,linear_qr,7,-0.018450559640950104,-0.4698462329400095,-0.04644482708918862,0.005818227066938748,577,2000
joint_linear,0.5,add_positioning,quantile_lightgbm,7,-0.02173480285490159,-0.5590039179334088,-0.059580244771211564,0.014652895440282403,577,2000
joint_linear,0.5,ML_minus_linear,without_positioning,7,-0.038805055815151146,-0.9881764915850924,-0.19233330778380242,0.08584595647385822,577,2000
joint_linear,0.5,ML_minus_linear,with_positioning,7,-0.042089299029102634,-1.0768698637629908,-0.19400542986398547,0.0842669406148287,577,2000
joint_linear,0.9,add_positioning,linear_qr,3,0.0,0.0,0.0,0.0,577,2000
joint_linear,0.9,add_positioning,quantile_lightgbm,3,-0.006580362922257832,-0.37740157759500437,-0.04113073288851178,0.017268452104983498,577,2000
joint_linear,0.9,ML_minus_linear,without_positioning,3,0.016788335939207588,0.9722174447899887,-0.037370472644956756,0.09201679781852595,577,2000
joint_linear,0.9,ML_minus_linear,with_positioning,3,0.010207973016949756,0.5911467032206931,-0.033483580373040125,0.059512484573729915,577,2000
joint_linear,0.9,add_positioning,linear_qr,7,0.0,0.0,0.0,0.0,577,2000
joint_linear,0.9,add_positioning,quantile_lightgbm,7,-0.006580362922257832,-0.37740157759500437,-0.03155853354999118,0.014589003624437977,577,2000
joint_linear,0.9,ML_minus_linear,without_positioning,7,0.016788335939207588,0.9722174447899887,-0.03519622832832361,0.07478678597647184,577,2000
joint_linear,0.9,ML_minus_linear,with_positioning,7,0.010207973016949756,0.5911467032206931,-0.029328795596536894,0.05042629381649742,577,2000
