time,model,observed_bp,fitted_bp,residual_bp,scenario
2026-01-01 20:00:00+00:00,sequential_ols,85.61830473218902,72.95528628781277,12.663018444376249,clock_UTC_quote
2026-01-01 20:00:00+00:00,pca_1,85.61830473218902,73.12420391582359,12.494100816365432,clock_UTC_quote
2026-01-01 20:00:00+00:00,pca_2,85.61830473218902,82.96889066703233,2.649414065156691,clock_UTC_quote
2026-01-01 20:00:00+00:00,ae_selected,85.61830473218902,73.08439247446348,12.533912257725532,clock_UTC_quote
2026-01-01 20:00:00+00:00,joint_ols,85.61830473218902,72.99010581595807,12.628198916230945,clock_UTC_quote
2026-01-02 01:00:00+00:00,sequential_ols,70.72976252383344,58.291185342024654,12.438577181808787,clock_NY_quote
2026-01-02 01:00:00+00:00,pca_1,70.72976252383344,58.39051164618926,12.339250877644185,clock_NY_quote
2026-01-02 01:00:00+00:00,pca_2,70.72976252383344,62.07291309490067,8.656849428932773,clock_NY_quote
2026-01-02 01:00:00+00:00,ae_selected,70.72976252383344,58.38115249507624,12.3486100287572,clock_NY_quote
2026-01-02 01:00:00+00:00,joint_ols,70.72976252383344,58.34781755170102,12.381944972132423,clock_NY_quote
2026-01-01 20:00:00+00:00,sequential_ols,85.61830473218902,72.95528628781277,12.663018444376249,clock_FXUTC_USNY_quote
2026-01-01 20:00:00+00:00,pca_1,85.61830473218902,73.12420391582359,12.494100816365432,clock_FXUTC_USNY_quote
2026-01-01 20:00:00+00:00,pca_2,85.61830473218902,82.96889066703233,2.649414065156691,clock_FXUTC_USNY_quote
2026-01-01 20:00:00+00:00,ae_selected,85.61830473218902,73.08439247446348,12.533912257725532,clock_FXUTC_USNY_quote
2026-01-01 20:00:00+00:00,joint_ols,85.61830473218902,72.99010581595807,12.628198916230945,clock_FXUTC_USNY_quote
2026-01-01 11:00:00+00:00,sequential_ols,121.33541341653677,106.65128068172196,14.68413273481481,clock_FXKST_USNY_quote
2026-01-01 11:00:00+00:00,pca_1,121.33541341653677,106.78055905759736,14.554854358939409,clock_FXKST_USNY_quote
2026-01-01 11:00:00+00:00,pca_2,121.33541341653677,114.76467218432091,6.570741232215852,clock_FXKST_USNY_quote
2026-01-01 11:00:00+00:00,ae_selected,121.33541341653677,106.77503089536113,14.56038252117564,clock_FXKST_USNY_quote
2026-01-01 11:00:00+00:00,joint_ols,121.33541341653677,106.6945284283079,14.640884988228862,clock_FXKST_USNY_quote
2026-01-02 02:00:00+00:00,sequential_ols,76.66354654185969,59.5862205544178,17.07732598744189,clock_NY_macro_end1h_quote
2026-01-02 02:00:00+00:00,pca_1,76.66354654185969,59.73820737655356,16.925339165306127,clock_NY_macro_end1h_quote
2026-01-02 02:00:00+00:00,pca_2,76.66354654185969,67.77697234087447,8.886574200985223,clock_NY_macro_end1h_quote
2026-01-02 02:00:00+00:00,ae_selected,76.66354654185969,59.71340188589898,16.950144655960706,clock_NY_macro_end1h_quote
2026-01-02 02:00:00+00:00,joint_ols,76.66354654185969,59.63961110191337,17.02393543994632,clock_NY_macro_end1h_quote
