model,family,placement,aggregation,seed,month,epochs,n_train,n_forecast,n_parameters,last_training_target,first_test_origin,initial_parameter_hash,candidate_hash,batch_order_hash,final_torch_rng_hash,optimizer_steps
gru_shuffled_max_20260912,gru,shuffled,max,20260912,2026-01,3,3557,699,5673,2025-12-31 23:00:00+00:00,2026-01-02 21:00:00+00:00,9099262f1a6888c66632c31047b5933fcc3dd017f27de32ac066c4a1ef6d777a,3993574d06ed07bfcac99b5e91e1bbbcae8da308e04c79a43570952ef8c7f277,a74d1a9e64e9550ac511f0771edff79484d2e0765d87df5f71ed51909b3750fb,bd11b47a5d453972bdb119a9d2759b7754967d9513e58ab2a2582b8295e63698,84
tcn_tick_mean_20260910,tcn,tick,mean,20260910,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,37afedbdaac22c7f5507ee721456e7b2b9dd23591bdbce0009b90b76788baecd,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,bd02e80b6ea7f4b1d1efd12b417074423ffd95be611823b068b6af14d37b63d0,68
tcn_tick_max_20260910,tcn,tick,max,20260910,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,37afedbdaac22c7f5507ee721456e7b2b9dd23591bdbce0009b90b76788baecd,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,bd02e80b6ea7f4b1d1efd12b417074423ffd95be611823b068b6af14d37b63d0,68
tcn_shuffled_mean_20260910,tcn,shuffled,mean,20260910,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,37afedbdaac22c7f5507ee721456e7b2b9dd23591bdbce0009b90b76788baecd,17154eff3192fd3878ae54fa4d9de5baa11e0d06dd9dcbe1dceac037ea435870,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,bd02e80b6ea7f4b1d1efd12b417074423ffd95be611823b068b6af14d37b63d0,68
tcn_shuffled_max_20260910,tcn,shuffled,max,20260910,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,37afedbdaac22c7f5507ee721456e7b2b9dd23591bdbce0009b90b76788baecd,17154eff3192fd3878ae54fa4d9de5baa11e0d06dd9dcbe1dceac037ea435870,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,bd02e80b6ea7f4b1d1efd12b417074423ffd95be611823b068b6af14d37b63d0,68
tcn_tick_mean_20260911,tcn,tick,mean,20260911,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,1329ddd22d5b2fdd46b9cd92275c4b55f427e6d5a06d53f2a6f1b613fbd8222a,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,512f7b6461b044dcc1c57a0778bed8feac4d824e716f4f5b9b1b6bf7f3fed049,68
tcn_tick_max_20260911,tcn,tick,max,20260911,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,1329ddd22d5b2fdd46b9cd92275c4b55f427e6d5a06d53f2a6f1b613fbd8222a,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,512f7b6461b044dcc1c57a0778bed8feac4d824e716f4f5b9b1b6bf7f3fed049,68
tcn_shuffled_mean_20260911,tcn,shuffled,mean,20260911,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,1329ddd22d5b2fdd46b9cd92275c4b55f427e6d5a06d53f2a6f1b613fbd8222a,052ec9f1a6f036cd5b9b03855239143e125c7c8cdec59491e26e8f1f00a34d9e,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,512f7b6461b044dcc1c57a0778bed8feac4d824e716f4f5b9b1b6bf7f3fed049,68
tcn_shuffled_max_20260911,tcn,shuffled,max,20260911,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,1329ddd22d5b2fdd46b9cd92275c4b55f427e6d5a06d53f2a6f1b613fbd8222a,052ec9f1a6f036cd5b9b03855239143e125c7c8cdec59491e26e8f1f00a34d9e,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,512f7b6461b044dcc1c57a0778bed8feac4d824e716f4f5b9b1b6bf7f3fed049,68
tcn_tick_mean_20260912,tcn,tick,mean,20260912,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,7762d00990346a8b3f6c0ab47f0a39d3f1e12d674ce0c30b6349736fa3624c19,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,d5384240a2413204782a0d6aa4f06d9989966bcd1e64b19533e51ae23e15f490,68
tcn_tick_max_20260912,tcn,tick,max,20260912,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,7762d00990346a8b3f6c0ab47f0a39d3f1e12d674ce0c30b6349736fa3624c19,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,d5384240a2413204782a0d6aa4f06d9989966bcd1e64b19533e51ae23e15f490,68
tcn_shuffled_mean_20260912,tcn,shuffled,mean,20260912,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,7762d00990346a8b3f6c0ab47f0a39d3f1e12d674ce0c30b6349736fa3624c19,51a7916204f7cecd95e4bc0e73807142ddde893f988c68b31f363c8eb9bcd698,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,d5384240a2413204782a0d6aa4f06d9989966bcd1e64b19533e51ae23e15f490,68
tcn_shuffled_max_20260912,tcn,shuffled,max,20260912,2026-02,2,4251,672,5923,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,7762d00990346a8b3f6c0ab47f0a39d3f1e12d674ce0c30b6349736fa3624c19,51a7916204f7cecd95e4bc0e73807142ddde893f988c68b31f363c8eb9bcd698,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,d5384240a2413204782a0d6aa4f06d9989966bcd1e64b19533e51ae23e15f490,68
gru_tick_mean_20260910,gru,tick,mean,20260910,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,0203d27b54490d8889b80b85464c6b34454003510067ed247dcdfd96153be359,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,2818d93094bf55f8045b9984d36a07935c6fc3f0d8270ff0afa1c0882c5e7074,68
gru_tick_max_20260910,gru,tick,max,20260910,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,0203d27b54490d8889b80b85464c6b34454003510067ed247dcdfd96153be359,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,2818d93094bf55f8045b9984d36a07935c6fc3f0d8270ff0afa1c0882c5e7074,68
gru_shuffled_mean_20260910,gru,shuffled,mean,20260910,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,0203d27b54490d8889b80b85464c6b34454003510067ed247dcdfd96153be359,17154eff3192fd3878ae54fa4d9de5baa11e0d06dd9dcbe1dceac037ea435870,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,2818d93094bf55f8045b9984d36a07935c6fc3f0d8270ff0afa1c0882c5e7074,68
gru_shuffled_max_20260910,gru,shuffled,max,20260910,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,0203d27b54490d8889b80b85464c6b34454003510067ed247dcdfd96153be359,17154eff3192fd3878ae54fa4d9de5baa11e0d06dd9dcbe1dceac037ea435870,ac74885e5a2fd921f1c6e18bbc3633079c778cdf8cea498d8e67aea823edaac6,2818d93094bf55f8045b9984d36a07935c6fc3f0d8270ff0afa1c0882c5e7074,68
gru_tick_mean_20260911,gru,tick,mean,20260911,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,6f36b6877ca116abcc1670712e7c5c42060d1b6f8eb64d80baabe90cf882475d,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,47f96f66448ca4b95a57dbcf402140928abffdf9fff408b5a34abbe1ce18a472,68
gru_tick_max_20260911,gru,tick,max,20260911,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,6f36b6877ca116abcc1670712e7c5c42060d1b6f8eb64d80baabe90cf882475d,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,47f96f66448ca4b95a57dbcf402140928abffdf9fff408b5a34abbe1ce18a472,68
gru_shuffled_mean_20260911,gru,shuffled,mean,20260911,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,6f36b6877ca116abcc1670712e7c5c42060d1b6f8eb64d80baabe90cf882475d,052ec9f1a6f036cd5b9b03855239143e125c7c8cdec59491e26e8f1f00a34d9e,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,47f96f66448ca4b95a57dbcf402140928abffdf9fff408b5a34abbe1ce18a472,68
gru_shuffled_max_20260911,gru,shuffled,max,20260911,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,6f36b6877ca116abcc1670712e7c5c42060d1b6f8eb64d80baabe90cf882475d,052ec9f1a6f036cd5b9b03855239143e125c7c8cdec59491e26e8f1f00a34d9e,55a356d9aa4148fef998886d03ce79d11726aa0cd79ed739eadd00b43d7a22ae,47f96f66448ca4b95a57dbcf402140928abffdf9fff408b5a34abbe1ce18a472,68
gru_tick_mean_20260912,gru,tick,mean,20260912,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,670a0c71b1b42b2c25a6edbbc3fac15fd2a9a23c048805414a12f429255db5c7,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,6af87a42b20cada97e7771c8d215589636835c4e41266e3cea62e7bab355080b,68
gru_tick_max_20260912,gru,tick,max,20260912,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,670a0c71b1b42b2c25a6edbbc3fac15fd2a9a23c048805414a12f429255db5c7,2e10f5d1f2042b1e5b1a409dada7cbab229cb24dbf57d5545cb4ea233485b751,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,6af87a42b20cada97e7771c8d215589636835c4e41266e3cea62e7bab355080b,68
gru_shuffled_mean_20260912,gru,shuffled,mean,20260912,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,670a0c71b1b42b2c25a6edbbc3fac15fd2a9a23c048805414a12f429255db5c7,51a7916204f7cecd95e4bc0e73807142ddde893f988c68b31f363c8eb9bcd698,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,6af87a42b20cada97e7771c8d215589636835c4e41266e3cea62e7bab355080b,68
gru_shuffled_max_20260912,gru,shuffled,max,20260912,2026-02,2,4251,672,5673,2026-01-31 23:00:00+00:00,2026-02-01 00:00:00+00:00,670a0c71b1b42b2c25a6edbbc3fac15fd2a9a23c048805414a12f429255db5c7,51a7916204f7cecd95e4bc0e73807142ddde893f988c68b31f363c8eb9bcd698,6d109b486ef22c5765727597b0c832409d2d4a6d377b4b9af93eeaeb63eb5960,6af87a42b20cada97e7771c8d215589636835c4e41266e3cea62e7bab355080b,68
tcn_tick_mean_20260910,tcn,tick,mean,20260910,2026-03,13,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,9ce8e18da24b7def876009c7425abf3ebff40608ed55f626fc0f8694e7b26fcd,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,d386d457195bb7c56adf554ae4a4eb3b2290966f704559deab15e1a085dd0bdd,ba4eb42048da678d4e21c9df73c0c4326e2f9c81c7ef10ddfc50c2c641cb1ec2,507
tcn_tick_max_20260910,tcn,tick,max,20260910,2026-03,13,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,9ce8e18da24b7def876009c7425abf3ebff40608ed55f626fc0f8694e7b26fcd,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,d386d457195bb7c56adf554ae4a4eb3b2290966f704559deab15e1a085dd0bdd,ba4eb42048da678d4e21c9df73c0c4326e2f9c81c7ef10ddfc50c2c641cb1ec2,507
tcn_shuffled_mean_20260910,tcn,shuffled,mean,20260910,2026-03,13,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,9ce8e18da24b7def876009c7425abf3ebff40608ed55f626fc0f8694e7b26fcd,f7d4a1c0ee660302e5173c0f3a7bf36390705bc7b6e3c92037fbec36176bca50,d386d457195bb7c56adf554ae4a4eb3b2290966f704559deab15e1a085dd0bdd,ba4eb42048da678d4e21c9df73c0c4326e2f9c81c7ef10ddfc50c2c641cb1ec2,507
tcn_shuffled_max_20260910,tcn,shuffled,max,20260910,2026-03,13,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,9ce8e18da24b7def876009c7425abf3ebff40608ed55f626fc0f8694e7b26fcd,f7d4a1c0ee660302e5173c0f3a7bf36390705bc7b6e3c92037fbec36176bca50,d386d457195bb7c56adf554ae4a4eb3b2290966f704559deab15e1a085dd0bdd,ba4eb42048da678d4e21c9df73c0c4326e2f9c81c7ef10ddfc50c2c641cb1ec2,507
tcn_tick_mean_20260911,tcn,tick,mean,20260911,2026-03,10,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,eb5b793f7fd73e97503415a1e603eced0ffe106100e43fcf544ad800a193fe34,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,a9746123cff74271fb177458279c5da3a6091635ceb3d3b689cb96e9255cb94c,c211b103878888c8a671013d8cad382f18c0b5a226eccd0389ef8ac26d1f9409,390
tcn_tick_max_20260911,tcn,tick,max,20260911,2026-03,10,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,eb5b793f7fd73e97503415a1e603eced0ffe106100e43fcf544ad800a193fe34,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,a9746123cff74271fb177458279c5da3a6091635ceb3d3b689cb96e9255cb94c,c211b103878888c8a671013d8cad382f18c0b5a226eccd0389ef8ac26d1f9409,390
tcn_shuffled_mean_20260911,tcn,shuffled,mean,20260911,2026-03,10,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,eb5b793f7fd73e97503415a1e603eced0ffe106100e43fcf544ad800a193fe34,d53ea373904c64adba340886b22f34479cacbd1d81db8e9eb2befd85335187b5,a9746123cff74271fb177458279c5da3a6091635ceb3d3b689cb96e9255cb94c,c211b103878888c8a671013d8cad382f18c0b5a226eccd0389ef8ac26d1f9409,390
tcn_shuffled_max_20260911,tcn,shuffled,max,20260911,2026-03,10,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,eb5b793f7fd73e97503415a1e603eced0ffe106100e43fcf544ad800a193fe34,d53ea373904c64adba340886b22f34479cacbd1d81db8e9eb2befd85335187b5,a9746123cff74271fb177458279c5da3a6091635ceb3d3b689cb96e9255cb94c,c211b103878888c8a671013d8cad382f18c0b5a226eccd0389ef8ac26d1f9409,390
tcn_tick_mean_20260912,tcn,tick,mean,20260912,2026-03,7,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,bafe3029a49c416c78d085ae092b2080fc0f96237c6a669320297f20aa93c42e,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,98aac16d83bd032fe7cc92efca3556c07da8713ba4ef4e82e342181824e285b1,955c6016ef3790f58c3c2b6b5dcdec859a3686c87c340ebd2d5bc2768189a6ff,273
tcn_tick_max_20260912,tcn,tick,max,20260912,2026-03,7,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,bafe3029a49c416c78d085ae092b2080fc0f96237c6a669320297f20aa93c42e,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,98aac16d83bd032fe7cc92efca3556c07da8713ba4ef4e82e342181824e285b1,955c6016ef3790f58c3c2b6b5dcdec859a3686c87c340ebd2d5bc2768189a6ff,273
tcn_shuffled_mean_20260912,tcn,shuffled,mean,20260912,2026-03,7,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,bafe3029a49c416c78d085ae092b2080fc0f96237c6a669320297f20aa93c42e,a45e4b4d7f4564cd955b763b3b1f5d5b0d51c466e54267dce50e25423c268fef,98aac16d83bd032fe7cc92efca3556c07da8713ba4ef4e82e342181824e285b1,955c6016ef3790f58c3c2b6b5dcdec859a3686c87c340ebd2d5bc2768189a6ff,273
tcn_shuffled_max_20260912,tcn,shuffled,max,20260912,2026-03,7,4923,443,5923,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,bafe3029a49c416c78d085ae092b2080fc0f96237c6a669320297f20aa93c42e,a45e4b4d7f4564cd955b763b3b1f5d5b0d51c466e54267dce50e25423c268fef,98aac16d83bd032fe7cc92efca3556c07da8713ba4ef4e82e342181824e285b1,955c6016ef3790f58c3c2b6b5dcdec859a3686c87c340ebd2d5bc2768189a6ff,273
gru_tick_mean_20260910,gru,tick,mean,20260910,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,841ffd07c653f080916dcae9932e7bc0d29d01277e20c5440409cc4f3a1b6e54,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,9a887012a8385ad51110fe64d628c26551b2e77eb54448645269e2aa1ee10b7b,06fe58544a0d3dee444214d6c396180e1a8e5e5b0f90fc780b168974349e9e9b,156
gru_tick_max_20260910,gru,tick,max,20260910,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,841ffd07c653f080916dcae9932e7bc0d29d01277e20c5440409cc4f3a1b6e54,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,9a887012a8385ad51110fe64d628c26551b2e77eb54448645269e2aa1ee10b7b,06fe58544a0d3dee444214d6c396180e1a8e5e5b0f90fc780b168974349e9e9b,156
gru_shuffled_mean_20260910,gru,shuffled,mean,20260910,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,841ffd07c653f080916dcae9932e7bc0d29d01277e20c5440409cc4f3a1b6e54,f7d4a1c0ee660302e5173c0f3a7bf36390705bc7b6e3c92037fbec36176bca50,9a887012a8385ad51110fe64d628c26551b2e77eb54448645269e2aa1ee10b7b,06fe58544a0d3dee444214d6c396180e1a8e5e5b0f90fc780b168974349e9e9b,156
gru_shuffled_max_20260910,gru,shuffled,max,20260910,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,841ffd07c653f080916dcae9932e7bc0d29d01277e20c5440409cc4f3a1b6e54,f7d4a1c0ee660302e5173c0f3a7bf36390705bc7b6e3c92037fbec36176bca50,9a887012a8385ad51110fe64d628c26551b2e77eb54448645269e2aa1ee10b7b,06fe58544a0d3dee444214d6c396180e1a8e5e5b0f90fc780b168974349e9e9b,156
gru_tick_mean_20260911,gru,tick,mean,20260911,2026-03,7,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,b60141301c0e8d8b7ea01a4187cb72beb6c2454e3d6339dd36f2c101860f2ca2,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,81d5271bdc92f68aa829a3f3d40d100e56b83e2d7b71b9a2ee698025e91f8971,5dc4fc716a8353f61119a0e139982fea68f1ed01cd72e55a103d252e4c5864c3,273
gru_tick_max_20260911,gru,tick,max,20260911,2026-03,7,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,b60141301c0e8d8b7ea01a4187cb72beb6c2454e3d6339dd36f2c101860f2ca2,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,81d5271bdc92f68aa829a3f3d40d100e56b83e2d7b71b9a2ee698025e91f8971,5dc4fc716a8353f61119a0e139982fea68f1ed01cd72e55a103d252e4c5864c3,273
gru_shuffled_mean_20260911,gru,shuffled,mean,20260911,2026-03,7,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,b60141301c0e8d8b7ea01a4187cb72beb6c2454e3d6339dd36f2c101860f2ca2,d53ea373904c64adba340886b22f34479cacbd1d81db8e9eb2befd85335187b5,81d5271bdc92f68aa829a3f3d40d100e56b83e2d7b71b9a2ee698025e91f8971,5dc4fc716a8353f61119a0e139982fea68f1ed01cd72e55a103d252e4c5864c3,273
gru_shuffled_max_20260911,gru,shuffled,max,20260911,2026-03,7,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,b60141301c0e8d8b7ea01a4187cb72beb6c2454e3d6339dd36f2c101860f2ca2,d53ea373904c64adba340886b22f34479cacbd1d81db8e9eb2befd85335187b5,81d5271bdc92f68aa829a3f3d40d100e56b83e2d7b71b9a2ee698025e91f8971,5dc4fc716a8353f61119a0e139982fea68f1ed01cd72e55a103d252e4c5864c3,273
gru_tick_mean_20260912,gru,tick,mean,20260912,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,d101973aa2214a8ead8b87d021bc8e697cd6723c7771e43d539a5b0d04f8caac,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,078637a319f63a3b1947ca3e9d160681637ba774b8adfd6be523770b55253408,1ca9a62daae0408fd7a21423f57084fde18e7ccf887826584af660b1f0e838e1,156
gru_tick_max_20260912,gru,tick,max,20260912,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,d101973aa2214a8ead8b87d021bc8e697cd6723c7771e43d539a5b0d04f8caac,06eb5bf2de04b18222327b5af44104abb2420bca75986fd29fd1f15f416fd760,078637a319f63a3b1947ca3e9d160681637ba774b8adfd6be523770b55253408,1ca9a62daae0408fd7a21423f57084fde18e7ccf887826584af660b1f0e838e1,156
gru_shuffled_mean_20260912,gru,shuffled,mean,20260912,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,d101973aa2214a8ead8b87d021bc8e697cd6723c7771e43d539a5b0d04f8caac,a45e4b4d7f4564cd955b763b3b1f5d5b0d51c466e54267dce50e25423c268fef,078637a319f63a3b1947ca3e9d160681637ba774b8adfd6be523770b55253408,1ca9a62daae0408fd7a21423f57084fde18e7ccf887826584af660b1f0e838e1,156
gru_shuffled_max_20260912,gru,shuffled,max,20260912,2026-03,4,4923,443,5673,2026-02-28 23:00:00+00:00,2026-03-01 00:00:00+00:00,d101973aa2214a8ead8b87d021bc8e697cd6723c7771e43d539a5b0d04f8caac,a45e4b4d7f4564cd955b763b3b1f5d5b0d51c466e54267dce50e25423c268fef,078637a319f63a3b1947ca3e9d160681637ba774b8adfd6be523770b55253408,1ca9a62daae0408fd7a21423f57084fde18e7ccf887826584af660b1f0e838e1,156
