model,primary_model,new_model,n,days,q10_prediction_sd,q90_prediction_sd,clean_tail,clean_q10,coverage80,width80,worst_tail_h1,sensitivity_h1,worst_tail_h6,sensitivity_h6,worst_tail_h24,sensitivity_h24,stress_excess
linear_shuffled_20260911_raw,False,False,1814,77,4.225402281083824,2.710457445372595,1.7479519006253272,1.700917138604846,0.7883131201764058,25.301578942181127,1.9151415134142056,2.925581662105489,2.070206796704311,5.317084066134435,2.1217499167051166,6.412331588213078,0.16718961278887864
linear_shuffled_20260911_cal,False,False,1814,77,3.6107042562549085,3.714416734346554,1.7259210200525947,1.6899716249817671,0.798787210584344,25.64754264470878,1.8969528924456185,2.925581662105489,2.0433246045796047,5.317084066134435,2.109540582006746,6.412331588213078,0.1710318723930232
linear_shuffled_20260912_raw,False,False,1814,77,3.908946316288595,2.9607415887417847,1.6715277924927774,1.6425675178867987,0.8031973539140022,25.429251085174123,1.881707108719686,3.3061108612830217,2.066524501908023,6.005545549645051,2.1361267318164225,7.3796300417533125,0.21017931622690852
linear_shuffled_20260912_cal,False,False,1814,77,3.89938628577915,3.411765418315815,1.6726593440675643,1.640583971093767,0.7938257993384785,25.030106453729182,1.8849408956705356,3.3061108612830217,2.0751262510835913,6.005545549645051,2.1477950607086034,7.3796300417533125,0.21228155160297096
linear_shuffled_ensemble_raw,True,False,1814,77,3.6561112799176416,2.394856558014333,1.6797448680598042,1.6470411092155612,0.8004410143329658,25.232383595499563,1.8629849878051319,2.9497867149274515,2.0318911272638895,5.523892256671214,2.0889336258889846,6.753577901439954,0.18324011974532792
linear_shuffled_ensemble_cal,True,False,1814,77,3.3759197291822036,3.0159299914878277,1.6777221668573907,1.6448729201699808,0.798787210584344,25.398559121987237,1.8616405136235588,2.949786714927452,2.028474309930228,5.523892256671214,2.09251709368637,6.753577901439954,0.18391834676616814
linear_tick_20260910_raw,False,False,1814,77,3.3710935679033915,2.5103696079574656,1.673844605484032,1.6377353300697834,0.7960308710033076,25.05393984864539,1.8371689484812985,2.5266170869720024,1.9880331831104157,4.876864619397013,2.047051929583464,6.088420065130131,0.1633243429972668
linear_tick_20260910_cal,False,False,1814,77,3.114940229984936,2.993811839822334,1.6852416769358736,1.646117963419048,0.8081587651598677,25.737411663712003,1.8458035878336547,2.5266170869720024,1.9928263216914095,4.876864619397013,2.0555668664583,6.088420065130131,0.16056191089778116
linear_tick_20260911_raw,False,False,1814,77,3.5598817702511343,2.6076654249828723,1.7036534198060866,1.663309453618147,0.794928335170893,25.231100172428732,1.849334066453944,2.3146375931610477,1.9803976770180172,4.3045779922699845,2.0311941994583185,5.318904861988543,0.14568064664785735
linear_tick_20260911_cal,False,False,1814,77,2.9848670518105345,3.418928388945165,1.6979390416988231,1.6641583758426939,0.8042998897464168,25.748310757079086,1.8413368020139118,2.3146375931610477,1.966208308866976,4.3045779922699845,2.025873772264555,5.318904861988543,0.14339776031508839
linear_tick_20260912_raw,False,False,1814,77,3.6644067883215654,2.885007255983819,1.669287726814898,1.6341340582296822,0.7883131201764058,24.634371757507324,1.85430523451244,2.887402314466836,2.0175698742216452,5.042828575384525,2.0749753435257605,6.176657448792799,0.18501750769754177
linear_tick_20260912_cal,False,False,1814,77,3.9072228634495363,3.2764404951332358,1.6740884458869476,1.6393281192506393,0.7971334068357222,25.09519940041827,1.8592254869546514,2.887402314466836,2.018266276959872,5.042828575384525,2.0826629746716327,6.176657448792799,0.18513704106770387
linear_tick_ensemble_raw,True,False,1814,77,3.449902758061526,2.525755488653576,1.6737709874815883,1.6377532290790402,0.7976846747519294,24.973137259527146,1.8335608730041126,2.5447962982432886,1.978035699500294,4.737170887799527,2.0305005901208024,5.85742135934644,0.1597898855225246
linear_tick_ensemble_cal,True,False,1814,77,3.239071278959566,3.0824895468001663,1.6772964825654084,1.6400309161339308,0.802646085997795,25.480517242368514,1.8358563957113203,2.544796298243289,1.9766764724062402,4.737170887799528,2.035057460174561,5.85742135934644,0.15855991314591183
tcn_clean_20260910_raw,False,False,1814,77,2.5729996101304895,1.862589846729294,1.7036724961305827,1.638922217724639,0.7348401323042999,22.321923137499716,1.7665714886838884,0.6183469989465379,1.8308817775479582,1.3041056301259941,1.8699450480603907,1.7320089837024861,0.06289899255330551
tcn_clean_20260910_cal,False,False,1814,77,2.893767158995313,2.6594530063832216,1.6899620467803704,1.637579132438635,0.7993384785005513,25.496799782305924,1.742330280965881,0.6183469989465379,1.796986555743234,1.3041056301259941,1.830391236437639,1.7320089837024861,0.052368234185510475
tcn_clean_20260911_raw,False,False,1814,77,4.113977478972065,1.9614191665805134,1.718919417377715,1.6641201925645812,0.7811466372657111,24.927574312542344,1.8064974766349329,1.2136384852008757,1.9374002264193204,3.1228948517434523,1.9796348829201027,3.7154178075254163,0.08757805925721811
tcn_clean_20260911_cal,False,False,1814,77,3.5445323585289925,2.992006844416774,1.7054921341555234,1.6546453033215502,0.8065049614112458,25.799628879255533,1.7911518334824543,1.2136384852008757,1.917109531034512,3.1228948517434523,1.9575786945443847,3.7154178075254163,0.08565969932693089
tcn_clean_20260912_raw,False,False,1814,77,2.540735934931606,1.6712992465962713,1.6595642738866832,1.6229399238455988,0.7750826901874311,23.731125379870456,1.7451855266422358,1.1459063295492657,1.8498273131550078,2.724016386723965,1.8898449748883364,3.3198722000290304,0.08562125275555246
tcn_clean_20260912_cal,False,False,1814,77,2.8850287150034606,2.0009627536164287,1.6610134343089773,1.6222478074606055,0.7965821389195149,25.160385552403906,1.738718049181337,1.1459063295492657,1.8387167689241446,2.724016386723965,1.8764504195901843,3.3198722000290304,0.07770461487235968
