method,sample,h,q,term,n,effect,coefficient,replicate,block_days,refit_first_stage
sequential_ols,all,6,0.1,e_origin,576,0.19275130615779237,0.020260956521694254,163,3,False
sequential_ols,all,6,0.1,downside,576,0.12513607017042694,5314.025054843985,163,3,False
sequential_ols,all,6,0.1,btc_vol,576,-2.1571935639661843,-952.9130427033399,163,3,False
sequential_ols,all,6,0.1,btc_ret,576,-1.446658799344271,-267.50084919468014,163,3,False
sequential_ols,all,6,0.1,account_ls,576,0.7800974809819926,1.3573891511560894,163,3,False
sequential_ols,all,6,0.5,e_origin,576,0.6547232253403623,0.0688209022641076,163,3,False
sequential_ols,all,6,0.5,downside,576,-6.092925707975489,-258742.02238721552,163,3,False
sequential_ols,all,6,0.5,btc_vol,576,3.9312010624296403,1736.558475073011,163,3,False
sequential_ols,all,6,0.5,btc_ret,576,-1.7028963520085996,-314.8815881528528,163,3,False
sequential_ols,all,6,0.5,account_ls,576,0.514154537050888,0.8946417692978901,163,3,False
sequential_ols,matched,1,0.1,e_origin,228,0.11837070572122313,0.012477389526337767,163,3,False
sequential_ols,matched,1,0.1,downside,228,-5.271139508563797,-233295.66773486388,163,3,False
sequential_ols,matched,1,0.1,btc_vol,228,0.47342300622666994,215.13066168727954,163,3,False
sequential_ols,matched,1,0.1,btc_ret,228,1.4235526533170046,225.34515587206408,163,3,False
sequential_ols,matched,1,0.1,account_ls,228,-0.5597264347648078,-0.9429516618913382,163,3,False
sequential_ols,matched,6,0.1,e_origin,228,-0.418954969044743,-0.044161807694864386,163,3,False
sequential_ols,matched,6,0.1,downside,228,1.6196736973929473,71685.23165284959,163,3,False
sequential_ols,matched,6,0.1,btc_vol,228,-3.8353955423238917,-1742.8624507055042,163,3,False
sequential_ols,matched,6,0.1,btc_ret,228,-2.3575653361165054,-373.1972448703264,163,3,False
sequential_ols,matched,6,0.1,account_ls,228,-1.2601551155872583,-2.122939505230221,163,3,False
sequential_ols,matched,12,0.1,e_origin,228,1.8088157477264128,0.19066625081132574,163,3,False
sequential_ols,matched,12,0.1,downside,228,2.1596770098224662,95585.26942411477,163,3,False
sequential_ols,matched,12,0.1,btc_vol,228,-2.535401318275001,-1152.1251736172483,163,3,False
sequential_ols,matched,12,0.1,btc_ret,228,2.810052691868427,444.8249668758774,163,3,False
sequential_ols,matched,12,0.1,account_ls,228,4.07006291334455,6.856693466252287,163,3,False
pca_1,all,6,0.1,e_origin,576,0.2349438797279745,0.02492826327292202,163,3,False
pca_1,all,6,0.1,downside,576,-0.0115044354520178,-488.547052425383,163,3,False
pca_1,all,6,0.1,btc_vol,576,-1.946911429523684,-860.0235626377037,163,3,False
pca_1,all,6,0.1,btc_ret,576,-1.4026245454894652,-259.358500559913,163,3,False
pca_1,all,6,0.1,account_ls,576,0.9199247465776976,1.6006920946760574,163,3,False
pca_1,all,6,0.5,e_origin,576,0.7170707189080952,0.07608339356165005,163,3,False
pca_1,all,6,0.5,downside,576,-5.7677596331699705,-244933.52843220747,163,3,False
pca_1,all,6,0.5,btc_vol,576,3.7628793773717453,1662.2044941689653,163,3,False
pca_1,all,6,0.5,btc_ret,576,-1.626185902546627,-300.69710292213745,163,3,False
pca_1,all,6,0.5,account_ls,576,0.4727958400622144,0.8226766008836705,163,3,False
pca_1,matched,1,0.1,e_origin,228,0.24665981329651365,0.026245509952195233,163,3,False
pca_1,matched,1,0.1,downside,228,-5.169999968244395,-228819.32698256968,163,3,False
pca_1,matched,1,0.1,btc_vol,228,0.4453273102446507,202.3635473145519,163,3,False
pca_1,matched,1,0.1,btc_ret,228,1.4220214678990142,225.10277269369544,163,3,False
pca_1,matched,1,0.1,account_ls,228,-0.6578070867942597,-1.1081847259137998,163,3,False
pca_1,matched,6,0.1,e_origin,228,-0.5258944351858245,-0.055957099164271246,163,3,False
pca_1,matched,6,0.1,downside,228,1.5851443868738309,70156.99690571488,163,3,False
pca_1,matched,6,0.1,btc_vol,228,-3.7780935930370463,-1716.8235677109847,163,3,False
pca_1,matched,6,0.1,btc_ret,228,-2.4154350642263887,-382.35789156000783,163,3,False
pca_1,matched,6,0.1,account_ls,228,-1.1879490258589658,-2.0012964166085836,163,3,False
pca_1,matched,12,0.1,e_origin,228,1.7867217424243746,0.19011375483460374,163,3,False
pca_1,matched,12,0.1,downside,228,1.3385785732074025,59244.2263280353,163,3,False
pca_1,matched,12,0.1,btc_vol,228,-2.020671003853485,-918.2238387104616,163,3,False
pca_1,matched,12,0.1,btc_ret,228,2.4253253533660173,383.9235018959489,163,3,False
pca_1,matched,12,0.1,account_ls,228,4.144822041005086,6.982637569104371,163,3,False
pca_2,all,6,0.1,e_origin,576,1.2502090750735335,0.18591611624691054,163,3,False
pca_2,all,6,0.1,downside,576,-8.056712864797895,-342136.15598532587,163,3,False
pca_2,all,6,0.1,btc_vol,576,3.4627027292056143,1529.6052467344584,163,3,False
pca_2,all,6,0.1,btc_ret,576,-0.5586309414075702,-103.29612710383601,163,3,False
pca_2,all,6,0.1,account_ls,576,2.6889015111439685,4.678755961574871,163,3,False
pca_2,all,6,0.5,e_origin,576,0.26830948202350074,0.03989977184183817,163,3,False
pca_2,all,6,0.5,downside,576,-3.0483868675926873,-129452.71630460094,163,3,False
pca_2,all,6,0.5,btc_vol,576,2.705459346790935,1195.1025355929319,163,3,False
pca_2,all,6,0.5,btc_ret,576,-0.8061613389174892,-149.0668309943548,163,3,False
pca_2,all,6,0.5,account_ls,576,0.48666291661186145,0.8468056613224343,163,3,False
pca_2,matched,1,0.1,e_origin,228,2.7713921940800224,0.40606249997447086,163,3,False
pca_2,matched,1,0.1,downside,228,-4.0120739816983155,-177570.6139139941,163,3,False
pca_2,matched,1,0.1,btc_vol,228,2.202904285326005,1001.033431630534,163,3,False
pca_2,matched,1,0.1,btc_ret,228,0.8726025863213371,138.1310100267572,163,3,False
pca_2,matched,1,0.1,account_ls,228,1.2244770628619215,2.0628339303978662,163,3,False
pca_2,matched,6,0.1,e_origin,228,1.7921131453662957,0.26257919958027354,163,3,False
pca_2,matched,6,0.1,downside,228,-5.874636157343375,-260005.8607441826,163,3,False
pca_2,matched,6,0.1,btc_vol,228,1.3444012848404905,610.9165253420048,163,3,False
pca_2,matched,6,0.1,btc_ret,228,0.05916397167888382,9.365522510827386,163,3,False
pca_2,matched,6,0.1,account_ls,228,2.963888391068584,4.993159712374346,163,3,False
pca_2,matched,12,0.1,e_origin,228,3.5263044018469705,0.5166717233827991,163,3,False
pca_2,matched,12,0.1,downside,228,1.980259113604481,87644.40240024727,163,3,False
pca_2,matched,12,0.1,btc_vol,228,-1.4169688081781966,-643.8923188867172,163,3,False
pca_2,matched,12,0.1,btc_ret,228,-2.0579818191700996,-325.77385370479044,163,3,False
pca_2,matched,12,0.1,account_ls,228,1.3075341154694058,2.202757258873379,163,3,False
ae_selected,all,6,0.1,e_origin,576,1.365116089659383,0.15848074370075274,163,3,False
ae_selected,all,6,0.1,downside,576,-1.894078582285002,-80433.89111067475,163,3,False
ae_selected,all,6,0.1,btc_vol,576,0.03371657764971016,14.893872823659315,163,3,False
ae_selected,all,6,0.1,btc_ret,576,-0.5006365671879212,-92.57242061596062,163,3,False
ae_selected,all,6,0.1,account_ls,576,-2.3141073759370654,-4.0266047811783245,163,3,False
ae_selected,all,6,0.5,e_origin,576,1.9289632414961093,0.2239395838928217,163,3,False
ae_selected,all,6,0.5,downside,576,0.5026334191810803,21344.817519780092,163,3,False
