mode,definition,reference,calibration,n,block_days,difference_bp,improvement_pct,improvement_lo,improvement_hi,p_centered_boot,winning_months
available_macro,CAP,ar_quantile,calibrated,1088,5,-0.07965557098555558,5.743017095297365,1.4873497188892872,9.108690195334944,0.011,4
available_macro,CAP,ar_quantile,calibrated,1088,10,-0.07965557098555558,5.743017095297365,1.988390708548169,8.684757563758376,0.002,4
available_macro,CAP,dynamics_vol,calibrated,1088,1,-0.017813724833712987,1.3442729534518305,-1.5411437797652265,4.438101535908854,0.385,3
available_macro,CAP,dynamics_vol,calibrated,1088,5,-0.017813724833712987,1.3442729534518305,-2.1786055752185334,5.227875619746053,0.4815,3
available_macro,CAP,dynamics_vol,calibrated,1088,10,-0.017813724833712987,1.3442729534518305,-1.8733200489347859,4.867606626312172,0.4555,3
available_macro,CAP,threshold,calibrated,1088,1,-0.049405114929518414,3.6414357696951893,0.6692605070431892,6.739048087593465,0.0195,3
available_macro,CAP,threshold,calibrated,1088,5,-0.049405114929518414,3.6414357696951893,0.8307820028216484,6.603253028691261,0.0085,3
available_macro,CAP,threshold,calibrated,1088,10,-0.049405114929518414,3.6414357696951893,0.8662523829762817,6.632076252472715,0.0115,3
available_macro,CAP,linear,calibrated,1088,1,-0.09266882043448886,6.619145083851574,3.2743495812069345,9.783483989703834,0.002,4
available_macro,CAP,linear,calibrated,1088,5,-0.09266882043448886,6.619145083851574,2.1015249567928915,10.785344311312869,0.0145,4
available_macro,CAP,linear,calibrated,1088,10,-0.09266882043448886,6.619145083851574,2.4159410335270857,10.23346494285835,0.007,4
available_macro,EQ,persistence,raw,1088,1,-0.34921366400875836,16.407231787651334,11.128227497760138,21.235790480501564,0.0005,4
available_macro,EQ,persistence,raw,1088,5,-0.34921366400875836,16.407231787651334,12.037434108328368,20.758584372738785,0.0005,4
available_macro,EQ,persistence,raw,1088,10,-0.34921366400875836,16.407231787651334,12.76732186526079,20.263049385174668,0.0005,4
available_macro,EQ,ar_quantile,raw,1088,1,-0.21873300165058795,10.947968109676886,4.6247166424227135,17.74671395911336,0.014,4
available_macro,EQ,ar_quantile,raw,1088,5,-0.21873300165058795,10.947968109676886,4.734014340816571,17.669433914965975,0.011,4
available_macro,EQ,ar_quantile,raw,1088,10,-0.21873300165058795,10.947968109676886,5.008469689535714,16.714667094202238,0.003,4
available_macro,EQ,dynamics_vol,raw,1088,1,-0.12509528542502518,6.56911384059935,-0.8056564511799361,14.023495042855698,0.116,3
available_macro,EQ,dynamics_vol,raw,1088,5,-0.12509528542502518,6.56911384059935,-0.6190736988147424,13.928831183296957,0.124,3
available_macro,EQ,dynamics_vol,raw,1088,10,-0.12509528542502518,6.56911384059935,-0.11102757130652352,12.782654357210262,0.0755,3
available_macro,EQ,threshold,raw,1088,1,-0.11313210975023492,5.978450892958476,1.288196772533463,11.588635969500032,0.034,2
available_macro,EQ,threshold,raw,1088,5,-0.11313210975023492,5.978450892958476,1.844871755400233,11.272491220361657,0.015,2
available_macro,EQ,threshold,raw,1088,10,-0.11313210975023492,5.978450892958476,2.4791684243586736,10.02957536997514,0.003,2
available_macro,EQ,linear,raw,1088,1,-0.20163345862555127,10.179226290849764,4.174457975667657,16.835822077007975,0.0155,4
available_macro,EQ,linear,raw,1088,5,-0.20163345862555127,10.179226290849764,4.003618861378149,16.81571570498155,0.0145,4
available_macro,EQ,linear,raw,1088,10,-0.20163345862555127,10.179226290849764,4.253989126190974,15.827969478046427,0.0055,4
available_macro,EQ,persistence,calibrated,1088,1,-0.3993453532062246,19.100340396976602,15.400194830060355,22.994454935982294,0.0005,4
available_macro,EQ,persistence,calibrated,1088,5,-0.3993453532062246,19.100340396976602,14.841485394952441,23.39008318245022,0.0005,4
available_macro,EQ,persistence,calibrated,1088,10,-0.3993453532062246,19.100340396976602,15.269305843353003,22.919985407130483,0.0005,4
available_macro,EQ,ar_quantile,calibrated,1088,1,-0.2166319721424072,11.353503702915713,7.653355595134407,14.810080109187567,0.0005,3
available_macro,EQ,ar_quantile,calibrated,1088,5,-0.2166319721424072,11.353503702915713,7.520036633276842,14.896308273282576,0.0005,3
available_macro,EQ,ar_quantile,calibrated,1088,10,-0.2166319721424072,11.353503702915713,7.455029741979207,14.743989085055185,0.0005,3
available_macro,EQ,dynamics_vol,calibrated,1088,1,-0.14324183715705743,7.807487719216322,4.582153727023788,10.763072062365104,0.0005,4
available_macro,EQ,dynamics_vol,calibrated,1088,5,-0.14324183715705743,7.807487719216322,4.492681998179759,11.095911210056405,0.001,4
available_macro,EQ,dynamics_vol,calibrated,1088,10,-0.14324183715705743,7.807487719216322,4.291682423500653,10.918917818888797,0.0005,4
available_macro,EQ,threshold,calibrated,1088,1,-0.05689405680261167,3.254204052167553,-1.2062835181741225,8.636945072970107,0.208,3
available_macro,EQ,threshold,calibrated,1088,5,-0.05689405680261167,3.254204052167553,-1.0381749547867956,8.78054542387862,0.2015,3
available_macro,EQ,threshold,calibrated,1088,10,-0.05689405680261167,3.254204052167553,-0.5508668702826564,7.716413113600485,0.138,3
available_macro,EQ,linear,calibrated,1088,1,-0.20156323810845178,10.647854090670283,7.146055397746315,13.950529633060642,0.0005,3
available_macro,EQ,linear,calibrated,1088,5,-0.20156323810845178,10.647854090670283,7.139189453667777,14.00070476950944,0.0005,3
available_macro,EQ,linear,calibrated,1088,10,-0.20156323810845178,10.647854090670283,7.1255570821267495,13.82538570788911,0.0005,3
available_macro,PCA,persistence,raw,1088,1,-0.4073928974203203,19.31832795836266,14.121631944328335,24.05703959256562,0.0005,4
available_macro,PCA,persistence,raw,1088,5,-0.4073928974203203,19.31832795836266,15.059318868016817,23.467016193533098,0.0005,4
available_macro,PCA,persistence,raw,1088,10,-0.4073928974203203,19.31832795836266,16.006280693172332,22.96516687136936,0.0005,4
available_macro,PCA,ar_quantile,raw,1088,1,-0.2798156568079654,14.123086804982844,8.060249268056008,20.569870302764375,0.0045,4
available_macro,PCA,ar_quantile,raw,1088,5,-0.2798156568079654,14.123086804982844,8.301991399459224,20.229504424699893,0.002,4
available_macro,PCA,ar_quantile,raw,1088,10,-0.2798156568079654,14.123086804982844,8.571426835636444,19.447273611467168,0.0005,4
available_macro,PCA,dynamics_vol,raw,1088,1,-0.18609682486443105,9.85919767536304,3.50578289316449,16.677071230692928,0.025,4
available_macro,PCA,dynamics_vol,raw,1088,5,-0.18609682486443105,9.85919767536304,3.699418992892971,16.774871438317486,0.0215,4
available_macro,PCA,dynamics_vol,raw,1088,10,-0.18609682486443105,9.85919767536304,4.183597763960434,15.728292498639494,0.009,4
available_macro,PCA,threshold,raw,1088,1,-0.049117726177601975,2.8058193641608,-1.6698437095273648,8.124418641134488,0.2735,3
available_macro,PCA,threshold,raw,1088,5,-0.049117726177601975,2.8058193641608,-1.504855254313993,8.263190073312048,0.278,3
available_macro,PCA,threshold,raw,1088,10,-0.049117726177601975,2.8058193641608,-0.5850270745477463,6.9423963483321325,0.1765,3
available_macro,PCA,linear,raw,1088,1,-0.25880439357746615,13.202602293119892,7.618568077589579,19.272504123738155,0.0055,4
available_macro,PCA,linear,raw,1088,5,-0.25880439357746615,13.202602293119892,7.530091709441326,19.326614167547497,0.004,4
available_macro,PCA,linear,raw,1088,10,-0.25880439357746615,13.202602293119892,7.884892930243758,18.443518231674425,0.0005,4
available_macro,PCA,persistence,calibrated,1088,1,-0.42543617761774005,20.53094996040269,16.81506391237617,24.39599171346111,0.0005,4
available_macro,PCA,persistence,calibrated,1088,5,-0.42543617761774005,20.53094996040269,16.51784353202356,24.50994281135147,0.0005,4
available_macro,PCA,persistence,calibrated,1088,10,-0.42543617761774005,20.53094996040269,16.981119667507855,24.17007386240891,0.0005,4
available_macro,PCA,ar_quantile,calibrated,1088,1,-0.2473098907168787,13.057243304720012,9.239389194072348,16.61927391085728,0.0005,3
available_macro,PCA,ar_quantile,calibrated,1088,5,-0.2473098907168787,13.057243304720012,9.328744806652518,16.516009304121326,0.0005,3
available_macro,PCA,ar_quantile,calibrated,1088,10,-0.2473098907168787,13.057243304720012,9.325293050459498,16.32867203276916,0.0005,3
available_macro,PCA,dynamics_vol,calibrated,1088,1,-0.17323452112858262,9.518546052581057,6.274925101038345,12.459050020407526,0.0005,4
available_macro,PCA,dynamics_vol,calibrated,1088,5,-0.17323452112858262,9.518546052581057,6.318571898335815,12.699287354014265,0.0005,4
available_macro,PCA,dynamics_vol,calibrated,1088,10,-0.17323452112858262,9.518546052581057,6.148665275327145,12.526803280108151,0.0005,4
available_macro,PCA,threshold,calibrated,1088,1,-0.07373478641508757,4.285738649627868,0.0025190855622765082,9.424815883281132,0.0805,4
available_macro,PCA,threshold,calibrated,1088,5,-0.07373478641508757,4.285738649627868,0.29335336642280835,9.86726208697699,0.0775,4
available_macro,PCA,threshold,calibrated,1088,10,-0.07373478641508757,4.285738649627868,0.6822187055570142,8.697059466058542,0.043,4
available_macro,PCA,linear,calibrated,1088,1,-0.22822239286539603,12.172145453699446,8.654817692545734,15.478204912834153,0.0005,4
available_macro,PCA,linear,calibrated,1088,5,-0.22822239286539603,12.172145453699446,8.687328024942623,15.506647556818175,0.0005,4
available_macro,PCA,linear,calibrated,1088,10,-0.22822239286539603,12.172145453699446,8.631033630584623,15.264905930721987,0.0005,4
strict,EQ,persistence,raw,467,1,-0.2531347832671441,11.535171466350702,2.3798345332591038,20.31018547145503,0.015,3
strict,EQ,persistence,raw,467,5,-0.2531347832671441,11.535171466350702,3.863934518533141,18.854959088036416,0.0015,3
strict,EQ,persistence,raw,467,10,-0.2531347832671441,11.535171466350702,5.761488364267923,18.3146720718646,0.0005,3
strict,EQ,ar_quantile,raw,467,1,-0.13095397770218645,6.319319590443406,-3.6075464921778697,15.55669387130807,0.261,3
strict,EQ,ar_quantile,raw,467,5,-0.13095397770218645,6.319319590443406,-4.111478095668434,14.804455516094905,0.241,3
strict,EQ,ar_quantile,raw,467,10,-0.13095397770218645,6.319319590443406,-3.115096809488839,14.034606722462003,0.196,3
strict,EQ,dynamics_vol,raw,467,1,-0.09675516416702087,4.747366226742744,-5.054042903741665,13.596267181183073,0.362,3
strict,EQ,dynamics_vol,raw,467,5,-0.09675516416702087,4.747366226742744,-5.03610095290496,13.052181226682968,0.351,3
strict,EQ,dynamics_vol,raw,467,10,-0.09675516416702087,4.747366226742744,-4.007390966205522,12.13280726992246,0.331,3
strict,EQ,threshold,raw,467,1,-0.05362962486349718,2.688261903342415,-2.127333800712134,7.434058953468941,0.2785,3
strict,EQ,threshold,raw,467,5,-0.05362962486349718,2.688261903342415,-2.307518942751813,7.480824875253126,0.31,3
strict,EQ,threshold,raw,467,10,-0.05362962486349718,2.688261903342415,-1.7802523756062212,7.2780796642518135,0.276,3
strict,EQ,linear,raw,467,1,-0.1982235991887343,9.264736093867343,-0.19493629321344186,17.62119417872344,0.079,3
strict,EQ,linear,raw,467,5,-0.1982235991887343,9.264736093867343,0.24160731535889535,16.90115977453713,0.0715,3
strict,EQ,linear,raw,467,10,-0.1982235991887343,9.264736093867343,0.7459588655470862,15.679970239924636,0.037,3
strict,EQ,persistence,calibrated,467,1,-0.2417710761125896,11.384859377882318,4.074994502091888,18.05204269785288,0.0035,3
strict,EQ,persistence,calibrated,467,5,-0.2417710761125896,11.384859377882318,4.266949986714242,18.198155219198622,0.0015,3
strict,EQ,persistence,calibrated,467,10,-0.2417710761125896,11.384859377882318,4.622276192887422,18.060279185920987,0.001,3
strict,EQ,ar_quantile,calibrated,467,1,-0.11099461799716948,5.569662252144203,-2.2230547230755615,12.607160098751823,0.1575,3
strict,EQ,ar_quantile,calibrated,467,5,-0.11099461799716948,5.569662252144203,-1.0376017834413054,11.267737055689647,0.0985,3
strict,EQ,ar_quantile,calibrated,467,10,-0.11099461799716948,5.569662252144203,-0.034456860529134485,10.37082712407708,0.055,3
strict,EQ,dynamics_vol,calibrated,467,1,-0.10114978547903825,5.100851474511736,-1.9009917227871114,11.788675836053166,0.156,3
strict,EQ,dynamics_vol,calibrated,467,5,-0.10114978547903825,5.100851474511736,-0.5512880645441917,10.523355801712286,0.091,3
strict,EQ,dynamics_vol,calibrated,467,10,-0.10114978547903825,5.100851474511736,-0.1930629792282178,9.71252016026637,0.062,3
strict,EQ,threshold,calibrated,467,1,0.04605216723098775,-2.5085665667131662,-7.009283556267218,1.8503099064171475,0.267,2
strict,EQ,threshold,calibrated,467,5,0.04605216723098775,-2.5085665667131662,-7.7902827540234885,2.780215851254725,0.353,2
strict,EQ,threshold,calibrated,467,10,0.04605216723098775,-2.5085665667131662,-8.247961109608578,2.9221104735653527,0.397,2
strict,EQ,linear,calibrated,467,1,-0.16894284744977062,8.237935406039975,1.0585391547619623,14.419643988321868,0.0275,3
strict,EQ,linear,calibrated,467,5,-0.16894284744977062,8.237935406039975,2.9257938010061397,13.441142019503936,0.0125,3
strict,EQ,linear,calibrated,467,10,-0.16894284744977062,8.237935406039975,3.748405549839545,12.105537668370097,0.0005,3
