month,method,feature,bin,n,residual_mean_bp,cuts,scenario
2025-08,joint_ols,m,2,178,2.188559655248401,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_ols,m,3,76,0.1930592566033311,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_ols,m,4,8,-2.579405345428416,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_ols,g,0,167,3.0405466794331573,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_ols,g,1,83,1.4413116158328911,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_ols,g,2,34,1.4069158831281368,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_ols,g,3,36,-0.1540046359732471,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_ols,g,4,37,-5.472821604776394,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,pca,m,0,24,0.7675983167881958,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,pca,m,1,71,1.1825939830159995,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,pca,m,2,178,2.1142437718344693,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,pca,m,3,76,-0.0957599551750062,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,pca,m,4,8,-3.03282538556822,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,pca,g,0,167,2.918699218133601,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,pca,g,1,83,1.3151988227234883,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,pca,g,2,34,1.3600809545273314,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,pca,g,3,36,0.0611255952050819,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,pca,g,4,37,-5.347188688917058,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_xgb,m,0,24,2.11593393482694,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_xgb,m,1,71,1.7143855593714008,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_xgb,m,2,178,1.5383321867329711,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_xgb,m,3,76,-0.8123401386864372,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_xgb,m,4,8,-3.707159516348536,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_xgb,g,0,167,2.409171678581683,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_xgb,g,1,83,0.8858962397234661,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_xgb,g,2,34,1.3988503434707813,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_xgb,g,3,36,0.7104734864883437,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_xgb,g,4,37,-5.245060099812115,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_mlp,m,0,24,0.7638509861304043,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_mlp,m,1,71,1.1838181552006506,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_mlp,m,2,178,2.117019653689892,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_mlp,m,3,76,-0.0955702110033845,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_mlp,m,4,8,-3.041652127095226,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_mlp,g,0,167,2.9201815926348824,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_mlp,g,1,83,1.3174475215228645,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_mlp,g,2,34,1.3633644908128044,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_mlp,g,3,36,0.0623634688289247,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_mlp,g,4,37,-5.351391617074111,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_spline,m,0,24,2.2596088781937893,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_spline,m,1,71,2.2151557297442968,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_spline,m,2,178,1.383185227201413,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_spline,m,3,76,-1.9160865336932773,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_spline,m,4,8,-4.533728392606392,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_spline,g,0,167,1.5829389401264375,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_spline,g,1,83,0.4842289420143629,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_spline,g,2,34,1.3731587378628058,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_spline,g,3,36,1.7916418945476973,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_spline,g,4,37,-3.7812722662311455,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_xgb,m,0,24,1.923336470630916,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_xgb,m,1,71,1.647346889311432,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_xgb,m,2,178,1.5355324187867612,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_xgb,m,3,76,-0.4599679798583085,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_xgb,m,4,8,-2.830897873673269,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_xgb,g,0,167,2.730297333108016,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_xgb,g,1,83,1.069672884407824,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_xgb,g,2,34,1.393568266818508,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_xgb,g,3,36,0.2515789542958416,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_xgb,g,4,37,-6.0091605929645455,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_mlp,m,0,24,0.4175754210659033,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_mlp,m,1,71,1.0361796225002626,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_mlp,m,2,178,2.1885039647464057,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_mlp,m,3,76,0.1930035694541269,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_mlp,m,4,8,-2.5794610322252858,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_mlp,g,0,167,3.0404909929527264,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_mlp,g,1,83,1.4412559269101703,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_mlp,g,2,34,1.4068601918302652,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_mlp,g,3,36,-0.1540603319697092,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_mlp,g,4,37,-5.472877304845864,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_tensor,m,0,24,2.2721617729051187,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_tensor,m,1,71,1.7848785989375016,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_tensor,m,2,178,1.7753321885196978,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_tensor,m,3,76,-0.7325681274546598,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_tensor,m,4,8,-2.854627582608593,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_tensor,g,0,167,2.361184563302671,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_tensor,g,1,83,0.9062969745641538,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_tensor,g,2,34,0.985642165305902,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_tensor,g,3,36,1.0941865512522753,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_tensor,g,4,37,-3.3429142200671524,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_selected,m,0,24,2.11593393482694,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_selected,m,1,71,1.7143855593714008,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_selected,m,2,178,1.5383321867329711,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_selected,m,3,76,-0.8123401386864372,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_selected,m,4,8,-3.707159516348536,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_selected,g,0,167,2.409171678581683,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_selected,g,1,83,0.8858962397234661,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_selected,g,2,34,1.3988503434707813,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_selected,g,3,36,0.7104734864883437,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_selected,g,4,37,-5.245060099812115,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_shrunk,m,0,24,2.11593393482694,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_shrunk,m,1,71,1.7143855593714008,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_shrunk,m,2,178,1.5383321867329711,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_shrunk,m,3,76,-0.8123401386864372,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_shrunk,m,4,8,-3.707159516348536,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,seq_shrunk,g,0,167,2.409171678581683,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_shrunk,g,1,83,0.8858962397234661,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_shrunk,g,2,34,1.3988503434707813,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_shrunk,g,3,36,0.7104734864883437,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,seq_shrunk,g,4,37,-5.245060099812115,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_selected,m,0,24,0.4175754210659033,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_selected,m,1,71,1.0361796225002626,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_selected,m,2,178,2.1885039647464057,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_selected,m,3,76,0.1930035694541269,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_selected,m,4,8,-2.5794610322252858,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_selected,g,0,167,3.0404909929527264,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_selected,g,1,83,1.4412559269101703,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_selected,g,2,34,1.4068601918302652,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_selected,g,3,36,-0.1540603319697092,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_selected,g,4,37,-5.472877304845864,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_shrunk,m,0,24,0.4175754210659033,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_shrunk,m,1,71,1.0361796225002626,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_shrunk,m,2,178,2.1885039647464057,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_shrunk,m,3,76,0.1930035694541269,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_shrunk,m,4,8,-2.5794610322252858,"[-126.50664618745843, -41.40261622423078, 63.826953282859215, 136.6620644165647]",clock_UTC_quote
2025-08,joint_shrunk,g,0,167,3.0404909929527264,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_shrunk,g,1,83,1.4412559269101703,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_shrunk,g,2,34,1.4068601918302652,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_shrunk,g,3,36,-0.1540603319697092,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-08,joint_shrunk,g,4,37,-5.472877304845864,"[1.9999999999997797, 2.9999999999996696, 3.9999999999995595, 6.000000000000449]",clock_UTC_quote
2025-09,sequential_ols,m,1,43,1.1736816116068676,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,sequential_ols,m,2,151,0.0470316932952581,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,sequential_ols,m,3,66,-0.4706043358024354,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,sequential_ols,m,4,114,1.6335881343123808,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,sequential_ols,g,0,9,0.737371104945416,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,sequential_ols,g,1,60,1.0173688693221068,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,sequential_ols,g,2,80,0.111378399932654,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,sequential_ols,g,3,70,1.1932536541646126,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,sequential_ols,g,4,155,0.3395016531958684,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,joint_ols,m,1,43,1.154795443462207,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,joint_ols,m,2,151,0.0517222527832586,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,joint_ols,m,3,66,-0.4452636795549209,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,joint_ols,m,4,114,1.693770071917842,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,joint_ols,g,0,9,0.7601487137949161,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,joint_ols,g,1,60,1.0323164556022566,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,joint_ols,g,2,80,0.1297001951332613,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,joint_ols,g,3,70,1.212178167798839,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,joint_ols,g,4,155,0.3687731385179802,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,pca,m,1,43,1.1684266321294845,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,pca,m,2,151,0.0462289171850647,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,pca,m,3,66,-0.4613435121208779,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,pca,m,4,114,1.6331547961866748,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,pca,g,0,9,0.7400525777454968,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,pca,g,1,60,1.014473761542227,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,pca,g,2,80,0.1126470774144167,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,pca,g,3,70,1.1908136133026512,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,pca,g,4,155,0.342298507259571,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_xgb,m,1,43,0.8396766757299162,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_xgb,m,2,151,-0.3263415966678539,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_xgb,m,3,66,-0.8194559786399489,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_xgb,m,4,114,1.4085076114113433,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_xgb,g,0,9,0.2262122419458217,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_xgb,g,1,60,0.553820124236717,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_xgb,g,2,80,-0.2837308006510609,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_xgb,g,3,70,0.8725352628218505,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_xgb,g,4,155,0.1269043038260444,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_mlp,m,1,43,1.1736816112051696,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_mlp,m,2,151,0.047031693394979,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_mlp,m,3,66,-0.4706043352635337,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_mlp,m,4,114,1.6335881355923367,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_mlp,g,0,9,0.737371105429829,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_mlp,g,1,60,1.017368869639985,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_mlp,g,2,80,0.1113784003222956,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_mlp,g,3,70,1.1932536545670742,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_mlp,g,4,155,0.3395016538183928,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_spline,m,1,43,1.5300662920133206,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_spline,m,2,151,-0.6150390806581979,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_spline,m,3,66,-1.2747936638606017,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_spline,m,4,114,2.4793053937237195,"[-111.77033250585522, -18.791084915962266, 50.55019301740904, 110.02482053949603]",clock_UTC_quote
2025-09,seq_spline,g,0,9,-0.7107098243232046,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_spline,g,1,60,-0.0666872190725217,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
2025-09,seq_spline,g,2,80,-0.5901295620480604,"[0.9999999999998899, 1.9999999999997797, 3.9999999999995595, 4.999999999999449]",clock_UTC_quote
