scenario,model,baseline,block_days,delta_rmse_bp,relative_rmse_pct,rmse_ci_low,rmse_ci_high,delta_mae_bp,mae_ci_low,mae_ci_high
clock_UTC_quote,joint_mlp,sequential_ols,3,0.3318186933886693,3.4466109193643346,0.09094458686184796,0.5832504895940311,0.2749684300995989,0.09788291837284797,0.45975968744829615
clock_UTC_quote,joint_ols,sequential_ols,3,0.0029941190040290167,0.031100005692197286,-0.001298878433488726,0.007033444368741601,0.0024954538892183464,-0.0013522840899787612,0.006133474446737749
clock_UTC_quote,joint_selected,sequential_ols,3,0.478891687332915,4.974262606781732,0.21137450814205722,0.7838017414864656,0.3630588545037172,0.15387357900660245,0.6040475171679998
clock_UTC_quote,joint_shrunk,sequential_ols,3,0.478891687332915,4.974262606781732,0.21137450814205722,0.7838017414864656,0.3630588545037172,0.15387357900660245,0.6040475171679998
clock_UTC_quote,joint_tensor,sequential_ols,3,0.8551906427588154,8.882891368685586,0.25514351097244514,1.645052576691135,0.5807212570290181,0.1971111124488168,1.0745302488172426
clock_UTC_quote,joint_xgb,sequential_ols,3,0.17771304643105168,1.8459108499511823,0.0028661080190729668,0.3554398478903685,0.11981681412281286,-0.03134180885133424,0.2748983319261422
clock_UTC_quote,pca,sequential_ols,3,-0.08172426127923416,-0.8488724020501714,-0.08754514125133062,-0.07605267971929859,-0.06413334522838365,-0.0702029553875807,-0.05846834358879192
clock_UTC_quote,seq_mlp,sequential_ols,3,0.07872040222068755,0.8176712261137364,-0.09486195445548336,0.24905829032047455,0.07093599358139357,-0.08553926410182415,0.2327964039734052
clock_UTC_quote,seq_selected,sequential_ols,3,0.14537335252806116,1.5099974600313537,-0.05183497531129411,0.33676218982132944,0.10902507793078886,-0.06735500378450066,0.2883361703037786
clock_UTC_quote,seq_shrunk,sequential_ols,3,0.12843571776712537,1.3340657296063263,-0.040399049079746965,0.3088299132318557,0.05064839947212363,-0.10148916863349389,0.21311391798445975
clock_UTC_quote,seq_spline,sequential_ols,3,0.05615404729092788,0.5832738070989718,-0.08542987058270404,0.20108124256232005,0.03333327265098074,-0.09484978377138051,0.17193873392525802
clock_UTC_quote,seq_xgb,sequential_ols,3,0.14506630786108943,1.506808177682295,-0.039246014433675126,0.33021603927241405,0.09579831023557084,-0.06429880176235454,0.262194938023918
clock_UTC_quote,joint_mlp,joint_ols,3,0.3288245743846403,3.4144490198325883,0.08941708205038665,0.576199526934296,0.2724729762103806,0.09749124756368006,0.4559228631285983
clock_UTC_quote,joint_selected,joint_ols,3,0.47589756832888597,4.941625755198387,0.20763282655135865,0.7798260537034243,0.3605634006144989,0.1518746460454608,0.6032499384945197
clock_UTC_quote,joint_shrunk,joint_ols,3,0.47589756832888597,4.941625755198387,0.20763282655135865,0.7798260537034243,0.3605634006144989,0.1518746460454608,0.6032499384945197
clock_UTC_quote,joint_tensor,joint_ols,3,0.8521965237547864,8.849039311263862,0.2524901083562092,1.6416405248833053,0.5782258031397998,0.1947133990277948,1.0703738641006202
clock_UTC_quote,joint_xgb,joint_ols,3,0.17471892742702266,1.814246613458903,0.0025563654789720687,0.3487826354258451,0.11732136023359452,-0.031904622141955954,0.26843320606368154
clock_UTC_quote,pca,joint_ols,3,-0.08471838028326317,-0.8796988213588541,-0.09185179865803406,-0.07749963883961279,-0.066628799117602,-0.07380828069068453,-0.05992272463329238
clock_UTC_quote,seq_mlp,joint_ols,3,0.07572628321665853,0.7863266727815565,-0.09742245555335108,0.24399061664633834,0.06844053969217523,-0.0844936931711086,0.22908314360260967
clock_UTC_quote,seq_selected,joint_ols,3,0.14237923352403214,1.4784376601427063,-0.052402942570804446,0.3315898068480851,0.10652962404157051,-0.06866913654322793,0.2858485187661965
clock_UTC_quote,seq_shrunk,joint_ols,3,0.12544159876309635,1.3025606274848167,-0.041237441963988306,0.30417543765955435,0.04815294558290528,-0.10155061292912489,0.20895910382847138
clock_UTC_quote,seq_spline,joint_ols,3,0.05315992828689886,0.5520021287133359,-0.08462779019939903,0.19516882892788912,0.030837818761762392,-0.09500916759064386,0.16705094390799488
clock_UTC_quote,seq_xgb,joint_ols,3,0.1420721888570604,1.4752493693522384,-0.04043801900365893,0.3253377925205931,0.09330285634635249,-0.06386736829200952,0.25727399364857695
clock_UTC_quote,sequential_ols,joint_ols,3,-0.0029941190040290167,-0.031090336595751555,-0.007033444368741604,0.0012988784334887252,-0.0024954538892183464,-0.0061334744467377526,0.0013522840899787578
clock_UTC_quote,joint_mlp,sequential_ols,7,0.3318186933886693,3.4466109193643346,0.12377503338998644,0.5504996432731682,0.2749684300995989,0.12295021382427784,0.4185022080064948
clock_UTC_quote,joint_ols,sequential_ols,7,0.0029941190040290167,0.031100005692197286,0.0004013292701122051,0.005555034060372941,0.0024954538892183464,8.34770594412504e-05,0.004885680602374437
