scope,sample,h,method,n,days,scenario
full_macro,matched,12,pca,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,seq_xgb,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,seq_mlp,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,seq_spline,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,joint_xgb,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,joint_mlp,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,joint_tensor,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,seq_selected,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,seq_shrunk,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,joint_selected,188,123,clock_FXUTC_USNY_quote
full_macro,matched,12,joint_shrunk,188,123,clock_FXUTC_USNY_quote
core,all,1,sequential_ols,2516,198,clock_FXKST_USNY_quote
core,all,1,joint_ols,2516,198,clock_FXKST_USNY_quote
core,all,1,pca,2516,198,clock_FXKST_USNY_quote
core,all,1,seq_xgb,2516,198,clock_FXKST_USNY_quote
core,all,1,seq_mlp,2516,198,clock_FXKST_USNY_quote
core,all,1,seq_spline,2516,198,clock_FXKST_USNY_quote
core,all,1,joint_xgb,2516,198,clock_FXKST_USNY_quote
core,all,1,joint_mlp,2516,198,clock_FXKST_USNY_quote
core,all,1,joint_tensor,2516,198,clock_FXKST_USNY_quote
core,all,1,seq_selected,2516,198,clock_FXKST_USNY_quote
core,all,1,seq_shrunk,2516,198,clock_FXKST_USNY_quote
core,all,1,joint_selected,2516,198,clock_FXKST_USNY_quote
core,all,1,joint_shrunk,2516,198,clock_FXKST_USNY_quote
core,matched,1,sequential_ols,723,163,clock_FXKST_USNY_quote
core,matched,1,joint_ols,723,163,clock_FXKST_USNY_quote
core,matched,1,pca,723,163,clock_FXKST_USNY_quote
core,matched,1,seq_xgb,723,163,clock_FXKST_USNY_quote
core,matched,1,seq_mlp,723,163,clock_FXKST_USNY_quote
core,matched,1,seq_spline,723,163,clock_FXKST_USNY_quote
core,matched,1,joint_xgb,723,163,clock_FXKST_USNY_quote
core,matched,1,joint_mlp,723,163,clock_FXKST_USNY_quote
core,matched,1,joint_tensor,723,163,clock_FXKST_USNY_quote
core,matched,1,seq_selected,723,163,clock_FXKST_USNY_quote
core,matched,1,seq_shrunk,723,163,clock_FXKST_USNY_quote
core,matched,1,joint_selected,723,163,clock_FXKST_USNY_quote
core,matched,1,joint_shrunk,723,163,clock_FXKST_USNY_quote
core,all,6,sequential_ols,1719,163,clock_FXKST_USNY_quote
core,all,6,joint_ols,1719,163,clock_FXKST_USNY_quote
core,all,6,pca,1719,163,clock_FXKST_USNY_quote
core,all,6,seq_xgb,1719,163,clock_FXKST_USNY_quote
core,all,6,seq_mlp,1719,163,clock_FXKST_USNY_quote
core,all,6,seq_spline,1719,163,clock_FXKST_USNY_quote
core,all,6,joint_xgb,1719,163,clock_FXKST_USNY_quote
core,all,6,joint_mlp,1719,163,clock_FXKST_USNY_quote
core,all,6,joint_tensor,1719,163,clock_FXKST_USNY_quote
core,all,6,seq_selected,1719,163,clock_FXKST_USNY_quote
core,all,6,seq_shrunk,1719,163,clock_FXKST_USNY_quote
core,all,6,joint_selected,1719,163,clock_FXKST_USNY_quote
core,all,6,joint_shrunk,1719,163,clock_FXKST_USNY_quote
core,matched,6,sequential_ols,723,163,clock_FXKST_USNY_quote
core,matched,6,joint_ols,723,163,clock_FXKST_USNY_quote
core,matched,6,pca,723,163,clock_FXKST_USNY_quote
core,matched,6,seq_xgb,723,163,clock_FXKST_USNY_quote
core,matched,6,seq_mlp,723,163,clock_FXKST_USNY_quote
core,matched,6,seq_spline,723,163,clock_FXKST_USNY_quote
core,matched,6,joint_xgb,723,163,clock_FXKST_USNY_quote
core,matched,6,joint_mlp,723,163,clock_FXKST_USNY_quote
core,matched,6,joint_tensor,723,163,clock_FXKST_USNY_quote
core,matched,6,seq_selected,723,163,clock_FXKST_USNY_quote
core,matched,6,seq_shrunk,723,163,clock_FXKST_USNY_quote
core,matched,6,joint_selected,723,163,clock_FXKST_USNY_quote
core,matched,6,joint_shrunk,723,163,clock_FXKST_USNY_quote
core,all,12,sequential_ols,1344,164,clock_FXKST_USNY_quote
core,all,12,joint_ols,1344,164,clock_FXKST_USNY_quote
core,all,12,pca,1344,164,clock_FXKST_USNY_quote
core,all,12,seq_xgb,1344,164,clock_FXKST_USNY_quote
core,all,12,seq_mlp,1344,164,clock_FXKST_USNY_quote
core,all,12,seq_spline,1344,164,clock_FXKST_USNY_quote
core,all,12,joint_xgb,1344,164,clock_FXKST_USNY_quote
core,all,12,joint_mlp,1344,164,clock_FXKST_USNY_quote
core,all,12,joint_tensor,1344,164,clock_FXKST_USNY_quote
core,all,12,seq_selected,1344,164,clock_FXKST_USNY_quote
core,all,12,seq_shrunk,1344,164,clock_FXKST_USNY_quote
core,all,12,joint_selected,1344,164,clock_FXKST_USNY_quote
core,all,12,joint_shrunk,1344,164,clock_FXKST_USNY_quote
core,matched,12,sequential_ols,723,163,clock_FXKST_USNY_quote
core,matched,12,joint_ols,723,163,clock_FXKST_USNY_quote
core,matched,12,pca,723,163,clock_FXKST_USNY_quote
core,matched,12,seq_xgb,723,163,clock_FXKST_USNY_quote
core,matched,12,seq_mlp,723,163,clock_FXKST_USNY_quote
core,matched,12,seq_spline,723,163,clock_FXKST_USNY_quote
core,matched,12,joint_xgb,723,163,clock_FXKST_USNY_quote
core,matched,12,joint_mlp,723,163,clock_FXKST_USNY_quote
core,matched,12,joint_tensor,723,163,clock_FXKST_USNY_quote
core,matched,12,seq_selected,723,163,clock_FXKST_USNY_quote
core,matched,12,seq_shrunk,723,163,clock_FXKST_USNY_quote
core,matched,12,joint_selected,723,163,clock_FXKST_USNY_quote
core,matched,12,joint_shrunk,723,163,clock_FXKST_USNY_quote
full_macro,all,1,sequential_ols,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,joint_ols,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,pca,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,seq_xgb,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,seq_mlp,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,seq_spline,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,joint_xgb,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,joint_mlp,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,joint_tensor,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,seq_selected,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,seq_shrunk,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,joint_selected,1324,129,clock_FXKST_USNY_quote
full_macro,all,1,joint_shrunk,1324,129,clock_FXKST_USNY_quote
full_macro,matched,1,sequential_ols,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,joint_ols,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,pca,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,seq_xgb,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,seq_mlp,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,seq_spline,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,joint_xgb,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,joint_mlp,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,joint_tensor,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,seq_selected,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,seq_shrunk,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,joint_selected,440,127,clock_FXKST_USNY_quote
full_macro,matched,1,joint_shrunk,440,127,clock_FXKST_USNY_quote
full_macro,all,6,sequential_ols,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,joint_ols,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,pca,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,seq_xgb,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,seq_mlp,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,seq_spline,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,joint_xgb,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,joint_mlp,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,joint_tensor,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,seq_selected,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,seq_shrunk,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,joint_selected,1190,128,clock_FXKST_USNY_quote
full_macro,all,6,joint_shrunk,1190,128,clock_FXKST_USNY_quote
full_macro,matched,6,sequential_ols,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,joint_ols,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,pca,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,seq_xgb,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,seq_mlp,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,seq_spline,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,joint_xgb,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,joint_mlp,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,joint_tensor,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,seq_selected,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,seq_shrunk,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,joint_selected,440,127,clock_FXKST_USNY_quote
full_macro,matched,6,joint_shrunk,440,127,clock_FXKST_USNY_quote
full_macro,all,12,sequential_ols,457,127,clock_FXKST_USNY_quote
full_macro,all,12,joint_ols,457,127,clock_FXKST_USNY_quote
full_macro,all,12,pca,457,127,clock_FXKST_USNY_quote
full_macro,all,12,seq_xgb,457,127,clock_FXKST_USNY_quote
full_macro,all,12,seq_mlp,457,127,clock_FXKST_USNY_quote
full_macro,all,12,seq_spline,457,127,clock_FXKST_USNY_quote
full_macro,all,12,joint_xgb,457,127,clock_FXKST_USNY_quote
full_macro,all,12,joint_mlp,457,127,clock_FXKST_USNY_quote
full_macro,all,12,joint_tensor,457,127,clock_FXKST_USNY_quote
full_macro,all,12,seq_selected,457,127,clock_FXKST_USNY_quote
full_macro,all,12,seq_shrunk,457,127,clock_FXKST_USNY_quote
full_macro,all,12,joint_selected,457,127,clock_FXKST_USNY_quote
full_macro,all,12,joint_shrunk,457,127,clock_FXKST_USNY_quote
full_macro,matched,12,sequential_ols,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,joint_ols,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,pca,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,seq_xgb,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,seq_mlp,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,seq_spline,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,joint_xgb,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,joint_mlp,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,joint_tensor,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,seq_selected,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,seq_shrunk,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,joint_selected,440,127,clock_FXKST_USNY_quote
full_macro,matched,12,joint_shrunk,440,127,clock_FXKST_USNY_quote
core,all,1,sequential_ols,2523,164,clock_NY_macro_end1h_quote
core,all,1,joint_ols,2523,164,clock_NY_macro_end1h_quote
core,all,1,pca,2523,164,clock_NY_macro_end1h_quote
core,all,1,seq_xgb,2523,164,clock_NY_macro_end1h_quote
core,all,1,seq_mlp,2523,164,clock_NY_macro_end1h_quote
core,all,1,seq_spline,2523,164,clock_NY_macro_end1h_quote
core,all,1,joint_xgb,2523,164,clock_NY_macro_end1h_quote
core,all,1,joint_mlp,2523,164,clock_NY_macro_end1h_quote
core,all,1,joint_tensor,2523,164,clock_NY_macro_end1h_quote
core,all,1,seq_selected,2523,164,clock_NY_macro_end1h_quote
core,all,1,seq_shrunk,2523,164,clock_NY_macro_end1h_quote
core,all,1,joint_selected,2523,164,clock_NY_macro_end1h_quote
core,all,1,joint_shrunk,2523,164,clock_NY_macro_end1h_quote
core,matched,1,sequential_ols,727,164,clock_NY_macro_end1h_quote
core,matched,1,joint_ols,727,164,clock_NY_macro_end1h_quote
core,matched,1,pca,727,164,clock_NY_macro_end1h_quote
core,matched,1,seq_xgb,727,164,clock_NY_macro_end1h_quote
core,matched,1,seq_mlp,727,164,clock_NY_macro_end1h_quote
core,matched,1,seq_spline,727,164,clock_NY_macro_end1h_quote
core,matched,1,joint_xgb,727,164,clock_NY_macro_end1h_quote
core,matched,1,joint_mlp,727,164,clock_NY_macro_end1h_quote
core,matched,1,joint_tensor,727,164,clock_NY_macro_end1h_quote
core,matched,1,seq_selected,727,164,clock_NY_macro_end1h_quote
core,matched,1,seq_shrunk,727,164,clock_NY_macro_end1h_quote
core,matched,1,joint_selected,727,164,clock_NY_macro_end1h_quote
core,matched,1,joint_shrunk,727,164,clock_NY_macro_end1h_quote
core,all,6,sequential_ols,1729,164,clock_NY_macro_end1h_quote
core,all,6,joint_ols,1729,164,clock_NY_macro_end1h_quote
core,all,6,pca,1729,164,clock_NY_macro_end1h_quote
core,all,6,seq_xgb,1729,164,clock_NY_macro_end1h_quote
core,all,6,seq_mlp,1729,164,clock_NY_macro_end1h_quote
core,all,6,seq_spline,1729,164,clock_NY_macro_end1h_quote
core,all,6,joint_xgb,1729,164,clock_NY_macro_end1h_quote
core,all,6,joint_mlp,1729,164,clock_NY_macro_end1h_quote
core,all,6,joint_tensor,1729,164,clock_NY_macro_end1h_quote
core,all,6,seq_selected,1729,164,clock_NY_macro_end1h_quote
core,all,6,seq_shrunk,1729,164,clock_NY_macro_end1h_quote
core,all,6,joint_selected,1729,164,clock_NY_macro_end1h_quote
core,all,6,joint_shrunk,1729,164,clock_NY_macro_end1h_quote
core,matched,6,sequential_ols,727,164,clock_NY_macro_end1h_quote
core,matched,6,joint_ols,727,164,clock_NY_macro_end1h_quote
core,matched,6,pca,727,164,clock_NY_macro_end1h_quote
core,matched,6,seq_xgb,727,164,clock_NY_macro_end1h_quote
core,matched,6,seq_mlp,727,164,clock_NY_macro_end1h_quote
core,matched,6,seq_spline,727,164,clock_NY_macro_end1h_quote
core,matched,6,joint_xgb,727,164,clock_NY_macro_end1h_quote
core,matched,6,joint_mlp,727,164,clock_NY_macro_end1h_quote
core,matched,6,joint_tensor,727,164,clock_NY_macro_end1h_quote
core,matched,6,seq_selected,727,164,clock_NY_macro_end1h_quote
core,matched,6,seq_shrunk,727,164,clock_NY_macro_end1h_quote
core,matched,6,joint_selected,727,164,clock_NY_macro_end1h_quote
core,matched,6,joint_shrunk,727,164,clock_NY_macro_end1h_quote
core,all,12,sequential_ols,1343,164,clock_NY_macro_end1h_quote
core,all,12,joint_ols,1343,164,clock_NY_macro_end1h_quote
core,all,12,pca,1343,164,clock_NY_macro_end1h_quote
core,all,12,seq_xgb,1343,164,clock_NY_macro_end1h_quote
core,all,12,seq_mlp,1343,164,clock_NY_macro_end1h_quote
core,all,12,seq_spline,1343,164,clock_NY_macro_end1h_quote
core,all,12,joint_xgb,1343,164,clock_NY_macro_end1h_quote
core,all,12,joint_mlp,1343,164,clock_NY_macro_end1h_quote
core,all,12,joint_tensor,1343,164,clock_NY_macro_end1h_quote
core,all,12,seq_selected,1343,164,clock_NY_macro_end1h_quote
core,all,12,seq_shrunk,1343,164,clock_NY_macro_end1h_quote
core,all,12,joint_selected,1343,164,clock_NY_macro_end1h_quote
core,all,12,joint_shrunk,1343,164,clock_NY_macro_end1h_quote
core,matched,12,sequential_ols,727,164,clock_NY_macro_end1h_quote
core,matched,12,joint_ols,727,164,clock_NY_macro_end1h_quote
core,matched,12,pca,727,164,clock_NY_macro_end1h_quote
core,matched,12,seq_xgb,727,164,clock_NY_macro_end1h_quote
core,matched,12,seq_mlp,727,164,clock_NY_macro_end1h_quote
core,matched,12,seq_spline,727,164,clock_NY_macro_end1h_quote
core,matched,12,joint_xgb,727,164,clock_NY_macro_end1h_quote
core,matched,12,joint_mlp,727,164,clock_NY_macro_end1h_quote
core,matched,12,joint_tensor,727,164,clock_NY_macro_end1h_quote
core,matched,12,seq_selected,727,164,clock_NY_macro_end1h_quote
core,matched,12,seq_shrunk,727,164,clock_NY_macro_end1h_quote
core,matched,12,joint_selected,727,164,clock_NY_macro_end1h_quote
core,matched,12,joint_shrunk,727,164,clock_NY_macro_end1h_quote
full_macro,all,1,sequential_ols,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,joint_ols,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,pca,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,seq_xgb,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,seq_mlp,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,seq_spline,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,joint_xgb,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,joint_mlp,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,joint_tensor,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,seq_selected,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,seq_shrunk,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,joint_selected,1049,163,clock_NY_macro_end1h_quote
full_macro,all,1,joint_shrunk,1049,163,clock_NY_macro_end1h_quote
full_macro,matched,1,sequential_ols,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,joint_ols,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,pca,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,seq_xgb,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,seq_mlp,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,seq_spline,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,joint_xgb,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,joint_mlp,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,joint_tensor,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,seq_selected,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,seq_shrunk,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,joint_selected,0,0,clock_NY_macro_end1h_quote
full_macro,matched,1,joint_shrunk,0,0,clock_NY_macro_end1h_quote
full_macro,all,6,sequential_ols,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,joint_ols,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,pca,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,seq_xgb,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,seq_mlp,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,seq_spline,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,joint_xgb,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,joint_mlp,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,joint_tensor,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,seq_selected,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,seq_shrunk,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,joint_selected,237,163,clock_NY_macro_end1h_quote
full_macro,all,6,joint_shrunk,237,163,clock_NY_macro_end1h_quote
full_macro,matched,6,sequential_ols,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,joint_ols,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,pca,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,seq_xgb,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,seq_mlp,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,seq_spline,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,joint_xgb,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,joint_mlp,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,joint_tensor,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,seq_selected,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,seq_shrunk,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,joint_selected,0,0,clock_NY_macro_end1h_quote
full_macro,matched,6,joint_shrunk,0,0,clock_NY_macro_end1h_quote
full_macro,all,12,sequential_ols,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,joint_ols,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,pca,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,seq_xgb,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,seq_mlp,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,seq_spline,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,joint_xgb,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,joint_mlp,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,joint_tensor,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,seq_selected,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,seq_shrunk,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,joint_selected,593,128,clock_NY_macro_end1h_quote
full_macro,all,12,joint_shrunk,593,128,clock_NY_macro_end1h_quote
full_macro,matched,12,sequential_ols,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,joint_ols,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,pca,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,seq_xgb,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,seq_mlp,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,seq_spline,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,joint_xgb,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,joint_mlp,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,joint_tensor,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,seq_selected,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,seq_shrunk,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,joint_selected,0,0,clock_NY_macro_end1h_quote
full_macro,matched,12,joint_shrunk,0,0,clock_NY_macro_end1h_quote
