,mean_pre2026,sd_pre2026
current_btc,-0.49263183903162167,8.825762222208892
current_refspread,-0.3788853373611629,10.5712349433796
btc_vol24,0.3730633567239823,0.17383518118746707
ls_z,0.2795793336039054,0.5017291411989617
usdt_range,0.002397567960713703,0.002216167980973991
venue_volume,-1.6134471686800365,0.44620499667255475
usdt_volume_surprise,-0.0022434433302983823,0.7512265786044978
