,abs_a_ETH,ret_ETH,abs_ret_ETH,volume_ETH,log_price_ETH,abs_a_XRP,ret_XRP,abs_ret_XRP,volume_XRP,log_price_XRP,abs_a_SOL,ret_SOL,abs_ret_SOL,volume_SOL,log_price_SOL,abs_a_DOGE,ret_DOGE,abs_ret_DOGE,volume_DOGE,log_price_DOGE,btc_r2,n_hours,btc_rv,weekend,contrast_ETH,contrast_XRP,contrast_SOL
2025-06-02 00:00:00+00:00,5.489111630777958,0.0802294384880664,0.38021170950560307,-2.614240203985596,15.07950947004174,4.755781364592278,0.033995085521954425,0.26858500338233554,-0.6288299526213167,8.019615794857758,4.103322138830172,-0.026056707553978598,0.4224683627539694,-2.718559141513278,12.290044103213768,5.701102708106272,0.02531370946381543,0.44167258578102686,-1.2412894671332857,5.594659085050092,0.08799027988474878,24,1.4531919065402101,0.0,0.2119910773283138,0.945321343513994,1.5977805692761002
2025-06-03 00:00:00+00:00,4.713205995491299,0.032006534889443085,0.5347842558792171,-2.536437501451092,15.111309885585115,4.837902714455167,0.1282959373897108,0.5220062019884222,-0.5684680839639287,8.041124586251797,3.6916639768110513,-0.01014762619969319,0.7342315847249647,-2.6793755033915723,12.316250256403364,5.2276374457715935,-0.014354163188054492,0.6505673334205458,-0.9928564451511862,5.611839510801153,0.14146166794445317,24,1.842574294476854,0.0,0.5144314502802949,0.3897347313164268,1.5359734689605422
2025-06-04 00:00:00+00:00,4.947999413691025,0.0017594032365749375,0.4119681659778385,-2.7511063588506617,15.111238935612306,5.216271435210344,-0.10250780252389624,0.34168001048077895,-0.507233197302177,8.043487929400818,5.491301211231203,-0.06222438426423856,0.3544605467566038,-2.5980788173817877,12.288281210298324,6.250548709686444,-0.12526539181422305,0.3998899581296483,-0.9274780192750729,5.593802208802361,0.05222180567819936,24,1.1195192433704677,0.0,1.3025492959954192,1.0342772744761,0.7592474984552409
2025-06-05 00:00:00+00:00,6.51925533476594,-0.29045829640619675,0.7015534004273202,-2.5878617111205924,15.088233261855441,6.704173307019076,-0.2069422869047368,0.6340364630770238,-0.2570996658496861,8.01359416924096,5.898449413355896,-0.25343380887299,0.7418513068923086,-2.5306629101687657,12.249975916318052,5.358673064177477,-0.38674414266180457,0.8900556573174604,-0.8711990861447315,5.547104954753036,0.34001995496168536,24,2.85665519779347,0.0,-1.1605822705884625,-1.3455002428415987,-0.5397763491784184
2025-06-06 00:00:00+00:00,6.372227179555952,0.08900612622962563,0.37622832382318744,-2.650614790929621,15.050998718498299,5.914873132858804,0.1342909714442823,0.3282332140593878,-0.5841745067326048,8.00234416921453,5.029289263105789,0.11463785292276836,0.3544082030242812,-2.5158883874039826,12.23762498026094,7.013049309091042,0.1832527426154492,0.4907992723889883,-1.58493540422585,5.506929214821692,0.07459166303232623,24,1.337983524852167,0.0,0.6408221295350902,1.0981761762322382,1.9837600459852531
2025-06-07 00:00:00+00:00,4.679669923304264,0.08765400577074682,0.23889854708099012,-2.776775178568377,15.059577325559578,4.663338429776731,0.030473216025348377,0.23795288509859266,-0.5554767445563968,8.013863872529985,4.83195051506254,0.07176891500625764,0.3422327774132465,-2.661086269631081,12.250467765122883,4.699891046466472,0.14760697828297975,0.51030726691835,-1.3049420021840203,5.542173744791768,0.03853216934709561,24,0.9616506976705703,1.0,0.02022112316220781,0.036552616689740525,-0.13205946859606854
2025-06-08 00:00:00+00:00,5.043037613032819,-0.04529075000247277,0.2553928382630355,-2.680795802061894,15.06227252621776,6.597355515246169,0.14431700716755572,0.3181413785103661,-0.40873204581389705,8.033570472740712,5.669732268937337,0.050984124049261816,0.357345213413988,-2.4744879993805737,12.247640692454773,5.837225780284487,-0.04507228402621244,0.4471556807256462,-1.2720221934411329,5.538808428201924,0.03745701839756003,24,0.9481394631284159,1.0,0.7941881672516677,-0.7601297349616818,0.16749351134714985
2025-06-09 00:00:00+00:00,4.185020554820691,0.2544795014789991,0.4750324726331005,-2.6344886943759827,15.064066889586448,5.906013023505575,0.11694823548853105,0.37665468098960536,-0.5856811539068071,8.043379813668734,4.164827052007454,0.1836044281853466,0.5211200996125006,-2.855975633337852,12.262981535670429,5.374654874936713,0.24549242999959975,0.625233150152138,-1.3599956947732392,5.538097281042624,0.15909799156382257,24,1.9540603362055486,0.0,1.1896343201160215,-0.5313581485688621,1.2098278229292587
2025-06-10 00:00:00+00:00,5.268931936297146,0.20981134761247633,0.47258717253624666,-2.7775819784210203,15.132130877364538,4.807546624159646,-0.03711094329547036,0.33677521907017666,-0.6086859572446052,8.053787008380704,4.623358471519401,0.1311292542693613,0.7471231772861797,-2.4040469718829187,12.299291622211605,4.748495617264981,0.023432236262066475,0.6350332630365829,-1.2437096729153443,5.578669383916245,0.07445974878998331,24,1.3367998993714802,0.0,-0.5204363190321653,-0.05905100689466547,0.12513714574557966
2025-06-11 00:00:00+00:00,5.424813959309752,-0.06671051702524429,0.5038334659042021,-2.4609540011929054,15.163515318385803,5.231535071119249,-0.07541270879423227,0.45145956211832816,-0.4599924034433028,8.059855961102564,5.5721941432462785,-0.12383621829685776,0.5826635243237973,-2.577818596104138,12.330697171626616,6.039819918300938,-0.08389617178061748,0.8524492594419933,-1.2487187674506597,5.608314524757961,0.05382846349987286,24,1.1366103659552593,0.0,0.615005958991186,0.8082848471816888,0.4676257750546595
