proposal,reference,worst_loss_difference,low95,high95,p_centered,n_boot,clean_loss_ratio,clean_ratio_upper95,worst_loss_ratio,sensitivity_ratio,width_ratio,coverage_error_increase,clean_noninferior_2pct,worst_reduction_10pct,sensitivity_reduction_10pct,width_increase_le5pct,coverage_error_increase_le1pp,p_holm_4,all_gates_pass
tcn_tick_ensemble_cal,tcn_clean_ensemble_cal,0.0019023200001492336,-0.0022589996410514366,0.005780197925624635,0.361,1999,1.0025759981553555,1.0046549138804581,1.0010910882666315,0.891738711234027,0.9998009590075537,0.0022050716648291946,True,False,True,True,True,0.361,False
tcn_tick_ensemble_cal,tcn_shuffled_ensemble_cal,-0.00741433241510447,-0.014297556475791567,-0.0007867316542762605,0.0295,1999,1.001256805464894,1.0043825031851155,0.9957700636213385,0.8406312318710952,1.0162219169476492,-0.005512679162072764,True,False,True,True,True,0.08700000000000001,False
tcn_tick_ensemble_cal,linear_tick_ensemble_cal,-0.09044710351896007,-0.11459327604423099,-0.06605385814680968,0.0005,1999,1.0003068365825871,1.0119555939549052,0.9507330182631657,0.33638206893808104,0.9981441734665045,-0.00033076074972426817,True,False,True,True,True,0.002,False
tcn_tick_ensemble_cal,exact_qr_cal,-0.028147341542313884,-0.05203837656916969,-0.0024683020039813746,0.029,1999,1.0141704513070844,1.023108703092494,0.9841294374214358,0.49734876534639233,1.0094074296116362,0.0005512679162072986,False,False,True,True,True,0.08700000000000001,False
