reference,sensitivity_reduction,reduction_low95,reduction_high95,proposal_stress_excess,reference_stress_excess
tcn_clean_ensemble_cal,0.10826131977742448,0.02539693547767632,0.1931574155164641,0.06759815653897222,0.07000676908310394
tcn_shuffled_ensemble_cal,0.15936879261664239,0.10095684001781204,0.22045765598326822,0.06759815653897222,0.0771185239067652
linear_tick_ensemble_cal,0.6636179315332384,0.6356440100381452,0.6943212440112719,0.06759815653897222,0.15855990739910064
exact_qr_cal,0.5026512435014198,0.4649477169763461,0.5442406718392048,0.06759815653897222,0.11918863542857415
