model,month,epoch,train_loss_scaled,validation_tail_loss_bp
tcn_clean_20260912,2025-12,7,0.1688311504783915,1.7686631252730565
tcn_clean_20260912,2025-12,8,0.16815303866542988,1.8890285111769651
tcn_clean_20260912,2025-12,9,0.16717667277179546,1.8590136164572701
tcn_clean_20260912,2025-12,10,0.1664364520293563,1.8827622272972018
tcn_shuffled_20260910,2025-12,1,0.1816329228789059,1.632644042263417
tcn_shuffled_20260910,2025-12,2,0.17729315183945557,1.5815630518267683
tcn_shuffled_20260910,2025-12,3,0.17389844891740314,1.6643520494342317
tcn_shuffled_20260910,2025-12,4,0.17166222342804296,1.6723898289785093
tcn_shuffled_20260910,2025-12,5,0.17003354963971606,1.7701905695932985
tcn_shuffled_20260910,2025-12,6,0.1697106539313473,1.7783605368763034
tcn_shuffled_20260910,2025-12,7,0.16856591359003267,1.85724732607279
tcn_shuffled_20260910,2025-12,8,0.1674860664712849,1.8390862156972736
tcn_shuffled_20260910,2025-12,9,0.16699855007342437,1.8698803920016969
tcn_shuffled_20260910,2025-12,10,0.16712883492903924,1.838349008008571
tcn_shuffled_20260911,2025-12,1,0.18194394814434336,1.6154353580695078
tcn_shuffled_20260911,2025-12,2,0.17951333633999325,1.5665317231139348
tcn_shuffled_20260911,2025-12,3,0.17484706351116522,1.6042287304105176
tcn_shuffled_20260911,2025-12,4,0.1721888807282519,1.6299572390752768
tcn_shuffled_20260911,2025-12,5,0.17038563227475578,1.7014016959646396
tcn_shuffled_20260911,2025-12,6,0.16902448303663908,1.6614451178133909
tcn_shuffled_20260911,2025-12,7,0.16867618262767792,1.6332640443487976
tcn_shuffled_20260911,2025-12,8,0.16716675860668295,1.5993070240485285
tcn_shuffled_20260911,2025-12,9,0.16641560775130543,1.6619715179590748
tcn_shuffled_20260911,2025-12,10,0.16522377929580745,1.5699098295170713
tcn_shuffled_20260912,2025-12,1,0.1816742744908404,1.6241321408292784
tcn_shuffled_20260912,2025-12,2,0.1787178945630344,1.5642823415275793
tcn_shuffled_20260912,2025-12,3,0.17507724819788292,1.5837042167691693
tcn_shuffled_20260912,2025-12,4,0.17251488610879698,1.6946728888603182
tcn_shuffled_20260912,2025-12,5,0.17161911814960082,1.7053124226154304
tcn_shuffled_20260912,2025-12,6,0.16996148250885865,1.770427889008662
tcn_shuffled_20260912,2025-12,7,0.16913719364066623,1.75741528761438
tcn_shuffled_20260912,2025-12,8,0.16834575360390677,1.88203000626117
tcn_shuffled_20260912,2025-12,9,0.16760147640954204,1.8200875631751896
tcn_shuffled_20260912,2025-12,10,0.1668314600168769,1.8493500856258545
tcn_tick_20260910,2025-12,1,0.1816301844013271,1.6323821896438908
tcn_tick_20260910,2025-12,2,0.17719240241975925,1.582811036228136
tcn_tick_20260910,2025-12,3,0.17372116313051822,1.6752555520412007
tcn_tick_20260910,2025-12,4,0.1712910532951355,1.6770728047601524
tcn_tick_20260910,2025-12,5,0.16988042842096357,1.757718658676017
tcn_tick_20260910,2025-12,6,0.16972613023288213,1.7698197245552374
tcn_tick_20260910,2025-12,7,0.1684195808510282,1.8633973116774134
tcn_tick_20260910,2025-12,8,0.16738354581505505,1.8240873012501295
tcn_tick_20260910,2025-12,9,0.16669800366038706,1.852550501407178
tcn_tick_20260910,2025-12,10,0.1669296035126074,1.8104879559011025
tcn_tick_20260911,2025-12,1,0.18193768142764247,1.613947819929776
tcn_tick_20260911,2025-12,2,0.17942788285105976,1.5573905729284823
tcn_tick_20260911,2025-12,3,0.17481636533986278,1.5983792253420446
tcn_tick_20260911,2025-12,4,0.1722319261796439,1.6168706031409241
tcn_tick_20260911,2025-12,5,0.17022242296987505,1.6780668128661678
tcn_tick_20260911,2025-12,6,0.16895689403832848,1.6289379530650385
tcn_tick_20260911,2025-12,7,0.1686593876845801,1.5816769122226315
tcn_tick_20260911,2025-12,8,0.16696979283396876,1.5608036761740431
tcn_tick_20260911,2025-12,9,0.16614023384763232,1.6072237276732777
tcn_tick_20260911,2025-12,10,0.16539707201630321,1.5125597637085806
tcn_tick_20260911,2025-12,11,0.1646172840203812,1.544594166340411
tcn_tick_20260911,2025-12,12,0.1639624885213909,1.583773812241365
tcn_tick_20260911,2025-12,13,0.16307530629990705,1.5520694470768501
tcn_tick_20260911,2025-12,14,0.16302372626404263,1.5408601467911214
tcn_tick_20260911,2025-12,15,0.16195221667859092,1.5310686087204555
tcn_tick_20260911,2025-12,16,0.16174736218665964,1.6301866492466015
tcn_tick_20260911,2025-12,17,0.16048060023962563,1.6215375405443362
tcn_tick_20260911,2025-12,18,0.15914311159902544,1.6219055633431838
tcn_tick_20260912,2025-12,1,0.18167639223497306,1.6232487254757417
tcn_tick_20260912,2025-12,2,0.1786793159015143,1.5627980923130687
tcn_tick_20260912,2025-12,3,0.17493912177299387,1.5814717174245982
tcn_tick_20260912,2025-12,4,0.17227407244604026,1.6935589818773915
tcn_tick_20260912,2025-12,5,0.17132895006172694,1.6993601014134974
tcn_tick_20260912,2025-12,6,0.169832573897803,1.7438862659004715
tcn_tick_20260912,2025-12,7,0.1689407327281895,1.747456381033526
tcn_tick_20260912,2025-12,8,0.16813195619120527,1.8816061887856417
tcn_tick_20260912,2025-12,9,0.1675250134361324,1.8126062156513771
tcn_tick_20260912,2025-12,10,0.16661678543731348,1.837556575179657
linear_clean_20260910,2025-12,1,0.17501618790982373,1.656167714340853
linear_clean_20260910,2025-12,2,0.17067736209328496,2.4059696684126983
linear_clean_20260910,2025-12,3,0.16923464634525243,1.7866915818514983
linear_clean_20260910,2025-12,4,0.16861465773475703,2.0573233390073753
linear_clean_20260910,2025-12,5,0.16816346503015775,2.000036589694873
linear_clean_20260910,2025-12,6,0.168554390544322,2.496554091678103
linear_clean_20260910,2025-12,7,0.16860302726724255,1.970366663230925
linear_clean_20260910,2025-12,8,0.1675642559777445,2.0891428520815603
linear_clean_20260910,2025-12,9,0.16719436778951047,2.1269738313022306
linear_clean_20260911,2025-12,1,0.17419849803198628,2.3269319015469594
linear_clean_20260911,2025-12,2,0.1712640908671849,1.741446476563822
linear_clean_20260911,2025-12,3,0.16944445602929414,1.878231933082622
linear_clean_20260911,2025-12,4,0.16887431669591077,1.8774843483818444
linear_clean_20260911,2025-12,5,0.16787669307260372,2.0020231422120913
linear_clean_20260911,2025-12,6,0.16791685837418285,1.971909176360126
linear_clean_20260911,2025-12,7,0.16775064726374042,1.8735020489044854
linear_clean_20260911,2025-12,8,0.1675487187371325,1.8817753005573477
linear_clean_20260911,2025-12,9,0.16728413282935298,2.18011616873422
linear_clean_20260911,2025-12,10,0.16747542103724694,2.142775008134568
linear_clean_20260912,2025-12,1,0.17525746484300983,2.1487059057343094
linear_clean_20260912,2025-12,2,0.17065859952969337,1.789814011319529
linear_clean_20260912,2025-12,3,0.16956459141489286,2.1048002204440346
linear_clean_20260912,2025-12,4,0.1684576190674483,2.223160196289021
linear_clean_20260912,2025-12,5,0.16815301242159375,1.7389276329749324
linear_clean_20260912,2025-12,6,0.16759913314634295,1.8831879686854869
linear_clean_20260912,2025-12,7,0.16748326572019662,2.156665332962561
linear_clean_20260912,2025-12,8,0.16758763056192824,2.0403048228952994
linear_clean_20260912,2025-12,9,0.1671987849829802,2.0437563783453694
linear_clean_20260912,2025-12,10,0.16796888322082917,1.9462977599668956
linear_clean_20260912,2025-12,11,0.16768969951280907,1.952999664294579
linear_clean_20260912,2025-12,12,0.1672679864203752,2.1310681282006505
linear_clean_20260912,2025-12,13,0.1667383613426294,1.8589143896846045
linear_shuffled_20260910,2025-12,1,0.17546985754326208,1.6576758723033893
linear_shuffled_20260910,2025-12,2,0.17056368402580716,2.3241849130913783
linear_shuffled_20260910,2025-12,3,0.16976253777297576,1.909119577511741
linear_shuffled_20260910,2025-12,4,0.1699221625701705,2.4191581740584596
linear_shuffled_20260910,2025-12,5,0.16891622476613344,2.1065063078905606
linear_shuffled_20260910,2025-12,6,0.16866543155107924,2.093769630775218
linear_shuffled_20260910,2025-12,7,0.16933028622349697,2.2139744936078323
linear_shuffled_20260910,2025-12,8,0.1681498273539899,1.9287363781024864
linear_shuffled_20260910,2025-12,9,0.16773342463507582,2.3698287350097345
linear_shuffled_20260911,2025-12,1,0.1745544182720469,2.213847298357752
linear_shuffled_20260911,2025-12,2,0.1715142982664393,1.776616869222044
linear_shuffled_20260911,2025-12,3,0.1699327577405901,2.0317881127027935
linear_shuffled_20260911,2025-12,4,0.16942594456138896,1.9818725124449315
linear_shuffled_20260911,2025-12,5,0.16837185131969737,1.9288292220559609
linear_shuffled_20260911,2025-12,6,0.16878727167399962,2.083914197306885
linear_shuffled_20260911,2025-12,7,0.16852061139113866,1.9647123968927365
linear_shuffled_20260911,2025-12,8,0.16849719121384976,1.9906421792572921
linear_shuffled_20260911,2025-12,9,0.16808426958411488,2.173488397419998
linear_shuffled_20260911,2025-12,10,0.16737398349527102,2.087010587624803
linear_shuffled_20260912,2025-12,1,0.175461275364036,2.144977060114666
linear_shuffled_20260912,2025-12,2,0.1703825341676598,1.8738498156140868
linear_shuffled_20260912,2025-12,3,0.1701836984104185,2.155671171717184
linear_shuffled_20260912,2025-12,4,0.16881467535424588,2.3152085038944383
linear_shuffled_20260912,2025-12,5,0.16862110704628389,1.7761223177868766
linear_shuffled_20260912,2025-12,6,0.1679585260241779,2.0133100063652205
linear_shuffled_20260912,2025-12,7,0.16788355783740086,1.979400487517104
linear_shuffled_20260912,2025-12,8,0.16853977228278544,1.8011309268488334
linear_shuffled_20260912,2025-12,9,0.16749684512615204,2.1385158979210805
linear_shuffled_20260912,2025-12,10,0.16824860492749,1.9670040564429876
linear_shuffled_20260912,2025-12,11,0.16833829813039125,1.9906291412553907
linear_shuffled_20260912,2025-12,12,0.16716365560666838,2.18158202249457
linear_shuffled_20260912,2025-12,13,0.16680931511209973,1.897152672401791
linear_tick_20260910,2025-12,1,0.17535447318162492,1.6722637665250726
linear_tick_20260910,2025-12,2,0.1706095477983133,2.364625905999111
linear_tick_20260910,2025-12,3,0.1691728837009686,1.8330132737282068
linear_tick_20260910,2025-12,4,0.16882014541483636,2.2045876822789987
linear_tick_20260910,2025-12,5,0.16863604179069178,2.1403560752469284
linear_tick_20260910,2025-12,6,0.16904033809455474,2.206591749325513
linear_tick_20260910,2025-12,7,0.16878906626309922,2.1420265388404154
linear_tick_20260910,2025-12,8,0.16795713599048442,2.0478018903106947
linear_tick_20260910,2025-12,9,0.1673608295508285,1.953409425780118
linear_tick_20260911,2025-12,1,0.17431679523702878,2.2287393759607315
linear_tick_20260911,2025-12,2,0.17126367318986066,1.7514735746197603
linear_tick_20260911,2025-12,3,0.16975105720669476,1.9554471137886875
linear_tick_20260911,2025-12,4,0.16932216509064632,1.843353061278708
linear_tick_20260911,2025-12,5,0.16775936622228196,1.8933330043560896
linear_tick_20260911,2025-12,6,0.16853028491361818,2.0881921567979567
linear_tick_20260911,2025-12,7,0.16873380942131155,1.8892989494519061
linear_tick_20260911,2025-12,8,0.16834131150103326,1.7984740668674988
linear_tick_20260911,2025-12,9,0.16748965920797035,2.1566900706383865
linear_tick_20260911,2025-12,10,0.16761847841205882,2.067457618348726
linear_tick_20260912,2025-12,1,0.17527914492051994,2.1898046847960595
linear_tick_20260912,2025-12,2,0.17055154091386654,1.7604330037423066
linear_tick_20260912,2025-12,3,0.16954517609147884,2.0332809404014256
linear_tick_20260912,2025-12,4,0.1682090730364643,2.279510513667581
linear_tick_20260912,2025-12,5,0.1684235512320675,1.8116735441864928
linear_tick_20260912,2025-12,6,0.16773166207235252,2.0478599185875552
linear_tick_20260912,2025-12,7,0.1677377490854975,2.1415676642323427
linear_tick_20260912,2025-12,8,0.16730413374616138,2.0380564350310038
linear_tick_20260912,2025-12,9,0.16702513196575108,2.106533126569435
linear_tick_20260912,2025-12,10,0.16805570783899793,1.9776231757981582
tcn_clean_20260910,2026-01,1,0.19149855613048056,1.4904875015988914
tcn_clean_20260910,2026-01,2,0.18308358472304992,1.635831106805018
tcn_clean_20260910,2026-01,3,0.17603737429568642,1.5221427195493125
tcn_clean_20260910,2026-01,4,0.17279888990843395,1.5296817553569353
tcn_clean_20260910,2026-01,5,0.17086038591954186,1.5533181102500837
tcn_clean_20260910,2026-01,6,0.16931397948733987,1.4916714638696968
tcn_clean_20260910,2026-01,7,0.16693104638452344,1.5298789944918163
tcn_clean_20260910,2026-01,8,0.16657280377073633,1.5048999646949257
tcn_clean_20260910,2026-01,9,0.1654061878156794,1.5221265615873476
tcn_clean_20260911,2026-01,1,0.19187424292689875,1.4863648729281453
tcn_clean_20260911,2026-01,2,0.1834415765350215,1.7126973858106729
tcn_clean_20260911,2026-01,3,0.17581166033929735,1.4949678437374858
tcn_clean_20260911,2026-01,4,0.17301990896711059,1.4563135677281642
tcn_clean_20260911,2026-01,5,0.17111518648852933,1.517509920656481
tcn_clean_20260911,2026-01,6,0.16969121084484037,1.45690839476151
tcn_clean_20260911,2026-01,7,0.16783223588050566,1.4714766500353749
tcn_clean_20260911,2026-01,8,0.16683279679587673,1.46880659436595
tcn_clean_20260911,2026-01,9,0.1649370181923758,1.4837075225748964
tcn_clean_20260911,2026-01,10,0.16514877710811318,1.4836162669794872
tcn_clean_20260911,2026-01,11,0.163401589953338,1.4641399558136743
tcn_clean_20260911,2026-01,12,0.16306729214343338,1.5168020437706327
tcn_clean_20260912,2026-01,1,0.1911747628962234,1.4802121601595246
tcn_clean_20260912,2026-01,2,0.18157448873460458,1.7262469012785238
tcn_clean_20260912,2026-01,3,0.17542035159476907,1.5093008550690787
tcn_clean_20260912,2026-01,4,0.17306734547225391,1.6291400860772924
tcn_clean_20260912,2026-01,5,0.1704281148735506,1.4916692525653366
tcn_clean_20260912,2026-01,6,0.16892132695526957,1.625763257372007
tcn_clean_20260912,2026-01,7,0.16737908686297093,1.5600615037974106
tcn_clean_20260912,2026-01,8,0.16505034602249757,1.5862584457076212
tcn_clean_20260912,2026-01,9,0.1647434246176828,1.570460320055071
tcn_shuffled_20260910,2026-01,1,0.19147983800176108,1.4898779345521866
tcn_shuffled_20260910,2026-01,2,0.18295305674261003,1.6411552322836798
tcn_shuffled_20260910,2026-01,3,0.1763383808888887,1.5003972651895934
tcn_shuffled_20260910,2026-01,4,0.17317510022681176,1.5252846700354006
tcn_shuffled_20260910,2026-01,5,0.17125882963724745,1.536426353360043
tcn_shuffled_20260910,2026-01,6,0.1689836655709882,1.4872207448635855
tcn_shuffled_20260910,2026-01,7,0.1676474563220201,1.5224160382590217
tcn_shuffled_20260910,2026-01,8,0.16788474323842004,1.498419954112533
tcn_shuffled_20260910,2026-01,9,0.1655209788902975,1.5088898425733046
tcn_shuffled_20260910,2026-01,10,0.16545863333996644,1.5210685627337621
tcn_shuffled_20260910,2026-01,11,0.16407867444684301,1.4926253085471457
tcn_shuffled_20260910,2026-01,12,0.16389245467668095,1.4885142360371044
tcn_shuffled_20260910,2026-01,13,0.16212249582328955,1.5052830897515217
tcn_shuffled_20260910,2026-01,14,0.16041934828678986,1.5037977551141897
tcn_shuffled_20260911,2026-01,1,0.19191298441873694,1.4863877556406837
tcn_shuffled_20260911,2026-01,2,0.1838265272306273,1.7022263396599533
tcn_shuffled_20260911,2026-01,3,0.17597945558727612,1.5173429575843762
tcn_shuffled_20260911,2026-01,4,0.17337518278251393,1.4555854222627433
tcn_shuffled_20260911,2026-01,5,0.1719871115073603,1.5212453751851434
tcn_shuffled_20260911,2026-01,6,0.1702489038088315,1.4514270421440425
tcn_shuffled_20260911,2026-01,7,0.16839111486960645,1.46830424187109
tcn_shuffled_20260911,2026-01,8,0.16775171863240218,1.472784621017003
tcn_shuffled_20260911,2026-01,9,0.16599912751579549,1.5000376152031378
tcn_shuffled_20260911,2026-01,10,0.16617483428970928,1.4870418177233653
tcn_shuffled_20260911,2026-01,11,0.16413573474930265,1.4752624964970735
tcn_shuffled_20260911,2026-01,12,0.1638210719229442,1.5227331742908488
tcn_shuffled_20260911,2026-01,13,0.16173850482850854,1.4654586616228724
tcn_shuffled_20260911,2026-01,14,0.16285493367266457,1.463966301470807
tcn_shuffled_20260912,2026-01,1,0.191182557400574,1.4795196222466942
tcn_shuffled_20260912,2026-01,2,0.18192771580741016,1.736282225949747
tcn_shuffled_20260912,2026-01,3,0.1757752752535231,1.5301749605405812
tcn_shuffled_20260912,2026-01,4,0.17349781124875815,1.624557207481009
tcn_shuffled_20260912,2026-01,5,0.17158334510313178,1.4910653146489723
tcn_shuffled_20260912,2026-01,6,0.16999280011059506,1.6135608791401717
tcn_shuffled_20260912,2026-01,7,0.1685128479453005,1.5510021583253097
tcn_shuffled_20260912,2026-01,8,0.1657071768659634,1.6047885837273426
tcn_shuffled_20260912,2026-01,9,0.16567213759032642,1.6094354254588321
tcn_tick_20260910,2026-01,1,0.1914876304422389,1.4900414603536254
tcn_tick_20260910,2026-01,2,0.18301736313715536,1.6256740453182104
tcn_tick_20260910,2026-01,3,0.17609424249287128,1.5165699530531487
tcn_tick_20260910,2026-01,4,0.17307114865310966,1.5337979046027117
tcn_tick_20260910,2026-01,5,0.17097097763229274,1.533176488769957
tcn_tick_20260910,2026-01,6,0.16912731185679292,1.4952532250541617
tcn_tick_20260910,2026-01,7,0.16701772899839026,1.5189702448196478
tcn_tick_20260910,2026-01,8,0.16696837082133728,1.4967497956212195
tcn_tick_20260910,2026-01,9,0.1653344633258941,1.5068678449569768
tcn_tick_20260911,2026-01,1,0.1919160256177765,1.4857868378120203
tcn_tick_20260911,2026-01,2,0.1838490991050847,1.71795693273678
tcn_tick_20260911,2026-01,3,0.17600263712974137,1.5067519273334566
tcn_tick_20260911,2026-01,4,0.17318264487872823,1.4554117440894165
tcn_tick_20260911,2026-01,5,0.17112485176968772,1.5009445884034514
tcn_tick_20260911,2026-01,6,0.16963076822645445,1.4547173637984776
tcn_tick_20260911,2026-01,7,0.1678528945862091,1.465433999405059
tcn_tick_20260911,2026-01,8,0.16683531851814726,1.4699494480490607
tcn_tick_20260911,2026-01,9,0.16517127546742352,1.4802337819245421
tcn_tick_20260911,2026-01,10,0.16512080193226358,1.4949620227725269
tcn_tick_20260911,2026-01,11,0.1637721228880235,1.4661732523130768
tcn_tick_20260911,2026-01,12,0.1632848538024934,1.5369096278984153
tcn_tick_20260911,2026-01,13,0.16138787691447873,1.4737312362812829
tcn_tick_20260911,2026-01,14,0.1627341598850208,1.467834403480284
tcn_tick_20260912,2026-01,1,0.19116229578398602,1.4790898656391405
tcn_tick_20260912,2026-01,2,0.1816524780275419,1.7214777986181045
tcn_tick_20260912,2026-01,3,0.17542747926183686,1.5120236873527637
tcn_tick_20260912,2026-01,4,0.17313598170670116,1.623494359938846
tcn_tick_20260912,2026-01,5,0.1709191944047685,1.489379854168652
tcn_tick_20260912,2026-01,6,0.16917598507576043,1.6250954976773397
tcn_tick_20260912,2026-01,7,0.16742705642516592,1.5736815600808616
tcn_tick_20260912,2026-01,8,0.1653138245159239,1.5733039869988554
tcn_tick_20260912,2026-01,9,0.1650522024760286,1.5604354689070805
linear_clean_20260910,2026-01,1,0.1777602275240124,1.5042047380383876
linear_clean_20260910,2026-01,2,0.17222717078273647,1.4878864732900787
linear_clean_20260910,2026-01,3,0.17123817712316222,1.5066136543121547
linear_clean_20260910,2026-01,4,0.1704925265668832,1.5154537871653384
linear_clean_20260910,2026-01,5,0.16966513422552568,1.5292268575611447
linear_clean_20260910,2026-01,6,0.16900383484990975,1.5387243494118124
linear_clean_20260910,2026-01,7,0.1691385234739642,1.5230394671852034
linear_clean_20260910,2026-01,8,0.1682107995916932,1.538144720951256
linear_clean_20260910,2026-01,9,0.16981782328719247,1.5954549188757865
linear_clean_20260910,2026-01,10,0.1684408303855859,1.5593643640766666
linear_clean_20260911,2026-01,1,0.1784789062355364,1.4912747446836745
linear_clean_20260911,2026-01,2,0.17256341271948616,1.4859264748880079
linear_clean_20260911,2026-01,3,0.17012694544078902,1.5207848427360067
linear_clean_20260911,2026-01,4,0.17002631608303895,1.5023655299804157
linear_clean_20260911,2026-01,5,0.17059564813352357,1.5290473841133976
linear_clean_20260911,2026-01,6,0.16982266996210632,1.5822445870108643
linear_clean_20260911,2026-01,7,0.1697583523400933,1.5134383085177991
linear_clean_20260911,2026-01,8,0.16911850551819207,1.5276154253113254
linear_clean_20260911,2026-01,9,0.16888499639701315,1.565184043129202
linear_clean_20260911,2026-01,10,0.16918020879132595,1.5263488558429599
linear_clean_20260912,2026-01,1,0.17939076954473088,1.4800893041023484
linear_clean_20260912,2026-01,2,0.17307815248781294,1.5070420938942013
linear_clean_20260912,2026-01,3,0.1711796911386902,1.4970902967152493
linear_clean_20260912,2026-01,4,0.17025227749776972,1.5486985077084663
linear_clean_20260912,2026-01,5,0.16988921132444346,1.512794633640332
linear_clean_20260912,2026-01,6,0.16950443655335012,1.5217318102926276
linear_clean_20260912,2026-01,7,0.16884442623137108,1.5384820117359004
linear_clean_20260912,2026-01,8,0.1687782529813761,1.5821768481853018
linear_clean_20260912,2026-01,9,0.1688113406589487,1.5157104133898662
linear_shuffled_20260910,2026-01,1,0.1782214702661678,1.4949228395391192
linear_shuffled_20260910,2026-01,2,0.1730821542957813,1.4776626960255659
linear_shuffled_20260910,2026-01,3,0.1734701309177684,1.498891398017292
linear_shuffled_20260910,2026-01,4,0.1718442927932475,1.504769151679102
linear_shuffled_20260910,2026-01,5,0.17107188136128507,1.5314509283616178
linear_shuffled_20260910,2026-01,6,0.1701230256511234,1.5221986651392805
linear_shuffled_20260910,2026-01,7,0.17086694346240353,1.5168324432530484
linear_shuffled_20260910,2026-01,8,0.17035513897516721,1.5112270707858806
linear_shuffled_20260910,2026-01,9,0.1702926544023683,1.600338175963472
linear_shuffled_20260910,2026-01,10,0.1697474733779305,1.5483506818513895
linear_shuffled_20260911,2026-01,1,0.1788605273678032,1.4910206766559486
linear_shuffled_20260911,2026-01,2,0.17366863679852843,1.5096337578294148
linear_shuffled_20260911,2026-01,3,0.17167700377197476,1.5276619898027386
linear_shuffled_20260911,2026-01,4,0.1707254228004128,1.5080841305230397
linear_shuffled_20260911,2026-01,5,0.17196164884890877,1.5049721351276313
linear_shuffled_20260911,2026-01,6,0.17184272883176144,1.5614617292140904
linear_shuffled_20260911,2026-01,7,0.17139417019742348,1.4968262507577403
linear_shuffled_20260911,2026-01,8,0.17131288609676415,1.5307024713667765
linear_shuffled_20260911,2026-01,9,0.17034095864216706,1.5716495907257106
linear_shuffled_20260912,2026-01,1,0.17909878731764584,1.4752615854159221
linear_shuffled_20260912,2026-01,2,0.1742391949132539,1.4933243515295274
linear_shuffled_20260912,2026-01,3,0.17236193296321542,1.486537478999324
linear_shuffled_20260912,2026-01,4,0.17151693698441883,1.5054681432373884
linear_shuffled_20260912,2026-01,5,0.1714960910441803,1.493573993947624
linear_shuffled_20260912,2026-01,6,0.17125510348012243,1.52472515419392
linear_shuffled_20260912,2026-01,7,0.1710548818606749,1.5175713570281937
linear_shuffled_20260912,2026-01,8,0.1701764862705796,1.5546617921879071
