model,n,clean_tail,coverage80,width80
update_linear_local_cal28,1814,1.6739221720599489,0.7960308710033076,25.10775824781796
tcn_tick_ensemble_cal_matched_update_linear_local_cal28,1814,1.677811138486104,0.7976846747519294,25.433229822382938
exact_qr_cal_matched_update_linear_local_cal28,1814,1.6543679973358576,0.7982359426681367,25.196198359831996
lgbm_cal_matched_update_linear_local_cal28,1814,1.7025942482115255,0.7998897464167586,25.504074716819407
update_lgbm_local_cal28,1814,1.7189858781487066,0.7976846747519294,25.952051559769426
tcn_tick_ensemble_cal_matched_update_lgbm_local_cal28,1814,1.677811138486104,0.7976846747519294,25.433229822382938
exact_qr_cal_matched_update_lgbm_local_cal28,1814,1.6543679973358576,0.7982359426681367,25.196198359831996
lgbm_cal_matched_update_lgbm_local_cal28,1814,1.7025942482115255,0.7998897464167586,25.504074716819407
